1300000005	Psalm
35030c0085	Ari, irail me due met, se indai ong o panaui irail, pan Kaun Iesus Kristus, me irail en dodok, o nenenla o tungole pein kan ar manga.
35030d0031	A komail, ri ai kan, der pangki omail wiawia mau.
35030e0074	A ma amen kang oke at padak nan kisin likau et, i me komail en kileledi, o komail der apwali i, pwe i en namenokela.
35030f0044	A komail der wiaki i imwintiti amen, a sauasa i dueta ri omail amen.
350310006e	A Kaun en popol en pein kotiti ong komail popol ansau karos o ni song karos! Kaun o en kotikot re omail karos!
3503110055	Ngai Paulus ranamau ni mangin pa i, me kisin likau karos kilelekidi, iduen ai inting.
3503120035	Mak en atail Kaun Iesus Kristus en mi re omail karos!
360000000a	Timoteus I
3601010073	PAULUS wanporon en Iesus Kristus amen pan kusoned en Kot Saunkamaur patail o Kristus Iesus, me kitail kaporoporeki,
3601020067	Ong Timoteus nai seri melel ni poson mak o limpok, o popol sang ren Kot Sam o Kristus Iesus atail Kaun.
3601030076	Duen ai poeki re om, en mimieta Episus ni ai pan kola Masetonien, pwe koe en kapung ong akai, ren der wia padak toror.
3601040074	Pil der kamelele kasoi mal o padok en di toto, me kareda akamai ap sota sauasa koa dodok en Kot, me tapi sang poson.
3601050054	Pwe aude pan kusoned limpok sang nan mongiong makelekel, o insen mau, o poson melel.
3601060036	Sang mepukat akai muei sanger, rap wuki ong poupoulap.
360107005b	Re men wiala saunpadak en kapung, ap so weweki, me re inda, o me re kin men padaki kaualap.
3601080032	A kitail asa, kapung me mau, ma amen so kasapunge.
36010900dd	O se asa, me sota kapung en wiaui ong me pung amen, a ong me sapung kan, o katiwo kan, o me doo sang Kot akan, o me dipan akan, o me so saraui kan, o me san Kot akan, o me kin kaloke sam ar in ar, o me kamela aramas akan.
36010a00a3	O me nenek kan, o me madong saut ong ol oko, o me kin pirap aramas akan, o me likam kan, o me kaula likam akan, o ma pil meakot mia, me so kon ong padak en kamour.
36010b0037	Duen rongamau en lingan en Kot iasanai me pang dong ia.
36010c006a	I ap danke Kristus Iesus atail Kaun, me kotin kamana ia da o kamelel ia ni a kotin kasapwil ia dang dodok.
36010d0086	Pwe mas o ngai lalaue amen, o kaloke saulang kan, o lolap amen, ari so i diaradar mak o, pwe i wiadar mepukat ap sasa o ni ai soposon.
36010e0057	A mak en atail Kaun me lapalap alar kaualap ni poson o limpok, me mi ren Kristus Iesus.
36010f0083	Melel lepen kasoi lep, o me mau ong kamelele: Kristus Iesus pwara dong sappa, pwen dorela me dipan akan; a ngai me sued sang karos.
360110008e	Ari so, i diaradar mak o, pwe Iesus Kristus en kotin kasaleda a kanongama lapalap re i, pwe men kaalemongi ong me pan poson, pwen maur soutuk.
360111006c	A Nanmarki potopot, me so kak mor pasang, o so sansal, i Kot eta. Wau o lingan en ko ong i potopoteta! Amen.
3601120080	Kusoned wet i men pang ong uk, nai seri Timoteus, duen deideikop akan, me wiaui ong uk er, pwe ren sauasu uk, en wia pei mau eu,
360113006a	Ni om dadaurata poson o kanakanai ong insen om mau, me akai pein kase sang irail, ap peila sang nin poson.
3601140069	Amen irail Imenäus o amen Aleksander, me pangalang Satan, pwe ren lelapok ki kalokolok, ap solar lalaue.
3602010066	Iet me i men panaui mas: Komail ngidingideki o kapakapki, o poekipoeki aramas akan karos, o wia danke.
3602020065	Kapakapaki nanmarki o saumas akan karos, pwe sen meleilei o insememau, wiawia me kon ong Kot o melel.
360203002c	Pwe i me mau o kon ong atail Saunkamaur Kot,
3602040040	Me kotin men, aramas akan karos en dorela o lolekong kila melel.
3602050063	Pwe Kot me ta men o wilia patail me ta men nan pung en Kot o aramas akan, iet Aramas Kristus Iesus.
3602060061	Me kotin wiala en aramas karos ar men pwaipwai, kadede en met, en lolok sili ni ansau me kon ong.
3602070077	I me i wia kila saunkair o wanporon amen, i kin lokaia melel o so likam, o saunpadak ong men liki kan ni poson o melel.
3602080060	I me i men, ol akan en kapakap ni wasa karos, ni ar pokada pa ar saraui, so makar o so peikasal.
3602090092	Pil dueta li akan, ren kapwadeki likau makelekel o lelapok, o tiak mau, a kaidin ni ingid pit en monga, de kold, de manaman akan, de likau lingan,
36020a0048	A me kon ong li akan, me men kasaleda ar masak Kot ni ar wiawia mau kan.
36020b0037	Li akan en nenenla, ap padapadakki ni tiak en impimpai.
36020c0045	I sota mueid ong li amen, en wiada padak, de kaunda ol, a en nenenla.
36020d0024	Pwe Adam me wiauier mas, a muri Ewa.
36020e004c	A kaidin Adam, me katiamaula, a li o me katiamaular, ap pupedi ni me sapung.
36020f0055	A a pan dorela ni a naitik ma a pan podidi ong poson, o limpok, o saraui, o tiak mau.
3603010050	MELEL kasoi pot et: Ma amen rapaki koa en pisop, a kin inong iong wiawia mau eu.
3603020077	A pisop o en pung, o warok en li ta men, o so kowei kodo, a lelapok, o tiak mau, o apwali men kairu, o koiok ong padak;
3603030059	A der kamom soko, o so pamara, a en materok, o der inong iong akamai, o der pok ong moni.
360304004e	Me kin kaunda mau pein toun im a, o me na seri kan kin peiki ong ni tiak pung.
360305005a	A ma amen, me sokoiok ong kaunda pein toun im a, iaduen a pan kak kaunda momodisou en Kot?
360306004f	Pil kaidin saulang kap amen, pwe a ende aklapalap, ap lodi ong kadeik en tewil.
3603070058	O en pil kalok mau ren me mi liki, pwe a de lodi ong kanamenok o katikatiamau pan tewil.
360308004e	Pil dueta saunkoa kan en lelapok, so lo riapot, so kamom soko, so noroke moni.
3603090036	Me kin kolekol nan insen arail makelekel rir en poson.
36030a003f	Mepukat en kasosongla mas, irail ap pan papa, ma irail me pung.
36030b006d	Pil dueta en saunkoa ar warok kan, ren wia me kon ong, o so likinekine, o so kowei kodo, o melel ni meakaros.
36030c0051	Saunkoa kan en warok en li ta men o ren kaunda mau nair seri kan o toun im arail.
36030d0063	A me papa mau, kin kalok maui pein irail, o re pan pereperenki melel poson me mi ren Kristus Iesus.
36030e004a	Mepukat i inting wong uk, o i kaporoporeki, me i pan pwarala re om madang.
36030f0075	A ma i pwapwand, koe en asa duen me koe pan wia nan tanpas en Kot, iei momodisou en Kot ieias, o ur o pason en melel.
36031000cc	Meid lapalap rir en pai ren Kot: Kot sansaleda ni uduk, ap diarokada me pung amen ren Ngen, ap pwaralang tounlang kan, ap lolok ong men liki kan, ap kamelel lar ren toun sappa, ap peukadalang wasa lingan.
360401007a	A NGEN me kotin kokop melel, ni imwin kaua akai pan pupe wei sang poson, ap id wuki ong ngen widing o padak en tewil akan,
360402005a	Me kin sansale mau ki liki, ap likilikam o insen arail kakaluakalar ki kisin mata karakar.
3604030081	Re kin inapwiedi kapapaud, o dene ren liki sang song en manga, me Kot kotin wiadang irail, me danke, o poson, o dedekila melel o.
3604040056	Pwe audepa karos, en Kot me mau, o sota meakot me mal, ma aramas pan tungole ap danke.
360405002c	Pwe a pan kasaraui kila masan Kot o kapakap.
3604060097	Ma koe pan padaki ong ri atail akan, koe ap pan papa en Kristus Iesus mau amen, me kin keleki masan en poson o padak mau, me koe dadaureta mau lel met.
360407004c	A koe en kang kasoi likam en li laud akai o kaianeki pein uk me kon ong Kot.
3604080081	Pwe kaiane kin uk pali war, a sota non katepa, a meid mau paieki Kot ni meakaros, pwe iei kaporopor en maur et o pil maur kokodo.
3604090037	Nan melel kasoi pot et o a war ong kitail en apwaliela.
36040a0083	Pwe iet me se kin dodok ong o kalokolokki, at kaporoporeki Kot ieias, me Saunkamaur en aramas akan karos, a mas ong irail me poson.
36040b0026	Mepukat koe en katitiki o kaukaweweki.
36040c0088	Sota amen me pan mamaleki om manakap, a wiala men kaalemongi ong saulang kan, ni om lokaia o wiawia kan, o limpok, o poson, o makelekel.
36040d0037	O nantiong wadok, o panaui, o padak lao i pan pwar wei.
36040e005f	Der kasamal la pai en mak o, me koe aleer ki deideikop o ni en saunkoa kan ar pwil pa ar po om.
36040f0047	Koe en podidi o sopisokki mepukat, pwe om lolekong en sansal ong karos.
360410007c	Kalaka pein uk o padak o, tengedi ong song pukat, pwe ma koe pan wiada due, koe ap pan dorela pein uk o pil, me kin rong uk.
360501005d	KOE der lokaia kelail ong ol laud amen, a panaui i due sam amen, a me pulepul due ri om akan,
3605020047	Li laud due in akan, a me pulepul due ri om li akan ni makelekel melel.
3605030023	Kakaki li odi kan, me li odi melel.
3605040095	A ma li odi na seri kan mia, de wa en na seri ko, re pan padakki mas apwali pein ar penainai, o depuk ong ar papa o nono, pwe i me mau o kon ong Kot.
3605050073	A iet li odi melel amen, me kelep, me kin kaporoporeki Kot, o podidi ong ngidingid o kapakap akan ni pong o ni ran.
3605060038	A me kin kapwaiada a inong sued nan i melar ni a memaur.
360507002b	Mepukat padapadaki, pwe ren sota karaunepa.
3605080068	A ma amen sota kin apwali na kan, a mas toun im a kan, i me kasela poson, o a sued sang me soposon amen.
360509005b	Li odi men pan kileledi, ma a sota pulepul sang saunpar woneisok o ma a warok en ol ta men.
36050a00ae	O me kalok mau ki a wiawia mau, o me wiada seri, o me apwali men kairu, o me widen nä en saraui kan, o me kadek ong me kamekame kan, o me kapwaiada song en wiawia mau karos.
36050b0060	A der tuki ong li odi pulepul akan, pwe irail lao inong wei sang Kristus, re men pur ong papaud.
36050c0038	A irail pan pakadeikada, pwe re muei sanger tapin poson.
36050d0092	A re pil ponkake o papang sili im akan, a kaidin ponkaka ta, pwe re pil poupou sili, o pil usa sili en amen a wiawia, o ar lokelokaia me sota mau.
36050e0061	A i men, li odi pulepul en papaud, o naitik, o apwali im ar, o der kare ong me sued o, en lalaue.
36050f0025	Pwe akai me wuki wei, wuki ong Satan.
360510008f	A ma li odi men mi ren ol me poson amen de ren li me poson amen, a en pein apapwali i o der katoutoui momodisou, pwen itar ong me li odi melel.
3605110053	Saunkoa kan me kin dodok mau, pan waunla melel, ir me kin sauasa ni padak o kawewe.
3605120072	Pwe kisin likau o masani: Koe der penadi au en kau ol, me tiakedi wan wit. O toun dodok me war ong pwain en dodok.
360513004c	Karaun pan saunkoa men der kamelele, ma so saunkadede riamen de silimen mia.
3605140040	Ir me wia dip, kapung ong mon karos, pwe me tei kan en masakala.
3605150086	I kakaliki ong uk mon Kot Kristus Iesus o tounlang lipilipil akan, koe en wiada mepukat, o so lipilipil, o so pwen konekon ren aramas.
3605160063	Der madang pokadang pon amen pa om, o pil der dipane kila dip en amen kai, a pein koe en makelekel.
360517004e	Koe der nim pil, a wain kis me kon ong kaped om o pweki om somau pan pak toto.
3605180063	Dip en akai aramas me sansal ap mau ong kadeikada ansau wet, a dip en me tei kan pan sansal eu ran.
360519004e	Pil dueta en akai ar wiawia mau me sansal metet, a me tei kan sota kak rirala.
3606010056	LADU kan karos en wauneki melel ar saumas akan, pwe mar en Kot o lamalam der lalauela.
36060200a8	A irail me ar saumas akan kin poson ren der mamale kin ir aki ar saulang, a mak eta ren peiki ong irail, pweki ar lelapok o kompokelar. Mepukat padapadakiki o panauiki.
3606030079	A ma amen kin wia eu padak toror, o a sota pan dadaurata masan mau en atail Kaun Iesus Kristus o lamalam, me kon ong Kot,
3606040080	Nan a aklapalap o sota weweki meakot, a somauki akamai o lokaia sued, me kin kareda peirin, kapei lokaia, lalaue, o karaune mal.
360605007f	O song en akamai en aramas akan, me kin suedela ni lol arail, re liki sang melel, re kiki ong, me pai ren Kot pan kareda kapwa.
3606060030	A pai ren Kot o lolapot, iei me pai kasampwalia.
3606070055	Pwe sota, me kitail wa dong sappa a sansal, me kitail pil sota pan wawei sang meakot.
3606080041	A ma kan atail kisin manga o at likau mia, kitail en insenemauki.
3606090095	A irail, me inong iong kapwapwala, pan lodi ong songesong, o kotauepa kan, o inong sued, o kamatok, me kakirdilang aramas akan, wasan kamekam o sued.
36060a007e	Pwe limpok ong moni me tapin song sued karos, me akai inong iong, rap salongala sang poson o kare ong pein irail kamadak toto.
36060b007f	A koe aramas en Kot amen, tang wei sang mepukat, a inong iong me pung o pai ren Kot, poson, limpok, kanongama, opampap en Ngen.
36060c006d	Wiada pei mau en poson, aneki maur soutuk, me koe pil paeker ong o kadededa kadede mau o mon saunkadede toto.
36060d007f	I kakaliki ong uk mon Kot, me kotin kamaureda meakaros o mon Kristus Iesus, me kotin kadededa mon Pontius Pilatus kadede mau o.
36060e0061	Koe en kanikid kusoned, o so samin, o so sapung, lao en atail Kaun Iesus Kristus a kotin pwarado,
36060f005d	Me Kaun iasanai pan kasansaleda ni a ansau, iei Nanmarki en nanmarki kan o Kaun en kaun akan,
3606100092	Pwe i eta ieias soutuk, me kotikot nan marain, me sota meamen kak ong, me sota aramas kilanger, o so kak kilang, i en waunla manaman soutuk! Amen.
36061100b8	Koe en kapung ong me kapwapwaki dipisou en sappa et, me re der aklapalap o pil der kaporoporeki kapwa somelel, a Kot, me kupurai ong kitail sapan meakan karos, pwe kitail en paie kida.
3606120069	Irail en dadaureta ni arail wiawia mau kan, o ren rokekila dok mau kan, o nek pasang, o sapan men sauasa.
360613005d	Wiawia ong pein irail pason mau eu o ki pena ong ansau kokodo pwe irail en konodi maur melel.
360614006a	O Timoteus, pereki pai, me pangalang re om, ni om liki sang poupou mal kai o padak likam en me aklolekong.
360615003c	Me akai lodi ong ap salongala sang poson. Mak o en me re om!
370000000b	Timoteus II
3701010058	PAULUS, wanporon en Iesus Kristus pan kupur en Kot, duen inau en maur ren Kristus Iesus.
3701020075	Ong Timoteus nai seri kompoke pai: Mak o kapunglol, o popol sang ren Kot Sam, o Kristus Iesus atail Kaun en mi re om.
3701030082	I danke Kot, me i kin papaki insen ai min sang ren sam ai ko mas due i kin poden lamelame uk ni ai kapakap akan ni pong o nin ran.
3701040052	O inong iong kilang uk ni ai tamatamanta duen om sangesang, pwe i en direki peren.
3701050077	O ni ai tamanda poson melel, me mi re om, me mi mas ren in om liakalap Lois o in om Oinike o i asa, me a pil mi lol om.
3701060062	Ari, i me i men kataman kin uk, koe en kamakamaur pai en Kot, me mi lol om ki pwil pa i kat po om,
370107004f	Pwe Kot sota kotiki ong kitail ngen en masak, a en manaman, o limpok o lelapok.
3701080086	Koe ari der namenokki om kadedeki atail Kaun, de ngai sapwilim a salidi men, a koe en iang ia kamekameki rongamau duen manaman en Kot.
37010900b5	Me kotin kamaur kitail da o woronge kin kitail worong saraui, kaidin iran atail wiawia kan, a pweki pein a kupur o mak me a kotin kupura ong kitail ren Kristus Iesus mon tapin kaua.
37010a008c	A masan wet a sansaleda ni en atail Saunkamaur Iesus Kristus, me kotin kapuiala mana en mela, ap kapwareda maur o so mor pasang ki rongamau.
37010b004c	I me i kasapwiladang, pwen saunkair o wanporon, o saunpadak en men liki kan.
37010c0093	I me i pil kin kalokolok ki. A i sota kin namenok kila, pwe i asa me i kin kamelele; o i asa, me a kak nekinekid ai pai, me i aleer, lao lei ran o.
37010d005e	Dadaurata song en padak en kamaur, me koe rong sang ia er, o poson o limpok ren Kristus Iesus.
37010e0048	Pai mau o me pwilidier re om, pera ki Ngen saraui, me kotikot lol atail.
37010f0051	Koe asa, me irail karos, me mi Asien, wuki sang ia; kisan ir Pikelus o Ermokenes.
3701100071	Kaun o en kotin maki ong toun im en Onesiporus, pwe pan pak toto a kadek ong ia, o a sota namenok ki ai sal mata.
3701110037	Pwe ni a mi Rom, a nantiong rapa kin ia, ap diar ia da.
3701120065	Kaun o en kotin kupura ong i kalangan en Kaun o ni ran kokodo. A koe asa mau, duen a papa nan Episus.
3702010033	ARI nai seri keleki mak o, me mi ren Kristus Iesus.
3702020072	O me koe ronger sang ia impan saunkadede toto, koe en usai ong aramas lelapok kan, me koiok ong padaki me tei kan.
370203003b	Koe iang ia kamekam duen saunpei en Kristus Iesus mau amen.
3702040045	Saunpei amen sota kin kadoki pein kan a manga, pwen kon ong me ale i.
370205003e	O ma amen pan weir, a sota pan ale kating, ma a sota weir mau.
3702060034	A saumat amen, me kin sapasap en tungole mas wa kan.
370207004e	Madamadaue duen me i inda, pwe Kaun o pan kotin kalolekong kin uk ni meakaros.
370208005e	Tamataman Iesus Kristus, me iasada sang ren me melar akan, kadaudok en Dawid duen ai rongamau,
370209004d	Me i kamekameki o salikidi dueta me sued amen, a masan en Kot me so salidier.
37020a0078	Mepukat karos i kin kamekameki me piladar akan, pwe ren pil konodi maur soutuk ren Kristus Iesus iangaki a lingan soutuk
37020b0040	Meid melel, ma kitail iang matala, kitail pil pan iang ieiasata;
37020c0059	Ma kitail dadaurata, kitail pan iang kaunda; ma kitail ponsasa, a pil pan ponsasa kitail;
37020d0054	Ma kitail sota pan dadaurata, a pan kotin melel weita, pwe a so kak kalikame pein i.
