2800000007	MATHIƠ
30010a00a3	Manòeq kô, au àu đòeq yŏc manoh kon mangai, loq đòeq jah manoh Boc Plình? Tàng joq au oe raq enh broq lem manoh kon mangai, au pi xài hapŏng da Christ.
30010b0067	Manòeq kô au anoe dôq pì oh daq loq rameh: Bàu lem au khoe hnài, aih ùh xài loh enh kon mangai;
30010c0085	majah qmang aih au ùh i tàng, ùh i yŏc Bàu lem aih enh cabô, mahaq au khoe jah qmòe enh cla Chuaq Jesus Christ mahnu am ka au.
30010d00bc	Majah qmang aih, oh daq hmaq tàng adroe nèh au tiaq trong da mangai Juđa, au rìh acaq qmang leq cadèh, au ti khech rùp rai ti raliang đac Tagop Hadròeh da Boc Plình oe palap cleq;
30010e00b0	hadai nhèn mangai mòeq lòp mòeq diac ma hanoh tiaq trong da mangai Juđa au yi loe dŏng ka wì qnoeq, au nhet pi cajaq trong wèq tiaq bàu boc yaq nhèn ma qmon enh nèh.
30010f007f	Mahaq apang jò Boc Plình haq ma khoe ràih đòeq au enh jò au oe raq ta cliac miq, yŏc kan tabàih dech đòeq creo ka au.
300110009c	Haq khoe lem manoh đòeq mahnu dèh kon haq am ka au, đòeq au jah anoe Kon aih am ka mangai diac wì, tajòe qmòe au pi gòm hatình ka wa xech wa akia.
300111008f	Au hadai ùh tŏc ta Jerusalem, đoèq glàm ƀài mangai Tiaq cla ma adroe ka au, mahaq au lam tagùng Arabi, atìq ka aih au hlài ta Đamat.
3001120074	Khoe èh piq hanam atìq ka aih, au tŏc ta Jerusalem, đoèq ta canau ka Sêpha, au oe ti haq mòeq jàt padam hì,
3001130047	mahaq au ùh hnoq qmòe mangai qnoeq enh gùng ka Jaco aih oh da Chuaq.
3001140051	Joq qnàng enh ngèa Boc Plình, rìm yiniq au achìh ka oh daq kô au ùh qnùt.
3001150030	Khoe aih au lam ta cròng Siri xam gùng Silisi,
300116004e	jò aih ƀài Tagop Hadròeh da Christ tagùng Juđê qnhòq lòm canau ka au.
3001170093	Wì haq toq hìa tàng doe: Mangai ma toq ti chaq rùp bèn adroe kô nèh, manòeq kô haq aih qnang hnài trong haq ma àu raliang đac nèh haq.
300118003f	Aih ìq, nen ajang au wì haq majah toq manè apôi Boc Plình.
300201005f	Khoe aih, moèq jàt pôn hanam, au tŏc hòm ta Jerusalem ti Ƀanaba, i qnong Tit lam tiaq ma.
300202011b	Au iu tiaq bàu mahnu, tŏc ta aih đòeq taqmon hlài Bàu Lem au khoe hnài ka mangai diac wì dôq oh daq jah loq, mahaq au taqmon hlài toq ka wì ma broq gàu Tagop Hadròeh, majah qmang aih au waq ka jah panhìn đòeq bìac cadàu da au enh nèh trùh mamòeq ùh hìaq ngwan.
3002030060	Yac kaTit, mangai ma lam tiaq au aih mangai Gorec, mahaq dua ùh hìaq ep broq ramènh kat akia.
30020400d3	Nhèn majah broq qmang aih, taiq i biaq ngai patìah đeh hanoh broq oh daq, mùt taqne nhèn hu ti achop rinh ngan cwìang da nhèn jah enh dalam ka Chuaq Jesus Christ, đòeq rùp nhèn broq dìc broq hapŏng.
30020500a3	Nhèn ùh talùi ka wì haq yac ka toq xit hnha, blinh qmòe nhèn ùh oe enh qneq ka cwìang da wì haq, đoèq kan joq qnàng da Bàu lem jah hagau taqne oh daq.
30020600f4	Anoe trùh mangai ma i bang tìang ma haqnhèq wì ma iu camaih dèh raya (yac ka enh nèh wì haq mangai qmang leq, aih dua ùh ep cleq ka au, Boc Plình ùh i yi loq waq ka cabô) wì aih hanoh ùh tam mòeq nà bàu cleq ta bàu hnài da au.
30020700c1	Majoq qnàng aih, wì haq hnoq bìac hnài Bàu lem ka mangai ùh broq ramènh kat akia Chuaq khoe thê au, tìah ka bìac hnài Bàu Lem ka mangai broq ramènh kat akia ma khoe thê Phiero diq
30020800ce	Majah qmang aih, Boc Plình ma khoe broq ta manoh cliac Phiero, đòeq thê haq broq mangai tiaq cla am ka mangai kat akia hadai broq ta manoh cliac đòeq thê au broq mangai tiaq cla am ka mangai diac wì
3002090118	jò Jaco, Sêpha, Jon, aih ƀài mangai wì ma ngan tìah dèh ka long jrang kàn, wì canau kan tabàih dech khoe jah am ka au, wì hnhu kŏng pah qma hu carùp tì ka ma Ƀanaba, đòeq ma lam trùh ta mangai diac wì, wì haq aih lam trùh ta mangai khoe broq ramènh kat akia.
30020a005f	Wì aih toq tanap ka au ep hmàng trùh mangai pa, trong aih au hadai khoe nhet ka broq haraya.
30020b006d	Mahaq jò Sêpha trùh ta Antiôt, au i tagàih enh ngèa ka haq, majah qmang aih haq broq joq khoe ùh troq.
30020c00d0	Jò mangai Jaco thê lam qnhòq i trùh, aih haq acaq pajùm ti mangai diac wì, yàng jò wì bu trùh haq padinh yòng lah đeh oe crài, majah qmang aih haq yùq ka ƀài mangai khoe broq ramènh kat akia.
30020d007e	Ƀài mangai Juđa qnoeq hadai top dua ùh wìa qmang aih, jaq Ƀanaba hadai loh qmòe ka broq tiaq kan ùh wìa da ƀài aih.
30020e0125	Mahaq jò au hnoq wì haq lam ùh jang tiaq kan joq qnàng da Bàu lem, enh ngèa bàc ngai, au doe ka Sêpha: “Tàng ìh kô mangai Juđa, mahaq acaq oe hadai hatìah ka mangai diac wì, ùh tiaq ranenh da mangai Juđa, aih hagleq ìh majah thê mangai diac wì tiaq ranenh da mangai Juđa?
30020f0065	Nhèn kô jò ha-uang loh aih khoe mangai Juđa, ùh xài mangai i yiniq lui loh enh mangai diac wì.
300210018b	Yac ka qmang aih, bèn loq kon mangai jah kan taq atoq, ùh xài canòm ka broq tiaq trong ranenh thê, mahaq canòm ka manoh lùi enh dalam ka Christ, dài haq nhèn majah khoe lùi Chuaq Jesus Christ, đòeq hujah wìa mangai taq atoq tiaq manoh lùi enh dalam Christ, ùh xài canòm ka broq tiaq trong ranenh thê, majah qmang aih ùh i cabô broq tiaq trong ranenh thê ma jah kan taq atoq.
30021100ce	Mahaq, tàng joq nhèn qnang chaq broq qmang leq hujah kan taq atoq enh dalam ka Christ, yàng wì doe nhèn mangai i yiniq lui, tàng qmang aih Christ aih ma hapŏng da yiniq lui qmòh? Ùh lòm qmang aih!
300212007b	Joq, tàng au dèch paqnàng hlài yiniq au ma khoe raliang đac, aih ajoq cla au raq doe đeh kô khoe ùh troq ka ranenh.
3002130059	Majah qmang aih, tiaq ranenh, au khoe cachìt am ka ranenh, đòeq hu rìh ka Boc Plình.
3002140116	Au khoe tiang đình pajùm ti Christ ta long pagat, manòeq kô au rìh, aih pi xài au rìh hòm, mahaq Christ rìh oe enh dalam ka au, manòeq au rìh ta xech akia kô, aih au rìh ta mannoh lùi kon Boc Plình, haq ma loq waq ka au, chìuq cađac rađeh hu cachìt am ka au.
300215009b	Au ùh enh dôq kan tabàih dech da Boc Plình loh đac ka qngwan, tàng broq tiaq ranenh men jah kan taq atoq, qmang aih Christ cachìt hi qngwan qngwaiq.
30030100b1	Wùih! mangai Galati ma blùng tau, cabô khoe tah ka pì canàih, ƀài mangai adroe kô nèh loq ka Jeus Christ khoe tiang đình talong pagat tìah gleq hnoq qmòe ajang mat?
3003020097	Au bòch pì moèq bàu qmang kô: Aih ìq canòm ka broq tiaq trong ranenh thê, loq canòm ka anòe tàng èh lùi oh daq ma khoe jah Yiang Hadròeh?
300303009b	Gleq oh daq majah blùng hrìn qmang aih? Adroe aih khoe canòm ka Yiang Hadròeh hagleq manòeq kô aih ma hi loh ka canòm ka xech akia đòeq hu pagêh?
300304005a	Oh daq chìuq bàc xalep qmang aih đòeq hu dech do qmòh? Tàng qmang aih joq hi qngwan!
300305008b	Boc Plình am Yiang Hadròeh rai broq bàc kan halac qne oh daq, aih tiaq trong ranenh thê loq taiq oh daq lùi bàu oh daq ma khoe tàng?
3003060049	Tìah ka Apraham lùi Boc Plình, aih hi jah creo ka haq mangai taq atoq.
300307006a	Qmang aih oh daq khòh loq rameh: Ƀài mangai leq i manoh lùi, aih ma joq kon xau joq qnàng da Apraham.
30030800d7	Hset Hadròeh khoe loq adroe Boc Plình hanoh creo ka mangai diac qnoeq jah kan taq atoq tiaq manoh lùi, dài haq majah chônh doe ka Apraham Bàu lem kô: “Rìm taneh diac dìq canòm ka ìh hujah xôq ramot”.
300309005e	Qmang aih, waq toq cabô lùi, haq hi wiang jah xôq ramot ti Apraham aih mangai i manoh lùi.
30030a0113	Majah qmang aih, rìm ngai ma canòm ka bìac broq da ranenh, aih dìq oe enh qneq ka kan hamaiq, majah qmang aih i bàu achìh rameh: “Joq ra-òh hamaiq qnàng ka ƀài mangai ma ùh cajap manoh ta rìm yiniq khoe achìh ta hset ranenh đòeq broq tiaq ƀài yiniq aih”.
30030b00a0	Joq qnàng ùh i ka cabô broq tiaq ranenh mahaq jah kan taq atoq enh ngèa Boc Plình, trong aih joq wop, majah qmang aih mangai taq atoq rìh tiaq manoh lùi.
30030c007d	Ranenh ùh pajùm ti manoh lùi, mahaq ranenh achìh rameh: “Mangai leq iu tiaq ranenh hi rìh canòm tiaq dèh aih raq”.
30030d00d9	Christ khoe baxon ahlài bèn claih enh kan hamaiq da ranenh, majah qmang aih Haq khoe wìa kan ra-òh hamaiq am ka bèn majah qmang aih i bàu achìh: “Joq ra-òh hamaiq qnàng ka mangai wì ma atua tŏc talong.”
30030e00bf	Dôq xôq ramot ma am ka Apraham canòm ka Chuaq Jesus Christ jah ta ùc jàp jìa ka mangai diac qnoeq, qnah hòm đòeq bèn canòm ka manoh lùi hujah yŏc Yiang Hadròeh, ma khoe tèu am.
30030f0094	Yôiq oh daq, au capoch tiaq bàu kon mangai ma loq doe: Jò wì khoe gêh ka jàiq tajao, pi i bô oe jah raliang, oe jah tah tam cleq ta aih hòm.
3003100108	Manòeq kô, ƀài bàu tèu am khoe jah am ka Apraham xam nang noe haq. Hset Hadròeh ùh xài doe: “am ka ƀài nang noe kon mangai”; tìah am ka bàc mangai, mahaq doe: “am ka nang noe da ìh”, qmang ka anoe trùh mòeq ngai raq, aih Chuaq Jesus Christ.
30031100e4	Qmang aih au doe aih rameh: Pôn hrinh piq jàt hanam atìq men i hset ranenh, dài ma ùh jah raliang đac Bàu tajao Boc Plình broq khoe gêh deh adroe ka aih, ranenh hadai ùh broq ka bàu tèu am loh đac ka qngwan qngwaiq.
30031200a8	Majah qmang aih, tàng joq tiaq ranenh bèn jah kùng hang, aih pi oe tiaq bàu ma tèu am. Mahaq Boc Plình am ka Apraham kùng hang tiaq bàu Haq khoe tèu deh adroe.
3003130115	Tàng qmang aih ranenh đòeq broq cleq hòm? Ranenh neo qnoh ònh atìq, taiq kon mangai broq toq yiniq lui, gòm jò Kon da nang noe jah trùh, aih Mangai ma khoe i bàu tèu deh adroe, ranenh khoe jah qnoh am enh ƀài bình plình èh jah anoe hlài xi moèq ngai oe taqne.
3003140054	Mangai taqne aih ùh xài taqne ka mòeq apah raq, mahaq Boc Plình aih i mòeq raq.
30031500ca	Tàng qmang aih, ranenh pagau hlài ka bàu Boc Plình ma tèu am qmòh? Ùh lòm qmang aih! Tàng joq khoe qnoh am ranenh hlàt dèch kon mangai jah kan rìh, aih èh kan taq atoq hadai loh enh ranenh.
3003160086	Mahaq Hset Hadròeh khoe clêh rìm yiniq oe enh qneq ka yiniq lui, dôq bàu ma khoe tèu, enh dalam ka Christ jah am ka mangai lùi.
3003170058	Jò kan lùi qnhòq trùh, bèn dìq oe enh qneq ka ranenh, hu gòm kan lùi jah paqnoh.
300318008b	Qmang aih ranenh tìah ka mangai hnài đòeq hu ajèn aràng bèn trùh ta Christ, đòeq canòm ka manoh lùi bèn jah wìa kan taq atoq.
3003190060	Qmang aih jò manoh lùi khoe trùh, bèn pi ep oe enh qneq ka cwìang da mangai hnài aih hòm.
30031a004c	Aih ìq, enh dalam ka Chuaq Jesus Christ, bèn dìq jah broq kon Boc Plình.
30031b0060	Oh daq dìq khoe jah ƀaptem enh dalam ka Christ, dìq khoe jah caxùnh yŏc Chuaq Jesus Christ.
30031c00c6	Qmang aih, pi i ka mangai Juđa, pi i ka mangai Gorec hòm, pi i mangai broq dìc, pi i mangai broq dèh cla hòm, pi i gucalô gucadrì hòm, majah qmang aih enh dalam Christ oh daq wìa mòeq raq.
30031d0088	Tàng joq oh daq joq qnàng mangai da Christ, oh daq aih nang noe da Apraham, aih ƀài mangai wiang jah hang tiaq bàu ma khoe tèu am.
3004010095	Manòeq kô au doe rameh, mangai wiang jah kùng hang yac ka haq broq craq dìq dŏng kùng hang aih jò haq oe raq qyoh ùh i crài cleq ka hapŏng.
3004020060	Haq ep oe enh qneq ka cwìang mangai ma ranenh am, trùh jò baq haq ma khoe pajaq đòeq adroe.
300403004d	Bèn hanoh qmang aih, jò oe raq kon qyoh, ep iu tiaq ranenh da crŏng taneh.
3004040083	Yàng jò ma pajaq khoe jah gêh. Boc Plình thê dèh Kon haq ha-uang loh enh mòeq ngai gucadrì, ha-uang loh enh qneq ka ranenh,
3004050052	hu baxon yŏc ƀài mangai oe enh qneq ka ranenh, am bèn jah broq kon ban da haq.
3004060086	Taiq oh daq aih kon haq, dài Boc Plình majah khoe thê Yiang Hadròeh da Kon haq mùt ta manoh cliac bèn, Yiang aih creo: Aba! Baq!
30040700ae	Qmang aih oh daq pi xài hapŏng dìc hòm, mahaq khoe wìa kon, tàng khoe wìa kon, aih èh hadai wìh wìa mangai jah kùng hang canòm enh kan tabàih dech da Boc Plình.
3004080056	Nèh haq, ùh qnì ka Boc Plình, oh daq broq dìc ƀài kiac mahaq ùh xài kan kiac.
30040900a3	Yàng manòeq kô khoe jah loq ka Boc Plình, Boc Plình hadai loq ka oh daq, aih hagleq majah oe tawìh hlài hu broq dìc, iu tiaq ƀài ranenh ùh loh cleq aih?
30040a0036	Oh daq oe raq wèq ranenh hì, khê, jò, hanam qmòh?
30040b0047	Au loq yùq am ka pì, au yùq qngwan ka au khoe abroq xalep taqne pì.
30040c007b	Au cali calo ka pì oh daq, thê pì tìah ka au, majah qmang aih au hadai tìah ka pì. Oh daq ùh i broq habo cleq ka au.
30040d005b	Oh daq loq jò chac au ma dìq jaq ùh nèn au khoe aràng Bàu lem ka oh daq yàng baxèm,
30040e00d3	pàng chac hamac au ùh nèn dài majah khoe tìah ka nen hu qnhro oh daq, yac ka oh daq ùh i jù lê au, ùh chàih cađac au, mahaq đìh au tìah ka ƀình plình da Boc Plình, tìah qmòe cla Jesus Christ.
30040f00a6	Manòeq aih, kan lem bùi da oh daq nèh khoe taleq? Au anoe ka oh daq loq, nèh haq oh daq loq waq ka au, tàng majah aih oh daq chìuq bŏc dèh clong mat am ka au.
300410005e	Au yŏc bàu joq qnàng anoe hnài oh daq, hagleq au majah loh mangai tablêq hlài ka oh daq?
3004110094	Ƀài wì aih, hnoq wì ma nhet ka oh daq, aih ùh xài wì lem manoh cleq ka pì, mahaq wì enh oh daq talah ka nhèn, dôq oh daq nhet ka wì haq.
300412005c	I mannoh loq nhet ka bìac lem aih troq, jò leq hadai qmang aih, ùh xài toq jò i mat au.
3004130076	Yôiq wì kon, taiq pì kon au majah chìuq kan jìq da mangai ha-uang, trùh jò leq Christ jah gêh ta dalam oh daq,
300414007e	Au ngèh manòeq kô, chop au jah oe ti pì đòeq hujah hatuàng ka pì majah qmang aih pì broq ka au joq xa ka hèm qnàng.
300415006c	Anoe ka au beq, pì oh daq mangai ma enh rìh enh qneq ka ranenh, pì ùh qnì tàng ranenh anoe cleq qmòh?
30041600a2	Majah qmang aih i bàu achìh rameh Apraham i baiq ngai kon calô: Mòeq aih kon da mangai gucadrì broq đeh hapŏng, mòeq aih da mangai gucadrì broq dèh cla.
3004170096	Mahaq kon da mangai broq hapŏng aih ha-uang tiaq xech akia, kon da mangai gucadrì broq dèh cla aih ha-uang tiaq bàu Boc Plình khoe tèu am adroe.
30041800a0	Dìq baiq đòeq alìah rameh: Baiq ngai gucadrì aih baiq bàu tajao, mòeq aih bàu tajao ta wang Sina-i, ha-uang kon đòeq hu broq dìc hapŏng, aih da Aga.
3004190084	Manòeq kô, Aga aih wang Sina-i, oe tagùng Arabi, ùh i crài cleq ka Jêrusalem manòeq, plài aih xam kon da haq dìq broq dìc.
30041a0049	Mahaq Jêrusalem enh qnhèq aih ùh broq dìc cabô, haq aih miq da bèn.
30041b0140	Majah qmang aih i bàu achìh: “Yôiq gucadrì ma xon tau, ìh mangai ma ùh dùh đeh ka ha-uang, drah lem bùi beq; Ìh mangai qnhòq lah hmaq jìq ha-uang, drah dìq manoh lem bùi drah do ma dêh haq, Majah qmang aih, kon da mangai cadrì wì ma khoe cađac, jah yeo bàc ùh hnau ka da mangai cadrì ma i ŏng”.
30041c0045	Manòeq kô oh daq, bèn tìah ka Ysac, aih kon da bàu khoe tèu am.
30041d00ab	Mahaq qmang ka calah nèh, mangai ha-uang loh tiaq xech akia ti khech rùp mangai ha-uang loh tiaq cwìang da Yiang Hadròeh qmang leq, yac ka manòeq kô hadai qmang aih.
30041e00de	Mahaq Hset Hadròeh anoe cleq? Drah hnan qnoh đac mangai gucadrì ma broq dìc qmat hloe xam kon da haq, majah qmang aih kon calô da mangai broq dìc ùh jah wiang pajùm kùng hang ti kon da mangai cadrì broq dèh cla.
30041f008e	Qmang aih, dìq ka oh daq bèn ùh xài kon da mangai gucadrì ma broq hapŏng mahaq bèn kô kon da mangai gucadrì ùh i broq hapŏng cabô.
3005010088	Christ khoe paclaih đoèq bèn pi broq dìc, qmang aih drah yòng ma cajap, apaq dôq rađeh oe enh qneq ka long ech hapŏng dìc hòm.
3005020075	Au kô Phaulô au doe ka pì oh daq, tàng oh daq broq ramènh kat akia, aih èh Christ ùh i lòeq cleq ka pì hòm.
3005030050	Au doe ka mangai ma broq ramènh kat akia, wì haq ep wèq dìq dŏng ka ranenh.
3005040088	Tàng pì dìq enh canòm ka ranenh đòeq hujah kan taq atoq, qmang aih oh daq khoe talah enh gùng ka Christ, khoe hnhung kan tabàih.
300505005b	Da nhèn aih, canòm manoh lùi xam Yiang Hadròeh nhèn men jah tangèh gòm kan taq atoq.
30050600b2	Majah qmang aih, enh dalam ka Chuaq Jesus Christ, yac kat akia, yac ka ùh, dìq baiq ùh i loh cleq, toq manoh lùi abroq enh dalam kan loq waq ma aih ma joq i loèq joq qnàng.
3005070056	Oh daq rabiaq ka cadàu, cabô khoe khech tàt ùh am oh daq iu tiaq trong joq qnàng?
3005080035	Kan baxrùq aih ùh loh enh Mangai ma creo ka oh daq.
300509002b	Toq xit blo broq rèu dŏng ka cađap dàc.
30050a00a7	Enh dalam ka Chuaq, manoh au lùi qmang kô, oh daq ùh baiq manoh, mahaq mangai ma broq ka oh daq loh ka rawè, ùh dèh ka cabô, haq aih jah pòq dèh kan baxa aih.
30050b0098	Wùih oh daq, tàng joq au oe raq hnài trong ramènh kat akia, hagleq wì ma oe ti chaq rùp au? Tàng joq qmang aih, long pagat ma oe xài kan catoeh?
30050c006d	Au ngèh dìq dŏng ƀài mangai ma rai kan rawè taqne oh daq, wì haq pot đac rađeh aih yi ùh hnau hòm!
30050d00c9	Dìq ka pì oh daq da au, khoe jah creo trùh ta kan pi tawac, mahaq apaq yŏc kan pi tawac aih hu broq nen đòeq hu rìh tiaq xech akia, mahaq drah yŏc manoh cliac loq waq đòeq broq hapŏng dabau.
30050e0079	Majah qmang aih, dìq dŏng ka ranenh yùp hlài ta mòeq bàu kô “Ìh ep loq waq ka mangai haten hatìa qmang ka cla.
30050f005e	Mahaq tàng oh daq hit qnhah dabau, ep ngan oq, yùq èh mangai kô loq cachìt ka mangai tau.
300510005c	Aih au majah doe: Drah cadiang tiaq Yiang Hadròeh, apaq pagêh tiaq trong xech akia ma enh.
30051100df	Majah qmang aih, xech akia i dèh manoh enh crài ka trong Yiang Hadròeh enh, Yiang Hadròeh enh trong crài ka trong xech akia enh, wa tablòq ka dabau qmang aih, dài oh daq majah ùh khòh broq tiaq trong đeh enh broq.
300512005d	Mahaq tàng oh daq canòm ka Yiang Hadròeh ajèn qnung, aih ùh hìaq oe enh qneq ka ranenh.
300513005b	Yiniq broq da xech akia aih hnoq qmòe a mat: Taqnong tango, trong ùh sròeh, kan manhài,
3005140071	kùh waiq radua qmù, wê canàih, tagit, tablêq, tarènh, tanòeh, talech, ùh hatroq ka dabau, lah đac dabau,
30051500ca	da khwàiq, bù bia, plai toq ka acaq xam bàc yiniq qnoeq hatìah qmang aih. Au anoe adroe ka oh daq qmang ka au ma khoe doe: Mangai leq broq ƀòe yiniq qmang aih, haq aih ùh jah waq diac Boc Plình.
3005160082	Mahaq plì da Yiang Hadròeh aih: Loq waq, lem bùi, catèm, loq kèm, laq alàng, khun khauq, ùh tabòq manoh, tabat, loq amàn.
300517002d	Ùh i ranenh leq ma ùh lòh ƀài trong aih.
3005180068	Ƀài mangai oe ti Chuaq Jesus Christ khoe tiang đình dèh xech akia xam kan tango anang talong pagat.
3005190053	Tàng bèn rìh canòm ka Yiang Hadròeh, aih hadai ep cadiang tiaq Yiang Hadròeh.
30051a005d	Apaq cadàu chaq bang tìang ùh loh cleq ta qnhòng kô đòeq hu dakhwàiq rai tagit dabau.
30060100e7	Wì oh daq! Tàng loq i cabô troq broq yiniq lui cleq, oh daq aih mangai ma i Yiang Hadròeh, drah yŏc manoh tabat đòeq hu bàt hlài wì haq, cla oh daq hadai ep wèq rađeh diq, yùq oh daq hadai loq clìh ta kan padô qnùt.
3006020057	Drah wiang blòh kan trap ka dabau, qmang aih oh daq jah broq gêh ka ranenh da Christ.
3006030072	Majah qmang aih, tàng loq i mangai ùh loh cleq, mahaq xoh rađeh kô canau gau gình, aih mangai qnùt dèh cla.
300604006d	Rìm ngai ep ngan hlài deh yiniq broq, aih hi hnoq kan catèh aih ajoq taiq cla, ùh xài taiq mangai qnoeq.
3006050029	Majah qmang aih mangai ep gênh dèh hra.
300606007c	Mangai leq jah wì hnài ka rađeh Bàu Chuaq, ep yŏc rìm ta kùng hang đeh ma i đòeq hu lah axong ka mangai hnài aih.
3006070071	Apaq qnùt rađeh, Boc Plình ùh jah blìa racaih, majah qmang aih cabô rai adrech cleq ep gat dèh adrech aih.
30060800a4	Mangai rai ka xech akia, enh xech akia aih haq jah gat kan om hech. Mahaq mangai leq rai ka Yiang Hadròeh, enh Yiang Hadròeh haq gat kan rìh halình mòeq đòe.
3006090074	Apaq tagah ka broq bìac lem, majah qmang aih tàng joq bèn ùh hìaq patrò, waq toq hi trùh jò bèn hi jah gat.
30060a0077	Qmang aih, jò bu taglàm, drah broq yiniq lem ka rìm ngai, adroe aih am ka oh daq bèn ma hadai pajùm ta manoh lùi.
30060b004e	Ngan tacô tì kŏng cla au achìh am ka oh daq, pliang chù joq gròq qnàng.
30060c00b8	Dìq dŏng ƀài wì ma enh broq đòeq lem manoh kon mangai tiaq trong da xech kia, wì haq panan oh daq kat akia, đòeq ùh hìaq taiq long pagat da Christ i mangai ti rùp wì haq.
30060d00a7	Majah qmang aih, yac cla wì haq khoe kat akia dua wì haq ùh i wèq tiaq ranenh taleq, mahaq wì enh oh daq kat akia đòeq wì haq jah catèh rađeh ta chac oh daq.
30060e00da	Da au kô hòm, au ùh catèh rađeh enh gùng ka catèh toq long pagat da Chuaq Jesus Christ bèn, taiq long pagat aih, crŏng taneh kô au hnoq bu dàng khoe tiang đình, crŏng taneh kô hnoq au hadai bu dàng aih!
