0100000009	創世記
290c110085	耶穌說：「屬於凱撒的東西應該給凱撒，屬於上帝的東西應該給上帝。」 他們聽了這話，都很驚奇。
290c120042	撒都該人向來不相信有復活的事，他們來問耶穌：
290c130099	「老師，摩西為我們寫下律例，如果一個人死了，留下妻子，又沒有兒女，他的兄弟就當娶嫂嫂，替哥哥傳宗接代。
290c14003c	有弟兄七人，老大結了婚，沒有孩子就死了。
290c15004e	二弟把大嫂娶過來，也沒有生孩子就死了，三弟也是一樣，
290c16003f	七個人都沒有留下孩子。最後，那女人也死了。
290c17005a	那麼，到復活的時候，她將是誰的妻子呢？因為七個人都娶過她。」
290c18005d	耶穌說：「你們弄錯了，因為你們不明白聖經，也不知道上帝的能力。
290c190045	死人復活之後，不娶也不嫁，就像天上的天使一樣。
290c1a00b4	關於死人復活的事，你們沒有讀過摩西書有關火中荊棘的記載嗎？上帝對摩西說，『我是亞伯拉罕的上帝，以撒的上帝，雅各的上帝。』
290c1b004b	上帝不是死人的上帝，而是活人的上帝。你們大錯了！」
290c1c008a	有一位律法教師聽到他們的辯論，覺得耶穌的回答很精彩，就走過去問道：「誡命中哪一條最重要呢？」
290c1d006f	耶穌回答道：「最重要的誡命是，『聽啊，以色列！主——我們的上帝是獨一的主。
290c1e003f	你要全心、全情、全意、全力愛主你的上帝』；
290c1f005a	其次就是『要愛鄰如己』。再也沒有任何誡命比這兩條更重要了。」
290c200066	那位律法教師說：「老師，你說的對，上帝只有一位，除祂以外，別無他神。
290c210066	我們要全心、全意、全力愛祂，又要愛鄰如己。這比一切燔祭等祭物都好。」
290c220081	耶穌見他答得很有智慧，就告訴他：「你離上帝的國不遠了。」此後，再沒人敢用問題刁難耶穌。
290c230063	耶穌在聖殿裡教導的時候，問道：「律法教師怎麼說基督是大衛的後裔呢？
290c24008a	大衛自己曾經受聖靈的感動，說， 「『主對我主說， 你坐在我的右邊， 等我把你的仇敵放在你腳下。』
290c25006c	既然大衛自己稱基督為主，基督又怎麼會是大衛的後裔呢？」百姓聽得津津有味。
290c26008a	耶穌又教導他們，說：「你們要提防律法教師，他們愛穿著長袍招搖過市，喜歡人們在大街上問候他們，
290c270033	又喜歡會堂裡的上座和宴席中的首位。
290c280066	他們侵吞寡婦的家產，還假意做冗長的禱告。這種人必受到更嚴厲的懲罰。」
290c290066	耶穌在聖殿的奉獻箱對面坐下，看眾人怎樣奉獻。很多財主奉獻了大量的錢。
290c2a004e	後來一個窮寡婦來了，投進了相當於一文錢的兩個小銅錢。
290c2b0063	耶穌叫門徒來，說：「我實在告訴你們，這位窮寡婦比其他人奉獻的都多，
290c2c0063	因為他們不過奉獻了自己富餘的，但這窮寡婦奉獻了她賴以為生的一切。」
290d010087	耶穌走出聖殿的時候，有一個門徒對祂說：「老師，你看！這是多麼大的石頭，多麼宏偉的建築啊！」
290d02007b	耶穌說：「你看見這些宏偉的建築了嗎？將來要被完全拆毀，找不到兩塊疊在一起的石頭。」
290d03005d	耶穌面向聖殿坐在橄欖山上，彼得、雅各、約翰和安得烈私下來問祂：
290d04004b	「請告訴我們，這些事什麼時候會發生？有什麼預兆？」
290d05003c	耶穌回答說：「你們要小心，免得被人迷惑。
290d060054	將來會有許多人冒我的名來，說，『我是基督』，欺騙許多人。
290d070078	「你們聽見戰爭爆發、戰訊頻傳時，不要驚慌，因為這些事必然發生，只是末日還沒有到。
290d08006f	「民族將攻打民族，國家將攻打國家，各處將有地震和饑荒。這些只是災難的開始。
290d090093	「你們要小心謹慎，因為你們將被送上法庭，並在會堂裡被鞭打，又將為了我的緣故在官長和君王面前作見證。
290d0a002a	不過，福音一定要先傳遍天下。
290d0b00bd	當你們被拘捕，押去受審時，不要先擔心該說什麼話，到時候賜給你們什麼話，你們就說什麼話，因為那時候說話的不是你們自己，而是聖靈。
290d0c0081	「那時，人將把自己的弟兄置於死地，父親將把兒子置於死地，兒女將反叛父母，置他們於死地。
290d0d004b	你們將因我的名而被眾人憎恨，但堅忍到底的必定得救。
290d0e008d	「當你們看見『那帶來毀滅的可憎者』站在不當站的地方時（讀者須會意），猶太地區的人要逃到山上去；
290d0f0039	在屋頂上的人不要下來，不要進屋拿東西；
290d100027	在田間的人不要回家取外衣。
290d11003c	那時，孕婦和哺育嬰兒的母親們可就遭殃了！
290d120039	你們要祈求上帝使這些事不要在冬天發生，
290d13003f	因為那是上帝創造天地以來空前絕後的大災難。
290d140066	如果主不縮短災期，恐怕沒有人能活命，但為了祂的選民，祂已經縮短災期。
290d15007b	那時，如果有人對你們說，『看啊，基督在這裡！』或說，『基督在那裡！』你們不要相信。
290d16006f	因為假基督和假先知將出現，行各種神蹟奇事，如果可能，甚至要迷惑上帝的選民。
290d17003c	你們要小心，我已經把一切預先告訴你們了。
290d180038	「大災難過後， 『太陽昏暗， 月亮無光，
290d190022	星宿隕落， 天體震動。』
290d1a0051	那時，世人必看到人子駕著雲、帶著極大的能力和榮耀降臨。
290d1b0048	祂必差遣天使從四面八方、天涯海角招聚祂揀選的人。
290d1c0075	「你們可以從無花果樹學個道理。當無花果樹發芽長葉的時候，你們就知道夏天快來了。
290d1d005a	同樣，當你們看見這些事情發生時，就知道人子快來了，就在門口。
290d1e004e	我實在告訴你們，這個世代還沒有過去，這一切都要發生。
290d1f0030	天地都要消逝，但我的話永不消逝。
290d200081	「但沒有人知道那日子和時辰何時來到，連天上的天使也不知道，人子也不知道，只有天父知道。
290d21004e	你們要小心，保持警醒，因為你們不知道那日子何時來到。
290d22008a	「這就好像一個人在出遠門之前，把家中的事交給僕人，讓他們各做各的工作，又吩咐守門的人要警醒。
290d23008a	所以你們要警醒，因為你們不知道家主什麼時候回來，可能是黃昏，可能是夜半，也可能是黎明或早上。
290d240030	別讓他突然回來時看到你們在睡覺。
290d250033	我勸你們，也勸所有的人，要警醒！」
290e01006c	再過兩天就是逾越節和除酵節，祭司長和律法教師正找機會暗中拘捕、殺害耶穌。
290e020057	他們說：「我們不能在節日期間下手，以免在百姓中引起騷亂。」
290e0300ae	耶穌在伯大尼患過痲瘋病的西門家裡吃飯的時候，有個女人帶了一瓶極貴重的純哪噠香膏進來，把玉瓶打破，將香膏倒在耶穌頭上。
290e040042	有些人生氣地彼此議論說：「何必這樣浪費香膏？
290e050054	這瓶香膏能賣三百多個銀幣來賙濟窮人。」他們就責備那女人。
290e060057	耶穌說：「隨她吧！何必為難她呢？她在我身上做的是一件美事。
290e07006c	因為你們身邊總會有窮人，你們隨時都可以幫助他們，可是你們身邊不會總有我。
290e080060	她做了自己能做的。她是為我的安葬做準備，提前用香膏抹了我的身體。
290e090075	我實在告訴你們，無論福音傳到世界哪個角落，人們都會傳揚這女人的事蹟，記念她。」
290e0a0051	十二使徒中的加略人猶大去見祭司長，要把耶穌出賣給他們。
290e0b0051	他們聽了喜出望外，答應給他酬金。於是猶大伺機出賣耶穌。
290e0c0096	除酵節的第一天，就是宰殺逾越節羔羊的那天，門徒問耶穌：「你想讓我們去哪裡為你預備逾越節吃的晚餐呢？」
290e0d0084	耶穌就派了兩個門徒，並囑咐他們：「你們進城會看到一個人帶著一瓶水迎面而來，你們就跟著他。
290e0e0090	他進哪一家，你們就對哪一家的主人說，『老師問：祂的客房在哪裡？祂要和門徒在裡面吃逾越節的晚餐。』
290e0f0066	主人會帶你們看樓上一間佈置整齊的大房間，你們就在那裡為我們預備吧。」
290e100075	兩個門徒出去，進了城，所遇見的果然和耶穌所說的一樣。他們就預備了逾越節的晚餐。
290e110027	傍晚，耶穌和十二使徒來了。
290e12007e	用餐的時候，耶穌說：「我實在告訴你們，你們中間有一個人要出賣我，他正和我同桌吃飯。」
290e130045	他們感到憂傷，一個一個地問耶穌：「不是我吧？」
290e140060	耶穌說：「是你們十二個人中的一個，他現在正和我一起在碗裡蘸餅吃。
290e15007b	人子要離世了，正如聖經對祂的記載，但那出賣人子的人有禍了，他還不如不生在這世上！」
290e16007b	他們吃的時候，耶穌拿起餅來，祝謝後，掰開分給門徒，說：「拿去吃吧！這是我的身體。」
290e170048	接著祂又拿起杯來，祝謝後，遞給他們，他們都喝了。
290e180039	耶穌說：「這是我為萬人所流的立約之血。
290e19007e	我實在告訴你們，從今天起，一直到我在上帝的國喝新酒的那天之前，我不會再喝這葡萄酒。」
290e1a0030	他們唱完聖詩，就出門去了橄欖山。
290e1b0077	耶穌對他們說：「你們都要背棄我，因為聖經上說， 「『我要擊打牧人， 羊群將四散。』
290e1c0036	但我復活後，要先你們一步去加利利。」
290e1d004b	彼得說：「即使所有人都背棄你，我也決不會背棄你！」
290e1e0066	耶穌說：「我實在告訴你，就在今天晚上雞叫兩次以前，你會三次不認我。」
290e1f0072	彼得鄭重地說：「就算我必須跟你一起死，我也不會不認你。」其他門徒也都這樣說。
290e20005d	他們到了客西馬尼，耶穌對門徒說：「你們坐在這裡，我要去禱告。」
290e210051	於是耶穌帶著彼得、雅各和約翰一起去。祂極其憂傷和難過，
290e22004e	說：「我心裡非常憂傷，幾乎要死，你們留在這裡警醒。」
290e230063	耶穌往前走了不遠，俯伏在地禱告：如果可以的話，不要讓那時刻臨到祂。
290e24007e	祂說：「阿爸，父啊，你無所不能，求你撤去此杯。然而，願你的旨意成就，而非我的意願。」
290e250075	祂回來，見他們都睡著了，就對彼得說：「西門，你在睡覺嗎？你不能警醒半個時辰嗎？
290e260063	你們要警醒禱告，免得陷入誘惑。你們的心靈雖然願意，肉體卻很軟弱。」
290e270033	耶穌又去禱告，所祈求的跟上次一樣。
290e280063	祂回來時見他們又睡著了，因為他們睏得眼皮發沉，也不知道對祂說什麼。
290e290093	祂第三次禱告回來後，對他們說：「你們還在睡覺休息嗎？夠了，時候到了，看啊，人子要被交在罪人手中了。
290e2a0042	起來，我們走吧。看啊，出賣我的人已經來了！」
290e2b0093	耶穌還在說話的時候，十二使徒中的猶大來了，同來的還有祭司長、律法教師和長老派來的一群拿著刀棍的人。
290e2c0087	出賣耶穌的猶大預先和他們定了暗號，說：「我親吻誰，誰就是耶穌，你們把祂抓起來，小心押走。」
290e2d0048	猶大隨即走到耶穌跟前說：「老師」，然後親吻耶穌。
290e2e001e	他們就下手捉拿耶穌。
290e2f005d	站在旁邊的一個門徒拔出刀朝大祭司的奴僕砍去，削掉了他一隻耳朵。
290e30004e	耶穌問那群人：「你們像對付強盜一樣拿著刀棍來抓我嗎？
290e310084	我在聖殿裡教導人時，天天和你們在一起，你們沒有來抓我。你們現在這樣做是要應驗聖經的話。」
290e32002d	那時，所有門徒都丟下祂逃走了。
290e330051	只有一個身上披著一塊麻布的青年跟著耶穌。他們上去捉他，
