2800000009	Mattheüs
420b030072	En ik zal aan mijn twee getuigen geven om te profeteeren, duizend twee honderd en zestig dagen, in zakken gekleed.
420b04006c	Deze zijn de twee olijfboomen, en de twee kandelaars, die staan voor het aangezicht van den Heere der aarde.
420b0500a7	En als iemand hen wil beschadigen, dan zal er vuur uit hun mond gaan en hun vijanden verteeren; en als iemand hen zal willen beschadigen, die moet alzoo gedood worden.
420b0600f6	Dezen hebben macht om den hemel te sluiten, opdat er geen regen valle in de dagen hunner profeteering; en zij hebben macht over de wateren, om die in bloed te veranderen, en om de aarde te slaan met allerlei plage, zoo dikwijls zij zullen willen.
420b07009a	En als zij hun getuigenis zullen geëindigd hebben, dan zal het beest, dat uit den afgrond opkomt, met hen oorlog voeren, en hen overwinnen en hen dooden.
420b080089	En hun lijken zullen liggen op de straat der groote stad, die geestelijk genoemd wordt Sodom en Egypte, waar ook hun Heere gekruisigd is.
420b0900b2	En menschen uit de volken, en stammen, en talen, en natiën, zullen hun lijken zien, drie en een halven dag, en zij zullen niet toelaten dat hun lijken in een graf worden gelegd.
420b0a00b9	En die op de aarde wonen zullen over hen vroolijk zijn en verheugd, en zij zullen aan malkander geschenken zenden, omdat die twee profeten geplaagd hadden degenen die op de aarde wonen.
420b0b009a	En na die drie en een halven dag kwam de adem des levens uit God in hen; en zij stonden op hun voeten, en een groote vreeze viel op degenen die hen zagen.
420b0c009b	En zij hoorden een groote stem uit den hemel, die tot hen zeide: klimt hier op! — En zij klommen op naar den hemel in de wolk, en hun vijanden zagen hen.
420b0d00eb	En in die zelfde ure geschiedde er een groote aardbeving; en het tiende deel der stad viel omver, en in die aardbeving stierven er zeven duizend namen van menschen; en de overigen werden bevreesd en gaven glorie aan den God des hemels.
420b0e003d	Het tweede wee is voor bij; ziet, het derde wee komt haastig!
420b0f00d6	En de zevende engel heeft getrompet; en er geschiedden groote stemmen in den hemel, zeggende: het koninkrijk der wereld is geworden van onzen Heere en van zijn Christus, en Hij zal heerschen tot in alle eeuwigheid!
420b100086	En de vier en twintig ouderlingen, die voor Gods aangezicht zijn, zittende op hun troonen, vielen op hun aangezichten en aanbaden God,
420b110088	zeggende: wij danken U, Heere God, de Almachtige, die is en die was, dat Gij uw groote macht hebt genomen en als Koning hebt geheerscht;
420b12012d	en de volken waren toornig geworden, en uw gramschap is gekomen, en de tijd der dooden om geoordeeld te worden en om den loon te geven aan uw dienaren de profeten, en aan de heiligen, en aan degenen die uw Naam vreezen, aan de kleinen en de grooten, en om te verderven degenen die de aarde verdierven!
420b1300cd	En de tempel Gods die in den hemel is werd opengedaan, en de ark zijns verbonds werd gezien in zijn tempel, en er geschiedden bliksemen, en stemmen, en donderslagen, en een aardbeving, en een groote hagel.
420c010098	En een groot teeken werd gezien in den hemel; een vrouw bekleed met de zon, en de maan onder haar voeten, en op haar hoofd een kroon van twaalf sterren;
420c020050	en zwanger zijnde, riep zij, in barensnood zijnde, en in de pijn der verlossing.
420c030099	En er werd een ander teeken gezien in den hemel, en ziet, een groote rosse draak, hebbende zeven koppen en tien hoornen, en op zijn koppen zeven kroonen.
420c0400d1	En zijn staart trok het derde deel der sterren van den hemel, en wierp die op de aarde. En de draak stond voor het aangezicht der vrouw, die baren zou, om het kind te verslinden als zij het gebaard zou hebben.
420c05008d	En zij baarde een mannelijken zoon, die al de volken zou hoeden met een ijzeren roede. En haar kind werd weggerukt tot God en tot zijn troon.
420c06009c	En de vrouw vluchtte naar de woestijn, alwaar zij een plaats had van God toebereid, opdat zij daar haar voeden zouden, duizend twee honderd en zestig dagen.
420c07008c	En er ontstond een oorlog in den hemel; Michael en zijn engelen voerden oorlog met den draak. En de draak voerde ook oorlog en zijn engelen;
420c080053	en zij konden er niet tegen op, en hun plaats werd niet meer gevonden in den hemel.
420c0900b7	En de groote draak, de oude slang, die genoemd wordt duivel en Satanas, die de geheele wereld verleidt, is geworpen: hij is geworpen op de aarde en zijn engelen zijn met hem geworpen.
420c0a00ff	En ik hoorde een groote stem in den hemel zeggen: nu is de verlossing, en de kracht, en het koninkrijk van onzen God en de macht van zijn Christus want de aanklager van onze broeders, die hen dag en nacht voor Gods aangezicht aanklaagde, is nedergeworpen.
420c0b0095	En zij hebben hem overwonnen door het bloed van het Lam en door het woord hunner getuigenis, en zij hebben hun leven niet liefgehad tot den dood toe.
420c0c00b4	Daarom verblijdt u, o hemelen en die daarin woont! Wee de aarde en de zee, want de duivel is tot u afgekomen, hebbende een groote gramschap, wetende dat hij maar korten tijd heeft!
420c0d0075	En toen de draak zag dat hij naar de aarde geworpen was, vervolgde hij de vrouw die den mannelijken zoon gebaard had.
420c0e00e3	En aan de vrouw zijn de twee vleugelen van den grooten arend gegeven, opdat zij vliegen zou naar de woestijn, naar haar plaats, alwaar zij gevoed wordt een tijd, en tijden, en een halven tijd, van voor het aangezicht der slang.
420c0f006f	En de slang wierp uit haar mond achter de vrouw water als een rivier, om haar door de rivier te doen wegvoeren.
420c10007e	En de aarde kwam de vrouw te hulp, en de aarde opende haar mond en verzwolg de rivier die de draak uit zijn muil geworpen had.
420c1100b3	En de draak werd vol gramschap tegen de vrouw, en hij ging om oorlog te voeren met de anderen van haar nakomelingen, die de geboden Gods bewaren en de getuigenis van Jezus hebben.
420d0100bf	En hij ging staan bij den oever der zee, En ik zag uit de zee een beest opkomen, dat tien hoornen had en zeven koppen, en op zijn hoornen tien diademen, en op zijn koppen namen van lastering.
420d0200b1	En het beest dat ik zag was als een pardel, en zijn pooten als van een beer, en zijn muil was als een leeuwenmuil; en de draak gaf het zijn macht en zijn troon en groote kracht.
420d030098	en een van zijn koppen zag ik als tot den dood toe gewond, en zijn doodelijke wonde werd genezen. En de geheele aarde verwonderde zich achter het beest;
420d0400ac	en zij aanbaden den draak, omdat hij de macht aan het beest gegeven had, en zij aanbaden het beest, zeggende: wie is gelijk aan dit beest, en wie kan daarmee oorlog voeren?
420d050097	En er werd aan het beest een muil gegeven om groote dingen en lasteringen te spreken, en het werd macht gegeven om dit te doen twee en veertig maanden.
420d060083	En het opende zijn muil tot lasteringen tegen God, om zijn Naam te lasteren, en zijn tabernakel, en degenen die in den hemel wonen.
420d0700a0	En aan het beest werd gegeven om oorlog te voeren met de heiligen en om hen te overwinnen; en het werd macht gegeven over alle stam, en volk, en taal, en natie.
420d0800a5	En allen die op de aarde wonen zullen het aanbidden, wier naam niet geschreven is in het boek des levens des Lams, dat geslacht is van de grondlegging der wereld af.
420d090028	Als iemand een oor heeft, dat hij hoore!
420d0a00c5	Als iemand naar de gevangenis leidt, die gaat naar de gevangenis; als iemand met het zwaard zal dooden, die moet zelf met het zwaard gedood worden. Hier is de volharding en het geloof der heiligen.
420d0b0076	En ik zag een ander beest opkomen uit de aarde en het had twee hoornen, gelijk aan een lam en het sprak als een draak.
420d0c00c9	En het oefent al de macht uit van het eerste beest voor zijn aangezicht, en het maakt dat de aarde en degenen die er op wonen zich nederbuigen voor het eerste beest, welks doodelijke wonde genezen was.
420d0d007e	En het doet groote teekenen, zoodat het zelfs vuur uit den hemel doet afdalen naar de aarde, voor het aangezicht der menschen.
420d0e0111	En het bedriegt degenen die op de aarde wonen door de teekenen die het gegeven zijn om te doen voor het aangezicht van het dier, zeggende tot degenen die op de aarde wonen, dat zij een beeld zouden maken voor het beest, dat de wonde van het zwaard had en toch in leven was.
420d0f00e4	En het werd aan hetzelve gegeven om aan het beeld van het beest een geest te geven, zoodat zelfs het beeld van het beest zou spreken en maken dat zoude gedood worden al wie zich niet nederbuigen zou voor het beeld van het beest.
420d1000c9	En het maakt dat aan allen, aan de kleinen en de grooten, en aan de rijken en aan de armen, en aan de vrijen en aan de dienstbaren, een merkteeken gegeven worde, op hun rechterhand of op hun voorhoofd;
420d11007f	en dat niemand kan koopen of verkoopen dan alleen die het merkteeken, den naam van het beest heeft, of het getal van zijn naam.
420d120085	Hier is de wijsheid. Die verstand heeft berekene het getal van het beest; want het is een getal van een mensch. En zijn getal is 666.
420e0100ae	En ik zag, en ziet, het Lam, staande op den berg Sions, en met Hem honderd vier en veertig duizend, hebbende zijn Naam en den Naam zijns Vaders geschreven op hun voorhoofden.
420e0200bb	En ik hoorde een stem uit den hemel als een stem van vele wateren, en als een stem van een grooten donderslag; en de stem die ik hoorde was als van citerspelers die op hun citer speelden.
420e0300f7	En zij zongen een nieuw lied voor het aangezicht van den troon en voor het aangezicht van de vier levende wezens, en van de ouderlingen. En niemand kon dat lied leeren, dan alleen de honderd vier en veertig duizend, die gekocht waren van de aarde.
420e0400ce	Dezen zijn het die met vrouwen niet bevlekt zijn, want zij zijn maagden. Dezen zijn zij, die het Lam volgen waar het ook heengaat. Dezen zijn gekocht van uit de menschen, een eersteling voor God en het Lam.
420e050044	En in hun mond is geen leugen gevonden, want zij zijn onberispelijk.
420e0600c8	En ik zag een anderen engel, vliegende door het midden des hemels, hebbende het eeuwig Evangelie, om te verkondigen onder degenen die op de aarde wonen, en onder alle natie, en stam, en taal, en volk,
420e0700d1	zeggende met een groote stem: vreest God en geeft Hem glorie, want de ure zijns oordeels is gekomen, en buigt u neder voor Hem die gemaakt heeft, den hemel, en de aarde, en de zee, en de fonteinen der wateren!
420e0800b4	En een ander, een tweede engel, is gevolgd, die zeide: Gevallen, gevallen, is het groote Babylon! dat van den wijn der gramschap zijner hoererij al de volken heeft dronken gemaakt!
420e0900be	En een ander, een derde engel, is hen gevolgd, zeggende met een groote stem: als iemand nederbuigt voor het beest en zijn beeld, en het merkteeken ontvangt op zijn voorhoofd of op zijn hand,
420e0a00eb	die zal ook zelf drinken van den wijn der gramschap Gods, die ongemengd is ingeschonken in den beker zijns toorns; en hij zal gepijnigd worden met vuur en sulfer, voor het aangezicht der heilige engelen en voor het aangezicht des Lams!
420e0b00c8	En de rook hunner pijniging klimt op tot in alle eeuwigheid, en zij hebben geen rust dag en nacht die voor het beest en voor zijn beeld nederknielen, en als iemand het merkteeken zijns naams ontvangt!
420e0c0058	Hier is de volharding der heiligen, die de geboden Gods bewaren en het geloof van Jezus.
420e0d00bf	En ik hoorde een stem uit den hemel die zeide: Schrijf: zalig de dooden die in den Heere sterven! Van nu af zegt de Geest: ja zij zullen rusten van hun arbeid, want hun werken volgen met hen!
420e0e00ae	En ik zag, en ziet, een witte wolk, en op de wolk een gezeten, gelijk aan een zoon des menschen, hebbende op zijn hoofd een kroon van goud en in zijn hand een scherpe zeisen.
420e0f00cd	En een ander engel kwam uit den tempel, roepende met een groote stem tot dengene die op de wolk zat: zend mij zeisen en maai! want de ure is gekomen om te maaien, omdat de oogst der aarde is rijp geworden!
420e100051	En die op de wolk zat zond zijn zeisen uit op de aarde, en de aarde werd gemaaid.
420e110061	En een ander engel kwam uit den tempel die in den hemel is, hebbende ook zelf een scherpe zeisen.
420e12010c	En een ander engel kwam uit den altaar, hebbende macht over het vuur, en hij riep met een groote stem tot dengene die de scherpe zeisen had, zeggende: zend uw scherpe zeisen en snijd af de druiftrossen van den wijngaard der aarde, want zijn druiven zijn rijp geworden!
420e130089	En de engel zond zijn zeisen naar de aarde, en hij sneed den wijngaard der aarde, en wierp dien in de groote wijnpers der gramschap Gods.
420e140092	En de wijnpers werd buiten de stad getreden, en er kwam bloed uit de wijnpers tot aan de toornen der paarden, duizend en zes honderd stadiën ver.
420f01009b	En ik zag een ander groot en wonderlijk teeken in den hemel: zeven engelen, die de zeven laatste plagen hadden, want in deze is de gramschap Gods volkomen.
420f0200ce	En ik zag als een zee van glas, vermengd met vuur, en degenen die als overwinnaars komen van het beest, en van zijn beeld, en aan het getal zijns naams, staande bij de zee van glas, hebbende citers van God.
420f0300d7	En zij zongen het lied van Mozes, den dienstknecht Gods, en het lied des Lams, zeggende: Groot en wonderbaar zijn uw werken, o Heere God de Almachtige! rechtvaardig en waarachtig zijn van wegen, o Koning der eeuwen!
420f0400c6	Wie zal, o Heere, uw Naam niet vreezen en glorie geven? Want Gij alleen zijt heilig! Want al de volken zullen komen en zich voor uw aangezicht nederbuigen, omdat uw oordeelen openbaar geworden zijn!
420f05005c	En daarna zag ik en ziet, de tempel des tabernakels der getuigenis in den hemel was geopend.
420f060094	En de engelen, die de zeven plagen hadden, kwamen uit den tempel, bekleed met zuiver blinkend lijmvaad, en omgord aan de borsten met gouden gordels.
420f070092	En een uit de vier levende wezens gaf aan de zeven engelen zeven schalen van goud, gevuld met de gramschap Gods, die leeft tot in alle eeuwigheid.
