2800000007	Mathayo
3303020060	Nimwiganilishe okulubhana ne misango jinu jili ingulu, jitali jo okulubhana ne misango je Chalo.
3303030050	kulwo kubha mufuye, no bhulame bhwemwe bhuselekelwe amwi na Kristo ku Nyamuanga.
330304006f	Mu mwanya gunu Kristo alibhonekana, ganu bhuli bhulame bhwemwe, mbe niwo nemwe one mulibhonekana nage mwikusho.
33030500aa	Kulwejo nimugete emisango ago gali mu chalo ganu gali, obhulomesi, obhujabhi, inamba mbibhi, okwisigombela kubhibhi, no bhulomesi, ago nigo ibhaada yo kulamya ebhisusano.
3303060053	Ni ingulu ye misango jinu lisungu lya Nyamuanga elija ingulu ya bhana bhanyantogwa.
3303070054	Ni ingulu ye misango jinu emwe one mwalibhatiyemo anu mwejile mwekala agati- yebhwe.
33030800ac	Mbe nawe woli ni bhusi-bhusi mugasoshewo amasango ganu gona. Ganu gali, lisungu, ebhinyiga, okwisigombela kubhibhi, okufuma, ne misango mijabhi jinu ejisoka mu minwa nemwe.
3303090062	Mwasiga kujigana abhene kwa abhene, kwo kubha mwamufulile omunu wemwe owa kala ne bhikolwa bhyaye.
33030a006d	Mwafwaye munu muyaya, bhunu obhukolwa bhuyaya mu bhumenyi okulubhana ne chijejekanyo cha uliya unu amumogele.
33030b00bd	Mu bhumenyi bhunu, ataliyo mugiriki amwi Muyaudi, okutendwa no kulemo tendwa, okusoka, unu atali musomi, mugaya, na unu atali mugaya, mbe nawe kukila mwenene Kristo ni misango jona mu jona.
33030c0081	Kuti bhasolwa bha Nyamuanga abhelu na abhendwa, nimufwalega obhunyamunu bhwe kisi, obhwila, obhwikeya, obhwololo no kwigumilisha.
33030d00bf	Nimugegelanega abhene kwa bhene. Nimusasilanega bhuli munu no wejabho. Alabha omunu akabha ne chisango chitasikene no wejabho, amusasile lwa kutyo guliya gwabhee Latabhugenyi abhasasiye emwe.
33030e0051	kukila masango ganu gona, nimubhe no kwenda, chinu nicho echikolwa cho bhukumiye.
33030f0091	Omulembe gwa Kristo na gubhatangashe mu Mioyo jemwe. Jaliga jili ingulu yo mulembe gunu ati mwabhilikiliywe mu mubhili gumwi. Nimubhega na isime.
33031000d5	No musango gwa Kristo gwikalega mwime kwo bhunibhi. Kwo bhengeso bhwona, nimwiigishanye no kuindana abhene kwa bhene mu jabhuli, mu nyimbo, na mu nyimbo ja mu Mioyo. Nimwimbe kwa isime mu Mioyo jemwe ku Nyamuanga.
330311009b	Na chona chona chinu okukolwa, mu misango amwi mu bhikolwa, nimukolega jona mwisina lya Latabhugenyi Yesu. Mumuyane isime Nyamuanga Lata okulabha ku mwene.
3303120052	Abhagasi, bholobhelega abhalume bhwebhwe, lwa kutyo ejikondelesha mu Latabhugenyi.
3303130055	Emwe one abhalume, nimubhendega abhagasi bhemwe, na mwasiga kubha bhalulu ku bhenene.
3303140079	Abhana abhatoto, nimubholobhelega abhebhusi bhemwe mu misango jona, kulwo kubha nikwo kutyo ejimukondelesha Latabhugenyi.
3303150063	Emwe one bhalata nimusigega okubhanyasha abhana abhatoto bhemwe, koleleki ati bhasiga kufwa mutima.
33031600be	Emwe abhagaya, nimubholobhelega abhakulu bhemwe mu mubhili ku misango jona, atali kwo bhufulubhendi bhwa meso kuti bhanu bho kukondelesha-la, nawe kwo Mwoyo gwe chimali. Mumubhaye Nyamuanga.
330317006a	Chona chona chinu omukola, nimukolega okusoka mu mitima jemwe kuti ku Latabhugenyi na atali ku bhana-munu.
330318006a	Mumenyele ati muliyela omuyelo gwo omugabho okusoka ku Latabhugenyi. Ni Kristo Latabhugenyi unu omukolela.
3303190096	Kunsonga yona yona unu kakola ganu gatali go bhulengelesi alilamila indamu ku bhikolwa bhinu bhitali bhyo bhulengelesi ganu akolele, na italio solole.
3304010091	Bheso bhugenyi, nimusoshega ku bhagaya emisango jinu jili jo bhulengelesi ne ja Jintugwa je kisi. Mumenyele one ati munage Latabhugenyi mu lwile.
3304020044	Nimugendelelega okukomela mu kusabhwa. Nimutengejenga mwijo mu sime.
33040300b5	Nimusabhwega muli amwi ingulu yeswe one, koleleki ati Nyamuanga egule omulyango ingulu yo musango, okwaika imbisike ye chimali eya Kristo. Kunsonga ya linu nibhoyelwe ne bhibhoyelo.
3304040047	Na nimusabhwega ati nitule okuguta abhwelu, lwa kutyo jinyiile okwaika.
330405004b	Nimulibhatega mu bhwengeso ku bhaliya bhanu bhali emwila, muguchuse omwana.
330406009d	Emisango jemwe na jibhe ne chigongo mu mwanya gwona, na galungwe omunyu katungu Kona, koleleki ati mutule okumenya lwa kutyo kubheile okumusubhya bhuli munu.
330407009a	Ku misango jinu ejilubhililana nanye, Tikiko kakola jimenyekane kwemwe. Omwene ni wasu omwendwa, omukosi omwiikanyibhwa, no mugaya wejasu mu Latabhugenyi.
330408007c	Enimutuma kwemwe ingulu ya linu, ati mutule okumenya emisango jinu ejo kulubhililana neswe one ati mutule okubhatamo omwoyo.
3304090081	Enimutuma amwi na Onesimo, owasu omwendwa omwiikanyibhwa, no oumwi wemwe. Abhajo okubhabhwila bhuli chinu chinu chabhonekene anu.
33040a00a5	Aristarko, omubhoywa wejasu, kabhakesha, one na Marko omwana wa mama-wabho na Bharnabha unu mwalamiye obhwitondi okusoka kwaye, “Nolwo akaja kwemwe, mumulamile,”
33040b00a8	Nawe Yesu one unu kabhilikilwa Yusto. Bhanu bhenyele ni bho olutendo ni bhakosi bhe bhilimu bhejasu ingulu yo bhukama bhwa Nyamuanga. Bhwebhwe bhanu bho kusilisha anye.
33040c00d0	Epafra one kabhakesha. Omwene ni umwi wemwe na ni mugaya wa Kristo Yesu. Mwenene akomee mu okusabhwa koleleki ati mutule okwimelegulu kwo bhukumiye no kumenyegesha mu kukumila kwe lyenda lyona elya Nyamuanga.
33040d0078	Kulwo kubha enimubhambalila, ati akomee okukola emilimu ingulu emwe, kubhanu bhali Laodekia, na kubhanu bhali Hierapoli.
33040e0031	Luka ulya omufumu omwendwa, na Dema abhabhakesha.
33040f005d	Abhabhakesha abhasu bhanu bhali Laodekia, na Nimfa, na likanisa lilya linu Lili eyo ika ewae.
330410008f	Inyalubha inu alibha yasomwa kwimwe, isomwe one mwi Kanisa lya bhalaodekia, nemwe one mukomeleshe ati omuisoma inyalubha ilya okusoka Laodekia.
330411006b	Yaika kwa Arkipo, “Lola obhufulubhendi bhulya bhunu ulamiye mu Latabhugenyi, ati kukwiile okuikumisha.”
3304120071	Obhukesha bhunu ni bwo kubhoko kwani Anye omwene -Paulo. Nimujichuke jimboyelo jani. Echigongo chibhe amwi nemwe.
340000000f	1 Bathesalonike
3401010093	Paulo, Silwano na Timoteo mwikanisa Lya abatesalonike mu Nyamuanga Lata na Latabhugenyi Yesu Kristo. Echigongo no mulengelesi bhibhibhi amwi nemwe.
340102006c	Echisosha isime ku Nyamuanga bhuli mwanya ingulu yemwe bhona, mu mwanya gunu echibhaika mu okusabhwa kweswe.
34010300c3	Echichuka bhila kuta imbele ya Nyamuanga na Lata weswe emilimu jemwe ejelikilisha, mu bhwafu bhwo kwenda, no bhwigumilisha obhwo bhubhasi kulwa ingulu yo mwanya gundi mu Latabhugenyi Yesu Kristo.
3401040044	Bhaili bhanu omwendwa na Nyamuanga, chimenyele okubhilikilwa kwemwe.
34010500e3	Na lwa kutyo emisango jo bhwana jachijie kwiswe kwimwe atali kulwo musango-ela nawe one mu managa, mu Mwoyo Mwelu, na mu chimali. Mu namuna eyo, mumenyele eswe one ati chaliga bhanu bha inamuna ki agati-gati yemwe ingulu yemwe.
340106008e	Mwaliga muli bhanu bho kuchilolelako eswe na Latabhugenyi, lwa kutyo mwagulamie omusango mu nyako mu kukondelelwa kunu okusoka mu Mwoyo Mwelu.
3401070061	Na mukubhonekana kwaye, nimubha chijejekanyo ku bhona mu Makedonia na Akaya mu bhanu abhekilisha.
34010800ec	Kulwo kubha okusoka kwemwe omusango gwa Nyamuanga gwaswilile oneone, nolwo atali mu Makedonia na Akaya yenyele. Okwiya kwae, bhuli ebhala elikilisha lyemwe mu Nyamuanga lyaswilile one no kubhonekana kwae, chitakenele kwaika chona chona.
34010900c9	Kulwo kubha abhene bhenene abhamenyesha okuja kweswe kwaliga kwa mbikaki agati yemwe. Abhelesha lwakutyo mwamuindukie Nyamuanga okusoka mubhisusano no kumukolela Nyamuanga unu ali muanga no we chimali.
34010a009d	Bhasosishe emisango ati mulindilie omwana wae okusoka Mulwile, unu asuluywe okusoka mubhafue. Mbe unu ni Yesu, unu kachisulumula okusoka mwisungu linu elija.
3402010062	Kulwo kubha emwe abhene mumenyele, abhaili, ati okuja kweswe kwemwe kwaliga kutali kwa kutye- ela.
34020200c1	Mumenyele ati mubhwambilo chanyakile na bhachikolee kwa jinswalo elya Filipi, lwakutyo mumenyele. Chaliga chili no bhuyali mu Nyamuanga mu musango gwo bwana ogwa Nyamuanga nolwo mu nyako nyafu.
3402030065	Kulwo kubha obhusilisha bhweswe bhutakulubhana no bhubhibhi nolwo mu bhujabhi, nolwo mubhwilige-lige.
34020400f4	Amwi nejo, lwa kutyo chekilisibhwe na Nyamuanga no kwikilisibhwa kwo omusango gwo bhwana, nkokutyo echaikaga. Echaika, atali kulwo kubhakondelesha abhanu, mbe nawe okumukondelesha Nyamuanga. Omwenene enyele niwe unu katatilisha mu mitima jeswe.
34020500aa	Kulwo kubha chitatumie misango jo kwikuya mu mwanya gwona gwona, lwakutyo mumenyele, nolwo utatumie misango kuti chibheelesisho Cha inamba, Nyamuanga ni mubhambasi weswe.
340206008b	Nolwo chitaigile ekusho kubhanu, nolwo okusoka kwimwe amwi okusoka ku bhandi. Chakatulile okutonga no okwendibhwa kuti Jintumwa eja Kristo.
3402070057	Chejile chamala nichibha bhololo agati yemwe uti Mai unu kasilisha abhana bhaye omwene.
34020800d0	Munjila inu chaliga chili no kwenda kwimwe. Nikwo kutyo chabhasabhile okubha amwi atali kulwo musango gwo bhwana-la ogwa Nyamuanga nawe one no bhulame bhweswe eswe abhene. Kulwo kubha mwabhee abhendwa bheswe.
34020900d3	Kulwo kubha bhaili, omwichuka emilimu na jinyako jeswe. Mugeta na mumwisi chaliga nichikola emilimu koleleki chasiga kumtamilisha munu wona wona. Mumwanya ogwo, chabhasimuliye omusango gwo bhwana ogwa Nyamuanga.
34020a009f	Emwe muli bhabhambasi, na Nyamuanga one, ni kwo bhulengelesi-ki, mu-chimali, no kubhulwa echilwala lwakutyo chalibhataga abhene imbele yemwe bhanu omwikilisha.
34020b00a9	Kutyo nikwo bhili, mumenyele ati nikutiki ku bhuli umwi wemwe, lwa kutyo Lata ali ku bhana bhaye lwa kutyo chabhasimuliye no kubha simbagilisha omwoyo. Nchibhabhambalila
34020c007a	ati kwaliga kubheile okulibhata lwa muli okubhilikilwa kwemwe ku Nyamuanga, unu abhabhilikie mu bhukama na mwikusho lwaye.
34020d0146	Kulwa insonga eyo echimusima Nyamuanga. one bhuli mwanya. Kulwo kubha mumwanya gunu mwamulamiye okusoka kwimwe emisango ja Nyamuanga lwa kutyo mwonguywe, mwalamiye gutali kuti musango gwa abhanamunu. Mbe nawe mwalamiye chimali kutyo bhili, omusango gwa Nyamuanga. Ni musango gunuogukola emilimu agati yemwe bhanu mwikilisishe.
34020e00e9	Kulwejo emwe, Bhaili, mubhe bhanu bho kulubhilila amakanisa ga Nyamuanga ganu gali mu Bhuyaudi mu Kristo Yesu. Kulwo kubha emwe one mwanyasibhe mu misango jilya jilya okusoka ku bhanu bhemwe, lwakutyo jaliga jili okusoka ku Bhayaudi.
34020f00b4	Bhaliga bhali Bhayaudi nibho bhamwitile Latabhugenyi Yesu amwi na abhalagi. Ni Bhayaudi bhanu bhachibhilimishe okubha anja. Bhatamukondelesha Nyamuanga na nibhasoko ku bhanu bhona.
34021000aa	Bhachiganyishe chisige okwaika na bhamaanga koleleki bhabhone okukisibhwa. Amwi nejo hi atii abhagendelela ne bhibhibhi bhyebhwe. Kubhutelo lisungu lyejile ingulu yebhwe.
34021100a5	Eswe, Bhaili, chaliga chaukene nemwe kwo mwanya mufuyi, chimubhili, atali mu chinyamwoyo. Chakolele kwo bhutulo bheswe na mu lyenda ekulu kwo okulola obhusu bhweswe.
3402120075	kulwo kubha chaliga nichenda okuja kwemwe, Anye Paulo, mulugendo lumwi na lugendo lundi, mbe nawe Shetani anganyishe.
34021300d5	Kulwo kubha mu is byikilisha kweswe katungu Kandi ni chinuki amwi bhukonde, amwi lutenga lwo mwikusho imbele ya Latabhugenyi weswe Yesu mu mwanya gwo kuja kwaye? Angu kwiya kafu atali emwe lwa kutyo bhali abhandi?
3402140030	Kulwo kubha emwe mulikusho no kukondelwa kweswe.
340301007c	Kulwejo, anu chaliga chitakutula kwigumilisha kwona, cheganilisishe ati jakabhee je kisi okusoka eliya Athene eswe chenyele.
340302009a	Chamutumile Timoteo, omuili weswe no omukosi wa Nyamuanga mu musango gwo bhwana ogwa Kristo, okubhakomesha no kubhasilisha okulubhana ne likilisha lyemwe.
340303009a	Chakolele ganu koleleki asiga kubhao munu wona wona owo kutashatasha na jinyako jinu. Kulwo kubha abhene bhamenyele ati chamalile okusolwa ingulu ya linu.
340304009c	Ni chimali, mu mwanya gunu chaliga chili amwi nemwe, chelabhile okubhelesha ati chaliga chili ayei okubha jinyako, na ganu gwabhonekene lwa kutyo mumenyele.
34030500c7	Ku nsonga inu anu naliga nitakutula kwigumilisha lindi, natumile koleleki nibhone okumenya ingulu ye likilisha lyemwe. Amwi lugendo omulegeja aliga abhalegejishe, ne milimu jeswe ejibha ja kutye-ela.
34030600fe	Mbe nawe Timoteo ejile kweswe nasokelela kwemwe mbe nachiletela omusango gwo bhwana ingulu ye likilisha no kwenda kwemwe. Achibhwiliye ati muno bhwichukisho bhwe kisi ingulu yeswe, na ati mwendele okuchilola lwa kutyo eswe one chendele okubhalolako emwe.
3403070075	Kulwa insonga inu, abhaili chasilikile muno nemwe ku nsonga ye likilisha lyemwe, mu nyako no kunyasibwa kweswe kwona.
3403080034	Kwa woli chilamile, mukasimbagilila ku Latabhugenyi,
3403090072	ni simeki eyo kumuyana Nyamuanga ingulu yemwe, mukukondelwa kwone ganu chilinago imbele ya Nyamuanga ingulu yemwe?
34030a0082	Echisabhwa muno mugeta na mumwisi koleleki chibhulole obhusu bhwemwe no kubhongelesishako chinu chibhakeyeleko mulikilisha lyemwe.
34030b0067	Nyamuanga weswe na Lata omwenene, na Latabhugenyi weswe Yesu achitangashe mu njila jeswe chibhakingeko.
34030c0079	Na Latabhugenyi abhakole no kubhongelesishako elyenda, mukwendana no kubhenda abhanu bhona, lwa kutyo echibhakolela emwe.
34030d00b8	Na akole kutya koleleki asimbishega emyoyo jemwe jisige kubha na masolo mu bhulengelesi imbele ya Nyamuanga weswe na Lata weswe mu kuja kwa Latabhugenyi Yesu amwi na Bhelu bhaye bhona.
34040100ef	Mbe eja kubhutelo, bhana bhasu, echibhasimbagilisha no kubhelembelesha mu Yesu Kristo. Lwakutyo mwalamiye amelesho okusoka kweswe na lwakutyo jibheile mu kalibhatie no kumukondelesha Nyamuanga, mu njila eyo one mulibhatega no kukola kwafu.
3404020053	Kulwo kubha mumenyele na melesho- ki ganu chanyakile okulabha ku Latabhugenyi Yesu.
340403005d	Kulwo kubha kunu nikwo okwenda kwa Nyamuanga okwesibhwa kwemwe-ati mwing'ang'e no obhulomesi,
3404040057	ati bhuli munu wemwe kamenya okumutunga omugasi wae omwene mu bhulengelesi ne chibhalo.
340405005d	Wasiga kubha no mugasi kulwa inamba yo mubhili (lwa bha Maanga bhanu bhatamumenya Nyamuanga).
34040600e7	Asiga kubhao munu wona wona unu kambuka olubhibhi no kumunyamulila owabho ingulu yo omusango gunu. Kulwo kubha Latabhugenyi niwe owoku chisubhisha olusima ku misango jone jinu lwa kutyo chatangatile okubhakengya no kubhabhambalila.
340407004a	Kulwo kubha Latabhugenyi atachibhilikiye mu bhujabhi nawe mu bhulengelesi.
3404080067	Kulwejo unu kalilema linu atakubhalema abhanu, nawe kamulema Nyamuanga, unu kabhayana Mwoyo Mwelu waye.
3404090097	Okulubhana ne lyenda lya bhaili, bhutalio bhukene bhwo munu wona wona owo kukwandikila, kulwo kubha mwiigisibhwe na Nyamuanga okwendana emwe abhene-la.
34040a007d	Ni chimali, mwakolele ganu gone mu bhaili bhanu bhali Makedonia yona, mbe nawe echibhelembelesha, abhaili, mukole no kukilao.
34040b0089	Echibhelembelesha mubhe no bhulame bhwo bhwolobhe, no kwenda emilimu jemwe no kukola emilimu kwa mabhoko gemwe, lwa kutyo chabhalagiliye.
34040c0095	Nukole ganu koleleki mutule okulibhata kisi na muchibhalo mwabho bhanu bhali anja ne likilisha, koleleki wasiga kukeyelwako no bhukene bhwona bhwona.
34040d00c8	Chitakwenda emwe musombokelwe lwakutyo jitali ja kisi, emwe bhaili, ingulu ya bhanu bhamamile, koleleki mwasiga kubha no bhusulumbaye lwa bhandi bhanu bhatana bhumenyi okulubhana no mwanya gunu oguja.
34040e0080	Nolwo chikekilisha ati Yesu afuye no kusuluka lindi, nikwo kutyo Nyamuanga kabhaleta amwi na Yesu kwabho bhanu bhafuye mu mwene.
34040f00c7	Ingulu yago echibhabhwila emwe kwo misango ja Latabhugenyi, ati eswe bhanu chili bhaanga, bhanu chilibhao mu mwanya gwo kuja kwaye Latabhugenyi, ni chimali chitakubhatangatila bhanu bhamamile munfwa.
34041000c0	Kulwo kubha Latabhugenyi omwene alika okusoka mumele. Kaja no bhulaka bhukulu, amwi no bhulaka bhwa malaika mukulu, amwi na ing'ombi ya Nyamuanga, bhanu bhafuye mu Kristo bhalisululwa okwamba.
34041100bc	Okumala eswe bhanu chili bhaanga, bhanu chilibha chisigaye, chilibhuganganila bhona mu mele amwi okuja okumulamila Latabhugenyi mulutumba. Mu njila inu chilibha na Latabhugenyi nsiku jona.
340412003f	Kulwejo, musilishanyega emwe abhene kwa abhene ku misango jinu.
3405010071	Mbe woli, kwe emisango jo mwanya na akatungu, bhaili chitalio chinu chona chona chinu echitula okwandikwa kwemwe.
340502006a	Kulwo kubha emwe abhene mumenyele abhwelu ati olusiku lwa Latabhugenyi oluja lwa kutyo omwifi kaja mugeta.
34050300b9	Anu abhaika ati gulio “omulebhe no obhuchulele”, Kasi ao nio obhunyamuke obhubhejila bhwangu. Ni lwa kutyo obhusungu obhumwijila mai unu ana inda. bhatakwichunda mu njila yona yona.
3405040052	Mbe nawe emwe, bhaili mutali mu chisute kukinga olusiku lulya lubhejile lwo mwifi.
3405050079	Kulwo kubha emwe bhona muli bhana bha mu bhwelu na bhana bha mu mwisi. Eswe chitali bhana bha mugeta amwi bha mu chisute.
340506006e	Kwibhyo woli, chasiga kumama lwa bhandi kutyo abhana. Mbe nawe chitengeje no kubha bhanu bhanu bhetegelesisha.
3405070051	Kulwo kubha bhanu abhamama abhamama mugeta na bhanu abhatamila abhatamila mugeta.
34050800b9	Kulwo kubha eswe chili bhana bha mu mwisi, kwiile chibhe bhetegelesha. Chifwale ing'ubha ye likilisha no kwenda, na ingofila ye chuma, inu ili chimali cho mwelulo gwo mwanya gunu oguja.
3405090082	Kulwo kubha Nyamuanga atachisolele ku bhwambilo kulwa lisungu, mbe nawe kwo kubhona omwelulo mu njila ya Latabhugenyi Yesu Kristo.
34050a006a	Omwene niwe achifwilie koleleki ati, nolwo chibhe nichilola amwi chikale, echigendelela okulama amwi nage.
34050b005c	Mbe kulwejo, musilishanyega no kumbakana abhene kwa bhenene, lwa kutyo muli bhwangu okukola.
34050c009a	Bhaili, echibhasabhwa mubhamenye bhalya bhanu abhakola agati-gati yemwe na bhalya bhanu bhali ingulu yemwe mu Latabhugenyi na bhalya bhanu abhabhatongela.
34050d008d	Echibhasabhwa one mubhamenye no kubhayana echibhalikisho mu lyenda ku nsonga ye milimu jebhwe. Mubhe no mulembe agati-gati yemwe emwe abhene.
34050e00b2	Mbe nawe echibhelembelesha, bhaili: Mubhagonye bhanu bhatakulibhatila mu bhwitondi, mubhatemo omwoyo bhanu bhatamilwe, mubhasakile bhanu bhalengae na mubhe bhegumilisha ku bhona.
34050f00ad	Mbe mwikenge asiga kubhakumanya munu wona wona unu kaliya echibhibhi kwe chibhibhi ku munu wona wona. Okwiya, nulole ganu gali ge kisi ku bhuli umwi wemwe na ku bhanu bhona.
3405100018	Mukondelelwe nsiku jone.
3405110012	Musabhwe kusa uli.
3405120065	Mumusimega Nyamuanga ku bhuli musango, kunsonga okwo ni kokwenda kwa Nyamuanga kwemwe mu Yesu Kristo.
340513001d	Mwasigo omusimya Mwoyo Mwelu.
340514001a	Mwasiga obhugaya obhulagi.
3405150037	Mugalegeje amasango gona. Muligwate linu Lili lye kisi.
3405160031	Mwibheleleke bhuli chibhibhi chinu echibhonekana.
340517009e	Nyamuanga wo mulembe abhakumishe mu bhulengelesi. bhwo Mwoyo, obhwo bhuanga, no bhwo mubhili bhibhikwe nyako uli mu kuja kwaye Latabhugenyi weswe Yesu Kristo.
3405180045	Omwene unu abhabhilikie ni mwiikanyibhwa, mbe omwene niwe owo kakola.
3405190019	Bhaili, muchisabhile one.
34051a0034	Mubhakeshe abhaili bhona kwo kunyunyana kulengelesi.
34051b004a	Enibhelembelesha mu Latabhugenyi ati inyalubha inu isomwe ku bhaili bhona.
34051c003f	Echigongo cha Latabhugenyi weswe Yesu Kristo chibhe amwi nemwe.
350000000f	2 Bathesalonike
350101006f	Paulo, Silwano, na Timotheo, kwi Kanisa Lya Bhathesalonike mu Nyamuanga Lata weswe na Latabhugenyi Yesu Kristo.
350102006a	Echigongo na chibhe kwemwe no mulembe ogwo ogusoka ku Nyamuanga Lata weswe na ku Latabhugenyi Yesu Kristo.
35010300c0	Jichiile eswe okumusima Nyamuanga Siku jona ku lwa ingulu yemwe, abhasu. Kunsonga inu nikwo jichiile, kwo kubha elikilisha lyeswe elikula muno, ne lyenda lyemwe ku bhuli munu liyogeshe bhwafu.
35010400d8	Kwibhyo eswe abhene echaika kwo bhukulu ingulu yemwe mu makanisa ga Nyamuanga. Echiloma emisango Jo kwigumilisha kwemwe ne likilisha linu muli nalyo mu jinyako jona. Echiloma kwe misango ja inyanko omwigumilisishamo.
35010500be	Chinu nicho echibhalikisho Cha indamu yo bhulengelesi bha Nyamuanga. Okumala kwa ganu ni kubha ati emwe mubhalwe ati kwiile okwingila Mubhukama bha Nyamuanga obho ku songa yabho omunyasibhwa
3501060053	Kwo kubha ni kwe chimali Cha Nyamuanga okubhala jinyako bhaliya abhabhanyasha emwe,
35010700ae	No okubhayana likondelwa emwe abho omunyasibhwa amwi neswe. Kakola kutya omwanya gwo okwelesibhwa kwae Latabhugenyi Yesu okusoka Mulwile amwi na Bhamalaika bho bhuinga bhwae.
