0100000006	Farawa
2501090117	“Ga shi, kukan sa rai za ku sami da yawa, amma sai ku ga kun sami kaɗan. Ɗan kaɗan ɗin ma da kukan kawo gida, nakan hura shi yă tafi. Me ya sa yake faruwa haka?” In ji Ubangiji Maɗaukaki. “Saboda gidana da yake zaman kango, yayinda kowannenku yana faman gina gidansa.
25010a0054	Shi ya sa, saboda ku sammai sun ƙi saukar da raɓa, ƙasa kuma ta ƙi ba da amfani.
25010b00b0	Na kawo fări a ƙasar, da a kan duwatsu, da a kan hatsi, da a kan dukan abin da yake tsirowa daga ƙasa, da a kan mutane, da a kan dabbobi da kuma a kan wahalar hannuwanku.”
25010c0118	Sa’an nan sai Zerubbabel ɗan Sheyaltiyel, da Yoshuwa ɗan Yehozadak, wanda yake babban firist, da kuma dukan raguwar jama’ar suka yi biyayya da muryar Ubangiji Allahnsu da kuma saƙon annabi Haggai, domin Ubangiji Allahnsu ne ya aiko shi. Mutane kuwa suka ji tsoron Ubangiji.
25010d0078	Sai Haggai, ɗan saƙon Ubangiji, ya ba da wannan saƙo na Ubangiji ga mutane cewa, “Ina tare da ku” in ji Ubangiji.
25010e00fc	Saboda haka Ubangiji ya motsa zuciyar Zerubbabel ɗan Sheyaltiyel, wanda yake gwamna a Yahuda, da kuma zuciyar Yoshuwa ɗan Yehozadak, babban firist, da kuma zukatan dukan raguwar jama’ar. Suka zo suka fara aiki a gidan Ubangiji Maɗaukaki, Allahnsu,
25010f0053	a ranar ashirin da huɗu ga watan shida. A shekara ta biyu ta mulkin Sarki Dariyus,
250201005d	a ranar ashirin da ɗaya ga watan bakwai, maganar Ubangiji ta zo ta wurin annabi Haggai cewa,
25020200a7	“Ka yi magana da Zerubbabel ɗan Sheyaltiyel wanda yake gwamna a Yahuda, da Yoshuwa ɗan Yehozadak, babban firist, da kuma dukan raguwar mutane. Ka tambaye su ka ce,
250203008f	‘Wane ne a cikinku ya ragu da ya ga wannan gida a darajarsa ta dā? Yaya yake a gare ku a yanzu? Bai yi kamar a bakin kome ba, ko ba haka ba?
25020400ed	Amma yanzu ka ƙarfafa, ya Zerubbabel,’ in ji Ubangiji. ‘Ka ƙarfafa, ya Yoshuwa ɗan Yehozadak, babban firist. Ku ƙarfafa, dukanku mutanen ƙasar,’ in ji Ubangiji, ‘ku yi aiki. Gama ina tare da ku,’ in ji Ubangiji Maɗaukaki.
250205007e	‘Wannan shi ne alkawarin da na yi da ku a lokacin da kuka fito daga Masar. Ruhuna kuwa yana tare da ku. Kada ku ji tsoro.’
250206007e	“Ga abin da Ubangiji Maɗaukaki ya ce, ‘Ba da jimawa ba zan sāke girgiza sammai da kuma ƙasa, teku da busasshiyar ƙasa.
2502070090	Zan girgiza dukan al’ummai, marmarin kowace al’umma kuma zai taso, sa’an nan zan cika gidan nan da ɗaukaka,’ in ji Ubangiji Maɗaukaki.
2502080044	‘Da zinariya da azurfa duka nawa ne,’ in ji Ubangiji Maɗaukaki.
25020900ac	‘Ɗaukakar gidan nan na yanzu za tă fi ɗaukakar gidan nan na dā,’ in ji Ubangiji Maɗaukaki. ‘A wannan wuri kuma zan ba da salama,’ in ji Ubangiji Maɗaukaki.”
25020a007a	A ranar ashirin da huɗu ga watan tara, a shekara ta biyu ta mulkin Dariyus, maganar Ubangiji ta zo wa annabi Haggai cewa,
25020b0051	“Ga abin da Ubangiji Maɗaukaki ya ce, ‘Ku tambayi firist abin da doka ta ce.
25020c00ff	Idan mutum yana riƙe da naman da aka keɓe a rigarsa, sa’an nan kuma wannan rigar ta taɓa burodi, ko dafaffen abinci, ko ruwan inabi, ko mai, ko kowane irin abinci, wannan zai sa abin yă zama tsarkake?’” Firistoci suka amsa, suka ce, “A’a.”
25020d00c9	Sa’an nan Haggai ya ce, “In mutumin da ya ƙazantar da kansa ta wurin taɓa gawa, ya taɓa wani daga cikin waɗannan abubuwa, za su ƙazantu?” Firistoci suka amsa, suka ce, “I, zai ƙazantu.”
25020e00b9	Sai annabi Haggai ya ce, “‘Haka yake da wannan mutane da kuma wannan al’umma a gabana,’ in ji Ubangiji. ‘Duk abin da suke yi da kuma dukan abin da suke miƙawa ƙazantattu ne.
25020f00a1	“‘Yanzu kuwa sai ku yi la’akari da wannan daga wannan rana zuwa gaba, ku tuna yadda al’amura suke kafin a ɗora wani dutse bisa wani a haikalin Ubangiji.
25021000d0	A lokacin, idan wani ya tafi wurin tsibin da zai auna mudu ashirin, sai yă iske mudu goma kawai. Idan kuma wani ya tafi wurin matse ruwan inabi don yă ɗebo lita hamsin, sai yă tarar da lita ashirin kawai.
25021100a7	Na mai da aikin da kuka sha wahala kuka yi ya zama banza ta wurin saukar da burtuntuna, da fumfuna, da ƙanƙara, duk da haka ba ku juyo gare ni ba,’ in ji Ubangiji.
2502120097	‘Daga wannan rana zuwa gaba, wato, rana ta ashirin da huɗu ga watan tara, ku lura da ranar da aka kafa harsashin haikalin Ubangiji. Ku lura da kyau.
25021300cb	Akwai sauran irin da ya rage a rumbu? Har yanzu, kuringar inabi da itacen ɓaure, rumman da itacen zaitun ba su ba da’ya’ya ba tukuna. “‘Amma daga wannan rana zuwa gaba zan sa muku albarka.’”
250214005c	Maganar Ubangiji ta zo wa annabi Haggai sau na biyu a rana ta ashirin da huɗu ga wata cewa,
250215004a	“Ka faɗa wa Zerubbabel gwamnan Yahuda cewa zan girgiza sammai da ƙasa.
25021600bf	Zan hamɓarar da gadajen mulki in kuma ragargaza ƙarfin ƙasashen al’ummai. Zan tumɓuke kekunan yaƙi da mahayansu; dawakai da mahayansu za su mutu, kowane ta wurin takobin ɗan’uwansu.
25021700d7	“‘A wannan rana,’ in ji Ubangiji Maɗaukaki, ‘Zan ɗauke ka, bawana Zerubbabel ɗan Sheyaltiyel,’ in ji Ubangiji, ‘in kuma maishe ka kamar zoben hatimi, gama na zaɓe ka,’ in ji Ubangiji Maɗaukaki.”
2600000008	Zakariya
2601010079	A wata na bakwai na shekara ta biyu ta mulkin Dariyus, maganar Ubangiji ta zo wa annabi Zakariya ɗan Berekiya ɗan Iddo.
260102002c	“Ubangiji ya yi fushi sosai da kakanninku.
26010300b2	Saboda haka ka gaya wa mutanen, ga abin da Ubangiji Maɗaukaki ya ce, ‘Ku komo gare ni,’ in ji Ubangiji Maɗaukaki, ‘ni kuma zan komo gare ku,’ in ji Ubangiji Maɗaukaki.
26010400ed	Kada ku zama kamar kakanninku, waɗanda annabawa na dā suka ce musu, ga abin da Ubangiji Maɗaukaki ya ce, ‘Ku juya daga mugayen hanyoyinku da mugayen abubuwan da kuke yi.’ Amma ba su saurara ba, ko ma su kula da ni, in ji Ubangiji.
2601050044	Yanzu ina kakanninku suke? Annabawan kuma fa, sun rayu har abada ne?
2601060107	Amma maganata da dokokina da na umarta ta wurin bayina annabawa fa, ashe, ba su tabbata ba a kan kakanninku? “Sa’an nan suka tuba suka ce, ‘Ubangiji Maɗaukaki ya yi mana daidai abin da hanyoyinmu suka cancanci mu samu, kamar dai yadda ya yi niyya yi.’”
26010700a8	A rana ta ashirin da huɗu ga watan goma sha ɗaya, wato, watan Shebat, a shekara ta biyu ta Dariyus, maganar Ubangiji ta zo wa annabi Zakariya ɗan Berekiya ɗan Iddo.
26010800dd	Da dare, na ga wahayi, a gabana kuwa ga mutum a kan jan doki! Yana tsaye a cikin itatuwa masu furanni, a bayansa a cikin itatuwan ci-zaƙi, a bayansa kuwa akwai dawakai masu ruwan ja, ruwan ƙasa-ƙasa da kuma ruwan fari.
2601090091	Sai na yi tambaya na ce, “Mene ne waɗannan ranka yă daɗe?” Mala’ikan da yake magana da ni ya amsa ya ce, “Zan nuna maka mene ne su.”
26010a007e	Sai mutumin da yake tsaye cikin itatuwan ci-zaƙin ya yi bayani cewa, “Su ne waɗanda Ubangiji ya aika ko’ina a duniya.”
26010b0090	Sai suka ce wa mala’ikan da yake tsaye cikin itatuwan ci-zaƙin, “Mun ratsa ko’ina a duniya, sai muka ga duniya duka tana zaman lafiya.”
26010c00cc	Sa’an nan mala’ikan Ubangiji ya ce, “Ya Ubangiji Maɗaukaki, har yaushe za ka ci gaba da ƙi nuna wa Urushalima da kuma garuruwan Yahuda jinƙai, waɗanda kake fushi da su shekarun nan saba’in?”
26010d0071	Sai Ubangiji ya yi wa mala’ikan da ya yi magana da ni magana da kalmomi masu daɗi da kuma masu ta’azantarwa.
26010e0099	Sai mala’ikan da yake magana da ni ya ce, “Ka yi shelar maganan nan, ga abin da Ubangiji Maɗaukaki ya ce, ‘Ina kishi domin Urushalima da Sihiyona,
26010f0078	amma ina fushi da ƙasashen da suke ji suna zaman lafiya, na ɗan yi fushina kawai, amma sai suka ƙara musu masifar.’
26011000b9	“Saboda haka, ga abin da Ubangiji ya ce, ‘Zan komo Urushalima da jinƙai, a can ne za a sāke gina gidana. Za a kuma miƙe ma’auni a bisa Urushalima,’ in ji Ubangiji Maɗaukaki.
26011100c0	“Ci gaba da yin shela, ga abin da Ubangiji Maɗaukaki ya ce, ‘Garuruwana za su sāke kwarara da wadata, Ubangiji kuma zai sāke yi wa Sihiyona ta’aziyya, yă kuma zaɓi Urushalima.’”
260112003c	Sa’an nan na dubi sama a gabana kuwa sai ga ƙahoni huɗu!
26011300b7	Na tambayi mala’ikan da yake mini magana, na ce, “Mene ne waɗannan?” Ya amsa mini ya ce, “Waɗannan su ne ƙahonin da suka watsar da Yahuda, Isra’ila da kuma Urushalima.”
2601140035	Sa’an nan Ubangiji ya nuna mini maƙera guda huɗu.
260115013b	Na yi tambaya na ce, “Mene ne waɗannan suke zuwa yi?” Ya amsa ya ce, “Waɗannan ne ƙahonin da suka watsar da Yahuda har ba wanda yake iya ɗaga kansa, amma maƙeran sun zo don su tsorata su su kuma saukar da ƙahonin ƙasashen nan waɗanda suka ɗaga ƙahoninsu gāba da ƙasar Yahuda don su warwatsa ta.”
260201004f	Sa’an nan na ɗaga kai sai na ga mutum a tsaye riƙe da ma’auni a hannunsa!
2602020087	Sai na yi tambaya, na ce, “Ina za ka?” Ya amsa mini ya ce, “Zan je in auna Urushalima, in ga yadda fāɗinta da tsawonta suke.”
2602030055	Sai mala’ikan da yake yi mini magana ya tafi, sai wani mala’ika ya zo ya same shi
26020400a3	ya ce masa, “Yi gudu, gaya wa saurayin can cewa, ‘Urushalima za tă zama birni marar katanga domin mutane da dabbobi masu yawa ƙwarai za su kasance a cikinta.
2602050062	Ni da kaina ne zan zama katangar wuta kewaye da birnin, in kuma zama darajarta,’ in ji Ubangiji.
260206007d	“Zo! Zo! Ku gudu daga ƙasar arewa,” in ji Ubangiji, “gama na warwatsa ku a kusurwoyi huɗu na sama,” in ji Ubangiji.
2602070047	“Zo, ya ke Sihiyona! Ku tsere, ku masu zama a cikin Diyar Babilon!”
26020800a8	Gama ga abin da Ubangiji Maɗaukaki ya ce, “Bayan ya ɗaukaka ni, ya kuma aiko ni ga ƙasashen da suka washe ku gama duk wanda ya taɓa ku ya taɓa ƙwayar idonsa ne.
260209007d	Ba shakka zan tā da hannuna a kansu domin bayinsu su washe su. Sa’an nan za ku san cewa Ubangiji Maɗaukaki ne ya aiko ni.
26020a0067	“Ki yi sowa ki yi murna, ya ke Diyar Sihiyona. Gama ina zuwa, zan zauna a cikinki,” in ji Ubangiji.
26020b00aa	“Ƙasashe da yawa za su haɗa kai da Ubangiji a ranan nan, za su kuma zama mutanena. Zan zauna a cikinku, za ku kuma san cewa Ubangiji Maɗaukaki ne ya aiko ni gare ku.
26020c0066	Ubangiji zai gāji Yahuda a matsayin rabonsa a cikin ƙasa mai tsarki zai kuma sāke zaɓi Urushalima.
26020d005f	Ku yi tsit a gaban Ubangiji, dukanku’yan adam, gama ya taso daga wurin zamansa mai tsarki.”
260301008b	Sa’an nan ya nuna mini Yoshuwa babban firist a tsaye a gaban mala’ikan Ubangiji, Shaiɗan kuma yana tsaye a damansa don yă tuhume shi.
26030200cd	Ubangiji ya ce wa Shaiɗan, “Ubangiji ya tsawata maka, Shaiɗan! Ubangiji wanda ya zaɓi Urushalima, ya tsawata maka! Ashe, mutumin nan ba shi ne sandar da take ƙonewa da aka ciro daga cikin wuta ba?”
2603030053	Yanzu an sa wa Yoshuwa tufafi masu dauda sa’ad da yake tsaye a gaban mala’ikan.
26030400b2	Mala’ikan ya ce wa waɗanda suke tsaye a gabansa, “Ku cire masa tufafinsa masu dauda.” Sai ya ce wa Yoshuwa, “Duba, na ɗauke zunubanka, zan sa maka tufafi masu tsada.”
26030500a2	Sai na ce, “Sa masa rawani mai tsabta a kansa.” Aka sa masa rawani mai tsabta a kansa aka kuma sa masa tufafi yayinda mala’ikan Ubangiji yake tsaye a wurin.
2603060036	Mala’ikan Ubangiji ya yi wa Yoshuwa wannan gargaɗi.
26030700ec	“Ga abin da Ubangiji Maɗaukaki ya ce, ‘In za ka yi tafiya a hanyoyina ka kuma kiyaye abubuwan da nake so, za ka zama shugaban haikalina, ka kuma lura da ɗakunan shari’ata, zan kuma ba ka wuri cikin waɗannan da suke tsaye a nan.
260308009f	“‘Ka saurara, ya babban firist Yoshuwa, kai da abokanka da suke zaune a gabanka, ku da kuke alamun abubuwan da za su zo. Zan kawo bawana, wanda yake Reshe.
26030900c4	Dubi dutsen da na ajiye a gaban Yoshuwa! Akwai idanu bakwai a kan wannan dutse guda, zan kuma yi rubutu a kansa,’ in ji Ubangiji Maɗaukaki, ‘zan kuma kawar da zunubin ƙasan nan a rana ɗaya.
26030a0090	“‘A wannan rana kowannenku zai gayyaci maƙwabcinsa yă zauna a ƙarƙashin itacen inabi da kuma na ɓaure,’ in ji Ubangiji Maɗaukaki.”
260401006d	Sai mala’ikan da ya yi magana da ni ya komo ya farkar da ni, kamar yadda ake farkar da mutum daga barcinsa.
26040200b5	Ya tambaye ni ya ce, “Me ka gani?” Na amsa, na ce, “Na ga wurin ajiye fitilan zinariya da kwano a kai, da kuma fitilu bakwai a kansa, da butocin kai wa fitilu mai guda bakwai.
260403006b	Akwai kuma itatuwan zaitun guda biyu a gefensa, ɗaya a gefen dama na kwanon ɗaya kuma a gefen hagunsa.”
260404005d	Na tambayi mala’ikan da ya yi magana da ni na ce, “Mene ne waɗannan, ranka yă daɗe?”
2604050066	Sai ya amsa ya ce, “Ba ka san mene ne waɗannan ba?” Na amsa, na ce, “A’a, ranka yă daɗe.”
260406009e	Sai ya ce mini, “Wannan ce maganar Ubangiji ga Zerubbabel. ‘Ba ta wurin ƙarfi ba, ko ta wurin iko, sai dai ta wurin Ruhuna,’ in ji Ubangiji Maɗaukaki.
26040700e0	“Kai mene ne, ya babban dutse? A gaban Zerubbabel za a rushe ka ka zama fili. Sa’an nan Zerubbabel yă kawo dutsen da ya fi kyau, a kuma yi ta sowa ana cewa, ‘Allah yă yi masa albarka! Allah yă yi masa albarka!’”
2604080020	Sai maganar Ubangiji ta zo mini,
26040900aa	“Hannuwan Zerubbabel sun kafa harsashin haikalin nan; hannuwansa ne kuma za su gama ginin. Sa’an nan ne za ka san cewa Ubangiji Maɗaukaki ne ya aiko ni zuwa wurinka.
26040a00cb	“Wa ya rena ranar ƙananan abubuwa? Mutane za su yi murna sa’ad da suka ga igiyar gwaji a hannun Zerubbabel. “Waɗannan guda bakwai ɗin su ne idanun Ubangiji, masu jujjuyawa cikin dukan duniya.”
26040b0082	Sai na tambaye shi na ce, “Mene ne waɗannan itatuwan zaitun guda biyu tsaye a hagu da kuma daman wurin ajiye fitilan fitilu?”
26040c0088	Na sāke tambaye shi na ce, “Mene ne waɗannan rassa biyun nan na zaitun a gefen bututu biyu na zinariya da suke zuba man zinariya?”
26040d0059	Ya amsa ya ce, “Ba ka san mene ne waɗannan ba?” Na ce, “A’a, ranka yă daɗe.”
26040e005e	Sai ya ce, “Waɗannan su ne biyun da aka shafe don su yi wa Ubangiji dukan duniya hidima.”
260501003f	Na sāke dubawa sai ga naɗaɗɗen littafi mai firiya a gabana!
26050200a8	Sai ya tambaye ni ya ce, “Me ka gani?” Sai na amsa na ce, “Na ga naɗaɗɗen littafi mai firiya, tsawonsa ƙafa talatin da fāɗinsa kuma ƙafa goma sha biyar.”
26050300dc	Sai ya ce mini, “Wannan ce la’anar da za tă ratsa dukan ƙasar; gama bisa ga abin da ya ce a gefe ɗaya, za a kawar da kowane ɓarawo, kuma bisa ga abin da ya ce a ɗaya gefen za a kawar da duk mai rantsuwar ƙarya.
26050400b3	Ubangiji Maɗaukaki ya ce, ‘Zan aika shi, zai shiga gidan ɓarawo, da gidan mai rantsuwar ƙarya da sunana. Zai kasance a gidansa yă hallaka gidan da katakon da duwatsun.’”
260505006f	Sai mala’ikan da yake mini magana ya zo gaba ya ce mini, “Duba ka gani ko mene ne wannan da yake fitowa.”
2605060092	Na tambaya na ce, “Mene ne?” Ya amsa ya ce, “Kwando ne na awo.” Ya ƙara da cewa, “Wannan shi ne laifin mutanen a duk fāɗin ƙasar.”
260507003f	Sa’an nan aka ɗaga murfin dalman, a ciki kuwa ga mace zaune!
260508006f	Ya ce, “Wannan mugunta ce,” ya kuma tura ta cikin kwandon ya rufe da murfin dalman, ya kuma danna da dutse.
260509008d	Na ɗaga idona sama, sai ga mata biyu a gabana, iska tana hura fikafikansu! Suna da fikafikai kamar na shamuwa, suka kuma ɗaga kwandon sama.
26050a004f	Na tambayi mala’ikan da yake magana da ni na ce, “Ina za ku kai kwandon?”
26050b0076	Ya amsa ya ce, “Zuwa ƙasar Babiloniya don a gina masa haikali. Sa’ad da aka gama ginin, za a ajiye shi a ciki.”
260601007b	Na sāke ɗaga kai sama, sai ga kekunan yaƙi guda huɗu a gabana suna fitowa tsakanin duwatsu guda biyu, duwatsun tagulla!
2606020049	Karusa ta farko tana da jajjayen dawakai, ta biyu kuma baƙaƙen dawakai,
2606030066	ta ukun farare dawakai, ta huɗu kuma dawakai masu ɗigo-ɗigo a dukan jikinsu, dukansu kuwa ƙarfafa.
2606040060	Sai na tambayi mala’ikan da yake magana da ni na ce, “Mene ne waɗannan, ranka yă daɗe?”
2606050080	Mala’ikan ya amsa mini ya ce, “Waɗannan su ne ruhohi huɗu na sama, waɗanda suka fito daga wurin Ubangiji na dukan duniya.
26060600a8	Wannan mai baƙaƙen dawakai zai nufi wajen ƙasar arewa, mai fararen dawakai zai nufi wajen yamma, sai kuma mai dawakai masu ɗigo-ɗigo a jiki zai nufi wajen kudu.”
2606070096	Da ƙarfafa dawakan suka fito, sai suka yi marmari su ratsa dukan duniya. Sai ya ce, “Ku ratsa dukan duniya!” Saboda haka suka ratsa dukan duniya.
260608006d	Sai ya kira ni ya ce, “Duba, waɗanda suka nufi wajen ƙasar arewa sun ba wa Ruhuna hutu a ƙasar arewa.”
2606090023	Maganar Ubangiji ta zo mini, ta ce,
26060a009e	“Ka karɓi azurfa da zinariya daga masu zaman bauta Heldai, Tobiya, Yedahiya, waɗanda suka iso daga Babilon. A ranar kuma ka je gidan Yosiya ɗan Zefaniya.
26060b0066	Ka ɗauki azurfar da zinariyar ka yi rawani, ka ɗora shi a kan babban firist, Yoshuwa ɗan Yehozadak.
26060c008d	Ka ce masa ga abin da Ubangiji Maɗaukaki ya ce, ‘Ga mutumin da sunansa ne Reshe, zai kuma ratse daga inda yake yă gina haikalin Ubangiji.
26060d00c4	Shi ne zai gina haikalin Ubangiji, za a kuma martaba shi da daraja, zai kuma zauna yă yi mulki a kan kursiyinsa. Zai zama firist a kan kursiyinsa. Kuma a tsakanin biyun za a sami zaman lafiya.’
26060e0067	Za a ba Heldai, Tobiya, Yedahiya da kuma Hen ɗan Zefaniya kamar abin tunawa a cikin haikalin Ubangiji.
26060f00bf	Waɗanda suke nesa za su zo su taimaka gina haikalin Ubangiji, za ku kuma san cewa Ubangiji Maɗaukaki ne ya aiko ni gare ku. Wannan zai faru in kuka yi biyayya sosai ga Ubangiji Allahnku.”
260701007a	A shekara ta huɗu ta Sarki Dariyus, maganar Ubangiji ta zo wa Zakariya a rana ta huɗu ta watan tara, wato, watan Kisleb.
260702005d	Mutanen Betel sun aika Sharezer da Regem-Melek, tare da mutanensu su nemi tagomashin Ubangiji
26070300a4	ta wurin tambayar firistocin da kuma annabawan gidan Ubangiji Maɗaukaki, “Ko ya kamata in yi makoki da azumi a wata na biyar, yadda na yi a shekaru masu yawa?”
2607040031	Sai maganar Ubangiji Maɗaukaki ta zo mini ta ce,
26070500b7	“Ka tambayi dukan mutanen ƙasar da firistoci cewa, ‘Sa’ad da kuka yi makoki da azumi a wata na biyar da na bakwai dukan shekaru saba’in nan, a ainihi saboda ni kuka yi azumi?
2607060041	Kuma sa’ad da kuke ci kuke sha, ba kanku kuke yi wa shagali ba?
26070700de	Ashe, ba kalmomin da Ubangiji ya faɗi ke nan ta bakin annabawan farko ba sa’ad da Urushalima da garuruwan da suke kewaye da ita suke hutawa, suke cikin wadata, akwai kuma mutane a Negeb da yammancin gindin tuddai?’”
2607080034	Sai maganar Ubangiji ta sāke zuwa wa Zakariya cewa,
2607090069	“Ga abin da Ubangiji Maɗaukaki ya ce, ‘Ku yi shari’ar gaskiya; ku nuna jinƙai da tausayi ga juna.
26070a006d	Kada ku danne gwauruwa ko maraya, baƙo ko talaka. A cikin zuciyarku kada ku yi mugun tunani game da juna.’
26070b0057	“Amma suka ƙi su saurara; da taurinkai suka juya bayansu suka kuma toshe kunnuwansu.
26070c00da	Suka taurare zukatansu kamar dutse, suka ƙi jin abin da doka ko kuma maganar Ubangiji Maɗaukaki take faɗi wadda ya aika ta wurin Ruhunsa ta wurin annabawan farko. Saboda haka Ubangiji Maɗaukaki ya ji fushi ƙwarai.
26070d0081	“‘Sa’ad da na yi kira, ba su saurara ba; saboda haka sa’ad da suka kira, ba zan saurara ba,’ in ji Ubangiji Maɗaukaki.
26070e00c7	‘Na warwatsar da su da guguwa a cikin dukan ƙasashe, inda suka zama baƙi. Aka bar ƙasar ta zama kango bayansu, da har ba mai shiga ko fita. Haka suka sa ƙasan nan mai daɗi ta zama kango.’”
2608010032	Maganar Ubangiji Maɗaukaki ta sāke zuwa gare ni.
