2800000007	Mathayi
3002130093	Kikuma, mu nzila ya mitsiku, yenina meni-meni wafwa, kikuma kya mitsiku, ndangu yizingila mwena Nzambi. Bákhoka ha kitakani hakimosi yi Kidisitu:
30021400ce	ka meni ku hika mbati zinga, kaasi Kidisitu wubati zinga mwena meni; luzingu lwama lwa kimutu, yisilwa zingila mu lukwikilu lwa Mwana wa Nzambi wuna wánzola amana wáditambika yandi-meni kikuma kya meni.
3002150086	Ndosizoku khenda za Nzambi; mukuma, yuka ni masonga bisima bongila kikuma kya mitsiku, bubati songila ni Kidisitu mu phamba káfwila.
300301008d	Bisi Ngalati, lwenina hanga batu bakondi mayedi! Nati wuluhuni? Kinga, bálumenikina mboti-mboti buna bamukhokila Yesu Kidisitu ha kitakani.
30030200ab	Tala mana nzodi mu kuzaya lwesi kwena benu: lwákulwamikina Kitembu wa Nzambi, kikuma kya kuzitisa mitsiku ho kikuma kya buna lwáyuka yi kukwikila mu Musamu wa Bukheti?
300303006c	Disongidila ni lukondi mayedi? Kunima dya kuyandika mu Kitembu, hanga lwendi vutuka hika mu mambu ma musuni?
3003040052	Mambu moosu mana lwámona, mu phamba lwámonama? Bufwaniku ni bwakala mu phamba!
30030500cd	Wuna wisi luheka Kitembu, wisi hanga phi bidimbu bya biphadi ha kati dya benu, kisibya hangila kikuma kya buna lwisi zitisa mitsiku ho kikuma kya buna lwáyuka, lwákwikila phi mwena Musamu wa lukwikilu?
300306006c	Hahana bázonzila kikuma kya Bulahami: «Kákwikila mwena Nzambi, hanga Nzambi wumumoni mutu wa masonga.»
300307004b	Zayenubwoku mboti: bana bisi zingila mu lukwikilu, benina bana ba Bulahami.
30030800cc	Masonuku phi, mu kumona theti ni Nzambi kabánungisa bana bakondi kala Bayuta kikuma kya lukwikilu, mátekila samuna Musamu wa Bukheti kwena Bulahami: «Makanda moosu basákumunama mu nzila ya ngeyi.»
300309006a	Mu phila ni babana bisi kwikila mwena Nzambi benina ba kusakumuna hakimosi yi Bulahami, mutu wa lukwikilu.
30030a00b4	Kikuma bana bisi yekamina ku mitsiku ba kusinga benina. Mukuma básonika bwabu: «Mutu wuna wakonda yekamina muna moosu mana básonika mu mukanda wa mitsiku, wa kusinga kenina.»
30030b00a6	Bwa kyedika bwenina ni ka mutu ku wanúnga ku thwala ya Nzambi mu nzila ya mitsiku, mukuma básonika bwabu: «Mutu wuna wenina wa masonga mu lukwikilu, kázinga.»
30030c007f	Kinga mitsiku myeku kima kimosi yi lukwikilu. Kaasi Masonuku mazonzini: «Wuna wasádila mikuku mina kazíngila muna myawu.»
30030d00a7	Kidisitu wádisinga yandi-meni ndangu katufutila pfuka ya kasuma kana kátunatina mitsiku. Mukuma básonika bwabu: «Wuna bakhokini ha kitakani kenina wa kusinga.»
30030e00c1	Ndangu, kwena bana bakondi kala Bayuta, lusakumunu luna kásila kwena Bulahami, lwáhanamina phi mwena Kidisitu Yesu. Amana twatambula betu boosu muna lukwikilu, Kitembu wuna kásila Nzambi.
30030f008e	Baphangi bama, yibonga mbandu ya luzingu lwa kosu kilumbu: tangwa bayukani batu bodi buna bufwani, kweku mutu wayíka dyambu holo kakátula.
30031000fa	Kinga bilangi básilabya kwena Bulahami yi butuka dyandi. Masonuku mázonzaku bwabu: «yi kwena bana ba butuka dyaku», hangambeti batu lawu bákala; kaasi mazonzi bwabu: «yi kwena mwana wa butuka dyaku», buna bubati zonzila mutu mosi, Kidisitu.
30031100f3	Tala buna nzodi kuzonza: kuyukana kuna kusalami kedi buna bufwani, kwena Nzambi kufwaniku hika kuzimuka kikuma kya mitsiku; mbatanana buna myisa mitsiku kunima ya mvula khama ya yi maku matatu, myawu phi myafwanaku kukatula kilangi kya Nzambi.
30031200aa	Mukuma wadi ni kimvwama kyátukaka ku mitsiku, wadi kikhaniku kwisila hika mu nzila ya kilangi; kinga mu nzila ya kilangi kásongila Nzambi khenda zandi kwena Bulahami.
3003130107	Khiwawu amana mupfunu wa mitsiku? Mitsiku báyikilamya kikuma kya kuzayikisa mambu mana kisiku zola Nzambi; yikuna kakwísila mutekulu wa Bulahami wuna kásila kilangi. Banzyo báyadikisa mitsiku meni myamina kwena batu mu nzila ya mukhundingisi mosi, Moyize.
3003140070	Kinga mukhundingisi meni wuna kenina ha kati dya batu balawu, kaasi kikuma kya kilangi, yandi-meni Nzambi lwesi.
30031500bc	Disongidila ni mitsiku mibati tendisa bilangi bya Nzambi? Bwalendakanaku! Wadi ni mitsiku mya kalaka yi ngolu za kuhana luzingu kwena batu, wadi masonga mu nzila ya mitsiku makala kwisila.
30031600be	Kaasi Masonuku mazimbudi ni tsi yosu yikwatami ku ngolu za disumu, ndangu kabu dina kásila Nzambi báhanadya kwena batu bana bakwikidini kikuma kya lukwikilu lwa bawu mwena Yesu Kidisitu.
3003170078	Hana khaniku lwisa lukwikilu, mitsiku myakala tukwata hanga bakwa boloku, kuhingila ni lukwikilu meni lwaluna lwamonika.
300318006e	Yihana ni mitsiku myákala hanga tsinzidi wetu yi kuna kukwisa kwa Kidisitu, ndangu batunungisa mu lukwikilu.
3003190044	Bwosu lwisa lukwikilu, thweku hika mu moku ma tsinzidi meni yanduna.
30031a0059	Mukuma benu boosu lwekina bana ba Nzambi mu nzila ya lukwikilu lwenu mwena Kidisitu Yesu.
30031b0048	Benu boosu babana lwátambula mbotika ya Kidisitu, lwávwata Kidisitu.
30031c00c1	Heku hika keti Muyuta, keti wuna kondi kala Muyuta, heku hika keti muhika, keti mutu wa kiphwanza, heku hika keti yakala, keti mukhetu, mukuma benu boosu, lwenina mutu mosi mwena Kidisitu Yesu.
30031d0088	Amana ho benu lwakala batu ba Kidisitu, disongidila ni lwenina phi butuka dya Bulahami, yihana ni lwenina baswana bwosu kyenina kilangi.
3004010086	Amana tala buna nzodi yizimbula: tangwa dyosu dina kenina swana wa khunda, kaswaswaniku yi muhika, mbatanana kenina mukwa byawu byosu.
300402007e	Kafeti lemvuka kwena batu bana bisi mutsasa, babana bisi sweka bima byandi yikuna dyalúngila tangwa dina kásya tata wandi.
3004030065	Phila mosi phi yi betu, tangwa twákala bana bakhunda, twákala bahika ba ngolu za bitembu bya tsi.
3004040096	Kaasi ha dyálungila tangwa dina kásya, Nzambi wátuma Mwana wandi: kábutuka kwena mukhetu mosi amana kakala phi mu sina dya mitsiku mya Bayuta,
3004050072	ndangu kalenga balubula babana bákala mu luyalu lwa mitsiku, twalenga bongila tsatsudi ya kukala bana ba Nzambi.
3004060090	Amana mu kusongila ni mukyedika bana bandi lwenina; Nzambi wáhitika muna mbundu yetu Kitembu wa Mwana wandi, wuna wisi kalunga: «Aba! Tata!»
3004070070	Yihana ni weku hika muhika kaasi mwana; amana yuka ni mwana wenina, wenina phi swana, mu mana matadidini Nzambi.
3004080087	Mu tangwa dya khulu lwámuzayaku Nzambi, amana lwákala bahika ba bitembu bina byákalaku banzambi, kinga mu kyedika, beku banzambi.
30040900bd	Kaasi buthwena lumuzayini Nzambi, -kondilo, luzayakani kwena Nzambi-, Abweti hika lwavútwakila bitembu bina byakonda ngolu, byakonda kala mupfunu? Luzodi phi ni lwakituka bahika ba byawu?
30040a003d	Lwisi simbulula mboti-mboti bilumbu, ngonda, tsungi yi mvula!
30040b003f	Bweya yenina bwawu mu kudiheka phasi za phamba kikuma kya benu.
30040c0079	Kalenu hanga meni, kikuma meni phi yíkituka hanga benu. Yilubokwadidibwa, baphangi bama. Lwáphangaku keti mbi yimosi.
30040d004f	Luzayibwa ni kikuma kya kimbefu yílulongila Musamu wa Bukheti mbala ya theti.
30040e0092	Mbatanana kimbefu kya lutu lwama, benu lwámbengaku, lwámbwisaku phi, kaasi lwángyamba hanga wanzyo mosi wa Nzambi, holo hanga Yesu Kidisitu.
30040f0094	Amana ku biki lwasya kyesi kyenu kina? Mukuma ha mbati luheka kimbangi kyaki ni wadi bwalendakana, wadi lwakhana katula mesu menu ndangu lwaphekama!
300410004a	Amana buthwena, khituki mbeni wenu kikuma kya buna yiluzimbwadini kyedika?
3004110078	Tsambu ya batu babana yeku ya bukheti kikuma kya benu; bazodi lwesi ni baluhambula yi meni ndangu lwadihomba kwena bawu.
3004120069	Bulungi ni lwabasa yi tsambu za bukheti mu matangwa moosu, ka kikuma ku lwesi kya buna yisi kala yi benu.
3004130069	Bana bama, benu yisi yukila hika misongu mya kubuta, mina myatúla yi kuna lwakítukila hanga Kidisitu.
3004140082	Nzodi buthwena yikala ha kati dya benu ndangu yilenga luzonzila mu mutindu wahika. Mukuma, mboniku buna yihánga kikuma kya benu.
300415006f	Nzimbwalenuti, benu lwisi tonda kukala ku sina dya mitsiku: lwisiku yuka buna mibati zimbula mitsiku meni mina?
300416007e	Kikuma, bwabu bázimbula ni Bulahami kábuta bana boodi, mosi yi muhika, Akadi, mukwawu, kwena mukhetu wandi wa longu, Sala.
30041700a2	Kaasi mwana wuna kábuta yi muhika kábutuka bwosu buna bwisi butuka mwana wosu; kaasi wuna kábuta yi mukhetu wandi wa longu kábutuka mu kilangi kya Nzambi.
30041800b4	Mbandu za mbuta zenina muna mambu mana: mukuma bakhetu meni babana babati songila bulunda bwodi. Bumosi, bwabuna bwa ha mongu wa Sinayi yi Akadi; hanga wubuti lwesi bana ba kihika.
300419008e	Kinga Akadi, yandi mongu wa Sinayi kuna Alabiya; amana lelu, wufwanakani yi mbanza ya Yelusalemi, mukuma mu kihika yenina yi bana bandi boosu.
30041a004e	Kaasi Yelusalemi dina dya ku zilu dyeku mu kihika, amana phi yandi ngudi wetu.
30041b00f7	Kikuma masonuku mazimbudi bwabu: «Zatuka, ngeyi mukhetu yandu wakonda buta! Sika biyekiyeki, ngeyi wakonda yuka misongu mya kubutila! Mukuma, bana ba mukhetu wuna bálosila bahitakani lawu kuluta babana ba mukhetu wuna wenina yi yakala dyandi.»
30041c004b	Kwena benu, baphangi bama, lwenina bana ba kilangi kya Nzambi hanga Yizaki.
30041d00c1	Kaasi bwosu bwákala mbala yikwawu, mwana wuna wábutukila bwosu bwisi butuka mwana wosu kakala yangisa wuna wábutukila bwosu kyenina Kitembu kya Nzambi. Bwabuna bubati salama phi buthwena.
30041e009b	Kaasi biki mazonzi Masonuku? Bwabu: «Mukula muhika yi mwana wandi; mukuma, mwana muhika kalungiku mu kukala swana hakimosi yi mwana wa mukhetu wa longu.»
30041f0053	Yibwana, baphangi bama, betu thweku bana ba muhika, kaasi bana ba mukhetu wa longu.
3005010082	Kidisitu watulubula kedi mu kihika ndangu katuheka kiphwanza. Zyamenu mboti, amana ludivutulaku hika ku sina dya muteti wa kihika.
3005020074	Yukenu! Meni Pholu, mukyedika mbati luzimbwala bwabu: ho lwadiyotisisa, Kidisitu kakálaku hika mupfunu kwena benu.
3005030073	Amana thambwasibwa hika kwena mutu wosu wuna wuzodi ni kadiyotisisa: kenina yi pfuka ya kulemvuka ku mitsiku myosu.
300504008b	Benu lwisi sanda ni lwadinungisaka ku mesu ma Nzambi, mu nzila ya mitsiku, bahakuka lwenina yi Kidisitu; lwatámbulazoku khenda za Nzambi.
30050500c8	Kwena betu, thwisi sya kivuvu kyetu kyosu mwena Nzambi, wuna watúkitula batu ba masonga ku mesu mandi; yibwana thwisi hingila, mu ngolu za Kitembu Kyatoma wuna wisi sala mu nzila ya lukwikilu lwetu.
30050600a4	Mukuma, mwena Kidisitu Yesu, kima kilutini mupfunu kyeku ni kukota mukhanda holo ngulungu: Kima kilutini mupfunu, kyenina lukwikilu luna lwisi monikina mu lungongu.
300507004f	Lwakala takalala kwenu mboti! Nati wulukandisini ndangu lulemvukaku ku kyedika?
300508003e	Kukwikisa meni kwakuna kutukiku kwena Nzambi wuna wisi lutela.
300509005e	Bwosu bisi zonza: «Muvimbu wa mapha wuna wisi thutumuna kithoba kyosu, wa khunda wisi kala».
30050a00e9	Yihana yisi sila mbundu mwena Pfumu kikuma kya mambu mana malutadidini: yenina yi kikumbwala ni lwabánzaku hika mu mutindu wahika wuna wuswaswani yi wuna wa meni. Kaasi mutu wuna wisi luvwadingisa, kakala nani, katámbulaya ndola.
30050b00be	Kwena meni, baphangi, yuka ni yilongaka hika kukota kwa mukhanda; kikuma kya biki bisi ndyokwana hika? Yuka yibwabuna dyenina, kusamuna mambu matadi kitakani meku hika kisinza kya kubwisisa.
30050c0060	Yambulenu babana babati luvwadingisa, benda hika kyana mu mambu ma bawu: badizotununa hika lawu!
30050d00cb	Kaasi benu baphangi, bálutela lwazingila mu kiphwanza. Kima kimosi lwesi, kiphwanza kina kiluhekaku nzila ya kuzingila mu lutu. Kaasi, yambulenu lungongu lwaludyatisa ndangu lwadisadisaka benu yi benu.
30050e0065	Mukuma mitsiku myosu myálungila kedi muna ndinga yimosi: «Wazóla khunda waku hanga ngeyi-meni.»
30050f005f	Kaasi yukani lwadilunzaka holo lwadivukulaka benu yi benu, kebenu lwadizanga nana benu yi benu.
300510005d	Nzodi yiluzimbwala: yambulenu Kitembu kaludyatisa ndangu lulemvukaku hika ku nzoluka ya lutu.
30051100fa	Mukuma lutu lwenina yi nzoluka yandi yina yisi tendana yi nzoluka ya Kitembu, amana Kitembu kenina yi nzoluka yandi yina yibati tendana yi yina ya lutu: lutu yi Kitembu bisi tendana bawu bodi; mu phila ni lulendaku mu kulungisa mana luzodi mu kusala.
3005120043	Kaasi yukani Kitembu wuludyatisini, lweku hika ku sina dya mitsiku.
3005130040	Kinga mihangu mya lutu myisi monika: mbongi, mvindu, kisakasaka,
300514009a	kufukamina banzambi ba biteki, kiloki, tsita, batu kudimenga bawu yi bawu, kiphala, khabu, kudimonikisa ku thwala batu, kudihambula mu bimvuka yi ngyengu,
30051500c4	kuzoluka, kuzela malafu, kudya kwa pfita, yi mambu mahika ma lawu mambi. Yiluzimbwadini bwosu yitekila luzimbwala: batu babana bisi hanga mambu ma buna, bakálaku yi kizika mu Kipfumu kya Nzambi.
300516006f	Kaasi kibundu kya Kitembu kyenina: lungongu, kyesi, ngemba, kuvibidila, lutondu lwa bakwenu, buweti, lukwikilu,
300517004b	ndembamu, kukanga kwa mbundu. Heku mutsiku wubwisima mambu ma mutindu wuna!
300518006d	Amana babana benina mwena Kidisitu Yesu, bákhokalwa ha kitakani lutu yi mambu ma lwawu yi nzoluka ya lwawu.
300519003b	Yukani twazingilaka mu Kitembu, tudyatilenu phi mu Kitembu.
30051a0053	Tukatulenu kimvunya, tuyumanakaku betu yi betu, tuzolukakaku phi bima betu yi betu.
30060100a3	Baphangi bama, ho ni mutu mosi bamukwata mu kifu, benu lwisi zingila mu kitembu, muvutulenu mu nzila yi ndembamu yosu. Kaasi kebenu benu phi, lwabwanana mu kimeka.
3006020046	Natenu bizitu benu yi benu; yibwana lwalungisila mitsiku mya Kidisitu.
300603004c	Amana mutu wuna wisi divuninika, kinga keku yi kima, kisi dihuna yandi-meni.
300604006b	Kosu mutu katala miza mya yandi-meni; ndangu kamona yuka ni kyesi myamúheka. Kaasi kaditesaku yi mukwawu.
3006050029	Mukuma, kosu mutu kiyeka kyandi kanáta.
3006060053	Mutu wuna bisi longa Ndinga ya Nzambi, kakabisa bima byandi yi wuna wisiya mulonga.
3006070054	Luditotisaku, mukuma Nzambi bisiku museya. Kyosu kina kakuni mutu, kyakina kahéla.
30060800da	Wuna wisi kuna kikuma kya lutu lwa yandi-meni, kahéla phi bina lwisi buta lutu, disongidila lufwa; kaasi wuna wisi kuna kikuma kya Kitembu, kahéla phi bina kisi buta Kitembu, disongidila luzingu lwa mvula yi mvula.
3006090076	Tulembwaku mu kusala mambu mamboti; mukuma yuka ni tukatudiku kikesa, twahéla bibundu byetu muna tangwa dya bukheti.
30060a00a7	Yihana ni buna thwenina yi tangwa, tusadilenu kikuma kya mamboti ma batu boosu, kuluta kikuma kya mamboti ma batu babana thwenina bawu mu kimvuka kimosi kya lukwikilu.
30060b0043	Talenu tulamba twa bisona byabi yilusonikini ku koku dya meni-meni!
30060c00c0	Boosu bana bisi lulundika mu kukota mukhanda, babana bisi zola kudisongila ku thwala ya batu ni ba mboti benina. Kima kimosi lwesi bábwisa bawu, banyokukaku kikuma kya kitakani kya Kidisitu.
30060d009b	Kikuma bawu-meni bana bisi kota mukhanda, bisimyoku zitisa mitsiku; kaasi bisi zola ni benu lwakota mukhanda ndangu balenga ditsikisilaka mu lutu lwa benu.
30060e00be	Kwena meni, bwalendakanaku ni yisya lulendu lwama mu phamba yuka ni lweku mu kitakani kya Pfumu wetu Yesu Kidisitu. Mwamuna muna bákhokilaya tsi kikuma kya meni, hanga meni kikuma kya tsi.
30060f0071	Mukuma kima kilutini mupfunu, kyeku ni kukota mukhanda kondilo kukonda kota mukhanda, kaasi kubutuka mutu wa pha.
3006100075	Amana boosu bana balánda dilongi dyadi: ngemba yi khenda za Nzambi byakala kwena bawu bwosu mu Kiseledi kya Nzambi.
3006110067	Tukidila lelu, ka mutu ku kangyangisa; mukuma meni yenina yi bidimbu bya phasi za Yesu muna lutu lwama.
300612005c	Yambula khenda za Pfumu wetu Yesu Kidisitu zakala yi kitembu kyenu, baphangi bama. Abwabuna!
3100000005	Efesu
310101009d	Meni Pholu, thumwa wa Kidisitu Yesu, muna luzolu lwa Nzambi. Kwena bakwikidi ba Nzambi benina [ku Efesu]; babana básila mbundu, benina mwena Kidisitu Yesu:
310102004a	Yambula Nzambi Tata wetu yi Pfumu Yesu Kidisitu baluheka khenda yi ngemba!
3101030095	Lukumu kwena Nzambi, Tata wa Pfumu wetu Yesu Kidisitu! Yandi kátusakumuna muna lusakumunu lwosu lwa kitembu muna bizika bya mazilu, mwena Kidisitu.
3101040097	Mwena yandi, Nzambi wátusola ku thwala ya kuhangama kwa tsi, ndangu twakala batu ba Nzambi amana bakonda kifu ku mesu ma yandi. Muna lungongu lwandi,
3101050091	Nzambi wázenga tuka thama mu kutusola ni twakala hanga bana bandi ba kutsasa, muna nzila ya Yesu Kidisitu. Kázola bwabuna muna buweti bwandi;
3101060058	ndangu betu twalumisa khembu ya khenda zina kátuheka mwena Mwana wandi wuna watondama.
310107007c	Mwena Kidisitu, muna nzila ya menga mandi, twábongila luhulusu yi ndoluka ya masumu bwosu kwenina kuvula kwa khenda zandi.
310108004a	Bwabuna kátufwebwalaza mu kutuheka mudimu walungila yi ngangu zalungila.
310109006c	Wátusengwamina diswekamu dya dibanza dyandi dina kázenga tuka thama, muna buweti bwandi, mwena Kidisitu.
31010a00a3	Dibanza meni dina, kalungisa Nzambi mu tsuka ya matangwa, ditadidi kukhundikisa kwa bima byosu bina byenina mu zilu yi ha tsi amana wusibya mu kiyeka kya Kidisitu.
31010b00f4	Mwena yandi, twátambula ndambu ya kimvwama kyetu kina kátuzengila tuka thama; betu babana kátekila sola Nzambi tuka ku luyandiku, bwosu buna dyákala dibanza dya wuna wisi lungisa mambu moosu, bwosu buna lwenina lukanu lwa luzolu lwandi.
31010c0055	Tuzatulenu khembu ya Nzambi, betu babana twátekila sya kivuvu kyetu mwena Kidisitu!
31010d00cd	Mwena yandi, benu phi, tangwa lwáyuka musamu wa kyedika, Musamu wa Bukheti wuna wálunatina luhulusu, lwákwikila mwena Kidisitu; amana bálunamika kidimbu kya Kitembu Kyatoma wuna kálusila kilangi.
31010e0091	Kitembu meni wuna kenina thuka ya kuvwa kwetu; kithama kina dyakútumukina mu kimakulu kanda dya Nzambi. Hahana ni tuyimbilenu khembu ya Nzambi!
31010f0084	Yi hakana ni meni phi, buna yíyuka mu kuzonzila mambu matadidi lukwikilu lwenu mwena Pfumu Yesu yi lungongu lwenu kwena bakwikidi,
3101100052	yisiku lembwa muna lombilu lwama mu kuvutula matondu kwena Nzambi kikuma kya benu.
31011100a3	Amana ndombini kwena Nzambi wa Pfumu wetu Yesu Kidisitu, yandi wenina Tata wa khembu, kaluheka kitembu kya mudimu yi kina kya tsengumuka, ndangu lwalenga muzayila.
31011200b0	Ndombini phi kalutemuna mesu ma mbundu yenu ndangu lwabakisa mutindu wa kivuvu kina kyákangama ku mbila yandi, kuvwa kwa lawu kwa khembu yina kálusila hakati dya bakwikidi,
3101130090	yi kutoka kwa ngolu zandi zina zilutini kenina zawu kikuma kya betu babana thwisi kwikila. Ngolu meni zina kásongilaza muna ngolu zandi zoosu;
310114006d	tangwa kámufutumuna Kidisitu ha kati dya bafwa amana wumuzakadisi kuna koku dyandi dya kitata, muna mazilu.
31011500ac	Kidisitu wábonga kifulu hana thandu ya kipfumu kyosu, ngolu zoosu, hamu dyosu, luyalu lwosu yi khumbu yosu yina yisi tangama lwesi ha tsi haha yi muna tsi yina yakwísa.
3101160066	Nzambi wátulula byosu muna malu ma Kidisitu, wámuhana hanga Pfumu wa mbuta hana thandu ya Dibundu.
3101170079	Dibundu dyenina Lutu lwa Kidisitu; mwena yandi, mwamuna kisi zingila Nzambi wa muthu, yandi wábasisa byosu mwena boosu.
310201004f	Amana benu lwákala theti bafwa kikuma kya mbi zenu yi kikuma kya masumu menu.
31020200f3	Mwamuna lwakala dihana theti muna ndyatidi yenu ku luzingu lwa tsi yayi. Amana lwakala lemvwakila pfumu wa bitembu bya mbi byisi yala hakati kya tsi yi zilu. Kitembu meni wuna wubati hanga muhangu mwena batu babana bisiku lemvuka kwena Nzambi.
31020300dc	Betu boosu phi, twákala theti muna mukanzu wa batu babana, amana twakala zingila muna tsambu za mbi za kimutu kyetu yi kitembu kyetu. Amana, kikuma kya bifu byetu twátangamina mu pfundusu ya Nzambi hanga batu bahika.
3102040056	Kaasi kheni ya Nzambi yilutini kitesu, kikuma kya lungongu lwa mbuta luna kátutyela,
3102050098	amana betu bana twákala bafwa mu moya kikuma kya mitsoki myetu, yandi wátuvutula hika mu luzingu ha kimosi yi Kidisitu. Mu khenda luhulukidini benu.
3102060079	Nzambi kátufutumuna ku lufwa ha kimosi yi Kidisitu Yesu amana wátuzakadisa ha kimosi yi yandi muna bizika bya mazilu;
310207006d	ndangu kasongila, muna matangwa makwísa, buweti bwandi buna buhitini kitesu kwena betu mwena Kidisitu Yesu.
3102080087	Kikuma mu khenda za Nzambi lwáhulwakila benu, mu nzila ya lukwikilu. Luhulusu luna lutukiku kwena benu-benu, dyenina kabu dya Nzambi;
3102090045	ditukiku ku mihangu myenu, yi hana ni ka mutu ku wufwani kaditsikisa.
31020a009c	Mukuma betu thwenina bihangwa byandi; mwena Kidisitu Yesu twáhangamina, kikuma kya mihangu mya bukheti mina kátekila yidika Nzambi, ndangu twasadilamya.
