2800000007	Mattiyu
33020d008d	A lokacin da kuke matattu cikin laifofinku, a cikin rashin kaciyar ku ta jiki, ya rayar da ku tare da shi kuma ya yafe maku dukan laifofinku.
33020e006a	Ya share rubutattun basussukanku da ka'idodin da suke gaba da mu. Ya cire su duka ya kafa su a kan giciye.
33020f0067	Ya cire ikoki da sarautu. A fili ya falasa su ya shugabance su zuwa ga bukin nasara ta wurin giciyensa.
330210006c	Saboda haka, kada kowa ya shari'anta ku ta wurin ci ko sha, ko kuma sabon wata, ko game da ranakun Assabaci.
3302110050	Wadannan sune inuwar abubuwan da ke zuwa nan gaba, amma ainihin shi ne Almasihu.
33021200b9	Kada kowa wanda ke son kaskanci da sujadar mala'iku ya sharantaku ku rasa sakamakonku. Irin wannan mutum yana shiga cikin abubuwan da ya gani ya zama mai girman kai a tunaninsa na jiki.
330213008a	Ba ya hade da kai. Daga kan ne dukan jiki da gabobi da jijiyoyi ke amfani suna kuma hade tare; yana girma da girman da Allah yake bayarwa.
3302140061	In kun mutu tare da Almasihu ga ala'muran duniya, don me kuke rayuwa kamar kuna karkashin duniya:
330215002d	“Kada ku rike, ko ku dandana ko ku taba?”
3302160066	Dukan wadannan abubuwa karshen su lalacewa ne in ana amfani da su, bisa ga kaidodi da koyarwar mutane.
330217009c	Wadannan dokoki suna da hikima ta jiki irin ta addini da aka kago na kaskanci da kuma wahalar da jiki. Amma ba su da amfanin komai a kan abin da jiki ke so.
3303010078	Idan dai Allah ya tashe ku tare da Almasihu, ku nemi abubuwan da ke sama, inda Almasihu ke zaune a hannun dama na Allah.
3303020046	Yi tunanin a kan abubuwan da ke sama, ba a kan abubuwan da ke kasa ba.
3303030044	Gama ku kun mutu, ranku kuma yana boye tare da Almasihu cikin Allah.
330304006a	Sa'anda Almasihu ya bayyana, wanda shine ranku, sa'anan ku kuma zaku bayyana tare da shi cikin daukakarsa.
33030500a0	Ku kashe sha'awacce-sha'awaccen da suke a duniya - zina da fasikanci, rashin tsarki, muguwar sha'awa, mummunar buri, da kuma kwadayi, wadda shine bautar gumaka.
3303060046	Saboda wandannan abubuwa ne fushin Allah ke zuwa a kan marasa biyayya.
3303070048	A cikin wadannan abubuwa ne kuka yi rayuwa a da da kuke zauna a cikinsu.
3303080075	Amma yanzu dole ku kawar da wadannan - zafin rai, fushi, mugayen manufofi, zage-zage, da kazamar magana daga bakinku.
3303090045	Kada ku yi wa juna karya, domin kun tube tsohon mutumin da ayyukansa,
33030a0061	kun kuma yafa sabon mutum, wanda ake sabontawa cikin sani bisa ga surar wannan da ya hallice shi.
33030b00a4	A nan ne inda babu Baheline da Bayahude, mai kaciya da marar kaciya, bare, baubawa, ko Basikitiye, bawa ko yantacce, amma Almasihu shine duka, yana kuma cikin duka.
33030c007b	A matsayin ku na zababbun Allah, masu tsarki da kaunatattu sai ku yafa jinkai, ayyukan kirki, saukin kai, kamewa da hakuri.
33030d0079	Yi hakuri da juna. Ku yi wa juna alheri. Idan wani na da damuwa da wani, ku gafarta kamar yadda Ubangiji ya gafarta maku.
33030e0053	Fiye da wadanan abubuwa duka, ku kasance da kauna, wanda itace cikakkiyar kammalla.
33030f0073	Bari salamar Almasihu ta mallaki zukatanku. Sabili da wannan salama ce aka kiraye ku cikin jiki daya. Ku yi godiya.
33031000cb	Ku bar maganar Almasihu ta zauna a cikinku a yalwace. Da dukan hikima, ku koyar, ku kuma gargadi juna da zabura, wakoki, da wakokin yabo na ruhaniya. Kuna rairawa tare da godiya cikin zukatanku ga Allah.
330311007c	Kuma duk abin da zaku yi cikin magana ko aiki ku yi duka cikin sunan Ubangiji Yesu. Kuna yin godiya ga Allah Uba ta wurinsa.
3303120042	Mata, ku yi biyayya ga mazajenku, yadda yakamata a cikin Ubangiji.
3303130033	Mazaje, ku kaunaci matayenku, kada ku muzguna masu.
330314005e	Yaya, ku yi wa iyayen ku biyayya cikin dukan komai, domin wannan yana faranta wa Ubangiji rai.
3303150039	Ku Ubanni, kada ku cakuni 'ya'yanku domin kada su karaya.
33031600a6	Bayi, ku yi wa iyayengijinku na jiki biyayya cikin kowane abu, ba tare da bautan ganin ido ba don faranta wa mutane rai, amma da sahihiyar zuciya. Ji tsoron Ubangiji.
330317004c	Duk abin da kuke yi, ku yi aiki daga zuci domin Ubangiji ba domin mutane ba.
3303180065	Kun san cewa, zaku karbi sakamako na gado daga wurin Ubangiji. Domin Ubangiji Almasihu kuke bauta wa.
330319005e	Domin kowa ya yi rashin adalci zai karbi sakamakon rashin adalcin da ya yi, kuma babu son kai.
330401006e	Ku iyayengiji, ku ba bayinku abin ke daidai ya kuma dace garesu. Kun sani cewa ku ma, kuna da Ubangiji a sama.
3304020050	Ku cigaba da himmantuwa ga yin addu'a. Ku zauna a fadake cikin addu'a da godiya.
3304030088	Ku yi addu'a tare domin mu kuma, domin Allah ya bude kofa domin kalmar, a fadi asirin gaskiyar Almasihu. Don wannan ne nake cikin sarka.
3304040041	Ku yi addu'a domin in iya fadinsa daidai, yadda yakamata in fada.
330405004b	Ku yi tafiya da hikima game da wadanda suke a waje, ku yi amfani da lokaci.
3304060074	Bari maganarku ko yaushe ta zama ta alheri. Bari ta zama da dadin ji domin ku san yadda za ku amsa wa kowanne mutum.
3304070093	Game da abubuwan da nake ciki, Tikikus zai sanar maku da su. Shi kaunataccen dan'uwa, amintaccen bawa, shi abokin barantaka na ne a cikin Ubangiji.
3304080065	Na aike shi wurinku don wannan, domin ku iya sanin halin da muke ciki, don kuma ya karfafa zukatanku.
330409008b	Na aike shi tare da Onisimus, amintacce da kuma kaunataccen dan'uwa, wanda daya ne daga cikin ku. Za su gaya maku duk abin da ya faru anan.
33040a0083	Aristarkus, abokin sarka na, yana gaishe ku da Markus, dan'uwan Barnaba (wanda a kansa ne kuka sami umarni; in yazo, ku karbe shi),
33040b008c	da kuma Yesu wanda ake kira Yustus. Wadannan ne kadai daga cikin masu kaciya abokan aiki na domin mulkin Allah. Sun zama ta'aziya a gare ni.
33040c00a7	Abafaras na gaishe ku. Shi daya daga cikinku ne kuma bawan Almasihu Yesu ne. Kullum yana maku addu'a da himma, don ku tsaya cikakku da hakikancewa a cikin nufin Allah.
33040d0064	Gama ina shaidarsa a kan ya yi aiki da himma domin ku, domin wadanda ke Lawudikiya, da na Hirafolis.
33040e0030	Luka kaunataccen likita da Dimas suna gaishe ku.
33040f0051	Ku gai da 'yan'uwa dake a Lawudikiya, da Nimfa da ikilisiyar da ke cikin gidanta.
330410009c	Lokacin da aka karanta wannan wasika a tsakanin ku, sai a karanta ta kuma a cikin ikilisiyar Lawudikiya, ku kuma tabbata kun karanta wasika daga Lawudikiya.
3304110060	Ku gaya wa Arkibas, “Mai da hankali ga hidimar da ka karba cikin Ubangiji, don ka cika shi.”
3304120058	Wannan gaisuwa da hannu na ne - Bulus. Ku tuna da sarka na. Alheri ya tabbata a gare ku.
340000000f	1 Tessalonikawa
3401010089	Bulus, Sila, da Timoti zuwa ga Ikilisiyar Tassalonikawa cikin Allah Uba da Ubangiji Yesu Almasihu. Alheri da Salama su kasance a gare ku.
340102005c	Kullum muna bada godiya ga Allah domin ku dukka, kamar yadda muke ambaton ku a addu'o'in mu.
34010300a2	Muna tunawa da ku ba fasawa a gaban Allahn mu da Ubanmu kuma ayyukanku na bangaskiya, da kauna. Da hakurin bege na abinda ke gaba cikin Ubangijinmu Yesu Almasihu.
340104002f	'Yan'uwa kaunatattu na Allah, Mun san kiran ku,
34010500be	yadda bishararmu ta zo gare ku ba ta magana kadai ba, amma da iko, ta wurin Ruhu Mai Tsarki, haka kuma tawurin tabbatarwa. Ta haka kuma, kun san irin mutanen da muke acikin ku kuma domin ku.
3401060080	Kun zama masu koyi da mu da kuma Ubangiji, kamar yadda kuka karbi kalmar cikin tsanani mai yawa da murna tawurin Ruhu Mai Tsaki.
340107006c	Sakamakon haka, kuka zama abin misali ga dukkan wadanda ke Makidoniya da na Akaya wadanda suka bada gaskiya.
34010800bf	Gama daga gare kune maganar Allah ta bazu ko ina, ba kuwa Makidoniya da Akaya kadai ba. A maimako, har ma zuwa ko ina bangaskiyarku cikin Allah ta kai. Don haka, bama bukatar muce maku komai.
340109008f	Domin su da kansu suna bada labarin irin zuwan mu gare ku. Suna fadin yadda kuka juyo ga Allah daga bautar gumaka don ku bautawa Allah mai rai.
34010a0092	Suna bayyana cewa kuna jiran bayyanar Dansa daga sama, wanda ya tasar daga matattu. Wannan shine Yesu, wanda ya 'yantad da mu daga fushi mai zuwa.
340201004f	Domin ku da kanku kun sani, 'yan'uwa, cewa zuwan mu gareku, ba a banza yake ba.
34020200be	Kun kuma san yadda aka wulakantar damu, aka kuma kunyatar damu a Filibi, kamar yadda kuka sani. Muna nan kuwa da karfin zuciya cikin Allahnmu domin yi maku bisharar Allah cikin fama da yawa.
340203006b	Domin kuwa gargadinmu zuwa a gare ku ba gurbatacciya bace, ko cikin rashin tsarki, ba kuma ta yaudara bace.
34020400d7	A maimako, kamar yadda Allah ya amince damu, ya kuma damka mana amanar bishararsa, haka kuma muke yin magana. Muna maganar ba domin mu gamshi mutane ba, amma domin mu gamshi Allah. Domin shi ne yake gwada zuciyarmu.
3402050083	Domin bamu taba yi maku dadin baki ba, ko sau daya, kamar yadda kuka sani, ko kwadayi a asirce, kamar yadda Allah shine shaidar mu.
3402060082	Bamu kuma nemi daukaka daga mutane ko daga gare ku ko kuma wadansu ba. Da mun so da mun mori ikonmu a matsayin manzannin Almasihu.
3402070064	A maimakon haka, mun kaskantar da kanmu a tsakanin ku kamar yadda uwa take ta'azantar da 'ya'yan ta.
34020800a2	Don haka muna da kauna domin ku, ba bisharar Allahnmu kadai muke jin dadin yi maku ba, amma harda bada rayukan mu domin ku. Domin kun zama kaunatattu ne a garemu,
34020900a1	Kufa tuna, 'yan'uwa, game da aikinmu da famarmu. Dare da rana muna aiki sosai domin kada mu nawaita wa kowane dayan ku. A lokacin da muke yi maku bisharar Allah.
34020a0082	Ku shaidu ne, haka ma Allah, yadda muka yi rayuwar tsarki da kuma adalci da rashin abin zargi a wajenku wadanda kuka bada gaskiya.
34020b0090	Don haka kun kuma sani yadda muka rika yi da kowannenku, kamar uba da 'ya'yansa, yadda muka yi ma ku garadi da kuma karfafa ku, mun kuma shaida.
34020c0066	Domin ku yi tafiya a hanyar da ta dace ga Allah, wanda ya kira ku zuwa ga mulkinsa da kuma daukakarsa.
34020d0147	Domin wannan dalili ne yasa muke yi wa Allah godiya a koyaushe. Domin a lokacin da kuka karbi maganar Allah daga wurinmu wadda kuka ji, kun karbeta da gaske ba kamar maganar mutum ba. A maimako, kuka karbeta da gaskiyarta, kamar yadda take, maganar Allah. Wannan kalma kuma ita ce ke aiki a cikin ku wadanda kuka yi bangaskiya.
34020e00cb	Domin ku 'yan'uwa, kun zama masu koyi da ikilisiyoyin Allah da ke Yahudiya cikin Almasihu Yesu. Domim kuma kun sha wahala irin tamu daga wurin mutanen kasarku kamar yadda suma suka sha a hannun Yahadawa.
34020f0095	Yahudawane suka kashe Ubangiji Yesu da sauran Annabawa, kuma Yahudawane suka koro mu, Basu gamshi Allah ba. A maimako, suna hamayya da dukkan mutane.
3402100096	Sun kuma haramta mana yin magana da Al'ummai domin su sami ceto. Sakamakon haka kuwa kullum suna cika zunubansu. Fushi kuma ya afko kansu daga karshe.
3402110086	Mu kuma, 'yan'uwa, mun rabu daku na karamin lokaci, a zahiri, ba a zuciya ba, mun kuma yi iyakar kokarinmu da marmarin ganin fuskarku.
3402120056	Domin mun yi maramarin zuwa gareku. Ni, Bulus, ba sau daya ba, amma Shaidan ya hanamu.
340213008a	To menene begenmu a gaba, ko murnarmu ko rawanin alfahari, a gaban Ubangijinmu Yesu a ranar zuwansa? Ko ba ku bane, da kuma sauran jama'a?
340214002f	Don kuwa kune daukakarmu da kuma farin cikinmu.
340301005f	Saboda haka, da bamu iya jimrewa ba, sai mukayi tunanin cewa ya dace mu dakata a Atina tukunna.
3403020084	Sai muka aikaTimoti, dan'uwanmu dakuma bawan Allah a bisharar Almasihu, domin karfafaku ya kuma ta'azantar daku a fannin bangaskiya.
340303007e	Mun yi haka ne saboda kada waninku ya raunana domin wadannan wahaloli. Domin ku da kanku kun sani cewa don haka aka kiraye mu.
340304007d	Hakika, a lokacin da muke tare daku, mun gaya maku cewa muna daf da shan wahala, haka ya kuma kasance, kamar yadda kuka sani.
34030500b0	Domin haka, da ban iya jimrewa ba, sai na aiko domin in san yadda bangaskiyar ku take. Watakila ko magafci a wata hanya ya rinjaye ku, sai ya kasance wahalarmu ta zama a banza.
34030600d4	Amma Timoti da ya dawo daga gareku sai ya kawo mamu labari mai dadi akan bangaskiyarku da kuma kaunarku. Yako gaya mana cewa kuna kyakkyawan tunani a kanmu, kuma kuna marmarin ganinmu yadda muke marmarin ganinku.
340307007a	Sabili da haka, 'yan'uwana, mun sami ta'aziyya tawurinku domin bangaskiyarku, a cikin dukkan bakin cikinmu da shan wuyamu.
340308003c	Yanzu a raye muke, idan kun tsaya da karfi a cikin Ubangiji.
340309006f	Gama wace irin godiya zamu ba Allah sabili da ku, domin dukan farin cikin da muke dashi a gaban Allah domin ku?
34030a0070	Dare da rana muke yi maku addu'a sosai domin muga fuskokinku kuma mu cika abin da kuka rasa cikin bangaskiyarku.
34030b0058	Bari Allah da kuma Ubanmu da kansa, da Ubangijinmu Yesu, ya bida sawayen mu zuwa gareku.
34030c006a	Bari Ubangiji yasa ku karu ku kuma ribambamya a kaunar 'yan'uwanku da dukan mutane, kamar yadda muke maku.
34030d009a	Bari yayi haka domin ya karfafa zukatanku marassa abin zargi a cikin tsarki a gaban Allah da Ubanmu a lokacin zuwan Ubangijinmu Yesu da dukan tsarkakansa.
34040100e1	A karshe, 'yan'uwa, muna karfafa ku kuma muna yi maku gargadi cikin Ubangiji Yesu. Yadda kuka karbi umarni a garemu game da yadda dole za kuyi tafiya kuma ku gamshi Allah, kuma a cikin wannan hanya ku tafi, ku kuma wuce haka.
3404020037	Domin kun san umarnin da muka baku cikin Ubangiji Yesu.
340403004c	Gama wannan ne nufin Allah: kebewar ku - cewa ku kauce wa zina da fasikanci,
340404004a	Cewa kowannenku ya san yadda zai rike mata tasa cikin tsarki da girmamawa.
3404050051	Kada kayi mata cikin zautuwar sha'awa (kamar al'ummai wadanda basu san Allah ba).
34040600b6	Kada wani ya kuskura yaci amanar dan'uwansa akan wannan al'amari. Gama Ubangiji mai ramuwa ne akan dukkan wadannan al'amura, Kamar yadda a baya muka yi maku kashedi kuma muka shaida.
3404070043	Gama Allah bai kira mu ga rashin tsarki ba, amma ga rayuwar tsarki.
340408006b	Domin haka, duk wanda yaki wannan ba mutane yaki ba, amma Allah, wanda ya bada Ruhunsa Mai Tsarki a gareku.
3404090076	Game da kaunar 'yan'uwa, baku bukatar wani ya sake rubuta maku, gama ku da kanku Allah ya koyar da ku kaunar 'yan'uwa.
34040a0086	Ba shakka, kunayin haka ga dukkan 'yan'uwa wadanda ke cikin dukkan Makidoniya. Amma muna gargadin ku 'yan'uwa, kuyi haka bugu da kari.
34040b0089	Kuma muna gargadin ku 'yan'uwa kuyi kokari ku zauna a natse, ku kula da al'amuranku, kuyi aiki da hannuwanku, Yadda muka umarceku a baya.
34040c0077	Kuyi haka domin tafiyar ku ta zama dai dai a gaban wadanda basu bada gaskiya ba, kuma ya zama baku cikin bukatar komai.
34040d009d	Bamu so ku zama da rashin fahimta ba, 'yan'uwa, game da wadanda sukayi barci, domin kada kuyi bacin rai kamar sauran wadanda basu da tabbacin abinda ke gaba.
34040e0086	Domin idan mun bada gaskiya Yesu ya mutu kuma ya tashi, haka kuma tare da Yesu Allah zai maido da duk wadanda suka yi barci a cikinsa.
34040f009d	Gama muna fada maku wannan daga maganar Ubangiji, cewa mu da muke a raye, da aka bari har zuwan Ubangiji, babu shakka ba za mu riga wadanda suka yi barci ba.
340410008e	Gama Ubangiji da kan sa zai sauko daga sama. Zai zo da muryar babban mala'ika, da karar kahon Allah, sai matattu cikin Almasihu su fara tashi.
34041100aa	Sai mu da muke a raye, wadanda aka bari, tare dasu za'a fyauce mu zuwa cikin gizagizai, mu hadu da Ubangiji cikin sararin sama. Haka zamu cigaba da kasancewa da Ubangiji.
3404120037	Domin haka ku ta'azantar da juna da wadannan maganganu.
340501005d	Yanzu fa game da zancen lokatai da zamanai 'yan'uwa, ba ku da bukatar a rubuta maku wani abu.
3405020056	Domin ku da kanku kun sani kwarai cewa ranar zuwan Ubangiji kamar barawo take da dare.
34050300bc	Da suna zancen “zaman lafiya da kwanciyar rai,” sai hallaka ta zo masu ba zato ba tsammani. Zai zama kamar nakudar haihuwa ce da ke kama mace mai ciki. Ba su kwa da wata hanyar kubuta.
340504005b	Amma ku, 'yan'uwa, ai ba cikin duhu kuke ba har da wannan rana zata mamaye ku kamar barawo.
3405050058	Domin dukkan ku 'ya'yan haske ne 'ya'yan rana kuwa. Mu ba 'ya'yan dare ba ne ko na duhu,
3405060077	Don haka, kada muyi barci kamar yadda sauran ke yi. Maimakon haka, bari mu kasance muna zaman tsaro kuma muna a fadake.
3405070059	Don masu yin barci da dare suke yin barci, haka kuma masu sha su bugu ma da dare suke yi.
340508008b	Tunda shike mu 'ya'yan rana ne, bari mu zauna a natse. Bari musa sulke na bangaskiya da kauna, mu kuma sa kwalkwali don ceton mu dake gaba.
3405090065	Domin Allah bai kaddara mu ga fushinsa ba, sai dai ga samun ceto ta wurin Ubangijin mu Yesu Almasihu.
34050a005b	Shi ne wanda ya mutu domin mu, don ko da muna raye ko muna mace, mu iya rayuwa tare da shi,
34050b004b	Domin haka ku ta'azantar da juna ku kuma inganta juna, kamar yadda kuke yi.
34050c009a	Muna rokon ku, 'yan'uwa, ku bada daraja ga wadanda suke aiki a tsakaninku wadanda kuma suke shugabanci a kan ku cikin Ubangiji, wadanda kuma suke horonku.
34050d0074	Muna kuma rokon ku, da ku kula dasu ku kuma kaunacesu sabili da irin ayyukansu. Ku kuma yi zaman lafiya da junan ku.
34050e008b	Muna yi maku gargadi 'yan'uwa; ku jawa marassa ji kunne, ku karfafa marassa karfin zuciya, ku taimaki gajiyayyu, kuyi zaman hakuri da kowa.
34050f0075	Ku lura kada wani ya rama mugunta da mugunta, Maimakon haka ma, Ku cigaba da abinda ke mai kyau ga juna da kowa duka.
3405100019	Kuyi farin ciki koyaushe.
3405110016	Kuyi addu'a ba fasawa.
3405120056	A cikin kome kuyi godiya. Domin wannan ne nufin Allah a cikin Yesu Almasihu game daku.
3405130029	Kada ku hana Ruhun Allah aiki a cikin ku.
340514001c	Kada ku raina anabce anabce.
340515002b	Ku gwada komai. Ku rike abinda ke mai kyau.
3405160030	Ku kaucewa duk wani abinda yayi kama da mugunta.
34051700ab	Bari Allah na salama ya mai da ku cikakun tsarkaka. Bari dukkan ruhun ku, da zuciyar ku, da jikin ku su zama adanannu marassa zargi domin zuwan Ubangijin mu Yesu Almasihu.
3405180036	Wanda ya kira ku mai aminci ne, wanda kuma zai aikata.
340519001e	Yan'uwa, kuyi addu'a domin mu.
34051a002d	Ku gaida dukkan yan'uwa da tsattsarkar sumba.
34051b0047	Ina rokon ku saboda Ubangiji ku karanta wasikar nan ga dukkan 'yan'uwa.
34051c003e	Bari alherin Ubangijin mu Yesu Almasihu shi kasance tareda ku.
350000000f	2 Tessalonikawa
3501010068	Bulus da Silbanus da Timoti, zuwa ga ikilisiyar Tasolonika cikin Allah Ubanmu da Ubangiji Yesu Almasihu.
350102005b	Bari alheri ya kasance tare da ku da salama daga Allah Ubanmu da Ubangijinmu Yesu Almasihu.
3501030095	Lallai ne mu godewa Allah kulluyaumin domin ku, yan'uwa. Domin hakan dai dai ne, saboda bangaskiyarku ta karu sosai, kuma kaunar junanku tana karuwa.
35010400ac	Mu da kanmu muna fahariya da ku a ikilisiyoyin Allah. Muna maganar hakurinku da bangaskiyarku a cikin dukkan tsananin da kuke fuskanta. Muna maganar kuncin da kuke jimrewa.
3501050087	Wannan itace alamar shari'ar Allah ta adalci. Sakamakon haka shine za a dauke ku cancantattu na mulkin Allah wanda kuke wahala dominsa.
3501060042	Adalci ne ga Allah ya mayar da kunci ga wadanda suke kuntata maku,
