2a00000004	Luke
2c152500a5	Ave bamakotisilaange Pole o ndaghu baghore, akevaghe yivunde yi: «Nine musughe uvose mwa dyambu?» Yivunde amasutu, nomuwivule yi: «Widjabi uvose mbembu baNgereke?
2c1526007c	Kaboghu wughaa mwise Yisipete awumarombise didjunge, nobeghe tosini-djina tsi batu na bitoghulu byowu o kumu dji ghumughe?»
2c1527008e	Pole amawaghule yi: «Menu muSwife, uburulu o Tarese dji Silisi, mutsighe musyengi awughélibunu. Kokolu tsyaghu, singe ngavose na mughungi.»
2c152800a3	Yivunde akemusingile dyoni. Pole, diteli va djulu yikadi, akesambe dikake ombu mughungi mudile duvotsu. Botsu bakevole «swii», mba akebavosile mu mbembu baEberu.
2c16010065	Pole akevose na mughungi yi: «Djenu duvu mukute wumosi nami, tséwulwanu adingivose mu kékaghule.»
2c16020056	Banowulu yi ebavosili mu mbembu baEberu, bakebwele usigheme. Kaboghu Pole akeghamughe:
2c160300d7	«Nyidji muSwife, uburulu o Tarese dji Silisi. Tumbe nyimabanguyile vave Serusaleme, na nyimalongu na Ghamalyele omandonze mughaghe ba tadji betu na tsikiri. Nyimabe na yusile mu dyambu di Nzambi, nane duvu na muni.
2c16040056	Nyimakwane abamadukaange Nzile Fumu teno dufu. Nyimatinde baghetu na babaale o tsughu.
2c16050147	Yivunde yi bavaghulitsi ba paghu na fundu djotsu dji bivunde bi mukute, borungule ughabuse bumbedji yi dingenze nyivosi. Djobeni bamapeghe ne mighande mi musughe muyéveghe baane ba ngudji ba baSwife ba Damase. Nyimawende o musyengi eni mughange badukitsi ba Nzile Fumu abamabe wune, nobabeghe batungu o Serusaleme mu bakilise.
2c1606009e	Va mwangulu ave nyangu ebile va djulu muru, nyimabe mu nzile beli na Damase. Suke, yidjalale yineni ayimarambuyile o djulu yimankandile va mbure adji nyimabe.
2c16070055	Nyimaberughe vatsi nowulu dyufi dimavose yi: “Sole, Sole, dibandu yi winkwanini?”
2c16080068	Nyimawivulu yi: “Nde la nyi, Fumu?” Akekwaghule yi: “Menu la Djesu mwise Nasarete, awu wikwani.”
2c1609004e	Abamabe nami bamalabe yidjalale, tumbe basamawulu dyufi di djandi omavosaange.
2c160a008e	Nyimamuwivulie rye: “Yi nyuvaghe, Fumu?” Fumu amapaghe yi: “Releme, wende o musyengi Damase. Mba vane bowutsingule motsu ame wuvaghe.”
2c160b006f	Dibilaange yi yidjalale yeni yimapaghe yidunge, abamabe konge nami, bamankaange mu dikake teno musyengi Damase.
2c160c0071	Vane vamabe Nanyase, dibaale dimaghobisaange Nzambi nodedile mughaghe. BaSwife botsu ba Damase bamamughobisaange.
2c160d0075	Amayitasene, akebe va mughule ami nopaghe yi: “Sole, mwane ngu ami, bongulile ulabe!” Vane temu eni, ngamwélabe.
2c160e0080	Amabwele yi: “Nzambi bakaaghe betu amawusole kale wukedjabe durondu dwandi, na wukelabe djandi o Asungeme nowulu dyufi dyandi.
2c160f0049	Mumba wube mbedji andi va wusu batu botsu, mu wanze adi wutsilabe nowulu.
2c16100058	Ka mumba yi wumwékelise? Releme, batusu notandu mabi maghu, nonengile dine dyandi.”»
2c1611006d	«Nyimaghabughe o Serusaleme, yoyine nyimasambilaange o dulombili du ndaghu Nzambi, ngadile dulasu du Nzambi.
2c16120079	Nyimalabe Fumu omanzingule yi: “Lenge noghusughe Serusaleme, mumba abetsani wune baghosinge bumbedji bwaghu mu menu.”
2c16130093	Menu nyimawake yi: “Fumu, bédjabi yi nyimawendaange mu mandaghu motsu ma tsambu ma baSwife, mu dimbise bango yitu mu ndedju, nobatinde o tsughu.
2c1614008d	Mba ave malungu ma mbedji awu Yityene mamadekila, me wa nyimabe vane. Nyimasingisile abamamubokaange, nyimakele ne bidwaru bi abamamuboke.”
2c1615004e	Fumu amanzingule yi: “Wende, mumba nyuwutinde vale, ombu mikute misusu!”»
2c16160093	Mughungi wuke wulu Pole tena posulu djusite. Mba botsu bakeghamughe: «Tutsyemusyanu mutu eni wughu! Afu! Asawelemine utsane va butambe bwébubu!»
2c16170052	Bamaghamughaange, bakevulaange bikutu byowu, mba baketindaange difufundu na djulu.
2c1618008f	Yivunde yi baghore akeveghe dirume dyukotise Pole o ndaghu baghore nomudimbe mikase, mumba akevose mu udjabe dibandu yi mughungi wimughamuyili.
2c16190090	Tumbe ave bamamutungile mu umudimbe, Pole akewivule yivunde ayimabe vane yi: «Dune musughe wu udimbe mwise Rome mikase, awughaa ne wufundusu?»
2c161a0077	Na ewulu nane, yivunde yi baghore akelubuse yivunde yandi: «Akemuvaghe yi tsyé wuvale? Dibaale dyédidi mwise Rome!»
2c161b0075	Yivunde yi baghore akeyilabe Pole nomuwivule yi: «Nzinguli, ngenze wudji mwise Rome?» Pole akewaghule yi: «Yine.»
2c161c00a8	Yivunde yi baghore akewake yi: «Nyimaveghe mbongu tsipwele mu udile musughe wunengulu “mwise Rome”.» Tumbe Pole akevose yi: «Menu mwise Rome mu duburulu dwami.»
2c161d009e	Suke, abe mbé baronde umudimbe mu umuvosise, bakekakene nandi. Djabeni yivunde yi baghore akebe na ghome, ave amadjabile yi amatungise mwise Rome na bapange.
2c161e00de	Yivunde yi baghore amabe na nzale udjabe tsikiri adibamafwengilile Pole. Ladibandu, va kedi amamunyangulile nonengile bivunde bi bavaghulitsi ba paghu na fundu djotsu dji banzonzi ba baSwife. Mba akebeghe Pole va wusu owu.
2c17010089	Pole akesikighe yiswisu mu fundu dji banzonzi ba baSwife, novose yi: «Bane ba tadji, na matase malyome, nyisalili Nzambi tena na muni.»
2c1702006a	Yivunde yi bavaghulitsi ba paghu Ananyase, akeveghe musughe ombu bobamabe beli na Pole, wumudimbe mu munu.
2c170300a5	Kaboghu Pole akevaghe yi: «Nzambi aléwudimbe, na deti aghu! Wutsane vane mu ufundise nane mughaghe wirondili, mba wumabise mughaghe noveghe mu usughe wu undimbe!»
2c17040064	Abamabe va mughule Pole, bakemutsingule yi: «Yivunde yi bavaghulitsi ba paghu yi Nzambi wisyengi!»
2c170500ac	Pole akewaghule yi, «Bane ba tadji, ngadjabaange yi yivunde yi bavaghulitsi ba paghu. Ngenze, Bisonu bi Nzambi bivosi yi: “Wughovose dibi mu yivunde yi mukute aghu!”»
2c170600f9	Pole amadjabaange yi fundu djimabe djibase yari ayéyi baFarisi, yari ayine baSadisi. Ladibandu, amaghamuyile va wusu fundu dji banzonzi: «Bane ba tadji, nyidji muFarisi, mwane muFarisi. Nyifundusulu, mumba nyivu na yitu mu durambughulu du abafu.»
2c17070060	Mbé asekamane ne uvose, baFarisi na baSadisi bakebande utsunde, mba vakebe dupasu va ghari owu.
2c17080083	BaSadisi, bévosi yi vagha durambughulu o dufu, bemwévose yi vagha byanze na binyuni. Yotsu yine, baFarisi bémasingi yi mangenze.
2c170900ad	Mighamu yike la viri. Milonzi mi mighaghe, abamabe na baFarisi, bakereleme notsunde na yikanene: «Tughélabi dibi mu mutu éwuwu. Tangudji yinyuni vo yanze yitsimuvosile?»
2c170a00b1	Mutsundu wukevyoghulile, tena yivunde yi baghore amawulu ghome bakéboke Pole. Ladibandu, amaveyile baghore bandi dirume dyuyébapatule Pole, nomughabuse o ghari ndaghu baghore.
2c170b009f	Mukolu awumaduke, Fumu akelabene na Pole nomutsingule yi: «Ware! Wutsikabusile bumbedji o Serusaleme, na diwelimine wukelase bumbedji o musyengi Rome wandi.»
2c170c0060	Va kedi adjimaduke, baSwife baketunge fundu. Bakeleve pesi yi baghodji vo unu, pa bakaboke Pole.
2c170d0033	Abamatunge fundu eni, bamabe bavyoghe maghumi-mana.
2c170e009b	Bakérasene bivunde bi bavaghulitsi ba paghu na bivunde bi baSwife, mu batsingule yi: «Tutsileve pesi va wusu Nzambi yi tughodji yisalu, pa tukaboke Pole.
2c170f00c1	Kaboghu, djenu na fundu djotsu dji banzonzi, vaghanu yivunde yi baghore akebeghe Pole, dukefure yi dwirondi ukelule dyambu dyandi na burange. O yetu yari, tukunzeme mu muboke ne aketole vave.»
2c17100070	Tumbe mwane-katsi Pole, mwane yibusi yandi, amawulu fundu eni. Akewende o ndaghu baghore, akekote nolubuse Pole.
2c17110090	Kaboghu Pole akenengile yivunde yi baghore yimosi nomuvaghe yi: «Beghe munzambu éwuwu ombu yivunde, mumba ane mwa dyambu erondi umutsingule.»
2c17120098	Yivunde akemubeghe ombu yivunde yandi, novose yi: «Mwise tsughu winengulu Pole, atsipaghe nga wubeyile munzambu eni wuwu, mungo dyambu dyuwutsingule.»
2c17130069	Yivunde yi baghore akebonge munzambu mu dikake, akevengeme nandi nomuwivule yi: «Yi wirondi unzingule?»
2c171400a7	Akewake yi: «Bidjeti bi baSwife batsiwulusunu mu wuwivule yi wukebeghe Pole mughese va wusu fundu djotsu dji banzonzi. Bofure yi bérondi uwulu dyambu dyandi burange.
2c171500c1	Tumbe wuyabavayile yitu! Mumba abémutungili fundu bavyoghe ne maghumi-mana ma batu. Batsileve pesi va wusu Nzambi yi baghodji vo unu, pa bakamuboke. Bamakunzeme na békeli yike musughe aghu.»
2c1716005b	Yike emani urume munzambu yi ayavose dyambu dyeni na mutu, yivunde yi baghore akemughabuse.
2c1717010f	Mba yivunde yi baghore akenengile batsyengi bandi babedji nobarume yi: «Ghukighanu kame-bedji tsi baghore, na maghumi-dusambwali ma babeyitsi ba bibulu na kame-bedji tsi babaale na makongu, na banu djenu botsu na dubayi duwende o Sesaré, va maweru maryéru ma tsisighe.
2c17180047	Kunzanu bibulu duke beghe Pole na burange ombu yivunde yami Felikese.»
2c17190020	Mba akerende mughande eni wughu:
2c171a0044	«Menu Kolode Lisyase, nyiwutindili mughade ewuwu mundumbe Felikese.
2c171b0095	Dibale dyédidi, BaSwife batsighaange mbé baronde umuboke, kaboghu tutsimupatule na baghore bami va makake mowu, mumba nyimawulu yi adji mwise Rome.
2c171c0065	Nyimaronde udjabe dibandu adi bamamufwengililaange, ngamubeghe va wusu fundu dji banzonzi ba baSwife.
2c171d005c	Nyimaghulu yi bémufwengilili mu mighaghe mi djobeni, tumbe aghane mbele dufu vo dji tsughu.
2c171e007e	Mba nyilubusi yi vadji fundu bamutungile. Nzilenge nomutinde ombu waghu na nyivayi bambeni bandi bakeyimufunde va wusu aghu.»
2c171f005d	Baghore bakededile marume ame bamadile. Bakebonge Pole nomubeghe mukolu o musyengi Atipareti.
2c17200072	Yilumbu ayimaduke, baghore abamabe mu makulu bakeghabughe o ndaghu owu, nosile babeyitsi ba bibulu uwende na Pole.
2c17210065	Na bétoli o Sesaré, babeyitsi ba bibulu bakeveghe yivunde mughande, nomuwakise Pole va makake mowu.
2c1722005c	Dipateme anomane urange mughande, akemuwivule yari yi dimbu dyandi. Anowulu yi mwise Silisi,
2c17230073	akemuvaghe yi: «Nyuwusosise pa bambeni baghu bamarughe.» Na akeveghe musughe wukelise Pole o ndaghu kaghe Yirode.
2c180100e7	Bilumbu biranu binovyoghe, yivunde yi bavaghulitsi ba paghu Ananyase, amarughe o musyengi Sesaré. Amarughaange va mosi na bivunde bi baSwife, na nzonzi mosi omanengulu Tertuluse. Bamayikelase ombu Dipateme Felikese mu ufunde Pole.
2c180200c6	Pole amanengulu, nzonzi Tertuluse akemufwengilile mu mame. Akevose yi: «Mundumbe, mu yese yaghu tubile na duvotsu duneni, na mu dyele di durumu dwaghu, mambu makaluyile burange mu bulongu bwébubu.
2c18030041	Mu byotsu abi twidili temu tsyotsu, twiwughabusili diboti dyneni.
2c18040064	Ngérondi wuvyosulile mu diweru dyaghu. Ladibandu, nyighulendi mu maboti maghu, mu utuwulu mwa pesu.
2c18050094	Tutsikelule dibaale dyédidi na erombisi kindu. Abilaange yivunde yi mimbini mi dibuli di Nasarete, erombisi mbulighe ombu baSwife botsu ba bulongu.
2c1806005b	Atsiwélighe ubivise ndaghu Nzambi na tutsimughange. [Tutsironde umusosise mu mughaghe etu,
2c1807003c	tumbe yivunde Lisyase amarughe. Aketupatule woni na mangolu.
2c1808006e	Aketuvaghe yi tukemufunde va wusu aghu.] Pa wumuwivule, wulabe ndebeni yi mfwengululu etu djotsu dji ngenze.»
2c1809003e	BaSwife bamawarise mfwengululu owu, na bamavose yiri dingenze.
2c180a00ab	Dipateme amaveghe Pole musughe uvose na amatubule rye: «Nyidjabi yiri wisalisi bunzonzi bwaghu mu bulongu bwetu mu pwele bilime, kaboghu na musighe nyiruyi mu ukéghanze.
2c180b0086	Nane wurungulile dikelulile ndebeni, vakavyoghe ne dighumi na bilumbu bibedji, nyimarughe o musyengi Serusaleme, mu ulembiyile Nzambi.
2c180c007c	Vagha mutu amandabe mbure nyitsundi na batu vo urume mughungi mu dimbunge, nesi o ndaghu Nzambi dji baSwife, vo mu musyengi.
2c180d0039	Batu bébabe baghorungule ulase dyambu adi béfwengilili.
2c180e00d9	Ne nane, nyidjabi didi va wusu waghu: nyimakéveghe mu Nzile Fumu, adji bévosi yiri duyitsu du mfurulu. Tumbe, nyisalili Nzambi dji baghulu betu, nyivayili yitu mu motsu marendu mu Mabuku ma Mighaghe na ma Babiyitsi.
2c180f0098	Nyine yitu yi Nzambi orambuse batu botsu o dufu, bakebe baboti vo babi. Na djowu abémfwengilili wandi, bane ditase yi Nzambi obarambuse va ghari abafu.
2c18100053	Ladibandu, nyilembinini ube na mutsanu wuwelimine va wusu Nzambi na va wusu batu.»
2c18110083	«Nyisamabe va ghari enu mwa bilime, nyimaghabusile o Serusaleme mu wamuse mukute ami na mbongu, nowakise paghu tsyami ombu Nzambi.
2c1812008e	Nyinomane ughabusile paghu, bamantasunu o dulombili du ndaghu Nzambi. Vane mbé nyimamane misusu mi manyuru. Vasamabe mughungi nami ne nkumfu.
2c1813008b	Tumbe, mwa dibuli di baSwife ba yari yi Asi dimabe vane wandi. Djowu, mbé batsikelase va wusu aghu mu mfwengilile, pa bane dyambu mu menu.
2c1814005d	Batu bébabe banzinguli dibi adi nyibile na mbele, adi nzibeghulu va wusu fundu dji banzonzi.
2c181500b3	Muvingu yike mbembu adji nzipalise na dwufi dineni, diteli va wusu owu: “Mumbari nyivayili yitu mu durambughulu du abafu, adine nyimabile na nyangu mu bunzonzi va wusu enu!”»
2c18160093	Felikese, omadjabaange burange motsu ametsuni Nzile Fumu. Amavose na abémumfwengilili yi: «Ave yivunde Lisyase oruyile, nyusosise dyambu dyenu.»
2c18170075	Amarume yivunde yi baghore mu kelisa Pole o tsughu, nomusingise dudjeghusu na musughe yiri bambatsi bandi bomusalile.
2c181800a5	Mwa bilumbu binovyoghe, Felikese amarughe na mughatsi andi Duresile, omabe muSwife. Amasindighe unengile Pole nowulu adi amavose mu dyambu di yitu mu Djesu Kirisete.
2c181900d8	Pole amavosile mu mutsanu wuboti awu Nzambi erondi, ube na murime usunde na mufundu Nzambi awiruyi. Mu temu eni, Felikese, asamalabe ubwedji, amamutsingule rye: «Wurungule uwende. Ave nyudilile temu, nyuwunengile.»
2c181a0063	Amatase yiri Pole omusumbe na mbongu. Ladibandu, amamunengililaange temu na temu mu vosaange nandi.
2c181b0086	Bilime bibedji bimavyoghe, va djulu vane Porekuse Fesetuse amavinze Felikese. Djandi, mu ulase baSwife ubwedji, amasile Pole o tsughu.
2c19010081	Va djulu bilumbu biryeru bi durughu dwandi mu musyengi Serusaleme, kaghe Fesetuse amaghusughe o Sesaré na amawende o Serusaleme.
2c19020054	Bivunde bi bavaghulitsi ba paghu na barumitsi ba baSwife bamarughe mu ufundise Pole.
2c19030072	Bamamuwivule ubasingise yese yi ughabuse Pole o Serusaleme. Na vane, bamatunge fundu mu djandi mu muboke mu nzile.
2c19040066	Tumbe Fesetuse amawaghule yiri Pole adji o tsughu o Sesaré, na djabeni aghotambe ughabughe na mapape.
2c19050070	Na amabwele: «Bivunde byenu bisobini konge nami o Sesaré na ghune bafwengilili mutu eni, pa atsisalise dibi.»
2c190600b3	Fesetuse amavyose yinane vo dighumi di bilumbu ombu wowu, mbana amaghabughe o musyengi Sesaré. Ave kedi, amatsane o mbure bunzonzi na amaveghe dirume bakebeghe Pole va wusu andi.
2c1907008e	Ave bamamubeyile, baSwife abamarughe o Serusaleme bamamutsyengile na bamamufwengilile mambu mapwele, ame djowu baghorungule ulase yi mangenze.
2c19080084	Pole amakéghanze novose rye: «Ngasalise ne dibi dimosi: nesi mu mughaghe baSwife, nesi na ndaghu dji Nzambi, vo na kaghe Sesare.»
2c19090081	Fesetuse, omaronde ulase baSwife ubwedji, amawivule Pole: «Wirondi uwende o Serusaleme mu usosusu va wusu ami mu dyambu dyeni?»
2c190a0095	Pole amawake: «Nyidji va ndaghu bunzonzi dji kaghe Sesare, avane nyutabululu bunzonzi. Ngavayile dibi ombu mukute baSwife, nane ndebeni wididjabili.
2c190b00ec	Pa nine mbele na ta nyimasalise dyambu adi nyubokulu, ngébusi ufu. Tumbe pa vagha dyambu di ngenze adi batu beni bémfwengilili, vagha mutu avu na musughe wu ukwakise ombu owu. Nyibwayi mbile ombu kaghe Sesare aketabule dyambu dyami.»
2c190c007e	Kaboghu Fesetuse, anotabule dyambu na fundu banzonzi bandi, amawake: «Wumabwa mbile ombu kaghe Sesare, uwende va wusu andi.»
2c190d0084	Mwa bilumbu binovyoghe, kaghe Agheripa na, mwane ngudji andi mughetu Berenise, bamatole o Sesaré mu uyélingulu noyisimbe Fesetuse.
2c190e007e	Banotsane mwa bilumbu, Fesetuse amatolise dyambu di Pole ombu kaghe Agheripa: «Vadji mutu vave awu Felikese amasile o tsughu.
2c190f0082	Ave nyimawendile o Serusaleme, bivunde bi bavaghulitsi ba paghu na bivunde bi baSwife, bamamufwengilile na bamankwivule umukilise.
2c1910008b	Nyimabawaghule rye: “Bise Rome baghane yufu yuwakise oyifwengululu ombu banzonzi, pa akaveghu temu djukéghanze va wusu bafwengilitsi.”
2c1911007d	Batsirughe ghunu nami. Nyisamavyose temu kulini, nyimatsane va mbure bunzonzi, ave kedi, nyimarume yiri babeyi dibaale dyeni.
2c19120052	Bafwengilitsi batsikélase, tumbe mu fwengululu owu, ngawulu mabi motsu nyimatase.
2c19130089	Babetsi na mitsundu mu dyambu di munongu duyitsu doghu du Nzambi na dibaale dinengulu Djesu adjimafu, adji Pole amatubule yiri aki monyu.
2c1914008a	Mu menu, nyimakambulu yari ayi ngabe mu mutsundu eni. Adine nyimamuwivule yeri esingi uwende o Serusaleme, mu usosise dyambu dyandi ghune.
2c191500a7	Tumbe Pole amawivule, yiri dyambu dyandi dyutsonzughu mu kake dji kaghe Sesare. Ladibandu, nyimarumine yiri akekelusu o tsughu, tena nyumusindighe ombu kaghe Sesare.»
2c19160074	Agheripa amatsingule Fesetuse rye: «Nyirondi uwulu mebeni mutu eni.» Fesetuse amawaghule yi: «Mughese wumuwulu.»
2c191700d5	Ave kedi, Agheripa na Berenise bamarughe na mughungi wuneni wumabayitsaange nobasangile na milolu. Yike djowu, bakekote o ndaghu bunzonzi na bivunde bi baghore na bi musyengi. Mu dirume di Fesetuse, Pole amabeghu.
2c191800d9	Mbana kaghe Fesetuse amavose: «Kaghe Agheripa, na djenu botsu aduvu vave netu, dwilabi dibaale dyédidi. Yinombu yotsu yi baSwife yi tsirughe, ubandile o Serusaleme tena ghunu, noghamughe yi mutu eni ayamwébe monyu.
2c191900c4	Tumbe menu, nyimalabe yiri asamavaghe dyambu adi mbé ofwile. Va djulu vane, djandi amabwa mbile ombu kaghe Sesare Okisete bwendiri djandi akemusosise. Ladibandu, nyimamutindile ombu kaghe Sesare.
2c191a00c8	Vave, nyisane dyambu disusu dyusonine yivunde yetu mu mutu éwuwu. Ladibandu, nyimutindili va wusu enu, viri va wusu aghu, ndedju kaghe Agheripa. Pa wune bivu byumuwivule, mba nyube na dyambu dyusone.
2c191b006a	Nyilabi yiri digha diwelimine mu utinde mwise tsughu o Rome, ta vagha tonu adjitsiyisi mfwengululu andi.»
2c1a01007d	Kaghe Agheripa amatsingule Pole: «Wune musughe wu uvose mu kéghanze.» Kaboghu Pole amasambe dikake la nane amakéghanzile.
2c1a020082	Akevose rye: «Kaghe Agheripa, na muni nyilabi ubwedji mu ukéghanze va wusu aghu, mu motsu ame bivunde bi baSwife bémfwengilili.
2c1a030081	Mumbari widjabi burange nzalusulu tsyotsu tsi baghulu ba baSwife na nzundulu owu. Kokolu tsyaghu, nyighulendi kululwati na pughu.
2c1a04008e	BaSwife nami botsu bédjabi monyu ami wughulu, ubande bungebi bwami. Bédjabi nane nyimatsanine vane dibandu va ghari mukute ami o Serusaleme.
2c1a0500d1	Bénzyabi vane kale na borungule unkabusile bumbedji, pa batsironde. Bédjabi wandi, yiri nyimabeyise monyu ami va ghari mukute ami nodedili mighaghe mi baSwife mi bateme, diwendili yi: ami dibuli di baFarisi.
2c1a060070	Na muni, nyimasutusu va wusu bunzonzi, mumbari nyivayili yitu mu pangini adji Nzambi amavangene na baghulu betu.
2c1a0700cd	Dighumi na bibandu bibedji bi mukute etu, bévivi na yitu yiri pangini djuduwusu, ave béyitsili Nzambi na yikanene nyangu na mukolu. Wulwati kaghe Agheripa! Mu dyambu di yitu yeni, baSwife bémfwengilili.
2c1a080055	Dibandu yi wumosi va ghari enu, olabile yiri Nzambi aghorungule urambuse djowu abafu?
2c1a09003f	Mebeni, nyimatase utoyise Djesu mwise Nasarete na mangolu mami.
2c1a0a0100	Yine, adine nyimavaghe mu batu ba Djesu abamabe o Serusaleme. Nyimadile musughe wu muvingu na bivunde bi bavaghulitsi ba paghu, na nyimakotise yinombu yi djowu bango yitu mu djandi o tsughu. Ave bamaveyilaange musughe wu uboke batu beni, nyimabawarisaange.
2c1a0b00af	Temu na temu, nyimavyoghaange mu mandaghu mowu ma tsambu, na nyimabakilisaange mbana nyimabaghome ubunze yitu yowu. Mu bukanyi bwami, nyimabakwanaange tena misyengi mi beni.»
