0100000008	Postanak
2d02190067	Da, obrezanje koristi ako vršiš Zakon; ako pak kršiš Zakon, obrezanje tvoje postalo je neobrezanje.
2d021a0064	Ako dakle neobrezani opslužuje propise Zakona, neće li se njegovo neobrezanje smatrati obrezanjem?
2d021b0080	I onaj koji je podrijetlom neobrezanik, a ispunja Zakon, sudit će tebi koji si, uza sve slovo i obrezanje, prijestupnik Zakona.
2d021c0042	Ta nije Židov tko je Židov naizvana i nije obrezanje ono izvana,
2d021d0084	na tijelu, nego pravi je Židov u nutrini i pravo je obrezanje u srcu, po duhu, ne po slovu. Pohvala mu nije od ljudi, nego od Boga.
2d0301003e	Koja je dakle prednost Židova? Ili kakva korist od obrezanja?
2d03020046	Velika u svakom pogledu. Ponajprije: povjerena su im obećanja Božja.
2d03030061	Da, a što ako su se neki iznevjerili? Neće li njihova nevjernost obeskrijepiti vjernost Božju?
2d0304009c	Nipošto! Nego neka Bog bude istinit, a svaki čovjek lažac, kao što je pisano: Da pravedan budeš po obećanjima svojim i pobijediš kada te sudili budu.
2d03050097	Ako pak naša nepravednost ističe Božju pravednost, što ćemo na to reći? Nije li onda - po ljudsku govorim - nepravedan Bog koji daje maha gnjevu?
2d0306002f	Nipošto! Ta kako će inače Bog suditi svijet?
2d0307007f	Ako je, doista, istina Božja po mojoj lažljivosti obilno zasjala njemu na slavu, zašto da ja još budem suđen kao grešnik?
2d03080075	I zar da ne “činimo zlo da dođe dobro”, kako nas kleveću i kako neki kažu da govorimo? Sud ih pravedni čeka!
2d03090068	Što dakle? Imamo li prednost? Ne baš! Jer upravo optužismo sve, i Židove i Grke, da su pod grijehom,
2d030a002d	kao što je pisano: Nema pravedna ni jednoga,
2d030b002a	nema razumna, nema ga tko bi Boga tražio.
2d030c0050	Svi skrenuše, svi se zajedno pokvariše, nitko da čini dobro - nijednoga nema.
2d030d0057	Grob otvoren grlo je njihovo, jezikom lažno laskaju, pod usnama im je otrov ljutičin,
2d030e001e	usta im puna kletve i grkosti;
2d030f001d	noge im hitre da krv proliju,
2d03100028	razvaline i nevolja na njinim su putima,
2d03110018	put mira oni ne poznaju,
2d03120023	straha Božjega nemaju pred očima.
2d03130071	A znamo: što god Zakon veli, govori onima pod Zakonom, da svaka usta umuknu i sav svijet bude krivac pred Bogom.
2d03140066	Zato se po djelima Zakona nitko neće opravdati pred njim. Uistinu, po Zakonu - samo spoznaja grijeha!
2d03150059	Sada se pak izvan Zakona očitovala pravednost Božja, posvjedočena Zakonom i Prorocima,
2d03160054	pravednost Božja po vjeri Isusa Krista, prema svima koji vjeruju. Ne, nema razlike!
2d03170039	Svi su zaista sagriješili i potrebna im je slava Božja;
2d03180049	opravdani su besplatno, njegovom milošću po otkupljenju u Kristu Isusu.
2d031900b5	Njega je Bog izložio da krvlju svojom bude Pomirilište po vjeri. Htio je tako očitovati svoju pravednost kojom je u svojoj božanskoj strpljivosti propuštao dotadašnje grijehe;
2d031a0079	htio je očitovati svoju pravednost u sadašnje vrijeme - da bude pravedan i da opravdava onoga koji je od vjere Isusove.
2d031b0064	Gdje je dakle hvastanje? Isključeno je. Po kojem zakonu? Po zakonu djela? Ne, nego po zakonu vjere.
2d031c0040	Smatramo zaista da se čovjek opravdava vjerom bez djela Zakona.
2d031d003c	Ili je Bog samo Bog Židova? Nije li i pogana? Da, i pogana.
2d031e004d	Jer jedan je Bog: on će opravdati obrezane zbog vjere i neobrezane po vjeri.
2d031f004f	Obeskrepljujemo li dakle Zakon po vjeri? Nipošto! Naprotiv, Zakon utvrđujemo.
2d04010045	Što ćemo dakle reći? Što je Abraham, otac naš, našao po tijelu?
2d04020055	Doista, ako je Abraham po djelima opravdan, ima se čime dičiti - ali ne pred Bogom.
2d04030049	Ta što veli Pismo? Povjerova Abraham Bogu i uračuna mu se u pravednost.
2d0404003d	Onomu tko radi ne računa se plaća kao milost, nego kao dug.
2d04050062	Onomu tko ne radi, a vjeruje u Onoga koji opravdava bezbožnika, vjera se uračunava u pravednost,
2d0406005b	kao što i David blaženim proglašuje čovjeka kojemu Bog uračunava pravednost bez djela:
2d04070044	Blaženi oni kojima je zločin otpušten, kojima je grijeh pokriven!
2d0408002f	Blago čovjeku komu Gospodin ne ubraja krivnju.
2d04090070	Ide li dakle ovo blaženstvo samo obrezane ili i neobrezane? Ta velimo: Vjera se Abrahamu uračuna u pravednost.
2d040a0057	A kako mu se uračuna? Već obrezanu ili još neobrezanu? Ne obrezanu, nego neobrezanu!
2d040b009f	I znak obrezanja primi kao pečat pravednosti koju je po vjeri zadobio još neobrezan, da bude ocem svih vjernika: neobrezanih - te im se uračuna pravednost -
2d040c007c	i ocem obrezanih, ne onih koji su samo obrezani, nego onih koji uz to idu stopama vjere još neobrezana oca našeg Abrahama.
2d040d0094	Doista, obećanje da će biti baštinik svijeta nije Abrahamu ili njegovu potomstvu dano na temelju nekog zakona, nego na temelju pravednosti vjere.
2d040e0047	Jer ako su baštinici oni iz Zakona, prazna je vjera, jalovo obećanje.
2d040f003f	Ta Zakon rađa gnjev; gdje pak nema Zakona, nema ni prekršaja.
2d0410009c	Zato - zbog vjere da bude po milosti to obećanje zajamčeno svemu potomstvu, ne potomstvu samo po Zakonu, nego i po vjeri Abrahama, koji je otac svih nas -
2d04110094	kao što je pisano: Ocem mnoštva naroda ja te postavljam - pred Onim komu povjerova, pred Bogom koji oživljuje mrtve i zove da bude ono što nije.
2d04120082	U nadi protiv svake nade povjerova Abraham da postane ocem naroda mnogih po onom što je rečeno: Toliko će biti tvoje potomstvo.
2d04130076	Nepokolebljivom vjerom promotri on tijelo svoje već obamrlo - bilo mu je blizu sto godina - i obamrlost krila Sarina.
2d0414005c	Ali pred Božjim obećanjem nije nevjeran dvoumio, nego se vjerom ojačao davši slavu Bogu,
2d04150033	posve uvjeren da on može učiniti što je obećao.
2d04160023	Zato mu se i uračuna u pravednost.
2d0417002d	Ali nije samo za nj napisano: Uračuna mu se,
2d04180074	nego i za nas kojima se ima uračunati, nama što vjerujemo u Onoga koji od mrtvih uskrisi Isusa, Gospodina našega,
2d04190044	koji je predan za opačine naše i uskrišen radi našeg opravdanja.
2d0501004c	Opravdani dakle vjerom, u miru smo s Bogom po Gospodinu našem Isusu Kristu.
2d0502005e	Po njemu imamo u vjeri i pristup u ovu milost u kojoj stojimo i dičimo se nadom slave Božje.
2d05030052	I ne samo to! Mi se dičimo i u nevoljama jer znamo: nevolja rađa postojanošću,
2d05040030	postojanost prokušanošću, prokušanost nadom.
2d05050065	Nada pak ne postiđuje. Ta ljubav je Božja razlivena u srcima našim po Duhu Svetom koji nam je dan!
2d0506005b	Doista, dok mi još bijasmo nemoćni, Krist je, već u to vrijeme, za nas bezbožnike umro.
2d05070055	Zbilja, jedva bi tko za pravedna umro; možda bi se za dobra tko i odvažio umrijeti.
2d0508005c	A Bog pokaza ljubav svoju prema nama ovako: dok još bijasmo grešnici, Krist za nas umrije.
2d05090061	Koliko li ćemo se više sada, pošto smo opravdani krvlju njegovom, spasiti po njemu od srdžbe?
2d050a0090	Doista, ako se s Bogom pomirismo po smrti Sina njegova dok još bijasmo neprijatelji, mnogo ćemo se više, pomireni, spasiti životom njegovim.
2d050b005f	I ne samo to! Dičimo se u Bogu po Gospodinu našemu Isusu Kristu po kojem zadobismo pomirenje.
2d050c008b	Zbog toga, kao što po jednom Čovjeku uđe u svijet grijeh i po grijehu smrt, i time što svi sagriješiše, na sve ljude prijeđe smrt...
2d050d0055	Doista, do Zakona bilo je grijeha u svijetu, ali se grijeh ne ubraja kad nema zakona.
2d050e009b	Da, ali smrt je od Adama do Mojsija doista kraljevala i nad onima koji ne sagriješiše prekršajem sličnim kao Adam, koji je pralik Onoga koji ima doći.
2d050f00ab	Ali s darom nije kao s grijehom. Jer ako su grijehom jednoga mnogi umrli, mnogo se obilatije na sve razlila milost Božja, milost darovana u jednom čovjeku, Isusu Kristu.
2d0510008b	I dar - to nije kao kad je ono jedan sagriješio: jer presuda nakon jednoga grijeha posta osudom, a dar nakon mnogih grijeha - opravdanjem.
2d051100b1	Uistinu, ako grijehom jednoga smrt zakraljeva - po jednome, mnogo će više oni koji primaju izobilje milosti i dara pravednosti kraljevati u životu - po Jednome, Isusu Kristu.
2d05120071	Dakle, grijeh jednoga - svim ljudima na osudu, tako i pravednost Jednoga - svim ljudima na opravdanje, na život!
2d0513007d	Doista, kao što su neposluhom jednoga čovjeka mnogi postali grešnici tako će i posluhom Jednoga mnogi postati pravednici.
2d0514005e	A zakon nadođe da se umnoži grijeh. Ali gdje se umnožio grijeh, nadmoćno izobilova milost:
2d0515007f	kao što grijeh zakraljeva smrću, da tako i milost kraljuje pravednošću za život vječni po Isusu Kristu Gospodinu našemu.
2d06010042	Što ćemo dakle reći? Da ostanemo u grijehu da milost izobiluje?
2d0602003d	Nipošto! Jednom umrli grijehu, kako da još živimo u njemu?
2d06030054	Ili zar ne znate: koji smo god kršteni u Krista Isusa, u smrt smo njegovu kršteni.
2d06040090	Krštenjem smo dakle zajedno s njime ukopani u smrt da kao što Krist slavom Očevom bi uskrišen od mrtvih, i mi tako hodimo u novosti života.
2d06050073	Ako smo doista s njime srasli po sličnosti smrti njegovoj, očito ćemo srasti i po sličnosti njegovu uskrsnuću.
2d06060073	Ovo znamo: naš je stari čovjek zajedno s njim raspet da onemoća ovo grešno tijelo te više ne robujemo grijehu.
2d06070024	Ta tko umre, opravdan je od grijeha.
2d0608004a	Pa ako umrijesmo s Kristom, vjerujemo da ćemo i živjeti zajedno s njime.
2d06090057	Znamo doista: Krist uskrišen od mrtvih, više ne umire, smrt njime više ne gospoduje.
2d060a0046	Što umrije, umrije grijehu jednom zauvijek; a što živi, živi Bogu.
2d060b0049	Tako i vi: smatrajte sebe mrtvima grijehu, a živima Bogu u Kristu Isusu!
2d060c0052	Neka dakle ne kraljuje grijeh u vašem smrtnom tijelu da slušate njegove požude;
2d060d0097	i ne predajite grijehu udova svojih za oružje nepravde, nego sebe, od mrtvih oživjele, predajte Bogu i udove svoje dajte Bogu za oružje pravednosti.
2d060e004e	Valjda grijeh neće vama gospodovati! Ta niste pod Zakonom nego pod milošću!
2d060f004d	Što dakle? Da griješimo jer nismo pod Zakonom nego pod milošću? Nipošto!
2d06100096	Ne znate li: ako se komu predate za robove, na poslušnost, robovi ste onoga koga slušate: bilo grijeha - na smrt, bilo poslušnosti - na pravednost.
2d06110067	Bijaste robovi grijeha, ali ste, hvala Bogu, od srca poslušali ono pravilo nauka kojemu ste povjereni;
2d06120036	da, oslobođeni grijeha, postadoste sluge pravednosti.
2d061300cf	Po ljudsku govorim zbog vaše ljudske slabosti: kao što nekoć predadoste udove svoje za robove nečistoći i bezakonju - do bezakonja, tako sada predajte udove svoje za robove pravednosti - do posvećenja.
2d0614004b	Uistinu, kad bijaste robovi grijeha, “slobodni” bijaste od pravednosti.
2d06150051	Pa kakav ste plod onda imali? Onoga se sada stidite jer svršetak je tomu - smrt.
2d0616007d	Sada pak pošto ste oslobođeni grijeha i postali sluge Božje, imate plod svoj za posvećenje, a svršetak - život vječni.
2d0617005e	Jer plaća je grijeha smrt, a dar Božji jest život vječni u Kristu Isusu, Gospodinu našem.
2d07010076	Ili zar ne znate, braćo - poznavaocima zakona govorim - da zakon gospodari čovjekom samo za vrijeme njegova života.
2d07020068	Doista, udana je žena vezana zakonom dok joj muž živi; umre li joj muž, riješena je zakona o mužu.
2d070300aa	Dakle: dok joj muž živi, zvat će se, očito, preljubnicom pođe li za drugoga. Ako li joj pak muž umre, slobodna je od zakona te nije preljubnica pođe li za drugoga.
2d0704008f	Tako, braćo moja, i vi po tijelu Kristovu umrijeste Zakonu da pripadnete drugomu, Onomu koji je od mrtvih uskrišen, te plodove donosimo Bogu.
2d07050079	Doista, dok bijasmo u tijelu, grešne su strasti, Zakonom izazvane, djelovale u našim udovima te smrti donosile plodove;
2d07060078	sada pak umrijevši onomu što nas je sputavalo, riješeni smo Zakona te služimo u novosti Duha, a ne u stareži slova.
2d0707009b	Što ćemo dakle reći? Je li Zakon grijeh? Nipošto! Nego: grijeha ne spoznah doli po Zakonu jer za požudu ne bih znao da Zakon nije govorio: Ne poželi!
2d07080074	A grijeh je, uhvativši priliku, po zapovijedi u meni prouzročio svakovrsnu požudu. Ta bez zakona grijeh je mrtav.
2d07090051	Da, ja sam nekoć živio bez zakona. Ali kad je došla zapovijed, grijeh oživje.
2d070a0045	Ja pak umrijeh i ustanovi se: zapovijed dana za život bi mi na smrt.
2d070b0049	Doista grijeh, uhvativši priliku, zapovijeđu me zavede, njome me i ubi.
2d070c003f	Tako: Zakon je svet, i zapovijed je sveta, i pravedna, i dobra.
2d070d00af	Pa zar se to dobro meni u smrt prometnu? Nipošto! Nego: grijeh, da se grijehom očituje, po tom dobru uzrokuje mi smrt - da grijeh po zapovijedi postane najvećim grešnikom.
2d070e0041	Zakon je, znamo, duhovan; ja sam pak tjelesan, prodan pod grijeh.
2d070f005c	Zbilja ne razumijem što radim: ta ne činim ono što bih htio, nego što mrzim - to činim.
2d07100051	Ako li pak činim što ne bih htio, slažem se sa Zakonom, priznajem da je dobar.
2d0711003c	Onda to ne činim više ja, nego grijeh koji prebiva u meni.
2d0712006f	Doista znam da dobro ne prebiva u meni, to jest u mojem tijelu. Uistinu: htjeti mi ide, ali ne i činiti dobro.
2d07130048	Ta ne činim dobro koje bih htio, nego zlo koje ne bih htio - to činim.
2d07140061	Ako li pak činim ono što ne bih htio, nipošto to ne radim ja, nego grijeh koji prebiva u meni.
2d07150048	Nalazim dakle ovaj zakon: kad bih htio činiti dobro, nameće mi se zlo.
2d0716003f	Po nutarnjem čovjeku s užitkom se slažem sa Zakonom Božjim,
2d07170084	ali opažam u svojim udovima drugi zakon koji vojuje protiv zakona uma moga i zarobljuje me zakonom grijeha koji je u mojim udovima.
2d0718004b	Jadan li sam ja čovjek! Tko će me istrgnuti iz ovoga tijela smrtonosnoga?
2d07190072	Hvala Bogu po Isusu Kristu Gospodinu našem! Ja, dakle, umom ja služim zakonu Božjemu, a tijelom zakonu grijeha.
2d08010036	Nikakve dakle sada osude onima koji su u Kristu Isusu!
2d08020048	Ta zakon Duha života u Kristu Isusu oslobodi me zakona grijeha i smrti.
2d080300b3	Uistinu, što je bilo nemoguće Zakonu, jer je zbog tijela onemoćao, Bog je učinio: poslavši Sina svoga u obličju grešnoga tijela i s obzirom na grijeh, osudi grijeh u tijelu
2d0804004d	da se pravednost Zakona ispuni u nama koji ne živimo po tijelu nego po Duhu.
2d08050065	Da, oni koji žive po tijelu, teže za onim što je tjelesno; a koji po Duhu, za onim što je Duhovo:
2d08060034	težnja je tijela smrt, a težnja Duha život i mir.
2d08070053	Jer težnja je tijela protivna Bogu: zakonu se Božjemu ne podvrgava, a i ne može.
2d08080033	Oni pak koji su u tijelu, ne mogu se Bogu svidjeti.
2d0809006e	A vi niste u tijelu, nego u Duhu, ako Duh Božji prebiva u vama. A nema li tko Duha Kristova, taj nije njegov.
2d080a0060	I ako je Krist u vama, tijelo je doduše mrtvo zbog grijeha, ali Duh je život zbog pravednosti.
2d080b00a5	Ako li Duh Onoga koji uskrisi Isusa od mrtvih prebiva u vama, Onaj koji uskrisi Krista od mrtvih oživit će i smrtna tijela vaša po Duhu svome koji prebiva u vama.
2d080c0040	Dakle, braćo, dužnici smo, ali ne tijelu da po tijelu živimo!
2d080d0067	Jer ako po tijelu živite, umrijeti vam je, ako li pak Duhom usmrćujete tjelesna djela, živjet ćete.
2d080e002a	Svi koje vodi Duh Božji sinovi su Božji.
2d080f0070	Ta ne primiste duh robovanja da se opet bojite, nego primiste Duha posinstva u kojem kličemo: “Abba! Oče!”
2d08100038	Sam Duh susvjedok je s našim duhom da smo djeca Božja;
2d08110095	ako pak djeca, onda i baštinici, baštinici Božji, a subaštinici Kristovi, kada doista s njime zajedno trpimo, da se zajedno s njime i proslavimo.
2d08120070	Smatram, uistinu: sve patnje sadašnjega vremena nisu ništa prema budućoj slavi koja se ima očitovati u nama.
2d0813004d	Doista, stvorenje sa svom žudnjom iščekuje ovo objavljenje sinova Božjih:
2d08140070	stvorenje je uistinu podvrgnuto ispraznosti - ne po svojoj volji, nego zbog onoga koji ga podvrgnu - ali u nadi.
2d08150067	Jer i stvorenje će se osloboditi robovanja pokvarljivosti da sudjeluje u slobodi i slavi djece Božje.
2d08160055	Jer znamo: sve stvorenje zajedno uzdiše i muči se u porođajnim bolima sve do sada.
2d08170076	Ali ne samo ono! I mi koji imamo prvine Duha, i mi u sebi uzdišemo iščekujući posinstvo, otkupljenje svoga tijela.
2d08180064	Ta u nadi smo spašeni! Nada pak koja se vidi nije nada. Jer što tko gleda, kako da se tomu i nada?
2d08190043	Nadamo li se pak onomu čega ne gledamo, postojano to iščekujemo.
2d081a0082	Tako i Duh potpomaže našu nemoć. Doista ne znamo što da molimo kako valja, ali se sam Duh za nas zauzima neizrecivim uzdasima.
2d081b0058	A Onaj koji proniče srca zna koja je želja Duha - da se on po Božju zauzima za svete.
2d081c006c	Znamo pak da Bog u svemu na dobro surađuje s onima koji ga ljube, s onima koji su odlukom njegovom pozvani.
2d081d007b	Jer koje predvidje, te i predodredi da budu suobličeni slici Sina njegova te da on bude prvorođenac među mnogom braćom.
2d081e0057	Koje pak predodredi, te i pozva; koje pozva, te i opravda; koje opravda, te i proslavi.
2d081f0044	Što ćemo dakle na to reći? Ako je Bog za nas, tko će protiv nas?
2d0820006d	Ta on ni svojega Sina nije poštedio, nego ga je za sve nas predao! Kako nam onda s njime neće sve darovati?
2d08210033	Tko će optužiti izabranike Božje? Bog opravdava!
2d08220069	Tko će osuditi? Krist Isus umrije, štoviše i uskrsnu, on je i zdesna Bogu - on se baš zauzima za nas!
2d08230069	Tko će nas rastaviti od ljubavi Kristove? Nevolja? Tjeskoba? Progonstvo? Glad? Golotinja? Pogibao? Mač?
