0100000009	UGenesisi
3301030055	Siyambonga uNkulunkulu loYise weNkosi yethu uJesu Kristu, sikhuleka ngani njalonjalo,
330104004a	sesizwile ngokholo lwenu kuKristu Jesu, langothando olukwabangcwele bonke,
330105005b	ngethemba elibekelwe lona emazulwini, elezwa ngalo ngaphambili ngelizwi leqiniso levangeli,
33010600ab	eselifikile kini, njengalokhu lemhlabeni wonke, njalo lithela izithelo, njengoba kunjalo laphakathi kwenu, kusukela ngosuku elezwa laseliwazi umusa kaNkulunkulu ngeqiniso;
3301070075	njengalokhu lani lafunda kuEpafra othandekayo wethu inceku kanye lathi, oyisikhonzi esithembekileyo sikaKristu ngani,
3301080027	ositshele futhi ngothando lwenu kuMoya.
33010900aa	Ngakho lathi, kusukela ngosuku esezwa ngalo, kasiyekeli ukulikhulekela, lokucela ukuthi ligcwaliswe ngolwazi lwentando yakhe ngenhlakanipho yonke lokuqedisisa okungomoya,
33010a0094	ukuze lihambe ngokufanele iNkosi kukho konke okuthokozisayo, lithela izithelo kuwo wonke umsebenzi olungileyo njalo likhule elwazini lukaNkulunkulu;
33010b0062	liqiniswe ngamandla wonke njengokwamandla obukhosi bakhe, ekubekezeleni konke lesineke, lenjabulo;
33010c0051	sibonge uBaba owasenza safanela ekuhlanganyeleni kwelifa labangcwele ekukhanyeni,
33010d004f	owasikhulula emandleni obumnyama, wasesisa embusweni weNdodana yothando lwakhe,
33010e0033	esilohlengo kuyo ngegazi layo, uthethelelo lwezono.
33010f0040	Engumfanekiso kaNkulunkulu ongabonwayo, izibulo lesidalwa sonke;
33011000d0	ngoba kuyo zonke izinto zadalwa, ezisemazulwini lezisemhlabeni, ezibonwayo lezingabonwayo, loba izihlalo zobukhosi, loba ubuphathamandla, loba imibuso, loba amandla; zonke izinto zidalwa ngayo zadalelwa yona;
330111004a	yona-ke ingaphambi kwazo zonke izinto, njalo ngayo zonke izinto zibambene.
3301120074	Njalo yona yinhloko yomzimba, olibandla; eyikuqala, izibulo kwabafileyo, ukuze yona ibe ngeyokuqala ezintweni zonke;
330113003e	ngoba kwamthokozisa uBaba ukuthi ukugcwala konke kuhlale kiyo,
3301140096	njalo ngayo enze izinto zonke zibuyisane laye uqobo, esenze ukuthula ngegazi lesiphambano sayo, ngayo, loba yizinto ezisemhlabeni loba ezisemazulwini.
3301150062	Lani elalikade lingabemzini lezitha ngengqondo emisebenzini emibi, kodwa khathesi usebuyisene lani
330116006a	emzimbeni wenyama yayo ngokufa ukuthi alimise phambi kwakhe lingcwele njalo lingelacala njalo lingasoleki,
33011700b7	uba-ke lihlala ekholweni lisekelwe liqinile, lingasuswa ethembeni levangeli elalizwayo, elatshunyayelwa kuso sonke isidalwa esingaphansi kwezulu, engenziwe isikhonzi salo mina Pawuli.
33011800a1	Khathesi-ke ngiyathokoza ekulihluphekeleni kwami, njalo okusileleyo kwenhlupheko zikaKristu ngiyakugcwalisa enyameni yami esikhundleni somzimba wakhe, olibandla;
330119007f	mina engenziwa isikhonzi salo, njengokwesimiso sikaNkulunkulu enganikwa sona maqondana lani, ukugcwalisa ilizwi likaNkulunkulu,
33011a007d	imfihlo ebifihliwe kusukela ezikhathini zendulo njalo kusukela kuzizukulwana; kodwa khathesi ibonakaliswe kwabangcwele bakhe,
33011b0091	kubo uNkulunkulu wathanda ukubazisa ukuthi iyini inotho yobukhosi balimfihlo phakathi kwabezizwe, enguKristu phakathi kwenu, ithemba lenkazimulo;
33011c0093	esimtshumayelayo thina, sixwayisa wonke umuntu, sifundisa wonke umuntu ngayo yonke inhlakanipho, ukuze silethe wonke umuntu ephelele kuKristu Jesu;
33011d0058	engikutshikatshikelayo lami, ngisilwa njengokusebenza kwakhe, okusebenza kimi ngamandla.
330201009a	Ngoba ngithanda ukuthi lazi ukuthi kukhulu kangakanani ukulwa engilakho ngani labaseLawodikeya, njalo ngobunengi balabo abangabonanga ubuso bami enyameni,
33020200a9	ukuze inhliziyo zabo ziduduzwe, behlanganiswe ethandweni, lenothweni yonke yokuqinisekiswa okupheleleyo kokuqedisisa, elwazini lwemfihlo kaNkulunkulu loBaba, lekaKristu,
330203003e	okufihlwe kuye izinto zonke eziligugu zenhlakanipho lezolwazi.
3302040048	Ngitsho lokhu-ke, ukuze kungabi lamuntu olikhohlisayo ngamazwi ayengayo.
330205007a	Ngoba lanxa ngingekho ngenyama, kanti ngilani ngomoya, ngithokoza ngibona ukuhlela kwenu, lokuqina kokholo lwenu kuKristu.
3302060040	Ngakho njengalokho limemukele uKristu Jesu iNkosi, hambani kuye,
330207006b	ligxilise impande lakhiwe kuye, njalo liqiniswe ekholweni, njengokufundiswa kwenu, lengeze kulo ekubongeni.
33020800af	Nanzelelani hlezi kube khona olithumbayo ngolwazi lwenhlakanipho langenkohliso eyize, njengokomkhuba wabantu, njengokwemfundiso zakuqala zomhlaba, njalo kungenjengokukaKristu;
330209003c	ngoba kuhlala kuye ukugcwala konke kobuNkulunkulu ngomzimba,
33020a0041	njalo liphelelisiwe kuye, oyinhloko yakho konke ukubusa lamandla;
33020b0073	elasokelwa kuye lani ngokusoka okungenziwanga ngezandla, ngokuhlubula umzimba wezono zenyama, ekusokeni kukaKristu,
33020c0081	lingcwatshwe kanye laye ebhabhathizweni, elavuswa lani kanye laye kulo ngokholo lokusebenza kukaNkulunkulu, owamvusa kwabafileyo.
33020d0073	Lani lifile eziphambekweni lokungasoki kwenyama yenu, ulenze laphila kanye laye, eselithethelele zonke iziphambeko,
33020e0068	esesule incwadi yezimiso emelana lathi, ephambene lathi, wayisusa phakathi, eseyibethele esiphambanweni;
33020f004c	ebahlubule ababusi lamandla, wabaveza obala, wathakazelela ukubanqoba ngaso.
3302100080	Ngakho kakungabi khona olilahla ekudleni kumbe ekunatheni, loba endabeni yomkhosi loba eyokuthwasa kwenyanga kumbe eyamasabatha;
330211003a	eziyisithunzi sezinto ezizayo, kodwa umzimba ungokaKristu.
33021200b3	Kakungabi lamuntu olemuka umvuzo wenu ngobuqili, ethanda ukuzenza othobekileyo lokukhonza izingilosi, engena ezintweni angazibonanga, ezikhukhumeza ngeze ngengqondo yenyama yakhe,
3302130081	njalo engabambi iNhloko, umzimba wonke ngamalunga lemisipha usondliwa njalo uhlanganiswa ngayo, ukhula ngokukhula kukaNkulunkulu.
3302140075	Ngakho uba lafa kanye loKristu emfundisweni zakuqala zomhlaba, libophekeleni ngemikhuba ngokungathi liphila elizweni,
3302150025	(ungabambi, unganambithi, ungathinti,
3302160049	ezizaphela zonke ngokusetshenziswa) njengokwemilayo lezimfundiso zabantu?
3302170086	Ezilesimo senhlakanipho ekukhonzeni kokuzenzela lekuzithobeni lekuphatheni nzima umzimba, kakusizi lutho ukumelana lokusuthisa inyama.
330301006c	Ngakho uba livuswe loKristu, dingani okwaphezulu, lapho akhona uKristu ehlezi ngakwesokunene sikaNkulunkulu.
3303020042	Nakanani ngezinto eziphezulu, kungeyisikho ngezinto ezisemhlabeni.
3303030039	Ngoba lifile, lempilo yenu ifihlwe loKristu kuNkulunkulu.
3303040062	Nxa ebonakaliswa uKristu, oyimpilo yethu, ngalesosikhathi lani lizabonakaliswa laye enkazimulweni.
330305007d	Ngakho bulalani amalunga enu asemhlabeni, ukuphinga, ukungcola, inkanuko embi, ukufisa okubi, lomhawu, oyikukhonza izithombe,
330306004a	okwehla ngalezizinto ulaka lukaNkulunkulu phezu kwabantwana bokungalaleli;
3303070038	elake lahamba kuzo lani, lapho lalihlezi phakathi kwazo.
3303080076	Kodwa khathesi lani khuphani konke lokhu, ulaka, ukuthukuthela, inzondo, inhlamba, ukukhuluma amanyala emlonyeni wenu;
3303090046	lingaqambelani amanga, lokhu selimhlubule umuntu omdala lezenzo zakhe,
33030a004f	selembethe omutsha, owenziwa kutsha elwazini njengomfanekiso walowo owamdalayo;
33030b008c	okungekho umGriki lomJuda, ukusoka lokungasoki, owezizweni, umSikethiya, isigqili, okhululekileyo; kodwa uKristu uyikho konke lakukho konke.
33030c008e	Ngakho yembathani, njengabakhethiweyo bakaNkulunkulu, abangcwele labathandekayo, imihelo yesihawu, ububele, ukuzithoba, ubumnene, ukubekezela;
33030d006e	libekezelelane, lithethelelane uba umuntu elensolo komunye; njengoba loKristu walithethelela, ngokunjalo lani;
33030e0043	phezu kwakho konke-ke yembathani uthando, oluyisibopho sokuphelela.
33030f0076	Lokuthula kukaNkulunkulu kakubuse enhliziyweni zenu, elibizelwa kukho lani emzimbeni munye; futhi banini ngababongayo.
33031000c3	Ilizwi likaKristu kalihlale phakathi kwenu ngokwenotho enhlakanipheni yonke; lifundisane lilayane, ngezihlabelelo, lamahubo odumo, lengoma zomoya, lihlabelela lilomusa enhliziyweni zenu eNkosini.
3303110083	Njalo konke loba yini eliyenzayo, elizwini loba esenzweni, konke kwenzeni ebizweni leNkosi uJesu, libonge uNkulunkulu loBaba ngaye.
3303120047	Bafazi, zehliseleni ngaphansi kwawenu amadoda, njengokufanele eNkosini.
330313002f	Madoda, thandani omkenu, lingabi lokubaba kubo.
330314004f	Bantwana, lalelani abazali ezintweni zonke; ngoba lokhu kuyayithokozisa iNkosi.
330315003c	Bobaba, lingabathukuthelisi abantwana benu, ukuze bangadani.
33031600b2	Zisebenzi, lalelani ezintweni zonke labo abangamakhosi njengokwenyama, kungeyisikho ngenkonzo yamehlo njengabathokozisa abantu, kodwa ngobuqotho benhliziyo, lisesaba uNkulunkulu;
3303170063	njalo yonke loba yini eliyenzayo, yenzeni ngenhliziyo, njengeNkosini, njalo kungeyisikho ebantwini;
3303180052	lisazi ukuthi eNkosini lizakwemukela umvuzo welifa; ngoba likhonza iNkosi uKristu.
3303190057	Kodwa owenza okubi uzazemukelela okubi akwenzileyo; njalo kakukho ukubandlulula umuntu.
330401005f	Makhosi, nikani izisebenzi okulungileyo lokulingeneyo, lisazi ukuthi lani lileNkosi emazulwini.
3304020031	Khuthalani emkhulekweni, lilinde kuwo ngokubonga;
3304030099	likhuleke ngesikhathi esifananayo ngathi futhi, ukuthi uNkulunkulu asivulele umnyango welizwi, ukukhuluma imfihlo kaKristu, lami engibotshwe ngenxa yayo;
3304040039	ukuthi ngiyibonakalise, njengalokhu ngifanele ukukhuluma.
3304050043	Hambani ngenhlakanipho mayelana labangaphandle, lihlenga isikhathi.
3304060073	Ilizwi lenu kalihlale emuseni, linambitheke ngetshwayi, ukuze lazi ukuthi kulifanele njani ukuphendula lowo lalowo.
330407007f	Konke okumaqondana lami uzalitshela uTikiko, umzalwane othandekayo lesikhonzi esithembekileyo lesisebenzi kanye lathi eNkosini;
3304080052	engimthume kini kukho lokhu, ukuze azi indaba zenu lokuthi aduduze inhliziyo zenu;
3304090059	kanye loOnesimo umzalwane othembekileyo lothandekayo, owakini. Bazalazisa konke okulapha.
33040a0085	Uyalibingelela uAristako oyisibotshwa kanye lami, loMarko umzawakhe kaBarnabasi, elemukela imilayo ngaye; uba efika kini, memukeleni,
33040b0076	loJesu othiwa nguJustusi, owabokusoka; laba bodwa yizisebenzi kanye lami embusweni kaNkulunkulu, ababa yinduduzo kimi.
33040c009a	Uyalibingelela uEpafra owakini, inceku kaKristu, elilwela emikhulekweni ngezikhathi zonke, ukuze lime liphelele ligcwaliswe entandweni yonke kaNkulunkulu.
33040d0058	Ngoba ngiyafakaza kuye ukuthi uyalitshisekela kakhulu labaseLawodikeya labaseHiyerapoli.
33040e0032	Uyalibingelela uLuka umelaphi othandekayo, loDema.
33040f004b	Bingelelani abazalwane abaseLawodikeya, loNimfa, lebandla elisemzini wakhe.
3304100092	Njalo nxa isifundiwe lincwadi phakathi kwenu, bonani ukuthi ifundwe lebandleni labeLawodikeya, njalo ukuthi lani liyifunde leyo evela eLawodikeya.
3304110052	Limtshele uArkipho lithi: Qaphela inkonzo oyemukele eNkosini, ukuthi uyiphelelise.
330412005d	Isibingelelo ngesami isandla esikaPawuli. Khumbulani izibopho zami. Umusa kawube lani. Ameni.
3400000014	1 KwabaseThesalonika
34010100b4	UPawuli loSilivanu loTimothi, kubandla labeThesalonika kuNkulunkulu uBaba, leNkosi uJesu Kristu: Umusa kawube kini lokuthula okuvela kuNkulunkulu uBaba wethu, leNkosi uJesu Kristu.
3401020052	Sibonga uNkulunkulu ngezikhathi zonke ngani lonke, siliphatha emikhulekweni yethu,
340103009d	sikhumbula ngokungaphezi isenzo senu sokholo, lomsebenzi onzima wothando, lokuqina kwethemba eNkosini yethu uJesu Kristu, phambi kukaNkulunkulu loBaba wethu;
3401040040	sisazi, bazalwane abathandiweyo nguNkulunkulu, ukukhethwa kwenu;
34010500b4	ngoba ivangeli lethu kalifikanga kini ngelizwi kuphela, kodwa langamandla, langoMoya oNgcwele, langokuqiniswa okukhulu, njengoba lisazi ukuthi sasinjani phakathi kwenu ngenxa yenu.
340106006f	Lani laba ngabalingisi bethu labeNkosi, selilemukele ilizwi ekuhluphekeni okukhulu lilentokozo kaMoya oNgcwele,
3401070040	laze laba yizibonelo kubo bonke abakholwayo eMakedoniya leAkaya.
34010800c3	Ngoba kini kwezwakala ilizwi leNkosi, kungeyisikho eMakedoniya leAkaya kuphela, kodwa ukholo lwenu kuNkulunkulu lwaphumela lakuyo yonke indawo, okokuthi kwakungasadingeki ukuthi sikhulume ulutho.
34010900b9	Ngoba bona uqobo lwabo balandisa ngathi ukuthi saba lokungena okunjani kini, lokuthi laphendukela njani kuNkulunkulu livela ezithombeni, ukuthi likhonze uNkulunkulu ophilayo loweqiniso,
34010a0062	lilindele iNdodana yakhe ivela emazulwini, ayivusa kwabafileyo, uJesu osihlangula elakeni oluzayo.
340201004a	Ngoba liyazi lina, bazalwane, ukungena kwethu kini, ukuthi kakubanga yize;
34020200b2	kodwa lanxa sasihluphekile kuqala saphathwa kubi, njengoba lisazi, eFiliphi, saba lesibindi kuNkulunkulu wethu sokukhuluma kini ivangeli likaNkulunkulu phakathi kokulwa okukhulu.
340203005d	Ngoba inkuthazo yethu yayingayisiyo yokuduha njalo ingaveli ekungcoleni, njalo ingengobuqili;
34020400a3	kodwa njengoba sivunyelwe nguNkulunkulu ukuthi siphathiswe ivangeli, sikhuluma ngokunjalo, kungenjengokuthokozisa abantu, kodwa uNkulunkulu ohlola inhliziyo zethu.
3402050079	Ngoba kasizange size ngamazwi ayengayo, njengoba lisazi, futhi kungeyisikho ngokufihla ubuhwaba; uNkulunkulu ungumfakazi;
3402060078	singadingi udumo ebantwini, futhi olungaveli kini kumbe kwabanye, loba sasingaba ngumthwalo njengabaphostoli bakaKristu,
340207004a	kodwa saba mnene phakathi kwenu njengomdlezane esingatha abakhe abantwana.
34020800a3	Njengoba besilithanda kangaka, sathokoza ukulinika kungeyisilo ivangeli likaNkulunkulu kuphela, kodwa lemiphefumulo yethu uqobo, ngoba laselingabathandekayo kithi.
34020900b0	Ngoba liyakhumbula, bazalwane, ukutshikatshika lokulwisa kwethu; ngoba ubusuku lemini sisebenza ukuze singabi ngumthwalo lakomunye wenu, silitshumayeza ivangeli likaNkulunkulu.
34020a006e	Lina lingabafakazi, loNkulunkulu, ukuthi sasingcwele njani njalo silungile futhi singasoleki kini elikholwayo;
34020b0074	njengoba-ke lisazi ukuthi ngulowo lalowo wenu, njengoyise kwabakhe abantwana, salikhuthaza njani saliduduza safakaza
34020c004d	ukuthi lihambe ngokufanele uNkulunkulu olibizela embusweni lebukhosini bakhe.
34020d00e2	Ngenxa yalokhu njalo thina kasiyekeli ukumbonga uNkulunkulu, ukuthi selemukele ilizwi likaNkulunkulu elalizwa kithi, lemukela kungeyisilo ilizwi labantu, kodwa linjengeqiniso ilizwi likaNkulunkulu, osebenza lakini elikholwayo.
34020e00ac	Ngoba lina, bazalwane, laba ngabalingiseli bamabandla kaNkulunkulu aseJudiya kuKristu Jesu; ngoba lani lahlupheka lezizinto kwabesizwe sakini uqobo, njengoba lawo kumaJuda,
34020f0073	abulala leNkosi uJesu labaprofethi bawo uqobo, asizingela lathi, kawamthokozisi uNkulunkulu, amelana labantu bonke,
3402100094	esivimbela ukutshumayeza abezizwe ukuze basindiswe, ukuze agcwalise izono zawo njalonjalo; kodwa ulaka selwehlele phezu kwawo kuze kube sekupheleni.
34021100a7	Kodwa thina, bazalwane, lokhu sehlukaniswe lani okwesikhatshana, ngobuso, kungeyisikho ngenhliziyo, sazama kakhulukazi ukuthi sibone ubuso benu ngokulangatha okukhulu.
3402120063	Ngakho besifisa ukufika kini, ikakhulu mina Pawuli, lakanye lokuphinda, kodwa uSathane wasivimbela;
340213008e	ngoba liyini ithemba lethu, kumbe intokozo, kumbe umqhele wokuzincoma? Angithi yini futhi, phambi kweNkosi yethu uJesu Kristu ekufikeni kwayo?
3402140024	Ngoba lina liludumo lentokozo yethu.
3403010049	Kwathi-ke singaselakubekezela, sathi kuhle ukuthi sitshiywe sodwa eAtene,
34030200a1	sasesithuma uTimothi umzalwane wethu lesikhonzi sikaNkulunkulu lesisebenzi kanye lathi evangelini likaKristu, ukuze aliqinise lokuthi alikhuthaze ngokholo lwenu,
3403030059	ukuze kunganyikinywa lamunye kulezizinhlupheko; ngoba liyazi lina ukuthi simiselwe lokhu.
340304006c	Ngoba lathi siselani, salitshela ngaphambili ukuthi sesizahlupheka, njengoba futhi kwenzeka, lani liyakwazi.
340305009b	Ngenxa yalokhu futhi ngingaselakubekezela, ngathumela ukuthi ngazi ukholo lwenu, hlezi mhlawumbe umlingi ulilingile, lokuthi umtshikatshika wethu ube yize.
34030600c3	Kodwa khathesi uTimothi usefikile kithi evela kini, usibikele indaba ezinhle zokholo lothando lwenu, lokuthi lihlala lilomkhumbulo omuhle ngathi, lifisa kakhulu ukusibona, njengoba-ke lathi lina;
3403070062	ngenxa yalokhu saduduzeka, bazalwane, ngani, kukho konke ukuhlupheka losizi lwethu ngokholo lwenu;
340308003a	ngoba khathesi siyaphila, uba lina limi liqinile eNkosini.
340309007d	Ngoba sibongobani esingenanisa kuNkulunkulu ngani, ngentokozo yonke esithokoza ngayo ngenxa yenu phambi kukaNkulunkulu wethu?
34030a0079	Ebusuku lemini siyakhuleka kakhulu sidlulisa amalawulo ukuze sibone ubuso benu, siphelelise-ke okusileleyo kokholo lwenu.
34030b0069	Njalo kungathi uNkulunkulu uqobo loBaba wethu, leNkosi yethu uJesu Kristu angaqondisa indlela yethu kini;
34030c0081	njalo kungathi iNkosi ingalandisa njalo ilenze lengezeleleke ethandweni omunye komunye lakubo bonke, njengoba sinjalo lathi kini,
34030d009f	ukuze iqinise inhliziyo zenu zingasoleki ebungcweleni, phambi kukaNkulunkulu loBaba wethu, ekufikeni kweNkosi yethu uJesu Kristu kanye labangcwele bakhe bonke.
34040100bb	Okunye-ke, bazalwane, siyalincenga silikhuthaza eNkosini uJesu, njengalokhu lakwemukela kithi ukuthi kulifanele njani ukuhamba lokumthokozisa uNkulunkulu, ukuze lengezelele kukho kakhulu.
340402003e	Ngoba liyazi ukuthi milayo bani esalinika yona ngeNkosi uJesu.
3404030053	Ngoba le yintando kaNkulunkulu, ukungcweliswa kwenu, ukuthi lizithinte ekuphingeni;
3404040059	ukuthi ngulowo lalowo wenu kakwazi ukugcina esakhe isitsha ekungcweliseni lekuhlonipheni,
340405004f	kungeyisikho enkanukweni yesifiso, njengabezizwe labo abangamaziyo uNkulunkulu.
3404060095	Kakungabi khona oweqayo aqile umfowabo endabeni; ngoba iNkosi ingumphindiseli ngazo zonke lezizinto, njengoba lathi salitshela ngaphambili, safakaza.
340407003f	Ngoba uNkulunkulu kasibizelanga emanyaleni, kodwa ebungcweleni.
3404080060	Ngakho lowo odelelayo, kadeleli muntu, kodwa uNkulunkulu owasinika futhi uMoya wakhe oyiNgcwele.
3404090080	Kodwa mayelana lothando lobuzalwane kalidingi ukuthi ngilibhalele; ngoba lina uqobo lifundisiwe nguNkulunkulu ukuthi lithandane;
34040a0080	ngoba lani lenza lokhu kubo bonke abazalwane abaseMakedoniya yonke; kodwa siyalikhuthaza, bazalwane, ukuthi lengezelele kakhulu,
34040b0063	njalo likhuthalele ukuba lokuthula lokwenza okwenu, lokusebenza ngezenu izandla, njengoba salilaya;
34040c0040	ukuze lihambe ngokuhlonitshwa ngabangaphandle, lingasweli lutho.
34040d007b	Kodwa kangithandi ukuthi lingabi lalwazi, bazalwane, ngalabo abaleleyo, ukuze lingadabuki, njengabanye labo abangelathemba.
34040e0072	Ngoba uba sikholwa ukuthi uJesu wafa wavuka, ngokunjalo-ke labo abalele kuJesu, uNkulunkulu uzabaletha kanye laye.
34040f0096	Ngoba lokhu sikutsho kini ngelizwi leNkosi, ukuthi thina esiphilayo esitshiywe kuze kube sekufikeni kweNkosi, isibili kasiyikubaqalela labo asebelele;
34041000ad	ngoba iNkosi uqobo izakwehla ivela ezulwini ngesimemezelo sokulawula, ngelizwi lengilosi eyinduna, langokukhala kophondo lukaNkulunkulu, labafileyo kuKristu bazavuka kuqala;
3404110098	kulandele thina esiphilayo esitshiyiweyo, sizahluthunelwa kanye labo emayezini siyehlangabeza iNkosi emoyeni; ngokunjalo besesihlala leNkosi njalonjalo.
340412001d	Ngakho duduzanani ngalamazwi.
3405010046	Kodwa ngezikhathi langemizuzu, bazalwane, kalisweli ukuthi libhalelwe,
3405020063	ngoba lina uqobo liyazi kuhle kakhulu ukuthi usuku lweNkosi luzafika ngokunjalo njengesela ebusuku;
3405030096	ngoba nxa besithi: Ukuthula lokuhlala kuhle, khona ukubhujiswa okujumayo kuzabehlela, njengomhelo kowesifazana okhulelweyo, njalo kabasoze baphunyuke.
3405040051	Kodwa lina, bazalwane, kalikho emnyameni, ukuze lolosuku luliphuthume njengesela;
340505005b	lina lonke lingabantwana bokukhanya labantwana bemini; kasisibo abobusuku loba abobumnyama;
340506003e	ngakho-ke asingalali njengabanye labo, kodwa asilinde siqonde.
340507003c	Ngoba abalalayo balala ebusuku; labadakwayo badakwa ebusuku.
3405080070	Kodwa thina esingabemini, asiqonde, sifake isivikelo sesifuba sokholo lothando, lethemba losindiso libe likhowa,
340509005a	ngoba uNkulunkulu kasimiselanga ulaka, kodwa ukuzuza usindiso ngeNkosi yethu uJesu Kristu,
