010000000a	Yaradiliş
2804010069	Bundan sonra İsa iblis tərəfindən sınağa çəkilmək üçün Ruh tərəfindən səhraya aparıldı.
2804020036	İsa qırx gün-qırx gecə oruc tutandan sonra acdı.
2804030082	O zaman sınağaçəkən yaxınlaşıb Ona dedi: «Əgər Sən Allahın Oğlusansa, bu daşlara əmr et ki, çörəyə dönsün».
2804040095	İsa ona belə cavab verdi: «“İnsan yalnız çörəklə deyil, Allahın ağzından çıxan hər kəlmə ilə yaşayar” deyə yazılmışdır».
2804050050	Sonra iblis Onu müqəddəs şəhərə gətirdi və məbədin qülləsinə qoyub
28040600da	dedi: «Əgər Sən Allahın Oğlusansa, Özünü aşağı at. Axı “Allah Sənə görə mələklərinə əmr edər ki, Səni əlləri üstündə aparsınlar, Ayağın bir daşa dəyməsin” deyə yazılmışdır».
280407004b	İsa ona dedi: «“Allahın Rəbbi sınama” deyə də yazılmışdır».
280408008b	İblis yenə İsanı çox yüksək bir dağa çıxartdı. Ona dünyanın bütün padşahlıqlarını və şan-şöhrətini göstərib dedi:
280409005f	«Əgər Sən yerə qapanıb mənə səcdə etsən, bütün bu şeyləri Sənə verəcəyəm».
28040a0075	İsa dedi: «Rədd ol, Şeytan! “Allahın Rəbbə səcdə et və yalnız Ona ibadət et” deyə yazılmışdır».
28040b0050	Bundan sonra iblis İsanı tərk etdi və mələklər gəlib Ona xidmət edirdi.
28040c0043	İsa Yəhyanın həbs olunduğunu eşitdikdə Qalileyaya qayıtdı.
28040d007d	Nazaretdən çıxıb Zevulun və Naftali bölgəsində, Qalileya gölü kənarında yerləşən Kefernahumda məskən saldı.
28040e005e	Bu, Yeşaya peyğəmbər vasitəsilə söylənən həmin söz yerinə yetsin deyə baş verdi:
28040f0085	«Zevulun və Naftali bölgələri, Dənizkənarı yol, İordan çayının o biri tayı, Müxtəlif millətlər yaşayan Qalileya –
2804100083	Zülmətdə yaşayan xalq Möhtəşəm bir işıq gördü. Ölüm kölgəsi diyarında məskunlaşanların üzərinə Nur doğdu».
280411006f	O vaxtdan İsa vəz edib belə deməyə başladı: «Tövbə edin! Çünki Səmavi Padşahlıq yaxınlaşıb».
280412009f	İsa Qalileya gölünün sahilində gəzərkən suya tor atan iki qardaşı – Peter adlanan Şimonu və qardaşı Andreyi gördü. Bu adamlar balıqçı idi.
2804130066	İsa onlara dedi: «Ardımca gəlin, Mən sizi elə balıqçı edəcəyəm ki, insan tutacaqsınız».
280414003d	Onlar dərhal torları kənara atıb Onun ardınca getdilər.
28041500c9	İsa oradan irəli gedib başqa iki qardaşı – Zavday oğlu Yaqubu və qardaşı Yəhyanı gördü. Onlar ataları Zavdayla birlikdə qayıqda torlarını düzəldirdilər. İsa onları çağırdı.
2804160049	Onlar da dərhal qayığı və atalarını qoyub Onun ardınca getdilər.
28041700c3	İsa bütün Qalileyanı gəzir, onların sinaqoqlarında öyrədir, Səmavi Padşahlığın Müjdəsini vəz edir, xalq arasında hər cür xəstəliyə və hər cür naxoşluğa şəfa verirdi.
28041800e5	Onun haqqındakı xəbər bütün Suriyaya yayıldı. Ona görə də İsanın yanına hər cür xəstəlik və iztirab çəkənləri, cinlərə tutulmuşları, epileptikləri və iflicləri gətirdilər. O da onlara şəfa verdi.
2804190099	Qalileyadan, Dekapolis bölgəsindən, Yerusəlimdən, Yəhudeyadan və İordan çayının o biri tayından böyük izdihamlar İsanın ardınca gedirdi.
2805010054	İsa izdihamı görüb dağa çıxdı. Oturan kimi şagirdləri Onun yanına gəldi.
2805020038	İsa danışmağa başlayıb onları öyrədərək dedi:
280503004f	«Nə bəxtiyardır ruhən yoxsullar! Çünki Səmavi Padşahlıq onlarındır.
2805040042	Nə bəxtiyardır yaslı olanlar! Çünki onlar təsəlli tapacaq.
2805050044	Nə bəxtiyardır həlimlər! Çünki onlar yer üzünü irs alacaq.
280506004b	Nə bəxtiyardır salehlik üçün acıb-susayanlar! Çünki onlar doyacaq.
280507004f	Nə bəxtiyardır mərhəmətli olanlar! Çünki onlara mərhəmət ediləcək.
280508004b	Nə bəxtiyardır ürəyi təmiz olanlar! Çünki onlar Allahı görəcək.
2805090050	Nə bəxtiyardır sülhyaradanlar! Çünki onlar Allahın övladları adlanacaq.
28050a0061	Nə bəxtiyardır salehlik uğrunda təqib edilənlər! Çünki Səmavi Padşahlıq onlarındır.
28050b0084	İnsanlar Mənə görə sizi təhqir edib təqib edəndə, yalan söyləyib sizə hər cür böhtan atanda siz nə bəxtiyarsınız!
28050c008f	Sevinin və şadlanın! Çünki göylərdə mükafatınız böyükdür. Axı sizdən qabaq gələn peyğəmbərləri də belə təqib ediblər.
28050d00aa	Siz yer üzünün duzusunuz. Amma duz öz dadını itirərsə, nə ilə duzlanar? Artıq çölə atılıb insanlar tərəfindən tapdalanmaqdan başqa bir şeyə yaramaz.
28050e0053	Siz dünyanın nurusunuz. Dağın zirvəsində qurulan şəhər gizli qala bilməz.
28050f0082	Heç kim çırağı yandırıb qabın altına qoymaz. Əksinə, çıraqdana qoyar ki, evdəkilərin hamısını işıqlandırsın.
280510009b	Eləcə də sizin nurunuz insanların qarşısında elə parlasın ki, onlar xeyirxah işlərinizi görüb göylərdə olan Atanızı izzətləndirsinlər.
28051100a5	Sanmayın ki, Mən Qanun və Peyğəmbərlərin sözlərini ləğv etmək üçün gəldim. Mən onları ləğv etmək üçün yox, yerinə yetirmək üçün gəldim.
2805120098	Sizə doğrusunu deyirəm: göy və yer keçib getmədən, hər şey icra olmadan Qanundan ən kiçik bir hərf və ya bir nöqtə belə, yox olmayacaq.
280513010e	Beləliklə, bu əmrlərdən ən kiçiyindən birini kim pozarsa və başqalarına da bu cür öyrədərsə, Səmavi Padşahlıqda ən kiçik sayılacaq. Amma kim bu əmrləri yerinə yetirər və başqalarına da öyrədərsə, Səmavi Padşahlıqda böyük sayılacaq.
280514009d	Sizə bunu deyirəm: əgər sizin salehliyiniz ilahiyyatçılarla fariseylərin salehliyindən artıq olmasa, Səmavi Padşahlığa əsla girə bilməzsiniz.
280515007c	Siz qədim zamanlarda adamlara “Qətl etmə, kim qətl edərsə, mühakiməyə məruz qalacaq” deyildiyini eşitmisiniz.
28051600f4	Mənsə sizə deyirəm ki, qardaşına hirslənən hər kəs mühakiməyə məruz qalacaq. Kim qardaşına “axmaq” deyərsə, Ali Şuranın hökmünə məruz qalacaq. Kim qardaşına “səfeh” deyərsə, cəhənnəm oduna məruz qalacaq.
280517008a	Buna görə də qurbangah qarşısına qurbanını gətirdiyin zaman yadına düşsə ki, qardaşının sənə qarşı bir şikayəti var,
280518007e	qurbanını qurbangahın qarşısında qoy, get, əvvəlcə qardaşınla barış və ondan sonra gəl, qurbanını təqdim et.
280519008a	Səni ittiham edənlə yolda ikən tez razılaş ki, o səni hakimə, hakim də səni mühafizəçiyə verməsin və zindana atılmayasan.
28051a0063	Sənə doğrusunu deyirəm: axırıncı qəpik-quruşunu verməyincə oradan əsla çıxmayacaqsan.
28051b002a	“Zina etmə” deyildiyini eşitmisiniz.
28051c006b	Mənsə sizə deyirəm ki, qadına şəhvətlə baxan hər adam artıq ürəyində onunla zina etmiş olur.
28051d00c1	Əgər sağ gözün səni pis yola çəkərsə, onu çıxar at. Çünki sənin üçün bədən üzvlərindən birinin məhv olması bütün bədəninin cəhənnəmə atılmasından yaxşıdır.
28051e00bd	Əgər sağ əlin səni pis yola çəkərsə, onu kəs at. Çünki sənin üçün bədən üzvlərindən birinin məhv olması bütün bədəninin cəhənnəmə düşməsindən yaxşıdır.
28051f0049	“Kim arvadını boşayarsa, ona talaq kağızı versin” deyilmişdir.
28052000b1	Mənsə sizə deyirəm ki, cinsi əxlaqsızlıqdan başqa bir səbəbə görə arvadını boşayan hər kəs onu zinaya sövq edir. Boşanmış qadınla evlənən də zina edir.
2805210086	Yenə qədim zamanlarda adamlara “Yalandan and içmə, amma andlarını Rəbbin önündə yerinə yetir” deyildiyini eşitmisiniz.
2805220057	Mənsə sizə deyirəm ki, heç and içmə, nə göyə, çünki o, Allahın taxtıdır;
2805230083	nə yerə, çünki yer Onun ayaqlarının altındakı kətildir; nə də Yerusəlimə, çünki ora böyük Padşahın şəhəridir.
2805240066	Başına da and içmə, çünki sən hətta bir dənə saçı belə, ağ və ya qara edə bilməzsən.
2805250066	Ancaq sözünüzdə “bəli”niz bəli, “xeyr”iniz xeyr olsun. Bundan qalanı şər olandandır.
280526004a	“Göz əvəzinə göz, diş əvəzinə diş” deyildiyini eşitmisiniz.
280527006f	Mənsə sizə deyirəm ki, pis adama qarşı durma. Əksinə, sağ üzünə şillə vurana o birini də çevir.
2805280056	Səni məhkəməyə verib köynəyini götürmək istəyənə üst paltarını da ver.
2805290057	Kim səni min addım yol getməyə məcbur edirsə, sən onunla iki min addım yol get.
28052a004a	Səndən bir şey diləyənə ver, səndən borc istəyəni geri qaytarma.
28052b0049	“Qonşunu sev və düşməninə nifrət et” deyildiyini eşitmisiniz.
28052c005c	Mənsə sizə deyirəm ki, düşmənlərinizi sevin, sizi təqib edənlər üçün dua edin.
28052d00e7	Belə ki siz göylərdə olan Atanızın övladları olasınız. Çünki O, günəşini həm pislərin, həm yaxşıların üzərinə doğurur, yağışını da həm salehlərin, həm də saleh olmayanların üzərinə yağdırır.
28052e0063	Əgər sizi sevənləri sevirsinizsə, nə mükafatınız olacaq? Vergiyığanlar da belə etmirmi?
28052f0088	Əgər yalnız qardaşlarınızı salamlayırsınızsa, başqalarından artıq nə etmiş olursunuz? Bütpərəstlər də belə etmirmi?
2805300045	Ona görə də Səmavi Atanız kamil olduğu kimi siz də kamil olun.
28060100a4	Ehtiyatlı olun, siz saleh iş görəndə bunu insanların önündə, onlara göstərmək üçün etməyin. Yoxsa göylərdə olan Atanızdan mükafat almazsınız.
28060200fb	Ona görə də sədəqə verdiyin zaman önündə şeypur səsi ilə car çəkmə. Çünki adamlar onları izzətləndirsin deyə ikiüzlülər sinaqoqlarda və küçələrdə belə edirlər. Sizə doğrusunu deyirəm: onlar mükafatlarını alıblar.
2806030051	Amma sən sədəqə verdiyin zaman sol əlin sağ əlinin nə etdiyini bilməsin.
2806040063	Belə ki verdiyin sədəqə gizli qalsın. Gizlində olanı görən Atan səni mükafatlandıracaq.
28060500e4	Dua etdiyiniz zaman da ikiüzlülər kimi olmayın. Çünki belələri adamlar onları görsün deyə sinaqoqlarda və küçə tinlərində durub dua etməyi sevirlər. Sizə doğrusunu deyirəm: onlar mükafatlarını alıblar.
2806060098	Amma sən dua etdiyin zaman öz otağına gir və qapını örtüb gizlində olan Atana dua et. Gizlində olanı görən Atan səni mükafatlandıracaq.
2806070085	Dua edəndə bütpərəstlər kimi boşboğazlıq etməyin. Çünki onlar düşünür ki, çox söz söyləməklə eşidiləcəklər.
2806080072	Siz onlara bənzəməyin! Çünki Atanız nələrə ehtiyacınız olduğunu siz Ondan diləməzdən əvvəl bilir.
2806090058	Buna görə siz belə dua edin: “Göylərdə olan Atamız, Adın müqəddəs tutulsun,
28060a004e	Padşahlığın gəlsin, Göydə olduğu kimi Yerdə də Sənin iradən olsun.
28060b002b	Gündəlik çörəyimizi bizə bu gün ver.
28060c0056	Bizə borclu olanları bağışladığımız kimi Bizim borclarımızı da bağışla.
28060d0086	Bizi sınağa çəkmə, Lakin bizi şər olandan xilas et. Çünki padşahlıq, qüdrət və izzət Əbədi olaraq Sənindir. Amin”.
28060e0061	Əgər başqa insanların təqsirlərini bağışlasanız, Səmavi Atanız da sizi bağışlayar.
28060f005f	Amma siz başqa insanları bağışlamasanız, Atanız da sizin təqsirlərinizi bağışlamaz.
28061000d9	Oruc tutduğunuz zaman ikiüzlülər kimi qaşqabaqlı gəzməyin. Onlar oruc tutduqlarını insanlara göstərmək üçün üzlərini tutqun hala salırlar. Sizə doğrusunu deyirəm: onlar mükafatlarını alıblar.
280611003b	Amma sən oruc tutanda başına yağ çək və üzünü yu.
280612007d	Belə ki insanlara deyil, gizlində olan Atana oruclu görünəsən. Gizlində olanı görən Atan səni mükafatlandıracaq.
280613007d	Yer üzündə özünüzə xəzinələr yığmayın. Orada güvə və pas onları məhv edər ya da oğrular girib oğurlayar.
280614008a	Bunun yerinə özünüzə göydə xəzinələr yığın. Orada nə güvə, nə pas onları məhv edər, nə də oğrular girib oğurlayar.
280615003a	Çünki xəzinən haradadırsa, ürəyin də orada olacaq.
2806160061	Bədənin çırağı gözdür. Əgər gözün sağlam olarsa, bütün bədənin də nurlu olacaq.
2806170097	Yox, əgər gözün zəif görərsə, bütün bədənin qaranlıq olacaq. Əgər səndəki “nur” qaranlıqdırsa, zülmət nə qədər böyükdür!
28061800d2	Heç kim iki ağaya qulluq edə bilməz. Çünki ya birinə nifrət edib o birisini sevəcək ya da birinə bağlı qalıb o birisinə xor baxacaq. Siz həm Allaha, həm də sərvətə qulluq edə bilməzsiniz.
28061900f0	Buna görə sizə deyirəm: “Nə yeyəcəyik?” və ya “Nə içəcəyik?” deyə canınız üçün, “Nə geyinəcəyik?” deyə bədəniniz üçün qayğı çəkməyin. Can yeməkdən, bədən isə geyinməkdən daha vacib deyilmi?
28061a00ac	Göydə uçan quşlara baxın: onlar nə əkir, nə biçir, nə də anbarlarda saxlayır. Amma Səmavi Atanız onları yedizdirir. Siz onlardan daha qiymətli deyilsinizmi?
28061b004d	Hansı biriniz qayğı çəkməklə ömrünü bir anlıq belə, uzada bilər?
28061c008d	Nəyə görə geyim üçün qayğı çəkirsiniz? Görün çöl zanbaqları necə böyüyür: onlar nə zəhmət çəkir, nə də ip əyirir.
28061d0074	Lakin sizə bunu deyirəm ki, bütün cah-calalı içində olan Süleyman belə, bunlardan biri kimi geyinməmişdi.
28061e008b	Ey imanı az olanlar, bu gün olub sabah ocağa atılan çöl otunu Allah belə geyindirirsə, sizi geyindirəcəyi daha da yəqin deyilmi?
28061f0074	Beləliklə, “Nə yeyəcəyik?”, “Nə içəcəyik?” və ya “Nə geyəcəyik?” deyə qayğı çəkməyin.
2806200087	Çünki bütpərəstlər bütün bu şeyləri axtarırlar. Doğrudan da, Səmavi Atanız bütün bunlara ehtiyacınız olduğunu bilir.
2806210091	Ona görə də siz əvvəlcə Allahın Padşahlığını və Onun salehliyini axtarın. Onda bunların hamısı sizə əlavə olaraq veriləcək.
2806220094	Beləliklə, sabahın qayğısını çəkməyin. Çünki sabahkı gün özü üçün qayğı çəkəcək. Hər günün öz yamanlığı kifayətdir!
280701003b	Mühakimə etməyin ki, siz də mühakimə olunmayasınız.
28070200ab	Çünki hansı hökmlə mühakimə etsəniz, onunla da mühakimə olunacaqsınız. Siz hansı ölçü ilə ölçsəniz, sizin üçün də eyni ölçü ilə ölçüləcək.
2807030066	Sən nə üçün qardaşının gözündə çöpü görürsən, amma öz gözündəki tiri seçmirsən?
2807040069	Öz gözündə tir ola-ola qardaşına necə deyə bilərsən: “Qoy gözündəki çöpü çıxarım!”
280705008c	Ey ikiüzlü, əvvəlcə öz gözündən tiri çıxar, onda aydın görərsən ki, qardaşının gözündəki çöpü necə çıxarmaq olar.
280706009b	Müqəddəs olanı itlərə verməyin və mirvarilərinizi donuzlara atmayın; yoxsa bunları ayaqları ilə tapdalayarlar və dönüb sizi parçalayarlar.
280707005d	Diləyin, sizə veriləcək, axtarın, tapacaqsınız, qapını döyün və sizə açılacaq.
2807080045	Çünki hər diləyən alar, axtaran tapar, qapı döyənə açılar.
2807090043	Aranızdan kimsə oğlu ondan çörək diləsə, ona daş verərmi?
28070a0029	Ya da balıq diləsə, ona ilan verərmi?
28070b00d2	Beləliklə, siz pis olduğunuz halda öz övladlarınıza yaxşı hədiyyələr verməyi bilirsinizsə, göylərdə olan Atanızın Ondan diləyənlərə gözəl hədiyyələr verəcəyi nə qədər yəqindir!
28070c00a3	İnsanların sizinlə necə rəftar etməsini istəyirsinizsə, siz də onlarla elə rəftar edin. Çünki Qanun və Peyğəmbərlərin söylədiyi də elə budur.
28070d0069	Dar qapıdan girin. Çünki həlaka aparan qapı geniş və yolu enlidir. Bu qapıdan girənlər çoxdur.
28070e0045	Amma həyata aparan qapı dar və yolu ensizdir, onu tapanlar azdır.
28070f0088	Yalançı peyğəmbərlərdən özünüzü gözləyin! Onlar yanınıza quzu cildində gələrlər, amma daxilən yırtıcı qurddurlar.
2807100066	Onları bəhrələrindən tanıyacaqsınız. Qaratikandan üzüm yaxud qanqaldan əncir yığılarmı?
2807110053	Beləcə də hər yaxşı ağac yaxşı bəhrə, pis ağac isə pis bəhrə verər.
2807120054	Yaxşı ağac pis bəhrə verə bilməz, pis ağac da yaxşı bəhrə verə bilməz.
2807130040	Yaxşı bəhrə verməyən hər ağac kəsilər və oda atılar.
280714004d	Beləliklə, yalançı peyğəmbərləri bəhrələrindən tanıyacaqsınız.
28071500a1	Mənə “ya Rəbb, ya Rəbb” deyən hər kəs Səmavi Padşahlığa girməyəcək; lakin göylərdə olan Atamın iradəsini yerinə yetirən oraya girəcək.
28071600cc	O gün bir çoxları Mənə deyəcək: “Ya Rəbb, ya Rəbb, biz Sənin adınla peyğəmbərlik etmirdikmi? Sənin adınla cinləri qovmurduqmu? Sənin adınla bir çox möcüzələr yaratmırdıqmı?”
280717007c	Onda Mən onlara bəyan edəcəyəm: “Ey qanunsuzluq edənlər, Mən sizi heç vaxt tanımamışam, Məndən uzaq olun!”
280718007e	Beləliklə, bu sözlərimi eşidib onlara əməl edən hər kəs öz evini qaya üzərində quran ağıllı adama bənzəyir.
2807190084	Yağış yağar, sellər gələr, yellər əsər və o evə hücum edər. Amma ev uçmaz, çünki təməli qaya üzərində qurulub.
28071a007b	Bu sözlərimi eşidib onlara əməl etməyən hər kəs isə öz evini qum üzərində tikən ağılsız adama bənzəyir.
28071b007e	Yağış yağar, sellər gələr, yellər əsər və o evə hücum edər. Ev uçar və onun yıxılması bir müsibət olar».
