2800000008	Matthieu
420e0300e0	Et la voix chantait un cantique nouveau devant le trône et devant les quatre animaux, et devant les vieillards. Et personne ne pouvait apprendre ce cantique, si ce n'est les cent quarante-quatre mille rachetés de la terre.
420e0400d0	Ceux-là ne se sont point souillés avec des femmes; car ils sont vierges; ceux-là suivent l'agneau partout où il les conduit; ceux-là ont été rachetés d'entre les hommes comme des prémices consacrées
420e05006c	à Dieu et à l'agneau; et dans leur bouche il ne s'est point trouvé de mensonge; car ils sont sans taches.
420e0600ab	Et je vis un autre ange qui volait au zénith, tenant l'Évangile éternel pour l'annoncer à tous ceux qui habitaient la terre, et à toute race, tribu, langue et peuple.
420e0700c1	Il disait d'une voix éclatante: «Craignez Dieu, et rendez-lui gloire, car l'heure de son jugement est venue, et adorez Celui qui a fait le ciel, et la terre, et la mer, et les sources d'eaux.
420e0800b4	Et un autre ange encore, un second, le suivit, disant: «Elle est tombée, elle est tombée la grande Babylone» qui a enivré toutes les nations du vin de feu de sa fornication.»
420e0900bc	Et un autre ange encore, un troisième, le suivit, disant d'une voix éclatante: «Celui qui adorera la bête et son image, qui prendra le signe» de la bête sur son front ou sur sa main,
420e0a00ab	boira du vin brûlant de Dieu, du vin pur apprêté dans la coupe de sa colère, et il sera tourmenté dans le feu et le soufre devant les saints anges et devant l'agneau;
420e0b00bc	et la fumée de leur tourment monte aux siècles des siècles, et ils n'ont de repos ni jour ni nuit, ceux qui adorent la bête et son image, et qui prennent sur eux le signe» de son nom!
420e0c0069	C'est ici que se montre la patience des saints qui gardent les commandements de Dieu et la foi de Jésus!
420e0d00e7	Et j'entendis une voix venant du ciel qui disait: «Écris: Heureux dès à présent les morts qui meurent dans le Seigneur!» —«Oui, dit l'Esprit, c'est pour qu'ils se reposent de leurs travaux; car leurs oeuvres les suivent.»
420e0e00a8	Et je regardai et voici, un nuage blanc, et sur ce nuage était assis «comme un fils de l'homme» ayant sur la tête une couronne d'or et dans la main une faux aiguë.
420e0f00cd	Et un autre ange sortit du Temple criant d'une voix éclatante à celui qui était assis sur le nuage: «Lance ta faux et moissonne, car l'heure est venue de moissonner; la moisson de la terre est mûre!»
420e100063	Alors celui qui était assis sur le nuage lança sa faux sur la terre, et la terre fut moissonnée.
420e11005a	Et un autre ange sortit du Temple qui est dans le ciel, tenant lui aussi, une faux aiguë.
420e1200f5	Et un autre ange sortit de l'autel, il avait pouvoir sur le feu, et il appela d'une voix éclatante celui qui tenait la faux aiguë et lui dit: «Lance ta faux aiguë et vendange les grappes de la vigne de la terre, car ses raisins sont mûrs.»
420e130087	Et l'ange lança sa faux sur la terre, et il vendangea la vigne de la terre, et il jeta tout dans la grande cuve de la colère de Dieu.
420e1400aa	Et la cuve fut foulée aux pieds hors de la ville, et le sang qui sortit de la cuve monta jusqu'à la hauteur des freins des chevaux, sur un espace de seize cents stades.
420f0100b3	Et je vis un autre prodige dans le ciel, un grand, un merveilleux prodige: sept anges ayant en main les sept dernières plaies par lesquelles doit se consommer la colère de Dieu.
420f0200d1	Et je vis comme une mer cristalline, mêlée de feu, et ceux qui avaient été vainqueurs de la bête, et de son image, et du chiffre de son nom, placés sur cette mer cristalline, tenaient les harpes de Dieu.
420f0300d1	Et ils chantaient le cantique de Moïse, le serviteurs de Dieu, et le cantique de l'agneau en disant: «Grandes et merveilleuses sont tes oeuvres, Seigneur Dieu Tout-Puissant Justes et vraies sont tes voies»,
420f0400c6	roi des nations, Qui ne craindrait, ô Seigneur, qui ne glorifierait ton nom? Car toi seul es saint Et toutes les nations viendront se prosterner devant toi,» car tes jugements se sont manifestés.
420f050058	Et après cela je regardai, et le Temple du tabernacle céleste du témoignage s'ouvrit,
420f060088	et les sept anges ayant en main les sept plaies en sortirent vêtus de lin pur et éclatant et ceints sur la poitrine de ceintures d'or.
420f070081	Et l'un des quatre animaux donna aux sept anges sept coupes d'or pleines de la colère du Dieu qui vit aux siècles des siècles;
420f0800c5	et le Temple se remplit de la fumée de la majesté et de la puissance divine, et personne ne pouvait entrer dans le sanctuaire tant que les sept plaies des sept anges ne s'étaient pas accomplies.
4210010092	Et j'entendis une grande voix qui sortait du Temple et disait aux sept anges: «Allez verser sur la terre les sept coupes de la colère de Dieu.»
42100200ae	Et le premier ange partit et versa sa coupe sur la terre, et un ulcère mauvais et pernicieux frappa les hommes qui portaient le signe de la bête et qui adoraient son image.
4210030097	Et le deuxième versa sa coupe dans la mer, et la mer se changea en sang, comme le sang d'un mort, et tous les êtres qui vivent dans la mer moururent.
421004006a	Et le troisième versa sa coupe sur les fleuves et sur les sources d'eaux; et elles se changèrent en sang
4210050070	et j'entendis l'ange des eaux qui disait: «Tu es juste, Être saint, qui es et qui étais, d'avoir ainsi jugé,
4210060075	car ils ont versé le sang des saints et des prophètes, et tu leur as donné du sang à boire: ils en sont dignes.»
4210070070	Et j'entendis l'autel qui disait: «Oui, «Seigneur, Dieu Tout-Puissant», tes jugements sont vrais et justes.»
421008006d	Et le quatrième versa sa coupe sur le soleil, et il fut donné au soleil de brûler les hommes comme un feu.
42100900b0	Et la grande chaleur brûla les hommes, et ils blasphémèrent le nom de Dieu qui a le pouvoir de frapper de telles plaies, et ils ne se repentirent pas pour lui rendre gloire.
42100a00a5	Et le cinquième versa sa coupe sur le trône de la bête, et le royaume de la bête fut plongé dans les ténèbres, et les hommes se mordaient la langue de douleur
42100b0083	et blasphémaient le Dieu du ciel à cause de leur souffrances et de leurs ulcères, et ils ne se repentirent pas de leurs oeuvres.
42100c0090	Et le sixième versa sa coupe dans le grand fleuve l'Euphrate, et ses eaux se desséchèrent pour préparer la voie aux rois venant de l'Orient.
42100d009c	Et je vis sortir de la bouche du dragon, et de la bouche de la bête, et de la bouche du faux prophète, trois Esprits impurs semblables à des grenouilles.
42100e00a9	Ce sont des Esprits de démons faisant des miracles, qui vont trouver les rois de toute la terre et les rassemblent pour la bataille du grand jour du Dieu Tout-Puissant.
42100f00a3	(«Voici, je viens comme un voleur: Heureux celui qui veille et qui garde ses vêtements, de peur qu'il ne soit réduit à courir nu, et qu'on ne voie sa honte.»)
4210100051	Ils les rassemblent, dis-je, dans le lieu qui est appelé en hébreu Harmagédon.
4210110078	Et le septième versa sa coupe dans l'air et une grande voix sortit du Temple près du trône et dit: «C'en est fait!»
42101200ce	et il y eut des éclairs, des voix, des coups de tonnerre, et un grand ébranlement comme jamais il n'y en avait eu depuis que l'homme est sur la terre; non; on ne vit jamais un aussi terrible ébranlement.
42101300c9	La grande ville se brisa en trois morceaux, et les villes des nations s'écroulèrent, et la. grande Babylone revint en mémoire devant Dieu pour lui faire boire la coupe du vin brûlant de sa colère.
421014003e	Et toutes les îles s'enfuirent, et les montagnes disparurent,
42101500b8	et des grêlons énormes du poids d'un talent tombèrent du ciel sur les hommes, et les hommes blasphémèrent Dieu, à cause de la plaie de la grêle; car c'était une terrible plaie.
42110100b6	Et l'un des sept anges qui tenaient les sept coupes s'approcha de moi et me dit: «Viens; je vais te montrer le jugement de la grande prostituée, qui est assise sur de grandes eaux,
4211020078	avec laquelle ont forniqué les rois de la terre, et qui a enivré les habitants de la terre du vin de sa fornication.»
421103009e	Et il m'emmena en esprit dans un désert, et je vis une femme assise sur une bête écarlate, couverte de noms de blasphème, ayant sept têtes et dix cornes.
42110400ce	Et cette femme était vêtue de pourpre et d'écarlate, couverte d'or, de pierres précieuses et de perles; elle tenait à la main une coupe d'or pleine des abominations et des impuretés de sa fornication.
4211050087	Et sur son front était écrit un nom, un mystère: «La grande Babylone!, la mère des prostituées et des abominations de la terre!»
4211060089	Et je vis la femme enivrée du sang des saints et du sang des martyrs de Jésus; et je fus frappé, à sa vue, d'un étonnement extrême.
421107009c	Et l'ange me dit: Pourquoi t'étonnes-tu? Je vais t'expliquer le mystère de la femme et de la bête qui la porte, la bête à sept têtes et à dix cornes.
4211080134	La bête que tu as vue a été et n'est plus, et elle va remonter de l'abîme, puis aller à la perdition. Et les habitants de la terre, dont le nom n'est pas écrit dans le livre de vie depuis la création du monde, seront frappés d'étonnement en voyant reparaître la bête qui a été et qui n'est plus.
4211090075	(C'est ici qu'il faut un esprit intelligent!) Les sept têtes sont sept montagnes sur lesquelles la femme est assise;
42110a008b	elles sont aussi, sept rois; cinq sont tombés; l'un vit; l'autre n'est pas encore venu; et quand il sera venu, il doit durer peu de temps.
42110b0097	Et la bête qui a été et qui n'est plus est elle-même un huitième roi, et, en même temps, elle est du nombre des sept, et elle va à la perdition.
42110c00be	Et les dix cornes que tu as vues sont dix rois qui n'ont pas encore reçu la royauté, mais qui reçoivent pour une heure une puissance égale à celle des rois, et l'exercent avec la bête.
42110d005f	Ils n'ont tous qu'un même avis et mettent au service de la bête leur puissance et leur force.
42110e00c8	Ils combattront contre l'agneau, et l'agneau les vaincra; car il est le Seigneur des seigneurs et le Roi des rois; et les appelés, et les élus, et les fidèles qui sont avec lui les vaincront aussi.
42110f0089	Et il me dit: Les eaux que tu as vues, sur lesquelles la prostituée est assise, sont des peuples, des nations, des races et des langues.
42111000a3	Et les dix cornes que tu as vues, et la bête elle-même haïront la prostituée et la rendront déserte et nue, et ils mangeront ses chairs, et ils la brûleront.
42111100b0	Car Dieu leur a mis au coeur d'exécuter sa volonté, d'exécuter une volonté unique, de donner leur Royaume à la bête jusqu'à ce que les paroles de Dieu soient accomplies.
421112005e	Et la femme que tu as vue est la grande ville qui exerce la royauté sur les rois de la terre.
421201007f	Après cela, je vis descendre du ciel un autre ange qui avait une grande puissance, et la terre était illuminée de sa gloire,
42120200cc	et il cria d'une voix formidable: «Elle est tombée, elle est tombée, la grande Babylone, elle est devenue une demeure de démons, un refuge d'Esprits impurs, un refuge d'oiseaux immondes et détestés,
42120300be	parce que toutes les nations ont bu du vin de feu de sa fornication, et que les rois de la terre ont forniqué avec elle, et que les marchands de la terre se sont enrichis de son opulence.»
42120400cd	Et j'entendis une autre voix qui venait du ciel et disait: «Sortez d'elle, ô mon peuple, pour ne pas vous rendre complices de ses péchés et pour n'être pas atteints par les plaies qui vont la frapper.
4212050057	Ses péchés se sont accumulés jusqu'au ciel, et Dieu s'est souvenu de ses iniquités.
4212060093	Faites-lui ce qu'elle a fait aux autres; payez-la au double de ses oeuvres, versez-lui à boire le double de la coupe qu'elle a versée aux autres.
42120700c9	Autant elle a eu de gloire et d'opulence, autant donnez-lui de tourment et d'affliction. «Je suis assise en reine, dit-elle en son coeur, je ne suis pas' veuve, et je ne connaîtrai jamais le deuil.»
42120800ad	Voilà pourquoi toutes ses plaies viendront en un même jour, mort, et désolation, et famine, et destruction par le feu, car puissant est le Seigneur Dieu qui l'a jugée.»
42120900ac	Et l'on verra pleurer et se lamenter sur elle les rois de la terre qui ont forniqué avec elle et ont eu leur part de son opulence. A la vue de la fumée de son embrasement
