2800000007	Mathayo
36060b007d	Lakini wewe, mtu wa Mungu, jiepushe na mambo hayo. Zingatia uadilifu, uchaji wa Mungu, imani, mapendo, subira na unyenyekevu.
36060c00a0	Piga mbio kadiri uwezavyo katika shindano la mbio za imani, ukajipatie tuzo la uzima wa milele, uliloitiwa wakati ulipokiri imani yako mbele ya mashahidi wengi.
36060d007c	Mbele ya Mungu anayevipa vitu vyote uhai, na mbele ya Yesu Kristo aliyetoa ushahidi na kukiri ukweli mbele ya Pontio Pilato,
36060e0069	nakuamuru ushike maagizo yako na kuyatii kwa uaminifu mpaka Siku ile atakapotokea Bwana wetu Yesu Kristo.
36060f0086	Kutokea kwake kutafanyika wakati ufaao uliopangwa na Mungu mwenye heri na aliye Mtawala pekee, Mfalme wa wafalme, na Bwana wa mabwana.
36061000a6	Yeye peke yake anaishi milele, katika mwanga usioweza kukaribiwa na mtu. Hakuna mtu aliyepata kumwona au awezaye kumwona. Kwake iwe heshima na uwezo wa milele! Amina.
36061100ca	Waamuru watu walio matajiri katika mambo ya maisha ya sasa, wasijivune, wasiweke tumaini lao katika mali isiyoweza kutegemewa; bali wamtegemee Mungu, ambaye kwa ukarimu hutupatia vitu vyote tuvifurahie.
360612007a	Waamuru watende mema, wawe matajiri katika matendo mema, na wawe wakarimu na walio tayari kuwashirikisha wengine mali zao.
360613008a	Kwa namna hiyo watajiwekea hazina ambayo itakuwa kwao msingi imara kwa wakati ujao. Hapo wataweza kujipatia uzima ambao ni uzima wa kweli.
360614009e	Timotheo, tunza salama yote yale uliyokabidhiwa. Jiepushe na majadiliano ya kidunia na ubishi wa kipumbavu juu ya kile wanachokiita watu wengine: “Elimu”.
3606150066	Maana wengine wamejidai kuwa na hiyo elimu, na matokeo yake wamepoteza imani. Nawatakieni nyote neema!
370000000a	2 Timotheo
3701010080	Mimi Paulo, ambaye Mungu alitaka niwe mtume wa Kristo Yesu ili niutangaze ule uzima tulioahidiwa katika kuungana na Kristo Yesu,
370102007c	nakuandikia wewe mwanangu mpenzi Timotheo. Nakutakia neema, huruma na amani kutoka kwa Mungu Baba na Kristo Yesu Bwana wetu.
370103008f	Ninamshukuru Mungu ambaye ninamtumikia kwa dhamiri safi kama walivyofanya wazee wangu; namshukuru kila ninapokukumbuka daima katika sala zangu.
3701040051	Nakumbuka machozi yako na ninatamani usiku na mchana kukuona, ili nijazwe furaha.
3701050083	Naikumbuka imani yako ya kweli, imani aliyokuwa nayo nyanya yako Loisi, na pia mama yako Eunike. Nina hakika kwamba wewe pia unayo.
370106006b	Ndio maana nakukumbusha ukiweke motomoto kile kipaji ulichopewa na Mungu wakati nilipokuwekea mikono yangu.
370107006f	Kwa maana Mungu hakutupa Roho wa kutufanya tuwe waoga, bali alitupa Roho wa kutujalia nguvu, upendo na nidhamu.
37010800cb	Basi, usione haya kumshuhudia Bwana wetu, wala usione haya kwa sababu yangu mimi niliye mfungwa kwa ajili yake. Lakini shiriki katika mateso kwa ajili ya Habari Njema, kadiri ya nguvu unazopewa na Mungu.
37010900cc	Yeye alituokoa, akatuita tuwe watu wake yeye mwenyewe, si kwa sababu ya matendo yetu wenyewe bali kwa sababu ya kusudi lake na neema yake. Alitujalia neema hiyo katika Kristo Yesu kabla mwanzo wa nyakati;
37010a00a0	lakini sasa imefunuliwa kwetu kwa kuja kwake Mwokozi wetu Yesu Kristo. Yeye amekomesha nguvu za kifo, na kwa njia ya Habari Njema akadhihirisha uzima usio kufa.
37010b0050	Mungu amenichagua mimi niwe mtume na mwalimu kwa ajili ya kuhubiri Habari Njema,
37010c00c3	nami nateseka mambo haya kwa sababu hiyo. Lakini niko bado timamu kabisa kwani namjua yule niliyemwamini, tena nina hakika kwamba yeye aweza kukilinda salama kile alichonikabidhi, mpaka Siku ile.
37010d008a	Shika kwa makini mafundisho yale ya kweli niliyokufundisha, na kubaki katika hiyo imani na huo upendo wetu katika kuungana na Kristo Yesu.
37010e0058	Jambo lile bora ulilokabidhiwa lilinde kwa nguvu ya Roho Mtakatifu anayeishi ndani yetu.
37010f005b	Kama unavyojua, watu wote mkoani Asia wameniacha, miongoni mwao wakiwa Fugelo na Hermogene.
3701100080	Bwana aihurumie jamaa ya Onesiforo, kwa sababu aliniburudisha rohoni mara nyingi, wala hakuona haya kwa kuwa nilikuwa kifungoni,
3701110049	ila mara tu alipofika Roma, alianza kunitafuta kwa bidii mpaka akanipata.
3701120057	Bwana amjalie huruma katika Siku ile! Nawe wajua vizuri mengi aliyonifanyia huko Efeso.
3702010059	Basi, wewe mwanangu, uwe na nguvu katika neema tunayopata katika kuungana na Kristo Yesu.
3702020094	Chukua yale mafundisho uliyonisikia nikitangaza mbele ya mashahidi wengi, uyakabidhi kwa watu wanaoaminika, ambao wataweza kuwafundisha wengine pia.
370203003b	Shiriki katika mateso kama askari mwaminifu wa Kristo yesu.
3702040061	Mwanajeshi vitani hujiepusha na shughuli za maisha ya kawaida ili aweze kumpendeza mkuu wa jeshi.
3702050061	Mwanariadha yeyote hawezi kushinda na kupata zawadi ya ushindi kama asipozitii sheria za michezo.
3702060050	Mkulima ambaye amefanya kazi ngumu anastahili kupata sehemu ya kwanza ya mavuno.
3702070040	Fikiria hayo ninayosema, kwani Bwana atakuwezesha uyaelewe yote.
3702080075	Mkumbuke Yesu Kristo aliyefufuliwa kutoka wafu, aliyekuwa wa ukoo wa Daudi, kama isemavyo Habari Njema ninayoihubiri.
370209008a	Kwa sababu ya kuihubiri Habari Njema mimi nateseka na nimefungwa minyororo kama mhalifu. Lakini neno la Mungu haliwezi kufungwa minyororo,
37020a009e	na hivyo navumilia kila kitu kwa ajili ya wateule wa Mungu, ili wao pia wapate ukombozi upatikanao kwa njia ya Yesu Kristo, na ambao huleta utukufu wa milele.
37020b004f	Usemi huu ni wa kweli: “Ikiwa tulikufa pamoja naye, tutaishi pia pamoja naye.
37020c0051	Tukiendelea kuvumilia, tutatawala pia pamoja naye. Tukimkana, naye pia atatukana.
37020d005d	Tukikosa kuwa waaminifu, yeye hubaki mwaminifu daima, maana yeye hawezi kujikana mwenyewe.”
37020e00a4	Basi, wakumbushe watu wako mambo haya, na kuwaonya mbele ya Mungu waache ubishi juu ya maneno. Ubishi huo haufai, ila huleta tu uharibifu mkuu kwa wale wanaousikia.
37020f008f	Jitahidi kupata kibali kamili mbele ya Mungu kama mfanyakazi ambaye haoni haya juu ya kazi yake, na ambaye hufundisha sawa ule ujumbe wa kweli.
3702100064	Jiepushe na majadiliano ya kidunia na ya kipumbavu; kwani hayo huzidi kuwatenga watu mbali na Mungu.
3702110072	Mafundisho ya aina hiyo ni kama donda linalokula mwili. Miongoni mwa hao waliofundisha hayo ni Humenayo na Fileto.
3702120086	Hawa wamepotoka kabisa mbali na ukweli, na wanatia imani ya watu wengine katika wasiwasi kwa kusema ati ufufuo wetu umekwisha fanyika.
37021300c4	Lakini msingi thabiti uliowekwa na Mungu uko imara, na juu yake yameandikwa maneno haya: “Bwana anawafahamu wale walio wake,” na “Kila asemaye yeye ni wa Bwana, ni lazima aachane na uovu.”
37021400c6	Katika nyumba kubwa kuna mabakuli na vyombo vya kila namna: vingine ni vya fedha na dhahabu, vingine vya mbao na udongo, vingine ni vya matumizi ya pekee na vingine kwa ajili ya matumizi ya kawaida.
37021500c0	Basi, kama mtu atajitakasa kwa kujitenga mbali na mambo hayo yote maovu, atakuwa chombo cha matumizi ya pekee, kwa sababu amewekwa wakfu, anamfaa Bwana wake na yupo tayari kwa kila kazi njema.
370216007b	Jiepushe na tamaa za ujana, fuata uadilifu, imani, upendo, amani, pamoja na watu wote ambao wanamwomba Bwana kwa moyo safi.
3702170047	Epuka ubishi wa kijinga na kipumbavu; wajua kwamba hayo huleta magomvi.
370218005c	Mtumishi wa Bwana asigombane. Anapaswa kuwa mpole kwa watu wote, mwalimu mwema na mvumilivu,
3702190073	ambaye ni mpole anapowaonya wapinzani wake, kwani huenda Mungu akawajalia nafasi ya kutubu, wakapata kuujua ukweli.
37021a0074	Hapo fahamu zao zitawarudia tena, wakaponyoka katika mtego wa Ibilisi aliyewanasa na kuwafanya wayatii matakwa yake.
3703010043	Kumbuka kwamba, katika siku za mwisho kutakuwa na nyakati za taabu.
3703020099	watu watakuwa na ubinafsi, wenye tamaa ya fedha, wenye majivuno, wenye kujiona, wenye kumtukana Mungu, wasiowatii wazazi wao, wasio na shukrani na waovu;
3703030078	watatokea watu wasio na upendo moyoni, wasio na huruma, wachongezi, walafi na wakali; watachukia chochote kilicho chema;
3703040054	watakuwa wahaini, wakaidi na waliojaa kiburi; watapenda anasa kuliko kumpenda Mungu.
3703050075	Kwa nje wataonekana kama watu wenye kumcha Mungu, lakini wataikana nguvu yake. Jiepushe kabisa na watu wa namna hiyo.
370306008c	Baadhi yao huenda katika nyumba za watu na huwateka wanawake dhaifu waliolemewa mizigo ya dhambi na ambao wanaongozwa na tamaa za kila aina;
3703070057	wanawake ambao wanajaribu daima kujifunza lakini hawawezi kuufikia ujuzi wa huo ukweli.
3703080045	Watu hao huupinga ukweli kama vile Yane na Yambre walivyompinga Mose.
370309007e	Lakini hawataweza kuendelea zaidi kwa maana upumbavu wao utaonekana wazi kwa wote. Ndivyo ilivyokuwa kwa akina Yane na Yambre.
37030a0091	Wewe lakini, umeyafuata mafundisho yangu, mwenendo wangu, makusudi yangu katika maisha, imani yangu, uvumilivu wangu, upendo wangu, subira yangu,
37030b00a6	udhalimu na mateso yangu. Unayajua mambo yaliyonipata huko Antiokia, Ikonio na Lustra. Nilivumilia udhalimu mkubwa mno! Lakini Bwana aliniokoa katika mambo hayo yote.
37030c0062	Kila mtu anayetaka kuishi maisha ya kumcha Mungu katika kuungana na Kristo Yesu lazima adhulumiwe.
37030d0073	Watu waovu na wadanyanyifu watazidi kuwa waovu zaidi na zaidi kwa kuwadanganya wengine na kudanganyika wao wenyewe.
37030e0069	Lakini wewe dumu katika ukweli ule uliofundishwa, ukaukubali kabisa. Unawajua wale waliokuwa walimu wako.
37030f0090	Unakumbuka kwamba tangu utoto wako umeyajua Maandiko Matakatifu ambayo yaweza kukupatia hekima iletayo wokovu kwa njia ya imani kwa Kristo Yesu.
37031000a4	Maandiko yote Matakatifu yameandikwa kwa uongozi wa Mungu, na yanafaa katika kufundishia ukweli, kuonya, kusahihisha makosa, na kuwaongoza watu waishi maisha adili,
3703110054	ili mtu anayemtumikia Mungu awe mkamilifu, na tayari kabisa kufanya kila tendo jema.
3704010086	Nakuamuru mbele ya Mungu, na mbele ya Kristo Yesu atakayewahukumu watu walio hai na wafu, na kwa sababu anakuja kutawala akiwa Mfalme:
3704020091	hubiri huo ujumbe, sisitiza kuutangaza (iwe ni wakati wa kufaa au wakati usiofaa), karipia, onya na himiza watu ukiwafundisha kwa uvumilivu wote.
37040300bf	Utakuja wakati ambapo watu hawatasikiliza mafundisho ya kweli, ila watafuata tamaa zao wenyewe na kujikusanyia walimu tele watakaowaambia mambo yale tu ambayo masikio yao yako tayari kusikia.
3704040037	Watakataa kuusikia ukweli, watageukia hadithi za uongo.
3704050081	Wewe, lakini, uwe macho katika kila hali; vumilia mateso, fanya kazi ya mhubiri wa Habari Njema, timiza kikamilifu utumishi wako.
3704060060	Kwa upande wangu mimi, niko karibu kabisa kutolewa dhabihu na wakati wa kufariki kwangu umefika.
370407004e	Nimefanya bidii katika mashindano, nimemaliza safari yote na imani nimeitunza.
37040800c6	Na sasa imebakia tu kupewa tuzo la ushindi kwa maisha ya uadilifu, tuzo ambalo Bwana Hakimu wa haki, atanipa mimi Siku ile na wala si mimi tu, ila na wale wote wanaotazamia kwa upendo kutokea kwake.
3704090021	Fanya bidii kuja kwangu karibuni.
37040a0078	Dema ameupenda ulimwengu huu akaniacha na kwenda zake Thesalonike. Kreske amekwenda Galatia, na Tito amekwenda Dalmatia.
37040b0072	Luka peke yake ndiye aliye hapa pamoja nami. Mpate Marko uje naye, kwa maana ataweza kunisaidia katika kazi yangu.
37040c001c	Nilimtuma Tukiko kule Efeso.
37040d0081	Utakapokuja niletee koti langu nililoacha kwa Karpo kule Troa; niletee pia vile vitabu, na hasa vile vilivyotengenezwa kwa ngozi.
37040e0065	Yule sonara aitwaye Aleksanda amenitendea maovu mengi; Bwana atamlipa kufuatana na hayo matendo yake.
37040f003a	Jihadhari naye kwa sababu aliupinga ujumbe wetu kwa ukali.
370410007b	Wakati nilipojitetea kwa mara ya kwanza hakuna mtu aliyesimama upande wangu; wote waliniacha. Mungu asiwahesabie kosa hilo!
37041100b0	Lakini, Bwana alikaa pamoja nami, akanipa nguvu, hata nikaweza kuutangaza ujumbe wote, watu wa mataifa wausikie; tena nikaokolewa katika hukumu ya kifo kama kinywani mwa simba.
370412008b	Bwana ataniokoa na mambo yote maovu, na kunichukua salama mpaka katika Utawala wake wa mbinguni. Kwake uwe utukufu milele na milele! Amina.
3704130037	Wasalimu Priska na Akula, pamoja na jamaa ya Onesiforo.
3704140053	Erasto alibaki Korintho, naye Trofimo nilimwacha Mileto kwa sababu alikuwa mgonjwa.
3704150073	Fanya bidii kuja kabla ya majira ya baridi. Ebulo, Pude, Lino na Klaudia wanakusalimu; vilevile ndugu wengine wote.
3704160035	Bwana awe nawe rohoni mwako. Nawatakieni nyote neema.
3800000004	Tito
38010100a2	Mimi Paulo, mtumishi wa Mungu na mtume wa Yesu Kristo naandika. Mimi nimechaguliwa kuijenga imani ya wateule wa Mungu na kuwaongoza waufahamu ukweli wa dini yetu,
3801020085	ambayo msingi wake ni tumaini la kupata uzima wa milele. Mungu ambaye hasemi uongo, alituahidia uzima huo kabla ya mwanzo wa nyakati,
3801030091	na wakati ufaao ulipowadia, akaudhihirisha katika ujumbe wake. Mimi nilikabidhiwa ujumbe huo nuutangaze kufuatana na amri ya Mungu, Mwokozi wetu.
38010400a0	Ninakuandikia wewe Tito, mwanangu wa kweli katika imani tunayoshiriki. Nakutakia neema na amani kutoka kwa Mungu Baba, na kutoka kwa Kristo Yesu, Mkombozi wetu.
3801050091	Nilikuacha Krete ili urekebishe yale mambo ambayo hayakuwa yamekamilika bado, na kuwateua wazee wa kanisa katika kila mji. Kumbuka maagizo yangu:
3801060096	mzee wa kanisa anapaswa kuwa mtu asiye na hatia; aliye na mke mmoja tu, na watoto wake wanapaswa kuwa waumini, wasiojulikana kuwa wakorofi au wakaidi.
38010700a7	Maana kwa vile kiongozi wa kanisa ni mkurugenzi wa kazi ya Mungu, anapaswa kuwa mtu asiye na hatia. Asiwe mwenye majivuno, mwepesi wa hasira, mlevi, mkorofi au mchoyo.
3801080074	Anapaswa kuwa mkarimu na anayependa mambo mema. Anapaswa kuwa mtu mtaratibu, mwadilifu, mtakatifu na mwenye nidhamu.
38010900c5	Ni lazima ashike kikamilifu ujumbe ule wa kuaminika kama unavyofundishwa. Ndivyo atakavyoweza kuwatia wengine moyo kwa mafundisho ya kweli na kuyafichua makosa ya wale wanaoyapinga mafundisho hayo.
38010a0081	Maana, wako watu wengi, hasa wale walioongoka kutoka dini ya Kiyahudi, ambao ni wakaidi, wanaowapotosha wengine kwa upumbavu wao.
38010b00a5	Lazima kukomesha maneno yao, kwani wanavuruga jumuiya nzima kwa kufundisha mambo ambayo hawapaswi kufundisha; wanafanya hivyo kwa nia mbaya ya kupata faida ya fedha.
38010c008b	Hata mmoja wa manabii wao, ambaye naye pia ni Mkrete, alisema: “Wakrete, husema uongo daima; ni kama wanyama wabaya, walafi na wavivu!”
38010d005e	Naye alitoboa ukweli kwa sababu hiyo, unapaswa kuwakaripia vikali, ili wawe na imani kamilifu.
38010e0070	Wasiendelee kushikilia hadithi tupu za Kiyahudi na maagizo ya kibinadamu yanayozuka kwa watu walioukataa ukweli.
38010f009b	Kila kitu ni safi kwa watu walio safi; lakini hakuna chochote kilicho safi kwa wale waliochafuliwa na wasioamini, maana dhamiri na akili zao zimechafuliwa.
3801100090	Watu kama hao hujidai kwamba wanamjua Mungu, lakini kwa matendo yao humkana. Ni watu wa kuchukiza mno na wakaidi, hawafai kwa jambo lolote jema.
380201002e	Lakini wewe unapaswa kuhubiri mafundisho safi.
3802020088	Waambie wazee kwamba wanapaswa kuwa na kiasi, wawe na busara na wataratibu; wanapaswa kuwa timamu katika imani yao, upendo na uvumilivu.
3802030093	Hali kadhalika waambie wanawake wazee wawe na mwenendo wa uchaji wa Mungu; wasiwe wachongezi, au watumwa wa pombe. Wanapaswa kufundisha mambo mema,
380204003d	ili wawazoeze kina mama vijana kuwapenda waume zao na watoto,
3802050079	wawe na kiasi na safi, waangalie vizuri mambo ya nyumbani, na wawatii waume zao, ili ujumbe wa Mungu usije ukadharauliwa.
3802060029	Kadhalika, wahimize vijana wawe na kiasi.
3802070077	Katika mambo yote wewe mwenyewe unapaswa kuwa mfano wa matendo mema. Uwe mnyofu na uwe na uzito katika mafundisho yako.
380208006c	Maneno yako yasiwe na hitilafu yoyote ili adui zako waaibike wasipopata chochote kibaya cha kusema juu yetu.
3802090056	Watumwa wanapaswa kuwatii wakuu wao na kuwapendeza katika mambo yote. Wasibishane nao,
38020a00b1	au kuiba vitu vyao. Badala yake wanapaswa kuonyesha kwamba wao ni wema na waaminifu daima, ili, kwa matendo yao yote, wayapatie sifa njema mafundisho juu ya Mungu, Mwokozi wetu.
38020b0045	Maana neema ya Mungu imedhihirishwa kwa ajili ya wokovu wa watu wote.
38020c0093	Neema hiyo yatufunza kuachana na uovu wote na tamaa za kidunia; tuwe na kiasi, tuishi maisha adili na ya kumcha Mungu katika ulimwengu huu wa sasa,
38020d007a	tukiwa tunangojea siku ile ya heri tunayoitumainia, wakati utakapotokea utukufu wa Mungu Mkuu na Mwokozi wetu Yesu Kristo.
38020e00a0	Yeye alijitoa mwenyewe kwa ajili yetu ili atukomboe kutoka katika uovu wote na kutufanya watu safi walio wake yeye mwenyewe, watu walio na hamu ya kutenda mema.
38020f007a	Basi, fundisha mambo hayo na tumia mamlaka yako yote ukiwahimiza na kuwaonya wasikilizaji wako. Mtu yeyote na asikudharau.
3803010073	Wakumbushe watu kuwastahi watawala na wenye mamlaka, kuwatii na kuwa tayari kwa kila namna kutenda mambo yote mema.
3803020064	Waambie wasimtukane mtu yeyote; bali waishi kwa amani na masikizano, wawe daima wapole kwa kila mtu.
38030300b8	Maana, wakati mmoja sisi tulikuwa wapumbavu, wakaidi na wapotovu. Tulikuwa watumwa wa tamaa na anasa za kila aina. Tuliishi maisha ya uovu na wivu; watu walituchukia nasi tukawachukia.
3803040043	Lakini wakati wema na upendo wa Mungu, Mwokozi wetu, ulipofunuliwa,
38030500d8	alituokoa. alituokoa si kwa sababu ya jambo lolote jema tulilotenda sisi, bali alituokoa kwa sababu ya huruma yake, kwa njia ya Roho Mtakatifu anayetujalia tuzaliwe upya na kuwa na maisha mapya kwa kutuosha kwa maji.
3803060054	Mungu alitumiminia Roho Mtakatifu bila kipimo kwa njia ya Yesu Kristo, Mwokozi wetu,
380307005f	ili kwa neema yake tupate kukubaliwa kuwa waadilifu na kuupokea uzima wa milele tunaoutumainia.
38030800bf	Jambo hili ni kweli. Ninakutaka uyatilie mkazo mambo haya, ili wale wanaomwamini Mungu, wawe na hamu ya kuutumia wakati wao katika kutenda mema, ambayo ni mambo mazuri na ya manufaa kwa watu.
380309007b	Lakini jiepushe na ubishi wa kipumbavu, ugomvi na mabishano juu ya Sheria. Mambo hayo hayana faida yoyote na ni ya bure tu.
38030a004f	Mtu anayesababisha mafarakano mpe onyo la kwanza na la pili, kisha achana naye.
38030b005d	Wajua kwamba mtu wa namna hiyo amepotoka kabisa, na dhambi zake zathibitisha kwamba amekosea.
38030c0080	Baada ya kumtuma kwako Artema au Tukiko, fanya bidii kuja Nikopoli unione, maana nimeamua kukaa huko wakati wa majira ya baridi.
38030d007c	Jitahidi kumsaidia mwana sheria Zena na Apolo ili waweze kuanza ziara zao na uhakikishe kwamba wana kila kitu wanachohitaji.
38030e0089	Ni lazima watu wetu wajifunze kuutumia wakati wao katika kutenda mema ili wasaidie katika mahitaji ya kweli, na maisha yao yawe ya kufaa.
38030f006e	Watu wote walio pamoja nami wanakusalimu. Wasalimu rafiki zetu katika imani. Nawatakieni nyote neema ya Mungu.
3900000008	Filemoni
3901010079	Mimi Paulo, mfungwa kwa ajili ya Kristo Yesu, na ndugu Timotheo, ninakuandikia wewe Filemoni mpendwa, mfanyakazi mwenzetu
3901020054	na kanisa linalokutana nyumbani kwako, na wewe dada Afia, na askari mwenzetu Arkupo.
3901030052	Tunawatakieni neema na amani kutoka kwa Mungu Baba yetu, na kwa Bwana yesu Kristo.
3901040045	Kila wakati ninaposali nakukumbuka wewe Filemoni, na kumshukuru Mungu
390105005d	maana nasikia habari za imani yako kwa Bwana wetu Yesu na upendo wako kwa watu wote wa Mungu.
