0100000009	Doometsaa
2d0f120170	Ayihuda gidenna Asay S'oossaw azazettanaadan, Kiristtoosi ta baggana k'aalaan, oosuwaan, mallaan, malaataa wolk'k'aaninne Geeshsha Ayaanaa wolk'k'aan ootseeddawaa s'alalaa taani odanaappe attin, harabaa odanaw s'alikke. Hewaa diraw, Yerusaalameppe doommaade, Iliwaarik'oona geetettiyaa gadiyaa gakkanaw yuuyyaade, Kiristtoosa wonggalaa mishiraachchuwaa wurssa odaaddi.
2d0f140093	Hawaadankka, taani hara Asay doommeeddawaa bollan doommennaadan, Kiristtoosa suntsay s'eesettibeennasan wonggalaa mishiraachchuwaa odanaw amottaad.
2d0f150088	Shin S'oossaa Mas'aafay, «Aabay hawaa gakkanaw odettibeennawanttu Aa be'anawantta; k'ay aabaa sisibeennawanttu akeekanawantta» yaagee.
2d0f160056	Hewaa diraw, taani c'ora wode hinttenttukko yaanaw koyyay; shin yaanaw danddayabeykke.
2d0f170080	Shin taani ha"i ha heeraan ta oosuwaa wursseedda dirawunne c'ora laytsaappe doommaade hinttentta baade be'anaw laamoteedda diraw
2d0f1800eb	ha"ikka hinttenttukko baana gaade k'oppay; taani Isippeene geetettiyaa gadiyaa baadde hinttentta be'anaw koyyay; k'ay amareeda wodiyaa hinttentta be'aade nashettowaappe guyyiyaan, Isippeene biishshin, hintte taana maaddana mala koyyay.
2d0f19003c	Shin ha"i taani S'oossaa asatuwaa maaddanaw, Yerusaalamebay.
2d0f1a0097	Ayaw gooppe, Mak'idooniyaanne Akaayiyaa geetettiyaa gadiyaan de'iyaa woosa golle asatuu Yerusaalamen de'iyaa hiyyeesatoo miishshaa immanaw koyyeeddino.
2d0f1b0139	Unttunttu barenttu huup'ew hawaa ootsanaw k'ofaa k'achcheeddino. Unttunttu he hiyyeesatuwaa maaddanawe unttunttoo ac'uu de'ee; ayaw gooppe, Ayihudatuu barenttu ayaanaa anjjuwaa Ayihuda gidenna asatuwaana shaakkeeddawaa gidooppe, Ayihuda gidenna asatuukka k'ay barenttoo de'eeddabaan Ayihudatuwaa maaddanaw bessee.
2d0f1c00a9	Hewaa diraw, taani ha oosuwaa wursseeddawaappe guyyiyaaninne unttunttoo shiik'eedda miishshaa ubbaa immeeddawaappe guyyiyaan, Isippeene baadde hintte mataanna aad'd'ana.
2d0f1d004f	Taani hinttenttukko biyaa wode, Kiristtoosa anjjuu taanan kumina baanawaa eray.
2d0f1e00c6	Taanaadan ammaniyaawanttoo, taw S'oossaa hintte woossiidde, woosan hintte taananna minnanaadan, Godaa Yesuusi Kiristtoosa baggannanne Geeshsha Ayyaanay immiyaa siik'otetsan taani hinttentta woossay.
2d0f1f00af	Taani Yihudaan de'iyaa ammanennawanttuppe attanaadaaninne k'ay taani Yerusaalamen ootsiyaa oosuu yaan de'iyaa S'oossaa asatuwaa nashechchiyaawaa gidanaadan, S'oossaa woossite.
2d0f200055	K'ay S'oossay gooppe, taani hinttenttukko nashechchaan baade, hintte matan shemppana.
2d0f210038	Sarotetsaa S'oossay hinttenttunna ubbaanna gido. Amen"i.
2d1001008c	Kinkkiriyaa geetettiyaa katamaan de'iyaa ammaniyaa asaana ootsiyaa nu michchata Peeba lo"o mac'c'a asaa gidiyaawaa taani hinttentta erissay.
2d100200df	Hinttenttu izo geeshshatuu Godaa suntsan mokkiyaawaadan mokkite; k'ay iza hinttenttuppe koyyiyaawe ayaa gidooppekka, izo maaddite; ayaw gooppe, iza bare huup'ew c'ora asaa maaddaw; k'ay taana ta huup'ewukka darissa maaddaw.
2d10030073	Kiristtoosa Yesuusa oosuwaa taananna ittippe ootsiyaa P'irisk'k'illiwunne izi asinaa Ak'iilassi ta sarotowaa odite.
2d1004009b	Unttunttu ta shemppuwaa diraw, barenttu shemppuwaa aatsi immeeddino. Unttuntta ta s'alalaa gidennaan, Ayihuda gidenna asaa ammaniyaa Asay ubbaykka galatee.
2d100500bc	K'ay unttunttu golliyaa ammaniyaa Asay shiik'iyaasaa ootsiide gakettiyaa asaa ubbaa saro giite. Iisiyaa gadiyaan Kiristtoosa koyro ammaneedda ta siik'iyaa Eppanetoosaw, ta sarotowaa odite.
2d10060031	Hinttenttoo loytsa daabureedda Mayraamo sarotite.
2d100700e2	Taananna k'asho gollen de'eedda ta dabbo gideedda Ayihudatuwaa, Anddironik'oosanne Yuuniyaasa sarotite. Yesuusi kiitteeddawanttu giddon unttunttu loytsi eretteeddawantta. K'ay unttunttu Kiristtoosa taappe kasenna ammaneeddino.
2d10080057	Godaanna ittippetetsaan de'iyaa ta siik'o laggiyaa Amppiliyaatoosaw ta sarotowaa odite.
2d10090063	Kiristtoosa oosuwaa nuunanna ittippe ootsiyaa Urbbaanoosanne taani siik'iyaa Iss's'aakusa sarotite.
2d100a0089	Kiristtoosanna I de'iyaawe erettina paac'iyaa s'ooneedda Ap'eliisaw ta sarotowaa odite; Ariss's'obiloosa soy asawukka ta sarotowaa odite.
2d100b0064	Ta dabbo gideedda Ayihudawiyaa Heeroodiyoonanne Kiristtoosa ammaniyaa Narssiisesa soy asaa sarotite.
2d100c0096	Godaa oosuwaan daaburiyaa Tirufaynanne Tirufooso geetettiyaa mac'c'awantta sarotite; k'ay Godaw daro daaburaade ootsiyaa siik'iyaa Perssiiso sarotite.
2d100d006c	Godaa oosuwaan loytsi eretteedda Rufoosayewunne taana bare na'aadan maaddeedda Aa daayiw ta sarotowaa odite.
2d100e007d	Ta sarotowaa Asinkkiriitoosaw, Pileegoonaw, Hermeesaw, Patirobaasawunne unttunttunna de'iyaa ammaniyaa ishatuwaa ubbaw odite.
2d100f006f	Pileegoona, Yuulo, Neeriyaa, Aa michchato, Olumppoosanne unttunttunna de'iyaa S'oossaa asatuwaa ubbaa sarotite.
2d10100085	Geeshsha asaw bessiyaa yeretaa yerettiidde, ittuu ittuwaa sarotite; Kiristtoosan ammaniyaawanttu ubbatuu hinttentta saro yaageeddino.
2d101100f1	Taanaadan ammaniyaawanttoo, asaa giddon shaakotetsaa med'd'iyaawantta, asaa ammanoo d'ubo gidiyaawanttanne hintte tamaareedda timirttiyaanna gakettennawaa tamaarissiyaawantta akeekanaadan, taani hinttentta woossay. Unttunttukko shiik'oppite.
2d101200c9	Ayaw gooppe, hewaa malabaa ootsiyaawanttu barenttu uloo ootsiinoppe attin, nu Godaa Yesuusi Kiristtoosaw ootsikkino; barenttu labiyaa haasayaaninne k'id'iyaan iitabaa k'oppenna asaa wozanaa baletsiino.
2d101300c3	Wonggalaw hintte azazetteeddawaa Asay ubbay siseedda. Hewaa diraw, taani hinttebaan nashettay; shin lo"otetsaw hintte aad'd'eedda eranchcha gidanaadaaninne k'ay iitabaw ashikke gidanaadan koyyay.
2d1014009f	Sarotetsaa S'oossay Sees'aanaa hintte gediyaappe garssanna haakkenna mata wode gaac'c'ana. Nu Godaa Yesuusi Kiristtoosa aad'd'o keekatetsay hinttenttunna gido.
2d10150099	Taananna ootsiyaa S'imootoose hinttentta saro yaagee; k'ay hawaadankka, ta dabbattuu Luuk'iyoosi, Yaasooninne Sosiip'aas'iroosi hinttentta saro yaagiino.
2d10160060	Taani, S'ars's'iyoosi, ha dabddaabbiyaa s'aafeeddawe, hinttenttoo Godaa suntsan sarotaa kiittay.
2d101700b2	Ammaniyaa Asay ubbay Aa soyin shiik'iyaa ta siiraa Gaayoosi hinttentta saro yaagee; katamaa miishshaa oyk'k'iyaa Erass's'oosinne nu ishay K'uwars's'oosi hinttentta saro yaagiino.
2d10180055	Nu Godaa Yesuusi Kiristtoosa aad'd'o keekatetsay hinttenttunna ubbaanna gido. Amen"i.
2d101900d3	Nuuni S'oossaa galateetto. Taani wonggalaa baggana Yesuusi Kiristtoosabaa odeeddawaadaninne daro wodiyaappe geemmiide, ha"i k'onc'c'eedda tumatetsaadan, hintte ammanuwaan hinttentta S'oossay minisanaw danddayee.
2d101a00e0	Shin ha"i nabatuu s'aafeeddawaa baggana tumatetsay k'onc'c'iyaan erettanaadan ootseedda; k'ay asaa ubbay S'oossaa ammaniide azazettanaadan, Med'inaa S'oossaa azazuwaan, ha alamiyaan de'iyaa asaa zeretsaa ubbaw k'onc'c'eedda.
2d101b0074	Aad'd'eedda eratetsay Aa s'alalaw de'iyaa itti S'oossaw Yesuusi Kiristtoosa baggana med'inaw bonchchuu gido. Amen"i.
2e0000000e	1 K'oronttoosa
2e01010076	Taani, S'oossaa sheniyaan Yesuusi Kiristtoosi kiitteeddawaa gidanaw s'eesetteedda P'awuloosinne, nu ishaa Sostteniisi,
2e010200fb	K'oronttoosan de'iyaa S'oossaa ammaniyaa asatoo, Yesuusi Kiristtoosan geeyyeeddawanttussinne, nuw Godaa gidiyaa nu Godaa Yesuusi Kiristtoosa suntsaa ubbaa sa'aan s'eesiyaa ubbatuwaanna geeshsha gidanaw s'eesetteeddawanttoo ha dabddaabbiyaa s'aafeetto.
2e01030066	S'oossay, nu Aawuunne nu Goday Yesuusi Kiristtoosi hinttenttoo aad'd'o keekatetsaanne sarotetsaa immo.
2e01040083	S'oossay Kiristtoosa Yesuusa baggana hinttenttoo immeedda aad'd'o keekatetsaa diraw, taani ubbaa wode hinttenttoo S'oossaa galatay.
2e01050084	Taani Kiristtoosaw markkattiyaawe hinttenttun minneedda diraw, hintte ubbabaan, haasayaa ubbaan eratetsaa ubbaan, aan duretteeddita.
2e0107007d	Hawaadan hintte nu Godaa Yesuusi Kiristtoosa yuussaa naagishin, ayaanaa imotaappe haray atto ittuunne hinttenttoo pac'c'enna.
2e01080080	K'ay nu Godaa Yesuusi Kiristtoosa gallassan hintte kad'ee baynnawantta gidanaadan, wurssetsay gakkanaw I hinttentta minisanawaa.
2e01090065	Bare Na'aa nu Godaa Yesuusi Kiristtoosa ittippetetsaw hinttentta s'eeseedda S'oossay ammanetteedawaa.
2e010a00eb	Shin taanaadan ammaniyaawanttoo, itti wozanaaninne itti k'ofaan ittippe gidanaappe attin, shaakotetsay hintte giddon de'enna mala, hintte ubbay itti haasayaa haasayanaadan, nu Godaa Yesuusi Kiristtoosa suntsan taani hinttentta woossay.
2e010b007b	Ayaw gooppe, taanaadan ammaniyaawanttoo, K'aloo'a soy Asay hinttenttubaa, hintte giddon walassay de'iyaawaa, taw odeeddino.
2e010c0092	Taani giyaawe hawaa; hinttenttu huup'iyaan huup'iyaan, «Taani P'awuloosawaa. Taani Ap'iloosawaa. Taani Keefawaa. Taani Kiristtoosawaa» yaagiita.
2e010d00aa	Kiristtoosi shaaketteeddee? Hinttenttu diraw, mask'k'aliyaa bolla misimaariyan d'ishettiide kak'etteeddawe P'awuloosi? Woy hintte P'awuloosaw gidanaw s'ammak'etteedditee?
2e010e006d	Taani K'arisip'p'oosappenne Gaayoosappe attin, hinttenttuppe oonanne s'ammak'abeenna diraw, S'oossaa galatay.
2e010f0055	Hewaa diraw, ooninne hinttentta taw gidanaadan s'ammak'etteeddita gaanaw danddayenna.
2e01100075	K'ay, Ee, Iss's'ifaanoosa soy asaakka taani s'ammak'aad. Shin haraa gujjaade s'ammak'aadditanttonne wozanaa aatsikke.
2e011100f6	Ayaw gooppe, Kiristtoosi taana mishiraachchuwaa k'aalaa odana mala kiitteeddappe attin, s'ammak'ana mala kiittibeenna; k'ay Kiristtoosi mask'k'aliyaa bolla hayk'k'eeddawe mela gidenna mala, taani asaa aad'd'eedda eratetsaa k'aalaan tamaarissikke.
2e01120093	Ayaw gooppe, Kiristtoosi mask'k'aliyaa bolla hayk'k'eeddawaa odiyaa k'aalay d'ayiyaawanttoo eeyatetsaa. Shin nuw attiyaawanttoo S'oossaa wolk'k'aa.
2e01130083	S'oossaa Mas'aafay, «Taani eranchchatuwaa aad'd'eedda eratetsaa, bayizzana; k'ay akeekanchchatuwaa akeekaakka d'ayissana» yaagee.
2e011400d0	Aad'd'eedda eranchchay hak'an de'ii? Higgiyaa tamaarissiyaawe hak'an de'ii? Woy ha alamiyaa s'oonanaw palumettiyaawanttu waananddinooshsha? S'oossay ha sa'aa aad'd'o eratetsay eeyatetsaa gidiyaawaa besseedda!
2e011500ba	Ayaw gooppe, Asay bare huup'e aad'd'o eratetsaan barena S'oossaa erenna mala, S'oossay bare aad'd'o eratetsaan diggiide, nuuni odiyaa eeyaa k'aalaan ammaniyaawantta ashshanaw k'oppeedda.
2e01160064	Ayihudatuu malaataa oochchiino. K'ay Giriike asatuu aad'd'o eratetsaa wolk'k'aama koshshaa koyyiino.
2e0117009c	Shin nuuni mask'k'aliyaa bolla misimaariyan d'ishettiide kak'etteedda Kiristtoosabaa odeetto. Hewe Ayihudatoo d'ubo; k'ay Ayihuda gidennawanttoo eeyatetsaa.
2e01180080	Shin S'oossay s'eeseeddawanttoo Ayihudatookka Giriikatookka nuuni odiyaa S'oossaa wolk'k'aynne Aa aad'd'o eratetsay Kiristtoosa.
2e01190088	Ayaw gooppe, S'oossaa eeyatetsay asaa aad'd'eedda eratetsaappe aad'd'ee; k'ay Aa laafatetsaa geetettiyaawekka asaa minotetsaappe minnee.
2e011a00d2	Simmi taanaadan ammaniyaawanttoo, S'oossay hinttentta s'eesiyaa wode hintte woyssa mala asentto k'oppite. Asaa k'ofaan hintte giddon aad'd'o eranchchatuu, wolk'k'aamatuunne d'ok'k'a sheeshshatuu dara gidikkino.
2e011b00a0	Shin S'oossay aad'd'eedda eranchchatuwaa yeellayanaw, alamiyaan de'iyaa eeyatuwaa dooreedda; k'ay minatuwaa yeellayanaw, alamiyaan de'iyaa laafatuwaa dooreedda.
2e011c0085	S'oossay ha alamiyaan wolk'k'aamabaa giide k'oppiyaawaa d'ayissanaw, ha alamiyaa maaddennabaa kad'ettobaanne hanibeennabaa dooreedda.
2e011d003c	Hewaa diraw, ooninne S'oossaa sintsan c'eek'ettanaw bessena.
2e011e009c	Shin S'oossay hinttenttoo Kiristtoosi Yesuusa de'uwaa ootsi immeedda. Kiristtoosi nuw aad'd'o eratetsaa, s'illotetsaa, geeshshatetsaanne atotetsaa gideedda.
2e011f0067	Hewaa diraw, S'oossaa Mas'aafay, «C'eek'ettiyaa uray ooninne, Goday ootseeddawaan c'eek'etto» yaagee.
2e020100a9	Taanaadan ammaniyaawanttoo, taani S'oossaa tumatetsaa s'uuraa hinttenttoo odanaw hinttenttukko yeedda wode, d'ok'k'a k'aalaaninne aad'd'eedda eratetsaan odanaw yabeykke.
2e020200bd	Ayaw gooppe, taani hinttenttunna de'aadde, Yesuusi Kiristtoosappenne k'ay mask'k'aliyaa bolla misimaariyan d'ishettiide I kak'etteeddawaappe attin, harabaa erennaadan, ta k'ofaa k'achchaad.
2e02030046	Taani daaburaaninne yashshaan daro kokkorssaan hinttenttunna de'aaddi.
2e02040097	Taani tamaarissiyaawaanne odiyaawaa S'oossaa Ayyaanaaninne wolk'k'aan k'onc'c'issayppe attin, c'iimma gidiide aad'd'eedda eratetsaa k'aalaanna gidenna.
2e02050060	Hewaa diraw, hintte ammanuu S'oossaa wolk'k'aanappe attin, asaa aad'd'o eratetsaan zemppibeenna.
2e020600bb	Nuuni ayyaanan wozanaamatuwaa giddon aad'd'o eratetsaa haasayeetto. Shin hewekka ha alamiyaa aad'd'o eratetsaa gidenna; woy ha alamiyaa mooddiyaa d'ayiyaawanttu aad'd'o eratetsaa gidenna.
2e02070096	Shin nuuni odiyaa aad'd'o eratetsay, S'oossay kasetiide, c'ora wodiyaappe kase nu bonchchoo dooreedda asaappe geemmeedda Aa s'uuraa aad'd'o eratetsaa.
2e020800ad	Ha alamiyaa mooddiyaawanttuppe ooninne ha aad'd'o eratetsaa eribeenna. Unttunttu ereeddawaa gidintto, bonchcho Godaa mask'k'aliyaa bolla misimaariyan d'ishiide kak'k'ikkino.
2e020900ce	Shin S'oossaa Mas'aafay, «Ooninne ayfiyaan be'ibeennawe, haytsankka sisibeennawe, k'ay ooninne bare wozanaan k'oppibeennawe S'oossay barena siik'iyaawanttoo giigisseeddawaa» giyaawaadan nuuni haasayeetto.
2e020a0094	S'oossay bare S'uura yewuwaa bare Ayyaanaan nuuna erisseedda; ayaw gooppe, Geeshsha Ayyaanay S'oossaabaa haray atto geemmeedda yewuwaa ubbaa biddee.
2e020b0094	Ayaw gooppe, asaan de'iyaa asaa ayyaanaappe attin, asaabaa eriyaawe oonee? Hawaadankka, k'ay S'oossaabaa S'oossaa Ayyaanaappe attin, ooninne erenna.
2e020c0073	Nuuni S'oossay nuw immeeddabaa ubbaa eranaw I nuw yeddeedda Ayaanaa akkeeddoppe attin, alamiyaa ayaanaa akkibeykko.
2e020d00bf	Nuuni ayaanaa yewuwaa ayaanaa yewuwaanna gatsiide, Geeshsha Ayyaanay nuuna tamaarisseedda k'aalaan hawaa haasayeettoppe attin, asaa aad'd'o eratetsay nuuna tamaarisseedda k'aalaan haasayokko.
2e020e00a6	Shin Geeshsha Ayyaanay baynna Asay S'oossaa Ayaanaa yewuwaa akkena; ayaw gooppe, hewe aw eeyatetsaa. Yewuu Geeshsha Ayyaanan paac'ettiyaa diraw, I eranaw danddayenna.
2e020f0061	Shin Geeshsha Ayyaanay de'iyaa Asay ubbabaa shaakkee; shin I bare huup'ew oonaninne shaakettenna.
2e0210008e	Ayaw gooppe, S'oossaa mas'aafay, «Godaa wozanaa eriyaawe oonee? Aa zoranaw danddayiyaawe oonee?» yaagee. Shin nuw Kiristtoosa wozanay de'ee.
2e03010107	Taanaadan ammaniyaawanttoo, taani Geeshsha Ayyaanay de'iyaa asaw haasayiyaawaadan, hinttenttoo haasayanaw danddayabeykke. Shin ha alamiyaa asaw haasayiyaawaadaaninne ammanuwaan minnibeenna Kiristtoosan de'iyaa guutsa naanaa mala asaw haasayiyaawaadan haasayaaddi.
2e0302007e	Hinttenttu biro mino k'umaa maanaw danddaybbeenna diraw, taani hinttentta maatsaa pakaad; haray atto, ha"ikka danddaybeykkita.
2e030300bd	Ayaw gooppe, hintte ha"ikka ha alamiyaa asaadan de'iita. Hinttenttu ha alamiyaa asaa gidiyaawaa hintte giddon de'iyaa k'anaatiinne palumay erissennee? K'ay ha alamiyaa asaadan simerettiita.
2e0304008e	Ayaw gooppe, hinttenttuppe ittuu, «Taani P'awuloosawaa» gooppe, haray k'ay, «Taani Ap'iloosawaa» gooppe, ha alamiyaa asaa mala gidikkitee?
2e030500a2	Yaatina, Ap'iloosi oonee? P'awuloosi oonee? Nuuni hinttentta ammantseedda S'oossaa kaalliyaawantta. S'oossay nuw huup'iyaan huup'iyaan immeedda oosuwaa ootseetto.
2e03060059	Taani puutiyaa tokkaad; Ap'iloosi haatsaa ushsheedda; shin S'oossay puutiyaa dichcheedda.
2e03070060	Hewaa diraw, dichchiyaa S'oossaappe attin, tokkiyaawekka haatsaa ushshiyaawekka ayaanne gidenna.
2e0308006f	Tokkiyaawenne haatsaa ushshiyaawe itti mala; shin S'oossay huup'iyaan huup'iyaan Aa daaburaa keenaa aw woytana.
2e0309007c	Nuuni S'oossaw ittippe ootsiyaa Aa oosanchchatuwaa gidiyaa diraw, hintte Aa oosuwaa sa'aa. K'aykka hintte S'oossaa golliyaa.
2e030a00c9	S'oossay taw immeedda aad'd'o keekatetsaan eranchcha anaas'iyaadan, golliyaa baasuwaa baasaad. Hara uray Aa bolla kees's'ee. Shin Aa bolla kees's'iyaa ooninne wooti kees's'intto, bare huup'ew naagetto.
2e030b007e	Ayaw gooppe, S'oossay Yesuusi Kiristtoosa s'alalaa baaso ootsiide wotseedda. Aappe hara baasuwaa baasanaw ooninne danddayenna.
2e030c0089	Shin ha baasuwaa bolla ooninne work'k'aan gidina, biraan gidina, al"o shuchchaan gidina, mitsaan gidina, gattan woy mak'aan kees's'ooppe,
2e030d00b9	asaa ubbaa oosuu k'onc'c'iyaa kesanawaa. Ayaw gooppe, tamaan k'onc'c'ana diraw, he gallassay asaa ubbaa oosuwaa bessana. Asay ubbay bare oosuwaa wooti ootseeddenttonne tamay paac'c'ana.
2e030e0050	Ooninne baasuwaa bolla kees's'eedda oosuu minniide attooppe, I woytaa akkanawaa.
2e030f0070	O oosuunne guudettooppe, he uray k'ohettana. I bare huup'ew attana; shin tamaa giddoppe kessi akkowaadan attana.
2e0310006f	Hinttenttu S'oossay ak'iyaa geeshsha golliyaa gidiyaawaanne S'oossaa Ayyaanay hinttenttun de'iyaawaa erikkitee?
2e0311009a	Ooninne S'oossaa geeshsha golliyaa kolooppe, S'oossay Aa kolana. Ayaw gooppe, S'oossay ak'iyaa geeshsha gollii geeshsha; he geeshsha golliikka hinttentta.
2e03120099	Ooninne bare huup'iyaa c'immoppo. Hinttenttuppe ooninne barena ha alamiyaan aad'd'o eranchcha yaagiide k'oppooppe, aad'd'o eranchcha gidanaw, eeyaa gido.
2e031300ae	Ayaw gooppe, ha alamiyaa aad'd'o eratetsay S'oossaa sintsan eeyatetsaa. S'oossaa mas'aafay, «S'oossay aad'd'o eranchchatuwaa, unttuntta unttunttu geniyaan oyk'k'ee» yaagee.
2e0314005e	K'ay, «Aad'd'eedda eranchchatuwaa k'ofaykka, maaduu baynnawaa gidiyaawaa Goday eree» yaagee.
2e0315004c	Hewaa diraw, ooninne asaan c'eek'ettoppo. Ayaw gooppe, ubbabaykka hinttewaa.
2e03160088	P'awuloosikka, Ap'iloosikka, Keefaykka, ha alamiikka, de'uukka, hayk'uukka, ha"i de'iyaawekka, sintsappe yaanawekka, ubbaykka hinttewaa.
2e03170038	Hinttenttu Kiristtoosawantta; Kiristtoosikka S'oossawaa.
2e04010066	Asay nuuna Kiristtoosaw ootsiyaawanttudaninne S'oossaa gollen de'iyaa S'uuraa naagiyaa asaadan k'oppo.
2e04020051	Yaatiide he asatuu barenttu Godaw ammanetteedawantta gidiide, beettanaw koshshee.
2e04030068	Shin hintte woy haray ta bolla pirddooppe, ayinne gidenna. Haray atto, taanikka ta huup'iyaan pirddikke.
2e04040074	Ayaw gooppe, taani ta huup'iyaan ayaanneekka eriyaabay baawa; shin taana hewe s'illissenna. Taana pirddiyaawe Godaa.
2e040500dd	Hewaa diraw, Goday d'umaan geemmeeddabaa poo'uwaa kessiyaawe, wozanaa k'ofaa k'onc'c'issiyaawe yaana wodii gakkanaw O bollaninne oonanne pirddoppite. He wode, Asay ubbay huup'iyaan huup'iyaan S'oossaappe sabaa demmanawaa.
2e0406010f	Taanaadan ammaniyaawanttoo, hinttenttuppe ooninne ittuu tamaarissiyaawaa sabbiide, haray tamaarissiyaawaa borenna mala, «S'oossaa mas'aafan s'aafetteeddawaa bonchcha» yaagiyaawaa hintte nuunanna tamaarana mala, hintte diraw, tabaanne Ap'iloosabaa leemisuwaadan odaaddi.
2e040700b2	Ayaw gooppe, haratuwaappe neena oonee d'ok'k'isseeddawe? Neeni S'oossaappe akkabeenabay new ayee de'iyaawe? Yaatina, neeni akkeeddawaa gidooppe, ayaw akkabeenawaadan c'eek'ettay?
2e0408009e	Ha"i hintte kalleeddita. Ha"i duretteeddita. Nuuni baynnaan hintterekka kawuteeddita. Nuunikka hinttenttunna kaatetanaadan, hintte kawuteedditentto lo"a shin.
2e040900c6	Ayaw gooppe, taw malatiyaawaadan, nuuni ha sa'aw, kiitanchchatoonne asaw kaassaa gideedda diraw, S'oossay nuuna Yesuusi kiitteeddawantta hayk'oo pirddetteedda asaadan, ubbaappe wurssetsaa ootseedda.
2e040a00b7	Nuuni Kiristtoosa diraw eeyaa, shin hintte Kiristtoosan aad'd'eedda eranchcha. Nuuni daaburanchcha, shin hintte mina. Hinttenttu bonchchetteeddawantta, shin nuuni tooshetteeddawantta.
2e040b0078	Ha wodii gakkanaw, nuuni koshatteetto; saametteetto; kallotteetto; deshetteetto. K'ay de'iyaa sa'aa d'ayiide yuuyyeetto.
2e040c007e	Nuuni nu kushiyan ootsiide daabureetto. Nuuna Asay shek'k'iyaa wode, anjjeetto. Nuuna yederssi yuuyyiyaa wodekka danddayeetto.
2e040d0088	Nu bolla iitabaa haasayiyaa wode, nuuni lo"o k'aalaa zaareetto. Nuuni hawaa gakkanaassikka, ha sa'aa pituwaanne ubbabaa buuraa gideeddo.
2e040e0066	Taani ta siik'iyaa naanaadan, hinttentta seeranaw hawaa s'aafaaddippe attin, yeellayanaw s'aafabeykke.
2e040f00fc	Ayaw gooppe, Kiristtoosan hinttentta dichchiyaa tammu sha"a Asay hinttenttoo de'ooppekka, hinttenttoo itti aawuwaappe haray baawa. Ayaw gooppe, taani mishiraachchuwaa k'aalaa hinttenttoo aheeddawaadan, Kiristtoosa Yesuusan hinttenttoo aawuwaa gidaaddi.
2e04100033	Simmi taanaadan hanite yaagaade hinttentta woossay.
2e041100dc	Hewaa diraw, Godan ammanetteeda ta siik'iyaa ta na'aa S'imootoosa hinttenttukko kiittaad. I ubbaa sa'aan de'iyaa ammaniyaa asaa ubbaw taani tamaarissiyaa Kiristtoosa Yesuusan de'iyaa ta ogiyaa hinttentta hassayissanawaa.
2e04120060	Taani hinttentta be'anaw hinttenttukko yeennabaa malatina, otorettiyaa itti itti asatuu de'iino.
2e04130079	Shin Goday gooppe, taani hinttenttukko ellekka baade he otorettiyaa asatoo haasayaa gidennaan, unttunttu wolk'k'aa erana.
2e04140053	Ayaw gooppe, S'oossaa kawutetsay S'oossaa wolk'k'aanappe attin, haasayaana gidenna.
2e0415006e	Taani hinttenttukko muriyaa s'am"aanna yooyye woy siik'uwaannanne ashikke ayyaanaanna yoo? Hak'awaa dooriitee?
2e050100cc	Hinttenttu giddon pokko woshumma oosuu de'iyaawe zigirettee; hewaa mala pokko woshumma oosuu haray atto, S'oossaa ammanenna asaa giddoninne baawa. Ayaw gooppe, bare aawuwaa machchatto akkeedda Asay de'ee.
2e05020092	Hinttenttukka otoretteeddita. Hewaappe hintte kayyottanaw bessennee? Hewaa mala pokko oosuwaa ootseedda bitanii hintte giddoppe kichchanaw bessee.
2e0503014b	Ayaa gidinakka taani ta asatetsaan hinttenttunna de'ennaan d'ayooppekka, ayyaanan hinttenttunna de'ay. Ha"i hinttenttunna de'iyaawaadan hanaade, hewaa mala oosuwaa ootseedda bitaniyaa bolla nu Godaa Yesuusi Kiristtoosa suntsan pirddadiggaaddi. Hinttenttunne ta ayyaanay nu Godaa Yesuusi Kiristtoosa wolk'k'aanna ittippe shiik'iide,
2e0505009f	he bitaniyaa ayyaanay Godaa Yesuusi pirddaw yiyaa gallassan attana mala, nagaraan kumeedda Aa bollaa kolanaadan Sees'aanaw hintte immanaadan, taani pirddaaddi.
2e05060058	Hinttenttu c'eek'uu lo"a gidenna. Guutsa irshshuu munak'aa ubbaa dentsiyaawaa erikkitee?
2e050700b0	Hinttenttu ooratsa gidana mala, nagaraa irshshuu c'aaleeddawaa kessite. Hinttenttu irshshuu baynna munak'aa mala. Ayaw gooppe, nu Paasigaa dorssay, Kiristtoosi yarshshetteedda.
2e050800a9	Hewaa diraw, nuuni Ukitsaa Baalaa suuretetsaaninne tumatetsaan bonchchanaappe attin, c'aala irshshuwaan, iitatetsaa irshshuwaaninne geellatetsaa irshshuwaan bonchchokko.
