2a00000005	Luuka
2c131c008e	Abo bachuzi n'abakozi babeere bayunva eyo myaazi, bagwarhwa n'oburhe, barhondera okuyaama omu kuderha ntya: «Aritemi w'aBaefeeso ye mukulu!»
2c131d00e0	Egishagala chooshi chayunjula olwamo. Abantu bachikabula oku Gayo na Arisitariko, baburhwa b'eMakedoniya baliiri babalama haguma na Paawulo. Booshi balibirhira jubaajuba ahantu hanene h'enshimaanano eyi bali bababululira ho.
2c131e004c	Paawulo ashonda oguchimoleka embere z'olola lubaga, aliko abemeezi bamubuza.
2c131f0088	Chiro n'abarhegesi baguma b'egihugo ch'eAziya baliiri beera ba Paawulo, nabo bamurhumira entumwa y'okumuyinginga oku arhajaga aho hantu.
2c1320009b	Mw'ebyo bishanji, echigusho chooshi chaligwerhe olwamo, baguma baliiri baderha ntya n'abandi ntya. Chiro banene omu bo barhamenyaga echarhumaga bachigusha.
2c132100cf	aBayaahudi bayimanza muntu muguma oyirikwa Alegizandere n'okumushunikira embere z'echigusho. Bantu baguma bamubwira ebinwa aderha. Naye asimira echigusho chooshi n'okuboko oku basire y'abuurane embere zaabo.
2c13220089	Babeere bamenya okw'ali Muyaahudi, booshi bajira olwamo haguma hoofu saa ebiri, eyi bali baderha ntya: «Aritemi w'aBaefeeso ye mukulu!»
2c132300f2	Oku buzinda, karani w'egishagala abasiza n'okuderha ntya: «Mwe bantu b'eEfeeso, abantu booshi b'omugulu bayinji oku egishagala ch'eEfeeso chiri ch'okulanga akajumiro k'emaana nkulu Aritemi n'egishushanyo chaage charhogaga gurhengera empingu.
2c13240067	Nta muntu wakaja buhaka elugulu w'ebyo. Cho girhumire murhuleere, na ntaacho mujirage buzira gukengera.
2c13250069	Aba bantu mwalerhere hano, ntaacho bazimbire ch'omu kajumiro k'emaana yeerhu changwa barhaza kuyidukanga.
2c13260084	Akaba Dimetriyo n'abaabo bachuzi bagwerhe olushinja n'omuntu, rhugwerhe akabuga n'abazuzi. Eyo munda yi bakwaneene kuja kusidaakira.
2c13270051	N'akaba mugwerhe obwindi buhaka, bwahwera omu nshimaanano eyemeererwe n'erhegeko.
2c1328009d	Bulaala ebi rhuli rhwajira zeene, byagarhuma rhwasidaakwa oku rhwajirire olwamo. Na nka barhubazize elugulu w'eyi nshimaanano, rhurhakabona ech'ogushubiza.»
2c13290039	Abeere amala kuderha eyi myaazi, abwira olubaga lufuluke.
2c14010089	Entambala yabeere yaahwa eyo eEfeeso, Paawulo agusha abemeezi haguma, anabaseeza omurhima. Abaseezera, ava aja omu gihugo ch'eMakedoniya.
2c14020072	Alenga mw'echo gihugo, abwira abemeezi ebinwa binene by'okubakomeza omurhima. Buzinda aja omu gihugo ch'eBugiriki.
2c140300c1	Amala yo myeezi esharhu. Abeere akola aja omu chombo ch'okuja omu gihugo ch'eSuriya, ayunva omwazi okw'aBayaahudi bamujiriire kaligi. Kwarhuma ahiga kugaluka kugerera omu gihugo ch'eMakedoniya.
2c140400a9	Abaherekezaga Paawulo baliiri Sopateeri mugala wa Piiro, w'eBeroya; Arisitariko na Sekundo b'eTesalonika; Gaayo w'eDerebe; Timoteyo, Tikiko na Torofimo baliiri b'eAziya.
2c14050032	Abo bantu barhurhanga embere gurhulingira eTorowa.
2c140600b2	Rhwabo neerhu, enyuma z'esiku z'edinye y'emigati nzira chachu, rhwaja omu chombo gurhenga eFiripi. Siku erhaano zabeere zahwa, rhwabashimaana eTorowa. Rhwabeera yo siku mushanvu.
2c140700c9	Egolo ly'olusiku lw'eSaabato, rhwashigaanana kugabaana omugati, na Paawulo ayigiriza abantu. Agendeerera kuganiira n'abantu guhika ahagarhi k'obudufu, kwenge ali kwaneene kugenda olusiku lwakulikiraga.
2c1408004d	Rhwalemaga rhwabugaanana omu gorofa ebusiika. Omoola mwaliiri amatara manene.
2c14090104	Muzaana muguma oyirikwa Eutiko, aliiri ayikeere oku dirisha. Paawulo aliiri eyi amaleehya enyigirizo zaage, oyo muzaana arhoolwa n'ero linene. Ero lyarhuma oyo muzaana arhoga gurhengera oku gorofa lya gasharhu. Babeere bashonda kumuyinamula, bashimaana afiire.
2c140a0069	Paawulo ava achima, achikabula oku ye n'okumubagalira. Ababwira ntya: «Murhayuubahaga, bulaala azeene!»
2c140b0098	Enyuma w'ebyo, Paawulo ashuba kuzamuukira omu gorofa. Achagulanga omugati anagulya ko, agendeerera kuganiira bweneene, kugera emiseke. Ayuusize, agenda.
2c140c0054	Abantu baherekeza oyo muzaana emwabo eyi ali mugumaguma. Baseezwa omurhima bweneene.
2c140d0093	Rhwabo, rhwarhanga kuja omu gishagala ch'eHasoosi n'echombo. Eyo munda, rhwali rhukwaneene gurhoola Paawulo, bulaala alishondere kuja yo n'amagulu.
2c140e0048	Abeere arhushigaana eHasoosi, rhwamuhira omu chombo, n'okuja eMitileeni.
2c140f00c3	Olusiku lwakulikiraga, rhwarhenga yo, rhwagendekera oku nyanja, rhwagera embere z'echizimba ch'eKiyo. Olusiku lwa gasharhu, rhwahika oku chizimba ch'eSamoosi. N'olusiku luzinda, rhwahika eMileto.
2c141000aa	Paawulo arhashondaga kuyimanga eEfeeso omu gihugo ch'eAziya, y'arhaheza ebishanji. Aliiri abangula y'aba eYerusaleema olusiku lw'edinye y'ePendekosite akaba byagalikeene.
2c14110060	Paawulo abeere ali eMileto, arhuma abantu eEfeeso guhamagala abashamuka b'echigusho ch'abemeezi.
2c14120098	Babeere baahika aha ali, ababwira ntya: «Mwabo muyinji gurhe nalamire haguma nenyu, amango nahikaga muno gihugo ch'eAziya, gurhengera olusiku lurhanzi.
2c1413007b	Nakoleere Nnaweerhu omu bwirhonzi booshi, omu miziga, n'ahagarhi k'ebigeregezo byampikiraga elugulu wa kaligi k'aBayaahudi.
2c1414009a	Muyinji oku nta mwazi nababishire. Aliko, nabayamagaziize n'okubayigiriza ngasi chintu chaliiri ch'obulagiirire, omu nshimaanano z'abantu n'omu nju zenyu.
2c14150083	Babe Bayaahudi, babe Bagiriki, naliiri nababwira oku baleke ebyaaha, bahindamukire Nnamahanga, banayemeere Nnaweerhu Yeesu Krisitu.
2c1416006d	Leero nyoono, okubona oku nshwekerwe na Muuka-Mutagatiifu, naaja eYerusaleema, buzira kumenya echampikira yo.
2c14170085	Aliko, nyinji konyine oku, omu ngasi gishagala nagerere mo, Muuka-Mutagatiifu aliiri anyeereka oku eminyororo n'amalibuko bindingire.
2c141800ce	Sy'aliko ntaganja akalamo kaani nka chintu ch'akamaro emwani. Echinashonda chonyine, kuli kumala bwinja olugenzi lwani n'akaasi Nnaweerhu Yeesu ampaaga k'oguhamiiriza oMwazi Mwinja g'olukogo lwa Nnamahanga.
2c14190095	«Naliiri nazungula ahagarhi kenyu mweshi eyi ndi nayaamagaza obwime bwa Nnamahanga. Aliko bunoola, nyoono nyinji oku nta muguma wenyu wachimbona ko.
2c141a0043	Cho girhumire nababwira byo zeene oku eshagama yenyu erhachindi ko,
2c141b004a	kwenge nababaliire byooshi Nnamahanga ashondere, buzira kubabisha echintu.
2c141c00d0	Mujaage mwachilanga mwenyine haguma n'echigusho chooshi Muuka-Mutagatiifu abaheere mube bimangizi baacho. Ntyo, mulange echo chigusho ch'abemeezi ba Nnamahanga echi achiheere omu gusheesha eshagama y'oMugala.
2c141d0079	Nyoono nyinji oku hano mala kugenda, banyambwe bakalihire baja ahagarhi kenyu, barhanafiira echigusho ch'abemeezi obonjo.
2c141e006f	Na kandi, ahagarhi kenyu harhengerera abantu baderha ebinwa birhali by'okuli yi baarhuma abemeezi babakulikira.
2c141f0089	Boboola, muchilange eyi munali mwayibuka oku namalire myaaka esharhu, obudufu n'ezuuba ntaluhaga guhanuula omu miziga ngasi muguma wenyu.
2c142000b7	«Na bunoola, namabahira omu maboko ma Nnamahanga n'omu bulanzi bw'omwazi g'olukogo lwage, gugwerhe obuhashe b'okubakuza n'okubaha agashambala haguma n'abantu baage booshi agishogere.
2c1421003c	Ntagifiijaga efuranga changwa ehooro, abe myambalo y'omuntu.
2c1422006e	Muyinji mwenyine oku nakolaga n'amaboko maani nyenyine yi mbona ebi rhwalilagire ko, nyoono n'abalimperekeeze.
2c142300ed	Mw'ebyo byooshi najiraga, nalibayeerekere oku bihemere gukola n'obushiru ntya yi rhurhabaale abarhagwerhe misi, omu kuyibuka ebinwa bya Nnaweerhu Yeesu. Aderhaga yenyine ntya: ‹Hali mugisho munene omu guhaana kulusha okuyankirira.›»
2c1424004b	Paawulo abeere amala kuderha ebyoola, afukama haguma nabo booshi, asaliira.
2c14250044	Booshi baaja barhondera kulaka bweneene, bamuhoobera n'okumuseezera.
2c14260072	Balibabeezwe bweneene, bulaala aliderhere oku barhagachimubona ko. Baava bamuherekeza guhika aha echombo chaliiri.
2c150100ec	Rhwabeere rhwalekana n'abashamuka b'echigusho ch'abemeezi b'eEfeeso, rhwabalama n'echombo guhika oku chizimba ch'eKoosi. Olusiku lwakulikiraga, rhwagendekera oku chizimba ch'eRodo, na gurhengera eyoola, rhwaja omu gishagala ch'ePaatara.
2c1502005b	Rhwabona mw'echo gishagala echindi chombo chaliiri chaja eFoyinikiya. Rhwaja mo n'ogusuuka.
2c150300b7	Rhwabeere rhukola rhuli rhwalangiira echizimba ch'eGipuro, rhwaleka cho ekulembe, n'okuyerekera eSuriya. Rhwasiika omu gishagala ch'eTiiro emunda echombo chalikwaneene kuleka emizigo.
2c150400b6	Rhwabeere rhwabugaanana n'abemeezi b'eyoola, rhwabeera yo siku mushanvu. Abo bemeezi baliiri babwira Paawulo kulengera obuhashe bwa Muuka-Mutagatiifu oku arhazamukiraga eYerusaleema.
2c150500c0	Aliko ezoola siku zabeere zahika oku buzinda, rhwagenda. Abemeezi booshi barhuherekeza, abalume na bakaabo haguma n'abaana baabo, barhukuula omu gishagala. Rhwafukama emushengo, rhwanasaliira.
2c15060048	Rhwabeere rhwamala guseezerana, rhwaja omu chombo, nabo bagaluka emwabo.
2c15070090	Rhwarhenga eTiiro, rhwagendeerera kubalama guhika omu gishagala ch'eTolemaayi. Eyo munda, rhwalamusa abemeezi, rhwanabeera emwabo lusiku luguma.
2c150800de	Olusiku lwakulikiraga, rhwarhenga ahoola, rhwahika omu gishagala ch'eKayizariya. Eyo munda rhwaja kubeera omu nju ya Firipo. Aliiri mwigiriza w'oMwazi Mwinja, analiiri muguma mu balaala mushanvu balondoolagwa eYerusaleema.
2c15090048	Aligwerhe banyere bane barhaliiza kumenya abalume. Baliiri baleebi-kazi.
2c150a0072	Rhwabeere rhwamala aha mwage siku zinene, omuleebi muguma oyirikwa Hagabo ahika gurhengera omu gihugo ch'eYudeeya.
2c150b0106	Ayinja emunda rhwaliiri, arhoola omukaba gwa Paawulo n'oguchishweka nago amagulu n'amaboko. N'okuva aderha ntya: «Muuka-Mutagatiifu aderhere ntya: ‹aBayaahudi b'eYerusaleema nji bashweka ntya nyina ogu mukaba n'okumuhaana omu maboko m'abarhali Bayaahudi.›»
2c150c007c	Enyuma z'okuyunva ebyo binwa, rhwabo haguma n'abemeezi b'eKayizariya, rhwayinginga Paawulo oku arhazamuukiraga eYerusaleema.
2c150d00d5	Paawulo ava shubiza ntya: «Chagarhuma mwalira n'ogushonda kuncha omurhima? Nyoono, namalire guchirheganya, arhali ogushwekwa konyine, sy'aliko kandi n'ogufiira eYerusaleema elugulu w'eziino lya Nnaweerhu Yeesu.»
2c150e0071	Rhwabwene okw'arhayunviirhe, rhwasira. Oku buzinda, rhwaderha ntya: «Bihemere obulonza bwa Nnaweerhu bujirike.»
2c150f0041	Enyuma w'ezoola siku, rhwachirheganya, rhwazamukira eYerusaleema.
2c151000cc	Abemeezi baguma b'eKayizariya barhuherekeza, banarhuhisa emwa mulume muguma oyirikwa Munasoni w'oku chizimba ch'eGipuro. Ahamwage ha rhwalikwaneene guchumbika. Oyu mulume aliiri mwemeezi gurhengera miira.
2c1511004f	Rhwabeere rhwahika eYerusaleema, abemeezi barhuyankirira n'obushagaluke bunene.
2c15120085	Olusiku lwakulikiraga, rhwagenda haguma na Paawulo emwa Yakobo. Abashamuka b'echigusho ch'abemeezi nabo balichigushire booshi ahoola.
2c1513007b	Paawulo abalamusa, anarhondera kubala oku bule ebi Nnamahanga ajirire kulengera akaasi kaage ahagarhi k'abarhali Bayaahudi.
2c151400c7	Babeere baamala kumuyunviiriza, bakuuza Nnamahanga. Babwiira Paawulo ntya: «Mwene weerhu, obwene ebihumbi bingana by'aBayaahudi bayemereere Yeesu, na booshi, bagwerhe obushiru oku Rhegeko lya Muusa.
2c151500e9	Aliko leero, babwirirwe okw'oli wayigiriza aBayaahudi booshi balamire ahagarhi k'abarhali Bayaahudi kuleka eRhegeko lya Muusa. Bayunviirhe okw'oli wababwira mpu barhagikembuulaga abaana baabo, barhanagikulikiraga emicho y'aBayaahudi.
2c1516003f	Gurhe rhujaage rhwajira? Kwenge barhabula kumenya oku wahikire.
2c15170052	Ojire oku rhwakubwira. Rhugwerhe balume bane bajirire echilagaane emwa Nnamahanga.
2c151800f2	Genda n'aba bantu, omu micho y'oguchicheesa, onahaane byooshi bahemwa yi bagembwa enviiri. aBantu booshi baaja bamenya okw'ebinwa bayunvaga bali bakuderha ko biri by'obubeeshi. Banamenya oku wooyo onakenga eRhegeko lya Muusa omu kalamo kaawe.
2c151900e4	Abarhali Bayaahudi bahindukire bemeezi, boowe rhwabayandikiire miira ebi rhubarhegekere bachilange ko. Rhwabarhegekere oku barhalyaaga enyama barhuuliraga emaana n'omulegano changwa enyama zakanulwaga, banachilange n'obuhushi.»
2c151a00cf	Olusiku lwakulikiraga, Paawulo agenda nabo balume bane, banagicheesa haguma naye. Ava aja omu Nju ya Nnamahanga n'okubala mango machi esiku zaabo z'ogugicheesa zahwa n'entuulo yahanwa oku ngasi muguma waabo.
2c151b00b3	Siku mushanvu z'okugicheesa zabeere ziri hoofu guhwa, aBayaahudi baguma barhengaga omu gihugo ch'eAziya babona Paawulo omu Nju ya Nnamahanga. Bararusa olubaga looshi, banamufarha.
2c151c0140	Baalema babanda akalulu n'okuderha ntya: «Mwe balume b'eIsraheeli, muyinje murhugwase! Y'onoola, ola muntu oyigiriza abantu booshi na ngasi hooshi okuboneerera olubaga lwerhu, eRhegeko lya Muusa n'eyi Nju ya Nnamahanga! N'ahanene, ahirire abarhali Bayaahudi omu Nju ya Nnamahanga, amanazingiisa aha hantu hatagatiifu!»
2c151d00a6	Baderhaga ntyo, kwenge babaaga babwene omu gishagala Paawulo haguma na Torofimo muburhwa w'eEfeeso. Bali bakengereere oku Paawulo ali muheekere omu Nju ya Nnamahanga.
2c151e00b4	Akaluulu kayunjula omu gishagala chooshi, n'abantu bayinja balibirha gurhengera ngasi lunda. Baafarha Paawulo, bamukululira embuga w'eNju ya Nnamahanga, n'okuva bachinga emilyango.
2c151f0083	Babeere bali bashonda kumuyirha, omukulu w'engabo y'abasoda b'ekirooma ayunva omwazi okw'akalulu kayandeere hooshi omu Yerusaleema.
2c15200080	Ho n'aho arhoola abasoda n'abakulu baabo, n'oguchima alibirhira yo. Babeere bamubona n'abasoda baage, baaleka gushuurha Paawulo.
2c152100a1	Oyu mukulu w'engabo y'abasoda ava ashegera hoofu na Paawulo, amufarha, anarhegeka oku bamushweke na malegule mabiri. Enyuma abaza akaba ali nde na gichi ajirire.
2c15220099	Aliko omu chigusho, baguma baliiri bayaama ntya n'abandi ntya. Abeere afundwa kumenya echaleerhere akalulu, arhegeka baheeke Paawulo omu kampi k'abasoda.
2c15230074	Paawulo abeere ali ashonda kuja omu nju y'abasoda, abasoda bamubarhula bulaala olubaga lwaliiri lukalihire bweneene.
2c15240047	Abantu booshi baliiri bamukulikiire eyi bali bayaama ntya: «Ayirhwe!»
2c152500b2	Abasoda babeere bashonda guhira Paawulo omu kampi kaabo, abaza omukulu waabo ntya: «K'onyemereere nkubwire echinwa chiguma?» Naye amushubiza ntya: «K'oyinji kuderha eKigiriki?
2c15260090	K'arhali wooyo w'olaala Mumiisiri nji wazindaga gurarusa abantu n'oguheeka omu mpinga echigusho ch'ebishumuusi bihumbi bine bigwerhe emitwaro?»
2c152700ce	Paawulo ashubiza ntya: «Nyoono, ndi Muyaahudi, muburhwa w'omu gishagala ch'eTariso omu gihugo ch'eKilikiya. Echo gishagala chiyinjikeene bwinjabwinja. Nguhemere waliha, onyemeerere gushambaala n'olubaga.»
2c152800b2	Oyo mukulu w'engabo y'abasoda ava amuyemeerera. Paawulo ayimanga ahalengereere, asimira abantu n'okuboko mpu basire. Babeere bamaasira, ababwira omu lulimi lw'eGiheburaniya ntya:
2c16010068	«Badaarha na beene beerhu, munyuvirize! Bunoola nashonda kuderha elugulu waani nyenyine embere zenyu.»
2c1602006c	Babeere bayunva oku Paawulo ali aderha nabo omu lulimi lw'eGiheburaniya, basira bweneene. Aja ababwira ntya:
2c1603012f	«Nyoono, ndi Muyaahudi, oburhwa eTariso omu gihugo ch'eKilikiya. Aliko nalemberwaga mu chinoola gishagala ch'eYerusaleema. Naliiri mwigirizwa wa Gamaliyeeri, analinyigirize gurhe nagakulikira bwinjabwinja eRhegeko lya bashookuluza. Nagihaanire looshi gukolera Nnamahanga nk'okumulimwajira mweshi zeene.
2c160400a2	Naliiri nalibuza bweneene abantu balikulikiire eNjira ya Nnaweerhu chiro n'okuyirha baguma omu bo. Nagendaga nashweka abalume n'abakazi n'okubahira omu munyororo.
2c16050112	Omudaahwa mukulu n'akabuga k'abashamuka b'aBayaahudi bagahamiiriza oku ebindi naderha biri by'okuli. Nayankiriire emwabo amaruba mayerekeere abeerhu Bayaahudi b'omu gishagala ch'eDamasiki. Naja eyo munda yi nshweka abemeezi baliiri yo n'okubaleerha bahanirwe eYerusaleema.»
2c160600ba	Paawulo ashuba kuderha ntya: «Lusiku luguma, naliiri omu njira, eyi ndi nashonda guhika eDamasiki. Hoofu n'emidi, obumoleke bubaragenye bweneene bwava bwahulukira omu mpingu, bwangorha.
2c16070060	Nagwa ahashi, nayunva omulenge guli gwambwira ntya: ‹Saawulo, Saawulo, girhumire wandibuza?›
2c16080077	Nashubiza ntya: ‹Nnaweerhu, wooyo oli nde?› Naye anshubiza ntya: ‹Nyoono ndi Yeesu w'eNazareeti, oli walibuza.›
2c16090071	Abaliiri haguma naani baali babwene bwinja obo bumoleke, aliko barhaliyunvirhe omulenge g'owaliiri anshambaalira.
2c160a00ba	Naja naaderha ntya: ‹Nnaweerhu, gurhe nkwaneene kujira?› Nnaweerhu anshubiza ntya: ‹Yimanga, oje eDamasiki, n'eyoola munda bakubwira ngasi chooshi Nnamahanga agurhegekere ojire.›
2c160b008f	Abaliiri haguma naani bampeeka eyi banfarhire okuboko, banampisa eDamasiki, bulaala ntaacho nakagalire kubona elugulu w'obumoleke bwalimpumize.
2c160c00d6	«Na muntu muguma oyirikwa Hananiya walilamire ahola Damasiki ayinja kuntangula. Aliiri muntu wakengaga Nnamahanga omu gukulikira eRhegeko lya Muusa. Analikengerwe bweneene n'aBayaahudi booshi balilamire eyo munda.
2c160d008a	Ayinjire, ayimanga hoofu nani, anambwira ntya: ‹Mwene weerhu Saawulo, shuba obone!› Ho n'aho ameesho maani mahumuulwa, naava namubona.
2c160e00a6	Ambwira ntya: ‹Nnamahanga wa bashookuluza beerhu akulondwere y'omenya obulonza bwage, onabone Okwaneene. Kandi, akulondwere y'omuyunve aderha n'obunu bwage yenyine.
2c160f0063	Kwenge waaba muhamiiriza waage embere z'abantu booshi, waderha elugulu w'ebi wabwene n'okuyunva ko.
2c16100077	Na bunoola, bichi ochiri walinga? Yimanga, obatiizwe, onahamagale Nnaweerhu y'ocheeswa gurhenga omu byaaha byaawe.›»
2c16110078	Paawulo ashuba kuderha ntya: «Nabeere nagaluka eYerusaleema, oku ndi nasaliira omu Nju ya Nnamahanga, nava nabonekerwa.
2c161200b2	Mw'oko kubonekerwa, nabona Nnaweerhu, anambwira ntya: ‹Orhenge jubaajuba mu chino gishagala ch'eYerusaleema, bulaala abantu barhayankirira obuhamiriza waderha elugulu waani.›
2c1613007f	Nyoono naderha ntya: ‹Nnaweerhu, bayinji bonyine oku naliiri nagera esinagoogi oku yindi gushweka n'ogushurha abakuyemereere.
2c161400a1	N'amango basheeshaga eshagama y'omuhamiiriza waawe Sitefaano, nyenyine naliiri ho. Naani, naliyemeere okw'ayirhwe, naliiri nalanga n'emyambalo y'abamuyirhaga.›
2c16150062	Nnaweerhu aja ambwira ntya: ‹Genda, bulaala nyoono nagurhuma hale, emwa abarhali Bayaahudi.›»
2c161600b8	Abantu baliiri bayunviriza Paawulo kubuyabuya. Aliko abeere ahika kw'echiila chinwa chizinda, baliika omulenge munene n'okuderha ntya: «Mumuyirhe! Arhakwaneene kulama oku lino gulu!»
2c1617004a	Babanda akaluulu, bakuula emyambalo yaabo, banakabula olujuchu omu chanya.
2c161800b5	Omukulu w'engabo y'abasoda b'ekirooma, arhegeka oku bahire Paawulo omu kampi kaabo, bamushurhe amataraki banamubaziirize yi bamenya egirhumire abantu babanda akaluulu elugulu waage.
2c161900a0	Oku bali bamumina n'emigozi yi bamushuurhe, Paawulo abaza omukulu w'abasoda waliiri ahoola ntya: «Ka muyemereerwe gushuurha oMurooma orhachiriirwe olushinja?»
2c161a0081	Abeere ayunva ntyo, agenda kubwira omukulu w'engabo y'abasoda ntya: «Waliha, gasi oyu muntu ali Murooma! Gurhe waaja wamujira?»
2c161b009f	Oyu mukulu w'engabo abeere ayunva ntyo, aja emunda Paawulo ali anamubaza ntya: «Mbwira bwinja, k'onali Murooma?» Naye ashubiza ntya: «Neechi, ndi Murooma.»
2c161c0096	Oyoola mukulu ashuba kuderha ntya: «Nyoono, nahezaga efuranga zinene yi mba Murooma!» Paawulo naye aderha ntya: «Nyoono ndi Murooma w'akaburhano.»
2c161d007e	Ho n'aho, balaala bashondaga kumubaziiriza bamuleka. oMukulu w'engabo abeere amenya oku Murooma y'ashwekere, afarhwa n'obuuba.
2c161e0103	Olusiku lwakulikiraga, omukulu w'engabo y'abasoda ashonda kumenya ech'aBayaahudi basidakiire Paawulo. Echoola charhuma amushwekuula, anarhegeka abakulu b'abadaahwa n'akabuga kooshi k'aBayaahudi mpu babugaanane. Aja achimya Paawulo n'okumuyimanza embere zaabo.
2c170100c1	Paawulo aloleereza abo bashamuka b'akabuga k'aBayaahudi, ababwira ntya: «Beene beerhu, guhika zeene, nyoono nta chibi mbwene omu murhima gwani elugulu w'oboorhere bwani embere za Nnamahanga.»
2c17020066	Omudaahwa mukulu oyirikwa Hananiya arhegeka abantu baliiri hoofu na Paawulo mpu bamushuurhe oku buunu.
2c170300f5	Paawulo ava amubwira ntya: «Nnamahanga ye nji wagushuurha wooyo weeri nka chibambaazi gishigirwe ko eshwagara! Wooyo oyikeere ahoola y'onchiira olushinja gukulikirana n'eRhegeko. Aliko, nawe wenyine orhalikengere omu gurhegeka mpu banshuurhe!»
2c1704005b	Abantu baliiri ahoola baamubaza ntya: «Gurhe wakadukanga omudaahwa mukulu wa Nnamahanga?»
2c17050096	Paawulo ashubiza ntya: «Beene beerhu! Ntaliyinji okw'ali mudaahwa mukulu. Kwenge biyandikirwe ntya: ‹Orhaderhaga kubi omukulu w'olubaga lwawe.›»
2c17060121	Paawulo abaaga ayinji oku abashamuka baguma omu kabuga bali Basadukaayo n'abandi Bafarisaayo. Echo charhuma aderha n'omulenge munene ntya: «Beene beerhu, nyoono ndi Mufarisaayo na mugala w'aBafarisaayo. Mpirirwe zeene embere z'akabuga elugulu y'obulangaalire bwani bw'obufuuke bw'abafu.»
2c17070094	Paawulo abeere amala kuderha ebyoola, haahulukira obuhaka ahagarhi k'aBafarisaayo n'aBasadukaayo. Abantu balichigushire ahoola, bachigaba mo kabiri.
