2800000006	Matayo
420b0d00e6	Mu lisaa e'lu kubetakujha ni litetemeku libhaa lya ardhi ni monga jha kumi jha jhibeta kubina. Bhanu elfu saba bhibeta kukhomibhwa mu tetemeku na bhabhibetakubakila hai bhibeta kutisibhwa ni kumpela utukufu K'yara ghwa kumbinguni.
420b0e0041	Ole jha pili jhip'etili. Mulangayi! Ole jha tatu jhihida manyata.
420b0f00d9	Kisha malaika ghwa saba akobhili tarumbeta lya muene, ni sauti mbaha syajobhili kumbinguni ni kujobha, “Ufalme bhwa dunia umalikujha ufalme bhwa Bwana bhitu ni bhwa Kristu ghuake. Ibeta kutawala milele ni milele.”
420b1000b1	Kisha bhaseya ishirini ni bhancheche bhajhele bhatamili mu fiti fya enzi mbele jha K'yara bhabinili bhene pasi pa ardhi, pamihu bhajhinamisi pasi, na bhene bhamwabuduili K'yara.
420b1100c4	Bhajobhili, “Twihomesya shukrani sya tete kwa bhebhe, Bwana. K'yara, mtawala panani pa fyoha, ambajhe ujhele na ambajhe ghwajhele, kwandabha uletili nghofu jha bhebhe mbaha ni kujhanda kutawala.
420b120165	Mtaifa bhadadili, lakini gadhabu jha bhebhe ihidili. Wakati ufikili kwa bhafu kuhukumibhwa ni bhebhe kubhatawadila bhatumishi bha jhobhi manabii, bhaamini ni bhala bhabhajhele ni hofu jhe lihina lya jhobhi, bhoha bhabhele bhabhifuayi lepi khenu ni bhenye nghofu. Ni wakati bhwa bhebhe ufikili bhwa kubhaharibu bhala ambabho bhajhele bhakajhiharibu dunia.”
420b1300dc	Kisha hekalu lya K'yara kumbinguni lyafunulibhu ni lisanduku lya agano lya muene lyabhonekene mugati mu hekalu lya muene. Kwajhele ni miale ghya muanga, kelele, mapajhula gha radi, tetemeku lya ardhi ni maganga gha fula.
420c0100bb	Ishara mbaha jhabhonekene kumbinguni: N'dala jha afwekibhu ni lijobha, na ajhele ni muesi pasi pa magolo gha muene; ni taji jha matondo kumi ni mabhele jhajhele panani pa mutu ghwa muene.
420c02005d	Ajhele ni luleme na aleleghe kwa ndabha jha maumivu gha kuhogola- mu uchungu bhwa kwifungula.
420c0300ae	Ni ishara jhenge jhabhonekene kumbinguni: Langayi! kwajhele ni liyoka lidung'u libhaha ambalo lyajhele ni mutu saba ni mang'eru kumi, na kwajhele ni taji saba mu mitu ghiake.
420c0400df	N'kela ghuake ghwakokuili theluthi jhimonga jha matondo kumbinguni ni kusitagha pasi pa dunia. Lijhoka lyajhemili palongolo pa n'dala jhaakaribireghe kuhogola, ili kwamba wakati ihogola, abhwesiajhi kumila muana ghwa muene.
420c05009b	An'hoguili muana, muana n'gosi, ambajhe ibeta kughatawala mataifa ghoha kwa ndonga jha chuma. Mwana munu anyakulibhu kunani kwa K'yara ni mu kiti kya enzi,
420c060085	ni n'dala ajumbili munyika, mahali ambapo K'yara aandele lieneo kwa ndabha jha muene, ili abhwesiajhi kuhudumibhwa kwa magono 1, 260.
420c070099	Henu kwajhele ni vita kumbinguni. Mikaeli ni malaika bha muene bhakakomana ni lela lijhoka; Niliene lijhoka libhaha ni malaika bha muene bhakomene nabhu.
420c08008e	Lakini lijhoka lyajhelepi ni nghofu sya kutosha kushinda. Henu jhajhelepi kabhele nafasi kumbinguni kwa ndabha jha muene ni malaika bha muene.
420c0900bc	Lijhoka libhaha - lela lijhoka lya muandi lyalikutibhweghe ibilisi au shetani ambajhe likofya - dunia jhioha ataghibhu pasi pa dunia ni malaika bha muene bhataghibhu pasi pamonga ni muene.
420c0a00ff	Kisha napeliki sauti mbaha kuhoma kumbinguni: “Henu wokovu uhidili, nghofu - ni ufalme bhwa K'yara ghwitu, ni mamlaka jha Kristu ghwake kwa kujha mshitaki ghwa bhalongo bhitu bhataghibhu pasi- ambajhe abhatakili mbele sya K'yara ghwitu pamusi ni pakiru.
420c0b008d	Bhan'shindili kwa damu jha mwanakondoo ni kwa lilobhi lya ushuhuda ghwa bhene, kwa ndabha bhalondeghe lepi sana maisha gha bhene, hata kufwa.
420c0c00d5	Kwa hiyo, muhobhokayi, muenga mbingu, na bhoha bhamwitama mugati mwake. Lakini ole bha nchi ni bahari kwa ndabha mwovu asilili kwa muenga. Amemili ni ligoga likali, kwa ndabha amanyili kujha ajhe ni muda udebe to.
420c0d0066	Wakati lijhoka limanyili kujha litaghibhu pasi pa nchi an'kesili n'dala ambajhe ahoguili muana n'gosi.
420c0e0110	Lakini n'dala apelibhu mababatilu mabhele gha tai mbaha, ili abhwesiajhi kuruka hadi mu lieneo lya lyaandalibhu kwandabha jha muene k'ola ku jangwa lieneo ambalyo agalibhwesi kutunzibhwa kwa kwa wakati nyakati ni nusu wakati - mahali paabhwesilepi kupafikila lijhoka e'lu.
420c0f0065	Lijhoka lyajhitisi masi kuhoma mu ndomo mwa muene kama kiholo ili akhetai gharika jha kun'gharikisha.
420c100083	Lakini ardhi jhan'tangatili n'dala. Jhafunuili kinywa kya muene ni kuumila kiholo kyalyafunyili lijhoka kuhoma mu kinywa kya muene.
420c1100a2	Kisha lijhoka likan'dadila n'dala ni muene akabhoka ni kukheta vita ni uzao bhwa muene bhuoha- bhala bhabhitii amri sya K'yara ni kukamulela ushuhuda kuhusu Yesu.
420d0100f3	Kisha lijhoka likajhema panani pa n'sanga mu ufukwe bhwa bahari. Kisha nikabhona mnyama ihomela mu bahari. Ajhele ni mang'eru kumi ni mitu saba. Mu mang'eru ghake kwajhele ni taji kumi, ni pa mutu pake pajhele ni malobhi gha kufuru kwa K'yara.
420d0200db	Mnyama ojho jha nibwene ajhe kama s'obhi. Magolo ghake ghajhele kama dubu, ni ndomo bhwa muene bhwajhele kama simba. Lijhoka lela likampela nghofu, na pakiti kya enzi, ni mamlaka ghaghajhele ni nghofu nesu jha kutawala.
420d0300bf	Mutu ghwa mnyama mmojawapo kyabhoniki kujha ni lijeraha libhaha ambalyo ngalisababisi mauti gha muene. Lakini lijeraha lya muene lyaponili, ni dunia jhioha jhasyangesibhu ni kun'kesya mnyama.
420d0400b2	Kabhele bhakaliabudu lijhoka, maana ampelili mamlaka jhola mnyama. Bhakamwabudu mnyama kabhele, na bhajhendelili kujobha, “Niani kama mnyama? na “Niani ibetakukomana naku?”
420d050084	Mnyama akapelibhwa ndomo ili alongelayi malobhi gha kwisifila ni malighu. Aruhusibhu kujha ni mamlaka kwa miesi arobaini ni mibhele.
420d06009c	Hivyo mnyama adajhuili ndomo ghwa muene kulongela malighu dhidi jha K'yara, alilighili lihina lya muene, lieneo lya atameghe ni bhala bhabhitama kumbinguni.
420d070084	Mnyama aruhusibhu kubhomba vita ni bhaamini ni kubhashinda. Kabhele, apelibhu mamlaka juu jha khila likabila, bhanu, lugha ni taifa.
420d0800c9	Bhoha bhatameghe paduniani bhibetakumwabudu muene, khila mmonga ambajhe lihina lya muene lijhandiki bhulepi, kuhoma uumbaji bhwa dunia, mu kitabu kya uzima, ambakyo ndo mwanakondoo, ambajhe achinjibhu.
420d090036	Ikajhiajhi muene ajhe ni mbol'okoto, na apelekesiajhi.
420d0a00d6	Ikajhele mmojawapo atolibhu mateka, ni kumateka ilota. Ikajhiajhi mmojawapo ibeta kuhoma kwa upanga, kwa upanga ibetakukomibhwa. Obho ndo mwilota bhwa utulivu ni uvumilivu ni imani kwa abhu bhabhajhele bhatakatifu.
420d0b007d	Kabhele nabhwene mnyama jhongi ihida kuhoma mu nchi. Ajhele mwenye mang'eru mabhele kama likondoo na alongelili kama lijhoka.
420d0c00bc	Alasili mamlaka ghoha kwa mnyama jhola ghwa kuanza mu uwepo bhwa muene ni kukheta pa dunia ni bhala bhabhiishi kumwabudu jhola mnyama ghwa kuanza, jhola ambajhe jeraha lya muene lyaponili.
420d0d007b	Akabhomba miujiza jha jhijhele ni nghofu, hata akatengenesya muoto uselelayi pa dunia Kuhoma kumbinguni palongolo pa bhanu,
420d0e00b8	ni kwa ishara aruhusibhu kubhomba akabhakofya abhu bhabhitama mu dunia, akabhajobhela kutengenesya sanamu kwa heshima jha mnyama ambajhe ajeruhibhu kwa upanga, lakini bado akajhaiishi.
420d0f00a2	Aruhusibhu kupisya pumzi mu sanamu jhela jha mnyama ili sanamu jhibhwesiajhi kulongela ni kusababisya bhala bhoha bhabhabelili kumwabudu mnyama na bhakhomibhwayi.
420d1000a9	Kabhele alasimisi khila mmonga jha abelikujha ni thamani ni mwenye nghofu, tajiri ni maskini, huru ni mtumwa, kupokela alama mu kibhokho Kya kuume au mu paji lya pamihu.
420d110091	Jhikajha jhibhwesekana lepi kwa kila munu kugo'lesya au kutola isi mwenye alama jha mnyama, na e'j'he ndo namba jha kuwakilisya lihina lya muene.
420d120092	Ejhe jhilonda busara. Ikajhiajhi jhejhioha ajhe ni ufahamu, ndekayi abhwesiajhi kubhomba. Maana ndo namba jha kibinadamu. Namba jha muene ndo 666.
420e0100d6	Nalangili na nabhwene mwanakondoo ajhemili palongolo pa nene panani pa kidonda sayuni. Pamonga ni muene bhajhele 144, 000 bhenye lihina lya muene ni lihina lya Dadi munu lijhandikibhu mu mapaji gha nyuso sya bhene.
420e0200bb	Napeliki sauti kuhoma kumbinguni jhikajha jhipelekeka kama lipajhula lya masi ghamehele ni sauti mbaha jha radi. Sauti jhanajhipeliki ndo kama bhakhobha vinubi bhikhobha vinubi fya bhene.
420e0300de	Bhakajha bhijhemba nyembu mpya palongolo pa kiti kya enzi ni palongolo pa bhene uhai bhancheche ni bhaseya. Ajhelepi mwenye uwezo bhwa kwimanyisya luembu o'lu isipokujha kwa 144, 000 ambabho bhakombolibhu kuhoma kuduniani.
420e04010b	Abha ndo bhala ambabho bhakichafuili lepi bhene kwa bhadala, maana bhakilunzili bhene dhidi jha matendo gha zinaa. Ndo abha bhabhan'kesili mwanakondoo popoha paalotili. Abha bhakombolibhu kuhoma kwa bhanadamu bhakajha matunda gha kuanza kwa K'yara ni kwa mwanakondoo.
420e050047	Ujhelepi udesi bhwa bhwapatikene mu finywa fya bhene; Bhilaumibhwalepi.
420e0600c2	Nikabhona malaika jhongi iruka pagati pa mbingu ambajhe ajhe ni ujumbe bhwa kumbinguni bhwa habari jhinofu kwa kubhatangasila bhenye kuishi pa duniani kwa khila litaifa, kabila, lugha, ni bhanu.
420e0700c6	Akabhakuta kwa sauti mbaha, “Muntilayi K'yara na mumpelayi utukufu kwandabha muda bhwa hukumu ukaribili. Mumwabhuduajhi muene, muene jhaabhombili mbingu, ni dunia, ni bahari, ni chemichemi sya.”
420e0800a6	Malaika jhongi- malaika ghwa bhubhele- akakesya akajobha, “Ubinili Babeli mbaha, ambajhe ghwabhanywesisi mataifa divai ambajho jhaletili gadhabu panani pa muene.”
420e0900c6	Malaika jhongi - malaika ghwa tatu- abhakesisi, akajobha kwa sauti mbaha, “Jhejhioha jhaibeta kumwabudu mnyama ojhu ni sanamu jha muene, ni kupokela alama mu lipaji lya uso bhwa muene au mkibhoko,
420e0a0129	Muene kabhele ibeta kunywa divai jha gadhabu jha K'yara, divai ambajho jhiandalibhu ni kujhitisibhwa bila kuchanganyibhwa mu kikombi kya ligoga lya muene. Munu jhaibeta kunywa ibeta kutesibhwa kwa muoto ni muoto bhwa kiberiti palongolo pa malaika bha muene bhatakatifu ni palongolo pa mwanakondoo.
420e0b00bf	Ni liosi lya maumivu gha bhene ukalota milele, na bhajhelepi ni mapomoseku pamusi ni pakilu - abhu bhabhiabudu mnyama ni sanamu jha muene, ni khila munu jhaapokili alama jha lihina lya muene.
420e0c006b	Obho ndo mwito bhwa subira ni uvumilivu kwa bhaamini, bhala bhabhitii amri sya K'yara ni imani kwa Yesu.”
420e0d00e7	Napeliki sauti kuhoma kumbinguni jhijobha, “jhandikayi agha: Heri bhafu bha bhifwa ni Bwana.” “Ena,” ijobha Roho, “ili bhabhwesiajhi kup'omoseka kuhoma mu mbombo sya bhene ndabha malombosi gha bhene ghibeta kubhakesya.”
420e0e00cd	Nalangili na nabhuene kwajhele ni libhengu libhalafu, na jhaatamili mu libhengu ajhele ni mfuano bhwa mwana bhwa munu. Ajhele ni taji jha dhahabu pa mutu pa muene ni kisyengelu kikali mu kibhoko kya muene.
420e0f0100	Malaika jhongi kabhele akahida kuhoma mu hekalu na akutili kwa sauti mbaha kulota kwa jhola jhaatamili mu libhengu: “Tolayi kisyengelu kya jhobhi na ujhandayi kuvuna. Kwakujha muda ghwa mavuno uwadili ndabha mavuno ghaghajhele mu dunia ghamalikufunda.”
420e100066	Kabhele jhola jhaajhele mu libhengu abhup'etisi mundu bhwa muene panani pa dunia, ni dunia jhavunibhu.
420e11005f	Ni malaika jhongi akahida kuhoma mu hekalu lya kumbinguni; ni muene ajhele ni kisengelu kikali.
420e120118	Na bado malaika jhongi akahida kuhoma mu madhabahu, ni malaika jhaajhele ni mamlaka juu jha muoto. Akan'kuta kwa sauti mbaha malaika ambajhe ajhele ni kisengelu kikali, “tolayi kisengelu kikali na ughabhonganiayi matafi gha mzabibu bhwa nchi, kwandabha zabibu henu sifundili.”
420e130096	Malaika apeliki kisengelu kya muene mu dunia na abhongeniye mavuno gha zabibu jha dunia na asopili mu lipipa libhaha lya divai jha gadhabu jha K'yara.
420e140080	Lichujio lya divai lyapondibhu kwibhala jha mji ni damu jhajhitiki kuhoma mu kimo e'ku kya hatamu jha farasi, kwa stadia 1, 600.
420f0100c6	Kabhele nabhwene ishara jhenge kumbinguni, mbaha na jhajhisyangasya; kwajhele ni malaika saba bhenye mapigo saba, ambagho ghajhele mapigo gha mwishu (Kwa aghu ligoga lya K'yara lyajhele litimiliki).
420f020134	Nabhwene khela kya kahomili kujha bahari jha bilauri jhajhichanganyibhu ni muoto na jhajhemili palubhafu mwa bahari ambapo bhala bhabhajhele mashahidi ni bhashindi dhidi jha mnyama ni sanamu jha muene, ni panani pa namba jhajhiwakilisha lihina lya muene. Bhajhele bhakamulili finubi fya bhapelibhu ni K'yara.
420f0300e1	Bhakajha bhijhemba luembu lwa Musa, mtumishi ghwa K'yara, ni luembu lwa mwanakondoo: “Mbombo sya bhene mbaha na sisyangasya, Bwana K'yara, jhaitawala fyoha. Mwaminifu ni njela sya muene ndo syabhukweli, Mfalme ghwa mataifa.
420f0400e5	Niani ibeta kushinda kukuhofu bhebhe Bwana ni lihina lya bhebhe? Kwakujha bhebhe ghwe muene ndo mtakatifu. Mataifa ghoha ghibeta kuhida ni kukuabudu palongolo pa jhobhi kwandabha ghwe n'nofu ni matendo gha jhobhi ghamanyikene.”
420f05007a	Baada jha mambo agha nalangili, ni sehemu takatifu nesu, ambapo pajhele ni lihema lya ushuhuda, lyalafungukili kumbinguni.
420f0600a9	Kuhoma mahali patakatifu nesu bhakahida malaika saba bhenye mapigo saba, bhafwalili mavazi manofu, kitani jhejhing'ara ni mshipi ghwa dhahabu kusyongoka fifua fya bhene.
420f07009f	Mmonga ghwa bhala bhenye uhai bhancheche akapisya kwa malaika saba mabakuli gha dhahabu saba ghaghamemili ghadhahabu jha K'yara mwenye kutama milele ni milele.
420f0800c2	Mahali patakatifu nesu kwamemili liosi kuhoma mu utukufu bhwa K'yara ni kuhoma mu uwezo bhwa muene. Ajhelepi hata mmonga jhaabhwayili kujhingila mpaka mapigo saba gha malaika saba paghakamiliki.
42100100ae	Napeliki sauti mbaha jhikuta kuhoma see jhitakatifu na jhikajobha kwa bhala malaika saba, “Lotayi na ukajhitisiajhi panani pa dunia mabakuli saba gha dhahabu jha K'yara.”
42100200cb	Malaika ghwa kuanza akalota ni kujhitisya libakuli lya muene mu dunia; Majeraha mabhibhi na ghenye maumivu makali ghahidili kwa bhanu bhenye alama jha mnyama, kwa bhala ambabho bhaabuduili sanamu jhiake.
421003008c	Malaika ghwa bhubhele ajhitisyi bakuli lya muene mu bahari; jhikajha kama damu jha munu jha afuili, ni kila kiumbe kiomi mu bahari kyafuili.
4210040062	Malaika ghwa tatu ajhitisyi libakuli lya muene mu fiholo ni mu chemichemi sya masi; syajhele damu.
4210050088	Nap'eliki malaika ghwa masi ijobha, “Bhebhe ghwe mwaminifu-mmonga jha ijhele ni ghwajhele, mtakatifu- kwandabha usiletili hukumu e'se.
4210060066	Kwandabha bhajhitisi damu sya bhaamini ni manabii, ubhapelili bhene kunywa damu; Ndo kyabhilondeka.”
4210070080	Napeliki madhabahu ghijibu, “Ena! Bwana K'yara jhaajhele ni mamlaka panani pa fyoha, hukumu sya bhene sya bhukweli ni haki.”
42100800a7	Malaika ghwa nne ajhitisyi kuhoma mu libakuli lya muene panani pa lijobha, na lyapelibhu ruhusa jha kupiesya bhanu kwa muoto. Bhanyanyibhu kwa lijoto lya kutishila, na
4210090070	bhalikufuru lilobhi lya K'yara mwenye nghofu panani pa mapigo ghoha. Bhatubuili lepi wala kumpela muene utukufu.
42100a00a2	Malaika ghwa tano akajhitisya kuhoma mu libakuli lya muene mu kiti kya enzi kya mnyama, ni ngisi likagupika ufalme bhwa muene. Bhasyaghili minu mu maumivu makali.
42100b0093	Bhandighili K'yara ghwa kumbinguni kwandabha jha maumivu gha bhene ni majeraha gha bhene, ni kabhele bhajhendelili kutubu kwa khela kya bhakhetili.
42100c00bb	Malaika ghwa sita ajhitisyi kuhoma mu bakuli lya muene mu liholo kibhaha, Frati, ni masi gha muene ghajhomili ili kubhuesya kuandala njela kwa bhafalme bhabhibeta kuhida kuhoma mashariki.
42100d0097	Nikabhona roho sidatu sichafu sya syabhonekene kama manyoto ghaghihomela kwibhala mundomo bhwa lijhoka lela, mnyama jhola, ni jhola nabii ghwa bhudesi.
42100e00c5	Ni roho sya pepo syasibhomba ishara ni miujiza. Bhakajha bhilota kwa bhafalme bha dunia jhioha ili kubhwesya kubhabhonganiya pamonga kwa vita mu sikukuu jha K'yara, mwenye kutawala panani pa fyoha.
42100f009d	(“Langayi! Nihida kama mmeji! Heri jhola jhaidumu mu kekesya jhaitunza maguanda gha muene ili asibhuesi kulota kwibhala ngoli ni kujhibhona soni jhiake”)
4210100044	Bhabhaletili pamonga mu sehemu jhajhakutibhu mu kiebrania Amagedoni.
42101100b2	Malaika ghwa saba ajhitisi kuhoma mu libakuli lya muene pa anga. Kisha sauti mbaha jhikapelekeka kuhoma patakatifu ni kuhoma pa kiti kya enzi, jhikajha jhijobha, “Jhimaliki!”
42101200f1	Kwajhele ni miale ghya muenga ghwa radi, lipajhula, mangingi gha radi, ni litetemeku lya kutishila - litetemeku libhaha lya ndema ambalyo libhajhilepi kuhomela pa duniani kuh'omela bhanadamu bhajhele pa duniani, Efyo litetemeku libhaha nesu.
42101300d0	Mji ubhaha bhagawanyiki mu sehemu sidatu ni miji ghya mataifa ghyabinili. Kisha K'yara akan'kombosya Babeli mbaha, ni kupela mji obho kikombi kya kyamemili divai kuhoma mu ghadhabu jhiake jhajhijhele jhikali.
421014003f	Khila kisiwa kya jhaghili ni fidonda fyabhonekene lepi kabhele.
42101500c5	Fula mbaha jha maganga, jhikajha ni uzito bhwa talanta, jhaselili kuhoma kumbinguni panani pa bhanu, bhandaanili K'yara kwa mapigo gha fula jha maganga kwandabha lipigo lela lyajhele libhibhi nesu.
421101009a	Mmonga ghwa malaika saba ajhele ni fitasa saba ahidili ni kunijobhela, “Hidai, nibeta kulasya hukumu jha kahaba mbaha jhaitama panani pa masi ghamehele,
4211020090	ambajhe bhafalme bha nchi bhabhombili mambo gha uzinzi ni muene ni panani pa mvinyo bhwa uzinzi bhwa muene bhabhitama paduniani bhagalisibhu.”
42110300ab	Malaika akanitola mu Roho mpaka KU nyika, na nambwene n'dala atamili panani pa mnyama n'dung'u jhaamemili mahina gha matukano. Mnyama ajhele ni mitu saba ni mang'eru kumi.
42110400e7	N'dala afwatikibhu nghobho sya dhambarau ni sidung'u na apambibhu kwa dhahabu, maganga gha thamani, ni lulu. Ajhele akamulili mu kibhoko kya muene kikombi kya dhahabu kyakimemili fenu fya machukizo gha uchafu bhwa uasherati bhuake.
4211050069	Panani pa lipaji lya pamihu pa siri: “BABELI MBAHA, MABHU GHWA MAKAHABA NI GHWA MADADISILU GHA NCHI.”
421106009e	Nabhwene jha kujha n'dala ojhu ajhele angalili kwa damu jha bhaumini ni damu jha bhabhafuili kwa ndabha jha Yesu. Wakati nimbhwene, najhele ni mshangao mbaha.
42110700b3	Lakini malaika akan'jobhela, “Kwandajha kiki ghwishangala? Nibetakujhelekesya maana jha n'dala ni mnyama jhaan'tolili (Mnyama ojho jha ajhe ni mitu saba ni ghala mang'eru kumi).
4211080195	Mnyama jha umbwene ajhele, ajhelepi kabhele henu, lakini ajhe tayari kukwela kuhoma mu lilende lya libelikujha ni mwishu. Kisha ibeta kujhendelela ni uharibifu. Bhala bhabhitama, panani pa nchi, bhala ambabho mahina gha bhene ghajhandikibhu lepi mu kitabu kya uzima kuhoma kubhekibhwa misingi ghwa ulimwengu - bhibeta kusyangala pabhibeta kumbona mnyama jhajhele, ajhelepi henu, lakini ajhe karibu kuhida.
4211090077	Wito obho kwandabha jha luhala lwa lujhele ni hekima. Mitu saba ndo fidonda saba ambapo n'dala atamili panani pa muene.
42110a0096	Nabhu kabhele ndo bhafalme saba. Bhafalme bhahanu bhabinili, mmonga ajhele, ni jhongi ahidilipi, akona; pa ibetakuhida, ibetakutama kwa muda mfupi tu.
42110b008f	Mnyama jha ajhele, lakini henu ajhelepi, muene kabhele ndo Mfalme ghwa nene; lakini ndo mmonga ghwa bhala bhafalme saba, na ilota mu uharibifu.
42110c00a5	Ghala mang'eru kumi gha ughabhuene ndo bhafalme kumi ambabho bhapokili lepi ufalme, lakini bhibetakupokela mamlaka kama bhafalme kwa lisaa limonga pamonga ni mnyama.
42110d005b	Abha bhajhe ni shauri limonga, na bhibeta kumpela nghofu sya bhene ni mamlaka mnyama jhola.
42110e00cd	Bhibeta kuleta ngondo dhidi jha bhene ni mwanakondoo. Lakini mwanakondoo ibeta kubhashinda kwa ndabha ndo Bwana ghwa mabwana ni Mfalme ghwa bhafalme - ni kwa muene twakutibhu, twachagulibhu, bhaaminifu.”
42110f0075	Malaika akan'jobhela, “Masighala gha ughabhwene, pala paatamili jhola kahaba ndo bhanu, makutano, mataifa ni lugha.
4211100095	Mang'eru kumi ghala gha ughabhuene-esu ni jhola mnyama bhibeta kumbomba kujha mpweke ni ngoli, bhibeta kulya mb'ele ghwa muene, ni kuukosya ni muoto.
42111100ad	Maana K'yara abhekili mioyo ghya bhene kup'enda kusudi lya muene kwa makubalianu gha kumpela mnyama nghofu sya bhene kun'tawala mpaka malobhi gha K'yara pa ghibeta kutimila.
4211120058	N'dala jhola jhaumbwene ndo mji bhola mbaha bhwawitawala panani pa bhafalme bha nchi.”
4212010092	Baada jha fenu efe nambwene malaika iselela pasi kuhoma mu mabhengu. Muene ajhe ni mamlaka mabhaha, ni nchi jhamulikibhu kwa bhutukufu bhwa muene.
