2800000006	Matayu
3d021500ac	Meiweri mbaka kwa womberi kuwera mewavimani ndiri nakamu njira yaimfiriziya Mlungu kuliku kuyimana shakapanu kuyileka na kulyagamiziya lilagaliru linanagala lyawapananitwi.
3d021600a2	Kwana mesali yayilonga, “Ng'ang'a kagawuyira galii gakatapikiti,” na, “Mtumbi yakaguluritwi kala kagalagataga kayi mumadika.” Ntambu ayi iwera kwawu vinu.
3d030100a1	Waganja wangu, alu vinu ndo luhamba lwa pili lwanuwalembera. Mumahamba aga mawili njeriti kuyumusiya nfiru ziherepa mumahala genu kwa kuwaholuziya vitwatira avi.
3d030200a3	Nfira muviholi visoweru vyavilongitwi makashu na wambuyi wananagala wa Mlungu, na lilagaliru lilii lyawapananitwi na Mtuwa na Mlopoziya kupitira wantumintumi wenu.
3d03030093	Pamberi pa aga, mfiruwa kuvimana kuwera mashaka ga upeleru hawizi wantu weni magenderanu gawu gakolwamlima na matamata zyawu zidoda, na hawawabezi.
3d030400ce	Womberi hawalongi, “Yomberi kawalagiliti kuwera hakizi, su vinu kakoshi? Vitwatira ndo viraa virii kwanjira wambuyi wetu pawahowiti, vintu ndo viraa virii ntambu yaviweriti kwanja pa kuwumbwa pasipanu!”
3d03050096	Womberi kwa ng'anji wawulekiti unanaka awu kuwera Mlungu katakuliti shisoweru, mpindi ziweriti kwanjira makashu na pasipanu panyawitwi kulawa mumashi,
3d0306004c	na Mlungu kagalagiliriti mafuriku ga mashi gahalibisiyi pasipanu pa makashu.
3d030700c2	Kumbiti kwa shisoweru shilaa ashi mpindi zya vinu na pasipanu zitulwa kwajili ya kuhalibisiwa kwa motu, pazitulwa mpaka lishaka lilii lya kuwatoza na kuwagamiziya wantu yawamguwira ndiri Mlungu.
3d030800a2	Waganja wangu, kumbiti namulyaluwa shintu shimu! Kulongolu kwa Mtuwa, lishaka limu liwera gambira vinja elufu yimu na vinja elufu yimu iwera gambira lishaka limu.
3d030900f4	Mtuwa kakawa ndiri kugatenda galii gakalagiliti gambira wantu wamonga ntambu yawalihola kuwera hakakawi. Yomberi kahepelera toziya ya mwenga, toziya kafira ndiri ata yumu gwenu kagamiri, kumbiti kawakwega woseri wapati kuleka vidoda vyawatenda.
3d030a00c9	Kumbiti lishaka lya Mtuwa halizi gambira shimpegu. Mpindi haziyagamiri kwa lirindimiru likulu, na kila shintu sha kulyera hashagamiziwi kwa motu, na pasipanu na kila shintu shashiweramu havilekwi hera.
3d030b00ae	Toziya kila shintu hashiharabisiwi kwa ntambu ayi, su mwenga hamuweri wantu wantambu gaa? Mwenga mfiruwa kulikala makaliru mananagala na kumjimira Mlungu na kumpanana ligoya,
3d030c00b0	pamulihepa lishaka lilii lya Mlungu na kulitenda lizi kanongola, lishaka lyeni mpindi hazilunguziwi nakamu kwa motu na kuhalibisiwa, na vintu vya kulyera haviyeyuki kwa livuki.
3d030d0092	Kumbiti kulawirana na lagila lya Mlungu, twankuhepa kuwera hakuweri na mpindi ya syayi na pasipanu pa syayi, pahala pa wantu yawamfiriziya Mlungu.
3d030e009a	Waganja wangu, pamuwera mwankulihepa lishaka lilii, mgangamali mukuherepa nentu pota na likosa lyoseri kulongolu kwa Mlungu, na kuwera na ponga nayomberi.
3d030f00bd	Mwenga mfiruwa kuwona uhepelera wa Mtuwa kuwera ndo lupenu lyakawapanana su mpati kulopoziwa gambira Paulu mlongu gwetu yatumfira ntambu yakawalembiriti kwa luhala lyakapananitwi na Mlungu.
3d0310012e	Yomberi kalembiti shintu shilaa shilii mumahamba goseri pakavilongera vitwatira avi. Mumahamba gakuwi galii kwana vitwatira vyamonga vyavikamala kuvimana, wantu yawawera wazigizigi na yawagangamala ndiri ntambu yawagalambula mana ya Malembu Mananagala gamonga, su wagapotuziya kwa magomiziwu gawu weni.
3d031100d0	Kumbiti kwa mwenga walongu wangu, mushimaniti kala shitwatira ashi. Su mulikali weri namwiza kupotuziwa na mafundu ga makosa ga wantu yawagajimira ndiri malagaliru na kuguwa kulawa muwugangamala wenu uherepa.
3d03120090	Kumbiti mwendereyi kukula mumanemu na kumumana Mtuwa na Mlopoziya gwetu Yesu Kristu. Ukwisa uweri kwakuwi, vinu na ata mashaka goseri! Yina haa.
3e00000008	1 Yohani
3e010100b3	Tuwalembera mwenga kuusu Shisoweru gwa ukomu yakaweriti kwanjira kwanja. Twenga tupata kumpikinira na kumuwona kwa masu getu twaweni, tumloliti na kumkola kwa mawoku getu twaweni.
3e010200a4	Ukomu ayu pakalawiriti twenga tumuwoniti na tutakula visoweru vyakuwi na kuwabwelera ukomu ayu gwa mashaka goseri, yakaweriti kwa Tati na kalanguziyitwi kwa twenga.
3e0103009f	Tuwabwelera mwenga shilii shatushiwoniti na kushipikinira, su mwenga mpati kutenda pamuhera natwenga muwumu yatuwera nagu na Tati na Mwana gwakuwi Yesu Kristu.
3e0104003e	Twankuwalembera vitwatira avi su nemeleru ya twenga imalilika.
3e01050078	Su ujumbi yatuwupikaniriti kwakuwi na yatuwabwelera mwenga kuwera Mlungu ndo ulangala na kwakuwi kwahera luwindu nakamu.
3e01060077	Patulonga kuwera twana uwumu nayomberi na uganu patugendagenda muluwindu, twenga tupaya na matendu getu ganakaka ndiri.
3e010700ba	Kumbiti patugendagenda muulangala gambira Mlungu ntambu yakalikala muulangala, su hatuweri na umu twaweni gweka na mwazi gwakuwi Yesu Kristu, Mwana gwakuwi, gwankutupunga vidoda vyoseri.
3e01080059	Patutakula kuwera twahera vidoda, twankulipayira twaweni na unakaka kwahera mngati mwetu.
3e0109008d	Kumbiti patuleka vidoda vyatutenda, yomberi ndo mwaminika na muheri mashaka goseri, hakatulekiziyi vidoda vyetu na kutupunga ukondola woseri.
3e010a0073	Patutakula kuwera tutenda ndiri vidoda, hatumtendi Mlungu kuwera mpayira na shisoweru shakuwi kwahera mngati mwetu.
3e020100aa	Wana wangu yanuwafira, nuwalembera vitwatira avi su namtenda vidoda. Kumbiti muntu pakatenda vidoda, twanayu ulii yakatuteteya kwa Tati, Yesu Kristu yakamfiriziya Mlungu.
3e02020093	Yomberi ndo tambiku yayilaviwitwi kulekiziya vidoda vyetu, vidoda vyetu hera ndiri kumbiti na kulekiziya viraa vidoda vya wantu woseri wa pasipanu.
3e02030051	Twenga twana unakaka kuwera tumumana Mlungu handa patugajimira malagaliru gakuwi.
3e02040091	Muntu pakatakula kuwera kamumana Mlungu, uganu kagajimira ndiri malagaliru gakuwi, muntu ayu kawera na upayira na unakaka kwahera mngati mwakuwi,
3e020500ad	Kumbiti muntu yoseri yakashijimira shisoweru sha Mlungu, ufiru wa Mlungu uwera teratera nakamu mngati mwakuwi. Ayi ndo ntambu yatuvimana nakaka kuwera tuwera mngati mwakuwi.
3e0206007a	Muntu yoseri yakatakula kuwera kalikolerana pamuhera na Mlungu, kafiruwa kulikala gambira Yesu Kristu ntambu yakalikaliti.
3e020700bd	Waganja wangu, lilagaliru ali lyanuwalembera lyasyayi ndiri, kumbiti ndo lilagaliru liraa lilii ligona lyamuweriti nalu kwanjira kwanja. Lilagaliru ali ligona ndo ujumbi ulii wampikaniriti.
3e020800b6	Pamuhera na hangu, nankuwalembera lilagaliru lyasyayi na unakaka wakuwi woneka kwa yomberi na mngati mwenu, toziya luwindu lyankupita na ulangala ulii wa nakaka wanja kala kulangala.
3e0209006c	Muntu yoseri yakatakula kuwera kamuulangala, uganu kankumkalalira mlongu gwaku, muntu ayu kankali muluwindu.
3e020a008f	Muntu yoseri yakamfira mlongu gwakuwi, kankulikala muulangala na kwahera shintu shoseri mngati mwakuwi shakumtenda muntu gwingi katendi vidoda.
3e020b008c	Kumbiti muntu yakamkalalira mlongu gwakuwi kankulikala na kankutyanga muluwindu na kavimana ndiri kwakagenda, toziya luwindu limtenda lwisi.
3e020c004e	Nuwalembera mwenga wana, toziya vidoda vyenu vilekiziwa kwa litawu lya Kristu.
3e020d0090	Nuwalembireni mwenga ashina tati, toziya mumumana Kristu yakaweriti kwanjira kwanja. Nuwalembera mwenga wantemba, toziya mumkanka Mkondola ulii.
3e020e0104	Nuwalembera mwenga wana toziya mumumana Tati. Nuwalembera mwenga ashina tati toziya mumumana Kristu ndo yakaweriti kwanjira kwanja. Nuwalembera mwenga wantemba toziya muwera na makakala na shisoweru sha Mlungu shilikala mungati mwenu na mumkanka Mkondola ulii.
3e020f0078	Namupafira pasipanu, ama shoseri shashiwera mupasipanu. Muntu yakapafira pasipanu, ufira wa Tati kwahera mngati mwakuwi.
3e021000bb	Toziya kila shintu shashiwera mupasipanu, matamata zidoda zya nshimba, matamata zidoda zya masu, msindu gwagujegwa na ulunda, vyoseri avi vilawa ndiri kwa Tati, kumbiti vilawa mupasipanu.
3e02110099	Pasipanu pamuhera na matamata zoseri zyaziwera mngati mwakuwi vyankupita, kumbiti muntu yakatenda mafiliru ga Mlungu, yomberi kankulikala mashaka goseri.
3e021200cb	Wana wangu, ashi ndo shipindi sha upeleru. Ntambu yampikaniriti kuwera Mngondu gwa Kristu kankwiza, su wangondu wa Kristu wasoka kala. Toziya ayi twenga tuvimana kuwera shipindi sha upeleru shapakwegera.
3e021300cb	Womberi walawiti kwa twenga, kumbiti waweriti ndiri nakaka watwenga. Toziya mewaweri watwenga mewalikali na twenga, kumbiti kulawa kwawu kulanguziyiti kuwera kwahera ata yumu gwawu yakaweriti gwa twenga.
3e0214005e	Kumbiti mwenga muwanka Rohu Mnanagala kulawa kwa Kristu, na mwenga mwawoseri muwumana unakaka.
3e0215008c	Su nuwalembera ndiri toziya muwumana ndiri unakaka, kumbiti muwumana na mwenga muvimana kuwera kwahera upayira woseri yawulawiti muwunakaka.
3e0216009a	Gaa yakawera mpayu? Mpayu ndo ulii yakalema kuwera Yesu ndo Kristu ndiri. Muntu gwa ntambu ayi kawera mngondu gwa Kristu, toziya kankumlema Tati na Mwana.
3e02170076	Toziya muntu yoseri yakamlema Mwana, kamlema Tati viraa na muntu yoseri yakamjimira Mwana, su kamjimira na Tati viraa.
3e021800d8	Muloli weri kuwera shilii shampikiniriti kwanjira kwanja na shilikali mumyoyu mwenu. Handa ujumbi awu yamuwupikaniriti kwanjira kwanja paukala mngati mwenu, su mulikala mashaka goseri mukulikolerana na Mwana na Tati.
3e02190068	Na Kristu mweni katupananiti lagilu lyakatugambiriti twenga kuwera hakatupanani ukomu wa mashaka goseri.
3e021a0042	Nuwalembera vitwatira avi kuusu wantu walii yawajera kuwapotuziya.
3e021b0159	Kumbiti mwenga mumwankiti Rohu Mnanagala kulawa kwa Kristu, kalikala mngati mwenu. Na Rohu ayu ntambu yakalikala mngati mwenu, mufiriziwa ndiri kufundwa na muntu yoseri. Toziya Rohu gwakuwi kankuwafunda vitwatira vyoseri na mafundu gakuwi ndo ganakaka, gapayira ndiri. Su mugakoli mafundu ga Rohu ayu na musigali kulikolerana pamuhera na Kristu.
3e021c00be	Mwawana yanuwafira, mwendereyi kulikolerana pamuhera na Kristu, su yomberi pakalawira twenga tuweri na ugangamala pota kuwera na toziya ya twenga kulififa kwa soni lishaka lya kwiza kwakuwi.
3e021d008b	Muvimana kuwera Kristu kamfiriziya nentu Mlungu, su mfiruwa kuvimana viraa kuwera kila muntu yakamfiriziya Mlungu, kawera mwana gwa Mlungu.
3e030100b7	Su muloli Tati ntambu yakatufiriti nentu ata tushemwa wana wa Mlungu. Nakaka ndo ntambu yatuwera. Mana wantu wa pasipanu watumana ndiri twenga, toziya womberi wamumaniti ndiri Mlungu.
3e030200c0	Waganja wangu, vinu twenga tuwera wana wa Mlungu, kumbiti hayeniwoneki paweru ntambu hatuweri. Kumbiti tuvimana kuwera Kristu pakalawira, hatulifani nayomberi toziya hatumwoni ntambu yakawera.
3e0303006c	Kila muntu yakawera na matumbiru aga mu Kristu, su kalipungi mweni gambira Kristu ntambu yakawera mnanagala.
3e03040078	Kila muntu yakatenda vidoda kalilema Lilagaliru lya Mlungu, toziya kutenda vidoda ndo kuhalibisiya Malagaliru ga Mlungu.
3e03050059	Mwenga muvimana kuwera Kristu kiziti su kawusiyi vidoda na kwahera vidoda mngati mwakuwi.
3e030600a6	Su kila yakalikolerana pamuhera na Kristu, hapeni kendereyi kutenda vidoda, kumbiti kila muntu yakendereya kutenda vidoda hakenipati ng'o kumwona ama kumumana Kristu.
3e030700ac	Su wana wangu, namumjimira muntu yoseri kawapayili! Muntu yakatenda matendu yagamfiriziya Mlungu, yomberi kafiriziwa na Mlungu gambira Kristu ntambu yakafiriziwa na Mlungu.
3e030800b4	Muntu yakendereya kutenda vidoda kawera gwa Mkondola, toziya Mkondola katenditi vidoda kwanjira kwanja. Kumbiti Mwana gwa Mlungu kiziti pasipanu kugahalabisiya mahengu ga Mkondola.
3e030900bc	Kila muntu yakawera mwana gwa Mlungu hapeni kendereyi kutendi vidoda, toziya ukomu wa Mlungu ulikala mngati mwakuwi, yomberi hapeni kendereyi kutenda vidoda toziya kawera mwana gwa Mlungu.
3e030a00c6	Kwantambu ayi tuweza kuwamana wana wa Mlungu na viraa kuwamana wana wa Mkondola. Muntu yoseri yakamfiriziya ndiri Mlungu na muntu yakamfira ndiri mlongu gwakuwi, womberi wawera ndiri wana wa Mlungu.
3e030b0051	Na ujumbi yamuwupikaniriti kwanjira kwanja ndo awu, tulifiri twaweni kwa twaweni.
3e030c00dc	Natuwera gambira Kaini yakaweriti gwa Mkondola ulii, yakamlagiti mupusi gwakuwi. Kwa ntambu gaa kamlagiti? Toziya matendu gakuwi gaweriti makondola, kumbiti matendu galii ga mlongu gwakuwi gaweriti ga kumfiriziya Mlungu.
3e030d004a	Walongu wangu, namulikangasha handa wantu wa pasipanu pawakalalira mwenga.
3e030e0093	Twenga tuvimana kuwera tupita kala mukuhowa na twingira muwukomu, toziya twankuwafira walongu wetu. Kila muntu yakahera ufiru kankusigala mukuhowa.
3e030f008f	Kila muntu yakamkalalira mlongu gwakuwi kawera mlaga na mwenga muvimana kuwera mlaga yoseri ulii kahera ukomu wa mashaka goseri mngati mwakuwi.
3e031000c2	Kwa ntambu ayi twenga tuvimana ufiru wa Mlungu, toziya Yesu Kristu kagalaviyiti makaliru gakuwi kwajili yatwenga. Na twenga viraa vilii tufiruwa kugalaviya makaliru getu kwajili ya walongu wetu.
3e031100c2	Su muntu pakawera na lunda zya pasipanu, shakapanu pakamwona mlongu gwakuwi kamuhushu, kumbiti kamwonera ndiri lusungu, muntu ayu kaweza hashi kulonga kuwera kana ufiru wa Mlungu mngati mwakuwi?
3e03120050	Wana wangu, natufira kwa visoweru hera kumbiti tufiri kwa matendu na muwunakaka.
3e0313006e	Hangu ndo ntambu yatuweza kuvimana kuwera twenga tuwera wantu wanakaka, su hapeni tutili kulongolu kwa Mlungu.
3e03140065	Ata myoyu yetu payitutoza, tuvimana kuwera Mlungu ndo mkulu kuliku myoyu yetu, na kamana kila shintu.
3e0315005f	Walongu wangu, handa myoyu yetu payitutoza ndiri, su twenga hapeni tutili kulongolu kwa Mlungu,
3e03160060	na kwanka shoseri shatuluwa, toziya tugajimira malagaliru gakuwi na kutenda galii yagamfiriziya.
3e03170087	Na lilagaliru lyakuwi ndo ali, kumjimira Mwana gwakuwi Yesu Kristu na kulifira twenga kwa twenga gambira mweni ntambu yakatulagaliriti.
3e0318010a	Muntu yakagajimira malagaliru ga Mlungu, yomberi kankulikala mukulikolerana pamuhera na Mlungu na Mlungu kankulikala mukulikolerana pamuhera nayomberi. Twenga tuvimana kuwera Mlungu kankulikala mukulikolerana pamuhera natwenga kupitira Rohu Mnanagala yakatupananiti.
3e040100d3	Waganja wangu, namumjimira kila muntu yakalonga kuwera kalongoziwa na Rohu gwa Mlungu, kumbiti mujeri handa muntu ayu kalongoziwa na Rohu gwa Mlungu ama ndala, toziya wambuyi wavuwa wa upayira walawira pasipanu.
3e040200c6	Ayi ndo ntambu ya kuvimana handa muntu kankulongoziwa na Rohu gwa Mlungu ama ndala, kila muntu yakatakula kuwera, nakaka Yesu Kristu kiziti na kawera muntu, muntu ayu kalongoziwa na Rohu gwa Mlungu.
3e040300d8	Kumbiti muntu yoseri yakamtakula ndiri Yesu ntambu ayi, yomberi kahera Rohu yakalawa kwa Mlungu. Muntu ayu kawera na rohu ya Mngondu gwa Kristu, mwenga mpikaniriti kala kuwera kankwiza na vinu kasoka kala mupasipanu.
3e040400b5	Kumbiti mwenga wana wangu, ndo wakuwi Mlungu na muwakanka kala wambuyi wa upayira, toziya Rohu yakawera mngati mwenu kana makakala kuliku rohu yakawera mngati mwa wantu wa pasipanu.
3e04050077	Wambuyi wapayira walonga vitwatira vya pasipanu na wantu wa pasipanu wawapikinira toziya womberi ndo wantu wa pasipanu.
3e040600f0	Kumbiti twenga twawantu wa Mlungu. Muntu yakamumana Mlungu, katupikinira twenga, kumbiti muntu yoseri yakamumana ndiri Mlungu, yomberi hapeni katupikiniri. Su kwa ntambu ayi tuweza kuvimana kuwera kwana Rohu gwa unakaka na rohu gwa upayira.
3e0407009a	Waganja wangu, tulifiri twenga kwa twenga, toziya ufiru ulawa kwa Mlungu. Kila muntu yakawera na ufiru kawera mwana gwa Mlungu na yomberi kamumana Mlungu.
3e0408004b	Muntu yoseri yakahera ufiru kamumana ndiri Mlungu, toziya Mlungu ndo ufiru.
3e04090082	Na Mlungu kalanguziyiti ufiru wakuwi kwa twenga kwa kumtuma Mwana gwakuwi gwa gweka pasipanu, su tuweri na ukomu kupitira yomberi.
3e040a00b4	Agu ndo ufiru, twenga ndiri yatumfiriti Mlungu, kumbiti Mlungu ndo yakatufiriti twenga, su kamtumiti Mwana gwakuwi kaweri tambiku yayilaviwitwi toziya ya ulekiziwu wa vidoda vyetu.
3e040b0063	Waganja wangu, handa Mlungu katufiriti ntambu ayi, su twenga tufiruwa kulifira twaweni kwa twaweni.
3e040c00b5	Kwahera muntu yakamwoniti Mlungu nakamu, kumbiti handa patulifira twaweni kwa twaweni, Mlungu kalikala mukulikolerana pamuhera na twenga na ufiru wakuwi uwera teratera mngati mwetu.
3e040d009d	Tuvimana kuwera twenga tulikala mukulikolerana pamuhera na Mlungu na Mlungu kalikala mukulikolerana pamuhera na twenga, toziya mweni katupanana Rohu gwakuwi.
3e040e0077	Na twenga tuwona na kukapitaulira kuwera Tati kamtumiti Mwana gwakuwi su kaweri Mlopoziya gwa wantu wa pasipanu poseri.
3e040f00a9	Handa Kila muntu yakajimira kuwera Yesu ndo Mwana gwa Mlungu, Mlungu kalikala mukulikolerana pamuhera na muntu ayu, nayomberi kalikala mukulikolerana pamuhera na Mlungu.
3e041000dc	Su twenga tuvimana na tujimira ufiru yakaweriti nawu Mlungu kwa twenga. Mlungu ndo ufiru na kila muntu yakalikala muufiru, kalikala mukulikolerana pamuhera na Mlungu na Mlungu kalikala mukulikolerana pamuhera na yomberi.
3e04110092	Kwa njira ayi, ufiru uwera teratera mngati mwenu su natutira mulishaka lilii lya utoza, toziya makaliru getu pasipanu galifana na galii ga Kristu.
3e041200b2	Muwufiru kwahera lyoga. Kumbiti ufiru yawuwera teratera uwinga lyoga lyoseri, lyoga liza toziya wantu wankutira azabu. Muntu ulii yakawera na lyoga kawera teratera ndiri muufiru.
3e04130037	Twenga tuwera na ufiru toziya Mlungu katufiriti kwanja.
3e041400c9	Muntu pakalonga, “Numufira Mlungu,” kumbiti kankumkalalira mlongu gwakuwi, yomberi kawera mpayira. Toziya kila muntu yakamfira ndiri mlongu gwakuwi yakamwona, hapeni kamfiri Mlungu yakamwona ndiri.
3e0415006c	Na Kristu katupananiti lilagaliru ali, muntu yoseri yakamfira Mlungu, viraa kafiruwa kamfiri mlongu gwakuwi.
3e05010081	Kila muntu yakajimira kuwera Yesu ndo Kristu Mlopoziya ndo mwana gwa Mlungu na kila muntu yakamfira Tati, kamfira na mwana viraa.
3e0502006d	Ayi ndo ntambu yatuvimana kuwera tuwafira wana wa Mlungu, kwa kumfira Mlungu na kugajimira malagaliru gakuwi.
3e05030053	Kumfira Mlungu ndo kugajimira malagaliru gakuwi. Na malagaliru gakuwi gatopa ndiri,
3e050400ab	toziya kila yakawera mwana gwa Mlungu kaweza kuvikanka vitwatira vidoda vya pasipanu. Hangu ndo ntambu yatuvimana kuvikanka vitwatira vidoda vya pasipanu kwa njimiru yetu.
3e05050074	Su ndo gaa yakaweza kuvikanka Vitwatira vidoda vya pasipanu? Ndo ulii yakajimiriti kuwera Yesu ndo Mwana gwa Mlungu.
3e050600cb	Yesu Kristu ndo ulii yakiziti kwa mashi na kwa mwazi gwa kuhowa kwakuwi. Kiziti ndiri kwa mashi hera, kumbiti kwa mashi na kwa mwazi. Na Rohu yakakupitaulira kuwera ndo kanakaka, toziya Rohu ndo unakaka.
3e0507002f	Su kwana wakapitawu watatu kumpindi kwa Mlungu,
3e05080049	Rohu Mnanagala na mashi na mwazi na walii wakapitawu watatu wajimilirana,
3e05090098	handa patuwujimira ukapitawu wa wantu, su ukapitawu wa Mlungu uwera mkulu nentu, toziya awu ndo ukapitawu wa Mlungu kuwera kamkapitaulira Mwana gwakuwi.
3e050a00d7	Muntu yoseri yakamjimira Mwana gwa Mlungu kanawu ukapitawu mumoyu mwakuwi, kumbiti yakamjimira ndiri Mlungu, kamtenda Mlungu kuwera mpayira, toziya kajimira ndiri ukapitawu yakawulaviyiti Mlungu kuusu Mwana gwakuwi.
3e050b0078	Awu ndo ukapitawu kuwera, Mlungu katupananiti ukomu wa mashaka goseri na ukomu awu upatikana kwa njira ya Mwana gwakuwi.
3e050c00aa	Muntu yoseri yakalikolerana pamuhera na Mwana gwa Mlungu, yomberi kawera na ukomu na muntu yoseri yakalikolerana ndiri pamuhera na Mwana gwa Mlungu, yomberi kahera ukomu.
3e050d0084	Nuwalembera vitwatira avi mwenga yamjimira mulitawu lya Mwana gwa Mlungu, su muvimani kuwera mwenga mwanawu ukomu wa mashaka goseri.
3e050e007c	Kwa njira ayi twenga twana unakaka kulongolu kwa Mlungu, toziya shoseri shatumluwa kwa mafiliru gakuwi, yomberi kuupikanira.
3e050f0065	Patuvimana kuwera yomberi kuupikanira patumluwa, viraa tuvimana kuwera katupanana shoseri shatumluwa.
3e05100145	Handa gwenga paguwona mlongu gwakuwi katenda vidoda vyavimjega ndiri kuhowa, hagumluwili kwa Mlungu na Mlungu hakampanani ukomu muntu ulii. Nonga shitwatira ashi kuusu walii yawatenditi vidoda vyavijega ndiri kuhowa. Kumbiti kwana vidoda vyavijega kuhowa, nonga ndiri kuwera gwenga gufiruwa kumluwa Mlungu kuusu vidoda vilii.
