0100000005	Ugiti
16020900c8	Macigi ma̱ va̱ mi ta̱ tsu mesheun ko maku me mereꞋe. La̱na̱, a̱yi ɗa na ɗe kashani uka̱ra̱Ꞌi u mashilya ma̱ tsu, a̱ kula̱nuku su n katusu ka̱ kunu, a ku inda mu a kakashi ku utsutsu.
16020a0087	Macigi ma̱ va̱ ma yaꞋan ta̱ kadanshi nu mpa, u danai, “Ɗa̱nga̱, macigi ma̱ va̱ tsu wala, vuza vu ugaꞋin vu va̱, tono mu.
16020b0051	La̱na̱, lyushi i laza ta̱, mini ma̱ Ka̱shile ma laza ɗe, kpamu ma laza ɗe.
16020c007c	A̱pa̱lu uta̱ ta̱ aduniya, makyan mi ishipa ma yawa ta̱, a kupana ma̱shi mo moɗoi a̱ ubuta̱ ra̱ka̱ a iɗika i tsu.
16020d00a2	Nɗanga m ma̱biri m matsa ta̱, a̱pa̱lu a nɗanga mi itacishi n neke ta̱ ma̱gula̱ni me le. ɗa̱nga̱, tsu wala, macigi ma̱ va̱, vuza vu ugain vu va̱.”
16020e0108	Avu moɗoi ma̱ va̱ a kungu ku kaɓatsu, a̱ ubuta̱ u kusheɗeku a kakambu ka katali, yotsongu mu a̱shi a̱ nu, yaꞋan m pana ka̱la̱ka̱tsu ka̱ nu, adama a na ka̱la̱ka̱tsu ka̱ nu ki ta̱ uyoꞋo u kupana, a̱shi a̱ nu kpamu i ta̱ n ugaꞋin u ku inda.
16020f00a1	Ka̱na̱ka̱i tsu nsheꞋe n kakamba, m muku mu nsheꞋe n kakamba. Aza a na i a̱ kula̱nga̱sa̱ ashina a itacishi, ashina a itacishi a̱ tsu a na i a̱pa̱lu.
1602100070	Macigi ma̱ va̱ vuza vu va̱ ɗa, mpa feu vuza ni ɗa, u tsu guɓa ta̱ ushiga u ni a̱ ka̱tsuma̱ ka apulufa.
160211008e	Ali kayin a ka asa, makyan ma na ubuta̱ wu akanai, macigi ma̱ va̱, kpatala, vu okpo tsu mesheun, ko tsu maku me mereꞋe a gaɗi va aginda.
1603010065	N kayin mpa alavu a kajiba ka̱ va̱, n la̱nsa̱i vuza na n cigai, n la̱nsa̱i ni ama me ene yi ba.
16030200c1	Mi ta̱ a̱ kuɗa̱nga̱ n ka̱ra̱Ꞌa̱ likuci, n tono uye-uye u likuci n asuvu a̱ likuci a, mi ta̱ a̱ kula̱nsa̱ vuza na ka̱ɗu ka̱ va̱ ka cigai, n la̱nsa̱ yi ta̱ ama me ene yi ba.
1603030093	Aza a ku inda likuci a gasai nu mpa ele na i a̱ kuka̱ra̱Ꞌa̱ likuci ya. “Me ecei le, yi eneke mu ta̱ vuza na ka̱ɗu ka̱ va̱ ka cigai?”
16030400d7	U geshe ba ana n lazai le, ɗa me enei vuza na ka̱ɗu ka̱ va̱ ka cigai. n ka̱na̱i ni n ka̱sukpa̱ yi u laza ba ali n tuka̱i ni a kpaꞋa ka̱ a̱na̱ku a̱ va̱, a̱ kunu ku na a̱na̱ku a̱ va̱ a matsai mu.
16030500e9	A̱ɗa̱ nkere n Urushelima, yaꞋankai mu uzuwakpani n kula ku nreꞋe nu nsheun, aza a ugaꞋin u kinda a aginda. Tsu na a tsu kucina n Ka̱shile MalaꞋimili, i kucina a na ya ku gbandarasa tsu ba makyan ma na ci a kupana uyoꞋo.
1603060092	Yayi na lo a̱ ku uta̱ a kakamba ka an kogbodolu ka̱ ka̱nga̱, n ili i ma̱gula̱ni ma̱ Muru, ili i ma̱gula̱ni i na aza a tsulaga a yaꞋin?
160307009e	La̱na̱, kakuba ka kuɗika Sulemanu mogono kaꞋa, uka̱ra̱Ꞌi n a̱yi osoji amangatatsu a ɗa o kusoku yi, osoji a Isaraila a ɗa aza a na a fuɗai kuvon.
16030800b7	Ra̱ka̱ vu le i ta̱ n otokobi, eyevi a̱ vishili a ɗa ka̱u, yaba dem n kotokobi ka̱ ni a̱ ma̱kuta̱, i ta̱ ufoɓushi adama a uma a gbani-gbani a na a̱ tsu ɗa̱nga̱ n kayin.
160309006b	Mogono Sulemanu u yaꞋankai ka̱ci ka̱ ni, kakuba ka kuɗika mogono, ka na u yaꞋin nu nɗanga n Lebano.
16030a008a	U yaꞋin aburakpatsu a kuɗika kakuba ka n azurufa, a palai kucina̱ ku ni n kakashi ka azanariya, nkere n Urushelima n kalai ni n ucigi.
16030b00ba	Uta̱i a̱ɗa̱ nkere n Sihiyona, yi ene mogono Sulemanu u ukai okolokolo, a na a̱na̱ku a̱ ni a ukai ni a kanna ko yolo ka̱ ni, kanna ka na ka̱ɗu ka̱ ni ka yaꞋain ma̱za̱nga̱.
16040100b6	Macigi ma̱ va̱ vi ta̱ n tsuloboi, a̱shi a̱ nu i ta̱ tsu a̱shi o moɗoi punu upali. ka̱nji ka̱ nu ki ta̱ tsu ushiga wu nraɗika u na wi a̱ kugida̱la̱ a kusan ku Giliyadu.
16040200ae	Anga a̱ nu i ta̱ wa̱ri buga̱-buga̱ tsu ushiga wu nkyon n na a̱ sumba̱i, a takpai sararai ra̱ka̱ vu le i ta̱ ugeri, yaba dem m gbaɓi vi ni, ko vuza wi endeꞋin ba.
16040300c3	Nla̱ba̱ mu una̱ u nu ushili pa̱za̱za̱ adanshi vu sura ta̱ ili i shili, una̱ u nu ili i maluwa i ɗa, o yotsongi nla̱ba̱ mu una̱ u nu, nguji n nu a kutasa tsu kucina̱ ku umaci u ruman.
16040400cb	Kuɗeku ku nu ki ta̱ an kumaꞋa ku ugaɗi ku Dawuda, ku na a maꞋi n tsuloboi, idolu yi ta̱ ugeri uka̱ra̱Ꞌi e kuɗeku ku nu, tsu n nra̱ga̱ ka̱kpa̱n, ra̱ka̱ vi le nra̱ga̱ mo ovonshi a ɗa.
1604050055	Mani ma̱ nu mi ta̱ a na nreꞋe n re a na mpeshe mu nreꞋe, a kalina punu apulufa.
1604060068	Ali kayin ka asa ubuta̱ dem wu akana, mi ta a kubana a kusan ka̱ Muru n kaginda ki ili i ma̱gula̱ni.
1604070044	Vu gaꞋan ta̱ macigi ma̱ va̱, ili i gusa̱ wu a ikyamba i nu ba.
16040800e1	Ta̱wa̱ nu mpa a Lebano, vuka vu savu vu va̱, tsu waluka koɓolo a Lebano. Gida̱la̱ a̱ kuta̱wa̱ ɗe a kaginda ka Amana, ɗe a gaɗi vu Seru, n gaɗi vu Hamonu, ɗe e kpenle ki ikawu n kaginda ka na a̱kunzu o ci yongo.
16040900a5	Vu uwa ta̱ a̱ ka̱ɗu ka̱ va̱, vutaku vu va̱, vuka vu savu vu va̱, n kindi ku a̱shi a̱ nu vu uwa ta̱ a̱ ka̱ɗu ka̱ va̱, n vudolu vu te vu kuɗeku ku nu.
16040a00ff	N yiɗa̱i n kugisanku n ucigi u nu, macigi ma̱ va̱ vuka vu savu vu va̱, n yiɗa̱i a kugisanku uyoꞋo wu ucigi u nu u na u laꞋi ma̱kya̱n uyoꞋo, n yiɗa̱i a kugisanku ili ma̱gula̱ni i nu i na i laꞋi ili i ma̱gula̱ni ra̱ka̱ ma̱gula̱ni.
16040b00a7	Nla̱ba̱ mu una̱ u nu n uyoꞋo ci ishigi, vuka vu savu vu va̱, mani n ishigi yi ta̱ e kelentsu ka̱ nu. ma̱gula̱ni mo ntogu n nu a na ili ma̱gula̱ni i Lebano.
16040c00a5	Avu kashina kaꞋa ka na a kanzai adama a̱ va̱, macigi ma̱ va̱ vuka vu savu vu va̱, a̱shi a̱ mini a na a kanzai, a̱shi a̱ mini a na a̱ sa̱nka̱i yaba dem.
16040d00b0	Mere ma̱ nkuta̱ n nu kashina ki ta̱ punu, tsu kashina ka Adini n umaci wu nɗanga u singai, ka umaci u ruman mu uyoꞋo n ili i ma̱gula̱ni mu uyoꞋo tsa ma̱jigi n nardi,
16040e009d	Nardi n safaron, kalamusu n sinamon, n icuꞋu yi nɗanga i na i ci neke ma̱gula̱ni dem, m Muru n alosu, n ili i ma̱gula̱ni i na i laꞋi m ma̱gula̱ni.
16040f007e	Avu a̱shi a̱ mini a ɗa a na i e kuneke mini a kashina ka, kuɗolu ku na ku ci neke mini ma wuma, mana mi e kuyene a Lebano.
1604100103	Ɗa̱nga̱, wunla̱i wu uɓongaɗi, ta̱wa̱ wunla̱i wu uɓonɗakai vu uvula̱ kashina ka̱ va̱, tsu na ma̱gula̱ni ma̱ kimba̱i a̱ ubuta̱ dem. yaꞋan macigi ma̱ va̱ ma̱ ta̱wa̱ a kashina ka̱ ni, u lyaꞋa umaci wu nɗanga u na u laꞋi n uyoꞋo.
1605010146	N ta̱wa̱ ta̱ a kashina ka̱ va̱, macigi ma̱ va̱ vuka vu savu vu va̱, n ɓolongu ta̱ Muru vu va̱ n ili i wali i va̱. N lyaꞋa ta̱ kabashi ki ishigi n ishigi i va̱, ɗa n soꞋi ma̱kya̱n koɓolo n mani. A̱ja̱Ꞌa̱ e mekere a dansai a̱ɗa̱ na yi a maciganai lyaꞋi i soꞋo ali ma maka ɗa̱ n ucigi u ɗa̱.
1605020139	N lata ta̱ ama ka̱ɗu ka̱ va̱ ki ta̱ wuma. Zuwa atsuvu, macigi ma̱ va̱ mi ta̱ a̱ kuka̱la̱ utsutsu. Kolobo ka dansai “Ɓa̱yuwa̱ ka̱ mu kamana ka̱ va̱, macigi ma̱ va̱, moɗoi ma̱ va̱, vuza babu unushi u va̱. Kaci ka̱ va̱ ka̱ ta̱na̱ ta̱ n ciza, ka̱nji ka̱ va̱ ka̱ ta̱na̱ m mele.”
1605030081	N foɗo ta̱ ɗe akashi a̱ va̱, ka̱ta̱ n doku n uka a ɗa? N saꞋa ta̱ ene a̱ va̱, ka̱ta̱ n doku n la̱nga̱sa̱ a ɗa?
1605040077	Macigi ma̱ va̱ ma uwaka ta̱ n ekiye a̱ ni a̱ katusu ku utsutsu, ɗa ka̱ɗu ka̱ va̱ ka̱ ka̱na̱i mali ma̱ ni.
16050500ca	Ɗa n ɗa̱nga̱i adama a na m ɓa̱yuwa̱ka̱ macigi ma̱ va̱, ekiye a̱ va̱ cepepe m maniꞋin ma Muru, a̱jivu a̱ va̱ a̱ kuɗa̱kpa̱ m maniꞋin ma, a na n ka̱na̱i a̱ka̱na̱tsu a utsutsu a.
16050600db	M ɓa̱yuwa̱ka̱i macigi ma̱ va̱ utsutsu, ama macigi ma̱ va̱ ma laza ɗe. Ɗa ka̱ɗu ka̱ va̱ ka̱ na̱mgba̱i adama a na u laza ta̱. n la̱nsa̱i ni ama me ene yi ba. n ka̱na̱i kuɗekushe yi ama wu ushuku ba.
16050700b1	Aza a kindi a gasai nu mpa, a makyan mana i a̱ kubana n obonoi a̱ likuci, ɗa a lapai mu, a yaꞋankai mu usa̱n, ɗa a isai mu kalaba, aza a na i a kinda a mashilya ma nanlo.
160508008d	A̱ɗa̱ n kere n Urushelima, kucinakai mu, ɗa baci yenei macigi ma̱ va̱, yiɗa̱i ya ku dana yi? Danai ni n lima̱ ta̱ adama ucigi u ni.
16050900bc	Avu na vu laꞋi n tsuloboi a̱ ka̱tsuma̱ ka̱ a̱ma̱ci, Yiɗa̱i i zuwai ɗa macigi ma̱ nu ma laꞋi yaba dem? Adama a̱ n yiɗa̱i vu danai tsu, tsu dana yi uteku tsu na vi a kupana?
16050a009c	Macigi ma̱ va̱ mi ta̱ n tsuloboi m ma̱ta̱na̱ n katsura kpamu, n atakaci a ɗa a̱ kuciya̱ vicuꞋu vu ni vu te a̱ ka̱tsuma̱ ka uma a̱kpa̱n kupa.
16050b005d	Ka̱nji ka kaci ka̱ ni a kutasa tsu azanariya, ka̱nji ka̱ ni ulima̱ a kutasa tsu kagawun.
16050c0052	A̱shi a̱ ni wa̱ri pu tsu mani tsu moɗoi ma̱ a̱ri, a̱ ka̱kina̱ ko kuɗolu.
16050d0098	Aguji a̱ ni a na kashina ki ili wali, a ku utuka̱ n ma̱gula̱ni. Nla̱ba̱ mu una̱ n ni, mi ta̱ tsu a̱pa̱lu a̱ kuɗa̱kpa̱ maniꞋin ma̱ Muru.
16050e0094	Ekiye a̱ ni i ta̱ tsa alangu azanariya a na a ukai atali a singai. ikyamba i ni yi ta̱ ugbori an kanga ka kagiwa, ka na a kalai n atali a Safaya.
16050f00a8	Ene a̱ ni ita̱ a na ashamkpatsu, atali a alabasata, a na a̱ shikpa̱i e enle azanari. Iyoci i ni yi ta̱ an Lebano, vu na vu laꞋi n tsuloboi, tsu maɗanga ma Sida.
1605100092	Una̱ uni wi ta̱ n uyoꞋo, ili i ni dem yi ta̱ n ugaꞋin. ta macigi ma̱ va̱, ka̱ja̱Ꞌa̱ ka̱ va̱ ki nannai a̱ɗa̱ nkere n Urishelima.
16060100b8	Te ɗai Macigi ma̱ nu ma banai, avu mekere ma na ma laꞋi n tsuloboi a̱ ka̱tsuma̱ ka̱ a̱ma̱ci? Uye wene u ɗai macigi ma̱ nu mo tonoi, ciya̱ tsu ɓa̱nka̱ wu kula̱nsa̱ yi.
1606020099	Macigi ma̱ va̱ ma gida̱la̱ ta̱ a kubana a kashina ka̱ ni, a̱ ubuta̱ u na ili i wali yi, a kaguɓa punu a kashina ka kpamu o kuɓolongu a̱pa̱lu.
160603007d	Mpa macigi maꞋa u macigi ma̱ va̱, macigi ma̱ va̱ kpamu ma̱ va̱ maꞋa, wi ta̱ a kaguɓa ka ushiga u ni punu apulufa.
16060400a1	Avu vu gaꞋan ta̱ tsu likuci i Tiriza, macigi ma̱ va̱, vu gaꞋan ta̱ tsu Urushelima, n tsuloboi tsu ka̱tsura̱ ko osoji a na i uɓa̱ni n urotu u kakashi.
1606050097	Takpa a̱shi a̱ nu wa̱ va̱, i ta̱ a̱ ku ripula̱sa̱ mu. Ka̱nji ka̱ nu ki ta̱ an ushiga wu nraɗika n na mi a̱ kugida̱la̱ aginda a Giliyadu.
16060600a4	Anga a̱ nu i ta̱ tsu ushiga wu nlala n na mu uta̱i a̱ ubuta̱ u na a̱ sumba̱i le a kugaɗukpa. Yaba dem n gbaɓi vi ni, babu vu vuza te vu le na wi endeꞋin.
160607003a	Nguji n nu mi ta̱ a kutasa tsu kucina̱ ku umaci u Ruman.
1606080081	Ko ɗa baci Egbere amangatatsu i ɗe, n a̱ma̱ci a pulai amanga̱na̱shi, nu nkere n na n yeve ali ba, aza a na a laꞋi kukece,
1606090112	a̱yi ɗa koci mi a kuciga wi ta̱ n ugaꞋin tsu moɗoi, a̱yi endeꞋin a̱ ubuta̱ wa̱ a̱na̱ku a̱ ni, maku mu uleshi maꞋa wa̱ a̱na̱ku a̱ ni. Nkere mene yi baci ka̱ta̱ a dana, a̱yi vuza vu una̱singai ɗa, anan Sangina n a̱ma̱ci a pulai a tsu cikpa yi ta̱.
16060a0072	Yayi a̱ kuɓa̱tsa̱ na ɗe an kanna, ugaꞋin an wotoi, a kutasa an kanna, n tsuloboi tsa azangata a na i ugeri?
16060b00d1	N gida̱la̱ ta̱ a kubana a kashina ka nɗanga n alumo adama a na me ene nɗanga n na m ɓatsai a̱ ka̱ɗa̱ka̱i ka, adama a na me ene ko nɗanga mi itacishi n matsa ta̱, ko ruman u yaꞋan ta̱ a̱pa̱lu.
16060c0076	Kafu n zuwaka, a̱shi a wuya a zuwai mu, me enei ka̱ci ka̱ va̱ a̱ ida̱shi, koɓolo m mogono ekeke vu odoku vi ni.
16060d00b2	Bono, bono, avu mekere ma aza a Shulamiya, bono, bono adama a na ci inda wu. Mekere ma dansai Adama a̱ n yiɗa̱i yi a kinda vuza vu Shulamiya, a na wi e kujeꞋe tsu Mahanayim?
16070100aa	Yiɗa̱i a ku gisanku n ugaꞋin u ene a̱ nu punu a ataka, avu mekere mo mogono, tsu na a yaꞋin nkuta̱ n nu tsa atali a singai ulinga we ekiye u vuza na u fuɗai ɗa.
16070200a4	Koyoɗi ka̱ nu tsu mokokoꞋo, ma na ma tsu namba ma̱kya̱n mu usatari n icita ba. kukyun ku nu ki ta̱ tsu ma̱ta̱ka̱ ma alkama ma na apulufa a̱ ka̱ra̱Ꞌi.
1607030041	Mani ma̱ nu mi ta̱ tsu muku mu nreꞋe n re, mpeshe mu nreꞋe.
16070400d2	Kuɗeku ku nu ki ta̱ tsu kumaꞋa ku na a yaꞋin n kanga ka kagiwa. A̱shi a̱ nu tsu nɗolu a Heshibon, ɗevu n utsutsu u Batu-rabimu. Vunu vu nu tsu kumaꞋa ku ugaɗi ku Lebano, ku na ki a ku inda Dimaska.
1607050094	Kaci ka̱ nu ka yaꞋanka wu ta̱ okolokolo tsu katali ka Kamelu. Ka̱nji ka̱ nu ki ta̱ a kutasa ulima̱, ka tsu ɗika ta̱ asuvu a̱ va̱ mogono.
160706004e	Macigi ma̱ va̱ vi ta̱ n tsuloboi, kpamu vu tsu zuwa mu ta̱ n pana uyoꞋo.
160707005d	Kashani ka̱ nu ki ta̱ tsu mashuwa, kpamu mani ma̱ nu ma yaꞋan ta̱ tsu umaci wu nɗanga.
16070800b3	N danai, “YaꞋan n kumba maɗanga, ka̱ta̱ n ka̱na̱ umaci u ni.” ka̱sukpa̱ mani ma̱ nu mo okpo tsu umaci wi itacishi, ma̱gula̱ni ma ayinviki a̱ nu tsu umaci u ruman,
16070900ca	kpamu una̱ u nu wi ta̱ tsu ma̱kya̱n ma na ma laꞋi nu ugain. Mekere ma dansai yaꞋan ma̱kya̱n ma laza ba̱ri, a kubana ubuta̱ u macigi ma̱ va̱, ma laza sawu a ka̱tsuma̱ ka nla̱ba̱ n anga.
16070a0044	Mpa vuza̱ macigi va̱ ɗa, kpamu mali ma̱ ni adama a̱ va̱ a ɗa.
16070b005c	Ta̱wa̱, macigi ma̱ va̱, yaꞋan tsu bana a kakamba, yaꞋan tsu asa a̱ likuci i waꞋa.
16070c00de	YaꞋan tsu bana a kashina ki itacishi nu usana, adama a na ce ene ko nɗanga mi itacishi m matsa ta̱ ɗe, ko a̱pa̱lu ele o ɓoso ta̱ ɗe, ko nɗanga n ruman m pa̱lukpa̱ ta̱ ɗe, ta ɗe n kuyotsongu wu ucigi u va̱.
16070d0085	Vi ta̱ a ku tsumgba ma̱gula̱ni mi ica̱Ꞌa̱shi m ma̱gula̱ni ma umaci wu nɗanga wu uyoꞋo. cau n ku gogo na macigi ma̱ va̱.
1608010094	Ishi baci avu taku vu va̱ ɗa, vuza na wu apai mani ma̱ a̱na̱ku a̱va̱ ɗa baci n cinai nu pulai, ɗa mo oɓongi nu, ko vuza wi a kugoyo mu ba.
16080200b5	Mi ishi a kuɗika wu, n tuka̱ a kpaꞋa ka̱ a̱na̱ku a̱ va̱ a̱ yi na ugbari mu. Mi shi e kuneke wu ma̱kya̱n usatari n ili wali vu soꞋo, ma̱kya̱n mu umaci u ruman u va̱.
160803006d	Kukiye ku ugula̱ ku ni ki ta̱ ɗaka vu kaci ka̱ va̱, kukiye ku usingai ku ni tamkpamu, wo oɓongi nu mpa.
1608040073	A̱ɗa̱ n kere n Urushelima yaꞋankai mu uzuwakpani. yi a kugbandarasa tsu a makyan ma na ci a kupana uyoꞋo ba.
16080500db	Yayi na ɗe, a̱ ku uta̱ a kakamba, u tsubaki a kavangatsu ka Macigi ma̱ ni? Mekere ma dansai A ɗaka vu maɗanga ma ruman ɗa n jimgbasai nu, a̱ ubuta̱ u na a matsai nu, a ubuta̱ u na a̱na̱ku a̱ nu a matsai nu.
1608060132	Zuwa mu mo okpo ka̱ta̱mba̱ri a̱ ka̱ɗu ka̱ nu, mokpo tsu makawani ma ka̱ta̱mba̱ri e kukiye ku nu, adama a na utsura u va̱, wi ta̱ tsu ucigi wu ukpa̱, utsura u cisheꞋe tsu ucigi kowanai ɗa tsu kasaun. KayaꞋa ku ucigi ki ta̱ tsu kayaꞋa ka akina, tsa akina a na i a̱ kukula̱ n usuɗukpi.
16080700e0	Mini ma na ma ayai, mi a kufuɗa ku una akina a ucigi a ba, nɗolu tukpa m mini n kufuɗa kupura̱ngu ucigi wa ba. Ɗa baci vuza u nekei udukuyan u ni ra̱ka̱, adama a na u tsula ucigi wa, i ta̱ o ku zoꞋoso yi o goyo yi.
16080800a3	Ci ta̱ n vangu vu tsu, a̱yi na ka̱ta̱ u muɗa̱i mani ba. Yiɗa̱i tsu kuyaꞋan adama a vangu vu tsu, ɗa baci a̱ ta̱wa̱i kuyaꞋan ukuna u mazama ma̱ ni?
16080900ac	Ishi baci a dana a̱yi mashilya maꞋa, ci ishi a kumaꞋaka yi mashilya mu ugaɗi ma azurufa. Ishi baci a dana a̱yi utsutsu u ɗa, ci ishi a kukanza yi nu nɗanga n Sida.
16080a0092	Mpa mashilya maꞋa, mani ma̱ va̱ maꞋa imaꞋashi yu ugaɗi ya. A̱ ubuta̱ u Macigi ma̱ va̱, mo okpo yi ta̱ ili i kutuka̱ m ma̱ta̱na̱.
16080b00d5	Sulemanu wi ta̱ n kashina ki itacishi, a iɗika i Balu-hamonu. U nekei kaꞋa ekiye aza a na a kucimba kaꞋa, yaba dem wi ta̱ a̱ kutuka̱ n azurufa ka̱kpa̱n, a̱ ka̱tsuma̱ ki ikebe yu uciyi i kashina i ni.
16080c00a6	Ama mpa mi ta̱ n kashina ki itacishi ka̱ va̱, avu Sulemanu mi ta̱ e kuneke wu ikebe azurufa ka̱kpa̱n. mi ta̱ a kuneke, aza a ulinga azurufa amangatawenre e re.
16080d0098	Avu Macigi ma̱ va̱, avu na vi a ida̱shi punu a kashina ka, avu na a̱ja̱Ꞌa̱ a̱ va̱ i a̱ kula̱na̱ wu, yaꞋan m pana ka̱la̱ka̱tsu ka̱ nu.
16080e007e	Macigi ma̱ va̱, ta̱wa̱ wa̱ va̱ gogoꞋo tsu mesheun, tsu maku me mereꞋe a kubana ubuta̱ wa aginda a ili ma̱gula̱ni.
1700000006	Ishaya
170101008a	Kene ku na Ishaya maku ma Amazo we enei adama a Urishelima n Yahuda a ayin o tsugono a Uzaya, n Jotan, n Ahazu, n Hezikaya ngono n Yahuda.
170102009e	Gaɗi pana, ka̱ta̱ avu iɗika vu zuwa atsuvu, adama a na Vuzavaguɗu u dansa ta̱, “Muku n na n kumgbasai ɗa n la̱na̱i, a yaꞋanka mu ta̱ ugbamukaci.
17010300a4	Anaka e yeve ta̱ maguɓi me le, njaki feu n yeve ta̱ ubuta̱ u na kesheku ke le ke ci neꞋe le ilikulya, ama aza a Isaraila e yeve ba, uma a̱ va̱ e yeve ba.”
1701040101	A̱ɗa̱ iɗika yu unushi, uma a na i tukpa n kawuya, ka̱tsura̱ ka aza a̱ nkunu, muku n na n nekei ka̱ci ke le adama a kuyaꞋan ku kalyaꞋa. A̱ ka̱sukpa̱i uye u Vuzavaguɗu, ɗa o goyoi vuza Ciɗa vi Isaraila, ali ɗa o bonoi a zuwakai ni kucina̱.
17010500df	Yiɗa̱i i zuwai ɗa vu buwai o morono ma adama ali ɗa a buwai a kulyaꞋa kelime n kulapa wu? Yiɗa̱i i zuwai ɗa vi a kulyaꞋa kelime n ugbamukaci? Kaci ka̱ nu ki gbaga ba, ka̱ɗu ka̱ nu kpamu ka̱ ciya̱ ta̱ muna.
17010600c1	Ili i na i gita̱i punu a ataka e ene a̱ nu, ali a kubana a kaci, babu ubuta̱ u na wi gbaga, Sai ukpan wo ojuno, n untsu, n ajakata, I feu uza̱Ꞌi ba, ko wali n akashi ko usuri m maniꞋin.
17010700af	Iɗika i ɗa̱ yo okpo ta̱ agali, ɗa kpamu likuci i ɗa̱ i kula̱i n akina. Omoci a isai ashina a̱ ɗa̱, a̱ɗa̱ e kene, ɗa a̱ la̱nga̱sa̱i ili dem i na e enei punu.
17010800c9	A̱ ka̱sukpa̱ ta̱ likuci i Urishelima, tsu ka̱pa̱m ka kindi ka kashina ki itacishi, ko tsu ka̱pa̱m ka na ki a̱ ubuta̱ u kashina ka̱ nɗimbi ma Ayahuda, uteku ci likuci i na a lyaꞋi n kuvon.
1701090085	Ishi baci Vuzavaguɗu MalaꞋimili u buwaka aza o yoku n wuma ba, ci ishi ta̱ o kokpo tsu Sodom, ka̱ta̱ kpamu tso okpo tsu Gomora.
17010a008c	Panai kadanshi ka Vuzavaguɗu, a̱ɗa̱ na yi tsa aza o tsugono o Sodom, panai wila̱ u Ka̱shile ka̱ tsu, a̱ɗa̱ na yi tsu uma o Gomora.
17010b00fb	Vuzavaguɗu u danai, “Ka̱bunda̱i ka alyuka ka̱ ɗa̱, yiɗa̱i ki a kuyaꞋanka mu. N ciya̱ ta̱ alyuka o kusongu a a̱giri koɓolo n anaka a ikyamba ali u laꞋi tsu na n cikalai. Mi m mali ma mpasa mo obomburom ni nkyon koɓolo nu nraɗika ba.
17010c006e	“Ana vu ta̱wa̱i wa̱ va̱, yayi we ecei nu ili i nampa, a̱ kuka̱ra̱sa̱ punu a ulanga wa̱ a̱Ꞌisa̱?
17010d0125	Ka̱sukpa̱ kutuka̱ n alyuka a na i ili i makara wa̱ va̱ ba, ili i ma̱gula̱ni i nu yo okpo ta̱ ili yu unata a kuta̱wa̱ wa̱ va̱. I ci indana ta̱ ka̱ɗiva̱ ko wotoi u savu, n kanna ka Ashibi, n oɓolo a gbayin, ama mpa ma̱ kushuku n oɓolo a kavama a̱ unushi a̱ ɗa̱ a nanlo ba.
17010e00a6	N ciga ka̱ɗiva̱ ko wotoi u savu u ɗa̱, koɓolo n ka̱ɗiva̱ kakau a na yi n aɗa ba. O okpo mu ta̱ ucanuku a kaci ka̱ va̱, mo woꞋo ta̱ n kucanuku u ɗa̱.
17010f00ef	Ayin a na baci i ɗengusa̱i ekiye adama a na i yaꞋan kavasa a kubana wa̱ va̱, mi ta̱ o kusokongu a̱shi a̱ va̱ ko i vasa baci n ugbami, mi a kupanaka ɗa̱ ba. Ekiye a̱ ɗa̱ a̱ na̱mgba̱ ta̱ nu mpasa ma aza a na i n unushi ba.
1701100071	SaꞋi i takpa nshinda̱ n ɗa̱. Takpai ukuna u wuya u ɗa̱ kelime ka̱ va̱. ka̱sukpa̱i kuyaꞋan ku kawuya,
170111008a	piꞋisai kuyaꞋan ku kasingai, la̱nsa̱i nwalu n singai, ɓa̱nka̱i aza a na i o kusoꞋo atakaci. Ɓa̱nka̱i mkpan, koɓolo n agapa.
17011200f7	“Ta̱wa̱i gogo na ci sheshei koɓolo Vuzavaguɗu u danai, Ko a na unushi u ɗa̱ u yaꞋin ɗe tsu na ili i ci yaꞋan ushili ka̱u, wi ta̱ o kubono wa̱ri ka̱u tsa akaɗa, ko u ɗa wi ushili an kejikenle, wi ta̱ o kubono wa̱ri an tsugbere.
170113005a	Yu ushuku baci ɗa i tonoi, yi ta̱ a kulyaꞋa ili i na i laꞋi n kugaꞋan a iɗika ya,
1701140089	ama i iwan baci ɗa i yaꞋin ugbamukaci, kotokobi ki ta̱ e kupeɗe mpasa n ɗa̱.” Ɗaɗa ili i na yu uta̱i a̱ una̱ u Vuzavaguɗu.
17011500c6	Indanai biꞋi tsu na likuci yu uneki u ka̱ɗu yo okpoi an kashakanlai. Yi ishi ta̱ n kasingai ka̱u koɓolo n usuɓi kpamu u tsu yongo ta̱ punu, ama gogo na o okpo ta̱ aza a̱ ma̱ga̱la̱ka̱.
170116006c	Azurufa a̱ ɗa̱ okpo ta̱ babu a̱miki. Ma̱ra̱ ma̱ nu ma na vu laꞋi n kuciga mo okpoi usatari m mini.
17011700e4	Aza e kelime a̱ ɗa̱ i ta̱ n ugbamukaci, okpoi a̱ja̱Ꞌa̱ o oboki, okpoi kpamu n ucigi u kalyaꞋa koɓolo n ucigi u kisa kuneꞋe. A̱ ɓa̱nka̱ aza a na i mkpan ba, o doku kpamu e keɓece n ukuna wa aza a na i agapa ba.
