0100000009	UGenesisi
1a1a1100e0	Lapho-ke azaqhinqa isililo ngawe athi kuwe: ‘Yeka ukuchitheka kwakho, wena dolobho lodumo, ogcwele ngabantu basolwandle! Wawulamandla elwandle wena kanye labakhe kuwe; waletha ukwesabeka kwakho kubo bonke ababehlala khona.
1a1a120075	Khathesi amazwe angasolwandle ayathuthumela ngosuku lokuwa kwakho; izihlenge zasolwandle ziyakwesaba ukuwa kwakho.’
1a1a1300d5	Nanku okutshiwo nguThixo Wobukhosi: Lapho ngikwenza ube lidolobho elichithekileyo, njengamadolobho angasahlali muntu, njalo lapho ngiletha inziki zolwandle phezu kwakho kuthi amanzi alo amanengi kakhulu akwembese,
1a1a1400ee	lapho-ke ngizakuletha phansi lalabo abaya phansi egodini, ebantwini basendulo. Ngizakuhlalisa ngaphansi komhlaba, kunjengasemanxiweni endulo, lalabo abaya phansi egodini, njalo kawuyikuphenduka loba ube lendawo yakho elizweni labaphilayo.
1a1a150082	Ngizakwenza ukucina kwakho kube ngokwesabekayo uhle utshabalale. Uzadingwa, kodwa ungatholakali futhi, kutsho uThixo Wobukhosi.”
1a1b010025	Ilizwi likaThixo lafika kimi lisithi:
1a1b02002b	“Ndodana yomuntu, khala isililo ngeThire,
1a1b0300b3	uthi kuyo iThire esesangweni lasolwandle, yona engumthengiseli wabantu abanengi abangasolwandle, ‘Nanku okutshiwo nguThixo Wobukhosi: Wena Thire uthi, “Ngiphelele ngobuhle.”
1a1b04004b	Umbuso wakho wawuphakathi kolwandle; abakhi bakho baphelelisa ubuhle bakho.
1a1b05007a	Wonke amapulanka akho bawenza ngezihlahla zejanipha ezivela eSeniri; bathatha umsedari eLebhanoni ukuba bakwenzele insika.
1a1b0600b4	Ngemi-okhi eyavela eBhashani bakwenzela amaphini okugwedla izikepe; ngezigodo zomsipresi ezavela ngasolwandle lwaseKhithimi benza indawo yokuhamba kuyo, yendlalwe impondo zendlovu.
1a1b0700c1	Iseyili lakho kwakuyilineni elihle elicecisiweyo elavela eGibhithe, elaba yilona phawu lwakho; amaseyili akho okusitha ilanga ayengawokuluhlaza lokuyibubende okwavela ngasolwandle lwase-Elisha.
1a1b080075	Amadoda aseSidoni le-Avadi ayengabagwedli bakho; izazi zakho, wena Thire, zazisemkhunjini njengabatshayeli bomkhumbi.
1a1b0900cb	Izingcwethi ezindala zaseGebhali zaziphakathi komkhumbi njengabalungisi bemikhumbi ukuba bagcike imiphetho yakho. Yonke imikhumbi yasolwandle labatshayeli bayo yeza ikanye lawe ukuzathenga impahla zakho.
1a1b0a00a0	Amadoda asePhezhiya, leLudi kanye lePhuthi asebenza njengamabutho ebuthweni lakho. Alengisa amahawu awo lezingowane emidulini yakho, akulethela ubuhle obukhulu.
1a1b0b00c9	Amadoda ase-Avadi kanye leHelekhi abakhona emidulini yakho ezinhlangothini zonke; amadoda aseGamadi ayesemiphotshongweni yakho. Aphanyeka amahawu awo inxa zonke zemiduli yakho; aphelelisa ubuhle bakho.
1a1b0c0098	IThashishi yathengiselana lawe ngenxa yenotho yezimpahla zakho ezinengi; impahla yakho ethengiswayo bayithenga ngesiliva, insimbi, ithusi kanye lomnuso.
1a1b0d0076	IJavani, leThubhali kanye leMesheki athengiselana lawe, athenga impahla zakho ngezigqili langezinto ezenziwe ngethusi.
1a1b0e006a	Abantu baseBhethi Thogarima bathenga impahla zakho ngamabhiza omsebenzi, amabhiza empi kanye lezimbongolo.
1a1b0f0098	Abantu baseRodesi bathengiselana lawe, njalo amazwe amanengi angasolwandle athenga kuwe, akubhadala ngempondo zendlovu langesihlahla esithiwa yi-ebhoni.
1a1b1000e4	I-Aramu yathengiselana lawe ngenxa yezimpahla zakho ezinengi, impahla zakho ezithengiswayo bazithenga ngamatshe aligugu aluhlaza, amalembu alubende, umsebenzi ocecisiweyo, ilineni elihle, ikhorali langelitshe eliligugu elibomvu.
1a1b11009a	UJuda lo-Israyeli bathengiselana lawe; impahla zakho ezithengiswayo bazithenga ngengqoloyi eyavela eMinithi langokumnandi, uluju, amafutha kanye lenhlaka.
1a1b120093	Ngenxa yezimpahla zakho ezinengi kanye lenotho enkulu yempahla, iDamaseko yathengiselana lawe ngewayini elivela eHelibhoni langewulu evela eZahari.
1a1b13007a	AbakoDani lamaGrikhi avela e-Uzali athenga impahla zakho; azithenga ngensimbi ekhandiweyo, langekhasiya kanye lekhalamusi.
1a1b140031	IDedani yathengiselana lawe ngezingubo zezihlalo.
1a1b15006e	I-Arabhiya lazozonke izikhulu zaseKhedari babethenga kuwe; bathengiselana lawe ngezimvu, inqama kanye lembuzi.
1a1b160098	Abathengi baseShebha labaseRahama bathengiselana lawe; impahla zakho bazithenga ngezinhlobo zonke ezinhle zeziyoliso langamatshe aligugu kanye legolide.
1a1b170068	IHarani, leKhane le-Edeni kanye labathengi baseShebha, le-Asiriya kanye leKhilimadi bathengiselana lawe.
1a1b1800ca	Endaweni yakho yokuthengiselana, bakuthengisela izembatho ezinhle, amalembu aluhlaza, imisebenzi ececisiweyo kanye lamajali alemibala eminengi lezintshaka eziphothiweyo njalo zilamafindo abotshwe aqina.
1a1b190066	Imikhumbi yaseThashishi isebenza ukuthwala impahla zakho. Ugcwele impahla ezinzima enzikini yolwandle.
1a1b1a0073	Abagwedli bakho bakusa elwandle olukhulu. Kodwa umoya wasempumalanga uzakwephula ube yiziqayiqa enzikini yolwandle.
1a1b1b00f5	Inotho yakho, okuthengiswayo kanye lempahla, abatshayeli bakho, labaqondisi kanye labalungisi bemikhumbi, abathengisi bakho lawo wonke amabutho akho, labanye bonke abaphakathi komkhumbi bazatshona enzikini yolwandle ngosuku lokonakala komkhumbi.
1a1b1c0055	Amazwe angaselwandle azanyikinyeka lapho abahambisa umkhumbi bakho sebehlaba umkhosi.
1a1b1d0081	Bonke abaphethe amaphini okugwedla bazayitshiya imikhumbi yabo; abatshayeli bayo kanye labaqondisi bayo bonke bazakuma ekhunjini.
1a1b1e0065	Bazaphakamisa amazwi abo bakhale kabuhlungu ngawe; bazathela uthuli emakhanda abo bagiqike emlotheni.
1a1b1f006d	Bazaphuca amakhanda abo ngenxa yakho njalo bazagqoka amasaka. Bazaqhinqa isililo ngawe ngesililo esibuhlungu.
1a1b200082	Lapho bekukhalela bekulilela bazaqhinqa isililo ngawe bathi, “Ngubani owake wathuliswa njengeThire, elizungezwe lulwandle na?”
1a1b210082	Ekuphumeni kwempahla yakho elwandle wasuthisa izizwe ezinengi; ngenotho yakho enengi langempahla yakho wanothisa amakhosi omhlaba.
1a1b220079	Khathesi usuphahlazwe lulwandle ezinzikini zamanzi: impahla yakho lenhlanganiso yakho yonke kuzatshona phansi kanye lawe.
1a1b230081	Bonke abahlala emazweni angasolwandle balokwesaba ngawe; amakhosi abo ayathuthumela ngokwesaba lobuso bawo bunyukubaliswe luvalo.
1a1b24006e	Abathengi phakathi kwezizwe bayakuncifela; usufike ekucineni okwesabekayo, njalo kawuyikuba khona futhi.’”
1a1c010025	Ilizwi likaThixo lafika kimi lisithi:
1a1c020137	“Ndodana yomuntu, tshono kumbusi waseThire uthi, ‘Nanku okutshiwo nguThixo Wobukhosi: Ngokuzigqaja kwenhliziyo yakho uthi, “Ngingunkulunkulu; ngihlala esihlalweni sobukhosi sikankulunkulu enzikini yezilwandle.” Kodwa wena ungumuntu hatshi uNkulunkulu, lanxa ucabanga ukuthi uhlakaniphe njengoNkulunkulu.
1a1c030045	Kambe uhlakaniphile kuloDanyeli na? Akulamfihlo esithekileyo kuwe na?
1a1c04006e	Ngenhlakanipho yakho lokuqedisisa uzizuzele inotho njalo wabuthela igolide lesiliva eziphaleni zengcebo yakho.
1a1c050077	Ngolwazi lwakho olukhulu ekuthengiseni uyandisile inotho yakho, njalo ngenxa yenotho yakho, inhliziyo yakho isizigqaja.
1a1c060070	Ngakho nanku okutshiwo nguThixo Wobukhosi: Njengoba ucabanga ukuthi uhlakaniphile, uhlakaniphe njengoNkulunkulu,
1a1c0700af	ngizaletha abezizweni ukuba bamelane lawe, izizwe ezilesihluku kakhulu; zizahwatsha inkemba zazo zimelane lobuhle bakho kanye lenhlakanipho, zone lobuhle bakho obukhazimulayo.
1a1c08004d	Zizakwehlisela phansi egodini, njalo uzakufa kabuhlungu enzikini yezilwandle.
1a1c0900a1	Lapho-ke uzakutsho na phambi kwalabo abakubulalayo ukuthi, “Mina ngingunkulunkulu?” Uzakuba ngumuntu nje, hatshi unkulunkulu, ezandleni zalabo abakubulalayo.
1a1c0a0063	Uzakufa ukufa kwabangasokanga ezandleni zabezizweni. Sengikhulumile, kutsho uThixo Wobukhosi.’”
1a1c0b0025	Ilizwi likaThixo lafika kimi lisithi:
1a1c0c00ac	“Ndodana yomuntu, khala isililo ngenkosi yaseThire uthi kuyo: ‘Nanku okutshiwo nguThixo Wobukhosi: Wawuyisibonelo sokuphelela ugcwele inhlakanipho lobuhle obupheleleyo.
1a1c0d0106	Wawuse-Edeni isivande sikaNkulunkulu; waceca ngawo wonke amatshe aligugu: irubhi, lethophazi le-emeralidi, ikhrisolithe, i-onikisi lejaspa, isafire, ithukhwayizi lebherili. Izibonakaliso zakho lezisekelo kwakwenziwe ngegolide; kwalungiswa ngosuku owadalwa ngalo.
1a1c0e0091	Wagcotshwa njengekherubhi elondlayo, ngoba ngakumisela lokho. Wawuphezu kwentaba engcwele kaNkulunkulu; wahamba phakathi kwamatshe avutha umlilo.
1a1c0f005b	Wawungelasici ezindleleni zakho kusukela ngosuku owadalwa ngalo ububi baze bafunyanwa kuwe.
1a1c1000cd	Ngenxa yokuthengisa kwakho ezindaweni ezinengi wagcwala udlakela, wasusona. Ngakho ngakususa njengehlazo entabeni kaNkulunkulu, njalo ngakuxotsha, wena kherubhi elondlayo, phakathi kwamatshe avutha umlilo.
1a1c1100b5	Inhliziyo yakho yazigqaja ngenxa yobuhle bakho, njalo wonakalisa inhlakanipho yakho ngenxa yobucwazicwazi bakho. Ngakho ngakuphosela emhlabeni; ngakwenza umbukiso phambi kwamakhosi.
1a1c1200de	Ngezono zakho ezinengi lokuthengisa lobuqili usungcolise izindawo zakho ezingcwele. Ngakho ngaphemba umlilo phakathi kwakho wakutshisa wakuqeda, njalo ngakwenza waba ngumlotha emhlabathini phambi kwabo bonke ababekhangele.
1a1c13006e	Zonke izizwe ezazikwazi zithithibele ngawe; usufike ekucineni okwesabekayo njalo kawuyikuba khona futhi.’”
1a1c140025	Ilizwi likaThixo lafika kimi lisithi:
1a1c15004a	“Ndodana yomuntu, khangelisa ubuso bakho eSidoni; uphrofithe okubi ngalo
1a1c1600e7	uthi: ‘Nanku okutshiwo nguThixo Wobukhosi: Ngimelana lawe, wena Sidoni, njalo ngizathola udumo phakathi kwakho. Bazakwazi ukuthi mina nginguThixo lapho sengiletha isijeziso kulo njalo ngizibonakalisa ngingongcwele phakathi kwalo.
1a1c1700b3	Ngizathumela isifo kulo, ngenze igazi ligeleze ezindleleni zalo. Abafileyo bazakuba phakathi kwalo, inkemba imelane lalo amacele wonke. Lapho-ke bazakwazi ukuthi mina nginguThixo.
1a1c1800a7	Abantu bako-Israyeli kabasayikuba labomakhelwane abalenhliziyo ezimbi njalo abangameva abuhlungu lameva ahlabayo. Lapho-ke bazakwazi ukuthi mina nginguThixo Wobukhosi.
1a1c1900ef	Nanku okutshiwo nguThixo Wobukhosi: Lapho sengiqoqa abantu bako-Israyeli ezizweni ababehlakazelwe kuzo, ngizazibonakalisa ngingongcwele phakathi kwabo phambi kwezizwe. Emva kwalokho bazahlala elizweni labo, engalinika inceku yami uJakhobe.
1a1c1a00ec	Bazahlala kulo bevikelekile njalo bazakwakha izindlu bahlanyele lezivini; bazahlala bevikelekile lapho sengiletha isijeziso kubo bonke omakhelwane babo ababaphatha kubi. Lapho-ke bazakwazi ukuthi mina nginguThixo uNkulunkulu wabo.’”
1a1d010067	Ngomnyaka wetshumi, ngenyanga yetshumi ngosuku lwetshumi lambili, ilizwi likaThixo lafika kimi lisithi:
1a1d02007b	“Ndodana yomuntu, khangelisa ubuso bakho kuFaro inkosi yaseGibhithe uphrofithe okubi ngaye langelizwe lonke laseGibhithe.
1a1d0300c4	Khuluma laye uthi: ‘Nanku okutshiwo nguThixo Wobukhosi: Ngimelane lawe, Faro nkosi yaseGibhithe, wena silo esikhulu esilele phakathi kwezifula zaso. Uthi, “INayili ngeyakho; wazenzela yona.”
1a1d0400b9	Kodwa ngizafaka iwuka emihlathini yakho nginamathisele inhlanzi zezifula zakho, emaxolweni akho. Ngizakukhuphela ngaphandle kwezifula zakho, lenhlanzi zonke zinamathele emaxolweni akho.
1a1d0500c7	Ngizakutshiya enkangala, wena kanye lenhlanzi zonke zasezifuleni zakho. Uzawela egcekeni egangeni njalo ungabuthwa loba udojwe. Ngizakunikela njengokudla ezinyamazaneni zomhlaba lezinyoni zasemoyeni.
1a1d060072	Lapho-ke bonke abahlala eGibhithe bazakwazi ukuthi mina nginguThixo. Ube uludondolo lomhlanga lwendlu ka-Israyeli.
1a1d07007b	Kwathi bekubamba ngezandla zabo, wacezuka waqhaqha amahlombe abo; kwathi lapho beseyama kuwe wephuka lamaqolo abo aqhuzuka.
1a1d080079	Ngakho-ke nanku okutshiwo nguThixo Wobukhosi: Ngizaletha inkemba imelane lawe ngibulale abantu bakho kanye lezifuyo zabo.
1a1d09008e	IGibhithe izakuba yinkangala echithekileyo. Lapho-ke bazakwazi ukuthi mina nginguThixo. Ngoba wathi, “INayili ngeyakho; nguwe owayenzayo,”
1a1d0a00c1	ngakho ngimelana lawe kanye lezifula zakho, njalo ngizakwenza ilizwe laseGibhithe libe lunxiwa logwadule oluphundlekileyo kusukela eMigidoli kusiya e-Asiwani, kuze kuyefika emngceleni weKhushi.
1a1d0b007b	Akulanyawo lomuntu loba olwenyamazana oluzadabula phakathi kwalo; akulamuntu ozahlala khona okweminyaka engamatshumi amane.
1a1d0c0103	Ngizakwenza ilizwe laseGibhithe libe ngeliphundlekileyo phakathi kwamazwe achithekileyo, njalo amadolobho alo azaphundleka okweminyaka engamatshumi amane phakathi kwamadolobho angamanxiwa. AmaGibhithe ngizawachithela phakathi kwezizwe ngiwahlakazele emazweni.
1a1d0d0085	Kodwa nanku okutshiwo nguThixo Wobukhosi: Ekupheleni kweminyaka engamatshumi amane ngizaqoqa amaGibhithe ezizweni ayehlakazelwe kuzo.
1a1d0e0073	Ngizawabuyisela evela ekuthunjweni yiGibhithe, ePhathrosi, ilizwe labokhokho babo. Lapho bazakuba ngumbuso omncane.
1a1d0f009e	Uzakuba ngumbuso omncane kakhulu emibusweni njalo kawuyikuziphakamisela phezulu kwezinye izizwe futhi. Ngizawenza ungabi lamandla ukuze ungabusi izizwe futhi.
1a1d1000bf	IGibhithe kaliyikuba ngumthombo wethemba futhi wabantu bako-Israyeli kodwa lizakuba yisikhumbuzo sesono sabo sokuyafuna usizo kulo. Lapho-ke bazakwazi ukuthi mina nginguThixo Wobukhosi.’”
1a1d110076	Ngomnyaka wamatshumi amabili lesikhombisa, ngenyanga yakuqala ngelanga lakuqala, ilizwi likaThixo lafika kimi lisithi:
1a1d120106	“Ndodana yomuntu, uNebhukhadineza inkosi yaseBhabhiloni waqhuba ibutho lakhe ukuyakulwa impi enzima leThire, amakhanda wonke aphuculwa aphuceka, lamahlombe wonke aba buhlungu. Ikanti yena lebutho lakhe kabatholanga mvuzo empini ayikhokhela ekuhlaseleni iThire.
1a1d1300bf	Ngakho nanku okutshiwo nguThixo Wobukhosi: IGibhithe ngizalinikela kuNebhukhadineza inkosi yaseBhabhiloni, njalo uzathumba inotho yalo. Uzaliphundla aliphange ilizwe njengeholo lebutho lakhe.
1a1d140076	Ngimnike iGibhithe njengomvuzo wemizamo yakhe ngoba yena lebutho lakhe lokho bakwenzela mina, kutsho uThixo Wobukhosi.
1a1d150098	Ngalolosuku ngizakwenza uphondo lukhulele indlu ka-Israyeli, njalo ngizavula umlomo wakho phakathi kwabo. Lapho-ke bazakwazi ukuthi mina nginguThixo.”
1a1e010025	Ilizwi likaThixo lafika kimi lisithi:
1a1e020070	“Ndodana yomuntu, phrofetha uthi: ‘Nanku okutshiwo nguThixo Wobukhosi: Lilani lithi, “Maye ngalolosuku!”
1a1e030066	Ngoba usuku seluseduze, usuku lukaThixo seluseduze usuku lwamayezi, isikhathi sokutshabalala kwezizwe.
1a1e0400a3	Inkemba izakumelana leGibhithe, losizi luzakwehlela phezu kukaKhushi. Lapho ababuleweyo besiwa eGibhithe inotho yalo izathunjwa lezisekelo zalo zidilizelwe phansi.
1a1e050081	IKhushi lePhuthi, iLudi le-Arabhiya yonke, iLibhiya kanye labantu belizwe lesivumelwano bazabulawa ngenkemba ndawonye leGibhithe.
1a1e0600c5	Nanku okutshiwo nguThixo Wobukhosi: Abasekeli beGibhithe bazakufa, lamandla alo aziqhenyayo azaphela. Kusukela eMigidoli kusiya e-Asiwani bazakuwa ngenkemba phakathi kwalo, kutsho uThixo Wobukhosi.
1a1e07006d	Bazachitheka phakathi kwamazwe achithekileyo, njalo amadolobho abo azakuba phakathi kwamadolobho adiliziweyo.
1a1e080074	Lapho-ke bazakwazi ukuthi mina nginguThixo, lapho sengithungela iGibhithe ngomlilo labasizi balo bonke sebeqothulwe.
1a1e0900c8	Ngalolosuku izithunywa zizaphuma zisuka kimi ngemikhumbi ziyetshayisa iKhushi ngovalo, kuphele ukungazikhathazi kwalo. Bazakwehlelwa lusizi ngosuku lokutshabalala kweGibhithe, ngoba ngempela kuzafika.
1a1e0a0077	Nanku okutshiwo nguThixo Wobukhosi: Ngizawaqeda amaxuku aseGibhithe ngesandla sikaNebhukhadineza inkosi yaseBhabhiloni.
1a1e0b00b2	Yena lebutho lakhe, abalolunya olukhulu phakathi kwezizwe, bazalethwa ukuba bachithe ilizwe. Bazahwatsha izinkemba zabo ukuba bamelane leGibhithe bagcwalise ilizwe ngababuleweyo.
1a1e0c009f	Ngizakomisa izifula zeNayili lelizwe ngilithengisele abantu ababi; ngesandla sabezizweni, ngizalichitha ilizwe, lakho konke okukulo. Mina Thixo sengikhulumile.
1a1e0d00a9	Nanku okutshiwo nguThixo Wobukhosi: Ngizachitha izithombe ngiqede izifanekiso eMemfisi. Akusayikuba khona inkosana eGibhithe, njalo ngizaletha ukwesaba kulolonke ilizwe.
1a1e0e005e	Ngizachitha iPhathrosi, ngithungele iZowani ngomlilo, besengiletha isijeziso phezu kweThebesi.
1a1e0f0063	Ngizakwehlisela ulaka lwami phezu kwePhelusiyami, inqaba yaseGibhithe, ngiqede lamaxuku aseThebesi.
1a1e100091	Ngizathungela iGibhithe ngomlilo; iPhelusiyami izajanqula ngobuhlungu. IThebesi izathunjwa ngesidumo esikhulu; iMemfisi izakuba sosizini olumiyo.
1a1e110061	Amajaha aseHeliyopholisi leBhubhastisi azabulawa ngenkemba, lamadolobho wona ngokwawo azathunjwa.
1a1e1200b3	EThahiphanesi imini izakuba mnyama, lapho ngisephula ijogwe leGibhithe; khonale-ke amandla alo aziqhenyayo azaphela. Azakwembeswa ngamayezi, njalo imizi yalo izakuya ekuthunjweni.
1a1e130066	Ngokunjalo ngizakwehlisela isijeziso phezu kweGibhithe, njalo bazakwazi ukuthi mina nginguThixo.’”
1a1e140069	Ngomnyaka wetshumi lanye, ngenyanga yakuqala ngosuku lwesikhombisa, ilizwi likaThixo lafika kimi lisithi:
1a1e1500a0	“Ndodana yomuntu, sengiyephule ingalo kaFaro inkosi yaseGibhithe. Kayibotshwanga ukuba iphole kumbe ifakwe uhlaka ukuze iqine okwanele ukuthi iphathe inkemba.
1a1e1600bb	Ngakho-ke nanku okutshiwo nguThixo Wobukhosi: Ngimelana loFaro inkosi yaseGibhithe. Ngizazephula zombili izingalo zakhe, eqinileyo kanye leyephukileyo, ngenze inkemba iwe esandleni sakhe.
1a1e170044	Ngizachithela amaGibhithe phakathi kwezizwe ngiwahlakazele emazweni.
1a1e1800b0	Ngizaqinisa izingalo zenkosi yaseBhabhiloni ngifake inkemba yami ezandleni zayo, kodwa izingalo zikaFaro ngizazephula, njalo uzabubula phambi kwayo njengomuntu olimale okokufa.
1a1e1900ea	Ngizaqinisa izingalo zenkosi yaseBhabhiloni, kodwa izingalo zikaFaro zizakuba buthakathaka. Lapho-ke bazakwazi ukuthi mina nginguThixo lapho sengifaka inkemba yami esandleni senkosi yaseBhabhiloni layo isiyizunguza imelane leGibhithe.
1a1e1a0078	Ngizachithela amaGibhithe phakathi kwezizwe ngiwahlakazele emazweni futhi. Lapho-ke azakwazi ukuthi mina nginguThixo.”
1a1f010067	Ngomnyaka wetshumi lanye, ngenyanga yesithathu ngosuku lwakuqala, ilizwi likaThixo lafika kimi lisithi:
1a1f02007b	“Ndodana yomuntu, tshono kuFaro inkosi yaseGibhithe lakumaxuku akhe uthi: ‘Ngubani ongalinganiswa lawe ngobucwazicwazi?
1a1f0300aa	Cabanga i-Asiriya, eyake yaba ngumsedari eLebhanoni, olamagatsha amahle embese ihlathi ngomthunzi; wawumude uphezulu le, isihloko sawo singaphezu kwamahlamvu avitshileyo.
1a1f0400a8	Amanzi awondla, imithombo etshonayo yawenza wakhula waba mude; izifudlana zayo zageleza emaceleni esidindi sawo sonke, imisele yazo ayafika kuzozonke izihlahla zeganga.
1a1f050096	Wawuphakeme kanjalo umude kulazo zonke izihlahla zeganga; ingatsha zawo zanda, ingatsha zawo zakhula zaba zinde zendlalekile ngenxa yobunengi bamanzi.
1a1f0600b2	Zonke izinyoni zasemoyeni zakhela izidleke zazo ezingatsheni zawo, zonke izinyamazana zeganga zazalela ngaphansi kwezingatsha zawo; zonke izizwe ezinkulu zahlala emthunzini wawo.
1a1f070078	Wawunkanyazela ngobuhle bawo, ngezingatsha zawo ezendlalekileyo, ngoba impande zawo zazitshona phansi emanzini amanengi.
1a1f0800c1	Imisedari esivandeni sikaNkulunkulu yayingeke ilingane lawo, kumbe izihlahla zemiphayini zibe lezingatsha ezingafana lezawo, akukho sihlahla esivandeni sikaNkulunkulu esasingaba sihle njengawo.
1a1f09006d	Ngawenza waba muhle ngezingatsha ezinengi, wahawukelwa yizihlahla zonke zase-Edeni esivandeni sikaNkulunkulu.
1a1f0a00b8	Ngakho-ke nanku okutshiwo nguThixo Wobukhosi: Ngoba wawumude uphezulu le, isihloko sawo siphakamele ngaphezu kwezingatsha ezivitshileyo, njalo ngenxa yokuthi wawuziqhenya ngobude bawo,
1a1f0b0059	ngawunikela kumbusi wezizwe ukuba awuphathe ngokufanele ububi bawo. Ngawulahlela eceleni,
1a1f0c00fb	njalo isizwe sasezizweni esilesihluku kulazo zonke sawucakazela phansi sawutshiya. Ingatsha zawo zawela phezu kwezintaba lasezigodini zonke, amagatsha awo ephukela ezindongeni zonke zelizwe. Zonke izizwe zasemhlabeni zasuka emthunzini wawo zawutshiya.
1a1f0d007a	Zonke izinyoni zasemoyeni zahlala phezu kwesihlahla esiwileyo, lezinyamazana zonke zeganga zaziphakathi kwezingatsha zaso.
1a1f0e013e	Ngakho kazikho ezinye izihlahla ngasemanzini ezizaphakama ngokuziqhenya phezulu le, zifikise izihloko zazo ngaphezu kwezingatsha. Kazikho ezinye izihlahla ezizuza amanzi kuhle kanjalo ezizake zifike phezulu kangako; zonke zimiselwe ukufa, emhlabeni ongaphansi, phakathi kwabantu abafayo, kanye lalabo abehlela egodini.
1a1f0f0103	Nanku okutshiwo nguThixo Wobukhosi: Ngosuku owehliselwa ngalo engcwabeni, ngavala imithombo etshonayo ngokulilelwa kwawo, ngamisa izifudlana zawo, lamanzi awo amanengi avinjelwa. Ngenxa yawo ngembesa iLebhanoni ngomnyama, njalo zonke izihlahla zeganga zabuna.
