0100000007	Geneză
260a0100a0	Cereţi de la DOMNUL ploaie la timpul ploii târzii; astfel DOMNUL va face nori strălucitori şi le va da averse de ploaie, la fiecare om verdeaţă în câmp.
260a0200dd	Pentru că idolii au vorbit deşertăciune şi ghicitorii au văzut o minciună şi au istorisit vise false; ei mângâie în deşert; de aceea ei au mers pe calea lor ca o turmă, s-au tulburat pentru că nu era păstor.
260a0300b6	Mânia mea s-a aprins împotriva păstorilor şi am pedepsit ţapii, pentru că DOMNUL oştirilor a cercetat turma sa, casa lui Iuda, şi i-a făcut ca pe calul său ales în luptă.
260a040063	Din el a ieşit colţul, din el cuiul, din el arcul de bătălie, din el fiecare opresor laolaltă.
260a0500b8	Şi ei vor fi ca războinici care calcă pe duşmanii lor, în noroiul străzilor, în bătălie; şi vor lupta, pentru că DOMNUL este cu ei şi cei călare pe cai vor fi încurcaţi.
260a0600e8	Şi voi întări casa lui Iuda şi voi salva casa lui Iosif, şi îi voi aduce pentru a-i pune înapoi, pentru că am milă de ei; şi vor fi ca şi cum nu i-aş fi lepădat, pentru că eu sunt DOMNUL Dumnezeul lor şi îi voi auzi.
260a0700a8	Şi cei din Efraim vor fi ca un războinic; şi inima lor se va bucura ca de vin; da, copiii lor vor vedea aceasta şi se vor veseli; inima lor se va bucura în DOMNUL.
260a08007e	Eu voi şuiera după ei şi îi voi aduna, pentru că i-am răscumpărat; şi se vor înmulţi precum se înmulţeau înainte.
260a09009e	Şi îi voi semăna printre popoare, iar ei îşi vor aminti de mine în ţări îndepărtate; şi vor trăi, ei şi copiii lor, şi se vor întoarce din nou.
260a0a00a9	De asemenea îi voi aduce din nou din ţara Egiptului şi îi voi aduna din Asiria şi îi voi duce în ţara Galaadului şi în Liban şi loc nu va fi găsit pentru ei.
260a0b00bb	Şi el va trece prin mare cu necaz şi va lovi valurile în mare şi toate adâncurile râului se vor usca; şi mândria Asiriei va fi coborâtă şi sceptrul Egiptului se va îndepărta.
260a0c0064	Şi îi voi întări în DOMNUL; şi ei vor umbla în sus şi în jos în numele său, spune DOMNUL.
260b010041	Deschide-ţi uşile, Libanule, ca focul să îţi mistuie cedrii.
260b0200a1	Urlă, bradule, pentru că cedrul a căzut, pentru că puternicii sunt prădaţi. Urlaţi, stejari ai Basanului, pentru că pădurea cea deasă a fost dată jos.
260b030094	Răsună urletul păstorilor, pentru că gloria lor este prădată; răsună răcnetul leilor tineri, pentru că mândria Iordanului este prădată.
260b04003a	Astfel spune DOMNUL Dumnezeul meu: Paşte turma de măcel;
260b0500b1	Ale căror stăpâni le înjunghie, şi nu se cred vinovaţi; şi cei care le vând, spun: Binecuvântat fie DOMNUL, pentru că sunt bogat; şi păstorii lor nu au milă de ele.
260b0600e3	Fiindcă nu voi mai avea milă de locuitorii ţării, spune DOMNUL; ci, iată, voi da pe oameni, pe fiecare în mâna aproapelui său şi în mâna împăratului său; şi ei vor lovi ţara şi nu îi voi elibera din mâna lor.
260b0700b7	Şi voi paşte turma de măcel, pe voi, cele sărace din turmă. Şi mi-am luat două toiege; pe unul l-am numit Frumuseţe şi pe celălalt l-am numit Legături; şi păşteam turma.
260b080079	Într-o lună am nimicit de asemenea trei păstori; şi sufletul meu i-a urât şi sufletul lor de asemenea m-a detestat.
260b0900ad	Atunci am spus: Nu vă voi mai paşte; cea care moare, să moară; şi cea care trebuie stârpită, să fie stârpită; şi restul să mănânce, fiecare, carnea celeilalte.
260b0a0082	Şi mi-am luat toiagul, Frumuseţe, şi l-am tăiat în două, ca să rup legământul meu pe care l-am făcut cu toate popoarele.
260b0b0083	Şi a fost rupt în acea zi: şi astfel, cei săraci ai turmei, care m-au aşteptat, au cunoscut că acesta era cuvântul DOMNULUI.
260b0c0096	Şi le-am spus: Dacă credeţi că este bine, daţi-mi plata mea; iar dacă nu, lăsaţi-o. Astfel ei mi-au cântărit ca preţ, treizeci de arginţi.
260b0d00ac	Şi DOMNUL mi-a spus: Aruncă-l olarului: un preţ frumos cu care am fost preţuit de ei. Şi am luat cei treizeci de arginţi şi i-am aruncat olarului, în casa DOMNULUI.
260b0e006e	Atunci am tăiat în două celălalt toiag al meu, Legături, ca să rup înfrăţirea dintre Iuda şi Israel.
260b0f003d	Şi DOMNUL mi-a spus: Ia-ţi şi uneltele unui păstor nebun.
260b100123	Pentru că, iată, voi ridica un păstor în ţară care nu va cerceta pe cele care sunt stârpite, nici nu va căuta pe cea tânără, nici nu va vindeca pe cea rănită, nici nu va paşte pe cea care stă pe loc; ci carnea celor îngrăşate va mânca şi le va rupe copitele în bucăţi.
260b1100b2	Vai de păstorul idolatru, ce părăseşte turma! Sabia va fi pe braţul lui şi pe ochiul lui drept; braţul lui va fi uscat deplin şi ochiul lui drept va fi deplin întunecat.
260c010099	Povara cuvântului DOMNULUI pentru Israel, spune DOMNUL, care întinde cerurile şi pune temelia pământului şi formează duhul omului înăuntrul lui.
260c0200c0	Iată, voi face Ierusalimul un pahar de cutremurare pentru toate popoarele de jur împrejur, când ele vor fi de asemenea la asediu atât împotriva lui Iuda cât şi împotriva Ierusalimului.
260c0300cb	Şi în acea zi voi face Ierusalimul o piatră grea pentru toate popoarele: toţi câţi se vor împovăra cu ea vor fi tăiaţi în bucăţi, deşi toate popoarele pământului se adună împotriva lui.
260c0400c2	În acea zi, spune DOMNUL, voi lovi fiecare cal cu înmărmurire şi pe călăreţul lui cu nebunie; şi îmi voi deschide ochii peste casa lui Iuda şi voi lovi cu orbire toţi caii popoarelor.
260c050084	Şi guvernatorii lui Iuda vor spune în inima lor: Locuitorii Ierusalimului vor fi tăria mea, în DOMNUL oştirilor, Dumnezeul lor.
260c060105	În acea zi îi voi face pe guvernatorii lui Iuda ca o vatră de foc între lemne şi ca o torţă de foc într-un snop; şi ei vor mistui toate popoarele de jur împrejur, la dreapta şi la stânga: şi Ierusalimul va locui din nou la locul său în Ierusalim.
260c0700ac	DOMNUL de asemenea va salva corturile lui Iuda întâi, pentru ca gloria casei lui David şi gloria locuitorilor Ierusalimului să nu se preamărească împotriva lui Iuda.
260c0800b8	În acea zi DOMNUL va apăra pe locuitorii Ierusalimului; şi cel slab între ei, în acea zi, va fi ca David; şi casa lui David va fi ca Dumnezeu, ca îngerul DOMNULUI înaintea lor.
260c090074	Şi se va întâmpla în acea zi că, eu voi căuta să nimicesc toate naţiunile care vin împotriva Ierusalimului.
260c0a0151	Şi voi turna peste casa lui David şi peste locuitorii Ierusalimului duhul harului şi al cererilor; şi ei vor privi spre mine, acela pe care l-au străpuns, şi vor jeli pentru el, precum jeleşte cineva pentru singurul lui fiu, şi vor fi în amărăciune pentru el, precum este cineva în amărăciune pentru întâiul său născut.
260c0b0060	În acea zi va fi o jelire mare în Ierusalim, ca jelirea din Hadadrimon în valea Meghidonului.
260c0c00a5	Şi ţara va jeli, fiecare familie deoparte; familia casei lui David deoparte şi soţiile lor deoparte; familia casei lui Natan deoparte, şi soţiile lor deoparte;
260c0d0073	Familia casei lui Levi deoparte, şi soţiile lor deoparte; familia lui Şimei deoparte, şi soţiile lor deoparte;
260c0e0052	Toate familiile care rămân, fiecare familie deoparte, şi soţiile lor deoparte.
260d01007d	În acea zi se va deschide o fântână casei lui David şi locuitorilor Ierusalimului, pentru păcat şi pentru necurăţie.
260d0200d2	Şi se va întâmpla în acea zi, spune DOMNUL oştirilor, că voi stârpi din ţară numele idolilor şi ei nu vor mai fi amintiţi; şi de asemenea voi face pe profeţi şi duhul necurat să iasă din ţară.
260d03010c	Şi se va întâmpla când cineva va mai profeţi că, tatăl său şi mama sa, care l-au născut, îi vor spune: Nu vei trăi, pentru că vorbeşti minciuni în numele DOMNULUI; şi tatăl său şi mama sa, care l-au născut, îl vor străpunge când el profeţeşte.
260d0400ba	Şi se va întâmpla în acea zi că, profeţii vor fi ruşinaţi, fiecare de viziunea lui, după ce va fi profeţit; nici nu vor mai purta ei o îmbrăcăminte aspră pentru a înşela;
260d050075	Ci el va spune: Nu sunt profet, sunt agricultor, pentru că un om m-a învăţat să păzesc vite din tinereţea mea.
260d060090	Şi cineva îi va spune: Ce sunt aceste răni în mâinile tale? Atunci el va răspunde: Acelea cu care am fost rănit în casa prietenilor mei.
260d0700e0	Trezeşte-te, sabie, împotriva păstorului meu şi împotriva omului care este tovarăşul meu, spune DOMNUL oştirilor; loveşte păstorul, şi oile vor fi împrăştiate; şi eu îmi voi întoarce mâna asupra micuţilor.
260d080093	Şi se va întâmpla în toată ţara, spune DOMNUL, că două părţi din ea vor fi stârpiţi şi vor muri, dar a treia parte va rămâne în ea.
260d09010d	Şi eu voi duce a treia parte prin foc şi îi voi curăţa precum argintul este curăţat şi îi voi încerca precum aurul este încercat; ei vor chema numele meu şi eu îi voi asculta; voi spune: Acesta este poporul meu; iar ei vor spune: DOMNUL este Dumnezeul meu.
260e01004e	Iată, ziua DOMNULUI vine, şi prada ta va fi împărţită în mijlocul tău.
260e0200fe	Fiindcă voi aduna toate naţiunile la luptă împotriva Ierusalimului; şi cetatea va fi luată, şi casele vor fi jefuite, şi femeile violate; şi jumătate din cetate va merge în captivitate şi rămăşiţa poporului nu va fi stârpită din cetate.
260e03006d	Atunci va ieşi DOMNUL şi va lupta împotriva acelor naţiuni, ca atunci când a luptat în ziua bătăliei.
260e040126	Şi picioarele lui vor sta în acea zi pe muntele Măslinilor, care este înaintea Ierusalimului, la est, şi muntele Măslinilor se va despica în mijlocul său spre est şi spre vest, şi va fi o vale foarte mare; şi jumătate din munte se va retrage spre nord şi jumătate din el spre sud.
260e05010b	Şi voi veţi fugi spre valea munţilor, pentru că valea munţilor va ajunge până la Aţel; da, veţi fugi, precum aţi fugit dinaintea cutremurului în zilele lui Ozia, împăratul lui Iuda; şi DOMNUL Dumnezeul meu va veni, şi toţi sfinţii împreună cu tine.
260e06005d	Şi se va întâmpla în acea zi, că lumina nu va fi nici strălucitoare, nici întunecată;
260e07006c	Ci va fi o zi cunoscută DOMNULUI, nici ca zi, nici ca noapte; ci se va întâmpla, că seara va fi lumină.
260e0800b2	Şi se va întâmpla în acea zi, că ape vii vor ieşi din Ierusalim: jumătate din ele spre marea de est şi jumătate din ele spre marea de vest; vara şi iarna va fi aceasta.
260e09006e	Şi DOMNUL va fi împărat peste tot pământul; în acea zi va fi un singur DOMN şi numele lui, unul singur.
260e0a0137	Toată ţara va fi transformată într-o câmpie, de la Gheba până la Rimon, la sud de Ierusalim; şi acesta va fi înălţat şi va fi locuit pe locul său, de la poarta lui Beniamin până la locul porţii întâi, până la poarta colţului şi de la turnul lui Hananeel până la teascurile împăratului.
260e0b006d	Şi oameni vor locui în el şi nu va mai fi o nimicire totală, ci Ierusalimul va fi locuit în siguranţă.
260e0c0101	Şi aceasta va fi plaga cu care DOMNUL va lovi toate popoarele care au luptat împotriva Ierusalimului: Carnea li se va mistui în timp ce ei stau încă pe picioarele lor, şi ochii li se vor mistui în orbitele lor, şi limba li se va mistui în gura lor.
260e0d00c0	Şi se va întâmpla în acea zi, că va fi un mare tumult de la DOMNUL printre ei; şi vor apuca, fiecare, mâna aproapelui său şi mâna lui se va ridica împotriva mâinii aproapelui său.
260e0e00a3	Şi Iuda de asemenea va lupta la Ierusalim; şi bogăţiile tuturor păgânilor de jur împrejur vor fi strânse împreună, aur şi argint şi haine foarte multe.
260e0f0092	Şi astfel va fi plaga calului, a catârului, a cămilei şi a măgarului şi a tuturor vitelor care vor fi în acele corturi, ca această plagă.
260e1000e6	Şi se va întâmpla, că oricine care rămâne din toate naţiunile care au venit împotriva Ierusalimului se vor urca din an în an să se închine Împăratului, DOMNULUI oştirilor, şi să ţină sărbătoarea tabernacolelor.
260e1100a7	Şi va fi astfel, că oricine nu se va urca din toate familiile pământului la Ierusalim să se închine Împăratului, DOMNULUI oştirilor, peste ei nu va fi ploaie.
260e1200ae	Şi dacă familia Egiptului nu urcă şi nu vine, aceea nu va avea ploaie; va fi plaga cu care DOMNUL va lovi păgânii care nu urcă să ţină sărbătoarea tabernacolelor.
260e130078	Aceasta va fi pedeapsa Egiptului şi pedeapsa tuturor naţiunilor care nu urcă să ţină sărbătoarea tabernacolelor.
260e140087	În acea zi va fi pe clopoţeii cailor: SFINŢENIE DOMNULUI; şi oalele din casa DOMNULUI vor fi ca vasele adânci înaintea altarului.
260e1500f0	Da, fiecare oală în Ierusalim şi în Iuda va fi sfinţenie DOMNULUI oştirilor; şi toţi cei care sacrifică vor veni şi vor lua din ele şi vor fierbe în ele; şi în acea zi nu va mai fi niciun canaanit în casa DOMNULUI oştirilor.
2700000007	Maleahi
2701010037	Povara cuvântului DOMNULUI către Israel prin Maleahi.
270102008c	Te-am iubit, spune DOMNUL. Totuşi voi spuneţi: În ce ne-ai iubit? Nu era Esau fratele lui Iacob? spune DOMNUL; totuşi am iubit pe Iacob,
2701030069	Şi pe Esau l-am urât şi munţii săi şi moştenirea sa le-am făcut pustii pentru dragonii pustiului.
2701040107	Pentru că Edom spune: Suntem săraci dar ne vom întoarce şi vom zidi locurile pustiite; astfel spune DOMNUL oştirilor: Vor zidi, dar eu voi surpa; şi îi vor numi: Graniţa stricăciunii; şi: Poporul împotriva căruia DOMNUL are indignare pentru totdeauna.
270105005f	Şi ochii voştri vor vedea şi veţi spune: DOMNUL va fi preamărit de la graniţa lui Israel.
2701060129	Un fiu onorează pe tatăl său şi un servitor pe stăpânul său. De aceea dacă eu sunt tată, unde este onoarea mea? Şi dacă sunt stăpân, unde este temerea de mine? vă spune DOMNUL oştirilor, preoţilor, care dispreţuiţi numele meu. Iar voi spuneţi: În ce am dispreţuit numele tău?
270107008d	Voi aduceţi pâine întinată pe altarul meu şi spuneţi: În ce te-am întinat? În aceea că spuneţi: Masa DOMNULUI este de dispreţuit.
27010800e7	Şi dacă aduceţi pe cea oarbă ca sacrificiu, nu este rău? Şi dacă aduceţi pe cea şchioapă şi bolnavă, nu este rău? Adu-o acum guvernatorului tău; va fi el mulţumit de tine, sau te va primi el? spune DOMNUL oştirilor.
27010900ac	Şi acum, vă rog, implorați-l pe Dumnezeu să ne arate bunătate; aceasta a fost prin mijloacele voastre; va lua el aminte la vreunul dintre voi? spune DOMNUL oştirilor.
27010a00cb	Cine, chiar dintre voi, ar închide uşile fără motiv? Şi nu aţi aprinde foc fără motiv pe altarul meu. Nu am plăcere în voi, spune DOMNUL oştirilor, nici nu voi primi un dar din mâna voastră.
27010b00fd	Căci, de la răsăritul soarelui chiar până la apusul lui, numele meu va fi mare între neamuri; şi în fiecare loc, tămâie va fi oferită numelui meu şi o ofrandă pură, pentru că numele meu va fi mare între păgâni, spune DOMNUL oştirilor.
27010c0081	Dar voi l-aţi pângărit, în aceea că spuneţi: Masa DOMNULUI este întinată; şi rodul ei, mâncarea ei este de dispreţuit.
27010d010d	Aţi spus de asemenea: Iată, ce obositor este! Şi aţi suflat dispreţuitor asupra ei, spune DOMNUL oştirilor; şi aţi adus ceea ce a fost sfâşiat şi pe cea şchioapă şi pe cea bolnavă; astfel aţi adus ofrandă, să o accept din mâna voastră? spune DOMNUL.
27010e0104	Dar blestemat [fie] înşelătorul, care are în turma lui o parte bărbătească şi face promisiune şi sacrifică Domnului un lucru corupt; fiindcă eu sunt un mare Împărat, spune DOMNUL oştirilor, şi numele meu este înspăimântător printre păgâni.
