0100000008	Génesis
290d0800b8	Porque se levantará nación contra nación, y reino contra reino. Habrá terremotos en varios lugares. Habrá hambres y problemas. Estas cosas son el comienzo de los dolores de parto.
290d0900a4	“Pero vigilad, porque os entregarán a los concilios. Seréis golpeados en las sinagogas. Estaréis ante gobernantes y reyes por mi causa, para darles testimonio.
290d0a003d	Primero hay que predicar la Buena Nueva a todas las naciones.
290d0b00d3	Cuando os lleven y os entreguen, no os preocupéis de antemano ni premeditéis lo que vais a decir, sino que decid lo que se os dé en esa hora. Porque no sois vosotros los que habláis, sino el Espíritu Santo.
290d0c0085	“El hermano entregará al hermano a la muerte, y el padre a su hijo. Los hijos se levantarán contra los padres y los harán morir.
290d0d006d	Seréis odiados por todos los hombres por causa de mi nombre, pero el que aguante hasta el final se salvará.
290d0e00d2	“Pero cuando veáis que la abominación de la desolación, de la que habló el profeta Daniel, está donde no debe estar” (que el lector entienda), “entonces los que estén en Judea huyan a las montañas,
290d0f0048	y el que esté en la azotea no baje ni entre para tomar algo de su casa.
290d10003c	Que el que esté en el campo no regrese para tomar su manto.
290d11004d	Pero ¡ay de las que están embarazadas y de las que amamantan en esos días!
290d12002d	Orad para que su huida no sea en el invierno.
290d13008f	Porque en esos días habrá opresión, como no la ha habido desde el principio de la creación que Dios creó hasta ahora, ni la habrá jamás.
290d140092	Si el Señor no hubiera acortado los días, ninguna carne se habría salvado; pero por amor a los elegidos, a quienes escogió, acortó los días.
290d150064	Entonces, si alguien les dice: “Miren, aquí está el Cristo” o “Miren, allí”, no lo crean.
290d16008e	Porque se levantarán falsos cristos y falsos profetas que harán señales y prodigios, para extraviar, si es posible, incluso a los elegidos.
290d17004b	Pero ustedes vigilen. “He aquí, os he dicho todas las cosas de antemano.
290d18005e	Pero en esos días, después de esa opresión, el sol se oscurecerá, la luna no dará su luz,
290d19005b	las estrellas caerán del cielo, y las potencias que están en los cielos serán sacudidas.
290d1a004e	Entonces verán al Hijo del Hombre venir en las nubes con gran poder y gloria.
290d1b008f	Entonces enviará a sus ángeles y reunirá a sus elegidos de los cuatro vientos, desde los confines de la tierra hasta los confines del cielo.
290d1c0088	“Ahora, de la higuera, aprended esta parábola. Cuando la rama ya está tierna y produce sus hojas, sabéis que el verano está cerca;
290d1d0064	así también vosotros, cuando veáis que suceden estas cosas, sabed que está cerca, a las puertas.
290d1e0056	De cierto os digo que esta generación no pasará hasta que sucedan todas estas cosas.
290d1f003d	El cielo y la tierra pasarán, pero mis palabras no pasarán.
290d200072	“Pero de ese día o de esa hora nadie sabe, ni siquiera los ángeles del cielo, ni el Hijo, sino sólo el Padre.
290d210045	Velad, estad atentos y orad, porque no sabéis cuándo es el momento.
290d2200a5	“Es como si un hombre que viaja a otro país, dejara su casa y diera autoridad a sus siervos, y a cada uno su trabajo, y ordenara también al portero que vigilara.
290d230090	Velad, pues, porque no sabéis cuándo vendrá el señor de la casa, si al atardecer, o a medianoche, o cuando cante el gallo, o por la mañana;
290d240038	no sea que, viniendo de repente, os encuentre durmiendo.
290d250029	Loque os digo, lo digo a todos: Velad”.
290e0100b5	Faltaban dos días para la Pascua y la Fiesta de los Panes sin Levadura, y los jefes de los sacerdotes y los escribas buscaban la manera de apoderarse de él con engaños y matarlo.
290e02005c	Pues decían: “No durante la fiesta, porque podría haber un disturbio entre el pueblo”.
290e0300db	Estando en Betania, en casa de Simón el leproso, mientras estaba sentado a la mesa, llegó una mujer con un frasco de alabastro con ungüento de nardo puro, muy costoso. Rompió el frasco y lo derramó sobre su cabeza.
290e040061	Pero algunos se indignaron entre sí, diciendo: “¿Por qué se ha desperdiciado este ungüento?
290e050083	Porque podría haberse vendido por más de trescientos denarios y haberse dado a los pobres”. Así que refunfuñaron contra ella.
290e060066	Pero Jesús le dijo: “Déjala en paz. ¿Por qué la molestas? Ella ha hecho una buena obra para mí.
290e070074	Porque tú siempre tienes a los pobres contigo, y cuando quieres les haces un bien; pero a mí no siempre me tienes.
290e080051	Ella ha hecho lo que ha podido. Ha ungido mi cuerpo de antemano para el entierro.
290e0900a8	Os aseguro que dondequiera que se predique esta Buena Noticia en todo el mundo, se hablará también de lo que ha hecho esta mujer para que quede constancia de ella.”
290e0a005b	Judas Iscariote, que era uno de los doce, se fue a los sumos sacerdotes para entregárselo.
290e0b006f	Ellos, al oírlo, se alegraron y prometieron darle dinero. Él buscó la manera de entregarlo convenientemente.
290e0c00b2	El primer día de los panes sin levadura, cuando sacrificaban la Pascua, sus discípulos le preguntaron: “¿Dónde quieres que vayamos a preparar para que comáis la Pascua?”
290e0d008b	Envió a dos de sus discípulos y les dijo: “Id a la ciudad, y allí os saldrá al encuentro un hombre con un cántaro de agua. Seguidle,
290e0e00a8	y dondequiera que entre, decid al dueño de la casa: “El Maestro dice: “¿Dónde está la sala de invitados, donde pueda comer la Pascua con mis discípulos?””.
290e0f0061	Él mismo te mostrará una gran habitación superior amueblada y preparada. Prepáranos allí”.
290e10007c	Sus discípulos salieron y entraron en la ciudad, y encontraron las cosas como él les había dicho, y prepararon la Pascua.
290e110021	Al anochecer llegó con los doce.
290e120080	Mientras estaban sentados y comiendo, Jesús dijo: “Os aseguro que uno de vosotros me va a traicionar: el que come conmigo.”
290e130083	Comenzaron a entristecerse y a preguntarle uno por uno: “¿Seguro que no soy yo?”. Y otro decía: “¿Seguro que no soy yo?”
290e14004b	Él les respondió: “Es uno de los doce, el que moja conmigo en el plato.
290e1500ae	Porque el Hijo del Hombre va como está escrito de él, pero ¡ay de aquel hombre por quien el Hijo del Hombre es entregado! Más le valdría a ese hombre no haber nacido”.
290e16007e	Mientras comían, Jesús tomó el pan y, después de bendecirlo, lo partió y les dijo: “Tomad, comed. Esto es mi cuerpo”.
290e170056	Tomó el cáliz y, después de dar gracias, se lo dio a ellos. Todos bebieron de ella.
290e18004a	Les dijo: “Esta es mi sangre del nuevo pacto, que se derrama por muchos.
290e190077	De cierto os digo que no beberé más del fruto de la vid hasta el día en que lo beba de nuevo en el Reino de Dios.”
290e1a003d	Después de cantar un himno, salieron al Monte de los Olivos.
290e1b0094	Jesús les dijo: “Esta noche todos vosotros tropezaréis por mi culpa, porque está escrito: “Heriré al pastor y las ovejas se dispersarán”.
290e1c004b	Sin embargo, cuando haya resucitado, iré delante de vosotros a Galilea”.
290e1d0039	Pero Pedro le dijo: “Aunque todos se ofendan, yo no”.
290e1e0089	Jesús le dijo: “Muy ciertamente te digo que hoy, incluso esta noche, antes de que el gallo cante dos veces, me negarás tres veces.”
290e1f0068	Pero él habló aún más: “Si tengo que morir con vosotros, no os negaré”. Todos dijeron lo mismo.
290e200066	Llegaron a un lugar que se llama Getsemaní. Dijo a sus discípulos: “Sentaos aquí mientras oro”.
290e21005b	Tomó consigo a Pedro, a Santiago y a Juan, y comenzó a estar muy preocupado y angustiado.
290e220051	Les dijo: “Mi alma está muy triste, hasta la muerte. Quedaos aquí y velad”.
290e230066	Se adelantó un poco, se postró en el suelo y oró para que, si era posible, la hora pasara de largo.
290e240086	Dijo: “Abba, Padre, todo es posible para ti. Por favor, aparta de mí esta copa. Pero no lo que yo deseo, sino lo que tú deseas”.
290e250064	Llegó y los encontró durmiendo, y dijo a Pedro: “Simón, ¿duermes? ¿No podías velar una hora?
290e260077	Velad y orad, para que no entréis en tentación. El espíritu, en efecto, está dispuesto, pero la carne es débil”.
290e270034	De nuevo se fue y oró diciendo las mismas palabras.
290e280065	Volvió y los encontró durmiendo, pues sus ojos estaban muy cargados; y no sabían qué responderle.
290e2900af	Llegó por tercera vez y les dijo: “Dormid ya y descansad. Ya es suficiente. La hora ha llegado. He aquí que el Hijo del Hombre ha sido entregado en manos de los pecadores.
290e2a0052	¡Levántate! Pongámonos en marcha. He aquí, el que me traiciona está cerca”.
290e2b00b0	En seguida, mientras aún hablaba, vino Judas, uno de los doce, y con él una multitud con espadas y palos, de parte de los sumos sacerdotes, de los escribas y de los ancianos.
290e2c007e	Y el que le entregaba les había dado una señal, diciendo: “Al que yo bese, ése es. Agarradle y llevadle con seguridad”.
290e2d0056	Cuando llegó, enseguida se acercó a él y le dijo: “¡Rabí! Rabí!” y le besó.
290e2e002c	Le pusieron las manos encima y le agarraron.
290e2f006d	Pero uno de los que estaban allí sacó su espada e hirió al siervo del sumo sacerdote y le cortó la oreja.
290e300067	Jesús les respondió: “¿Habéis salido, como contra un ladrón, con espadas y palos para prenderme?
290e310085	Cada día estaba con vosotros en el templo enseñando, y no me habéis arrestado. Pero esto es para que se cumplan las Escrituras”.
290e32001b	Todos le dejaron y huyeron.
290e330074	Cierto joven lo siguió, teniendo una tela de lino echada alrededor de su cuerpo desnudo. Los jóvenes lo agarraron,
290e340032	pero él dejó el lienzo y huyó de ellos desnudo.
290e35007e	Llevaron a Jesús ante el sumo sacerdote. Todos los jefes de los sacerdotes, los ancianos y los escribas se reunieron con él.
290e360094	Pedro le había seguido de lejos, hasta que llegó al patio del sumo sacerdote. Estaba sentado con los oficiales, y se calentaba a la luz del fuego.
290e370080	Los jefes de los sacerdotes y todo el consejo buscaban testigos contra Jesús para condenarlo a muerte, pero no los encontraron.
290e38005c	Porque muchos daban falso testimonio contra él, y sus testimonios no concordaban entre sí.
290e390045	Algunos se levantaron y dieron falso testimonio contra él, diciendo:
290e3a0073	“Le oímos decir: ‘Destruiré este templo hecho a mano, y en tres días construiré otro hecho sin manos’.”
290e3b0026	Aun así, su testimonio no concordaba.
290e3c0087	El sumo sacerdote se levantó en medio y preguntó a Jesús: “¿No tienes respuesta? ¿Qué es lo que éstos testifican contra ti?”
290e3d008a	Pero él se quedó callado y no respondió nada. De nuevo el sumo sacerdote le preguntó: “¿Eres tú el Cristo, el Hijo del Bendito?”
290e3e0079	Jesús dijo: “Yo soy. Veréis al Hijo del Hombre sentado a la derecha del Poder, y viniendo con las nubes del cielo”.
290e3f0060	El sumo sacerdote se rasgó las vestiduras y dijo: “¿Qué más necesidad tenemos de testigos?
290e40005d	¡Habéis oído la blasfemia! ¿Qué os parece?” Todos le condenaron a ser digno de muerte.
290e4100a4	Algunos empezaron a escupirle, a cubrirle la cara, a golpearle con los puños y a decirle: “¡Profeta!”. Los oficiales le golpearon con las palmas de las manos.
290e42005d	Mientras Pedro estaba en el patio de abajo, se acercó una de las criadas del sumo sacerdote,
290e43006a	y al ver que Pedro se calentaba, lo miró y le dijo: “¡Tú también estabas con el nazareno, Jesús!”
290e44006b	Pero él lo negó, diciendo: “No sé ni entiendo lo que dices”. Salió a la entrada; y cantó el gallo.
290e450061	La criada lo vio y comenzó a decir de nuevo a los que estaban allí: “Este es uno de ellos”.
290e4600be	Pero él volvió a negarlo. Al cabo de un rato, los que estaban allí volvieron a decir a Pedro: “Verdaderamente eres uno de ellos, pues eres galileo, y tu forma de hablar lo demuestra.”
290e470059	Pero él comenzó a maldecir y a jurar: “¡No conozco a ese hombre del que habláis!”
290e4800ad	El gallo cantó por segunda vez. Pedro recordó las palabras que le dijo Jesús: “Antes de que cante el gallo dos veces, me negarás tres”. Cuando pensó en eso, lloró.
290f0100ae	Por la mañana, los jefes de los sacerdotes, con los ancianos, los escribas y todo el consejo, celebraron una consulta, ataron a Jesús, lo llevaron y lo entregaron a Pilato.
290f02005d	Pilato le preguntó: “¿Eres tú el Rey de los judíos?” Respondió: “Eso dices tú”.
290f030038	Los jefes de los sacerdotes le acusaron de muchas cosas.
290f040062	Pilato volvió a preguntarle: “¿No tienes respuesta? Mira cuántas cosas declaran contra ti”.
290f050040	Pero Jesús no respondió más, por lo que Pilato se maravilló.
290f060045	En la fiesta solía liberar a un prisionero, cualquiera que pidiesen.
290f070088	Había uno llamado Barrabás, atado con sus compañeros de insurrección, hombres que en la insurrección habían cometido un asesinato.
290f080056	La multitud, gritando, comenzó a pedirle que hiciera lo que siempre hacía por ellos.
