2800000009	San Mateo
3a080900c1	No como el pacto que hice con sus padres el dia que los tomé por la mano para sacarlos de la tierra de Egipto: porque ellos no permanecieron en mi pacto, y yo los menosprecié, dice el Señor.
3a080a00fa	Por lo cual este es el pacto que ordenaré á la casa de Israel despues de aquellos dias, dice el Señor: Daré mis leyes en el alma de ellos, y sobre el corazon de ellos las escribiré: y seré á ellos por Dios, y ellos me serán á mí por pueblo:
3a080b009e	Y ninguno enseñará á su prójimo, ni ninguno á su hermano, diciendo: Conoce al Señor; porque todos me conocerán, desde el menor de ellos hasta el mayor.
3a080c0066	Porque seré propicio á sus injusticias, y de sus pecados, y de sus iniquidades no me acordaré más.
3a080d0078	Diciendo Nuevo [pacto,] dió por viejo al primero y lo que es dado por viejo y se envejece, cerca está de desvanecerse.
3a09010057	TENIA empero tambien el primer [pacto] reglamentos del culto, y [su] santuario mundano.
3a09020093	Porque el tabernáculo fué hecho: el primero en que [estaban] las lámparas, y la mesa, y los panes de la proposicion; lo que llaman el santuario.
3a0903004e	Tras el segundo velo [estaba] el tabernáculo, que llaman el lugar santísimo;
3a090400d7	El cual tenia un incensario de oro y el arca del pacto cubierta de todas partes alrededor de oro; en la que [estaba] una urna de oro que contenia el maná, y la vara de Aaron que reverdeció, y las tablas del pacto;
3a0905007f	Y sobre ella los querubines de gloria que cubrian el propiciatorio, de las cuales cosas no se puede ahora hablar en particular.
3a09060079	Y estas cosas así ordenadas, en el primer tabernáculo siempre entraban los sacerdotes para hacer los oficios del culto;
3a09070094	Mas en el segundo, solo el pontífice una vez en el año; no sin sangre, la cual ofrece por sí mismo, y [por] los pecados de ignorancia del pueblo:
3a090800ad	Dando en esto á entender el Espíritu Santo, que aun no estaba descubierto el camino para el [verdadero] santuario, entretanto que el primer tabernáculo estuviese en pié.
3a090900af	Lo cual [era] figura de aquel tiempo presente, en el cual se ofrecian presentes y sacrificios que no podian hacer perfecto, cuanto á la conciencia, al que servia [con ellos;]
3a090a0091	[Consistiendo] solo en viandas y bebidas, y en diversos lavamientos, y ordenanzas acerca de la carne, impuestas hasta el tiempo de la correccion.
3a090b00b7	Mas estando ya presente Cristo, Pontífice de los bienes que habian de venir, por [otro] más amplio y más perfecto tabernáculo, no hecho de manos, es á saber, no de esta creacion;
3a090c00a4	Y no por sangre de machos cabríos ni de becerros, mas por su propia sangre entró una sola vez en el santuario, habiendo obtenido [para nosotros] eterna redencion.
3a090d009a	Porque si la sangre de los toros y de los machos cabríos, y la ceniza de la becerra, rociada á los inmundos, santifica para la purificacion de la carne,
3a090e00c5	¿Cuánto más la sangre de Cristo, el cual por el Espíritu eterno se ofreció á sí mismo sin mancha á Dios, limpiará vuestras conciencias de las obras de muerte para que sirvais al Dios vivo?
3a090f00da	Así que por eso es Mediador del nuevo testamento, para que interviniendo muerte para la remision de las rebeliones [que habia] bajo del primer testamento, los que son llamados reciban la promesa de la herencia eterna.
3a0910004f	Porque donde [hay] testamento, necesario es que intervenga muerte del testador.
3a0911006f	Porque el testamento con la muerte es confirmado: de otra manera no es válido entretanto que el testador vive.
3a09120041	De donde [vino] que ni aun el primero fué consagrado sin sangre.
3a091300e7	Porque habiendo leido Moisés todos los mandamientos de la ley á todo el pueblo, tomando la sangre de los becerros y de los machos cabríos, con agua, y lana de grana, é hisopo, roció al mismo libro, y tambien á todo el pueblo.
3a09140042	Diciendo: Esta es la sangre del testamento que Dios os ha mandado.
3a09150061	Y además de esto roció tambien con la sangre el tabernáculo, y todos los vasos del ministerio.
3a09160065	Y casi todo es purificado segun la ley con sangre; y sin derramamiento de sangre no se hace remision.
3a091700a7	Fué pues necesario que las figuras de las cosas celestiales fuesen purificadas con estas cosas; empero las mismas cosas celestiales con mejores sacrificios que estos.
3a091800a0	Porque no entró Cristo en el santuario hecho de mano, figura del verdadero, sino en el mismo cielo para presentarse ahora por nosotros en la presencia de Dios.
3a09190073	Y no para ofrecerse muchas veces á sí mismo, como entra el pontífice en el santuario cada año con sangre ajena;
3a091a00dc	De otra manera fuera necesario que hubiera padecido muchas veces desde el principio del mundo: mas ahora una vez en la consumacion de los siglos, para deshacimiento del pecado, se presento por el sacrificio de sí mismo.
3a091b005c	Y de la manera que está establecido á los hombres que mueran una vez, y despues el juicio,
3a091c0096	Así tambien Cristo fué ofrecido una vez para agotar los pecados de muchos; y la segunda vez sin pecado será visto de los que lo esperan para salud.
3a0a0100d0	PORQUE la ley, teniendo la sombra de los bienes venideros, no la imágen misma de las cosas, nunca puede, por los mismos sacrificios que ofrecen continuamente cada año, hacer perfectos á los que se allegan.
3a0a020085	De otra manera cesarian de ofrecerse; porque los que tributan [este] culto, limpios de una vez, no tendrian mas conciencia de pecado.
3a0a030058	Empero en estos [sacrificios] cada año se hace [la misma] conmemoracion de los pecados.
3a0a040053	Porque la sangre de los toros y de los machos cabríos no puede quitar los pecados.
3a0a050065	Por lo cual, entrando en el mundo, dice: Sacrificio y presente no quisiste; mas me apropiaste cuerpo:
3a0a06003a	Holocaustos y [expiaciones] por el pecado no te agradaron.
3a0a07006f	Entónces dije: Héme aquí (en la cabecera del libro esta escrito de mí) para que haga, oh Dios, tu voluntad.
3a0a08009d	Diciendo arriba: Sacrificio y presente, y holocaustos, y [expiaciones] por el pecado, no quisiste, ni te agradaron, las cuales cosas se ofrecen segun la ley,
3a0a09006f	Entónces dijo: Héme aquí para que haga, oh Dios, tu voluntad. Quita lo primero, para establecer lo postrero.
3a0a0a0067	En la cual voluntad somos santificados por la ofrenda del cuerpo de Jesu-Cristo [hecha] una [sola] vez.
3a0a0b008f	Así que todo sacerdote se presenta cada dia ministrando y ofreciendo muchas veces los mismos sacrificios, que nunca pueden quitar los pecados:
3a0a0c0074	Pero este, habiendo ofrecido por los pecados un [solo] sacrificio para siempre, está sentado á la diestra de Dios,
3a0a0d0055	Esperando lo que resta, hasta que sus enemigos sean puestos por estrado de sus piés.
3a0a0e004c	Porque con una sola ofrenda hizo perfectos para siempre á los santificados.
3a0a0f0042	Y atestíguanos lo mismo el Espíritu Santo; que despues que dijo:
3a0a100090	Y este es el pacto que haré con ellos despues de aquellos dias, dice el Señor: Daré mis leyes en sus corazones y en sus almas las escribiré;
3a0a110038	Y nunca más me acordaré de sus pecados é iniquidades.
3a0a120041	Pues donde hay remision de estos, no hay más ofrenda por pecado.
3a0a13005f	Así que, hermanos, teniendo libertad para entrar en el santuario por la sangre de Jesu-Cristo,
3a0a140056	Por el camino que él nos consagró nuevo, y vivo; por el velo, esto es, por su carne:
3a0a150035	Y [teniendo] un Gran Sacerdote sobre la casa de Dios,
3a0a160096	Lleguémonos con corazón verdadero, en llena certidumbre de fé, purificados los corazones de mala conciencia, y lavados los cuerpos con agua limpia.
3a0a17005c	Mantengamos firme la profesion de nuestra fé, sin fluctuar, (que fiel es el que prometió;)
3a0a180058	Y considerémonos los unos á los otros para provocarnos al amor, y á las buenas obras:
3a0a190089	No dejando nuestra congregacion, como algunos tienen por costumbre mas exhortándonos; y tanto más, cuanto veis que aquel dia se acerca.
3a0a1a0082	Porque si pecáremos voluntariamente despues de haber recibido el conocimiento de la verdad, ya no queda sacrificio por el pecado,
3a0a1b005e	Sino una horrenda esperanza de juicio, y hervor de fuego que ha de devorar á los adversarios.
3a0a1c0074	El que menospreciare la ley de Moisés, por el testimonio de dos ó de tres testigos muere sin ninguna misericordia:
3a0a1d00cf	¿Cuánto pensais que será más digno de mayor castigo el que hollare al Hijo de Dios, y tuviere por inmunda la sangre del testamento, en la cual fué santificado, é hiciere afrenta al Espíritu de gracia?
3a0a1e007f	Sabemos [quien es] el que dijo: Mia es la venganza, yo daré el pago, dice el Señor. Y otra vez: El Señor juzgará su pueblo.
3a0a1f0031	Horrenda cosa es caer en las manos del Dios vivo.
3a0a200085	Empero traed á la memoria los dias pasados, en los cuales, despues de haber sido iluminados, sufristeis gran combate de aflicciones:
3a0a21009e	Por una parte, ciertamente, con vituperios y tribulaciones fuisteis hechos espectáculo; y por otra parte hechos compañeros de los que estaban en tal estado.
3a0a2200c1	Porque de mis prisiones tambien os resentisteis conmigo, y el robo de vuestros bienes padecisteis con gozo, conociendo que teneis en vosotros una mejor sustancia en los cielos, y que permanece.
3a0a23004d	No perdais pues vuestra confianza, que tiene grande remuneracion de galardon:
3a0a240068	Porque la paciencia os es necesaria; para que, habiendo hecho la voluntad de Dios, obtengais la promesa.
3a0a250043	Porque aun un poquito, y el que ha de venir vendrá, y no tardará.
3a0a26004c	Ahora el justo vivirá por fé; mas si se retirare, no agradará á mi alma.
3a0a270062	Pero nosotros no somos tales que nos retiremos para perdicion, sino fieles para ganancia del alma.
3a0b010064	ES pues la fé la sustancia de las cosas que se esperan, la demostracion de las cosas que no se ven.
3a0b020033	Porque por ella alcanzaron testimonio los antiguos.
3a0b03007e	Por la fé entendemos haber sido compuestos los siglos por la palabra de Dios, siendo hecho lo que se ve de lo que no se veia.
3a0b0400b4	Por la fé Abel ofreció á Dios mayor sacrificio que Cain, por la cual alcanzó testimonio de que era justo, dando Dios testimonio á sus presentes; y difunto, aun habla por ella.
3a0b0500a9	Por la fé Enoc fué traspuesto para no ver muerte, y no fué hallado, porque lo traspuso Dios. Y ántes que fuese traspuesto, tuvo testimonio de haber agradado á Dios.
3a0b06009a	Empero sin fé es imposible agradar á Dios; porque es menester que el que á Dios se allega, crea que le hay, y que es galardonador de los que le buscan.
3a0b0700dd	Por la fé Noé, habiendo recibido respuesta de cosas que aun no se veian, con temor aparejó el arca en que su casa se salvase: por la cual [fé] condenó al mundo, y fué hecho heredero de la justicia que es por la fé.
3a0b080081	Por la fé Abraham, siendo llamado, obedeció para salir al lugar que habia de recibir por heredad; y salió sin saber donde iba.
3a0b09008f	Por fé habitó en la tierra prometida como en [tierra] ajena, morando en cabañas con Isaac y Jacob, herederos juntamente de la misma promesa:
3a0b0a0052	Porque esperaba ciudad con fundamentos, el artífice y hacedor de la cual es Dios.
3a0b0b00b8	Por la fé tambien la misma Sara, siendo estéril, recibió fuerza para concebir simiente; y parió aun fuera del tiempo de la edad, porque creyó ser fiel el que [lo] habia prometido.
3a0b0c00a2	Por lo cual tambien, de uno, y ese ya amortecido, salieron como las estrellas del cielo en multitud, y como la arena innumerable que está á la orilla de la mar.
3a0b0d00c5	Conforme á la fé murieron todos estos sin haber recibido las promesas, sino mirándolas de léjos, y creyéndolas, y saludándolas; y confesando que eran peregrinos y advenedizos sobre la tierra.
3a0b0e004c	Porque los que esto dicen, claramente dan á entender que buscan una patria.
3a0b0f0055	Que si se acordaran de aquella de donde salieron, cierto tenian tiempo para volverse:
3a0b100095	Empero deseaban la mejor, es á saber, la celestial; por lo cual Dios no se avergüenza de llamarse Dios de ellos; porque les habia aparejado ciudad.
3a0b110073	Por fé ofreció Abraham á Isaac, cuando fué probado; y ofrecia al unigénito el que habia recibido las promesas.
3a0b12003b	Habiéndole sido dicho: En Isaac te será llamada simiente:
3a0b130074	Pensando que aun de los muertos [es] Dios poderoso para levantar; de donde tambien lo volvió á recibir por figura.
3a0b14004e	Por fé bendijo Isaac á Jacob y á Esaú respecto á cosas que habian de ser.
3a0b150079	Por fé Jacob, muriéndose, bendijo á cada uno de los hijos de José; y adoró [estribando] sobre la punta de su bordon.
3a0b160074	Por fé José muriéndose, se acordó de la partida de los hijos de Israel: y dió mandamiento acerca de sus huesos.
3a0b17008b	Por fé Moisés, nacido, fué escondido de sus padres por tres meses, porque lo vieron hermoso niño, y no temieron el mandamiento del rey.
3a0b180051	Por fé Moisés, hecho ya grande, rehusó ser llamado hijo de la hija de Pharaon;
3a0b190064	Escogiendo ántes ser afligido con el pueblo de Dios, que gozar de comodidades temporales de pecado:
