2800000005	Matei
2c13230108	Bu'kapo mwandiki ywa kilambo ngakitamika liki kipi'nga sa bandu na aatikwabakia, “Mwenga mwa bandu ba ku Efeso, dunia yoti itangite panga kilambo sa Efeso ngakili'ndi'la nyumba ya Nnu'ngu' Atemi ywabile nku'lu', na si'lu' kinyago sake sakitu'mbwike bu'ka kunani.
2c13240076	Bai, kwa mwanjaa makowe ga ntu'pu' ywakombwa kugakana, mupalikwa mutame liki kanemupange kikowe sosoti kwa kilokoloko.
2c13250076	Mwaletike bandu ba pano, pamope no panga bembe banayibali munyumba ya nnu'ngu', wala banankupululi ayu' nnu'ngu' witu.
2c1326008d	Bai, manaitei Demetilio na mapundi aine babile na likowe lyolyoti kwa mundu ywoywoti, mabalasa gabile, na alongosi babile, bakasitakyane kwo.
2c1327005c	Manaitei kubile na makowe gi'ngi' gogoti gamupala, gapalikwa gakaawanikiyilwe pa kibalangwa.
2c1328008b	Kwa mwanjaa tulu'e sitakilwa kwa kitumbu sa puyo yatupangite li'no. Ntu'pu' kitumbu satukombwa piya sakilu'wa yi'ki'tyana na puyo yi'no.”
2c13290027	Payomwi longela go, kitamo ngakiyomoka.
2c14010081	Paiyomwike puyo ya palu' Efeso, Pauli aakemi pamope aumini, ngaasenga myoyo yabe na kwalaga, ngaayabwa mwanja wo yenda Makedonia.
2c14020078	Aapi'ti muilambo yambone ya munni'ma wu'lu' ku'no kalongela na bandu makowe maingi ga kwasenga myoyo, ngaika ku Uyunani,
2c140300c6	akwo aatami myei itatu. Aapalike yabwa mwanja kwa ndi'la ya baali yenda ku Shamu, lakini kwa mwanjaa Ayahudi baampangi masauli maakau, ngaileka ndi'la yo no buyangana kwo pi'tya ndi'la ya Makedonia.
2c140400b8	Pauli aalongwaniye na Sopatilo mwana wa Pilo bu'ka Belea, Alisitako na Sekundo bu'ka Tesalonike, Gayo mundu wa bu'ka Delbe, Timoteo pamope na Tikiko na Tilofimo wa kunni'ma wa ku Asia.
2c14050038	Ila bandu bo baatilongolya, baayi'i kutuli'nda ku Tiloa.
2c140600b9	Bu'ka po pi'ta si'li'ku'si'li'ku' ya makati gangalu'la, na twenga twau'bwike meli bu'ka Filipi. Twaai mumwanja kwa masu'ba matano, ngatulu'mbana na aitu akwo Tiloa, ngatutama yuma yimo.
2c140700a6	Lisu'ba lya Jumapili, twaakwembine li'nga metwana likati pamope. Pauli aalongei na bandu, nembe kwa mwanjaa aabini bu'ka pammalau' yake, aayendeli longela mpaka meku.
2c1408003b	Mu'lu' musumba kuligolopwa, kwaai na imuli yambone kaiyaka.
2c140900c3	Mwinsembe yumo ywakemelwage Eutiko aatami palililisa, Pauli payendelyage ala liyi'gi'yo lya Nnu'ngu' kwa masaa gambone, Eutiko aalobi lugono ngatu'mbu'ka bu'ka kugolofa yenetatu. Bantondwi awile.
2c140a0065	Pauli auluki pai', aatiyinama na kunkumbatya ngabaya, “Kanemube na kyukala, ayu' mundu ayu'kite.”
2c140b006f	Bu'kapo Pauli ngau'bu'kya kai' kuligolopwa, aalimetwi likati no lya. Aayendeli longela mpaka kakusaa, ngabu'ka.
2c140c005c	Bandu bammuyanganiye kaya yu'lu' mwinsembe abi mwu'mi, nabembe myoyo yabe yaatiumukuka muno.
2c140d0090	Lakini twenga twaatilongolya u'bu'ka mumeli yenda Aso, kwembe ngatwaalagine tukampaki Pauli, kwa mwanjaa apalage ika kwo kwa ndi'la ya magu'lu'.
2c140e0051	Bai, aatukwembite ku'lu' Aso, twamwu'bwiye mumeli, twabu'i pamope mpaka Mitilene.
2c140f007d	Bu'kapo, twayendeli na mwanja, pammalau' yake ngatuika Kio. Lisu'ba lyenebi'li', twayi'mi Samo, na pammalau' ngatuika Mileto.
2c141000ba	Pauli aabini yendelya na mwanja kwa meli wangali pi'tya ku Efeso. Akanage yomwa masu'ba gambone muno akwo ku Asia, kwa mwanjaa atamaniage akalikoli lisu'ba lya Pentekosite ku Yelusalemu.
2c14110064	Pauli paabile ku Mileto, aatumike bandu yenda ku Efeso kwakema api'ndo ba kanisa sababonagane nakwe.
2c1412008b	Pababonagine nakwe aatikwabakia, “Mwenga mwabene munibweni mwanitami na mwenga masu'ba goti, bu'ka lisu'ba lyanitumbwi li'bata pano Asia.
2c14130070	Nintumikiye Bwana kwa kwibu'ya samani na kwa moli, kanikomeya mapayilwo gaganipatike bu'kana na ulau wa Ayahudi.
2c1414009a	Mutangite panga nimwiyangiteli likowe ata limo lyanilibweni likombwa kunnyangatiya mwenga, lakini nannyi'ganiye pa bandu kai' pansengo gumo mpaka wi'ngi'.
2c14150089	Naakwi'like Ayahudi na bandu bangali Ayahudi panga banng'alambuki Nnu'ngu' kwa kugaleka masambi na kumwu'bi'lya Bwana witu Yesu Kilisitu.
2c14160085	Bai, kwa mwanjaa ninnyu'wa Loo Mpeleteu, niyabwa mwanja wo yenda ku Yelusalemu, pamope no panga nigatangiteli gagayenda kunipata kwo.
2c14170087	Lakini sanikitangite si'no bai panga kila kilambo sanilu'a yenda Loo Mpeleteu anikong'ondelya panga pingwi na ngu'su'mbu' ngainili'nda.
2c141800c3	Lakini, bwu'mi wangu' niubalangilyali panga wa ngama muno kwangu' nenga, kulikoni kwiyomolya nganjo yangu' ya lyengo lyanipeyilwe na Bwana Yesu, lya kwiala abali inannoga ya ngu'ngu' ya Nnu'ngu'.
2c14190069	“Mulole mwoti mwanityangite, ala liyi'gi'yo lya Ukulungwa wa Nnu'ngu', ntu'pu' babaalu'a kunibona kai'.
2c141a0065	Kwa nyo, li'no nendakummakianga panga nenga ntu'pu' mundu ywoywoti ywalu'a oba ywakunibi'kya lukoolo.
2c141b0042	Kwa mwanjaa nenga nasi'yiteli kummakianga goti gaagapala Nnu'ngu'.
2c141c008f	Muli'ndi'le myoyo yinu na kipi'nga soti si'lu' Loo Mpeleteu ammi'kite mwenga. Mulikote kanisa lyake Nnu'ngu' lyaalipi'mite kwa myai yake mwene.
2c141d0099	Nitangite munomuno panga, mananibu'i nenga, bandu alau babalandana na mapu'mbe makali', baalu'a isa kunnyingilyanga wangali kibi'kya kiya kipi'nga si'no.
2c141e0092	Kai', bu'ka mukipi'nga sinu mwabene, baakatuka bandu babaalu'a kwaobeya ayabe kwo galambuya mayi'gano, li'nga baaute aumini na baabi'ngi'ye bembe.
2c141f0091	Kwa nyo, mube minyo ku'no kamuku'mbu'kya panga kwa myaka itatu ntawalia kilo na muntwekati, naatotokilweli kunkwi'li'ka kila mundu, ata kwa moli.
2c142000a4	“Bai, nambi'yambi', nimmi'kanga mumaboko ga Nnu'ngu' na kwa liyi'gi'yo lya ngu'ngu' yake lyalikombwa kunsenga, na kumpeyanga ulisi pamope na boti babapeleteyilwe.
2c14210040	Nenga naaminyikiyeli mbanje, wala ili'be yoyoti yaileta utayili.
2c1422007e	Mwenga mwabene mutangite panga maboko gangu' gano gatumike kwo paalya makowe gangu' namwene na balu' babaabile pamope nanenga.
2c142300e2	Kwa makowe goti, ninnayite panga kwa ndi'la yo panga kasi kwo binia, tupalikwa kwayangatiya bangali uweso na kugaku'mbu'kya mayi'gi'yo ga Bwana Yesu gaabaite, ‘Nantali muno kumpeya mundu kulikoni pokya bu'ka kwa mundu.’”
2c14240048	Payomwi longela go, Pauli aatikilikita na kunnu'ba Nnu'ngu' pamope nabo.
2c14250042	Boti baatili'la muno, ku'no kabannaga kwa kunkumbatya na kunnonia,
2c14260071	baatitotokelwa munomuno, kwa si'lu' saabakiye panga baalu'a kummonali kai'. Ngabamwindikiya mpaka payingi mumeli.
2c15010081	Patuyomwi lagana nabo, twau'bwike mumeli no yenda ntawalia mpaka Kosi. Pammalau' yake twaikite Lode, patubu'i kwo twayi'i Patala.
2c1502004a	Apo, twaikoli meli yailokage yenda ku Foinike, twaatiu'bu'ka no yendanayo.
2c150300bb	Patuikite Kuplo, twaasegite mbwega na kupaleka kumaki'ya gitu, twayendeli na mwanja mpaka Silia, twayi'mike meli yitu pakiloko sa Tilo, na apo meli yitu ngaipalikwage iuluye kigombo sake.
2c1504008b	Akwo, twaakoli aumini batwaatami nabo kwa yuma yimo. Nabembe kabalongoyelwa na Loo Mpeleteu, bammakie Pauli panga kaneayende ku Yelusalemu.
2c150500c1	Lakini pagayomwike masu'ba gotama palu', twaatibu'ka. Balu' aumini, pamope na alwawa na bana, baatituindikiya mpaka panja ya kilambo. Twaboti twaatikilikita palu' pambwani na kunnu'ba Nnu'ngu'.
2c15060043	Patuyomwi lagana, twaayingi mumeli, nabembe ngababuyangania kasabe.
2c15070075	Patubu'i Tilo, ngatuika ku Tolemai, akwo twatami nabo alongo aumini kwa lisu'ba limo kwapanga abali no bonagana nabo.
2c150800be	Pammalau' yake twatibu'ka ngatuika Kaisalia, twaiki munyumba ya Pilipi ywaalage abali inannoga, ywaabile yumo mwa balu' bandu saba babaasagulilwe ku Yelusalemu kwayangatiya alwawa awi'li'ka.
2c1509004e	Pilipi aabile na ai'nja banee, bembe baapeyilwe uweso wa ulondoli wa Nnu'ngu'.
2c150a0060	Bai, patutami kwo kwa masu'ba gambone, ngaisa Agabo, nnondoli yumo ywa Nnu'ngu', bu'ka ku Yudea.
2c150b00f5	Paatukolile, aautweti nkanda wa Pauli na kwitaba maboko na magu'lu' no baya, “Loo Mpeleteu abaya nnyanya, ‘Ayahudi ku'lu' ku Yelusalemu nga mwabaalu'a kuntaba mwene nkanda wu'no nyinyonyo na kunnyi'ya mumaboko ga bandu bangali Ayahudi.’”
2c150c006b	Patugayu'wine go, bandu bi'ngi' babaabile pamope na twenga ngatunnu'ba muno Pauli kaneayende ku Yelusalemu.
2c150d00b9	Lakini Pauli aatiyangwa, “Mupala panga namani? Mupala kuniti'kwana mwoyo wangu' kwa moli ginu? Nenga niyi'ki'tile kwenda tabilwa baili, ata kiwo kwa kitumbu sa lina lya Bwana Yesu.”
2c150e005d	Paakani yi'ki'tya katukatu gatummakie, ngatunneka katubaya, “Lyalibini Bwana lipaangike.”
2c150f0056	Patutami palu' kwa masu'ba, twaibi'i wiso no yendelya na mwanja witu wa ku Yelusalemu.
2c151000af	Bi'ngi' ba aumini bu'ka Kaisalia baalongwaniye na twenga kutuindikia, ngatuika kasake Mnasoni, mundu wa Kuplo, akwo ngatwaayi'i tama. Ywembe aabile yumo ywa aumini ba patumbu.
2c1511003c	Patuikite ku Yelusalemu, alongo baatupoki kwo napusika muno.
2c15120058	Pammalau' yake, twalongwaniye na Pauli yenda kwakaulya Yakobi na api'ndo boti ba kanisa.
2c1513008b	Payomwi kwapanga abali, Pauli aabakie makowe goti limo ata li'ngi' gaagapangite Nnu'ngu' kwa bandu bangali Ayahudi kwo pi'tya lyengo lyake.
2c151400a4	Pabaagayu'wine go, bankwi'yite Nnu'ngu' na bammakie Pauli, “Nnongo! Lola, kubile na maelupu ga Ayahudi babayi'ki'tya panga aumini, na boti baikamwa salya ya Musa.
2c151500a8	Tubakiyilwe panga, wayi'gana Ayahudi babatama pamope na bandu bangali Ayahudi baisalawe salya ya Musa, kanebaaine bana babe liku'mbi', na baileke yali yabe ya Kiyahudi.
2c15160049	Tumbwelelo, bakosali yu'wa panga wisile ku Yelusalemu, bai, tupange buli?
2c1517005f	Bai, upange li'lu' lyatukubakia. Tubile na bandu nsese pano, bembe babi'i nyalili kwa Nnu'ngu'.
2c151800e6	Wiyingiye kwa bandu baa, uli'pe mbanje yoti kwa kwiipeletea pamope nabembe, na basekulwe nywili yabe. Kwa ndi'la yi', boti balu'a tanga panga makowe gabaagayu'wine gai gammali'la, nawenga uyendelya kwikamwa salya ya Musa wisowiso.
2c151900e1	Bu'kana na balu' bandu bangali Ayahudi babaabile aumini, twaapeleki balua yatwabakiye panga kanebalye ilyo ya paibi'ki'lyo ya kinnu'ngu' ba ubu'su', kanebanywe myai, kanebalye inyama yaipopotolilwe, na kanebatome ilu'mbu'.”
2c151a00e0	Bai, pammalau' yake Pauli aatweti balu' bandu no panga nabo ibala ya kwiipeletea. Bu'kapo, ngayingya mu Nyumba ya Nnu'ngu', kaabakia makowe ga kuuyomolyo wa lisu'ba lya kwiipeletea na salaka yayaalu'a piyilwa kwa kila mundu.
2c151b009e	Galu' masu'ba saba pagaegeli yomokya, bi'ngi' ba Ayahudi bu'ka Asia babaamweni Pauli mu Nyumba ya Nnu'ngu', ngabakisopa kipi'nga soti sa bandu na ngabammoywa.
2c151c010c	Baapangite ndu'ti kababaya, “Mwaisilaili mwaitu, mutuyangatiye! Ayu' nga yu'lu' mundu ywannyi'gana kila mundu na kila pandu taukana na bandu bitu, salya yitu, ata Nyumba ya Nnu'ngu'. Kai', aaletike Agiliki mu Nyumba ya Nnu'ngu' na kupasapuya pandu pano papeleteu.”
2c151d00ad	Baalongei nyo kwa mwanjaa patumbu baamweni Tilofimo, mwenekaya wa ku Efeso, alongwaniye na Pauli kabatyanga pamope, bakitage kwaali' Pauli aannyingiye mu Nyumba ya Nnu'ngu'.
2c151e009c	Kilambo soti saatwi'li puyo, bandu baaisi bu'ka kila pandu, baammoywi Pauli na kunkwakwatya panja ya Nyumba ya Nnu'ngu'. Popopo milyango yabe ngaiyigalilwa.
2c151f006f	Baabini kummulaga, lakini abali yaamwiki kolongosi ywa yesi lya Kiroma panga ku Yelusalemu kwoti kwaai na puyo.
2c1520008a	Popopo, mpi'ndo ywa Yesi aatweti asikali na alongosi ba yesi. Nabembe pabaamweni mpi'ndo ywa yesi na asikali, ngabasomwa kunku'mbwa Pauli.
2c1521008f	Yu'lu' mpi'ndo ywa yesi aamwegeleli Pauli na kummoywa, aamulise atabilwe kwa pingwi ibi'li'. Ngalaluya, “Ayu' nyai? Kai', apangite namani?”
2c152200ea	Bandu bi'ngi' palu' pa kipi'nga sa bandu bapangage ndu'ti, aba kabalongela li', balu' kabalongela li'lu'. Yu'lu' mpi'ndo ywa yesi waibweni panga akombwali tanga kitumbu sa yi'lu' ndu'ti, aamulise Pauli apelekelwe kunyumba ya banayesi.
2c15230063	Pauli paikite pa ngasi, asikali baampu'twi nnani nnani kwo yogopa puyo ya si'lu' kipi'nga sa bandu,
2c15240053	kwa mwanjaa sendekummi'ngi'ya ku'no kakipanga ndu'ti kababaya, “Mummulagi kwo!”
2c152500c3	Pabaannyingiyage munyumba ya banayesi, Pauli aannu'bite mpi'ndo ywa yesi kammakia, “Wendanji'ki'ti'ya kukubakia kikowe?” Yu'lu' mpi'ndo ywa yesi ngannyangwa, “Kumbe umanyi longela Kigiliki!
2c15260080	Kwa nyo wenga wa yu'lu' mundu ywa Misili lili, ywaapangite puyo masu'ba gagapite kaalongoya makatauluma 4,000 mpaka kulubele?”
2c152700b3	Pauli ngayangwa, “Nenga nga Nannyahudi, nibelekuli Taliso akwo Kilikia, namwenekaya ywa kilambo sakitanganikwe na boti. Sonde li'li'li', uniyi'ki'ti'ye nilongele na bandu ba.”
2c1528009a	Yu'lu' mpi'ndo ywa yesi ngaannyi'ki'ti'a. Kwa nyo Pauli aayi'mi mungasi, aapu'ngi luboko balu' bandu, pabaatami liki, aatumbwi longela nabo kwa Kiebrania.
2c16010065	Aatibaya, “Mwenga mwalongo bangu' na akina tati' bangu', munipi'kani mwaniikengya nnu'ngi' yinu.”
2c16020078	Pabayu'wine kalongela nabo kwa Kiebrania, baayongiye tama liki kulikoni patumbwi longela. Nembe Pauli aayendeli longela,
2c16030121	“Nenga Nannyahudi, nibelekuli Taliso ku'lu' Kilikia. Lakini naaku'li paapano pano pa kilambo sa Yelusalemu kwa mayi'gano ga mwalimu wangu' Gamalieli. Naayi'ganilwe wisowiso mwaiyenda salya ya api'ndo bitu, kaniyi'ma kwa mwoyo woti kwa Nnu'ngu' kati mwenga mwabene mwamubile nambi'yambi'.
2c16040073	Naatesike bandu ba ndi'la yi'no ata kwapanga babulagilwe kanaaboywa annalu'me kwa alwawa na kwataikulya kuutabilwe.
2c16050124	Mpi'ndo wa dini na balasa lyoti liku'lu' lya api'ndo, bendakombwa kong'ondelya likowe lyo. Bu'ka kwabe, naapeyilwe balua yabaandikilwe balu' Ayahudi babaabile ku'lu' ku Damasiko. Naayi'i Damasiko li'nga nikaaboywe bandu ba ndi'la yo, na kwaleta Yelusalemu babile atabilwe li'nga bakapwatilwe.
2c16060081	“Panaabile mundi'la kanili'nga Damasiko, musaa sita ya muntwekati, niimukya bweya nku'lu' bu'ka kunani kaunimulika mundu mwoti.
2c1607005c	Apo nganitu'la pai', nganiyu'wa lilobe kalinibakia, ‘Sauli, Sauli! Mboni wendakunitesa?’
2c1608005f	Nganilaluya, ‘Wa bwana, wenga wanyai?’ Nembe nganibakia, ‘Nenga ngana Yesu ywaunitesa.’
2c16090087	Bai, balu' bandu babaabile pamope nanenga, baaubweni wu'lu' bweya, lakini baaliyu'wineli li'lu' lilobe lya yu'lu' ywalongelage nanenga.
2c160a00a1	Bai, nenga naatilaluya, ‘Bwana, nipange buli?’ Nembe Bwana aatinibakia, ‘Ukatuke, uyende ku Damasiko, akwo ukabakiyilwa makowe goti gopalilwa kugapanga.’
2c160b007b	Bu'kana na wu'lu' bweya nkali', nakombwili banjwa, kwa nyo yapalikwe balu' ayangu' banitandaye mpaka paniikite ku Damasiko.
2c160c00ab	“Akwo, kwaabile na mundu yumo ywabi'ngi'yage salya ya Musa munomuno na kunkilikitya Nnu'ngu'. Ywembe aatiisimilwa muno na Ayahudi babatamage Damasiko, lina lyake Anania.
2c160d0083	Ywembe aaisi kunilola, ngayi'ma papipi yangu' ngabaya, ‘Wa nnongo wa Sauli! Ubanjwe kai'.’ Popopo, nganibanjwa kai' na kummona.
2c160e007c	Ngabaya, ‘Nnu'ngu' wa au'ku' bitu akusawi upate tanga mwapala Nnu'ngu', kummona Mwene Aki, na kumpi'kania mwene kalongela.
2c160f005d	Kwa mwanjaa ukankong'ondelya wamwene kwa bandu boti, kawabakia galu' gaugabweni na kugayu'wa.
2c1610007c	Bai, nambi'yambi' mboni wendasi'li'ya? Uyi'me, ukabatisilwe, ukagu'lu'li'lwe masambi gako, kaulu'ba kwa lina lyake Bwana.’
2c1611005b	“Panibuyangani ku Yelusalemu, kanisalya mu Nyumba ya Nnu'ngu' naagabweni makowe gayambi'.
2c1612008f	Naamweni Bwana kanibakia, ‘Uyu'mbi'ti'ke bu'ka ku Yelusalemu, kwa mwanjaa bandu ba pano baayi'ki'tyali gawalu'a kwabakia bu'kana na nenga.’
2c161300ad	“Nani nganibaya, ‘Bwana, ata bembe batangite panga nenga nganiyendage ku mayumba goti ga kunnu'ba Nnu'ngu' li'nga kwayi'ya muutabilwe na kwaku'mbwa balu' babakuu'bi'lya.
2c161400ab	Palu' payaayitanike myai ya nkong'ondeli wako Sitefano, nenga namwene naayi'mi pambwega, kaniyi'ki'tyana na sakipaangilwage, ku'no kanaali'ndi'lya magu'bo gabe abulagi.’
2c16150060	Bwana ngaanibakia, ‘Uyende, kwa mwanjaa nilu'a kutuma kuutalu kwa bandu bangali Ayahudi.’”
2c161600ac	Si'lu' kipi'nga sa bandu saatikumpi'kania mpaka palu' paabaike likowe lyo, ngapabau'bu'ya malobe gabe kababaya, “Mummulage, mundu wa kubi nya apwaikali kunneka mwu'mi!”
2c1617005f	Baayendeli panga ndu'ti ku'no kabakung'unda makoti gabe no timwana lyu'ku'mbi' kwa nyongo muno.
2c161800a3	Kolongosi ywa yesi aamulise bandu bake bampeleke Pauli nkati ya nyumba ya banayesi, aalagi panga bammese mikwasu mpaka aabakie kitumbu sa Ayahudi kumpangya ndu'ti.
2c161900c2	Lakini pabaayomwi kuntaba li'nga batumbwe kummesa kwa mikwasu, Pauli aannalwiye asikali yumo ywaayi'mi po, “Buli, yendayi'ki'ti'lwa kwinu kummesa mikwasu mwenekaya ywa Roma wangali senulwa?”
2c161a0082	Yu'lu' asikali paayu'wine go, ampeleki abali mpi'ndo ywa yesi kabaya, “Upala panga namani? Mundu yu' ngite mwenekaya wa Roma!”
2c161b0082	Bai, mpi'ndo ywa yesi aannyendeli Pauli kunnaluya, “Umbakie, wenga wa mwenekaya wa ku Roma?” Pauli ngayangwa, “Ngamwembe.”
2c161c00b1	Mpi'ndo ywa yesi aatibaya, “Nanenga nyinyonyo, nipatike wenekaya wa Roma kwo pi'ma kwa mbanje yansima.” Pauli ngabaya, “Lakini nenga namwenekaya ywa Roma bu'ka belekwa.”
2c161d009f	Balu' bandu babapalage kumpekeseni Pauli baatikunneka no bu'ka. Ata yu'lu' mpi'ndo ywa yesi pakwipwi panga antabike Pauli, mwenekaya ywa Roma, aatiyogopa muno.
2c161e00e5	Pammalau' yake, kwa mwanjaa yu'lu' kolongosi ywa yesi apalage tanga kitumbu sa Pauli laumilwa na Ayahudi, aatikunnyu'gu'lya na kwalagya api'ndo ba dini na Balasa lyoti liku'lu' bakwembane. Bu'kapo, annyi'mike Pauli nnu'ngi' yabe.
2c170100b4	Pauli aabu'nju'li minyo balu' bandu ba Balasa Liku'lu' aatibaya, “Mwalongo bangu', nenga kwo binia pamwoyo wangu', ntu'pu' so senulwa nnu'ngi' ya Nnu'ngu' mpaka pano panibile.”
2c1702005c	Mpi'ndo ywa dini Anania aamulise balu' babaayi'mi papipi na Pauli banku'mbwe mbande pankano.
2c170300be	Bai, Pauli ngammakia, “Nnu'ngu' alu'a kuku'mbwa, wenga wawipanga wannogau, kumbe wannau. Wenga utami po kunisenwa nenga bu'kana na salya, nawenga witi'kwana salya kwa kuniku'mbwa nenga!”
2c1704006c	Bandu babaayi'mi palu' ngabammakia Pauli, “Wenga ulowa kumpwi'wa mpi'ndo nku'lu' ywa dini ywa Nnu'ngu'!”
2c170500a4	Pauli ngayangwa, “Mwalongo bangu', naatangiteli panga ywembe nga mpi'ndo ywa dini. Kwa mwanjaa iandikilwe, ‘Kaneunnongeli maakau kolongosi ywa bandu bako.’”
2c170600ef	Pauli paakwipwi panga bi'ngi' baai Masadukayo na bi'ngi' Mafalisayo, aau'bwiye lilobe pa Balasa Liku'lu', “Mwalongo bangu', nenga na Mfalisayo, mwana wa Mafalisayo. Pano nenga nisitakilwa mwanjaa nipi'kanilya yu'ka kwa bandu babawile.”
2c17070072	Payomwi longela go, ngabatumbwa gongwana Mafalisayo na Masadukayo, na Balasa Liku'lu' lyabaganike ipi'nga ibi'li'.
2c17080095	Kitumbu sene sai si'no, Masadukayo bau'bi'lya panga ntu'pu' yu'ka kwa ywawile, kai' ntu'pu' malaika, au loo, lakini Mafalisayo bagau'bi'lya ago goti.
2c170900e0	Ndu'ti yatiyongeya, na bi'ngi' ba balimu ba salya bu'ka mukipi'nga sa Mafalisayo baayi'mi wi'ma no taukana kwa makakala, “Tukibonali kikowe sosoti sakibile kyakau kwa mundu yu', kwaali' loo au malaika aatilongela nakwe.”
2c170a00cd	Bulwe waai nku'lu', mpi'ndo ywa yesi aayogwipe panga balu'e kunnumia muno Pauli, ngaamulisa ipi'nga ya banayesi iuluke na kummu'ya Pauli pakatikati yabe kwa makakala na kunneta nkati ya nyumba ya banayesi.
2c170b00bc	Kilo si'lu', Bwana aayi'mi papipi nakwe aatikummakia, “Ube na mwoyo nku'lu', kwa mwanjaa kati mwaunikong'ondeli ku Yelusalemu, ipalikwa ukanikong'ondeli nyaanyalu'nyalu' akwo ku Roma.”
2c170c0074	Pakusile, Ayahudi baatami kitamo pamope na baabi'i nyalili panga, “Tulyali wala tunywali mpaka tummulage Pauli.”
2c170d003f	Na babaabi'i nyalili yo, baai bandu alubaini no pi'ti'li'ki'ya.
2c170e0076	Baayendeli api'ndo ba dini na alongosi no baya, “Twiitabite pamope kwa nyalili panga tulyaali mpaka tummulage Pauli.
2c170f00d0	Bai, mwenga pamope na api'ndo ba Balasa Liku'lu', mummakie kolongosi ywa yesi annete Pauli akwo kwamubile, ipange kati mupala tanga kinkati makowe gake na twenga twibi'i wiso kummulaga abile balo mundi'la.”
2c1710007d	Lakini mwipwawe Pauli paliyu'wine likowe lyo lya kumpelemba, aayi'i ku'lu' kunyumba ya banayesi na kummakia Pauli likowe lyo.
2c17110082	Apo Pauli ngankema asikali yumo na kummakia, “Untole mwinsembe yu' umpeleke kwa mpi'ndo ywa yesi abile na kikowe sa kummakia.”
2c171200d3	Kwa nyo, yu'lu' asikali aampelike yu'lu' mwinsembe kwa mpi'ndo ywa yesi, ngammakia, “Pauli yu'lu' ntabilwe aatinikema na kunilu'ba ninnete ayu' mwinsembe kwaubile, kwa mwanjaa abile na likowe lya kukubakia.”
2c1713006f	Mpi'ndo ywa yesi aankamwi luboko aywo mwinsembe na kumpeleka kuu'lu', ngannaluya, “Upala kunibakia namani?”
2c171400b5	Yu'lu' mwinsembe ngabaya, “Ayahudi basikisine bakulu'be umpeleke Pauli ku Balasa Liku'lu' kabaku'pi'ki'ya, panga Balasa Liku'lu' lipala lipate abali ya nkati bu'kana na mundu ywo.
2c171500f0	Lakini wenga kaneuyi'ki'ti kwa mwanjaa kubile na bandu babapi'ti'li'kiye alubaini, babile wi'ma li'nga kuntangya. Babi'i nyalili kotoka lya wala nywa kili'be sosoti mpaka bammulage Pauli. Tumbwelelo bai wi'ma, bakupi'kania mwaulu'a baya.”
2c1716007d	Yu'lu' mpi'ndo ywa yesi annei mwinsembe aibu'ki kankwi'li'ka panga, “kaneummakie mundu ywoywoti makowe gano gaunibakiye.”
2c171700f1	Bai, yu'lu' mpi'ndo ywa yesi aakemite alongosi abi'li' ba yesi lyake na kwabakia, “Mubi'ke wiso banayesi 200, banayesi babau'bu'ka farasi 70, na banayesi babatumya mikwaa 200 bayende Kaisalia. Mutame wiso kwo bu'ka li'no saa itatu ya kilo.
2c17180052	Mubi'ke wiso farasi ba kumpu'twa Pauli li'nga akaike salama kwa ntawala Felisi.”
2c17190036	Aywo mpi'ndo ywa yesi aamwandiki balua Felisi inyanya.
2c171a005d	“Nenga na Klaudio Lisia nikuandikya wenga wa mwisimiwa Felisi, wa mpi'ndo ywa nkoa. Salamu!
2c171b0097	“Mundu yu' aaboyolilwe na Ayahudi li'nga kummulaga. Nenga panibakiyilwe panga ywembe mwenekaya wa Roma, naayi'i na kipi'nga sa banayesi kunkosopolya.
2c171c0059	Nani nipalage tanga kitumbu sa Ayahudi kunsitakya, nganimwikiya ku Balasa lyabe Liku'lu'.
