2800000008	מתיו
31041800bb	כן, עליכם להיות אנשים מחודשים בעלי תכונות שהעניק לכם אלוהים, קדושים וצדיקים. עטפו את עצמכם באופי חדש זה.
310419009f	הפסיקו לשקר ודברו אמת, שכן אנו איברים איש לאחיו, ובשקרנו לאחינו אנו פוגעים למעשה בעצמנו!
31041a009d	אם אתם כועסים, אל תניחו לכעסכם להביא אתכם לידי חטא! אל תניחו לשמש לשקוע לפני שחלף כעסכם,
31041b0032	כי אחרת אתם פותחים פתח לשטן.
31041c008d	הגנב חייב להפסיק לגנוב! עליו להתחיל לעבוד עבודה ישרה, כדי שיוכל לעזור לנזקקים.
31041d00a3	אל תנבלו את פיכם! דברו רק דברים יפים, טובים ומועילים לאנשים אחרים, דברים שיברכו את השומעים.
31041e006d	אל תצערו את רוח הקודש של אלוהים, שעל ידיו נחתמתם ליום הגאולה.
31041f0071	הפסיקו להתמרמר והסירו מעליכם כל כעס, רוגז, צעקות, קללות ורשעות.
3104200091	היו טובים איש לרעהו, רחמנים וסלחנים, כשם שאלוהים סלח לכם בזכות השתייכותכם למשיח.
3105010061	עליכם ללכת בעקבות אלוהים, כי אתם ילדיו והוא אוהב אתכם.
31050200de	אהבו איש את רעהו, כשם שהמשיח אהב אותנו וביטא אהבה זאת בהקריבו את עצמו למעננו, כדי לסלוח על חטאינו, וקורבנו היה רצוי לאלוהים.
31050300d8	בכל הנוגע למעשי זנות למיניהם, מעשי טומאה ואהבת בצע – אפילו אל תזכירו אותם! נושאים אלה אינם הולמים שיחת מאמינים משיחיים.
31050400e3	הימנעו גם מניבול־פה, דברי שטות וליצנות – אין הם הולמים אתכם! לעומת זאת, הזכירו איש לרעהו את טוב־לבו של אלוהים והיו אסירי תודה.
3105050105	דעו לכם כי הזונים ואוהבי הבצע, שאינם אלא עובדי אלילים, לעולם לא יירשו את מלכות האלוהים והמשיח, כי הם אוהבים את דברי העולם הזה יותר מאשר את אלוהים.
31050600a2	אל תניחו לאיש להתעות אתכם בנושא זה, כי בגלל חטאים כאלה ישפוך אלוהים את זעמו על מי שמורד בו.
3105070030	אף אל תתחברו עם אנשים כאלה!
3105080090	פעם חייתם בחשכה ובחטא, אך כעת אתם חיים באור אדוננו, והתנהגותכם צריכה להוכיח זאת.
3105090053	שכן פרי הרוח והאור הוא כל דבר טוב, צודק ואמיתי.
31050a003e	השתדלו ללמוד מה רצוי בעיני אדוננו.
31050b007d	אל תשתתפו במעשים רעים למיניהם שאינם מביאים כל תועלת, אלא הוקיעו אותם!
31050c0043	בושה וחרפה היא מה שעושים הרשעים בסתר.
31050d008d	כשאתה חושף אותם לאור נראים חטאיהם בבירור, ובמקום שבו ניתן לראות בבירור יש אור.
31050e0074	על כן נֶאֱמַר:”התעורר, אתה הישן, קום מן המתים והמשיח יאיר עליך!“
31050f00c4	לפיכך התנהגו בזהירות, שכן אלה הם ימים קשים. אל תהיו שוטים, אלא חכמים, ונצלו היטב כל הזדמנות לעשות מעשים טובים.
310511007d	אל תתנהגו בחוסר מחשבה, אלא השתדלו להבין מה רוצה האדון שתעשו, ועשו זאת!
31051200bf	אל תרבו בשתיית יין, כי שתייה מרובה גורמת למעשים רעים. לעומת זאת, מלאו עצמכם ברוח הקודש והניחו לו לשלוט בכם.
31051300af	בפגשכם זה את זה שוחחו על אודות האדון, צטטו מזמורי תהלים, שירו שירים רוחניים וזמרו לאלוהים בלבבכם.
3105140065	הודו תמיד על כל דבר לאלוהים אבינו בשם ישוע המשיח אדוננו.
3105150047	כבדו את המשיח על־ידי כניעתכם איש לרעהו.
3105160078	נשים, עליכן להיכנע ולציית לבעליכן, כשם שאתן נכנעות ומצייתות למשיח.
31051700c0	כי הבעל הוא ראש האישה, כשם שהמשיח הוא ראש הקהילה, שהיא גופו ואשר למענה הקריב את חייו, כדי להושיעה ולדאוג לה.
3105180085	אם כן, עליכן, הנשים, להיכנע ברצון לבעליכן בכל דבר, כשם שהקהילה נכנעת למשיח.
3105190095	אתם, הבעלים, אהבו את נשותיכם באותה מידה שאהב המשיח את הקהילה, כשהקריב את חייו למענה
31051a0043	כדי לזכותה ולקדשה, לרחצה בדבר אלוהים,
31051b0075	למען יוכל להעמידה לפניו כקהילה יפה וקדושה, חסרת־דופי, כתם או פגם.
31051c006c	על הבעלים לאהוב את נשותיהם כמו את עצמם, כי הבעל ואשתו אחד הם.
31051d00c8	הרי איש אינו שונא את גופו, אלא מזין אותו ודואג לו באהבה, כשם שהמשיח דואג לקהילתו, ואנו הרי איברי גופו, בשר מבשרו.
31051f0089	כפי שאומר הכתוב:”על כן יעזוב איש את אביו ואת אמו, ודבק באשתו והיו לבשר אחד.“
3105200076	קשר הנשואים הוא דבר מופלא, אך יש בו הקבלה לקשר שבין המשיח והקהילה.
31052100a9	אם כן, אני חוזר ואומר: הבעל חייב לאהוב את אשתו כמו את עצמו, והאישה חייבת לכבד את בעלה ולציית לו.
310601003d	ילדים, שמעו בקול הוריכם, כי כך נאה.
310602008a	המצווה הראשונה בעשרת־הדיברות הנושאת הבטחה בצידה היא:”כבד את אביך ואת אמך!“
3106030077	מהי ההבטחה? אם תכבד את אביך ואת אמך יאריכו ימיך ויהיה לך טוב בחיים.
31060400bc	הורים, אל תציקו לילדיכם! אל תרגיזו ואל תכעיסו אותם, אלא גדלו אותם לפי החינוך והמוסר של ישוע המשיח אדוננו.
3106050062	עבדים, שמעו בקול אדוניכם; כבדו ושרתו אותם כמו את המשיח.
310606012c	אל תנסו להרשים את אדוניכם בעבודתכם הקשה רק כשהם מביטים בכם! עבדו במסירות ובשמחה בכל עת, כאילו שאתם עובדים למען המשיח (ולא למען בני־אדם) ועושים את רצון אלוהים מכל לבכם.
310608009c	זכרו, האדון יגמול לכם על כל מעשה טוב שאתם עושים, בין אם אתם עבדים ובין אם אתם בני־חורין.
31060900f9	אתם, האדונים, התנהגו כהלכה עם עבדיכם. אל תגערו בהם ואל תאיימו עליהם! זכרו, אתם בעצמכם עבדי המשיח; אדונכם הוא גם אדונם, ואין לפניו משוא־פנים.
31060a0071	לסיום, ברצוני להזכיר לכם שכוחכם צריך לנבוע מגבורת אלוהים שבכם.
31060b009c	הצטיידו בכלי הנשק שאלוהים מעמיד לרשותכם, כדי שתוכלו לעמוד נגד התקפות השטן ותחבולותיו.
31060c00df	כי איננו נלחמים נגד בשר ודם, אלא נגד שליטי העולם הבלתי־נראה; נגד אותם כוחות רשע השולטים בעולם הזה, ונגד רוחות רעות ומרושעות.
31060d00be	על כן אחזו בכלי הנשק שאלוהים מעניק לכם, כדי שתוכלו להדוף את התקפות האויב, ואף תוכלו לעמוד איתן לאחר המאבק.
31060e0065	אך לשם כך עליכם לחגור את חגורת האמת, ללבוש את שריון הצדק,
31060f0073	ולנעול נעליים שיקלו עליכם לצעוד ולבשר את בשורת השלום של אלוהים.
3106100094	בנוסף לכל זה: בכל קרב תזדקקו לאמונה כמגן, כדי לעצור את חצי הרשע שמכוון השטן לעברכם.
310611005e	תזדקקו גם לכובע הישועה ולחרב הרוח, שהיא דבר האלוהים.
31061200ef	התמידו בתפילה! בקשו מאלוהים כל דבר בהתאם לרצון רוח הקודש. התחננו לפניו, הזכירו לו את צרכיכם, והמשיכו להתפלל למען כל המאמינים באשר הם.
31061300f2	התפללו גם בעדי ובקשו מאלוהים שישים בפי את המילים הנכונות, כשאני מבשר לאחרים באומץ, וכשאני מספר להם כי ישועת אלוהים היא גם עבור הגויים.
31061400d2	עתה אני אסור באזיקים משום שהטפתי את בשורת אלוהים, אך התפללו שאמשיך לבשר באומץ למען אלוהים גם כאן בכלא, כפי שמוטל עלי.
310615008b	טוכיקוס, אחינו החביב והמשרת הנאמן בעבודת האדון, יספר לכם את כל מעשי וקורותיי.
3106160084	שלחתי אותו אליכם כדי שיספר לכם את כל מה שקרה לנו, וכדי שדבריו יעודדו אתכם.
310617008a	אחי היקרים, יברך אתכם האלוהים אבינו וישוע המשיח אדוננו בשלום, באהבה ובאמונה.
310618006b	ברכת האלוהים וחסדו עם כל האוהבים באמת את ישוע המשיח אדוננו.
3200000028	אֶל־הַפִּילִפִּיִּים
32010100e1	מאת פולוס וטימותיוס, עבדי ישוע המשיח. אל ראשי הקהילות, אל בעלי התפקידים השונים בקהילות ואל כל המאמינים המשיחיים בעיר פיליפי.
