2900000006	Malkus
2c170c0065	Nǝ lucilu i Yahudawa mabi is usu nǝ ndaltannaca sǝ' kǝn ɗamti nǝ tletiwai sai nǝ sa tlo Bulus.
2c170d003c	Ginǝ kǝndǝ shilǝn u sǝ'ngǝtl mbalǝn kǝtl lǝbi upsi.
2c170e007e	Is lǝ ma' bas lǝɓasi ki Lya nǝ mi'kina is usu, ma dlil bal tannaca i mǝkǝn ɗamtiwai nǝ tletiwai sai nǝ ma' tlo Bulus.
2c170f00d6	Gaki nǝgu kini nǝ mi'dlǝtl shilǝn dlǝmi mul'kina ki kǝndǝdlom sǝ' mbǝlli kinti, kǝnǝ ki' mbǝlǝn ngep gǝs ki shilǝn was tǝn kini iye mi kuma ki dlǝli tǝn asǝn kǝn mi'ɗa tǝn tloti nǝ mbǝtwasi.
2c17100056	Nǝ yakǝn ki yelse ki Bulus kumi nǝgu u i' suge' lukǝndǝ mbalǝnisi idlǝmi Bulus.
2c1711009b	Iki Bulus taki bal mulkina ki kǝndǝ dlom gudǝl nǝm bi i' usu, “Kan yakǝn giɗǝnsi u ki tǝlati ma' mulkina; tinǝ shilǝn u nǝ tǝtl dlǝmi tu.”
2c17120097	I' kanti it tǝlati ma'mulkina, i' usu, “Bulus, ki lu ki kǝndǝn mbalǝn, shinǝni takami' yakǝn giɗǝsi u teɗi tǝn gaki ulki dlǝmi ni' ɗa.”
2c17130071	I mulkina ki kǝndǝ dlom goppi yakan giɗǝsi i' toh teɗi, amalgǝni in gyemti, “Yaki lyamti ki' dlǝmini?”
2c17140083	I usu: Yahudawa sa kǝndǝ i sǝ' gyemki ki mbǝlisi Bulus ma mi'dlǝl shilǝn akyau kǝnǝ sǝ' gyemti ki zokini tǝn shilǝnwasi.
2c171500c5	Amma bǝ ndǝgisiwai, gaki mbalan ginǝ ngǝtl kutl lǝbi upsi siɓuttiti age' dǝlgǝn. Sa dlil bal ndaltannaca i sǝkǝn ɗamtiwai nǝ tletiwai sai nǝ sa tloti ɓutti sǝɗa katl ki ndǝgisi.”
2c1716007f	I mul ki ndǝdlomi dǝlli' kǝmu i' za' yakǝngiɗǝnsi isi is zǝga nǝ: “Bǝ' dlǝmi mullǝn shilǝn u nǝ' dlǝmi uwai.”
2c171700f1	I mulkina mbe bas mi' kǝndǝdlom was gudǝli lob bi i' ulsisu, “Gadlǝn mi' kǝndǝ dlom kutlt cen lob nǝ mi' kǝndǝ dlom mi'to'tǝn bǝtsi, kult lǝbi ninngi, nǝ mi' dlati nǝ zo kult cen lob sǝ'su Kaisaliya nǝ dom nǝtapsi ki gasi.
2c17180041	Ngayi Bulus bǝtsi tǝto' tǝnki asulǝnti ma' gobna ki Pelis.”
2c17190038	I mulkina ki mi' kǝndǝ dlom lash lwabati kǝnǝ nǝgu:
2c171a0049	Te'ma' Kaldiwus Lisiyas, tu Ma'mulnalti, Gobna Pelis. Shilniti mul nalti.
2c171b0074	Mulgu Yahudawa si lyam tloti, amma yalǝ nǝ mi' kǝndǝ dlommini yakwacati, a kumi timul dǝm ki pit a Loman kǝni.
2c171c0055	Ami lyamti taman yakǝn laki singettiɗa, ya mbǝlti ma' mi'dlǝtl shilǝnwasǝn ɗa.
2c171d006d	Yambi si dakǝtti tǝn shilǝn ki kushtiwasǝn, amma bezǝn lǝɓa u nǝs zitu atala ki kǝndǝti ko tlotwai.
2c171e008d	“Nakumi sa kǝndi bezǝ' ulǝntintu, iki ya shini sǝ'talati maki. Ya ul mi' pǝtlti nǝ shilǝn ni su sǝ' dlǝm ulnǝ pǝli u akina wagi.
2c171f004e	Tǝn gaki nǝgu imi' kǝndǝ dlom kan Bulus ne'si a gasi is talati Antipatlis.
2c1720005e	Nǝ lucilu is za' mi'kǝndǝ dlom mi'tottǝn bǝtsi sǝ'zǝgane'ti, is paltya gelu dǝmtwasan.
2c17210069	Nǝ mi'kǝndǝ dlom mi'tottǝn bǝtsi mbǝci Kaisaliya u, is bǝl Gobna i lwabati is za' Bulus atoh wasi.
2c17220058	Nǝ gobna ya lwabatisi u, i' gyem Bulus kiɓo age'lu u kǝnkiɗa. Nǝ'kumi a Kilikiya u,
2c1723007e	i' usu, “Anga'kiki kǝm ǝn mi' pǝtl ki nǝ shilǝn sa mbǝ u.” I gobna i bǝl zhil sǝ', dlǝl Bulus a bidla ki Hilidus.
2c18010092	Kal ki mutti nantam i bal lǝɓa, Ananiyas, is su Kaisaliya nǝ mi'kinayen nǝ lauya mulshin Taltulus, is tǝla shilǝn ki Bulus akina ɗǝ gobna.
2c180200b9	Nǝ sul Bulus giɓi u, i Taltulus mbǝl shilǝn akina ɗǝ Apilikus: “Mul nalti tu'maki mbalǝn mbi dǝp kizoki mul mbunti, tu'ma' yellu loluwa' kǝn likǝn dǝb ki mbalǝn inǝn ɗa.
2c1803002d	Ko a nǝmi, mbalǝn inǝn si godeki ko a una.
2c18040069	Amma gaki ɓa dǝmbǝl ki, Ami ngepki nǝ zo' mbadlwa gu ga' kimi kǝm tǝn ndo'lǝs ulnǝ tǝn dlǝmiku.
2c1805009b	“Mǝ mbi mulu mul ngaushilǝn kǝni, mul mbǝlt dlatl kǝni adlom ki Yahudawa nǝ ko a u nǝ age' dǝb lǝɓa, kuma tikǝ mulkina ki ɗalika ki Nazalawa.
2c18060061	Hal ti lyap kon nǝ libi ki Lya; in gobti. Nǝ lati mbatl ki tǝn pǝli' shilǝn tǝn zhillinǝn.
2c1807004b	Amma mul kina Lisiyas kǝm shilǝni u i' mbǝ i' kanti ɗǝ mami nǝdǝlti.
2c1808004a	In ka cetti nǝ gawagu, kǝn ma' bali tǝn mus ulnǝ mi dlǝmti tǝntu.”
2c18090045	I na Yahudawa yen pǝ kal ki shilǝnisi, is ndǝgi shilǝni nǝguɗa.
2c180a0094	Nǝ gobnayi ndǝgiti tǝ' shilǝn u, “I Bulus usu, amani hwon dimbǝlli ka tle pǝli' mbalǝn i shilǝn i. Nǝ hwol mbatl kǝn ta pal shilǝn ini.
2c180b005a	Kimanini a ngǝl muttu kult nǝ lob nǝ patl tai ini a Ulshelima ɗǝ shilǝn nǝ Lya wai.
2c180c008a	Mi' mbǝtl shilǝn i sa mbi ɗǝ shot bi nǝ tlilt gatl lya nǝ mbalǝn age' libi ki Lya wai, nǝ age lu dopga ki Yahudawa nǝ age' gatli.
2c180d003e	Sǝ'kǝn ma' dlǝmi'ki ulnǝ lakiɗa is mbǝllǝn ɗa makuwai.
2c180e00c1	Amma a ndǝgi, nǝ shitu u nǝsi mbeti ki ‘Dalika u, nǝ ami bǝtl Lya ki kolsi i nǝn ɗa u, ami lati mbatl nǝ mus ulnǝ ki laci ge zhil ki Musa nǝ ge lwatbat ki mi' nje shinkǝn ki Lya u.
2c180f0073	Ami la'ti mbatl nǝ Lya, kan u nǝ gi ɗǝ La'ti mbadlu, nǝn tlǝtl mi'mǝshti, mi'zo'mbadli nǝ mi'besǝn mbadli.
2c1810005b	Gaki nǝgu, ko a nǝmi ami ɗǝtl mbadli gaki ɓadǝm ulkǝ dlǝmi ma' mbalǝn nǝ ma' Lya.
2c1811007a	“Kal ki zati Ulshelima nǝ hwon ten ngulen, Ya paltya ta ɗǝtl mbalǝn inǝn, a bǝlsi ulki toh ini nǝ ulki keli' Lya.
2c1812007b	A mi ge' pǝlti nǝgu is mbi nǝ ki peshti age' libi ki Lya. Bǝ ami ɗa ne' hwu' mbalǝn wai bǝ a tlili mbalǝn mbadlwai.
2c1813008d	Amma Yahudawa yen ɗa tye'ge' atl ki Asiya, ginǝ a mbuni asi ki a kina ɗa'ka, si tǝlla shilǝn i ma'ki ǝn shilǝn won nisiɗa tǝnkǝn u.
2c18140072	Ko aza Mbalǝni sǝ' dlǝb lati asǝn giɓi u nǝs mbi nǝ nali u, gasi u nǝ a dlǝl kina ki mi'dlǝtl shilǝn u,
2c181500a7	Atǝn shilǝn nǝmon kǝn katl na tlǝl yali a ami ki dlili akina ɗa si, ya usu ‘Gaki tlǝtl lya ki mi' mǝshti si pǝlitǝn shilǝnɗa akina wakǝn a sǝtti.’”
2c18160088	Pilikus nǝ dǝm niki timul ma'lǝɓa a tǝn shitu u, i' dlǝtlsi. I' usu, “In Lisiya mulkina a mbǝ u,” “An poci'kin shilǝni.”
2c18170088	Ibbǝl bal mul kǝndǝ'dlom bǝl zhil tǝl le Bulus, amma ibbǝltti mbul ki tǝza' yelǝnsi wasi sǝmɓǝ sǝ ngawi' wunnǝ ti lyamti u.
2c181800a6	Kalkǝ lǝb mutti i Pilikiya mbǝnǝ kǝliwasi Dulisila, yakǝn Yahudiya. I' shin shin kǝn sǝ'mbǝlli' Bulus i' gakki' kǝm tǝn la'ti mbatl nǝ Almasihu Yesu wasu.
2c181900b1	Nǝ Bulus ɗǝ dlǝb ulkǝ zoki, nǝ ngapti ga nǝ zǝ' ɓatltu nǝɗǝ bǝtu, I Pelikus kum ɓulti i' usu, “Nǝ guni apǝ i! Kǝn ma'zǝ'ga. In a mbi mbulu an ta'ki ki bi.”
2c181a0062	Gaki ti la'ti mbadli ɗǝgon a Bulus bǝlti ulpi, i lakiɗa i' gob takinti biɗa ati shilǝn siti.
2c181b007c	Kalki hown lob, Bolkiyes pestas nje Pilikus. Pilikus ne gaki ngau holhuwla ma' Yahudawa i'za' Bulus age' lukǝndǝn mbalǝn.
2c19010053	Nǝ Pestus mbǝ'ci ge' atlwasu, Kal ki mutti maki i' za' Kaisaliya illǝ Ulshelima,
2c1902005d	Iki i bas lǝɓasi nǝ mi'kina ki Yahudawa is tǝla shilǝn ki Bulus ma'ti. Is bǝl Pestus bi
2c19030063	tǝ' ɗǝlsi, sǝm mbǝl Bulus a Ulshelima, amma is kǝndi tǝ gen hwun tǝn shitu gaki sǝ' tloti.
2c1904006b	Amma i Pestus ndǝgi i' usu, “Bulus ki i dle Akaisaliya, ami nǝ gayini ami lyab lǝti tyaka ge' muttuni.
2c1905006b	Hwe tǝ na mi'kina wakǝn mbǝ ne' kǝni, in a mbi mullisi nǝ lati asǝn giɓi u as mbǝl shilǝn wasi.”
2c1906008e	Pestus a ngǝtl mutti usǝpsi ko kutl a tine'siwai, i lǝ Kaisaliya. Lucili i' totǝn kundǝn guntwasi, illaki sǝm mbǝl Bulus a kina ɗa'ka.
2c19070099	Nǝ Bulus tette' giɓi u, I Yahudwa ginǝ mbǝ te' Ulshelima i is gadǝl ti galgal. Asi mbǝtl shilǝn dimɓǝli tǝnti besni, gini sima bǝs Mani wai u.
2c19080067	I Bulus dlǝli gawasi: i' usu “Amiɓo a lew nǝ zhil ki Yahudawa wai ko libi ki Lya ko Kaisallwai.”
2c19090098	Pestus, ne gaki ngau hwol hwula ma' Yahudawa, i' ul Bulus su, kǝn ndǝ'ti ki'su Ulshelima sǝp pǝli shilǝn a kina ɗaka tǝn usi nǝsi zi'ki gawa?”
2c190a00a8	I Bulus usu: “Nǝgun u ki dlǝli ami ɗa abidla shilǝn ki Kaisal, a ge'lu unǝ mbuni tǝ pǝli shilǝn ɗa u. A pǝli Yahudawa ulǝn wai, ki gawagi ki mani nǝguɗa.
2c190b00dd	In lati asǝn gibi i u atala tlotu, ai, a kǝn dlali mǝshtwai. Amma in bal shilǝn nisi ɗa tǝn ulnǝ si ngauti tǝn kǝn u wai u, to mul bǝtl Yahudawa ami ɗawai. Ya ngayi tǝ mbǝl' shilǝn ini a kina ɗǝ Kaisal!”
2c190c0098	Kalkǝ shilǝn ki Pestus ne' mi'dlǝdl shilǝn wasi, indǝgi i' usu, “To ka ngayi tǝ tala shilǝn wa' kina ɗǝ Kaisal. To ma' Kaisal kǝn ki'lǝ!”
2c190d0061	Nǝ tlǝp mutti tenngulen u, i Guu Agaliba nǝ Banis is mbǝ Kaisaliya gaki sǝ' uli Pestus ɗem.
2c190e008c	Is lǝm mutti tyaka diɓǝlu, iki i Pestus dlǝm shilǝn tǝn Bulus isǝ Guu. I' usu: “Mulǝn aki gunǝ Pelis za'ti ge'lu ki ndǝ mbalǝn.
2c190f006b	Na lǝ Ulshelima u, i bas laɓasi nǝ kolsisi ki Yahudawa is mbǝl shilǝn tǝnti, is usu ta poci' shilǝn.
2c191000fa	“Amne ya ulsisu Lomawa aku ɗǝ pǝlt guwai, tǝ'zi mul lati asǝn giɓi ɓatltwai, gaki tǝla' mulǝn ɗǝ hwol tugwai, sai nǝti nǝ mi'pǝlti nǝ shilǝn sa mbǝ sa makina ɗǝ pǝtl shilǝn, ammbi abmbun gawas tǝn shilǝn u nǝs mbǝli tǝntu.
2c19110076	Nǝs mbǝ kummwasǝn u, a dǝmbǝl shilǝni wai, citl ki lu ya totǝn kundǝn guntini ya bǝl zhil sǝm mbǝli mulisi.
2c1912005c	Nǝ mi'ship shilǝn hilya u, a kum bezǝn shilǝn u nǝ a la'mbadli sǝn dlǝmti tǝn tuwai.
2c1913008f	Sai hwu'shilǝn yen kǝn sǝ mbǝlli tǝnti tǝn bǝtl Lya wasǝn, nǝ mulǝn kise Yesu, gunǝ mǝcu, amma i Bulus dlǝl katl tǝn ta mǝcuwai.
2c19140076	Amine a hol kan unǝ ta bǝl gǝs ki shilǝn u ɗa u i: Ya usu ko tǝn suti Ulshelima gaki sǝ' pǝllit shilǝn swaka.
2c1915008a	Amma i Bulus ngayi sǝ' dlǝl shilǝn wasi, i Augustas ya shilǝn nisi, iki ya bǝl zhil sǝ' idlati sai gasi u nǝ a taki Kaisal ti u.”
2c19160071	I Agilipa ul Pestus su, “Ami gayi ma ami lyap kup ulnǝ tǝ mulu dlǝmi u.” I Pestus usu Akyeu kǝn kubti.”
2c191700bd	Nǝ citl kǝlu Agilipa nǝ Balniki is mbǝ age' naltwasǝn ki gunti is te'ge' kǝs ki dlǝl shilǝn ne' mi'kina ki dlati nǝ bas mbalǝn kige' gatli. I Pestus, bǝlsi zhil sǝn mbǝl Bulus.
2c191800c8	I Pestus usu, “Guu Agilipa, nǝ mus mbalǝn i nǝ ne' mini u, kǝn ɗǝ ye' muluwa gunǝ Yahudawa mbǝl shilǝn was a Ulshelima nǝ a ki a Kiasaliya, asi matltti ambuni tǝzati tǝ' dǝm tǝn diwai.
2c1919008b	A yen ulnǝ' pǝli i a kǝmmǝsh tuwai, tun nǝ ti nǝ gawas kǝn tǝ ngauyi sǝ' palshilǝni akina ki Augustas, ya usu an takkitki tiswai.
2c191a00ad	Amma ulǝn niɗa gunǝ ta laci mul ban ini gawa suwai. Tǝn gaki nǝgu ambǝlti kina wakǝn ɗa, nǝ akina ɗa'ka Guu Agilipa, ko gaki kal ki gyepti an ammbi ulnǝ talaci u.
2c191b0059	Tǝn yati ini, ndokkǝkkǝni tǝta' mul ki kǝndi bǝnǝ mbitti nǝ ulnǝ' pǝli uwai.”
2c1a01006e	Iki i Aglippa ul Bulus su, “A ndǝgi ki'shilǝni a'dlǝli gawagi.” I Bulus ta'toh lya I'gob shilǝn I'usu:
2c1a020087	“A mbi zo' asǝn i Guu Aglippa, nǝ dǝmniki akina ɗa'ka ta dlǝli ta shilǝn asǝti u tǝn mus ship shilǝn u nǝ Yahudawa pǝli u,
2c1a030075	Nǝ dǝm niki Ki mul ma' lǝɓani ge'dǝb ki Yahudawa u nǝ shilǝn wasǝn u. Ami ngepki ki' ga'ki kǝm nǝ ngaptibi.
2c1a040063	“Mus mbalǝn ki Yahudawa sǝman dǝmtini a ɗǝ ya'ni, tun tlǝ tini age atlini, nǝ a Ulshelima.
2c1a05009d	Sǝman nǝni tun teɗe ǝn sǝn dlǝb ulnǝs mani tǝnkǝn u, Sǝmani ami mul bǝtl ɗalika mul ndǝl tuni ge' bǝtl Lya inǝn, a pǝlǝn dǝpkǝ mul palisa.
2c1a06008c	Nǝguni tǝn gaki la'tti mbadlǝ tǝn dlǝlliti u nǝ Lya pǝli mi'zǝ' mi'zǝm mini u i lakiɗa ami ki dlǝli tǝ pǝli shilǝn ɗa asǝti.
2c1a0700ca	Guki dlǝlliti ki bi inǝn kutl nǝ lop ginǝ ɗǝ la'ti mbatl nǝ bǝtl Lya gasi nǝ dloncin si la'ti mbadli sǝ'en njikǝn twasi. Guu Aglippa, gaki la'ti mbaldlu Yahudwa ɗǝ pǝltǝn nǝ shilǝn ɗa.
2c1a08003d	Yalaki ɗa tǝn yenti wakǝn Lya kǝn ma'tlil mi'mǝshtwaiya?
2c1a090062	“Teɗi ammi gayi ni ya yeni kǝnǝ mbunni tapǝl lǝɓa iye' ki kon nǝshin ki Yesu mul nazalat.
2c1a0a00a2	Nǝgu apǝli a Ulshelima. Tǝn ndǝ'ti ki bas lǝɓasi ala' mbalǝn mi'bǝtl Yesu kal dimbǝli age'lu kǝndǝ' mbalǝn, hal ɓal tlwassi u, ami pǝ' kal ki nǝgu.
2c1a0b00b0	Cin diɓǝli atle bǝtl lu dobga ki Yahudawa a ami pǝlissi ngashti, ami la'tisi sǝn nge Lya. Gaki kub dutugwasǝn, a ami bǝtlsi kali hal tyage' atlen a ami pǝli'si ngashti.
2c1a0c0053	“Age' nǝguni, ami lǝ' Dimaskus nǝ ndǝ'ti ki bas lǝɓasi nǝ shinkǝn wasǝn.
2c1a0d0087	Adlocin, Guu Aglippa, ami tǝn shitu nǝgu, yayen chilti sul lya, ngǝtl chin, nǝ chilti, ɗǝ chitl a malgǝn ini ne' elsǝni dutini.
2c1a0e0098	Musi nǝn in nda atli, yakum yalon ɗǝ ussu nǝbi ki Alamai, ‘shaulu, shaulu, Yaki pǝlitǝn besǝn lǝɓaɗa? Bǝna ki ɗa katl nǝki nge tǝn u.’
2c1a0f005f	“Ya usu ki okǝni, mul nalti?’ I mul ban usu. “Amiki Yesu, gunǝ ki pǝlitǝn ngashtu,’
2c1a100092	Hilya ki' dlǝl tǝn Asǝn wagi. A mbǝn ma'ku ki'dǝm mul kyautǝn i ɗani, a' dlǝm ulnǝ' eni tǝnkǝn u ɗa, nǝ ulnǝ ta dlǝmi' a kina ki u.
2c1a11005d	An pekǝtl ki ɗǝge' mbalǝn wagi nǝ ginǝ bǝ Yahudawa wai u, ginǝ tashin ki swa ma si u.
2c1a1200f5	Gaki ki' ɓulisi dwaɗǝn, sǝppete ɗǝge' dǝmshal, as paltya' tǝn chilti, as pe'ɗǝge' gukki shedan as paltǝn guk ki Lya, nǝnǝgu nǝn pacisi besǝn laɓa wasǝn ɗa sǝn dǝm ne' mus nǝginǝ peshsi u, tǝn gaki sa la'mbatl nǝ ami i.’
2c1a130049	“Gaki nǝgu, Guu Aglippa, a nge ndǝ'ti nǝ tlu'tu nǝ pe'sul lya uwai.
2c1a1400f5	A Damascu a pisi shilǝn ki Lya pa, nǝ a Ulshelima nǝ mus alt ki Yahudiya, a pa ya pǝli mi'ginǝ bǝ Yahudawa wai u, shilǝn ki Lya sǝ'za'pǝtl bezǝn lǝɓawasǝn sǝ' palte' ma' Lya aspǝl kyautǝn u nǝ mbo'totin patl te ma' Lya wasǝn u.
2c1a150045	Gaki nǝgu Yahudawa goppǝn ɗa a ge'libi ki Lya is ngayi sǝ'tloɗa.
2c1a1600b9	Amma i Lya ɗǝlǝni hal i mbǝl nǝguni; i laki ɗa ami dlǝmi' mbalǝn shilǝn ki Lya bazi nǝ mil a ami dlǝb ulnǝ bǝ a shoti nǝ mi'nje'shinkǝn ki Lya nǝ Musa dlǝmi nǝn ndatu.
2c1a170084	Sǝ usu Almasihu nǝn tle' bǝna ti hilya ɗǝ ge'mi'mǝshti pa, atl dlǝmi Yahudawa cilti ki pe'ti nǝ ginǝ bǝ Yahudawa wai u.”
2c1a18008c	Bulus age' shilǝn kǝn ngu, i Pestus tlǝl yali nǝ ndǝlti i ultisu! “Ki Bulus ga a gǝliki, “Pǝtl lashtiwa' eye u ɗǝ gǝlli'ga.”
2c1a19005d	Amma i Bulus usu. “Mulnalti Pestus,” Ga a gǝliwai, “Balini ami dlǝmti nǝ mbatl nǝm.
2c1a1a006d	Guu Aglippa amma' shilǝn nǝki nǝ mbatl nǝm. A mani ka zi mus usi nǝ dwaɗǝ, pǝlin dli ki hwundǝliwai.
2c1a1b004a	Guu Agilipa, ka ndǝ' ni nǝmi' nje shinkǝn ki Lyawa? Amani ka ndǝgi.”
2c1a1c005d	I Agilipa ul Bulus su, “Kǝn ɗǝ yenti ge' yakǝn cin u kǝn la'tǝni adǝm Kilista ya?”
2c1a1d00ae	I Bulus usu, “Ko ge' yakǝn cin, koge' pya'si, ami shilǝn nǝ Lya bǝ ki nǝmwai nǝ mus ginǝ ɗǝ gakti kǝm asǝti u, sǝn dǝmti kǝnǝ ami, kidai bannǝ zhim domu.”
2c1a1e0047	I Guu hilya, nǝ mul kina Pestus nǝ Balniki, nǝ ginǝ ki dǝmi ne'tu.
2c1a1f006e	Kalkǝ za'ti kǝb swasǝn, is pal shilǝn ne'elsǝni, “Mulgu tapǝl ulnǝ tǝ mbalǝn tloti ko kǝndǝ'twai.
2c1a200069	Agilipa ul Pestus su, “Tǝ gaki tǝ ɓewlǝn shilǝn u kina ma' Kaisal lwai u, a ndali tǝ za' mulu.”
2c1b0100da	Nǝ kǝndi ɗǝ hilya ɗǝ su' Italiya ge' kundǝlǝn ki malu, is ta' Bulus a toh ɗǝ bal mul kǝndǝ' dlom ne' na mi' ginǝ ge' kǝs kǝndǝ' mbalen u, mulshin Yuliyas, nǝm age' mi' kǝndǝ' dlom ki domga ki Agusta.
2c1b02009e	Nǝn te ge' kundǝlǝn te' Adalamatiya mul lyap su'ge' gatlen a malgǝn Asiya u, in gob lǝti, a Alistalkus mul Tasolonika won ki atl ki Makidoniya, tine' mi.
2c1b03007a	Nǝ lucilu in mbǝci a Sidom. Yuliyas ne ippǝli Bulus ulki zoki, is za'ti tǝs su ma yelǝnsi wasi gaki sǝ' ɗǝlti ɗa.
2c1b040074	Nǝn tlǝ aki age' kundǝllǝn ki mallu gaki ki etǝl tlǝtl tetǝn kina inǝn, in gandǝl tu kal calgatl ki Kublus.
2c1b05006c	Nǝn peɗǝ ge bal mallu nǝ nja nǝ atl ki Kilikiya nǝki Bampiliya u, in mbǝ'ci Mila a ge' atl ki Likiya.
2c1b060060	Bal mul kǝndǝ' dlom mbi kundǝlǝn ki Iskandaliya mul lǝ' ge' altki Italiya, illa'mi a giɓi.
2c1b07009a	In lǝm mutti ami lǝti' ten ten, nǝ ngeskǝn mǝ mbǝci nja nǝ Kinidas. Nǝ bǝ yetǝl a zamiwai u, in gandǝli akal calgatl ki Kalita nja nǝ Salmoni.
2c1b08006f	Nǝ nges kǝn mǝ ɓew nja nǝ bǝgasi in mbǝci ge' lu u nǝ ɗǝ mbeti hwu' ki zoki, nja nǝ gatlt ki Lisiya.
2c1b090078	Nǝ dǝmniki lǝtisi a dlewtwai u, lǝti sima i' dǝm ulki ci' ɓanti, cinkǝ ngaptibima a ɓewyi, i Bulus dǝlisi kǝm,
2c1b0a0088	I' ulsisu, “Ami yenti lǝtinǝn u nǝn dǝmti ulki ki ci' bulti, bǝ hwotl lǝɓa nǝ kundǝlǝn ki malu katlwai, nǝ dli inǝn ma.”
2c1b0b0089	Amma bal mul ki ndǝ'dlom a ndǝ' nǝ ulnǝ Bulus dlǝmi u wai, tǝ gǝtli nǝ kub shilǝn ki mul kundǝlǝni nǝ mul dǝtl kundǝlǝn u.
2c1b0c0106	Nǝ dǝm niki lu hwuntu a mbuni kundǝlǝn i' sǝ' ci watlǝn agimbi wai u, mbalǝn diɓǝli is mbǝl shilǝn sǝ'tlǝ ɗǝki, kowongi si ngashti bi mbǝci tya Ponokiya sǝ'dǝm tya ka. Age' lu hwu ki calgalt ki Kalita, gunǝ ɗǝya' bǝgasi ki alewa nǝ kudu u.
2c1b0d00c8	Nǝ yetǝlu gop hotti te'ɗi ten ten u, tǝn lati mbadl ki mbalǝnisi sambi ulnǝ si lyamti u i; is dǝl kundǝlǝn ki mali nǝ kali nǝ zhim dom is bǝli tya malgǝn calgalt ki Kalita nja nǝ bigasi.
2c1b0e0051	Alǝm dǝmtwai, i bal etǝl tlǝtoh ge' calgatli gunǝ ɗǝ mbeti ki Yulokilidon.
2c1b0f0071	Nǝ etǝl li' ku ndǝllǝn ki malisi u, hal taman nga'ti etǝli ndan wai, in zaki katl i etǝlli si go' jakǝnmi.
2c1b100073	Nǝn bǝli kal yakǝn calgatlon u mulshin Kauda, lu unǝ etǝl bosɗa u, nǝngeskǝn mi dlǝl ya kǝn kundǝllǝni.
2c1b11010b	Is sul yakǝn kundǝllǝnni swa ge' bali u, si kupɓanti is kǝ'kǝndǝ zhim is gandǝl bal kundǝllǝni ɗa, gaki ɓa suge tisǝn ki bǝgasi ki Siltis mul sǝga' mus lǝɓa, iki is shit luluti ki tǝn kǝndǝlǝnnisikǝ tǝn gaki tǝ yetǝl jakǝn kundǝlǝni siɗa.
2c1b120079	Gaki bundǝlǝn mul ndǝlti ɗǝ kundǝlǝnni eye', nǝ citlkǝlu i mi' ndǝtl kundǝllǝni gop utti kaya taka swage'mal.
2c1b13004b	Nǝ mutti maki nǝ toh wasan kǝn sǝdla' ul kyautǝn ki kundǝllǝni taka.
2c1b14006a	Mutti di ɓǝli mayen cin nǝ cadlǝllwai, sai bal yetǝlon kǝn ɗǝ li'ti mi, in pe'kǝl mbadl ki pe'ti.
2c1b1500e2	Nǝ dǝm niki alǝm mutti ba ɗap ulki ɗami, i Bulus hilya gal adlom ɗa si i'usu: “Mbalǝn, tǝ'ka kumǝn shilǝn i u tǝn bǝ zakǝn calgatl ki Kalita wai u, da kǝ'kǝn ndati ge' ulkǝ ci' bultuwai nǝ hwol lǝɓa u wai.
2c1b16006e	Ammi ndǝllǝn mbadli, gaki nǝgu mullǝn gudǝl nǝm kǝn gǝtl age' kini wai, sai dai tǝ hwol ku ndǝlǝni.
2c1b170094	Age' gaski hwuɗi mul shikǝn ki Lya shilǝn nǝ ami. Ami zheli ki Lya kǝni, ti ami pǝlitti bǝna. I' shin mul shinkǝ wassuɗi tǝm mbǝ makǝni.
2c1b180080	I usu, ‘Bǝkum ɓantwai Bulus. Kǝn dlǝlti kina ɗǝ Kaisal, i ngu Lya a kumki ta ndǝgi mus yelǝnsi lǝtwagi sǝn pe'ti.’
2c1b190076	Gaki nǝgu ndǝllǝn mbadlwakǝn, kini mbalǝn, a la' mbatl nǝ Lya tǝn ussu, kan u nǝs dlǝmi u, nǝgu tǝ pǝldli.
2c1b1a0037	Amma nǝ ngeti etǝl nǝn la'timin tya tǝn bǝgasi.”
2c1b1b0088	Age' gas ki mutti kutl nǝ upsi asi dǝtl mi age' dlǝlka ki Adaliya, abal gasi mi'dǝtl kundǝlǝni siyenti mǝ ɓal nja nǝ bǝgasi i.
2c1b1c00a1	Is cimbǝl lolu' ki mali is mbi asan kutl cen nǝm nǝ kutl lǝbi lop. Nǝn lǝ kina ten ngulen u is cimbǝli ɗaɗanu is mbi lolu tisi asan kutl lǝbi nǝtapsi.
2c1b1d0073	Gaki kitǝli' li'ti zǝnga, is la' dom gudǝl upsi ki kal kundǝlǝni, is shilǝn nǝ Lya tǝ lu dlewti ɗǝ cilti.
2c1b1e00ac	Mi'dǝtl kundǝlǝni is ngau kitǝl ɗǝ ge' kundǝlǝni, hal sashi' yakǝn kundǝlǝn age' mali, gaki tǝ yen dli kǝnǝ sǝ shit dom ki bikina ki kundǝlǝni ni is za'si.
2c1b1f0088	I Bulus ul bal mul kǝndǝ dlom ki Loma su nǝ mi'kǝndǝ dlom, in mbalǝn i adlǝl ge' kundǝlǝn uwai u, ka mbǝ'cini ki' pe' twai.”
2c1b20005d	I mi'kǝndǝ dlomi is ɓaɓatl zhim ki tǝn yakǝn kundǝlǝni is za' kundǝlǝni i mal kami.
