0100000018	ઊત્પત્તિ
280b06006c	જે કોઈ મારાથી દૂર ન થાય તે આશીર્વાદિત છે.”
280b070138	જયારે તેઓ જતા હતા ત્યારે ઈસુ યોહાન સંબંધી લોકોને કહેવા લાગ્યા કે, “તમે અરણ્યમાં શું જોવા ગયા હતા? શું પવનથી હાલતા ઘાસને?
280b080128	પણ તમે શું જોવા નીકળ્યા? શું મુલાયમ વસ્ત્રો પહેરેલા માણસને? ખરેખર, જે એવાં વસ્ત્રો પહેરે છે તેઓ તો રાજમહેલોમાં છે.
280b0900ff	તો તમે શું જોવા નીકળ્યા? શું પ્રબોધકને? હું તમને કહું છું કે, હા, પ્રબોધક કરતાં જે ઘણાં અધિક છે તેને.
280b0a0123	જેનાં સંબંધી એમ લખેલું છે કે, ‘જો, હું મારા સંદેશવાહકને તારી આગળ મોકલું છું, જે તારી આગળ તારો માર્ગ તૈયાર કરશે.’”
280b0b01e0	હું તમને નિશ્ચે કહું છું કે, જેટલાં સ્ત્રીઓથી જનમ્યાં છે, તેઓમાં યોહાન બાપ્તિસ્મા કરનાર કરતાં કોઈ મોટો ઉત્પન્ન થયો નથી, તોપણ સ્વર્ગના રાજ્યમાં જે સૌથી નાનો છે તે પણ તેના કરતાં મોટો છે.
280b0c0132	યોહાન બાપ્તિસ્મા કરનારનાં સમયથી તે અત્યાર સુધી સ્વર્ગના રાજ્ય પર બળજબરી થાય છે, તથા બળજબરી કરનારાઓ તેને છીનવી લે છે.
280b0d00ad	કેમ કે બધા પ્રબોધકોએ તથા નિયમશાસ્ત્રે યોહાન સુધી પ્રબોધ કર્યો છે.
280b0e0079	જો તમે માનવા ચાહો તો એલિયા જે આવનાર છે તે એ જ છે.
280b0f0054	જેને સાંભળવાને કાન છે તે સાંભળે.
280b10012e	પણ આ પેઢીને હું શાની સાથે સરખાવું? તે છોકરાંનાં જેવી છે કે, જેઓ બજારોમાં બેસીને પોતાના સાથીઓને હાંક મારતાં કહે છે કે
280b1100d3	‘અમે તમારી આગળ વાંસળી વગાડી, પણ તમે નાચ્યા નહિ; ‘અમે શોક કર્યો, પણ તમે રડ્યા નહિ.’”
280b1200cf	કેમ કે યોહાન ખાતો પીતો નથી આવ્યો, અને તેઓ કહે છે કે,’ તેને દુષ્ટાત્મા વળગ્યો છે.’
280b13017e	માણસનો દીકરો ખાતો પીતો આવ્યો, તો તેઓ કહે છે કે, ‘જુઓ, ખાઉધરો અને દારૂબાજ માણસ, દાણીઓનો તથા પાપીઓનો મિત્ર! પણ જ્ઞાન પોતાનાં કૃત્યોથી યથાર્થ ઠરે છે.’”
280b140110	ત્યારે જે નગરોમાં તેમના પરાક્રમી કામો ઘણાં થયાં હતાં, તેઓએ પસ્તાવો નહિ કર્યો, માટે તેમણે તેઓની ટીકા કરી.
280b1501b8	“ઓ ખોરાજીન, તને હાય! ઓ બેથસાઈદા તને હાય! કેમ કે તમારામાં જે પરાક્રમી કામ થયાં છે, તે જો તૂર તથા સિદોનમાં થયાં હોત, તો તેઓએ ટાટ તથા રાખમાં બેસીને ક્યારનોય પસ્તાવો કર્યો હોત.
280b1600bc	વળી હું તમને કહું છું કે ન્યાયકાળે તૂર તથા સિદોનને તમારા કરતાં સહેલ થશે.
280b170194	ઓ કપરનાહૂમ, તું સ્વર્ગ સુધી ઊંચું કરાશે શું? તને પાતાળ સુધી નીચું કરી નંખાશે; કેમ કે જે પરાક્રમી કામો તારામાં થયાં તે જો સદોમમાં થયાં હોત, તો તે આજ સુધી રહેત.
280b1800a6	વળી હું તમને કહું કે, ન્યાયકાળે સદોમ દેશને તારા કરતાં સહેલ થશે.”
