2800000006	Mathiu
400109009d	Ngah ih ethoosah chaas raangtaan ih le raanghang; enoothong neng lamsiitte likhiik angla Diotrephes rah ih, arah jenglang asuh hethung hetak nak toom koh ah.
40010a018d	Ngah maatok doh wang hang, erah doh heh ih timjih reeta erah baat wanhang: Marah echoh theng baat tahe nyia eleek tiit baat tahe erah loong ah! Enoothong heh suh erah tah changka ang ah; heh ih Kristaan loong heh ih tah banpoon rumka ang ah, erah damdi marah mina ih Kristaan mina banpoon suh taat liiha suh uh heh ih etangpang erum ah, eno neng loong ah chaas nawa edok phanhaat esuh thun rum ah!
40010b00a2	Nga mongnook joonte, ethih ah nak nyoot uh, enoothong marah ese ah erah nyoot uh. Ngo ih ese re ah erah Rangte mina; ngo ih ethih reela erah ih Rangte ah tup muh.
40010c00d6	Thoontang ih Demetrius ese li rumha; amiisak tiitkhaap rah ih heh tiit ah naririh ih baat ha. Eno erah seng roidong tiitkhaap tim baat hi eradi wakbaat hi, an ih ejat ehu seng ih tim baat hi erah amiisak kabaat ih.
40010d006b	Ngah ih sen suh baat theng hantek je ah, enoothong roong nyi leeraang nawa ih raang suh tah thunghaan kang.
40010e0104	Nga tuungmaang eje ang lang sen damdoh elaang ih chomui suh ah, eno erah doh seng pupuh damdoh chomui ino ma roongwaan ih. Semroongroong ah sen damdoh toom angha. Sen joonte loong ih jengse raajeng halan. Seng joonte loong ih waru waru ih jengse raajeng halan.
4100000004	Juud
41010100b4	Jisu Kristo laksuh, nyia Jeems phoh ano Juud taangnawa arah le rah ah— Rangte Wah minchan nah nyia Jisu Kristo ih puipangha adoh tong suh ngo poonha erah mina loong asuh raangha:
4101020049	Tenthet, semroongroong, nyia minchan loong ah sen suh hantek toom ang ah.
41010301aa	Nga mongnook joonte loong, khopiiroidong tiit seng thoontang ih kap hi tiit ah mathan ese ih mi raang ang emathan ih raang kot suh thuntang, timnge liidih sen suh seek ih raang koh rumhala ah langla, ngah ih sen suh tenthun chaan kot raangtaan ih le ah raangtheng jaatjaat ih samthun tang rah langla, Rangte ih heh mina suh taksiit di roitang raang ih kotahe tuungmaang ah lamat haat theng ngeh tenchaan koh tahe erah tiit ah.
410104016f	Timnge liidih sengdung ni mararah mina rangte lajatte hotsu ih seng laktung ni hotnop rumhala, erah mina loong ih seng Rangte minchan tiitkhaap ah moong ki baat rumha, timnge liidih neng jootthih reeraang loong ah hoppat rumha, eno seng changte heh luulu nyia seng Teesu Jisu Kristo ah thaaju erumha. Teewadi Rangteele ni edut haat tiit ban baatta ah neng choh rumla.
41010500dc	Sen ih arah loong ah jat choi ang an bah uh, Teesu ih teewadi Ijip nawa Ijirel mina loong jaasiit mamah ih puipang rumta, eno lini heh suh lahanpiite loong ah thet haat etta, erah loong tiit ah dokthun thuk suh nooklang.
410106012a	Dokthun an, Rangte ih rangsah loong suh mathan reejih chaan korumta erah tah re rumta, erah thak naang ibah neng tongtheng dowa dok soon rumta, neng loong ah mabah uh lathah theng jaanruh ih laamang beng ni khak thinha, Rangte ih erah thin rumha rah Saakaan elong saadoh neng loong ah dut haat ete.
4101070120	Sodom nyia Gomora ah thaak dokthun thaak an, erah damdoh here dowa samnuh loong ah, erah dowa mih loong ah rangsah loong reeraangta likhiik raandi baaji nyia pangki pangki eh reeraang rumta loong ah: thoontang suh nyootbaat raangtaan ih neng loong ah lamettheng we adi hoocham thuk rumta.
41010800da	Erah likhiikkhiik, arah mina loong ih neng teewah sakpuh raangtaan ih dah rum arah mangphe ban mang rumta; neng loong ih Rangte chaan aphaan nyia rang nawa phaakjaaja ih tong rum ano phoongpha rumha ah kaanju ih rumha.
41010900e1	Rangsah luuwang Maikel bose emah tah reeraangta. Moses sakpuh raangtaan ih Hakhoh juungbaan damdi daan muita doh Maikel ih Hakhoh juungbaan suh dut haat jengkhaap naanli muh, enoothong amah liita, “Teesu ih choophaan ho!”
41010a00e7	Enoothong arah mina loong ih tim uh lajat rumka di thaangju liilaang rumha; woma suiawui likhiikkhiik neng phoongdong ang thaang ih jat rumta, woma suiawui loong ah neng phoongdong nawa ih neng neng kah thet haat rum ah likhiik ah.
41010b010d	Neng suh timthan echootheng angla! Neng loong ih Keen mamah reeta erah kap rumha. Ngun raangtaan ih nengthung nengtak marah Baalam thet reeta eradi koh rumha. Neng ah Korah mina thung ni lajun lapun angta likhiik ang rumla, eno neng ah heh likhiikkhiik thet haat rumta.
41010c01ca	Arah mina loong ah nengthe nengkhoi muh larak lari thang ih sen sadung phaksat satheng ni roong phaksah halan rah ih, sen rangsoom khoon tonglan rah nyaan hoom rumha. Neng loong bah maama raangtaan ih ba sootsaam rumla. Neng loong ah jiingmuung ah pong ih tumhui adi rangphaat laphaat thukka likhiik ang rumla. Neng loong ah bang tiik tiik tokdi uh heh tiik latiikka likhiik nyia bang heh ruhiing dok hoom haat ano kah thoon hookti arah likhiik hookti rumla.
41010d0109	Neng loong ah juungnuh dowa chophaanphaan juungkok likhiik ang rumla, neng rakri theng reeraang rumla rah tookwui likhiik noisok rumha. Neng loong ah etum khoomte ritsi loong likhiik ang rumla, neng suh Rangte ih roitang ih tongtheng hamong laamang thoon ah thinha.
41010e00a5	Adam sutoom satoom arok lidi tup arah Inok, heh ih neng loong tiit jaakhoh ni dook amah ih ban baatta: “Teesu ah lajen wettheng heh rangsah Esa loong damdoh raaha.
41010f00e1	Thoontang dande rum ano dut haat rum ah, mamah liidih neng loong ih rangte neng damdi lajeete mootkaat likhiik moh rumta nyia rangdah mina loong ih Rangte miksuk jengkhaap ladok jeng theng kajeng rum ah likhiik jeng rumta!”
41011000e7	Arah mina loong ah saarookwe ejaap eh rumla nyia wahoh suh luulu nan rumha; neng thung ethih thun rumha erah likhiikkhiik ih re rumla; neng teeteewah ejat noisok rumha eno wahoh loong ah neng lamlaang suh jengse lam ih nyoom rumha.
410111006e	Nga joonte loong, edok thun eh an, marah jaakhoh ni seng Teesu Jisu Kristo kaamwah loong ih baat tahan rah ah.
41011200a9	Neng ih baat tahan, “Rangthoon doh, mina loong sen loong nyitkhuungte dong rumha, neng ah rangte muh ang rum ano neng tenthun maadi kala erah doh kaatte mina loong.”
4101130078	Arah mina loong aju mih pheehoomte loong ah, neng loong ah neng ten thun nawa ih maak rumha, neng jinni Chiiala tajeeka.
4101140098	Enoothong nga joonte loong, sen teenuh teewah esa thoon tuungmaang adoh saarookwe rongtangtang ih tong an. Esa Chiiala chaan aphaan nawa ih rangsoom an,
410115007e	eno sen suh seng Teesu Jisu Kristo ih tenthet lam ih lathoon roidong kot suh bansok halan tok adoh Rangte minchan nah tong an.
410116002d	Tenchi angte loong asuh sen ih tenthet eh an;
41011700a0	wahoh loong ah we nawa dok hoom pang an; wahoh tenthet udoh echo damdoh re uh, eno neng rangdah nyamnyook nawa ih thet haat rumha loong nyuh akhat ah miksuk uh.
4101180081	Marah ih edattek theng dowa jenpang ho, eno kateng hoon hoono jen thoksiit ho nyia heh rangka theng nah tenroon ih thoksiit ho—
41011900cc	Jisu Kristo seng Teesu jun di seng Pangte heh luulu Rangte, phoongpha, chaan aphaante, luungwanglong eno pante chaan aphaan toom ang ah, jaakhoh nawa ih amadi tuk, eno saarookwe heh men toom ang ah! Amen.
420000000a	Revelation
420101011e	Arah leedap ah Jisu Kristo ih dong wuungbaatta loong tiit ah raangthin arah. Heh suh Rangte ih erah wuungbaatta ah langla kharok ih timjih angte angla heh laksuh loong ih toomjat ah ngeh noisok ha. Kristo ih heh rangsah ah daapkaat ano heh laksuh Joon suh arah loong tiit ah jat thukta,
4201020078	Joon ih marah tupta thoontang baatta. Rangte tiitkhaap nyia Jisu Kristo ih amiisak tiit dongbaatta loong ah langla arah.
42010300d0	Ngo ih arah leedap ah weh ah nyia khowah ih ban baat ha tiitkhaap ah chaat ah eno arah leedap adi marah raangha erah kapte loong ah tenroon angtheng! mamah liidi arah loong ah lang suh saapoot ah ethok ehala.
42010400c9	Esia juungkhuung nawa chaas sinet loong suh Joon taangnawa le: Marah amadi uh eje, jaakhoh ni eje angta, eno liwang nah uh eraak ete, erah Rangte nyia sinet moong achaang heh luuwang tongtheng re dowa,
4201050109	eno hanpi etheng, jaakhothoon etek nawa phang saatte, eno arah mongrep dowa luuwang loong pante Jisu Kristo taangnawa tenthet nyia semroongroong ah sen suh toom ang ah. Heh ih minchan eh hali, eno heh bangphak ni tekbot ano seng loong ah seng rangdah nawa pang tahe
4201060099	eno seng loong ah heh wah hasong nah moot suh romwah ih hoon thuk hali. Jisu Kristo damdoh saarookwe phaaknyaanya nyia chaan aphaan ah toom ang ha! Amen.
42010700c2	Sokthaak an, heh ah jiingmuung ni ra hala! Thoontang ih heh ah japtup ah, heh saam ni sotte rah ih uh ekap tup eh ah. Mina loong hatoh adoh heh raangtaan ih raamwe rum ah. Emamah ju toom ang ah!
4201080089	Amadi uh eje, jaakhoh ni uh eje angta, eno linah uh eraak ete, Teesu Elongthoon Rangte ih liita, “Phangkhoh uh ngah, liwang uh ngah.”
42010900ef	Ngah senphoh senno Joon, eno Jisu liphan diibah, ngah uh esiit sen damdi jiite anglang heh hasong ni chamnaang naante ah. Ngah ih Rangte jengkhaap nyia amiisak tiit Jisu ih dongbaatta ah baatkang no juungloot Patmos hah ni thin rum tahang.
42010a0073	Teesu saakaan saadi Chiiala lakmong ni ang tang, eno nga liko ni erongwah luirong huung mot arah likhiik chaattang.
42010b00c4	Erah huungta rah ih liita, “Marah tup hu erah raang uh, eno erah le ah samnuthung sinet dowa chaas loong Ephisas, Ismirna, Pargamum, Thaitira, Sardis, philadelphia, nyia Laodisia nah maat uh.”
42010c0071	Nga reeni ngo waan hala ngeh taat ngaak soktang, eno ngah ih kom nawa hoon arah weetook thin theng sinet tuptang,
42010d0091	erah loong dowa mina likhiik tup arah uh eje angta, nyuh ah heh lasih ni thok jangdat arah angta, eno kom ah heh teekhuh ni ngoomkhak arah angta.
42010e0065	Heh khoroon ah ripuung nyia nge kah puung ajih puungta, eno heh mik ah we luungluung likhiik phaakta;
42010f0078	heh lah ah jaanmeen leep hut choi likhiik leepta, eno heh root ah choonraak juung kah reng datjan ah likhiik reng janta.
420110009b	Heh lak dakchah ko adi ritsi sinet piita, eno heh tui nawa haanghop theh arah lang dong taha, eno heh the ah rangnithung rangsa kaphaak ah likhiik phaakta.
42011100a0	Erah japtup ango, ngah tekmang likhiik heh lathong ni loongdat tang. Heh lak dakchah ko rah ih taajoh hangno liita, “Nakcho uh! ephang uh ngah ethoon uh ngah.
420112009f	Marah ething angla erah wah rah ngah, etek etang, enoothong amadi ngah roitang raangtaan ih ething anglang. Etek nyia jumlam ah jen suh ngah jinni chaan je ah.
4201130063	Erah raangtaan ih marah tup hu erah raang uh, amadi angla nyia marah linah elang etheng ah erah ah.
42011400e7	Nga lak dakchah kooni piihang ritsi sinet nyia kom weetook thin theng sinet tup hu eradi timjih bah uh husah tiit eje: ritsi sinet ah angla chaas loong raangtaan ih rangsah loong, eno weetook thin theng sinet ah langla chaas sinet.
42020100ad	“Ephisas chaas rangsah suh raang uh: “Arah tiitkhaap ah heh reeni dakchah kooni ritsi sinet joha taangnawa nyia kom weetook thin theng sinet damdi khoomla wah taangnawa.
4202020110	Tim reelu ngah ih jat eh hala; Naan uno timthan mootchaan kaatchaan motu ah ejat ih hala. Erah ejat ih hala mih lajak loong ah an ih tah naan sokko. Erah damdi kaamwah lah angka di ngah kaamwah ngeh chaang ha mina loong ah thaak taari uno jat hu, neng loong ah ehuh eleek.
4202030047	Nga thoithoi di an ih lah toihaat thang ih rapne naan uno chamnaang lu,
4202040071	Enoothong an suh laseechoh abah jaakhoh ni minchan tahang likhiik amadi lah minchan rang nooba laseechoh ih hala.
42020500cf	Taatthaak thunthaak uh, timthan haloh ni moonglu! Rangdah mootkaat thinhaat uno jaakhoh ni motu erah likhiik moh uh. An rangdah nawa lamok lek koobah, ngah eraak ehang weetook thin theng ah etoon raak ehang.
4202060091	Enoothong ngah ih an suh seechoh hala abah ngah ih Nikolai loong reeraang miksuk tang likhiik an ih uh emamah miksuk hu erah suh ba seechoh lang.
42020700bb	“Sen na je an bah, Chiiala ih chaas suh timjih baat ha erah chaat an! “Ngo mina ih jen jen ah, erah mina suh Rangte Pa ni roidong potiik bang angla erah tiik ah jen thi phak thuk ang.
4202080090	“Ismirna chaas dowa rangsah suh raang uh: “Arah tiitkhaap ah marah wah ephang, ethoon nyia etek eta eno ewe ngaakthingta erah wah taangnawa.
4202090106	Ngah ih an chamnaang ah ejat ehang, an changthih ngeh uh ejat ehang—enoothong an amiimi diibah changthih tah angko! Ngah ih jat ehang Jehudi lah angka di Jehudi ngeh ih chaang rumha loong rah ih an tiit ethih thetbaat rum halu, amiidi bah neng ah Soitaan mina!
42020a00fd	Tim ang abah uh chamnaang ra nakcho uh. Chaat uh! Hakhoh luuwang ih phaatak nah sak hono eteeme mok eho, eno an sa asih tuk ih ba chamnaang uh. Etek theng thok ha bah uh ngah suh rapneene ih hanpi hang, enooba ngah ih an suh ejen thaang ah roidong koha.
42020b008e	“Sen na je an bah, Chiiala ih chaas suh timjih baat ha erah chaat an! “Ngo mina ih jen jen ah erate ah etek we etheng rah ih tajen haamka.
42020c0071	“Pargamum chaas dowa rangsah suh raang uh: “Arah tiitkhaap ah haanghop langtheh ang arah piita wah taangnawa.
42020d00e8	Ngah ih jat ehang maradi an tonglu erah hah rah Soitaan luuwang tongtheng angla eradi tonglu. Ngah haaki tuungmaang maang ih chapte Antipaas ah Soitaan tongtheng ni tek haatta tok adi uh an ih ngah suh tuungmaang ah tah thin haattu.
42020e0149	Enoothong sen suh amasah laseechoh ah langla: sen laktung ni marah marah mina Baalam jeng chaatte eje, Marah ih Baalak suh Ijirel mina loong mokwaan thuk rum ano tongmih suh koha phaksat ah phaksat thuk rumta eno minuh damdoh roomjup roongtong ah nyootsoot ano rangdah ni dat hoom rumta, erah Baalam jeng kapte sen jaachi ni eje.
42020f0053	Erah likhiikkhiik sen jaachi ni uh marah marah mina Nikolai loong jeng nyootte eje.
42021000a3	Amadoh engaak ehan sen rangdah nawa ah! lah ngaak ran bah, ngah sen jinnah kharok eraak ehang eno nga tui nawa dong taha lang ah pi angno neng damdoh rook raahang.
420211010b	“Sen na je an baleh chaat an, marah Chiiala ih chaas loong suh baat ha rah ah! “Ngo ih jen ah erah suh ngah ih ehotthin eha manna ah koh ang. Jong epuung nah men ena raang choi korum ang, erah wahoh ih tajatka ang ah enoothong marah ih thaangha erah ih ba jat ah.
42021200b5	“Thaitira chaas dowa rangsah suh raang uh: “Arah tiitkhaap ah Rangte Sah, heh mik ah weelak kaphaak ajih phaakla, heh lah ah jaanmeen leep hut choi phaakphaak phaakla taangnawa.
42021300bf	Ngah ih ejat ehang an timjih reelu ah. An jinni minchan, tuungmaang, mootkaat ah eje, nyia an ten jen naan hu rah uh ejat ehang. Jaakhoh nawa thaknang ibah amadi ehan reelu rah uh ejat ehang.
420214010d	Enoothong ngah ih an miksuk hala ah langla: an ih minuh Jejebel ih liita ngah Rangte kongphaak huite eno eradi enaan etu, heh ih nga laksuh loong mokwaan rumta ah langla minuh damdoh roomjup, tongmih suh koh arah phaksat ah phaksat suh ki nyoot rumta, erah suh khalang.
4202150077	Ngah ih heh suh rangdah nawa ngaak suh saapoot ekot taat etang, ang abah uh heh tenthun thih dowa ngaak suh tah nookta.
42021600e6	Erah raangtaan ih ngah ih heh teenuh nyia heh damdi roomjupte loong ah juptheng adoh haat ang eno rapne chamnaang thuk rum ah. Erah nuh ah damdi thet reete loong uh lah sekthun rumka bah neng uh amah doh juptheng nah haat rum ang.
42021700dd	Ngah ih erah nuh liphante loong ah nep tek haat ang, eno erah lih adoh chaas nawa mina loong ih jat rum hang, mina tenthun nyia tim nook rumla erah jatte ah ngah. Sen ih mamah ih re an ngah ih sen damdoh emamah ih re ang.
42021800dc	“Enoothong Thaitira dowa rukho loong rah ih ethih nyootsootta ah tah kap rumta; rukho loong ih Soitaan husah tiit baat hah rah sen ih tanyoottan. Ngah ih liihang abah sen suh arah khotok doh huijih taka hui thuk rumra.
4202190058	Enoothong ngah maang ngaak raara amadi ang lan ah likhiik rongtangtang jaatjaat tong an.
42021a012b	Ngo mina ih jen jen ah, nyia ethoon tuk ih ngah ih liihang jun ih reela, erah suh seng Wah jin nawa chaan chotang ah koh ang: Deek akaan jen pan suh chaan ah koh ang, jom ajaan likhiik ih pan rum ah, nyia paaktek bunbuh arah likhiik bun bot thuk rum ang. Ngah ih rangkhano ritsi ah uh ekot erum ang.
42021d0050	“Sen na je an baleh, chaat an marah Chiiala ih chaas loong suh baat ha rah ah!
42030100ed	“Sardis chaas dowa rangsah suh raang uh: “Arah tiitkhaap ah marah jinni Rangte moong achaang sinet nyia ritsi sinet angta wah taangnawa. Ngah ih ejat ehang an tiimjih reelu; mina loong ih liiha an ething anglu enoothong an etek choi!
4203020091	Maangthoon thotti ko doh saat uh eno an tah timthan jeela erah hukchat uh. Mamah liidih sen sok rumha di sen loong ah Rangte reeni maang pun kan.
420303010b	Dokthun thaak an, sen suh mamah ih nyoot tahan nyia sen ih mamah ih chaattan rah ah; erah nyootsoot tahan ah kap anno sen rangdah nawa ngaak han. Sen lamok saat kanbah, ngah sen jinna ehuh likhiik raahang, eno sen ih tim saapoot doh raahang erah uh tah jatkan ang an.
42030400cb	Enoothong Sardis ni tongte marah marah sen loong ih nyuh akhat ah esa thinhan. Sen loong nga damdoh nyuh epuung ah kap anno jen nong khoom ehan, mamah liidih sen loong ah nga damdoh khoom suh epun eh an.
42030500de	Ngo ih rangdah jen ah erah mina ih erah likhiik nyuh puung ejen kap eh ah, eno nga ih neng men ah ething leedap dowa tamat hut kang. Seng Wah nyia heh rangsah loong ngathong nah neng loong ah nga mina ngeh dokbaat rum ang.
420306004a	“Sen na je an baleh chaat an, Chiiala ih chaas loong suh baat ha rah ah!
42030700f9	“Philadelphia chaas nawa rangsah suh raang uh: “Arah tiitkhaap ah esa wah nyia amiisak wah taangnawa. Dewid saabi ah heh taang ni, eno heh ih kaasak ah daap adoh wahoh ih tajen sakka ang ah, eno heh ih kaasak ah sak abah, ngo ih uh tajen daapka.
42030800eb	Ngah ih an tiimjih reelu ejat ehang; erah uh ejat ehang an jiinni chaan aphaan tanang jeeka; ngah ih nyoot rum taha rah ekap etan eno ngah suh rapne ih tuungmaang tahe. Ngah ih sen ngathong ni ngo ih uh lajen sakka kaasak ah daap tang.
42030900e1	Chaat thaak an! Jehudi lah ang rum kaadi Jehudi ngeh chaangte loong ah Soitaan roomte eno neng loong ah eleek, neng loong ah sen lathong nah khorongngot wang thuk rum hang. Sen suh minchan rumhala rah neng ih dong jat rum ah.
42030a00af	Mamah liidih sen ih enaan esuh jengdang koh rum taha rah ekap etan, arah mongrep dowa mina loong ih hatoh adoh mina loong chamnaang taari rum adoh ngah ih uh sen epang erumha.
42030b007b	Nga raak ah chang ela. An jiinni timjih jeela erah rapneene ih thin uh, thaang chotu rah mih ih nak toom jen nyeeho suh ah.
42030c0126	Ngo ih rangdah ah jen ah, erah mina ah ngah ih seng Rangte rangsoomnok nah thong ih hoon rum ang, eno neng ih erah tathin haat rumka. Erah doh nga Rangte men, nga Rangte samnuthung Jerusalem men raang ang, erah rangmong nawa nga Rangte taangnawa raaha. Nga men ena ah uh neng sak nah raang ang.
