0100000003	Mui
2c121b0171	Amalalu, Abolose da Aga:ia sogega masusa: dawa:i galu. Amaiba:le, Efesase Yesu Ea fa:no bobogesu dunu da Aga:ia fa:no bobogesu dunuma meloa dedene iasi. Ilia da Aga:ia dunuma ilia Abolose hahawane yosia:ma:ne sia:i. Abolose da amo sogega doaga:loba, e da dunu amo ilia da Gode Ea hahawane dogolegele iasu ba:beba:le, Yesu Ea hou lalegagui dagoi, e da amo bagade fidisu.
2c121c00bd	E da Yu dunuma dunu huluane ba:ma:ne gasa bagadewane fofada:nanu. E da ilia sia: ea sia:ga osa:le heda:i dagoi. Gode Sia: Dedei da Yesu Gelesu da Mesaidafa olelesa, amo e da noga:le olelei.
2c130100b1	Abolose da Golidia moilai ganodini esalea, Bolo da Gala:isia amola Falidia, amo soge ganodini lalu. E da Efesase moilaiga doaga:loba, Yesu Ea fa:no bobogesu fi dunu mogili ba:i.
2c130200f0	E da ilima amane adole ba:i, “Dilia Gode Ea hou lalegaguiba:le, dilia dogo ganodini Gode Ea A:silibu Hadigidafa Gala da aligila sa:ibela:?” Be ilia da bu adole i, “Ninia da Gode Ea A:silibu Hadigidafa Gala da esalebe hamedafa nabi!”
2c130300bc	Bolo da bu adole ba:i, “Dilia ba:bodaise hamoi amo ea bai da adi baila:?” Ilia da bu adole i, “Ninia Yone Ba:bodaise ea olelei, amo hanoga fane salasu hou bai hamomusa:gini hamoi!”
2c130400ec	Bolo da bu adole i, “Yone da dunu ilia wadela:i hou dawa:beba:le, sinidigima:ne, fane salasu hou hamoi. Be e da Isala:ili dunuma amane olelei, ‘Nama fa:no misunu Dunu ea hou dafawaneyale dawa:ma. Yesu Gelesu Ea hou lalegaguma!’”
2c13050052	Amo sia: nababeba:le, ilia da Hina Gode Yesu Ea Dioba:le hanoga fane sanasi dagoi.
2c130600b2	Bolo da ea lobo ili da:iya ligisili, Gode Ea A:silibu Hadigidafa Gala da ilia dogo ganodini aligila sa:i. Amalalu, ilia sia: hisu hisu amoga sia:nanu, amola Gode Ea Sia: olelesu.
2c13070020	Dunu fagoyale gala agoane hamoi.
2c1308009b	Amalalu, oubi udiana amoga, Bolo da sinagoge diasu ganodini, dunu huluane Gode Hinadafa Hou noga:le dafawaneyale dawa:ma:ne, e da ilima gilisili sia: dasu.
2c13090129	Be mogili ilia odagi igiwane hamoiba:le, dafawaneyale hame dawa:i. Dunu huluane ilia midadi, ilia Hina Gode Ea Logo Ahoasu amoma lasogole sia:i. Amaiba:le, Bolo da ili fisili asili, Yesu Ea fa:no bobogesu dunu oule asili, eso huluane e amola ili da Daila:nase olelesu diasu amo ganodini sia: dasu.
2c130a009f	Amo hou da ode aduna amoga hamosu. Amaiba:le, dunu huluane, Yu dunu amola Dienadaile dunu A:isia soge amo ganodini esalu, ilia da Hina Gode Ea Sia: nabi dagoi.
2c130b0041	Gode da Bolo ea loboga musa: hame ba:su gasa bagade hou hamonanu.
2c130c00ef	Eno dunu da Bolo ea finimu doga:su amola hawa: hamosu abula, amo ema lale, gaguli asili, oloi dunu digili ba:ma:ne gaguli asi. Oloi da digili ba:beba:le, ilia oloi da uhi amola eno Fio liligi ilia dogo ganodini sa:i galea da fadegale fasi.
2c130d00f4	Eno Yu dunu ilia da Fio liligi fadegale fasisu dawa: dunu, ilia amola Hina Gode Yesu Ea Dioba:le amo hou hamomusa: dawa:i galu. Ilia Fio a:silibu amoma amane sia:i, “Dilia! Yesu, amo Ea hou Bolo da olelesa, amo Ea Dioba:le fadegale fasima!”
2c130e0064	Yu gobele salasu Hina dunu ea dio amo Sifa, amo ea dunu mano fesuale gala da agoane hamonanebe ba:i.
2c130f0075	Be wadela:i a:silibu da ilima bu adole i, “Na da Yesu dawa:! Amola na da Bolo dawa:! Be Dilia! Dilia da nowala:?”
2c131000ed	Amalalu doulasi dunu (amo ea dogo ganodini Fio liligi aligila sa:i) e da gasa bagade ilima doagala:le, ili huluane fananu, sefasi. Ea da ili da:i fa:gili, ili abula gadelale fadegale, sefasili, ilia diasu fisili, da:i nabadowane hobea:i.
2c13110096	Yu dunu amola Dienadaile dunu, Efesase moilai ganodini esalu, amo sia: nababeba:le beda:i bagade ba:i. Ilia Hina Yesu Gelesu amo Ea Dio nodone dawa:i.
2c13120078	Yesu Ea hou lalegagui dunu bagohame da misini, dunu huluane ba:ma:ne, ilia wadela:i hou hamoi olelelalu, fofada:i dagoi.
2c131300d5	Mogili da sema nabi hou amola wamuli dawa:su hou hamobeba:le, ilia amo hou olelesu buga gaguli misini, dunu huluane ba:ma:ne, laluga gobesi dagoi. Amo buga ea bidi lasu ilegei idili, amo da50,000 gina agoane ba:i.
2c13140074	Amaiba:le, Gode Ea hou da gasa bagadewane heda:i amola dunu bagohame soge huluane amo ganodini da Gode Ea sia: nabi.
2c131500e6	Amo hou dagoloba, Bolo da Ma:sidounia soge amola Aga:ia soge, baligili, Yelusaleme moilai bai bagade amoga masusa: dawa:i galu. E amane sia:i, “Yelusaleme moilai bai bagade ba:lalu, na da Louma moilai bai bagade ba:la masunu.”
2c1316009e	Amaiba:le, Bolo da ea fidisu dunu aduna amo Dimodi amola Ila:sadase, Ma:sidounia sogega asunasi. E da bu A:isia soge ganodini eno hawa: hamomusa: dawa:i galu.
2c1317006b	Amo esoga, Efesase moilai ganodini dunu ilia Hina Yesu Gelesu amo ea Logoga ahoabeba:le, gegesu da doaga:i.
2c1318015b	Dunu afae ea dio amo Demidaliase da silifa amoga liligi hamosu. Efesase moilai ganodini, debolo diasu amo ganodini dunu ilia uda ogogosu ‘gode’ liligi ea dio amo Adema:se, ema nodone sia:ne gadosu. Amo debolo diasu defele, Demidaliase da debolo diasu fonobahadi silifaga hamone, dunuma bidi labeba:le, ea hawa: hamosu dunu da muni bagade lasu.
2c131900ce	Amaiba:le ea hawa: hamosu dunu amola eno agoaiwane hawa: hamosu dunu, e sia:beba:le fofada:musa: gilisili, e da ilima amane sia:i, “Defea! Dilia huluane dawa: Ninia amo hawa: hamobeba:le muni bagade laha.
2c131a00ed	Be dilisu da amo dunu Bolo ea wali hawa: hamonanebe ba:sa. Ninia loboga hamoi liligi da ogogosu ‘gode’ e da sia: daha. Dunu bagohame Efesase moilaiga amola A:isia soge amo ganodini, amo Bolo ea sia: nababeba:le, dafawaneyale dawa:sa.
2c131b0152	Amaiba:le, ninia hawa: hamosu amoma dunu ilia da lasogole sia:sa:besa:le, na beda:i. Be amo fawane hame. Be ninia uda ‘gode’ Adema:se (A:isia dunu huluane amola osobo bagade fi dunu huluane, da ema nodone sia:ne gadosa) amo amola ea debolo diasu amola amoga dunu ilia lasogole sia:beba:le, amo da hamedei dafai liligi agoane ba:mu!”
2c131c0096	Dunu bagohame gilisi amo sia: nababeba:le, ougi bagade ba:i. Ilia ha:giwane ha lale amane wele sia:i, “Efesase ‘gode’ Adema:se da bagadedafa!”
2c131d011d	Dunu huluane Efesase moilai ganodini amo sia: nababeba:le, halalalu. Ha lai gilisi dunu ilia Ma:sidounia dunu amo ela dio amo Ga:iase amola A:lisadagase, (ela da Bolo amola gilisili ahoasu) amo ilia gasawane gagulaligili, hehenane, moilai dunu ilia gilisisu diasu amoga hiouginana asi.
2c131e0079	Bolo da amo dunu gilisisu ilia midadi fofada:musa: dawa:i galu. Be Yesu Ea fa:no bobogesu dunu da ea masunu logo hedofai.
2c131f008b	Mogili gamane fofada:su dunu, Boloma asigi dunu, ilia amola Bolo da gilisisu amoga mae masa:ne ema ha:giwane adole ima:ne, sia: adole iasi.
2c132000d3	Be dunu gilisisu amo ganodini wili gala:su agoane ba:i. Mogili da liligi afadafa halasu, eno da liligi eno bagade wesu. Dunu bagohame da ilia gilisi da abuliba:le gilisibayale, hame dawa:beba:le, udigili halasu.
2c132100f2	Yu dunu da gilisisu midadi, dunu ea dio amo A:legesa:nede amo asunasiba:le, e da amo gegesu bai hamoyale, mogili ilia dawa:i galu. A:legesa:nede da dunu huluane ouiya:ma:ne ea loboga welalu, e da hi hou gaga:musa:, sia: sa:imusa: dawa:i galu.
2c13220093	Be A:legesa:nede da Yu dunu amo ilia da ba:beba:le, ilia huluane gilisili bagadewane welalu amane, “Efesase ‘gode’ Adema:se da bagadedafa!”
2c13230113	Halalalu, amalalu moilai sia: dedesu dunu da sia:beba:le, olofosu da doaga:i. E amane sia:i, “Na fi Efesase dunu! Ninia Efesase dunu fi da Adema:se Bagadedafa amo ea debolo amola sema igi da muagado misini, ninima doaga:i amola amo da ninia ouligisa, dunu huluanedafa dawa:
2c13240093	Amo sia: da moloidafa. Dunu da ‘Amo sia: da ogogosa’ amo sia:mu da hamedei. Amaiba:le, ougi yolesili, olofoma. Udigili wili gala:su mae hamoma.
2c132500a2	Amo dunu dilia waha hiouginana misi da debolo diasu liligi hame wamolasu. Ilia Adema:sema hame lasogole sia:su. Be dilia amo udigili gagulaligili hiouginana misi.
2c132600cc	Demidaliase amola ea hawa: hamosu dunu, da nowa dunuma fofada:musa: dawa:sea, defea, ninia da fofada:su dunu gala amola fofada:su eso ilegei dagoi. Ilia da fofada:su diasuga ilima fofada:mu da defea galu.
2c13270070	Be dilia eno liligi fofada:musa: dawa:sea, dilia gamane ea sema defele, moilai fofada:su dunu gilisili hahamoma.
2c132800c5	Be wali udigili wili gala:beba:le, gamane da ninima sia:sa:besa:le, yolema! Amo gegesu da bai hamedafa gala. Gamane da ninima adole ba:sea, ninia da bai olelemusa: logo hogoi helele, hame ba:mu.”
2c1329003d	Amo sia:nanu, e da dunu gilisi huluane amo muguluma:ne sia:i.
2c140100d3	Amo wili gala:su da bu gumilalu, Bolo da sia:beba:le, Yesu Ea fa:no bobogesu fi dunu da gilisi. E da ilima dogo denesisu sia: sia:nanu, ilima asigibio sia:i. Amalalu, yolesili, asili, Ma:sidounia sogega doaga:i.
2c1402007a	Amo soge ganodini lalu, e da dunu amo soge ganodini esalu ilima sia: bagohame olelei. Amalalu, e da Aga:ia sogega doaga:i.
2c140300c1	E da Aga:ia soge ganodini oubi udiana esalu. E da Silia sogega masa:ne momagelaloba, e da Yu dunu ilia e medomusa: dawa:lalu amo sia: nabi. Amaiba:le, e da bu Ma:sidounia sogega masusa: dawa:i.
2c14040113	Dunu eno gilisili, ema sigi asi. Amo dunu da Soubada (amo da Bilase, Belia dunu ea mano). Eno da Desalouniga dunu aduna amo A:lisadagase amola Siganadase. Eno da Ga:iase, Debe moilai dunu. Eno da A:isia soge dunu aduna amo Digigase amola Dalofimase, Dimodi amola da sigi asi.
2c14050052	Ilia bisili asili, Daloua:se moilaiga doaga:le, nini da fa:no doaga:ma:ne ouesalu.
2c140600f4	Ninia Filibai moilaiga Agi Yisidi Hame Sali Lolo Nabe ba:lu, foga ahoasu dusagai amoga fila heda:le, Filibai moilai yolesili, asili, eso biyale gala ahoanu, Daloua:se moilaiga doaga:le, ili gousa:i. Amo moilai ganodini ninia da hi afae ouesalu.
2c140700aa	Sada:i daeya ninia da ha:i manusa: gilisi. Bolo da dunu gilisi ilima sia: olelei. E da aya yolesili masunu dawa:beba:le, e da mae helefili sia:nanu amo gasimogoa doaga:i.
2c1408006b	Ninia da diasu gadodili sesei amo ganodini gilisibi ba:i, amola gamali bagohame amo ganodini nenanebe ba:i.
2c1409010b	Goi dunu ea dio amo Yudigase da fo misa:ne agenesi dou da:iya amoga esalu. Bolo da mae helefili, sia:nanebeba:le, Yudigase da helele, golaidafa. Fo misa:ne agenesi amoga gadili dafane, osoboga sa:i. Ilia hedolowane gadili asili, ea da:i gaguia gadole, bogoidafa ba:i.
2c140a0092	Be Bolo da gududili sa:ili, ea da:i amoga dia heda:le, ouga:ne, amane sia:i, “Defea! Mae beda:ma! E da hame bogoi, esala!” Amalalu goi da uhi.
2c140b0077	Amalalu, Bolo da bu gadodili heda:le, agi fifili sagole, ha:i mai. E da ilima bu sia:nanu, eso mabeba:le, yolesili asi.
2c140c0069	Goi dunu ea na:iyado, e da esalebeba:le, ilia amo goi ea diasuga oule asili, ilia dogo denesi dagoi ba:i.
2c140d0112	Ninia da bisili asili, foga ahoasu dusagai amo ganodini fila heda:le, A:sose moilaiga doaga:musa: asi. Amo moilaiga, ninia da Bolo dusagaiga fila heda:le yosia:musa: dawa:i galu. Bai e da musa: osobo logo amoga masusa: dawa:beba:le, amo hou ninima olelelalu, emo logoga asi.
2c140e007c	A:sose moilaiga, ninia Bolo gousa:i. E dusagaiga fila heda:i. Amalalu, ninia da asili, Midilini moilai bai bagadega doaga:i.
2c140f00a7	Amo moilai yolesili, asili, gasi afae golale, Gaiose ogaga doaga:i. Asili, eno golale, Sa:imose ogaga doaga:le, afae eno golale, Mailidase moilai bai bagadega doaga:i.
2c14100116	Bolo da A:isia soge amo ganodini bagadewane esalumu higa:iba:le, e da Efesase baligimusa:, amo logoga dusagai ganodini masusa: dawa:i galu. E da hedolowane Benedigosidi Eso (Ha:i Manu Gamibi Dagosu Lolo Nasu) amo ba:musa:, Yelusaleme moilai bai bagadega doaga:musa: dawa:i galu.
2c1411005c	Bolo da Mailidase moilaiga esalebeba:le, e da Efesase sese asigilai dunu ema misa:ne sia:si.
2c1412009c	Ilia da ema doaga:loba, e da ilima amane sia:i, “Na da degabo A:isia sogega doaga:i amogainini wali, na da dili amola esalebeba:le, dilia da na hou dawa:!
2c14130098	Na da hou fonoboiwane, dinanuwane, Yesu Gelesu Ea hawa: hamonanu. Yu dunu ilia gilisili na medomusa: ilegeiba:le:, na da se bagade nabi, be hame yolesi.
2c1414006e	Na da dunu huluane nabima:ne amola dilia diasu ganodini, dilima fidisu sia: mae wamolegele, moloiwane olelesu.
2c141500c8	Na da mae afafane, Yu dunu amola Dienadaile dunu, ilima sisasu sia: olelesu. Na da dili huluane wadela:i hou yolesili, Godema sinidigili, Hina Yesu Gelesu Ea hou dafawaneyale dawa:ma:ne, olelei dagoi.
2c1416009b	Be wali, Gode Ea A:silibu Hadigidafa Ea adoi nababeba:le, na da Yelusaleme moilai bai bagade amoga masunu. Amo moilaiga, na da nama doaga:mu hou hame dawa:
2c141700ad	Liligi afadafa na dawa: Moilai huluane ganodini, Gode Ea A:silibu Hadigidafa Gala da nama se dabe iasu diasu hawa: hamosu amola se nabasu, na da ba:mu, amo E da nama olelei.
2c141800f7	Be na osobo bagade esalusu hou da nama liligi hamedei agoane gala. Na da hawa: hamosu Hina Gode Yesu da nama ia dagoiba:le, amo dagomusa: dawa:lala. Amo hawa: hamosu da Sia: Ida:iwane Gala, Gode Ea hahawane dogolegele iasu hou, eno dunuma olelesu.
2c14190075	Na da dili huluane nabima:ne, Gode Ea Hinadafa Hou olelesa lalu. Be dilia huluane da na odagi bu hame ba:mu, na dawa:
2c141a008f	Amaiba:le, na da gasa bagadewane dilima olelesa. Dilia fi dunu afae da fisi dagoi ba:sea, Bolo da hame oleleiba:le fisi, amo sia:mu da hamedei.
2c141b003c	Na da Gode Ea hou huluanedafa dilima olelemu hame hihi galu.
2c141c010d	Amaiba:le, dilia hou dilisu noga:le ouligima. Sibi gilisisu Gode Ea A:silibu Hadigidafa Gala dili ouligima:ne dilima i, amo amola noga:le ouligima. Gode Ea Manodafa da bogoiba:le, E da Ea sese hamoi dagoi. Amola dilia da sese, sibi ouligisu ea ouligibi defele ouligima.
2c141d0094	Na da dili yolesili, asili, ogogole olelesu dunu gasonasu wa:me agoane da mae asigili, dili gilisisu ganodini gugunufinisimusa: misunu, amo na dawa:
2c141e0068	Dilia gilisisu amo ganodini, mogili ilia da eno dunu ilima fa:no bobogema:ne, ogogomu. Amo hou da ba:mu.
2c141f007a	Amaiba:le, mae gogolema! Ode udianaga, eso amola gasi, mae golale na da bagadewane dinanawane, se nabawane dilima olelesu.
2c1420010f	Defea! Na da dili Gode ouligima:ne, Godema iaha. Gode Ea hahawane dogolegele iasu sia: da ida:iwane gala. Amo da dilia dogo denesimusa: dawa: Amo sia: lalegagubiba:le, dilia Gode Ea hahawane iasu E da Ea fi dunu huluane ilima imunusa: dawa: liligi, amo e da dilima imunu.
2c1421004f	Na da eno dunu ilia abula o muni o silifa o gouli, amo lamusa: hamedafa dawa:i.
2c1422006b	Dilia huluane dawa: Na na:iyado amola na, ninia ha:i manu amola abula lama:ne, ninia loboga hawa: hamonanu.
2c14230100	Ninia gasa hame dunu amola hame gagui dunu fidimu da defea. Na da amo hou hamonanebeba:le, dilima olelei. Hina Yesu Gelesu Ea musa: sia: dawa:ma, amane, ‘Di da dunuma liligi lasea, hahawane ba:mu. Be di da eno dunuma iasea, hahawane baligili ba:mu!’”
2c14240054	Bolo da sia:i dagoiba:le, e amola ilia, gilisili muguni bugili, Godema sia:ne gadoi.
2c14250047	Ilia da huluane dinanu. Ilia Bolo nonogone, asigibio sia:musa: nonogoi.
2c1426009a	E da ilima ea odagi ilia da bu hame ba:mu, amo e da ilima sia:i dagoiba:le, ilia baligiliwane se nabi. Amalalu, dusagaiga doaga:musa:, ilia Bolo sigi asi.
2c150100e8	Ninia da ilima dinanuwane asigibio sia:nanu, yolesili asi. Foga ahoasu dusagai ganodini asili, hano degele, ninia Gose ogaga doaga:i. Golale, eso enoga Loudisi ogaga doaga:i. Yolesili asili ninia Ba:dala moilai bai bagadega doaga:i.
2c15020082	Ba:dala moilaiga, ninia foga ahoasu dusagai Finisia sogega masunusa: dialebe ba:i. Amoga fila heda:le, ninia Ba:dala yolesili asi.
2c150300d1	Ahoanu, ninia Saibalase oga ba:i. Be amoga mae doaga:le, ga (south) bu asili, Silia sogega asi. Daia moilai bai bagadega amoga aligila sa:ili, ilia da liligi ligisisu dusagai ganodini liligi sali, amo fadegai.
2c150400f3	Daia moilai bai bagadega, ninia Yesu Ea fa:no bobogesu dunu mogili ba:i. Ninia da ilima hi afadafa sigi esalu. Gode Ea A:silibu da ilima Bolo da se nabimu oleleiba:le, ilia gasawane Bolo da Yelusaleme moilai bai bagade amoga mae masa:ne sia:i.
2c150500ce	Amalalu, ninia ilima sigi ouesalu, dagole, yolesili asi. Ilia huluane, ilia uda amola mano, da sigi asili, moilai gadili asili, hano bagade bega: doaga:le, ninia gilisili muguni bugili, Godema sia:ne gadoi.
2c15060058	Amalalu, asigibio sia:nanu, ninia dusagai amoga fila heda:i. Be ilia da moilaiga buhagi.
2c1507008b	Ninia Daia moilai yolesili asili, Dolema:iese moilaiga doaga:le, Yesu Ea fa:no bobogesu fi dunu gousa:le, eso afadafa ili amola sigi esalu.
2c15080117	Golale hahabe, fisili asili, ninia Sesalia moilaiga doaga:i. Ninia Filibe ea diasuga golai. Filibe da ifa:gelisidi dunu. (Yesuma fa:no bobogemusa: hiougisu dunu). Asunasi Dunu ilia da musa: Yelusaleme moilai bai bagadega, e amola dunu gafeyale eno, fidisu hawa: hamomusa: ilegei.
2c1509006d	Filibe da uda mano biyaduyale galu. Ili da a:fini dunuga hame lai. Ilia Gode Ea Sia: gasa bagadewane olelesu.
2c150a006e	Ninia da amogawi eso bagahame ouesalu, balofede dunu ea dio amo A:gabase da Yudia soge fisili, ninima doaga:i.
2c150b00e6	E da ninima doaga:le, Bolo ea beleda lale, A:gabase hi da hina: emo amola lobo amoga la:gili, amane sia:i, “Yu dunu Yelusaleme moilai bai bagadega esala, ilia amo beleda gagui dunu agoane la:gili, Dienadaile dunu ilima imunu!”
2c150c0088	Amo sia: nababeba:le, ninia amola eno dunu goega:i esalu, da Boloma e da Yelusaleme moilai bai bagade amoga mae masa:ne ha:giwane sia:i.
2c150d00ec	Be e da bu adole i, “Dilia da abuliba:le na bagadewane se nabima:ne disala:? Na da Yelusaleme moilai bai bagadega enoga la:gimu amola Hina Yesu Gelesu Ea hou fidima:ne enoga bogoma:ne medole legemu, amo hamomu na da momagele esala!”
2c150e0096	Ninia da ea masa:ne logo hedofamu hamedei ba:i. Amaiba:le, ninia sia: yolesili, amane sia:i, “Defea! Gode Ea hanai liligi fawane hamomu da defea.”
2c150f006a	Amo moilaiga ouesalu, ninia liligi momagele, yolesili, Yelusaleme moilai bai bagade amoga doaga:musa: asi.
2c151000a2	Sesalia soge Yesu Ea Hou ado ba:su dunu da nini sigi asili, Saibalase soge dunu ea dio amo Na:isone (e da hemonega Gode Ea hou lalegagui) amo ea diasuga oule asi.
2c15110070	Ninia Yelusaleme moilai bai bagade amoga doaga:beba:le, Yesu Ea fa:no bobogesu fi dunu da nini hahawane yosia:i.
2c15120064	Golale hahabe, Bolo amola nini da Ya:mese gousa:musa: asi. Sese asigilai dunu huluane gilisibi ba:i.
2c151300a0	Bolo da ilima asigi sia:sa:i. Amalalu, ea hawa: hamobeba:le, Gode da Dienadaile dunu ilia fifi asi gala amo ganodini hawa: hamosu, amo sia:ne iasu ilima olelei.
2c151400e1	Amo sia: nababeba:le, ilia Godema nodoi. Amalalu, ilia Boloma amane sia:i, “Ninia fi dunu, Bolo! Yu dunu bagohamedafa da Yesu Gelesu Ea hou lalegagui dagoi, amo di da ba:sa. Ilia da Mousese ea Sema amoma bagadewane asigisa.
2c151500eb	Eno dunu da guiguda: Yu fi dunu ilima olelei amane, `Bolo da Yu fi dunu Dienadaile soge ganodini esala, ilima ilia Mousese ea Sema yolesili, ilia mano gadofo mae damuni, Yu dunu ilia hou huluane yolesima:ne olelesa, ’ ilia da olelei.
2c15160047	Di da guiguda: doaga:i dagoi ilia da nabimu. Ninia da adi hamoma:bela:?
2c15170072	Agoane hamomu da defea. Guiguda: da dunu biyaduyale esala. Ilia gasa bagadewane Godema ilegele sia:su hamoi dagoi.
2c1518016b	Dia ili sigi asili, di amola ili gilisili Gode da dili da hadigi hamoi ba:ma:ne, dodofesu sema hou hamoma. Amo hamoma:ne, ilia dabe imunu dia ima. Amalalu, ilia dialuma waga:mu ilia defele ba:mu. Agoane hamosea, dunu huluane da di da Mousese ea Sema wadela:sa, amo sia: da ogogosa ilia ba:mu. Amola di da Mousese ea Sema mae giadofale hahawane hamosa, ilia ba:mu.
2c1519015a	Be Dienadaile dunu amo da Gode Ea hou lalegagui, ninia da ilima meloa amane dedei, ‘Nini fofada:nanu dilima agoane sia:musa: dawa:i. Ha:i manu ogogosu ‘gode’ loboga hamoi liligi ilima imunusa: lai, amo mae moma. Maga:me mae moma, amola ohe fi amo ganodini maga:me bagade diala amo mae moma. Wadela:i uda lasu agoaiwane hou mae hamoma!’”
2c151a012d	Amaiba:le, Bolo da amo dunu biyaduyale gala oule asili, Gode noga:iwane ba:ma:ne dodofesu hou gilisili hamoi. Amalalu, e da Debolo Diasu amo ganodini golili sa:ili, gobele salasu dunu ilima eso fesuale aligili, amo dunu ilia dodofesu hou hamoi amo da afae afae da gobele salasu imunu, amo e da olelei.
