2800000007	Matúš
31041b0023	aby vás diabol nemohol ovládnuť.
31041c0089	Kto kradol, nech prestane kradnúť a začne si poctivo zarábať vlastnými rukami, aby mal z čoho pomôcť tým, čo majú nedostatok.
31041d008c	Nevypusťte z úst nijaké nepekné slovo. Usilujte sa radšej, aby vaše slová boli pre každého v pravej chvíli pomocou a povzbudením.
31041e0072	Nezarmucujte svojím správaním Ducha Svätého, ktorého ste dostali ako znamenie svojho dokonalého vykúpenia.
31041f0067	Nech sú vám cudzie zatrpknutosť, prchkosť, hnev, hádky a rúhanie, rovnako ako všetka iná zloba.
310420005d	Buďte k sebe láskaví, zhovievaví a odpúšťajte si, ako aj vám Boh odpustil pre Krista.
3105010067	Všetko, čo robíte, konajte podľa Božieho vzoru, tak ako milované dieťa napodobňuje svojho otca.
310502009b	Milujte sa navzájom tak, ako Kristus miloval vás. Z lásky k nám dal dobrovoľne za nás svoj život, priniesol obeť, ktorej vôňa je Bohu príjemná.
3105030079	Pohlavná neviazanosť, nečistota a chamtivosť nech sa medzi vami ani len nespomínajú, ako sa sluší na Božie deti.
310504007d	Takisto oplzlé vtipy, vulgárne reči a dvojzmyselné historky kresťanovi nepristanú – naše ústa majú chváliť Boha.
31050500c4	Pamätajte na to, že do nového sveta, kde vládne Boh, nevstúpi nijaký skazený a zvrhlý človek, ba ani lakomec, ktorý je vo svojej podstate modlár, lebo dáva veciam prednosť pred Bohom.
3105060083	Nedajte sa oklamať tými, ktorí sa usilujú ospravedlniť tieto hriechy. Boží hnev proti ľuďom tohto druhu je a bude hrozný.
3105070022	Radšej sa s nimi ani nestýkajte.
3105080075	Kedysi vládla aj vo vašom srdci tma, ale teraz tam žiari Božie svetlo a vaše správanie ho musí odzrkadľovať.
3105090041	Toto svetlo vás predsa vedie k dobrote, spravodlivosti a pravde.
31050a0021	Skúmajte, čo sa páči Pánovi.
31050b0049	Nezúčastňujte sa na činoch splodených tmou, naopak, pranierujte ich.
31050c003a	Veď je hanbou aj hovoriť, čo všetko sa pácha potajme.
31050d0042	Ale keď sa na tieto veci posvieti, zjaví sa ich pravá podstata.
31050e005c	Preto sa hovorí: „Prebuď sa, ty, kto spíš, vstaň z mŕtvych a zažiari ti Kristus.“
31050f0054	Dávajte teda dobrý pozor na to, ako žijete. Nebuďte ľahkomyseľní, ale múdri.
310510005d	Využite každú príležitosť, keď môžete niečo dobré vykonať. Časy sú veľmi zlé,
3105110064	preto nekonajte bezmyšlienkovite, ale usilujte sa vo všetkom rozpoznať Božiu vôľu a plniť ju.
310512006c	Neholdujte alkoholu, lebo vedie k rozpustilosti, radšej sa dajte naplniť Svätým Duchom a ním sa viesť.
310513008f	Hovorte medzi sebou veľa o Pánovi, spievajte žalmy, chválospevy a duchovné piesne. Nech vám aj v srdci zaznieva vďačná pieseň Pánovi
310514005d	a za všetko neprestajne ďakujte nášmu Bohu a Otcovi v mene nášho Pána Ježiša Krista.
310515003d	Podriaďujte sa jeden druhému, tým vzdáte česť Kristovi.
310516004d	Manželky, podriaďujte sa svojim mužom, akoby ste sa podriaďovali Pánovi.
310517005d	Lebo muž je zodpovedný za svoju ženu takisto, ako je Kristus zodpovedný za svoje telo –
3105180076	cirkev, za ktorú umrel, aby ju zachránil. Preto má žena poslúchať svojho muža tak, ako cirkev poslúcha Krista.
3105190072	A vy, manželia, milujte svoje ženy takisto, ako Kristus miloval svoju cirkev, keď pre ňu obetoval svoj život,
31051a003e	aby ju posvätil svojím slovom ako očistným kúpeľom vody.
31051b005f	Takto si pripravil pre seba cirkev slávnu, bez poškvrny či iného kazu, svätú a dokonalú.
31051c00b7	Tak by mal zaobchádzať aj muž so svojou manželkou a mal by ju milovať ako seba samého. Keďže obaja tvoria jednu bytosť, preukazuje milujúci manžel vlastne lásku sám sebe.
31051d007b	Nikto predsa nemá v nenávisti vlastné telo, ale s láskou sa oň stará práve tak, ako sa Kristus stará o telo cirkvi,
31051e0015	ktorej sme časťami.
31051f00b1	Písmo jasne hovorí, že muž a jeho manželka tvoria jedno telo: „Preto muž opustí svojho otca i matku a pripojí sa k svojej žene a tí dvaja sa stanú jedným telom.“
310520003f	Je to veľké tajomstvo, ale ukazuje na vzťah Krista a cirkvi.
3105210072	Preto znova opakujem: muž má milovať svoju ženu ako seba samého a žena si má svojho muža ctiť a vážiť.
310601003a	Deti, poslúchajte svojich rodičov, lebo tak to chce Boh.
3106020061	„Cti svojho otca i svoju matku,“ to je prvé z desiatich prikázaní, ktoré sľubuje odmenu:
3106030038	„Aby sa ti dobre darilo a aby si dlho žil na zemi.“
31060400a9	A vy rodičia nepopudzujte svoje deti k vzdoru neustálym napomínaním a karhaním, ale pri výchove používajte dobré rady a ponaučenia, aké schvaľuje náš Pán.
3106050090	Vy podriadení poslúchajte svojich predstavených s úctou a zverené úlohy plňte svedomite a ochotne, akoby vám ich prikázal sám Kristus.
3106060053	Nepracujte usilovne, len keď vás niekto vidí, ale aj keď vás nik nekontroluje.
3106070030	A slúžte ochotne ako Pánovi, nie ako ľuďom.
3106080083	Pamätajte, že za vykonané dobro dostane každý od Pána svoju odmenu, či už pracoval ako podriadený, alebo ako predstavený.
31060900cf	Preto aj vy, nadriadení, správajte sa k svojim podriadeným v tom istom duchu. Nevyhrážajte sa im. Pamätajte, že aj vy máte Pána v nebesiach, ktorý rovnako posudzuje nadriadeného ako podriadeného.
31060a007e	Nakoniec vám chcem ešte pripomenúť, že budete silní iba v spojení s Kristom – potom bude jeho veľká moc aj vo vás.
31060b0059	Preto sa vyzbrojte celou výzbrojou Božou, aby ste mohli odolať diablovým nástrahám.
31060c00a9	Veď nezápasíme s obyčajnou ľudskou mocou, ale vedieme zápas proti silám neviditeľnej duchovnej ríše, proti mocnostiam zla a tmy, ktoré pôsobia v tomto svete.
31060d0078	Nech teda vo vašej výzbroji nechýba nič z Božích zbraní; len tak odoláte nepriateľovi, keď na vás zaútočí.
31060e005e	Opaskom, na ktorom visí váš meč, nech je pravda a vaším pancierom Božia spravodlivosť.
31060f004b	Vašou obuvou nech je ochota vždy niesť radostnú zvesť o Božom pokoji.
310610003b	Vierou ako štítom odrážajte ohnivé strely toho zlého.
310611009e	Prilbou, ktorá chráni vašu hlavu, vaše myslenie, nech je istota spasenia. A napokon k plnej výzbroji patrí aj meč, meč Ducha, ktorým je Božie slovo.
3106120070	Modlite sa vždy a neprestajne a dajte sa pritom viesť Svätým Duchom. Modlite sa za kresťanov na celom svete
3106130069	a proste aj za mňa, aby mi Boh dal vždy pravé slovo a aby som bez strachu hlásal tajomstvo evanjelia,
3106140073	pre ktoré som teraz poslom v putách. Modlite sa, aby som aj tu vo väzení mohol statočne plniť svoje poslanie.
3106150068	Brat Tychikus vám o mne povie všetko ostatné. Je to môj milovaný a verný pomocník v Božom diele.
3106160054	Preto posielam práve jeho, aby vám o nás priniesol správu, a tak vás povzbudil.
3106170069	Nech vás, drahí moji, obdarí Boh Otec i Ježiš Kristus, náš Pán, svojím pokojom, láskou a vierou
3106180059	a nech dá svoju milosť všetkým, ktorí z celého srdca milujú Pána Ježiša Krista.
3200000009	Filipanom
320101008a	Milí kresťania vo Filipách, vedúci zboru aj ich pomocníci, prijmite pozdrav od nás, Pavla a Timoteja, služobníkov Ježiša Krista.
3201020050	Želáme vám milosť a pokoj od Boha, nášho Otca, a od Pána Ježiša Krista.
320103003e	Vždy, keď si na vás spomeniem, ďakujem za vás svojmu Bohu
320104003b	a v každej svojej modlitbe sa za vás s radosťou modlím.
3201050096	Od chvíle, ako ste prvý raz počuli radostné posolstvo o Kristovi, neprestali ste mi pomáhať v jeho šírení, a za to som vám veľmi vďačný.
320106007a	Nepochybujem, že keď Boh svoje dobré dielo u vás začal, dovŕši ho až do slávneho konca v deň Kristovho návratu.
32010700f3	Nemôžem o vás zmýšľať inak, stali ste sa mi nesmierne blízki tým, že ste so mnou prežívali všetku Božiu milosť, ktorá ma sprevádzala, či už tu vo väzení, alebo na slobode, keď som obhajoval a utvrdzoval pravdu o Kristovi.
3201080045	Sám Boh vie, ako túžim po vás, a mám vás rád ako sám Kristus.
3201090056	Prosím Boha, aby ste aj vy boli prežiarení jeho láskou, poznaním a vnímavosťou,
32010a0085	aby ste vždy vedeli správne rozlíšiť, na čom skutočne záleží a nepoškvrnili sa ničím zlým až do Ježišovho príchodu.
32010b004e	Nech každý váš čin svedčí o Kristovej moci vo vás a tak oslavuje Boha.
32010c004e	Chcem vám oznámiť, bratia, že moje uväznenie veľmi prospelo Božej veci.
32010d0061	I ten posledný pisár na súde totiž vie, že mojím jediným previnením je, že som kresťan.
32010e007c	Moje okovy pomohli aj ostatným bratom zbaviť sa strachu, takže teraz hlásajú Božie slovo omnoho smelšie ako predtým.
32010f00c0	Je síce pravda, že niektorí kážu Krista iba zo závisti a ctižiadosti, aby si získali povesť neohrozených kazateľov, a myslia si, že im tu vo väzení budem závidieť ich úspechy.
320110003f	Jedni to robia z lásky, lebo vedia, že obraňujem evanjelium.
320111007b	Iní však ohlasujú Krista z neznášanlivosti, nie úprimne, lebo si myslia, že mi spôsobia v mojich putách súženie.
320112008f	Už či je to z pohnútok pravých alebo nepravých, som vďačný, že sa šíri zvesť o Kristovi, a z toho sa budem vždy úprimne radovať.
320113006e	Veď viem, že sa za mňa modlíte a že s pomocou Ducha Ježiša Krista mi všetko slúži na moju záchranu.
320114009b	Preto dúfam a teším sa, že budem môcť hovoriť rovnako smelo, ako som to robil doposiaľ, a že oslávim Krista, už či zostanem nažive, alebo nie.
320115005f	Lebo Kristus je pre mňa všetkým, a tak môj život je Kristus, a smrť bude pre mňa ziskom.
320116004a	Pravda, ak zostanem nažive, mohol by som k nemu priviesť ešte mnohých.
320117008e	Takže, keby som si mal možnosť zvoliť, sám neviem, čomu by som dal prednosť: zomrieť a byť s Kristom (to by ma lákalo najväčšmi),
320118003a	alebo žiť ďalej kvôli vám, čo by bolo potrebnejšie.
320119007e	Ale akosi cítim, že ma medzi vami čaká ešte práca, a tak sa prikláňam k presvedčeniu, že tentoraz tu ešte zostanem,
32011a0085	aby ste rástli v radostnej viere a aby moje oslobodenie bolo pre vás ďalším dôvodom oslavovať Krista, keď zas prídem k vám.
32011b0111	Nech sa so mnou stane čokoľvek, dbajte o to, aby ste žili, ako sa patrí na Kristových vyznávačov. Aby som videl, keď vás navštívim, alebo aby som sa dozvedel od iných, že ste svorní a že spojení jednotným úsilím zápasíte o šírenie Kristovho posolstva
32011c009b	aj napriek zúrivým útokom nepriateľa. Ten v tom bude vidieť svoju záhubu, ale pre vás je to dôkaz, že Boh je s vami a že vám dal večný život.
32011d004b	Veď ste získali výsadu nielen v Krista uveriť, ale pre neho aj trpieť.
32011e0076	Vediete predsa ten istý zápas ako ja. Boli ste svedkami, ako som v ňom obstál predtým, a teraz o ňom počúvate.
3202010085	Ak je vám jednota v Kristovi povzbudením a vzájomná láska potešením, ak jestvuje spoločenstvo Ducha a súcit a milosrdenstvo,
320202006d	potom buďte svorní, majte sa radi, zápaste o jednotu a porozumenie. Tým mi urobíte najväčšiu radosť.
320203007b	Nebuďte láskaví a jednomyseľní iba z vypočítavosti, nechcite žať vďačnosť a uznanie, ale dožičte ho aj iným.
3202040057	Nemyslite iba na seba a na vlastné blaho, radšej rozmýšľajte, ako prospieť iným.
3202050028	Osvojte si zmýšľanie Ježiša Krista,
3202060043	ktorý – hoci sám bol Boh – nedomáhal sa božských nárokov,
320207004e	zriekol sa slávy a moci a ochotne prijal úlohu najobyčajnejšieho človeka.
320208004d	Vo svojom ponížení sa stal poslušný až na smrť, a to smrť na kríži.
3202090038	Ale práve preto ho Boh povýšil a dal mu takú slávu,
32020a004f	že sa pri jeho mene raz skloní všetko, čo je na nebi, na zemi i pod zemou a
32020b004a	v úcte a na slávu Boha Otca každý vyzná, že Ježiš Kristus je Pán.
32020c00b0	Moji drahí, kým som bol u vás, vždy ste poslúchali moje slová. Tým skôr teraz, keď nemôžem byť s vami, sa s bázňou a chvením usilujte o záchranu svojich duší.
32020d005a	Boh, ktorý pôsobí vo vás, povzbudí vašu vôľu a dá vám silu premeniť ju v činy.
32020e0038	Všetko, čo robíte, robte bez reptania a pochybovania.
32020f00bc	Ste predsa Božie deti a váš bezúhonný a príkladný život má žiariť ako hviezdy v hustej tme vašim blúdiacim a strateným spoluobčanom a má ich privádzať k pravému životu.
320210005c	Až sa Kristus zjaví, budem šťastný, že som nebežal nadarmo a nenamáhal sa zbytočne!
3202110060	A aj keby som mal svoje poslanie spečatiť vlastnou krvou, pre vašu obetavú vieru sa radujem.
320212002f	Aj vy majte radosť a radujte sa spolu so mnou!
3202130087	Dúfam, ak Pán bude chcieť, že budem môcť čoskoro poslať k vám Timoteja, aby som sa aj ja potešil a dozvedel sa, ako sa máte.
320214003f	Inak tu nemám nikoho, kto by sa o vás tak úprimne zaujímal.
3202150047	Všetci ostatní myslia skôr na svoje záujmy ako na záujmy Kristove.
3202160055	Ale Timoteja ste už poznali, keď mi v službe evanjelia pomáhal ako vlastný brat.
320217003c	Hneď, ako sa rozhodne, čo bude so mnou, pošlem ho k vám.
3202180044	Ale spolieham sa na Pána, že čoskoro prídem k vám aj ja osobne.
3202190095	Zatiaľ však pokladám za potrebné poslať Epafrodita. Jeho služby boli pre mňa veľmi užitočné, stál mi po boku ako brat v práci aj v boji.
32021a0077	Ale teraz sa mu veľmi zacnelo po všetkých vás, najmä keď sa dopočul, že ste sa dozvedeli o tom, že bol chorý.
32021b0073	A naozaj, ochorel takmer na smrť, ale Boh sa nad ním zľutoval. Ale aj mňa tým ušetril od veľkého zármutku.
32021c006a	Preto som ho poslal čo najskôr k vám, aby vás osobne upokojil, a aj mňa tým zbavil veľkej starosti.
32021d0044	Uvítajte ho teda čo najsrdečnejšie, ako sa na kresťanov patrí.
32021e008e	Vážte si ho, veď pre Kristovo dielo vzal na seba veľké riziko a v úsilí nahradiť mi vás všetkých by sa bol vysilil takmer na smrť.
3203010079	A tak nech sa deje čokoľvek, radujte sa v Pánovi. Musím to opakovať znova a znova, lebo v tej radosti je vaša sila.
320302002e	Dajte si pozor na psov, podliakov a rozriezku.
32030300ab	Božími deťmi nás predsa nerobí ten kúsok kože odrezaný z nášho tela, ale Duch, v ktorom slúžime Bohu, a chválime sa tým, čo pre nás urobil Ježiš Kristus.
32030400a6	Tým a iba tým sa máme chváliť! Napokon, keby Bohu stačil iba rodový pôvod a náboženská príslušnosť, kto by mohol mať u neho väčšiu prednosť ako ja?
32030500b3	Narodil som sa z pravoverných židovských rodičov, ktorých rodokmeň siaha až k Benjamínovi, obrezaný som bol týždeň po narodení. Vo vzťahu k zákonu som bol farizejom
320306008b	a pri prenasledovaní kresťanov bol sotva niekto horlivejší ako ja. Ak ide o spravodlivosť podľa zákona, nemožno mi nič vyčítať.
320307006b	Ale to všetko, na čom som si kedysi zakladal, stratilo pre mňa akúkoľvek cenu, keď som poznal Krista.
3203080072	V porovnaní s ním je mi všetko ostatné ničím a patriť jemu, získať ho a dôverovať mu je mi nadovšetko.
3203090084	Nespolieham sa už na vlastnú spravodlivosť, ktorá je zo zákona, ale iba na tú, ktorú mi dáva Kristus prostredníctvom viery.
32030a0082	Všetkého som sa vzdal, a to len preto, aby som mohol skutočne poznať Krista aj moc jeho vzkriesenia i pravdaže, jeho utrpenie
32030b0066	Lebo mať účasť na jeho slávnom zmŕtvychvstaní znamená najprv zakúsiť jeho umieranie a smrť.
32030c00bc	Nechcem tým o sebe tvrdiť, že som to už všeko dosiahol alebo že už som taký, akého ma Boh chce mať. Ale neprestávam sa usilovať o cieľ, ku ktorému ma povolal Ježiš Kristus.
32030d0085	Nie, milí bratia, ešte nie som taký, ale všetky svoje sily upínam na jediné: bez ohliadania sa do minulosti ženiem sa dopredu,
