010000000a	Yaritilish
2c041900a8	Sen Muqeddes Roh bilen xizmetkaring bolghan Dawutning aghzi arqiliq mundaq dégen’ghu: «Eller némishqa chuqan salidu? Néme üchün bikardin-bikar suyiqest oylaydu?
2c041a0078	Dunyadiki padishahlar sep tartip, Emeldarlar yighiliship, Perwerdigar we Uning Mesihi bilen qarshilishqa jem bolushti».
2c041b00b8	— Chünki derweqe del bu sheherde Hérod hem Pontius Pilatus, yat ellikler hem Israil xelqliri birliship, Sen mesihligen muqeddes xizmetkaring Eysagha qarshi chiqip toplan’ghanidi,
2c041c0085	shuning bilen küch-qudriting we iradeng boyiche Sen burunla némining emelge ashurulushini békitken bolsang, ular shularni qilghan.
2c041d0096	Emdi i Perwerdigar, ularning séliwatqan tehditlirini körgeysen, qulliringni söz-kalamingni toluq yüreklik bilen sözlep yetküzidighan qilghaysen;
2c041e0080	késellerni saqaytishqa qolungni uzitip, muqeddes xizmetkaring Eysaning namida möjizilik alametler we karametlerni yaratqaysen.
2c041f00a8	Ularning duasi ayaghlashqanda, ular turghan yer tewrinip ketti. Ular hemmisi Muqeddes Rohqa toldurulup, Xudaning söz-kalamini yüreklik sözlep yetküzüshke bashlidi.
2c04200091	Top-top étiqadchilar bir jan-bir dil, bir meqsette idi. Héchkim özige teelluq pul-mélini «özümning» démeytti, belki hemmisige ortaq idi.
2c0421008e	Rosullar zor küch-qudret bilen Reb Eysaning tirilgenlikige guwahliq béretti. Xudaning zor mehir-shepqiti ularning hemmisining üstige qondi.
2c04220090	Ularning arisidikilerning héchnémige hajiti chüshmeytti. Chünki yer-zémin, öy-jay igidarliri bolghanlar ularni sétip, pulini élip kélip
2c0423005a	rosullarning ayighi aldigha qoyatti; andin herkimning éhtiyajigha qarap teqsim qilinatti.
2c042400ab	Ularning ichide Lawiy qebilisidin bolghan, Siprusta tughulghan Yüsüp isimlik birsi bar idi (rosullar uni Barnabas, yeni «Righbetlendürgüchi oghul bala» dep atighan);
2c0425006e	uningmu bir parche étizi bar idi; u shu yolda uni sétip, pulini élip rosullarning ayighi aldigha tapshurdi.
2c05010052	Emdi Ananiyas isimlik yene bir ademmu ayali Safira bilen bir parche yérini satti.
2c05020095	Ananiyas pulning bir qismini özige qaldurdi, yeni bir qismini élip kélip, rosullarning ayighi aldigha qoydi. Ayalimu buningdin toluq xewerdar idi.
2c050300ab	Biraq Pétrus uninggha: — Ananiyas, némishqa qelbingni Sheytanning ilkige tapshurup, Muqeddes Rohqa yalghan éytip, yer satqan pulning bir qismini özüngge qaldurdung?
2c050400dd	Yer sétilmighanda, séningki emesmidi? Sétilghandin kéyin, pulmu öz ixtiyaringda bolmamti? Shundaq turuqluq, némishqa qelbingde bu ishni niyet qilding? Sen insanlargha emes, belki Xudagha yalghan éytting! — dédi.
2c05050069	Ananiyas bu sözlerni anglighan haman yiqilip jan üzdi. Bu ishni anglighuchilarni qattiq qorqunch basti.
2c0506004e	Emdi yash yigitler ornidin turup jesetni képenlep, sirtqa apirip depne qildi.
2c05070065	Texminen üch saettin kéyin, [Ananiyasning] ayali kirip keldi; biraq u bolghan weqedin xewersiz idi.
2c0508009b	Pétrus uningdin: — Manga éytqin, siler yerni mushu pulgha sattinglarmu? — dep soridi. — Shundaq, mushunchilik pulgha sattuq, — dep jawab berdi u.
2c050900b8	Pétrus: — Siler néme üchün Muqeddes Rohni sinashqa til biriktürdünglar? Qara, éringni depne qilip kelgenlerning putliri ishik tüwide turidu, ular sénimu ekétidu! — dédi.
2c050a00a4	Umu shuan uning ayaghliri aldigha yiqilip, jan berdi. Héliqi yash yigitler kirip, uning ölgenlikini kördi; ular unimu élip bérip érining yénigha depne qildi.
2c050b0056	Pütün jamaetni, shundaqla bu ishni anglighanlarning herbirini qattiq qorqunch basti.
2c050c00c3	Rosullarning qoli arqiliq xelq ichide nurghun möjizilik alametler we karametler körsitildi. (Barliq [étiqadchilar] bir niyette bolup ibadetxanidiki «Sulayman péshaywini»da daim jem bolatti.
2c050d006b	Biraq bashqa kishiler ulargha qoshulushqa jür’et qilalmaytti; emma xalayiq ularni intayin hörmetleytti.
2c050e0076	Shundaqtimu, étiqad qilghuchilar barghanséri köpiyip, hem erler hem ayallar top-top bolup Rebge qoshulghili turdi).
2c050f00c3	Shuning bilen kishiler hetta Pétrus ötüp kétiwatqanda héchbolmighanda uning sayisi bolsimu üstige chüshsun dep, késellerni kochilargha élip chiqip körpe we zembillerge yatquzup qoyatti.
2c051000ad	Yene top-top kishiler Yérusalém etrapidiki sheher-yézilardin késellerni we napak rohlar chaplishiwalghan kishilerni élip kéletti. Ularning hemmisi saqiyip qaytishatti.
2c05110061	Bash kahin we uning terepdarliri, yeni Saduqiy mezhepidikiler qozghilip bu ishlargha ghezeplinip,
2c0512002d	rosullarni tutqun qilip, qamaqxanigha qamidi.
2c0513006f	Lékin shu kéche, Rebning bir perishtisi qamaqxanining derwazilirini échip, rosullarni élip chiqip, ulargha:
2c05140078	— Siler ibadetxana hoylisigha kirip, xalayiqqa bu hayatliq toghrisidiki hemme sözlerni jakarlanglar — dep tapilidi.
2c05150126	Rosullar bu sözni anglap, tang atqanda ibadetxana hoylisigha kirip, kishilerge telim bérishke bashlidi. Bash kahin we uning terepdarliri kelgende, aliy kéngeshmidikiler we Israillarning barliq aqsaqallirini jem bolushqa chaqirdi. Andin [rosullarni] élip kelsun dep qamaqxanigha adem ewetti.
2c05160078	Lékin sipahlar zindan’gha yétip barghanda, rosullarning u yerde yoqluqini bayqap qaytip bérip, kéngeshmidikilerge:
2c051700ae	— Biz barsaq, zindan mehkem taqaqliq turuptu, qarawullarmu derwazilirida közette turuptu. Lékin derwazilarni échip qarisaq, ichide birmu adem yoq! — dep melumat berdi.
2c051800b1	Bu xewerni anglighan ibadetxanidiki [mes’ul] kahin hem qarawullarning bashliqi we bash kahinlar: — «Emdi bu ish zadi qandaq bolup kéter?» déyiship alaqzadilikke chömdi.
2c051900a4	Del shu chaghda, bir kishi kirip: — Qaranglar, siler zindan’gha qamighan ademler ibadetxana hoylisida turup xalayiqqa telim bériwatidighu! — dep xewer qildi.
2c051a00bc	Buning bilen, héliqi qarawullar bashliqi sipahlirini bashlap bérip, [rosullarni] élip keldi. Biraq ular xalayiq bizni chalma-kések qilishi mumkin dep qorqup, ulargha zorluq ishletmidi.
2c051b0073	Ular [rosullarni] élip kelgendin kéyin, ularni kéngeshmidikiler aldida turghuzdi. Bash kahin ularni soraq qilip:
2c051c00f4	— Biz esli silerni bu namda kishilerge telim bermenglar, dep qattiq agahlandurghaniduq. Lékin mana, siler yene shu teliminglar bilen pütkül Yérusalémni qaplidinglar hemde bu kishining qan qerzini bizge artmaqchi boluwatisiler! — dédi.
2c051d0071	Lékin Pétrus we [bashqa] rosullar jawab bérip mundaq dédi: — Insan’gha emes, Xudagha itaet qilish kérek!
2c051e0052	Siler tutup yaghachqa ésip öltürgen Eysani, ata-bowimizning Xudasi tirildürdi.
2c051f00bc	Xuda Israil xelqini towa qilishqa we gunahlirining kechürülishike muyesser qilish üchün, uni ulughlap Yétekchi hem Qutquzghuchi süpitide Özining ong yénigha kötürüp olturghuzdi.
2c05200081	Biz bu ishlargha guwahchilarmiz; shundaqla Xuda Özige itaet qilghuchilargha ata qilghan Muqeddes Rohmu bu ishlargha guwahchidur.
2c0521005f	Ular bu sözlerni anglap qelbige sanjilghandek bolup [rosullarni] öltürüshke meslihetleshti.
2c052200d6	Lékin kéngeshme ichide pütün xelqning hörmitige sazawer bolghan Perisiy mezhipidiki Gamaliyel isimlik bir Tewrat ölimasi bar idi. U ornidin turup: — Ularni birdem sirtqa chiqirip turunglar, — dep buyrudi.
2c05230086	Andin u [kéngeshmidikilerge] mundaq dédi: — Ey Israillar, siler bu kishilerni bir terep qilishta özünglargha éhtiyat qilinglar!
2c052400d0	Ilgiri, héliqi Tewdas isimlik özini chong tutup otturigha chiqqanidi. Uninggha texminen töt yüz adem qoshuldi. Biraq u özi öltürüldi we barliq egeshküchiliri tarqilip kétip, uning ishi yoqqa chiqti.
2c052500bb	Andin kéyin nopus tizimlash künliride, Galiliyelik Yehudamu bash kötürüp chiqip, bir top kishini toplap özige egeshtürgen. Umu yoqitilip, barliq egeshküchilirimu tarqitiwétilgen.
2c052600bd	Emdi silerge nesihitim shuki: Bu kishiler bilen karinglar bolmisun! Ularni ixtiyarigha qoyup béringlar. Chünki eger bu éqim yaki bu ish peqet insandin kelgen bolsa, jezmen yoqqa chiqidu.
2c05270076	Lékin eger Xudadin bolsa, siler ularni yoqitalmaysiler! Hetta özünglar Xudagha hujum qilghuchilar bolup chiqisiler!
2c052800ba	Aliy kéngeshmidikikiler nesihetni qobul qildi; ular rosullarni chaqirtip kirip, ularni qamchilitip, ulargha hergiz Eysaning namida sözlimeslikni agahlandurdi. Andin ularni qoyup berdi.
2c0529008b	Rosullar emdi kéngeshmining otturisidin chiqip, özlirining mubarek nam üchün xorluq azabi chékishke layiq körülgenlikidin shadlandi.
2c052a009b	Ular yenila her küni ibadetxana hoylisida we öymu-öy bérip telim bérishtin we «Eysa — Mesihdur!» dégen xush xewerni jakarlashtin héch toxtimidi.
2c060100f2	Shu künlerde, muxlislarning sani barghanséri köpiyip, grékche sözleydighan Yehudiylar yerlik ibraniy qérindashlargha: — Kündilik ozuq-tülük teqsim qilinishta arimizdiki tul ayallar étibargha élinmidi, dep naraziliq bildürüshti.
2c060200db	Shunga, on ikkiylen pütkül muxlislarni chaqirip yighip, ulargha mundaq dédi: — Bizning Xudaning söz-kalamini yetküzüsh xizmitini tashlap qoyup, ozuq-tülük teqsim qilish bilen bolup kétishimiz toghra bolmaydu.
2c060300ac	Shuning üchün, i qérindashlar, aranglardiki nam-abruyi bar, Muqeddes Rohqa we danaliqqa tolghan yette kishini ilghap tallanglar, we biz ularni bu ishqa mes’ul qilimiz.
2c06040055	Biz bolsaq, özimizni dua qilish we söz-kalamning xizmitide bolushqa béghishlaymiz.
2c060500fa	Bu meslihet xalayiqning hemmisini xush qildi. Shuning bilen ular iman-ishenchke we rohqa tolghan Istipan isimlik bir ademni tallidi, we yene Filip, Prokorus, Nikanor, Timon, Parménas hemde burun Tewrat étiqadigha kirgen Antakyaliq Nikolasni tallap,
2c06060094	ularni rosullarning aldigha élip chiqti. Rosullar ularning [bu xizmetni qilishi üchün] qollirini ularning üstige tegküzüp turup, dua qilishti.
2c060700b9	We Xudaning söz-kalami dawamliq tarqaldi; Yérusalémdiki muxlislarning sanimu barghanséri zor derijide köpeydi. Nurghun kahinlarmu [Mesih] étiqadigha itaet qilishqa kirishiwatatti.
2c06080087	We Istipan [Xudaning] méhir-shepqiti we küch-qudritige tolghan bolup, xelq ichide karametler we zor möjizilik alametlerni körsetti.
2c060900ec	Biraq «Qulluqtin chiqqan hörler» dep atalghan sinagogtiki beziler, yeni Kurini we Iskenderiye sheherliri we Kilikiye hem Asiya ölkiliridin kelgen bezi [Yehudiylar] Istipan’gha qarshi chiqip, uning bilen munazire qilishqa bashlidi.
2c060a005d	Lékin ular u söz qilghanda uningda bolghan danaliq we rohqa taqabil turushqa amalsiz qaldi.
2c060b00a6	Buning bilen ular bezi ademlerning aghzini maylap: — Biz bu ademning Musa we Xudagha qarita kupurluq sözligenlikini angliduq, — dégenni ularning aghzigha saldi.
2c060c009c	Ular mushundaq qilip xalayiqni, aqsaqallarni we Tewrat ustazlirini qutratti; andin Istipanning aldini tosup uni tutqun qilip, aliy kéngeshmige élip bardi.
2c060d0097	Ular saxta guwahchilarni otturigha chiqirip mundaq dégüzdi: — Bu adem bu muqeddes jaygha we Tewrat qanunigha qarshi sözlerni qilishtin toxtimaydu.
2c060e00b9	Chünki biz uning héliqi Nasaretlik Eysa toghruluq: «U bu jayni weyran qilidu we Musa peyghember bizge tapshurghan en’eniwi qaide-yosunlirimizni özgertidu!» dégenlikini angliduq.
2c060f008b	Kéngeshmide olturghanlarning hemmisi Istipan’gha köz tikip qarighinida, uning chirayining perishtiningkidek parqiraq ikenlikini kördi.
2c07010048	Bash kahin Istipandin: — Bularning éytqanliri rastmu? — dep soridi.
2c070200f9	Istipan mundaq jawab berdi: — Qérindashlar we ata-bowilar, sözümge qulaq sélinglar! Atimiz Ibrahim téxi Mésopotamiye rayonida turuwatqanda, yeni Haran shehirige köchüp makanlishishtin ilgiri, shan-sherepning Igisi Xuda uninggha ayan bolup:
2c07030070	«Sen öz yurtung we uruq-jemetingdin ayrilip chiqip, Men sanga körsitidighan zémin’gha barghin» dégenidi.
2c070400bf	Buning bilen u Kaldiylerning zéminini tashlap, Haran shehirige bérip olturaqlashti. Atisi ölgendin kéyin, Xuda uni bu zémin’gha, yeni siler hazir turuwatqan zémin’gha yötkep keldi.
2c070500f5	U waqitta, [Xuda] uninggha bu zémindin miras bermidi, hetta uningqa tewe put qoyghudekmu bir yer bermigenidi. Gerche u téxiche perzent körmigen bolsimu, [Xuda] bu zéminni uninggha we uning neslige igiliki bolush üchün bérishke wede qildi.
2c07060092	Andin Xuda uninggha mundaq dédi: «Séning nesilliring yaqa yurtta musapir bolup turidu, shu yurttikiler ularni qul qilip töt yüz yil xorlaydu.
2c0707009e	Biraq ularni qulluqqa salghan elni jazalaymen», dédi Xuda, «we uningdin kéyin, [nesilliring] u yerdin chiqip, bu yerde Méning ibadet-xizmitimde bolidu».
2c070800ea	Kéyin Xuda Ibrahim bilen belgisi xetne bolghan ehdini tüzgen, shuning bilen Ishaq uningdin töreldi; [Ibrahim] uni sekkizinchi küni xetne qildi; shundaq qilip Ishaqtin Yaqup [töreldi], Yaquptin on ikki «qebile atisi» [töreldi].
2c0709007e	Kéyin, «qebile atiliri» inisi Yüsüpke heset qilip, uni Misirgha qulluqqa sétiwetti. Lékin Xuda uning bilen bille bolup,
2c070a00c4	uni barliq jebir-japalardin qutquzup, uni Misir padishahi Pirewnning neziride iltipatqa ige qilip, uninggha danishmenlik ata qildi. Padishah uni Misirgha bash wezir, ordisigha bash ghojidar qildi.
2c070b0084	Kéyin, éghir acharchiliq pütkül Misir we Qanaan yerlirini bésip, zor qiyinchiliq boldi. Ata-bowilirimiz ozuq-tülük tapalmidi.
2c070c007a	Yaqup emdi Misirda ashliq barliqini anglighan bolup, [oghullirini], yeni ata-bowilirimizni u yerge birinchi qétim ewetti.
2c070d0088	Ikkinchi qétim barghanda, Yüsüp akilirigha özini ashkarilidi. Shuning bilen Yüsüpning jemetidikiler Pirewn padishahqa melum boldi.
2c070e008b	Andin Yüsüp atisi Yaqupning aldigha xewer yetküzüp, uni pütün aile-jemeti bilen, jemiy yetmish besh kishini Misirgha özige chaqirdi.
2c070f0076	Shuning bilen Yaqup Misirgha chüshti we shu yerde öldi; kéyin [uningdin bolghan] ata-bowilirimizmu shu yerde öldi.
2c07100097	Ularning jesetliri kéyin Shekem shehirige qayturulup, Ibrahim burun Hamorning oghulliridin melum pulgha sétiwalghan, Shekemdiki bir yerlikke qoyuldi.
2c07110084	Lékin Xuda Ibrahimgha esli qilghan wedining waqti yéqinlashqanda, Misirda turuwatqan [Israil] xelqining nopusi xéli köpeygenidi.
2c07120051	U waqitta, Yüsüptin xewiri bolmighan yéngi bir padishah Misirda textke chiqti.
2c071300b3	Bu padishah qowmimizgha hiyle-mikirler bilen muamile qilip, ata-bowilirimizni ézip xorlidi, hetta ularni öz bowaqlirini hayat qaldurmasliqi üchün tashliwétishke mejbur qildi.
2c0714007a	Musa mana shu chaghlarda tughulghanidi. U Xudaning aldida alahide yéqimliq bala bolup, atisining öyide üch ay béqildi.
2c07150062	Kéyin u sirtqa qoyup qoyulghanda, Pirewnning qizi uni [sudin] élip, öz oghli qilip chong qildi.
2c07160077	Musa Misirliqlarning barliq bilim-hékmiti bilen terbiyilinip, sözde we emelde intayin qabiliyetlik adem bolup chiqti.
2c07170079	Lékin uning tughulghinigha qiriq yil toshqanda, öz qérindashliri bolghan Israillarning haligha yétish niyitige keldi.
2c0718009a	U ulardin birining uwal qilinip bozek qiliniwatqanliqini körüp, uni qoghdap, xarlan’ghan kishi üchün intiqam élip xarlighuchi Misirliqni öltürdi.
2c071900a0	Chünki u öz qérindashlirini: — Xuda méning qolum arqiliq bizge qutquzush yolini achqan dep chüshinidighu, dep oylighanidi. Lékin ular buni chüshenmidi.
2c071a00b7	Etisi, Musa ularning arisidiki bir urush-jédelni körüp, arisigha kirip yarashturmaqchi bolup: Siler qérindash turup, némishqa bir-biringlargha yolsizliq qiliwatisiler? — dédi.
2c071b007c	Biraq qérindishini yolsiz bozek qilghan kishi uni chetke ittiriwétip: — Kim séni bizge bash hem soraqchi bolsun deptu?!
2c071c004c	Ménimu tünügünki Misirliqni öltürgendek öltürmekchimusen? — dédi.
2c071d0093	Musa bu sözni anglap qorqup, Misirdin qéchip Midiyan zéminigha bérip, u yerde musapir bolup turup qaldi. U shu yerde ikki oghul perzent kördi.
2c071e008e	Qiriq yil toshqandin kéyin, Sinay téghining yénidiki chölde, köyüwatqan bir chatqalliqning ot yalqunida bir perishte uninggha köründi.
2c071f00a7	Bu ghayibane körünüshni körgen Musa uninggha intayin heyran bolup qaldi; buning qandaq ish ikenlikini biley dep yéqinraq barghanda Perwerdigarning awazi anglinip:
2c07200097	«Men séning ata-bowiliringning Xudasi, yeni Ibrahim, Ishaq we Yaqupning Xudasidurmen» dédi. Musa qorqunchta titrep, qarashqimu jür’et qilalmidi.
2c0721005b	Perwerdigar uninggha yene: — Ayighingni séliwet; chünki sen turuwatqan yer muqeddestur.
2c072200ce	Men derheqiqet Misirda turuwatqan xelqimning xarliniwatqanliqini kördüm, ularning nale-peryadlirini anglidim. Shunga men ularni élip chiqqili chüshtüm. Emdi barghin, men séni Misirgha ewetey!» dédi.
2c072300e6	Mana héliqi kishiler: «Kim séni bizge bash hem soraqchi bolsun deptu!?» dep ret qilghan del mushu Musani, Xuda uninggha chatqalliqta körün’gen perishtining qoli bilen Israillargha hem bash hem qutquzghuchi bolushqa ewetti.
2c072400c6	Ene shu Musa xelqqe yétekchilik qilip, ularni [Misirdin] chiqardi hemde Misir zéminida, Qizil Déngizning boyida we qiriq yilni ötküzgen chölde karametlerni we möjizilik alametlerni körsetti.
2c07250078	Ene shu Musa özi Israillargha: «Xuda qérindashliringlar arisidin manga oxshash bir peyghemberni tikleydu» dégenidi.
2c07260113	Chöl-bayawandiki jamaetke hemrah bolghan, Sinay téghida özige söz qilghan perishte bilen bille bolghan, ata-bowilirimiz bilen bille bolghan hemrah del ene shu idi; hayatliq bexsh yetküzidighan wehiylerni bizge yetküzüsh üchün qobul qilghuchi bolghan del ene shu idi;
2c0727007d	shundaq bolsimu, ata-bowilirimiz uninggha itaet qilishni xalimay, uni chetke qéqip, könglide Misirgha qaytishni arzu qildi;
2c072800b9	shunga ular Harun’gha: — «Bizge yol bashlaydighan ilahlarni yasap bergin! Chünki bizni Misir zéminidin élip chiqqan héliqi Musaning néme bolup ketkenlikini bilelmiduq» dédi.
2c072900c6	Shuning bilen shu künlerde ular mozay sheklide bir but yasap, bu mebudqa atap qurbanliq sundi. Shundaq qilip ular öz qolliri bilen yasighan bir nersini xushal-xuramliq bilen tebrikleshke kirishti.
