0100000008	1 Mojzes
2d090f007c	Kajti Mojzesu je rekel: ›Usmilil se bom, kogar se hočem usmiliti in sočutje bom imel, do kogar hočem imeti sočutje.‹
2d0910006a	Torej potem to ni od tistega, ki hoče niti od tistega, ki teče, temveč od Boga, ki izkazuje usmiljenje.
2d091100a9	Kajti pismo pravi faraonu: ›Celo za ta isti namen sem te dvignil, da lahko na tebi pokažem svojo moč in da se bo moje ime lahko razglasilo po vsej celotni zemlji.‹
2d09120046	Torej se usmili, kogar se hoče usmiliti in kogar hoče, tega zakrkne.
2d09130054	Torej mi boš rekel: »Zakaj še najde krivdo? Kajti kdo se je uprl njegovi volji?«
2d09140093	Ne, vendar, oh človek, kdo si ti, ki nasprotuješ Bogu? Ali bo oblikovana stvar rekla tistemu, ki jo je ustvaril: »Zakaj si me naredil takšno?«
2d09150062	Mar nima lončar oblasti nad ilom, da iz iste grude naredi eno posodo v čast, drugo pa v nečast?
2d0916008c	Kaj pa, če je Bog, voljan pokazati svoj bes in pokazati svojo moč, z veliko potrpežljivosti prenašal posode besa, primerne za uničenje,
2d0917006d	in da bi lahko dal spoznati bogastva svoje slave na posodah usmiljenja, ki jih je vnaprej pripravil za slavo,
2d0918004f	celó nas, ki nas je poklical, ne samo izmed Judov, temveč tudi izmed poganov?
2d0919007c	Kakor tudi pravi v Ozeju: ›Ljudi, ki niso bili moji, bom imenoval moji ljudje; in njo, ki ni bila ljubljena, ljubljeno.‹
2d091a007c	In zgodilo se bo, da na kraju, kjer jim je bilo rečeno: ›Vi niste moji ljudje,‹ tam bodo imenovani otroci živega Boga.
2d091b0076	Tudi Izaija kliče glede Izraela: ›Četudi bo število Izraelovih otrók kakor morskega peska, bo rešen ostanek;‹
2d091c0071	kajti dokončal bo delo in ga nenadoma prekinil v pravičnosti; ker bo Gospod na zemlji hitro opravil svoje delo.
2d091d0084	In kakor je prej rekel Izaija: ›Razen če nam Gospod Sabaot ne bi pustil semena, bi bili kakor Sódoma in bi posnemali Gomóro.‹
2d091e008d	Kaj bomo potem rekli? Da so se pogani, ki si niso prizadevali za pravičnost, dokopali do pravičnosti, celó pravičnosti, ki je iz te vere.
2d091f0060	Toda Izrael, ki si je prizadeval za postavo pravičnosti, se ni dokopal do postave pravičnosti.
2d0920007e	Zakaj? Ker tega niso iskali po veri, temveč kakor bi bilo to po delih postave. Kajti spotaknili so se ob tisti kamen spotike,
2d0921007d	kakor je pisano: ›Glej, na Sionu položim kamen spotike in skalo pohujšanja; in kdorkoli veruje vanj, ne bo osramočen.‹
2d0a010059	Bratje, moja srčna želja in prošnja k Bogu za Izrael je, da bi bili oni lahko rešeni.
2d0a020056	Kajti prinašam jim pričevanje, da imajo gorečnost za Boga, toda ne glede spoznanja.
2d0a030090	Kajti ker so bili nevedni glede Božje pravičnosti in so nameravali vzpostaviti svojo lastno pravičnost, se niso podvrgli Božji pravičnosti.
2d0a040041	Kajti Kristus je konec postave za pravičnost vsakemu, ki veruje.
2d0a05006b	Kajti Mojzes opisuje pravičnost, ki je iz postave: ›Da bi človek, ki dela te stvari, živel po njih.‹
2d0a06009b	Toda pravičnost, ki je iz te vere, govori na ta način: »Ne reci v svojem srcu: ›Kdo se bo povzpel v nebo?‹ (to je, Kristusa privedel dol od zgoraj);
2d0a07005c	ali: ›Kdo se bo spustil v brezno?‹ (to je, da Kristusa ponovno privede gor od mrtvih).«
2d0a080077	Toda kaj ta pravi? Beseda je blizu tebe, celó v tvojih ustih in v tvojem srcu; to je, beseda te vere, ki jo oznanjamo;
2d0a09007c	da če boš s svojimi usti priznal Gospoda Jezusa in boš v svojem srcu veroval, da ga je Bog obudil od mrtvih, boš rešen.
2d0a0a005d	Kajti s srcem človek veruje v pravičnost, z usti pa je narejeno priznanje v rešitev duše.
2d0a0b0040	Kajti pismo pravi: ›Kdorkoli veruje vanj, ne bo osramočen.‹
2d0a0c0067	Kajti ni razlike med Judom in Grkom, kajti isti Gospod nad vsemi je bogat do vseh, ki kličejo k njemu.
2d0a0d0038	Kajti kdorkoli bo klical h Gospodovemu imenu, bo rešen.
2d0a0e0096	Kako bodo torej klicali njega, v katerega niso verovali? In kako bodo verovali vanj, o katerem niso slišali? In kako bodo slišali brez oznanjevalca?
2d0a0f00ac	In kako bodo oznanjali, razen če niso poslani? Kakor je pisano: ›Kako krasna so stopala teh, ki oznanjajo evangelij miru in prinašajo vesele novice o dobrih stvareh!‹
2d0a10006b	Toda evangeliju niso bili vsi poslušni. Kajti Izaija pravi: ›Gospod, kdo je verjel našemu poročilu?‹
2d0a11004a	Tako potem ta vera prihaja po poslušanju in poslušanje po Božji besedi.
2d0a12007b	Vendar pravim: »Mar niso slišali?« Da, resnično, njihov glas je šel po vsej zemlji in njihove besede do koncev svetá.
2d0a13009e	Toda pravim: »Mar Izrael ni spoznal?« Mojzes prvi pravi: ›Izzval te bom k ljubosumju s tistimi, ki niso ljudstvo in z nespametnim narodom te bom jezil.‹
2d0a140084	Toda Izaija je zelo pogumen in pravi: ›Našli so me tisti, ki me niso iskali; razodet sem bil tem, ki po meni niso spraševali.‹
2d0a150062	Toda Izraelu reče: ›Cel ljubi dan sem svoje roke iztegoval k neposlušnim in upornim ljudem.‹
2d0b01008b	Potem pravim: ›Mar je Bog zavrgel svoje ljudi?‹ Bog ne daj. Kajti tudi sam sem Izraelec, iz Abrahamovega semena, iz Benjaminovega rodu.
2d0b02008b	Bog svojih ljudi, ki jih je vnaprej poznal, ni zavrgel. Mar ne veste, kaj pravi pismo o Eliju? Kako posreduje k Bogu zoper Izraela, rekoč:
2d0b030076	›Gospod, pobili so tvoje preroke in spodkopali tvoje oltarje; in jaz sam sem ostal in strežejo mi po življenju.‹
2d0b040076	Toda kaj mu pravi Božji odgovor? ›Prihranil sem si sedem tisoč mož, ki niso upognili kolena k Báalovi podobi.‹
2d0b050048	Celó tako je tudi v tem sedanjem času ostanek glede na milosten izbor.
2d0b060094	In če je po milosti, potem to ni več iz del, sicer milost ni več milost. Toda če je iz del, potem to ni več milost, drugače delo ni več delo.
2d0b07007a	Kaj torej? Izrael ni dosegel tega, za kar si je prizadeval, temveč so to dosegli izvoljeni, ostali pa so bili zaslepljeni
2d0b08008b	(glede na to, kakor je pisano: ›Bog jim je dal duha omrtvelosti, oči, da ne bi videli, ušesa, da ne bi slišali‹) do današnjega dne.
2d0b090065	In David pravi: ›Naj jim njihova miza postane zanka in past in kamen spotike in njihovo povračilo;
2d0b0a005f	naj njihove oči postanejo zatemnjene, da ne bodo mogli videti in vedno upogni njihov hrbet.‹
2d0b0b00a9	Potem pravim: ›Ali so se spotaknili, da bi padli?‹ Bog ne daj; temveč je po njihovem padcu rešitev duš toliko bolj prišla k poganom, da jih draži do ljubosumja.
2d0b0c0071	Če so torej njihov padec bogastva svetá in njihovo zmanjševanje bogastva poganov; koliko bolj njihova polnost?
2d0b0d0056	Kajti govorim vam, poganom, v kolikor sem apostol poganom, poveličujem svojo službo,
2d0b0e006a	če lahko na kakršenkoli način izzovem kosanje teh, ki so moje meso in lahko rešim nekatere izmed njih.
2d0b0f0063	Kajti če je odvračanje teh pobotanje svetá, kaj bo sprejemanje teh, če ne življenje iz mrtvih?
2d0b10005b	Kajti če je prvi sad svét, je svéta tudi gruda; in če je korenina svéta, so tudi veje.
2d0b11009a	In če so bile nekatere izmed vej odlomljene in si bil ti, ki si divja oljka, vcepljen v sredo mednje in si z njimi udeležen korenine in mastnosti oljke,
2d0b120059	se ne bahaj zoper veje. Toda če se bahaš, ne nosiš korenine ti, temveč korenina tebe.
2d0b13004f	Rekel boš torej: ›Veje so bile odlomljene, da sem bil jaz lahko vcepljen.‹
2d0b14006c	Pravilno, ker so bile odlomljene zaradi nevere, ti pa stojiš po tej veri. Ne bodi vzvišen, temveč se boj.
2d0b15004f	Kajti če Bog ni prizanesel naravnim vejam, pazi, sicer tudi tebi ne prizanese.
2d0b16009a	Glej torej Božjo dobroto in strogost; na teh, ki so padli, strogost; toda do tebe dobroto, če nadaljuješ v njegovi dobroti; sicer boš tudi ti odsekan.
2d0b17006c	In tudi oni bodo vcepljeni, če ne bodo nenehno ostajali v neveri, kajti Bog jih je zmožen ponovno vcepiti.
2d0b1800bf	Kajti če si bil odsekan z oljke, ki je po naravi divja in si bil vcepljen nasprotno naravi, na dobro oljko; koliko mnogo bolj bodo tisti, ki so naravne veje, vcepljeni na svojo lastno oljko?
2d0b1900be	Kajti nočem bratje, da bi bili nevedni o tej skrivnosti, da ne bi bili modri v svojih lastnih domišljavostih; ta delna slepota se je zgodila Izraelu, dokler ne bo vstopila polnost poganov.
2d0b1a0076	In tako bo rešen ves Izrael, kakor je pisano: ›S Siona bo izšel Osvoboditelj in brezbožnost bo odvrnil od Jakoba;
2d0b1b0041	kajti to je moja zaveza njim, ko jim bom odvzel njihove grehe.‹
2d0b1c0067	Kar zadeva evangelij, so zaradi vas sovražniki; toda kar se tiče izbire, so ljubljeni zaradi očetov.
2d0b1d0033	Kajti darovi in Božja poklicanost so brez kesanja.
2d0b1e006b	Kajti kakor v preteklih časih niste verjeli Bogu, ste sedaj po njihovi neveri vendarle dosegli usmiljenje.
2d0b1f0065	Točno tako tudi ti sedaj niso verjeli, da po vašem usmiljenju tudi sami lahko dosežejo usmiljenje.
2d0b200041	Kajti Bog jih je vse zaprl v nevero, da bi se lahko vseh usmilil.
2d0b210080	Oh globina bogastev, tako Božje modrosti kakor Božjega spoznanja! Kako nedoumljive so njegove sodbe in njegove poti neodkrite!
2d0b22004c	Kajti kdo je spoznal Gospodovo mišljenje? Ali kdo je bil njegov svetovalec?
2d0b230036	Ali kdo mu je prvi dal in mu bo to ponovno poplačano?
2d0b240055	Kajti iz njega in preko njega in njemu so vse stvari; ki mu bodi slava na veke. Amen.
2d0c010093	Po Božjih milostih vas torej rotim, bratje, da ponudite svoja telesa v živo žrtev, svéto, Bogu sprejemljivo, kar je vaše smiselno bogoslužje.
2d0c0200b9	In ne bodite prilagojeni temu svetu, temveč bodite preobraženi s prenavljanjem svojega mišljenja, da boste lahko razločili, kaj je tista dobra, sprejemljiva in popolna Božja volja.
2d0c0300d5	Kajti po meni dani milosti pravim vsakemu človeku, ki je med vami, naj ne misli o samem sebi višje, kakor bi moral misliti; temveč naj misli trezno, glede na to, kakor je Bog vsakemu človeku podelil mero vere.
2d0c04004b	Kajti kakor imamo v enem telesu mnogo udov in vsi udje nimajo iste službe,
2d0c05004e	tako smo mi, ki nas je mnogo, eno telo v Kristusu in vsakdo udje drug drugemu.
2d0c06007a	Ker imamo torej darove, ki se razlikujejo glede na milost, ki nam je dana, če prerokba, prerokujmo glede na mero te vere;
2d0c070050	če služenje, počakajmo na naše služenje; ali kdor poučuje, na poučevanje;
2d0c08008a	ali kdor spodbuja, na spodbudo; kdor daje, naj to dela s preprostostjo; kdor vlada, z marljivostjo; kdor izkazuje usmiljenje, z vedrostjo.
2d0c090062	Naj bo ljubezen brez pretvarjanja. Sovražite to, kar je zlo; trdno se držite tega, kar je dobro.
2d0c0a0066	Bodite drug drugemu prijazno naklonjeni z bratoljúbjem; v spoštovanju dajajte prednost drug drugemu;
2d0c0b003c	ne leni v poslu, [temveč] goreči v duhu; služeč Gospodu;
2d0c0c004f	veseleč se v upanju; potrpežljivi v stiski; neprenehoma nadaljujte v molitvi;
2d0c0d0035	razdeljujte potrebam svétih, predani gostoljubnosti.
2d0c0e004a	Blagoslavljajte te, ki vas preganjajo, blagoslavljajte in ne preklinjajte.
2d0c0f0040	Veselite se s temi, ki se veselijo in jokajte s temi, ki jokajo.
2d0c1000a4	Drug do drugega bodite istega mišljenja. Ne mislite visokih stvari, temveč se ponižajte k ljudem nizkega stanu. V svojih lastnih domišljavostih ne bodite modri.
2d0c11005e	Nobenemu človeku ne poplačajte zla za zlo. Pred očmi vseh ljudi skrbite za poštene stvari.
2d0c12004d	Če je mogoče, kolikor je v vaši môči, živite miroljubno z vsemi ljudmi.
2d0c130096	Srčno ljubljeni, sami se ne maščujte, temveč raje dajte prostor besu, kajti pisano je: ›Moje je maščevanje, jaz bom povrnil, govori Gospod.‹
2d0c140095	Torej če je tvoj sovražnik lačen, ga nahrani; če je žejen, mu daj piti, kajti s takšnim početjem boš kopičil ognjeno oglje na njegovo glavo.
2d0c150037	Ne bodi premagan od zla, temveč zlo premagaj z dobrim.
2d0d010074	Naj bo vsaka duša podrejena višjim oblastem. Kajti ni oblasti, razen od Boga; oblasti, ki so, so odrejene od Boga.
2d0d02006c	Kdorkoli se torej upira oblasti, se upira Božji odredbi in tisti, ki se upirajo, bodo sebi prejeli obsodbo.
2d0d03008a	Kajti vladarji niso strahota dobrim delom, temveč zlim. Se torej ne boš bal oblasti? Delaj to, kar je dobro in imel boš pohvalo od nje;
2d0d0400c8	kajti ona je Božja služabnica, tebi v dobro. Toda če počneš to, kar je zlo, se boj, ker meča ne nosi zaman; kajti Božja služabnica je, maščevalka, da izvrši bes nad tistim, ki počenja zlo.
2d0d050054	Zatorej morate biti nujno podrejeni, ne samo zaradi besa, temveč tudi zaradi vesti.
2d0d060076	Kajti zaradi tega razloga tudi plačujete davek, kajti oni so Božji služabniki, ki nenehno skrbijo prav za to stvar.
2d0d07008e	Povrnite torej vsem kar [ste] jim dolžni: davek, komur gre davek, carino, komur carino, strah, komur strah, spoštovanje, komur spoštovanje.
2d0d080075	Nobenemu človeku ničesar ne dolgujte, razen da ljubite drug drugega; kajti kdor ljubi drugega, je izpolnil postavo.
2d0d090128	Zaradi tega: ›Ne boš zagrešil zakonolomstva,‹ ›Ne boš ubil,‹ ›Ne boš kradel,‹ ›Ne boš pričal po krivem,‹ ›Ne boš požêlel;‹ in če obstaja katera druga zapoved, je le-ta na kratko obsežena v tej besedi, namreč: ›Ljubil boš svojega bližnjega kakor samega sebe.‹
2d0d0a0051	Ljubezen svojemu bližnjemu ne dela škode; torej je ljubezen izpolnitev postave.
2d0d0b0095	In ker poznamo čas, da je sedaj skrajni čas, da se prebudimo iz spanja, kajti sedaj je naša rešitev duš bliže, kakor ko smo [začeli] verovati.
2d0d0c0063	Noč je davno minila, dan je blizu. Odvrzimo torej dela temè in si nadenimo bojno opremo svetlobe.
2d0d0d007a	Živimo pošteno, kakor podnevi; ne v upornosti in pijanosti, ne v nespodobnosti in razuzdanosti, ne v prepiru in zavisti.
2d0d0e0074	Temveč si nadenite Gospoda Jezusa Kristusa in ne delajte si preskrbe za meso, da [bi] izpolnili poželenja le-tega.
2d0e010050	Tistega, ki je v tej veri slaboten, sprejmite, toda ne k dvomljivim pričkanjem.
2d0e02004f	Kajti nekdo veruje, da lahko jé vse stvari; drug, ki je šibek, jé zelišča.
2d0e030077	Naj tisti, ki jé, ne prezira tistega, ki ne jé; in kdor ne jé, naj ne sodi tistega, ki jé; kajti Bog ga je sprejel.
2d0e04009f	Kdo si ti, da sodiš služabnika drugega moža? Svojemu lastnemu gospodarju stoji ali pade. Da, obdržan bo pokonci; kajti Bog ga je zmožen postaviti pokonci.
2d0e050080	Nek človek čisla en dan nad drugim, drugi čisla vsak dan enako. Naj bo vsak v svojem lastnem mišljenju popolnoma prepričan.
2d0e0600c9	Kdor upošteva dan, ga upošteva za Gospoda; kdor pa dneva ne upošteva, ga ne upošteva Gospodu. Kdor jé, jé za Gospoda, kajti zahvale daje Bogu; kdor pa ne jé, ne jé Gospodu in zahvalo daje Bogu.
2d0e070044	Kajti nihče izmed nas ne živi zase in noben človek ne umira zase.
2d0e080075	Kajti če živimo, živimo za Gospoda; in če umremo, umremo za Gospoda. Če torej živimo ali umremo, smo Gospodovi.
2d0e090068	Kajti zato je Kristus tako umrl kakor vstal in oživel, da bi bil lahko Gospod tako mrtvih kakor živih.
2d0e0a007a	Toda zakaj sodiš svojega brata? Ali zakaj zasmehuješ svojega brata? Kajti vsi bomo stali pred Kristusovim sodnim stolom.
2d0e0b0078	Kajti pisano je: ›Kakor jaz živim, govori Gospod, bo vsako koleno pokleknilo k meni in vsak jezik bo priznal Boga.‹
2d0e0c0036	Tako bo potem vsak izmed nas Bogu dal obračun o sebi.
2d0e0d0095	Torej ne sodimo več drug drugega, temveč raje sodimo to, da noben človek ne postavi kamna spotike ali priložnosti, da pade, na pot svojega brata.
2d0e0e008d	Vem in po Gospodu Jezusu sem prepričan, da ni nič sámo po sebi nečisto; toda temu, ki mêni, da je karkoli nečisto, je to zanj nečisto.
2d0e0f0087	Toda če je tvoj brat užaloščen s tvojo jedjo, torej ne živiš v ljubezni. S svojo jedjo ne uničuj tega, za kogar je Kristus umrl.
2d0e10002b	Naj se potem o vašem dobrem ne govori zlo,
2d0e110060	kajti Božje kraljestvo ni hrana in pijača, temveč pravičnost in mir in radost v Svetem Duhu.
2d0e120055	Kajti kdor v teh stvareh služi Kristusu, je sprejemljiv za Boga in potrjen od ljudi.
2d0e130068	Prizadevajmo si torej za stvari, ki delajo za mir in za stvari, s katerimi lahko eden izgrajuje drugega.
2d0e140075	Zaradi hrane ne uničuj Božjega dela. Vse stvari so zares čiste; toda zlo je za tistega človeka, ki jé s spotiko.
2d0e150083	Dobro je ne jesti mesa niti piti vina niti katerekoli stvari, s čimer se tvoj brat spotika ali je užaljen ali je postal slaboten.
2d0e160066	Imaš vero? Imej jo zase pred Bogom. Srečen je, kdor sebe ne obsoja v tej stvari, ki jo on dopušča.
2d0e170059	Kdor pa dvomi, je obsojen če jé, ker ne jé iz vere; kajti karkoli ni iz vere, je greh.
2d0f010056	Torej moramo mi, ki smo močni, prenašati slabotnosti šibkih, ne pa da ugajamo sebi.
2d0f02004d	Naj vsak izmed nas ugaja svojemu bližnjemu v njegovo dobro, za izgrajevanje.
2d0f03006f	Kajti celó Kristus ni ugajal sebi; temveč, kakor je pisano: ›Graje teh, ki so te grajali, so padle name.‹
