2800000006	Mateus
4101140061	Mas vocês, meus amigos, devem se fortalecer por meio da sua fé em Deus. Orem no Espírito Santo
4101150078	e mantenham-se seguros no amor de Deus, aguardando a misericórdia do nosso Senhor Jesus Cristo, que traz a vida eterna.
410116002b	Sejam gentis com aqueles que ainda duvidam.
41011700bb	Salvem aqueles que puderem, tirando-os do fogo. Demonstrem misericórdia, mas com muito cuidado, odiando até mesmo as “roupas” que estão contaminadas pela natureza humana do pecado.
4101180093	Agora, para Deus, que pode fazer com que vocês não caiam e que pode trazê-los diante de sua gloriosa presença sem pecados e com grande alegria,
41011900af	ao único Deus, nosso Salvador, por meio de Jesus Cristo, o nosso Senhor, sejam dados glória, majestade, poder e autoridade desde todos os tempos, agora e para sempre! Amém!
420000000a	Apocalipse
42010100d4	Neste livro se encontram os fatos que Jesus Cristo revelou e que Deus lhe deu para que mostrasse aos seus servos o que vai acontecer logo. Jesus enviou o seu anjo para revelar essas coisas para o seu servo João,
4201020067	que confirmou tudo o que viu em relação à mensagem de Deus e à verdade, anunciada por Jesus Cristo.
42010300bd	Qualquer pessoa que ler esse livro é abençoada, assim também como aqueles que ouvem as palavras desta profecia e prestam atenção ao que nela está escrito, pois o tempo está próximo.
42010400e1	Esta carta é escrita por João e é enviada para as sete igrejas na província da Ásia. Que vocês possam ter a graça e a paz daquele que era, que é, e que há de vir, e dos sete Espíritos que estão diante do seu trono,
42010500c6	e de Jesus Cristo, a testemunha fiel, o mais importante filho ressuscitado dos mortos, o governante dos reinos de todo o mundo. Ele nos ama e nos libertou dos nossos pecados, por meio do seu sangue,
4201060094	e que nos tornou sacerdotes em seu Reino, para servirmos ao seu Deus e Pai. A Jesus sejam dadas a glória e a autoridade, para todo o sempre! Amém!
42010700b5	Vejam! Ele vem cercado por nuvens, e todos irão vê-lo, mesmo aqueles que o atravessaram com a lança. Todas as pessoas da terra irão chorar por causa dele. Que assim seja! Amém!
420108006d	“Eu sou o Começo e o Fim”, diz o Senhor Deus, o Todo-Poderoso, aquele que era, que é, e que há de vir.
42010900fc	Eu sou João, o seu irmão que compartilha com vocês o sofrimento, o Reino e a espera paciente, que fazem parte da nossa experiência em Jesus. Eu estava preso na ilha de Patmos, por anunciar a mensagem de Deus e a verdade como foi revelada por Jesus.
42010a0075	No dia do Senhor, eu fui tomado pelo Espírito e ouvi uma voz forte atrás de mim, que parecia o som de uma trombeta.
42010b0098	Ela me disse: “Escreva em um livro o que você vê e envie-o às sete igrejas: Éfeso, Esmirna, Pérgamo, Tiatira, Sardes, Filadélfia e Laodiceia.”
42010c005d	Eu me virei para ver quem estava falando comigo. Quando me virei, vi sete candelabros de ouro
42010d009e	e, entre eles, havia alguém que se parecia com um Filho do homem. Ele vestia um manto que chegava aos seus pés, com uma faixa dourada ao redor do seu peito.
42010e0046	O seu cabelo parecia lã branca e os seus olhos brilhavam como o fogo.
42010f0088	Os seus pés cintilavam como bronze refinado em uma fornalha e depois polido. A sua voz lembrava o barulho que faz uma grande cachoeira.
420110009c	Ele segurava sete estrelas em sua mão direita, e de sua boca saía uma afiada espada de corte duplo. O seu rosto brilhava como o sol em toda a sua glória.
420111009e	Quando o vi, caí aos seus pés, como se tivesse morrido. Mas, ele me tocou com a sua mão direita e disse: “Não tenha medo, eu sou o primeiro e o último,
4201120083	sou aquele que vive. Estive morto, mas olhe! Agora, estou vivo para todo o sempre e tenho as chaves da morte e do mundo dos mortos.
420113006e	Então, escreva o que você viu, tanto o que está acontecendo no presente quanto o que acontecerá no futuro.
4201140091	As sete estrelas que você viu em minha mão direita significam os anjos das sete igrejas. Já os sete candelabros significam as sete igrejas.”
42020100ba	“Escreva isto para o anjo da igreja de Éfeso: Esta é a mensagem que aquele que segura as setes estrelas em sua mão direita diz, aquele que caminha entre os sete candelabros de ouro:
420202011c	Eu sei o que vocês realizaram por meio do seu árduo trabalho e de sua perseverança. Eu sei que vocês não suportam pessoas más e sei como investigaram aqueles que afirmavam ser apóstolos, mas que, na verdade, não são e, assim, descobriram que eles não passavam de impostores.
4202030067	Eu sei a respeito de sua paciência e o que suportaram em meu nome e que, mesmo assim, não desistiram.
420204004f	Mas eu tenho algo contra vocês: é que vocês abandonaram o seu primeiro amor.
42020500f6	Então, lembrem-se de como foi profunda a sua queda. Arrependam-se dos seus pecados e voltem a fazer como no princípio. Caso contrário, virei até vocês e irei retirar o seu candelabro de onde ele se encontra, a menos que vocês se arrependam.
4202060070	No entanto, há algo que vocês têm a seu favor: vocês odeiam as atitudes dos nicolaítas, exatamente como eu.
42020700ce	Se vocês têm ouvidos, escutem o que o Espírito está dizendo para as igrejas. Eu darei, para aqueles que são vitoriosos, o privilégio de comer o fruto da árvore da vida, que está no Paraíso de Deus.
420208008f	Escreva isto para o anjo da igreja de Esmirna: Esta é a mensagem que o Primeiro e o Último diz, aquele que estava morto e que voltou à vida:
4202090108	Eu sei as aflições pelas quais vocês estão passando e sei como são pobres; mas, na verdade, vocês são ricos. E também tenho consciência do abuso que sofrem por parte daqueles que dizem ser judeus, mas que não são, pois pertencem à sinagoga de Satanás.
42020a0104	Não temam o sofrimento pelo qual irão passar. Sim, o diabo irá jogar alguns de vocês na cadeia para testá-los. E vocês também serão perseguidos por dez dias. Apenas permaneçam firmes, mesmo que isso signifique a morte, e eu lhes darei a coroa da vida!
42020b0091	Se vocês têm ouvidos, escutem o que o Espírito está dizendo para as igrejas. A segunda morte não alcançará aqueles que saírem vitoriosos.
42020c007c	Escreva isto para o anjo da igreja de Pérgamo: Esta é a mensagem que aquele que segura a espada afiada de corte duplo diz:
42020d00ff	Eu sei que vocês estão vivendo onde Satanás tem o seu trono e que, ainda assim, vocês permaneceram fiéis a mim. Vocês não renunciaram a sua fé em mim, mesmo quando a minha fiel testemunha, Antipas, foi morto, aí em Pérgamo, onde Satanás habita.
42020e00f1	Mas, eu tenho algumas coisas contra vocês: há alguns entre vocês que seguem o ensinamento de Balaão, que ensinou Balaque a armar ciladas contra os filhos de Israel para comerem alimentos oferecidos aos ídolos e a cometerem imoralidades.
42020f005b	Da mesma maneira, há entre vocês também alguns que seguem o ensinamento dos nicolaítas.
4202100076	Então, arrependam-se dos seus pecados, ou logo irei até vocês e lutarei contra eles, usando a espada da minha boca.
420211011a	Se vocês têm ouvidos, escutem o que o Espírito está dizendo para as igrejas. Eu oferecerei o maná escondido para aqueles que são vitoriosos. E também darei a cada um deles uma pedra branca, com um novo nome escrito nela, que ninguém conhece, a não ser aquele que a receber.
42021200b0	Escreva isto para o anjo da igreja de Tiatira: Esta é a mensagem que o Filho de Deus diz, aquele que tem olhos que brilham como fogo e pés que parecem feitos de cobre polido.
42021300cc	Eu sei o que vocês estão fazendo. Conheço bem o seu amor, a sua lealdade, o seu trabalho e a sua perseverança. E também sei que vocês estão fazendo ainda mais agora do que quando começaram a crer.
42021400f9	Mas, eu tenho algo contra vocês: é que estão permitindo que a mulher que se chama Jezabel, que se diz profetisa, ensine os meus seguidores, levando-os a cometer atos de imoralidade sexual e a comer alimentos oferecidos como sacrifício a ídolos.
4202150078	Eu dei a ela tempo para que se arrependesse dos pecados sexuais que ela comete, mas ela não quer se arrepender de nada.
42021600b3	Então, irei jogá-la em uma cama, junto com aqueles que cometem adultério com ela, e eles irão sofrer terrivelmente, a menos que se arrependam do que fizeram em companhia dela.
42021700d0	Eu condenarei os filhos dela à morte. Então, todas as igrejas saberão que eu sou aquele que analisa tanto os pensamentos quanto os motivos. Eu pagarei a cada um de vocês de acordo com o que tiverem feito.
42021800e2	Para o restante de vocês aí, em Tiatira, que não segue esse ensinamento e que não aprendeu o que eles chamam de ‘coisas profundas de Satanás’, eu não colocarei sobre os seus ombros qualquer outra carga. Eu lhes digo:
4202190036	‘Guardem bem o que vocês têm até que eu volte.’
42021a0073	Eu darei autoridade sobre as nações àqueles que saírem vitoriosos e aos que fizerem até o final o que eu digo.
42021b00a4	Eles irão governar as nações com um bastão de ferro, quebrando-as em pedaços como se fossem potes de barro. Assim como eu também recebi autoridade do meu Pai,
42021c0022	eu lhes darei a estrela da manhã.
42021d004f	Se vocês têm ouvidos, escutem o que o Espírito está dizendo às igrejas.”
42030100ec	“Escreva isto para o anjo da igreja de Sardes: Esta é a mensagem que aquele que tem os sete Espíritos de Deus e as sete estrelas diz: Eu sei o que vocês estão fazendo. Vocês dizem que estão vivos, mas, na verdade, estão mortos.
42030200b1	Acordem, e fortaleçam o que ainda está vivo, antes que venha a morrer! Pois eu sei que, aos olhos do meu Deus, nada do que vocês fizeram está de acordo com o que Ele espera.
4203030102	Então, lembrem-se de como essa mensagem veio até vocês e o que ouviram. Obedeçam ao que lhes foi dito para fazer e arrependam-se. Se vocês não tomarem cuidado, virei inesperadamente, como um ladrão, e vocês não saberão o momento em que eu chegarei!
420304008f	Mas, há alguns entre vocês, em Sardes, que ainda mantêm limpas as suas roupas. Esses me acompanharão vestidos de branco, pois merecem isso.
42030500bf	Aqueles que saírem vitoriosos serão vestidos com roupas brancas como essa. E os seus nomes não serão retirados do livro da vida e, diante do meu Pai e dos anjos, eu falarei a favor deles.
420306004c	Se vocês têm ouvidos, escutem o que o Espírito está dizendo às igrejas.
42030700e9	Escreva isto para o anjo da igreja de Filadélfia: Esta é a mensagem que diz aquele que é santo e verdadeiro, e que carrega a chave de Davi. O que ele abre ninguém é capaz de fechar. E o que ele fecha, ninguém é capaz de abrir:
42030800d3	Eu sei o que vocês estão fazendo. Vejam! Eu abri uma porta para vocês, que ninguém poderá fechar. Eu sei que vocês têm pouca força, mas fizeram exatamente como eu lhes disse, e vocês não me rejeitaram.
42030900db	Eu trarei aqueles que se dizem judeus, mas que não são e que não passam de mentirosos, que se encontram na sinagoga de Satanás, e farei com que eles se ajoelhem aos seus pés. Assim, eles saberão que eu amo vocês.
42030a0101	Por vocês terem obedecido ao meu pedido para aguentarem com paciência o sofrimento, eu cuidarei de vocês durante o tempo de provações que está por vir sobre o mundo inteiro. Quando esse tempo chegar, todos os que vivem na terra serão postos à prova.
42030b004d	Eu virei logo! Guardem o que vocês têm, para que ninguém tome a sua coroa.
42030c0101	Aqueles que conseguirem a vitória irão se tornar pilares no Templo do meu Deus. E eles nunca mais sairão dali. Eu irei escrever neles o nome do meu Deus, o nome da sua cidade, a Nova Jerusalém, que virá do céu, da parte do meu Deus, e o meu novo nome.
42030d004c	Se vocês têm ouvidos, escutem o que o Espírito está dizendo às igrejas.
42030e00a5	Escreva isto para o anjo da igreja de Laodiceia: Esta é a mensagem que diz o Amém, aquele que é a testemunha fiel e verdadeira, o originador da criação de Deus:
42030f007c	Eu sei o que vocês estão fazendo; sei que não são nem quentes e nem frios. Eu queria que vocês fossem quentes ou frios!
4203100055	Mas, por serem mornos, nem quentes e nem frios, estou para vomitá-los da minha boca.
42031100d6	Vocês dizem para si mesmos: ‘Somos ricos, temos uma boa vida e não precisamos de mais nada.’ Mas, vocês não sabem que, na verdade, são miseráveis e dignos de pena, além de pobres, cegos e de estarem nus.
420312010d	Eu os aconselho a comprarem de mim ouro refinado pelo fogo, para que fiquem ricos; a colocarem roupas brancas, para que possam estar bem vestidos e para não revelarem a sua nudez e a sua vergonha, e a comprarem colírio para colocar em seus olhos, para que possam ver.
