0100000009	ኡመመ
2c09020110	ነመ ከራ ከነረ ጅሩ ከምዩ ዺረስ ዱበርቲስ ዮ አርገቴ አከ ህዼ ዬሩሳሌምት ጌሱፍ አከ ሉብን ሱን ገረ መኔን ሰገዳ ከኔን ደማስቆ ጅረኒት ጠለያወን እሳፍ በሬሱፍ እሰ ከዸቴ።
2c0903008b	ኡቱ እን ዴማ ጅሩ አኩመ ደማስቆት ዽኣቴን አኩመ ተሳ እፍን ቶኮ ሰሚራ ናኖሳት በለቅሴ።
2c09040097	እንስ ለፈት ኩፌ ሰገሌ፣ “ያ ሳዉል፣ ያ ሳዉል፣ አት ማሊፍ ነ አርአተ?” እሳን ጄዹ ቶኮ ዸገኤ።
2c090500d5	ሳዉልስ፣ “ያ ጎፍታ፣ አት ኤኙ?” ጄዼ ጋፈቴ። እንስ አከነ ጄዼ ዴብሴፍ፤ “አን ዬሱስ እሰ አት አርአቱዸ። አርፊ ወዪ ዺቱን ሱመ ሚዸ።
2c0906005a	አመ ከኢ መጋላ ሴን፤ ወን አት ጎቱ ስት ህመማቲ” ጄዼን።
2c090700b7	ነሞትን ሳዉል ወጅን ዴማ ቱረንስ ዋን ዱበተን ዸበኒ ዸዻበተን፤ እሳንስ ሰገሌ ዸገአን መሌ ነመ ቶኮሌ ህንአርግኔ።
2c090800b4	ሳዉልስ ለፋ ከኤ፤ እንስ ዮሙ እጅሳ በነሜት ሆማ አርጉ ህንደንዴኜ፤ እሳንስ ሀርከሳ ቀበኒ ደማስቆት እሰ ጌሰን።
2c09090082	እጅሳስ ጉያ ሰዲ ጉቱ አርጉ ህንደንዴኜ፤ እንስ ሆማ ህንኛትኔ፤ ሆማስ ህንዹግኔ።
2c090a00f2	ደማስቆ ኬሰ በረታ አናንያ ጄዸሙ ቶኮቱ ቱሬ። ጎፍታንስ ሙልአታን፣ “ያ ሀናንያ!” ጄዼ እሰ ዋሜ። እንስ፣ “ያ ጎፍታ፣ ኩኖ አን አስን ጅረ” ጄዼ ዴብሴ።
2c090b00ee	ጎፍታንስ አከነ ጄዼን፤ “ከኢ ገረ ዳንዲ ‘ቀጄላ’ ጄዸሙ ሰና መነ ይሁዳ ዸቂቲ ነመ ሳዉል ጄዸሙ ከን ጠርሴሲ ዹፌ ቶኮ እያፈዹ፤ እን ከዸትናረ ጅራቲ።
2c090c00a4	ሳዉልስ ነመ አናንያ ጄዸሙ ቶኮ እሳ ዹፌ አከ አገርቱንሳ ዴብኡፊፍ ሀርከ እሰረ ካኡ ሙልአታን አርጌ።”
2c090d00d8	አናንያንስ ዴብሴ አከነ ጄዼ፤ “ያ ጎፍታ፣ አን ዋኤ ነምቸ ከና፣ ሚዻ እን ቁልቁሎተኬ ወረ ዬሩሳሌም ጅራተንረት ሆጄቴ ሁንዱማ ዸገኤረ።
2c090e0083	አመስ ወረ መቃኬ ዋመተን ሁንደ ህዹፍ ጄዼ ሉቦተ ሀንገፎተራ ኣንጎ ፉዸቴ ዹፌረ።”
2c090f0114	ጎፍታን ገሩ አናንያዻን አከነ ጄዼ፤ “ነምች ኩን ምአኮ ከን አን አከ እን ነሞተ ኦርማቲፊ ሞቶተሳኒ ዱረት፣ ሰበ እስራኤል ዱረትስ መቃኮ ባቱፍ ጄዼ ፍለዼ ዋን ተኤፍ ከኢ ዸቅ!
2c0910005c	አን አከ እን መቃኮቲፍ ጄዼ ረከቹ ቀቡ እሰን አርግሲሰ።”
2c09110152	አናንያንስ ዸቄ መነ ሰነ ሴኔ። ሀርከሳስ ሳዉልረ ካኤ፣ “ያ ኦቦሌሰኮ ሳዉል፣ ጎፍታ ዬሱስ እን ኡቱ አት አስ ዹፍቱ ከራረት ስት ሙልአቴ ሱን አከ አት አርግቱፊ አከ አት ሀፉረ ቁልቁሉን ጉተምቱፍ ነ ኤርጌረ” ጄዼ።
2c09120087	ዮሙሱመ ወን አከ ቆላ እጀ ሳዉልራ ሀርጨኤ፤ እን አመስ አርጉ ደንደኤ። ከኤስ ጩጰሜ።
2c0913007f	ኛተስ ኛቴ ጀጀባቴ። ሳዉል ቡልቲ ገባብዱዻፍ በረቶተ ደማስቆ ጅረን ብረ ቡቡሌ።
2c0914007b	እንስ አከ ዬሱስ እልመ ዋቃ ተኤ ዬሩመ ሰነ መኔን ሰገዳ ኬሰት ለለቡ ጀልቀቤ።
2c0915011b	ወር እሰ ዸገአን ሁንድኑስ ድንቅፈተኒ አከነ ጄዸን፤ “ነምች ኩን እሱመ ዬሩሳሌም ኬሰት ወረ መቃ ከነ ዋመተን በሌሴ ሰነ ምቲ? አመስ ህዼ ሉቦተ ሀንገፎተት እሳን ጌሱፍ ዹፌ ምቲ?”
2c091600c5	ሳዉል ገሩ እቱመ ጀባቻ ዴሜ፤ እንስ አከ ዬሱስ ኩን ክርስቶስ ተኤ ምርከኔሱዻን ይሁዶተ ደማስቆ ኬሰ ጅራተን አፋን ቀበቺሴ።
2c09170068	ኤርገ ጉያን ሄዱን ደርቤ ቦዴስ ይሁዶትን እሰ አጄሱፍ መርአተን።
2c091800ac	ሳዉል ገሩ መሪሳኒ ከነ ቤኬ፤ እሳንስ እሰ አጄሱፍ ጄዸኒ ሀልከኒ ጉያ በልበለ መጋላ ሰና ጀቤሰኒ ኤጋ ቱረን።
2c0919007c	በረቶትንሳ ገሩ ሀልከኒን ፉዸኒ ጉቦዻን ደላ እራን ደበርሰኒ ገድ እሰ ቡሰን።
2c091a00bd	እንስ ዮሙ ገረ ዬሩሳሌም ዹፌት በረቶተት ደበለሙ ያሌ፤ እሳንስ ዋን በረታ ተኡሳ ህንአመንኒፍ ሁንድሳኒ እሰ ሶዳተን።
2c091b0113	በርናባስሞ ፉዼ ኤርገሞተት እሰ ጌሴ፤ አከ ሳዉል እት ከራት ጎፍታ አርጌ፣ አከ እት ጎፍታን እሰት ዱበቴፊ አከ እን ሶዳ መሌ ደማስቆ ኬሰት መቃ ዬሱሲቲን ለለቤ እሳንት ህሜ።
2c091c00a2	ሳዉልስ እሳን ወጅን ጅራቴ ዬሩሳሌም ኬሰ ሶዳ መሌ በኤ ገላ ቱሬ፤ መቃ ጎፍታቲንስ እጀ ጀብናን ለለቤ።
2c091d00a0	ይሁዶተ ግሪኮተ ኬሰ ጅራተን ወጅንስ ዱበቻ እሳኒንስ ሞርከቻ ቱሬ፤ እሳን ገሩ እሰ አጄሱ በርባደን።
2c091e009a	ኦቦሎትንስ ዮሙ ዋን ከነ ቤከንት ፉዸኒ ቂሳርያት ገድ እሰ ቡሰን፤ ገረ ጠርሴሲትስ እሰ ኤርገን።
2c091f011d	ከናፍስ ወልዳን ክርስታና ይሁዳ፣ ገሊላፊ ሰማርያ ኬሰ ጅርቱ ጉቱማት ነጋ አርገቴ፤ ንጭምቴስ። እሼንስ ሀፉረ ቁልቁሉዻን ጀጀባቴ ሶዳ ጎፍታቲን ጅራቹዻን ባይእናን ጉደቻ ዴምቴ።
2c09200082	ጴጥሮስ ኡቱ ብየ ሰነ ኬሰ ናነኣ ጅሩ ቁልቁሎተ ሊዳ ኬሰ ጅራተን እላሉፍ ገድ ቡኤ።
2c0921007e	አችትስ ነምቸ ላምሸኣ ኤንያ ጄዸሙ ከን ወጋ ሰዴት ስሬረት ሀፌ ቱሬ ቶኮ አርጌ።
2c092200a5	ጴጥሮስስ፣ “ያ ኤንያ፣ ዬሱስ ክርስቶስ ስፈይሰ፤ ከኢቲ ስሬኬ አፈዹ” ጄዼን። ኤንያንስ ዮሙሱመ ከኤ።
2c09230072	ነሞትን ሊዳፊ ሰሮና ኬሰ ጅራተን ሁንድኑ እሰ አርገኒ ጎፍታት ዴብአን።
2c092400d6	ዮጴ ኬሰስ በረቱ ጣቢታ ጄዸምቱ ቶኮቱ ቱሬ፤ ጣቢታ ጄቹን ዶርቃ ጄቹዸ። እሼንስ ዬሮ ሁንደ ዋን ጋሪ ሆጄት፤ ህዬዪስ ንገርጋርት ቱርቴ።
2c09250081	እሼንስ በሩመ ሰነ ኬሰ ዹኩብሰቴ ዱቴ፤ ሬፈሼስ ዽቀኒ ኩታ ደርቢ ቶኮ ኬሰ ካአን።
2c092600ea	ሊዳን ኩን ዮጴት ዽኦ ቱርቴ፤ በረቶትንስ ዮሙ አከ ጴጥሮስ ሊዳ ጅሩ ዸገአንት ነመ ለመ እሰት ኤርገኒ፣ “ማሎ ደፊ ኑ ብረ ገእ!” ጄዸኒ እሰ ከዸተን።
2c09270161	ጴጥሮስስ ከኤ እሳን ወጅን ዴሜ፤ አኩመ እን አች ገኤንስ ገረ ኩታ ደርቢ ሰናት እሰ ጌሰን። ሃዾትን ህዬሳ ሁንድኑ እሰ ብረ ዻበተኒ ኮቲፊ ወያ ብራ ከን ዶርቃን ዬሮ እሳን ወጅን ቱርቴ ሆጄቴ ሰነ እሰት አርግሲሰኒ ቦኣ ቱረን።
2c092800f3	ጴጥሮስስ ሁንደሳኒ ገድ ባሴ ጅልቤንፈቴ ዋቀ ከዸቴ፤ ሬፈ ሰነትስ ገረ ገሌ፣ “ጣቢታ ከእ!” ጄዼ። እሼንስ እጀሼ በነቴ ጴጥሮስን አርግቴ፤ ካቴስ ንቴሴ።
2c092900ae	እንስ ሀርከ ቀቤ እሼ ካሴ፤ አመንቶታፊ ዱበርቶተ ዽርሶትንሳኒ እራ ዱአን ዋሜ ጅራቱ ታቴ እሳን ፉልዱረ ዻቤ።
2c092a006b	ኩንስ ዮጴ ሁንደ ኬሰት ቤከሜ፤ ነሞትን ባይኤንስ ጎፍታት አመነን።
2c092b0068	ጴጥሮስስ ዮጴ ኬሰ ጎጋ ዱግዱ ስሞን ጄዸሙ ቶኮ ብረ ጉያ ሄዱ ቱሬ።
2c0a0100b5	ነምች ቆርኔሌዎስ ጄዸሙ ቶኮ ቂሳርያ ኬሰ ቱሬ፤ እንስ ኩታ፣ “ሁምነ ወራነ ኢጣልያ” ጄዸሙ ኬሰት አጀጃ ዽባ ቱሬ።
2c0a0200e9	ቆርኔሌዎሲፊ ማቲንሳ ሁንድኑ ወረ ዋቃፍ ቡለኒፊ ወረ ዋቀ ሶዳተን ቱረን፤ እንስ ወረ ረከተኒፍ አርጁማዻን ኬነ ቱሬ፤ ዬሮ ሁንደስ ዋቀ ከዸተ ቱሬ።
2c0a0300d2	እንስ ጋፈ ቶኮ ኤርገማ ዋቃ ቶኮ እሳ ገረሳ ዹፌ፣ “ያ ቆርኔሌዎስ!” ጄዹን ጉያ ኬሳ ገረ ሰኣቲ ሰገሊት እፋን እፈት ሙልአታን አርጌ።
2c0a04014e	ቆርኔሌዎስስ ሶዳን እጀ በባሴ እሰ እላሌ፣ “ያ ጎፍታ፣ ማል በርባደ?” ጄዼ ጋፈቴ። ኤርገማን ዋቃ ሱንሞ አከነ ጄዼ ዴብሴ፤ “ከዸትናኬቲፊ ኬናን አት ህዬዪዻፍ ኬንቱ ኣርሳ ያደቻ ተኤ ፉለ ዋቃ ዱረት ኦል በኤረ።
2c0a05006a	አመ ዮጴት ነመ ኤርጊቲ ስሞን እሰ ጴጥሮስ ጄዸሙ ሰነ አስ ፍችሲስ።
2c0a06008f	እንስ ነምቸ ጎጋ ዱጉ ከን ስሞን ጄዸሙ ከን መንሳ ቀርቀረ ገላናት አርገሙ ቶኮ ብረ ጅረ።”
2c0a0700db	ቆርኔሌዎስስ ዮሙ ኤርገማን ዋቃ ከን እሰት ዱበቴ ሱን ዴሜት ተጃጅልቶተሳ ኬሳ ነመ ለመ፣ ወረ እሰ ኤገን ኬሳሞ ሎልቱ ዋቃፍ ቡሉ ቶኮ ዋሜ፣
2c0a080046	ዋን ከነ ሁንደ እት ህሜ ዮጴት እሳን ኤርጌ።
2c0a0900d4	ጉያ እት ኣኑትስ ኡቱ ወር ኤርገመን ሱን ከራ ጅረኑ፣ ዬሮ መጋላት ዽኣተንት ጴጥሮስ ገረ ሰኣቲ ጀኣት ከዸትናፍ በንቲ መናት ኦል በኤ።
2c0a0a008b	እንስ ቤለኤ ዋን ኛቱ በርባዴ፤ ኡቱ እሳን ቆጴሳፊ ጅረኑስ አከ ዋን ያዳን ፉዸተሜ ተኤ።
2c0a0b008f	ሰሚ በነሜፊ ዋን አከ ወያ በልኣ ቶኮስ እሳ ሮገሳ አፍረኒን ቀበሜ ለፈት ገድ ቡፈሙ አርጌ።
2c0a0c00af	ወያን ሱንስ ብኔንሶተ ሚለ አፉሪ፣ ኡመመወን ለፈረ ሎአኒፊ ስምብሮተ ሰሚ ከኔን ጎሰ ሁንዳ ኦፍ ኬሳ ቀበ ቱሬ።
2c0a0d005b	ሰገሌን ቶኮስ፣ “ያ ጴጥሮስ፣ ከኢቲ ቀለዹ ኛዹ” ጄዼን።
2c0a0e009f	ጴጥሮስ ገሩ ዴብሴ፣ “ያ ጎፍታ፣ ህንተኡ! አን ተኩማ ዋን በልፈማ ዮካን ዋን ጡራኣ ህንኛትኔ” ጄዼ።
2c0a0f0082	ሰገሌን ሱንስ ዬሮ ለመፋ፣ “አት ዋን ዋቅን ቁልቁሌሴን ጡራኣ ህንጄዽን” ጄዼን።
2c0a100074	ወን ኩንስ ዬሮ ሰዲ ተኤ፤ ወያን ሱንስ ዮሙሱመ ዴብኤ ሰሚት ኦል ፉዸተሜ።
2c0a1100c9	ኡቱ ጴጥሮስ ዋኤ ሂካ ሙልአተ ሰና ድንቅሲፈቻ ጅሩስ ነሞትን ቆርኔሌዎስ ኤርጌ ሱን መነ ስሞን እያፈቻ ዹፈኒ ከረ ዱረ ዻበተን።
2c0a12007a	እሳንስ ለለበኒ፣ “ስሞን እን ጴጥሮስ ጄዸሙ ቶኮ አስ ጅራ?” ጄዸኒ ጋፈተን።
2c0a1300ce	አመስ ኡቱ ጴጥሮስ ዋኤ ሙልአተ ሰና ያዳ ጅሩ፣ ሀፉር ቁልቁሉን አከነ እሳን ጄዼ፤ “ያ ስሞን፣ ኩኖ ነሞትን ሰዲ ስ በርባዱት ጅሩ።
2c0a140072	ከኢቲ ገድ ቡእ። እሳን ወጅን ዴሙስ ህንሸክን፤ አነቱ እሳን ኤርጌቲ።”
2c0a15009e	ጴጥሮስስ ገረ ነሞተ ሰናት ገድ ቡኤ፣ “ነምን እስን በርባዳ ጅርተን አነ፤ ማሊፍ ዹፍተን?” ጄዼን።
2c0a160191	ጀር ሱንስ አከነ ጄዸኒ ዴብሰን፤ “ኑ አጀጃ ዽባ ከን ቆርኔሌዎስ ጄዸሙ ቶኮ ብራ ዹፍኔ፤ እን ነመ ቀጄላፊ ነመ ዋቀ ሶዳቱ ከን ይሁዶተ ሁንደ ብረትስ ከበጀሙዸ፤ ኤርገማን ዋቃ ቁልቁሉን ቶኮ አከ እን መነሳት ስዋምስሴ ዋን አት ጄቱ ዸገኡፍ እሰት ዱበቴ።”
2c0a1700eb	ጴጥሮስስ ነሞተ ሰነ መነት ኦል ገልቼ ኬሱምሲሴ። ጉያ እት ኣኑት ጴጥሮስ ከኤ እሳን ወጅን ዴሜ፤ ኦቦሎትን ቶኮ ቶኮስ ዮጴዻ ከአኒ እሰ ወጅን ዴመን።
2c0a1800be	እሳንስ ጉያ እት ኣኑ ቂሳርያት ገለን፤ ቆርኔሌዎስስ ፍሮተሳቲፊ ምቾተሳ ወረ እሰት ዽኣተን ወልት ዋሜ እሳን ኤጋ ቱሬ።
2c0a190083	አኩመ ጴጥሮስ መነ ሴኔን ቆርኔሌዎስ እሰ ስመቴ እሳፍ ሰገዱፍ ጄዼ ሚለሳረት ኩፌ።
2c0a1a005a	ጴጥሮስ ገሩ፣ “ከእ! አንስ ነሙማቲ” ጄዼ ኦል እሰ ቀቤ።
2c0a1b0070	ጴጥሮስስ እሰ ወጅን ዱዱበቻ መነ ሴኔ ነሞተ ወልት ቀበመን ሄዱ አርጌ።
2c0a1c0150	እንስ አከነ እሳኒን ጄዼ፤ “አከ ይሁዲን ቶኮ ነመ ኦርማ ወጅን ቶኩማ ቀባቹፊ እት ዽኣቹን ሴረኬኘ ህንተእን እስን መታንኬሰንዩ ቤክቱ፤ ገሩ ዋቅን አከ አን ነመ ቶኮኑ ጅበማ ዮካን ጡራኣ ህንጄኔ ነት አርግሲሴረ።
2c0a1d00b0	ከናፍ ዮሙ እስን ነመ ነት ኤርግተንት አን ሞርሚ ቶኮ መሌ ዹፌ፤ ኤጋ ዋን እስን ነ ዋምተኒፍ ቤኩ ነንበርባደ።”
2c0a1e0116	ቆርኔሌዎስስ አከነ ጄዼ ዴብሴ፦ “ቡልቲ አፉሪን ዱረ፣ ሰኣቲዹመ ከነት፣ አን ሰኣቲ ሰገልት መነኮት ዋቀ ከዸቻን ቱሬ። አኩመ ተሳ ነምች ወያ አዲ ቃንቄ ኡፈቱ ቶኮ ነ ዱረ ዻበቴ
2c0a1f0092	አከነ ጄዼ፤ ‘ያ ቆርኔሌዎስ፣ ዋቅን ከዸትናኬ ዸገኤረ፤ ኬና አት ህዬዪፍ ኬንቱስ ያደቴረ።
2c0a2000c8	ዮጴት ነመ ኤርጊቲ ስሞን እሰ ጴጥሮስ ጄዸሙ ሰነ ዋምስስ። እን መነ ስሞን ነምቸ ጎጋ ዱጉ ከን ቀርቀረ ገላና ጅራቱ ሰና ጅረ።’
2c0a210103	ከናፍ አን ዬሩመ ሰነ ነመ ኤርጌ ስዋምስሴ፤ አትስ በገ ዹፍቴ። ኤጋ ኑ ሁንድኑ ዋን አከ አት ኑት ህምቱ ጎፍታን ስ አጀጄ ሁንደ ዸገኡፍ ጄኔ አስ ፉለ ዋቃ ዱረ ጅረ።”
2c0a2200a0	ጴጥሮስስ አከነ ጄዼ ዱበቹ ጀልቀቤ፤ “አን አመ አከ ዋቅን ነመ ወል ህንጫልችፍኔ ዹጉማን ነንሁበዸ።
2c0a230095	ገሩ ሰበ ሁንዱማ ኬሳ ነምን እሰ ሶዳቱፊ ነምን ዋን ቀጄላ ሆጄቱ ከምዩ ፉለሳ ዱረት ፉዸተማዸ።
2c0a2400d2	እስን ኤርጋ ዋቅን ከራ ዬሱስ ክርስቶሲን ነጋ ለብሱዻን ሰበ እስራኤልት ኤርጌ ሰነ ቤክቱ፤ ዬሱስ ክርስቶስ ኩን ጎፍታ ዋን ሁንዳት።
2c0a25008b	እስን ዋን ጩጳ ዮሀንስ ለለቤ ቦዴ ገሊላዻ ጀልቀቤ ይሁዳ ሁንደ ኬሰት ተኤ ሰነ ንቤክቱ።
2c0a26012b	ኩንስ አከ ዋቅን ዬሱስ ነመ ናዝሬት ሰነ ሀፉረ ቁልቁሉፊ ሁምናን ድቤፊ አከ ዬሱስ ዋን ጋሪ ሆጄቻፊ ወረ ሁምነ ዲያብሎስ ጀለ ቱረን ፈይሳ ብየ ሁንደ ኬሰ ነናነኤዸ፤ ዋቅን እሰ ወጅን ቱሬቲ።
2c0a2700b4	“ኑስ ዋን እን ብየ ይሁዶታቲፊ ዬሩሳሌም ኬሰት ሆጄቴ ሁንዳፍ ዹገ ባቶተ። እሳንስ ፈኖረት ፈንሰኒ እሰ አጄሰን።
2c0a28007b	ዋቅንሞ ጉያ ሰደፋት ወረ ዱአን ኬሳ እሰ ካሴ፤ አከ እን ነመት ሙልአቱስ ጎዼ።
2c0a2900ec	እን ነመ ሁንደት ህንሙልአትኔ፤ ገሩ ኑ ዹገ ባቶተ ዋቅን ዱራን ዱርሴ ፍለቴቲፊ ኤርገ እን ወረ ዱአን ኬሳ ከኤ ቦዴ እሰ ወጅን ኛትኔ ዹግኔት ሙልአቴ።
2c0a2a00ca	እንስ አከ ኑ ነሞተት ለለብኑፊ አከ እን ነመ ዋቅን ወረ ጅረኒፊ ወረ ዱአንረት አባ ሙርቲ ጎዼ ሙዴ ተኤ አከ ዹጋ ባኑፍ ኑ አጀጄ።
2c0a2b0094	ራጆትን ሁንድኑ አከ ነምን እሰት አመኑ ሁንድ መቃሳቲን ዺፈመ ጩቡ አርገቱ ዋኤሳ ዹጋ በኡ።”
2c0a2c009c	ኡቱመ ጴጥሮስ አመሌ ዋን ከነ ዱበቻ ጅሩ፣ ሀፉር ቁልቁሉን ወረ ዱቢ ሰነ ዸገኣ ቱረን ሁንደረ ቡኤ።
2c0a2d00cc	አመንቶትን ዸግነ ቀበተን ከኔን ጴጥሮስ ወጅን ዹፈን ሱን ዋን ኬናን ሀፉረ ቁልቁሉ ነሞተ ኦርማረትሌ ዸንገለኤፍ ንድንቅፈተን፤
2c0a2e0082	እሳን ጀራ አፋን ሃራ ዱበተኒፊ ዋቀስ ጀጀተን ዸገአኒሩቲ። ጴጥሮስስ አከነ ጄዼ፤
2c0a2f00a3	“አከ ነሞትን አኩመኬኘ ሀፉረ ቁልቁሉ አርገተን ኩኔን ህንጩጰምኔፍ ነምን ብሻን ዾወቹ ደንደኡ ኤኙ?”
2c0a3000bc	እንስ አከ እሳን መቃ ዬሱስ ክርስቶስት ጩጰመን አጀጄ፤ እሳንስ አከ ጴጥሮስ ቡልቲ ጥኖ እሳን ብረ ቱሩፍ እሰ ከዸተን።
2c0b01008c	ኤርገሞትኒፊ ኦቦሎትን ይሁዳ ኬሰ ጅረን አከ ነሞትን ኦርማስ ዱቢ ዋቃ ፉዸተን ዸገአን።
2c0b020085	ከናፍ ዮሙ ጴጥሮስ ዬሩሳሌምት ኦል በኤት አመንቶትን ዸግነ ቀበተን እሳን ሞርመን፤
2c0b030084	አከነስ ጄዸን፤ “አት ማሊፍ መነ ነሞተ ዸግነ ህንቀበትኒ ዸቅጤ እሳን ወጅን ኛቴ?”
2c0b04006a	ጴጥሮስስ አከነ ጄዼ ዋን ተኤ ሰነ ቶኮ ቶኮን እሳኒ እብሱ ጀልቀቤ።
2c0b05012c	“አን መጋላ ዮጴ ኬሰት ከዸትናረን ቱሬ፤ አከ ዋን ያዳን ፉዸተሙስ ተኤ ዋን አከ ወያ በልኣ ቶኮ እሳ ሮገሳ አፍረኒን ቀበሜ ሰሚራ ገድ ቡፈሙ ሙልአታን አርጌ። እንስ እዶ አን ቱሬት ገድ ዹፌ።
2c0b0600b2	አንስ ጥዬፈዼ እላሌ ብኔንሶተ ሚለ አፉሪ፣ ብኔንሶተ ቦሶና፣ ኡመመወን ለፈረ ሎአኒፊ ስምብሮተ ሰሚ ነንአርጌ።
2c0b070070	አንስ ሰገሌ፣ ‘ያ ጴጥሮስ፣ ከኢቲ ቀለዹ ኛዹ’ ናን ጄዹ ቶኮን ዸገኤ።
2c0b0800af	“አን ገሩ ዴብሴ፣ ‘ያ ጎፍታ፣ ህንተኡ! ተኩማ ወን በልፈማን ዮካን ወን ጡራኣን ቶኮዩ አፋንኮ ህንሴኔ’ ጄዼ።
2c0b09008c	“ሰገሌን ሱንስ ዬሮ ለመፋ ሰሚራ፣ ‘አት ዋን ዋቅን ቁልቁሌሴን ጡራኣ ህንጄዽን’ ጄዼ።
2c0b0a0077	ወን ኩንስ ዬሮ ሰዲ ተኤ፤ ከነ ቦዴስ ሁንዱምትሳ አመሌ ሰሚት ኦል ፉዸተሜ።
2c0b0b0087	“ዮሙሱመ ነሞትን ቂሳርያዻ ነት ኤርገመን ሰዲ መነ አን ጅራቻ ቱሬ ሰነ ዱረ ዻበተን።
2c0b0c00c6	ሀፉርስ አከ አን ሸኪ ቶኮ መሌ እሳን ወጅን ዴሙ ነት ህሜ። ኦቦሎትን ኩኔን ጀኣንስ ነ ወጅን ዴመን፤ ኑስ መነ ነምቻ ኦል ሴኔ።
2c0b0d010d	እንስ አከ ኤርገማ ዋቃ ከን መነሳ ኬሰት እት ሙልአቴ ቶኮ አርጌ ኑት ህሜ፤ ኤርገማን ሱንስ አከነ እሳን ጄዼ፤ ‘ዮጴት ነመ ኤርጊቲ ስሞን እሰ ጴጥሮስ ጄዸሙ ሰነ ዋምስስ፤
2c0b0e0069	እን ኤርጋ ሲፊ ነሞትን መነኬቲ ሁንድኑ እቲን ፈይተን ስት ህመ።’
2c0b0f0093	“አኩመ አን ዱበቹ ጀልቀቤን፣ ሀፉር ቁልቁሉን አኩመ ጀልቀበት ኑረ ቡኤ ሰነ እሳንረስ ቡኤ።
2c0b1000ad	አንስ ዋን ጎፍታን፣ ‘ዮሀንስ ብሻኒን ጩጴ፤ እስን ገሩ ሀፉረ ቁልቁሉዻን ጩጰምቱ’ ጄዼ ቱሬ ሰነ ነንያደዼ።
2c0b1100b8	ከናፉ ኤርገ ዋቅን ኬናዹመ ዬሮ ኑ ጎፍታ ዬሱስ ክርስቶስት አመኔ ኑ ኬኔ ሰነ እሳኒፍስ ኬኔ ዋቃን ሞርሙፍ አን ኤኙ?”
2c0b1200c3	እሳንስ ዋን ከነ ዸገአኒ ጨልእሰን፤ “ዮስ ዋቅን ቀልቢ ጅጂረተኒ ጅራቹ ነሞተ ኦርማቲፍስ ኬኔረ” ጄዸኒ ዋቀ ገለቴፈተን።
2c0b1300d7	ወር ሰበቢ አርአተመ እስጥፋኖስት ከኤቲን ብትናአኒ ቱረን ሱን ኤርጋ ሰነ ይሁዶተ ቆፈት ህማ ሀመ ፊንቄ፣ ቆጵሮሲፊ አንጦኪያት ዴመን።
2c0b1400c9	እሳን ኬሳ ነሞትን ቆጵሮሲፊ ቀሬናራ ዹፈን ቶኮ ቶኮ ገሩ አንጦኪያ ዸቀኒ ኦዱ ጋሪ ዋኤ ጎፍታ ዬሱስ ግሪኮተትስ ህሙ ጀልቀበን።
2c0b150075	ሀርክ ጎፍታ እሳን ወጅን ቱሬ፤ ነሞትን ሄዱንስ አመነኒ ጎፍታት ዴብአን።
2c0b1600a2	ኦዱን ኩንስ ጉረ ወልዳ ክርስታና እሼ ዬሩሳሌም ጅርቱ ሴኔ፤ እሳንስ በርናባስን አንጦኪያት ኤርገን።
2c0b1700c2	እንስ ዮሙ አች ገኤ አያነ ዋቃ አርጌት ንገመዴ፤ አከ እሳን ገራ ቶኮን ጎፍታፍ አመነመኒ ጅራተኒፍስ እሳን ሁንደ ጀጀቤሴ።
2c0b180092	እን ነመ ጋሪ ሀፉረ ቁልቁሉፊ አመንቲዻን ጉተሜ ቱሬ፤ ነሞትን ባይኤንስ ጎፍታት ደበለመን።
2c0b19004d	በርናባስስ ሳዉልን በርባዱፍ ጄዼ ጠርሴስ ዸቄ፤
2c0b1a0118	ዮሙ እሰ አርጌትስ አንጦኪያት እሰ ጌሴ። እሳንስ ወጋ ቶኮ ጉቱ ወልዳ ሰናን ወል ገአኒ ነሞተ ባይኤ በርሲሰን። በረቶትንስ ዬሮ ጀልቀባቲፍ አንጦኪያት፣ “ክርስታነ” ጄዸመን።
