280000000e	ՄԱՏԹԷՈՍ
3e03080101	Ո՛վ որ մեղք կը գործէ՝ Չարախօսէն է, որովհետեւ Չարախօսը կը մեղանչէ սկիզբէն ի վեր. Աստուծոյ Որդին յայտնուեցաւ՝ որպէսզի քանդէ Չարախօսին գործերը:
3e030900db	Ո՛վ որ Աստուծմէ ծնած է՝ մեղք չի գործեր, որովհետեւ անոր սերմը կը մնայ իր մէջ. ու չի կրնար մեղանչել, քանի որ Աստուծմէ ծնած է:
3e030a0107	Ասո՛վ բացայայտ կ՚ըլլան Աստուծոյ զաւակներն ու Չարախօսին զաւակները: Ո՛վ որ արդարութիւն չի գործեր՝ Աստուծմէ չէ, ո՛չ ալ ա՛ն՝ որ չի սիրեր իր եղբայրը:
3e030b0079	Արդարեւ սա՛ է այն պատգամը՝ որ դուք լսեցիք սկիզբէն, որ սիրենք զիրար:
3e030c00ef	Չըլլա՛նք Կայէնի պէս, որ Չարէն էր ու մորթեց իր եղբայրը: Եւ ինչո՞ւ մորթեց զայն. քանի որ իր գործերը չար էին, իսկ իր եղբօր գործերը՝ արդար:
3e030d0055	Մի՛ զարմանաք, եղբայրնե՛րս, եթէ աշխարհը ատէ ձեզ:
3e030e00cf	Մենք գիտենք թէ անցանք մահէն կեանքի, որովհետեւ կը սիրենք եղբայրները. ա՛ն որ չի սիրեր եղբայրը՝ կը բնակի մահուան մէջ:
3e030f00b7	Ո՛վ որ կ՚ատէ իր եղբայրը՝ մարդասպան է, եւ գիտէք թէ ո՛չ մէկ մարդասպանի մէջ կը բնակի յաւիտենական կեանքը:
3e031000ea	Մենք գիտցանք Քրիստոսի սէրը, քանի որ ան ընծայեց իր անձը մեզի համար. մե՛նք ալ պարտաւոր ենք ընծայել մեր անձը մեր եղբայրներուն համար:
3e03110101	Բայց եթէ մէկը՝ որ ունի այս աշխարհի ապրուստը, տեսնելով իր կարօտեալ եղբայրը՝ իր գութը գոցէ անկէ, ի՞նչպէս անոր մէջ Աստուծոյ սէրը բնակած կ՚ըլլայ:
3e0312008d	Որդեակնե՛րս, սիրե՛նք ո՛չ թէ խօսքով ու լեզուով, հապա՝ գործով եւ ճշմարտութեամբ:
3e0313009d	Ասո՛վ կը գիտնանք թէ ճշմարտութենէն ենք, ու մեր սիրտերը կը վստահին անոր առջեւ երեւնալու.
3e0314009e	որովհետեւ եթէ մեր սիրտը պարսաւէ մեզ, Աստուած աւելի մեծ է քան մեր սիրտը եւ գիտէ ամէն բան:
3e031500a6	Սիրելինե՛ր, եթէ մեր սիրտը չպարսաւէ մեզ, այն ատեն համարձակութիւն կ՚ունենանք Աստուծոյ առջեւ,
3e031600d7	եւ ի՛նչ որ խնդրենք՝ կը ստանանք անկէ, որովհետեւ կը պահենք անոր պատուիրանները, ու կ՚ընենք անոր առջեւ հաճելի եղած բաները:
3e031700c9	Սա՛ է անոր պատուիրանը, որ հաւատանք իր Որդիին՝ Յիսուս Քրիստոսի անունին, ու սիրենք զիրար՝ ինչպէս պատուիրեց մեզի:
3e031800fe	Ո՛վ որ կը պահէ անոր պատուիրանները՝ կը բնակի անոր մէջ, ան ալ՝ իր մէջ. եւ ասո՛վ գիտենք թէ ան կը բնակի մեր մէջ, այսինքն այն Հոգիով՝ որ տուաւ մեզի:
3e04010102	Սիրելինե՛ր, մի՛ հաւատաք ամէն հոգիի, հապա քննեցէ՛ք հոգիները՝ թէ արդեօք Աստուծմէ՛ են. որովհետեւ շատ սուտ մարգարէներ երեւան ելած են աշխարհի մէջ:
3e040200b8	Սա՛պէս կը ճանչնաք Աստուծոյ Հոգին.- ամէն հոգի որ կը դաւանի թէ Յիսուս Քրիստոս մարմինով եկաւ, Աստուծմէ է.
3e0403010d	իսկ ամէն հոգի որ չի դաւանիր թէ Յիսուս Քրիստոս մարմինով եկաւ, Աստուծմէ չէ. եւ ա՛յս է Նեռի հոգին, որուն մասին լսեցիք թէ պիտի գայ, ու արդէն աշխարհի մէջ է:
3e040400ce	Դուք Աստուծմէ էք, որդեակնե՛ր, եւ յաղթեցիք անոնց. որովհետեւ ա՛ն որ ձեր մէջ է՝ աւելի մեծ է, քան ա՛ն՝ որ աշխարհի մէջ է:
3e0405008b	Անոնք աշխարհէն են. ուստի կը խօսին աշխարհի մասին, եւ աշխարհը մտիկ կ՚ընէ անոնց:
3e04060126	Իսկ մենք Աստուծմէ ենք. ա՛ն որ կը ճանչնայ Աստուած՝ մտիկ կ՚ընէ մեզի, ա՛ն որ Աստուծմէ չէ՝ մտիկ չ՚ըներ մեզի: Ասո՛վ կը գիտնանք ճշմարտութեան Հոգին ու մոլորութեան հոգին:
3e040700be	Սիրելինե՛ր, սիրե՛նք զիրար, քանի որ սէրը Աստուծմէ է: Ո՛վ որ կը սիրէ՝ ծնած է Աստուծմէ ու կը ճանչնայ Աստուած:
3e0408006e	Ա՛ն որ չի սիրեր՝ չի ճանչնար Աստուած, որովհետեւ Աստուած սէր է:
3e040900d4	Աստուծոյ սէրը սա՛պէս բացայայտուեցաւ մեզի հանդէպ. Աստուած աշխարհ ղրկեց իր միածին Որդին, որպէսզի ապրինք անոր միջոցով:
3e040a00cd	Սէրը ասո՛ր մէջ է. ո՛չ թէ մենք սիրեցինք Աստուած, հապա ա՛ն սիրեց մեզ եւ ղրկեց իր Որդին՝ իբր քաւութիւն մեր մեղքերուն:
3e040b008a	Սիրելինե՛ր, եթէ Աստուած ա՛յսպէս սիրեց մեզ, մենք ալ պարտաւոր ենք սիրել զիրար:
3e040c00b1	Ո՛չ մէկը երբեք տեսած է Աստուած: Եթէ սիրենք զիրար, Աստուած կը բնակի մեր մէջ ու անոր սէրը կատարեալ է:
3e040d0091	Ան իր Հոգիէն տուաւ մեզի. ասո՛վ գիտենք թէ մենք կը բնակինք անոր մէջ, ան ալ՝ մեր մէջ:
3e040e0080	Ու մենք տեսանք եւ կը վկայենք թէ Հայրը ղրկեց իր Որդին իբր աշխարհի Փրկիչ:
3e040f00a4	Ո՛վ որ կը դաւանի թէ Յիսուս Աստուծոյ Որդին է, Աստուած կը բնակի անոր մէջ, ան ալ՝ Աստուծոյ մէջ:
3e0410010c	Մենք գիտցանք Աստուծոյ մեզի հանդէպ ունեցած սէրը, ու հաւատացինք: Աստուած սէր է. ա՛ն որ կը բնակի սիրոյ մէջ՝ կը բնակի Աստուծոյ մէջ, եւ Աստուած՝ անոր մէջ:
3e041100e2	Ինչպէս ի՛նք է, նոյնպէս մե՛նք ենք այս աշխարհի մէջ. ասո՛վ մեր սէրը կատարեալ է, որպէսզի համարձակութիւն ունենանք դատաստանին օրը:
3e041200f4	Սիրոյ մէջ վախ չկայ, հապա կատարեալ սէրը կը վտարէ վախը. որովհետեւ վախը կ՚ենթադրէ պատուհաս: Ուստի ո՛վ որ կը վախնայ՝ կատարեալ չէ սիրոյ մէջ:
3e04130058	Մենք կը սիրենք զայն, որովհետեւ նախ ա՛ն սիրեց մեզ:
3e0414011b	Եթէ մէկը ըսէ. «Ես կը սիրեմ Աստուած», եւ ատէ իր եղբայրը, ստախօս է. որովհետեւ ա՛ն որ չի սիրեր իր եղբայրը՝ որ կը տեսնէ, ի՞նչպէս կրնայ սիրել Աստուած՝ որ չի տեսներ:
3e04150093	Եւ սա՛ պատուիրանը ունինք անկէ. «Ո՛վ որ կը սիրէ Աստուած, թող սիրէ նաեւ իր եղբայրը»:
3e050100c0	Ո՛վ որ կը հաւատայ թէ Յիսուս՝ Քրիստո՛սն է, ծնած է Աստուծմէ. եւ ո՛վ որ կը սիրէ ծնողը՝ կը սիրէ նաեւ անկէ ծնածը:
3e050200b2	Երբ սիրենք Աստուած ու պահենք անոր պատուիրանները, ատով կը գիտնանք թէ կը սիրենք Աստուծոյ զաւակները:
3e0503009f	Քանի որ սա՛ է Աստուծոյ սէրը.- պահել անոր պատուիրանները: Իսկ անոր պատուիրանները ծանր չեն,
3e050400a3	որովհետեւ ո՛վ որ Աստուծմէ ծնած է՝ կը յաղթէ աշխարհին. մեր հաւատքն է որ կը յաղթէ աշխարհին՝՝:
3e05050088	Ո՞վ կը յաղթէ աշխարհին, եթէ ոչ ա՛ն՝ որ կը հաւատայ թէ Յիսուս Աստուծոյ Որդին է:
3e05060110	Ի՛նքն է՝ Յիսուս Քրիստոս՝ որ եկաւ ջուրով ու արիւնով. ո՛չ միայն ջուրով, հապա՝ ջուրով եւ արիւնով. ու Հոգի՛ն է որ կը վկայէ, որովհետեւ Հոգին ճշմարտութիւն է:
3e050700a6	Արդարեւ երե՛ք են՝ որ կը վկայեն երկինքի մէջ.- Հայրը, Խօսքը եւ Սուրբ Հոգին, ու այս երեքը մէկ են:
3e050800a1	Նաեւ երե՛ք են՝ որ կը վկայեն երկրի վրայ՝՝.- Հոգին, ջուրը եւ արիւնը, ու այս երեքը միաձայն են:
3e050900f7	Եթէ կ՚ընդունինք մարդոց վկայութիւնը, Աստուծոյ վկայութիւնը աւելի մեծ է. որովհետեւ ա՛յս է Աստուծոյ վկայութիւնը՝ որ տուաւ իր Որդիին մասին:
3e050a0153	Ա՛ն որ կը հաւատայ Աստուծոյ Որդիին՝ իր մէջ ունի այս վկայութիւնը: Ա՛ն որ չի հաւատար Աստուծոյ՝ ստախօս կը նկատէ՝՝ զայն, որովհետեւ չի հաւատար այն վկայութեան՝ որ Աստուած տուաւ իր Որդիին մասին:
3e050b00ab	Իսկ սա՛ է վկայութիւնը.- Աստուած տուաւ մեզի յաւիտենական կեանքը, եւ այս կեանքը անոր Որդիին մէջ է:
3e050c0086	Ա՛ն որ ունի Որդին՝ ունի կեանքը. ա՛ն որ չունի Աստուծոյ Որդին՝ չունի կեանքը:
3e050d00c1	Գրեցի այս բաները ձեզի՝ որ կը հաւատաք Աստուծոյ Որդիին անունին, որպէսզի գիտնաք թէ ունիք յաւիտենական կեանքը:
3e050e00b5	Այն համարձակութիւնը որ ունինք անոր քով՝ սա՛ է.- եթէ որեւէ բան խնդրենք իր կամքին համաձայն, կը լսէ մեզ:
3e050f00c0	Ու եթէ գիտե՛նք թէ կը լսէ մեզ՝ ի՛նչ որ ալ խնդրենք, գիտենք նաեւ թէ կ՚ունենանք այն բաները՝ որ կը խնդրենք իրմէ:
3e0510016a	Եթէ մէկը տեսնէ թէ իր եղբայրը կը գործէ մեղք մը՝ որ մահացու չէ, թող խնդրէ, եւ Աստուած կեանք պիտի տայ անոր, այսինքն անոնց՝ որ մահացու մեղք չեն գործեր: Մեղք կայ՝ որ մահացու է. չեմ ըսեր որ թախանձէ անոր համար:
3e05110063	Ամէն անիրաւութիւն մեղք է, բայց մեղք կայ՝ որ մահացու չէ:
3e051200c4	Գիտենք թէ ո՛վ որ Աստուծմէ ծնած է՝ չի մեղանչեր: Ո՛վ որ Աստուծմէ ծնած է՝ կը պահէ ինքզինք, ու Չարը չի դպչիր իրեն:
3e0513007d	Գիտենք թէ մենք Աստուծմէ ենք, իսկ ամբողջ աշխարհը Չարին մէջ մխրճուած է:
3e05140171	Նաեւ գիտենք թէ Աստուծոյ Որդին եկաւ, եւ ուշիմութիւն տուաւ մեզի՝ որպէսզի ճանչնանք Ճշմարիտը: Ու մենք այդ Ճշմարիտին մէջ ենք, անոր Որդիին՝ Յիսուս Քրիստոսի մէջ. ի՛նքն է ճշմարիտ Աստուածը եւ յաւիտենական կեանքը:
3e0515003e	Որդեակնե՛ր, զգուշացէ՛ք կուռքերէն:
3f00000021	ԵՐԿՐՈՐԴ ՅՈՎՀԱՆՆՈՒ
3f010100f4	Երէցը՝ ընտրեալ տիկնոջ եւ անոր զաւակներուն, որ կը սիրեմ ճշմարտութեամբ, (ո՛չ միայն ես, այլ նաեւ բոլոր անոնք՝ որ գիտցած են ճշմարտութիւնը,)
3f0102008a	այն ճշմարտութեան համար՝ որ կը բնակի մեր մէջ ու յաւիտեան պիտի ըլլայ մեզի հետ.
3f010300ec	ձեզի հետ թող ըլլան շնորհք, ողորմութիւն եւ խաղաղութիւն՝ Հայր Աստուծմէ ու Տէր Յիսուս Քրիստոսէ, Հօրը Որդիէն, ճշմարտութեամբ եւ սիրով:
3f010400d8	Մեծապէս ուրախացայ, գտնելով թէ զաւակներէդ ոմանք կ՚ընթանան ճշմարտութեամբ, այն պատուիրանին համաձայն՝ որ ստացանք Հօրմէն:
3f010500cd	Հիմա կը թախանձեմ քեզի, տիկի՛ն, որ սիրենք զիրար. կը գրեմ քեզի ո՛չ թէ նոր պատուիրան մը, հապա ա՛ն՝ որ ունէինք սկիզբէն:
3f010600d1	Սէրը սա՛ է.- ընթանալ անոր պատուիրաններուն համաձայն: Եւ պատուիրանը սա՛ է.- ընթանալ սկիզբէն ի վեր ձեր լսածին համաձայն:
3f010700e7	Արդարեւ աշխարհ մտած են շատ մոլորեցուցիչներ, որոնք չեն դաւանիր թէ Յիսուս Քրիստոս մարմինով եկաւ: Այսպիսին մոլորեցուցիչ ու նեռ է:
