0100000006	1 Mose
3c030b004a	er wende sich vom Bösen und tue Gutes; er suche Frieden und jage ihm nach
3c030c008b	Denn die Augen des HERRN sehen auf die Gerechten und seine Ohren auf ihr Gebet; das Angesicht aber des HERRN siehet auf die, so Böses tun.
3c030d0043	Und wer ist, der euch schaden könnte, so ihr dem Guten nachkommet?
3c030e008a	Und ob ihr auch leidet um Gerechtigkeit willen, so seid ihr doch selig. Fürchtet euch aber vor ihrem Trotzen nicht und erschrecket nicht!
3c030f0095	Heiliget aber Gott den HERRN in euren Herzen. Seid aber allezeit bereit zur Verantwortung jedermann, der Grund fordert der Hoffnung, die in euch ist,
3c031000ca	und das mit Sanftmütigkeit und Furcht; und habt ein gut Gewissen, auf daß die, so von euch afterreden als von Übeltätern, zuschanden werden, daß sie geschmähet haben euren guten Wandel in Christo.
3c03110066	Denn es ist besser, so es Gottes Wille ist, daß ihr von Wohltat wegen leidet denn von Übeltat wegen,
3c031200c9	sintemal auch Christus einmal für unsere Sünden gelitten hat, der Gerechte für die Ungerechten, auf daß er uns Gott opferte; und ist getötet nach dem Fleisch, aber lebendig gemacht nach dem Geist.
3c03130055	In demselbigen ist er auch hingegangen und hat geprediget den Geistern im Gefängnis,
3c031400bd	die etwa nicht glaubeten, da Gott einstmals harrete und Geduld hatte zu den Zeiten Noahs, da man die Arche zurüstete, in welcher wenig, das ist, acht Seelen, behalten wurden durchs Wasser,
3c031500c9	welches nun auch uns selig macht in der Taufe, die durch jenes bedeutet ist, nicht das Abtun des Unflats am Fleisch, sondern der Bund eines guten Gewissens mit Gott durch die Auferstehung Jesu Christi,
3c0316007a	welcher ist zur Rechten Gottes in den Himmel gefahren, und sind ihm untertan die Engel und die Gewaltigen und die Kräfte.
3c04010096	Weil nun Christus im Fleisch für uns gelitten hat, so wappnet euch auch mit demselbigen Sinn: denn wer am Fleisch leidet, der höret auf von Sünden,
3c0402007a	daß er hinfort, was noch hinterstelliger Zeit im Fleisch ist, nicht der Menschen Lüsten, sondern dem Willen Gottes lebe.
3c040300c9	Denn es ist genug, daß wir die vergangene Zeit des Lebens zugebracht haben nach heidnischem Willen, da wir wandelten in Unzucht, Lüsten, Trunkenheit, Fresserei, Sauferei und greulichen Abgöttereien.
3c0404006b	Das befremdet sie, daß ihr nicht mit ihnen laufet in dasselbige wüste, unordentliche Wesen, und lästern;
3c0405005e	welche werden Rechenschaft geben dem, der bereit ist, zu richten die Lebendigen und die Toten.
3c0406008f	Denn dazu ist auch den Toten das Evangelium verkündiget, auf daß sie gerichtet werden nach dem Menschen am Fleisch, aber im Geist Gott leben.
3c0407002d	Es ist aber nahe kommen das Ende aller Dinge.
3c0408009a	So seid nun mäßig und nüchtern zum Gebet. Vor allen Dingen aber habt untereinander eine brünstige Liebe; denn die Liebe decket auch der Sünden Menge.
3c04090029	Seid gastfrei untereinander ohne Murmeln!
3c040a007c	Und dienet einander, ein jeglicher mit der Gabe, die er empfangen hat, als die guten Haushalter der mancherlei Gnade Gottes.
3c040b0101	So jemand redet, daß er's rede als Gottes Wort; so jemand ein Amt hat, daß er's tue als aus dem Vermögen, das Gott darreichet, auf daß in allen Dingen Gott gepreiset werde durch Jesum Christum, welchem sei Ehre und Gewalt von Ewigkeit zu Ewigkeit! Amen.
3c040c009d	Ihr Lieben, lasset euch die Hitze, so euch begegnet, nicht befremden (die euch widerfähret, daß ihr versucht werdet), als widerführe euch etwas Seltsames,
3c040d0092	sondern freuet euch, daß ihr mit Christo leidet, auf daß ihr auch zu der Zeit der Offenbarung seiner HERRLIchkeit Freude und Wonne haben möget.
3c040e00d1	Selig seid ihr, wenn ihr geschmähet werdet über dem Namen Christi; denn der Geist, der ein Geist der HERRLIchkeit und Gottes ist, ruhet auf euch. Bei ihnen ist er verlästert, aber bei euch ist er gepreiset.
3c040f006b	Niemand aber unter euch leide als ein Mörder oder Dieb oder Übeltäter oder der in ein fremd Amt greifet.
3c0410005b	Leidet er aber als ein Christ, so schäme er sich nicht; er ehre aber Gott in solchem Fall.
3c041100aa	Denn es ist Zeit, daß anfange das Gericht an dem Hause Gottes. So aber zuerst an uns, was will's für ein Ende werden mit denen, die dem Evangelium Gottes nicht glauben?
3c04120054	Und so der Gerechte kaum erhalten wird, wo will der Gottlose und Sünder erscheinen?
3c04130079	Darum, welche da leiden nach Gottes Willen, die sollen ihm ihre Seelen befehlen als dem treuen Schöpfer in guten Werken.
3c050100a7	Die Ältesten, so unter euch sind, ermahne ich, der Mitälteste und Zeuge der Leiden, die in Christo sind, und teilhaftig der HERRLIchkeit, die offenbaret werden soll:
3c050200a8	Weidet die Herde Christi, so euch befohlen ist, und sehet wohl zu, nicht gezwungen, sondern williglich, nicht um schändlichen Gewinns willen, sondern von Herzensgrund,
3c0503004b	nicht als die über das Volk herrschen, sondern werdet Vorbilder der Herde;
3c0504005f	so werdet ihr, wenn erscheinen wird der Erzhirte, die unverwelkliche Krone der Ehren empfangen.
3c050500cb	Desselbigengleichen, ihr Jungen, seid untertan den Ältesten. Allesamt seid untereinander untertan und haltet fest an der Demut; denn Gott widerstehet den Hoffärtigen, aber den Demütigen gibt er Gnade.
3c0506005c	So demütiget euch nun unter die gewaltige Hand Gottes, daß er euch erhöhe zu seiner Zeit.
3c05070039	Alle eure Sorge werfet auf ihn; denn er sorget für euch.
3c05080087	Seid nüchtern und wachet; denn euer Widersacher, der Teufel, gehet umher wie ein brüllender Löwe und suchet, welchen er verschlinge.
3c0509006e	Dem widerstehet fest im Glauben und wisset, daß eben dieselbigen Leiden über eure Brüder in der Welt gehen.
3c050a00c2	Der Gott aber aller Gnade, der uns berufen hat zu seiner ewigen HERRLIchkeit in Christo Jesu, derselbige wird euch, die ihr eine kleine Zeit leidet, vollbereiten, stärken, kräftigen, gründen.
3c050b003e	Demselbigen sei Ehre und Macht von Ewigkeit zu Ewigkeit! Amen.
3c050c00af	Durch euren treuen Bruder Silvanus (als ich achte) habe ich euch ein wenig geschrieben, zu ermahnen und zu bezeugen, daß das die rechte Gnade Gottes ist, darinnen ihr stehet.
3c050d0052	Es grüßen euch, die samt euch auserwählt sind zu Babylon, und mein Sohn Markus.
3c050e0069	Grüßet euch untereinander mit dem Kuß der Liebe. Friede sei mit allen, die in Christo Jesu sind! Amen.
3d00000008	2 Petrus
3d010100c1	Simon Petrus, ein Knecht und Apostel Jesu Christi: Denen, die mit uns eben denselbigen teuren Glauben überkommen haben in der Gerechtigkeit, die unser Gott gibt und der Heiland Jesus Christus.
3d01020061	Gott gebe euch viel Gnade und Frieden durch die Erkenntnis Gottes und Jesu Christi, unsers HERRN!
3d010300bd	Nachdem allerlei seiner göttlichen Kraft (was zum Leben und göttlichen Wandel dienet) uns geschenket ist durch die Erkenntnis des, der uns berufen hat durch seine HERRLIchkeit und Tugend,
3d010400c9	durch welche uns die teuren und allergrößten Verheißungen geschenket sind, nämlich daß ihr durch dasselbige teilhaftig werdet der göttlichen Natur, so ihr fliehet die vergängliche Lust der Welt:
3d0105006b	so wendet allen euren Fleiß daran und reichet dar in eurem Glauben Tugend und in der Tugend Bescheidenheit
3d01060063	und in der Bescheidenheit Mäßigkeit und in der Mäßigkeit Geduld und in der Geduld Gottseligkeit
3d01070059	und in der Gottseligkeit brüderliche Liebe und in der brüderlichen Liebe gemeine Liebe.
3d01080087	Denn wo solches reichlich bei euch ist, wird's euch nicht faul noch unfruchtbar sein lassen in der Erkenntis unsers HERRN Jesu Christi.
3d01090078	Welcher aber solches nicht hat, der ist blind und tappet mit der Hand und vergißt der Reinigung seiner vorigen Sünden.
3d010a008d	Darum, liebe Brüder, tut desto mehr Fleiß, eure Berufung und Erwählung festzumachen. Denn wo ihr solches tut, werdet ihr nicht straucheln.
3d010b0078	Und also wird euch reichlich dargereicht werden der Eingang zu dem ewigen Reich unsers HERRN und Heilandes Jesu Christi.
3d010c0089	Darum will ich's nicht lassen, euch allezeit solches zu erinnern, wiewohl ihr's wisset und gestärkt seid in der gegenwärtigen Wahrheit.
3d010d0062	Denn ich achte es billig sein, solange ich in dieser Hütte bin, euch zu erwecken und zu erinnern.
3d010e0073	Denn ich weiß, daß ich meine Hütte bald ablegen muß, wie mir denn auch unser HERR Jesus Christus eröffnet hat.
3d010f006d	Ich will aber Fleiß tun, daß ihr allenthalben habet nach meinem Abschied, solches im Gedächtnis zu halten.
3d011000b2	Denn wir haben nicht den klugen Fabeln gefolget, da wir euch kundgetan haben die Kraft und Zukunft unsers HERRN Jesu Christi, sondern wir haben seine HERRLIchkeit selber gesehen,
3d011100b6	da er empfing von Gott dem Vater Ehre und Preis durch eine Stimme, die zu ihm geschah von der großen HERRLIchkeit dermaßen: Dies ist mein lieber Sohn, an dem ich Wohlgefallen habe.
3d01120065	Und diese Stimme haben wir gehöret vom Himmel gebracht, da wir mit ihm waren auf dem heiligen Berge.
3d011300cd	Wir haben ein festes prophetisches Wort, und ihr tut wohl, daß ihr darauf achtet als auf ein Licht, das da scheinet in einem dunkeln Ort, bis der Tag anbreche, und der Morgenstern aufgehe in euren Herzen.
3d0114006e	Und das sollt ihr für das erste wissen, daß keine Weissagung in der Schrift geschieht aus eigener Auslegung;
3d011500a3	denn es ist noch nie keine Weissagung aus menschlichem Willen hervorgebracht; sondern die heiligen Menschen Gottes haben geredet, getrieben von dem Heiligen Geist.
3d02010102	Es waren aber auch falsche Propheten unter dem Volk, wie auch unter euch sein werden falsche Lehrer, die neben einführen werden verderbliche Sekten und verleugnen den HERRN, der sie erkauft hat, und werden über sich selbst führen eine schnelle Verdammnis.
3d02020067	Und viele werden nachfolgen ihrem Verderben; durch welche wird der Weg der Wahrheit verlästert werden.
3d0203009f	Und durch Geiz mit erdichteten Worten werden sie an euch hantieren; von welchen das Urteil von lange her nicht säumig ist, und ihre Verdammnis schläft nicht.
3d020400bb	Denn so Gott der Engel, die gesündiget haben, nicht verschonet hat, sondern hat sie mit Ketten der Finsternis zur Hölle verstoßen und übergeben, daß sie zum Gerichte behalten werden;
3d020500a4	und hat nicht verschonet der vorigen Welt, sondern bewahrete Noah, den Prediger der Gerechtigkeit, selbachte und führete die Sintflut über die Welt der Gottlosen;
3d02060095	und hat die Städte Sodom und Gomorra zu Asche gemacht, umgekehret und verdammt, damit ein Exempel gesetzt den Gottlosen, die hernach kommen würden;
3d02070073	und hat erlöset den gerechten Lot, welchem die schändlichen Leute alles Leid taten mit ihrem unzüchtigen Wandel;
3d020800a5	denn dieweil er gerecht war und unter ihnen wohnete, daß er's sehen und hören mußte, quälten sie die gerechte Seele von Tag zu Tage mit ihren ungerechten Werken.
3d02090084	Der HERR weiß die Gottseligen aus der Versuchung zu erlösen, die Ungerechten aber zu behalten zum Tage des Gerichtes, zu peinigen;
3d020a00ab	allermeist aber die, so da wandeln nach dem Fleisch in der unreinen Lust und die HERRSChaft verachten, türstig, eigensinnig, nicht erzittern, die Majestäten zu lästern,
3d020b0077	so doch die Engel, die größere Stärke und Macht haben, nicht ertragen das lästerliche Gericht wider sich vom HERRN.
3d020c00cd	Aber sie sind wie die unvernünftigen Tiere, die von Natur dazu geboren sind, daß sie gefangen und geschlachtet werden, lästern, da sie nichts von wissen, und werden in ihrem verderblichen Wesen umkommen
3d020d00ae	und den Lohn der Ungerechtigkeit davonbringen. Sie achten für Wollust das zeitliche Wohlleben; sie sind Schande und Laster, prangen von euren Almosen, prassen mit dem Euren,
3d020e00a3	haben Augen voll Ehebruchs, lassen sich die Sünde nicht wehren, locken an sich die leichtfertigen Seelen, haben ein Herz, durchtrieben mit Geiz, verfluchte Leute,
3d020f008e	verlassen den richtigen Weg und gehen irre und folgen nach dem Wege Bileams, des Sohns Bosors, welchem geliebete der Lohn der Ungerechtigkeit,
3d0210008a	hatte aber eine Strafe seiner Übertretung, nämlich das stumme lastbare Tier redete mit Menschenstimme und wehrete des Propheten Torheit.
3d0211007d	Das sind Brunnen ohne Wasser und Wolken, vom Windwirbel umgetrieben; welchen behalten ist eine dunkle Finsternis in Ewigkeit.
3d021200a3	Denn sie reden stolze Worte, da nichts hinter ist, und reizen durch Unzucht zur fleischlichen Lust diejenigen, die recht entronnen waren und nun im Irrtum wandeln,
3d0213008c	und verheißen ihnen Freiheit, so sie selbst Knechte des Verderbens sind. Denn von welchem jemand überwunden ist, des Knecht ist er worden.
3d021400e0	Denn so sie entflohen sind dem Unflat der Welt durch die Erkenntnis des HERRN und Heilandes Jesu Christi, werden aber wiederum in denselbigen geflochten und überwunden, ist mit ihnen das Letzte ärger worden denn das Erste.
3d021500af	Denn es wäre ihnen besser, daß sie den Weg der Gerechtigkeit nicht erkannt hätten, denn daß sie ihn erkennen und sich kehren von dem heiligen Gebot, das ihnen gegeben ist.
3d02160097	Es ist ihnen widerfahren das wahre Sprichwort: Der Hund frisset wieder, was er gespeiet hat, und: Die Sau wälzet sich nach der Schwemme wieder im Kot.
3d03010077	Dies ist die andere Epistel, die ich euch schreibe, ihr Lieben, in welcher ich er wecke und erinnere euren lautem Sinn,
3d03020098	daß ihr gedenket an die Worte, die euch zuvor gesagt sind von den heiligen Propheten, und an unser Gebot, die wir sind Apostel des HERRN und Heilandes.
3d03030073	Und wisset das aufs erste, daß in den letzten Tagen kommen werden Spötter, die nach ihren eigenen Lüsten wandeln
3d03040097	und sagen: Wo ist die Verheißung seiner Zukunft? Denn nachdem die Väter entschlafen sind, bleibt es alles, wie es von Anfang der Kreatur gewesen ist.
3d03050090	Aber mutwillens wollen sie nicht wissen, daß der Himmel vorzeiten auch war, dazu die Erde aus Wasser und im Wasser bestanden durch Gottes Wort.
3d0306004f	Dennoch ward zu der Zeit die Welt durch dieselbigen mit der Sintflut verderbet.
3d030700a7	Also auch der Himmel jetzt und die Erde werden durch sein Wort gesparet, daß sie zum Feuer behalten werden am Tage des Gerichts und Verdammnis der gottlosen Menschen.
3d0308007c	Eines aber sei euch unverhalten, ihr Lieben, daß ein Tag vor dem HERRN ist wie tausend Jahre und tausend Jahre wie ein Tag.
3d030900c8	Der HERR verzieht nicht die Verheißung, wie es etliche für einen Verzug achten, sondern er hat Geduld mit uns und will nicht, daß jemand verloren werde, sondern daß sich jedermann zur Buße kehre.
3d030a00e6	Es wird aber des HERRN Tag kommen als ein Dieb in der Nacht, in welchem die Himmel zergehen werden mit großem Krachen, die Elemente aber werden vor Hitze schmelzen, und die Erde und die Werke, die drinnen sind, werden verbrennen.
3d030b006c	So nun das alles soll zergehen, wie sollt ihr denn geschickt sein mit heiligem Wandel und gottseligem Wesen,
3d030c0097	daß ihr wartet und eilet zu der Zukunft des Tages des HERRN, in welchem die Himmel vom Feuer zergehen, und die Elemente vor Hitze zerschmelzen werden.
3d030d0072	Wir warten aber eines neuen Himmels und einer neuen Erde nach seiner Verheißung, in welchen Gerechtigkeit wohnet.
3d030e008f	Darum, meine Lieben, dieweil ihr darauf warten sollet, so tut Fleiß, daß ihr vor ihm unbefleckt und unsträflich im Frieden erfunden werdet.]
3d030f0099	Und die Geduld unsers HERRN achtet für eure Seligkeit, als auch unser lieber Bruder Paulus nach der Weisheit, die ihm gegeben ist, euch geschrieben hat.
3d031000cc	Wie er auch in allen Briefen davon redet, in welchen sind etliche Dinge schwer zu verstehen, welche verwirren die Ungelehrigen und Leichtfertigen wie auch die andern Schriften zu ihrer eigenen Verdammnis.
3d031100bb	Ihr aber, meine Lieben, weil ihr das zuvor wisset, so verwahret euch, daß ihr nicht durch Irrtum der ruchlosen Leute samt ihnen verführet werdet und entfallet aus eurer eigenen Festung.
3d03120086	Wachset aber in der Gnade und Erkenntnis unsers HERRN und Heilandes Jesu Christi. Demselbigen sei Ehre nun und zu ewigen Zeiten! Amen.
3e0000000a	1 Johannes
3e010100a5	Das da von Anfang war, das wir gehöret haben, das wir gesehen haben mit unsern Augen, das wir beschauet haben, und unsere Hände betastet haben, vom Wort des Lebens
