0100000009	1 Mosebok
2a0731006c	Da begynte de som satt til bords med ham, å si ved sig selv: Hvem er denne mann, som endog forlater synder?
2a07320040	Men han sa til kvinnen: Din tro har frelst dig; gå bort i fred!
2a08010091	Og det skjedde derefter at han drog omkring fra by til by og fra landsby til landsby og forkynte evangeliet om Guds rike, og de tolv var med ham,
2a0802008c	og likeså nogen kvinner som var helbredet for onde ånder og sykdommer: Maria med tilnavnet Magdalena, som syv onde ånder var faret ut av,
2a0803006e	og Johanna, som var gift med Kuzas, Herodes' foged, og Susanna og mange andre, som tjente dem med det de eide.
2a0804006a	Da nu meget folk strømmet sammen, og de som bodde omkring i byene, drog ut til ham, sa han i en lignelse:
2a08050087	En såmann gikk ut for å så sin sæd, og da han sådde, falt noget ved veien; og det blev trådt ned, og himmelens fugler åt det op.
2a0806005d	Og noget falt på stengrunn; og da det var vokset op, visnet det, fordi det ikke hadde væte.
2a0807004a	Og noget falt midt iblandt torner; og tornene vokste op med og kvalte det.
2a0808008d	Og noget falt i god jord; og det vokste op og bar frukt i hundre fold. Da han sa dette, ropte han: Den som har ører å høre med, han høre!
2a0809003d	Men hans disipler spurte ham hvad denne lignelse skulde bety.
2a080a00a2	Han sa da: Eder er det gitt å få vite Guds rikes hemmeligheter; men de andre gis det i lignelser, forat de skal se og dog ikke se, og høre og dog ikke forstå.
2a080b002b	Men dette er lignelsen: Sæden er Guds ord.
2a080c0080	De ved veien er de som hører det; så kommer djevelen og tar ordet bort fra deres hjerte, forat de ikke skal tro og bli frelst.
2a080d0096	De på stengrunn er de som tar imot ordet med glede når de hører det; men de har ikke rot; de tror til en tid, og i prøvelsens stund faller de fra.
2a080e009c	Det som falt iblandt torner, det er de som hører, og mens de vandrer under bekymringer og rikdom og livets lyst, kveles de, og bærer ikke fullmoden frukt.
2a080f0082	Men det i den gode jord, det er de som hører ordet og holder det fast i et vakkert og godt hjerte og bærer frukt i tålmodighet.
2a08100095	Men ingen som tender et lys, skjuler det med et kar eller setter det under en seng; han setter det i en stake, forat de som kommer inn, kan se lyset.
2a08110078	For det er ingen ting skjult som ikke skal bli åpenbar, og ingen ting dulgt som ikke skal bli kjent og komme for dagen.
2a08120086	Se derfor til hvorledes I hører! for den som har, ham skal gis, og den som ikke har, fra ham skal endog tas det han tykkes sig å ha.
2a08130057	Men hans mor og hans brødre kom til ham, og de kunde ikke nå frem til ham for folket.
2a08140056	Det blev da meldt ham: Din mor og dine brødre står utenfor og vil gjerne få se dig.
2a08150066	Men han svarte og sa til dem: Min mor og mine brødre er disse som hører Guds ord og gjør efter det.
2a0816009e	Og det skjedde en av dagene at han gikk ut i en båt, og hans disipler med ham, og han sa til dem: La oss fare over til hin side av sjøen! Og de la fra land.
2a0817006d	Men mens de seilte, sovnet han; og det fór en stormvind ned over sjøen, og båten fyltes, og de var i fare.
2a0818009d	Da gikk de til ham og vekket ham op og sa: Mester! mester! vi går under! Men han stod op og truet vinden og bølgene; og de la sig, og det blev blikkstille.
2a081900af	Og han sa til dem: Hvor er eders tro? Men de blev forferdet og undret sig og sa til hverandre: Hvad er da dette for en, som endog byder vindene og vannet, og de er ham lydige?
2a081a0043	Og de seilte frem til gergesenernes bygd, som er rett imot Galilea.
2a081b00b2	Da han var gått i land, møtte det ham en mann fra byen, som var besatt av onde ånder; han hadde ikke hatt klær på sig i lang tid, og han holdt sig ikke i hus, men i gravene.
2a081c00ae	Da han så Jesus, satte han i et skrik og falt ned for ham og sa med høi røst: Hvad har jeg med dig å gjøre, Jesus, du den høieste Guds Sønn? Jeg ber dig, pin mig ikke!
2a081d00e2	For han bød den urene ånd fare ut av mannen; i lange tider hadde den revet ham med sig, og han blev bundet med lenker og fotjern og holdt under vakt; og han sønderrev båndene og blev drevet av den onde ånd ut i ørkenene.
2a081e0063	Men Jesus spurte ham: Hvad er ditt navn? Han svarte: Legion! For mange onde ånder var faret i ham.
2a081f003e	Og de bad ham at han ikke vilde byde dem fare ned i avgrunnen.
2a08200098	Men det var på stedet en stor svinehjord, som gikk og beitet i fellet, og de bad ham at han vilde gi dem lov til å fare inn i dem; og han gav dem lov.
2a08210078	Så fór da de onde ånder ut av mannen og inn i svinene; og hjorden styrtet sig ut over stupet ned i sjøen og druknet.
2a0822005d	Men da gjæterne så det som hadde hendt, tok de flukten, og fortalte det i byen og i bygden.
2a082300c8	Folk kom da ut for å se hvad som hadde hendt, og de kom til Jesus, og fant mannen som de onde ånder var faret ut av, sittende påklædd og ved sans og samling ved Jesu føtter, og de blev forferdet.
2a0824004f	Men de som hadde sett det, fortalte dem hvorledes den besatte var blitt frelst.
2a08250095	Og hele folkemengden i gergesenernes bygd bad ham dra bort fra dem; for det var en stor frykt over dem. Og han gikk i båten og vendte tilbake igjen.
2a08260069	Mannen som de onde ånder var faret ut av, bad om å få være med ham. Men han sendte ham fra sig og sa:
2a082700a2	Gå hjem til ditt hus og fortell hvor store ting Gud har gjort imot dig! Og han gikk bort og kunngjorde over hele byen hvor store ting Jesus hadde gjort imot ham.
2a08280047	Men da Jesus kom tilbake, tok folket imot ham; for alle ventet på ham.
2a0829008b	Og se, det kom en mann ved navn Jairus, som var forstander for synagogen, og han falt ned for Jesu føtter og bad ham komme inn i hans hus;
2a082a0088	for han hadde en eneste datter, omkring tolv år gammel, og hun lå for døden. Da nu Jesus gikk avsted, trengte folket sig inn på ham;
2a082b008d	og en kvinne som hadde hatt blodsott i tolv år og hadde kostet på læger alt det hun skulde leve av, og ikke kunnet bli helbredet av nogen,
2a082c0067	hun trådte til bakfra og rørte ved det ytterste av hans klædebon, og straks stanset hennes blodsott.
2a082d008b	Og Jesus sa: Hvem var det som rørte ved mig? Men da alle nektet, sa Peter og de som var med ham: Mester! Folket trykker og trenger dig jo!
2a082e005b	Men Jesus sa: Det var nogen som rørte ved mig; for jeg kjente at en kraft gikk ut fra mig.
2a082f00db	Da nu kvinnen så at det ikke var skjult det hun hadde gjort, kom hun skjelvende og falt ned for ham og fortalte ham, så hele folket hørte det, av hvad grunn hun rørte ved ham, og hvorledes hun straks blev helbredet.
2a08300045	Da sa han til henne: Datter! din tro har frelst dig; gå bort i fred!
2a08310071	Mens han ennu taler, kommer en fra synagoge-forstanderen og sier til ham: Din datter er død; umak ikke mesteren!
2a08320057	Men da Jesus hørte det, svarte han ham: Frykt ikke, bare tro, så skal hun bli frelst!
2a0833006e	Da han nu kom inn i huset, lot han ingen gå inn med sig uten Peter og Johannes og Jakob og pikens far og mor.
2a0834005c	Og alle gråt og jamret sig over henne; men han sa: Gråt ikke! hun er ikke død, hun sover.
2a0835002f	Og de lo ham ut; for de visste at hun var død.
2a08360036	Men han tok henne ved hånden og ropte: Pike, stå op!
2a0837005c	Da vendte hennes ånd tilbake, og hun stod straks op; og han bød at de skulde gi henne mat.
2a0838006b	Og hennes foreldre blev forferdet; men han bød dem at de ikke skulde tale til nogen om det som var skjedd.
2a0901006f	Og han kalte de tolv sammen og gav dem makt og myndighet over alle de onde ånder og til å helbrede sykdommer,
2a09020040	og han sendte dem ut for å forkynne Guds rike og helbrede syke.
2a0903008c	Og han sa til dem: Ta ikke noget med på veien, hverken stav eller skreppe eller brød eller penger! heller ikke skal I ha to kjortler hver.
2a0904004a	Og i det hus I kommer inn i, der skal I bli, og fra det skal I dra videre.
2a09050076	Og hvert sted hvor de ikke tar imot eder, gå ut av den by og ryst støvet av eders føtter til et vidnesbyrd mot dem!
2a09060060	Så gikk de ut og drog omkring fra by til by og forkynte evangeliet og helbredet folk allesteds.
2a0907009c	Men fjerdingsfyrsten Herodes fikk høre om alt det som skjedde, og han var i stor tvil, fordi det blev sagt av nogen at Johannes var opstanden fra de døde,
2a09080065	men av andre at Elias hadde vist sig, men av andre igjen at en profet, en av de gamle, var opstanden.
2a09090075	Og Herodes sa: Johannes lot jeg halshugge; men hvem er denne, som jeg hører sådant om? Og han søkte å få se ham.
2a090a0085	Og apostlene kom tilbake og fortalte ham alt det de hadde gjort; og han tok dem med sig og drog avsides til en by som heter Betsaida.
2a090b0092	Men da folket fikk det å vite, fulgte de efter ham; og han tok imot dem og talte til dem om Guds rike, og helbredet dem som trengte til lægedom.
2a090c00bc	Men dagen begynte å helle; da gikk de tolv til ham og sa: La folket fare, så de kan gå bort i byene og bygdene heromkring og få herberge og finne føde! for her er vi på et øde sted.
2a090d009a	Han sa da til dem: Gi I dem å ete! Men de sa: Vi har ikke mere enn fem brød og to fisker, medmindre vi skulde gå bort og kjøpe mat til alt dette folk.
2a090e006b	For det var omkring fem tusen menn. Da sa han til sine disipler: La dem sette sig ned i lag på femti mann!
2a090f002b	Og de gjorde så og lot alle sette sig ned.
2a0910009d	Da tok han de fem brød og de to fisker, så op mot himmelen og velsignet dem, og han brøt dem og gav dem til disiplene, forat de skulde dele ut til folket.
2a09110077	Og de åt og blev mette alle sammen; og da de tok op de stykker som var blitt tilovers efter dem, blev det tolv kurver.
2a09120078	Og det skjedde engang mens han bad, og disiplene var alene med ham, da spurte han dem og sa: Hvem sier folket at jeg er?
2a0913006b	De svarte: Døperen Johannes; andre at du er Elias; andre igjen at en profet, en av de gamle, er opstanden.
2a0914004c	Han sa til dem: Men I, hvem sier I at jeg er? Da svarte Peter: Guds Messias.
2a0915003e	Men han bød dem strengt at de ikke skulde si dette til nogen,
2a0916009a	og han sa: Menneskesønnen skal lide meget og forkastes av de eldste og yppersteprestene og de skriftlærde og slåes ihjel, og opstå på den tredje dag.
2a09170076	Og han sa til alle: Vil nogen komme efter mig, da må han fornekte sig selv og hver dag ta sitt kors op og følge mig.
2a0918006e	For den som vil berge sitt liv, skal miste det, men den som mister sitt liv for min skyld, han skal berge det.
2a09190070	For hvad gagner det et menneske om han vinner den hele verden, men mister sig selv eller tar skade på sig selv?
2a091a009f	For den som skammer sig ved mig og mine ord, ham skal også Menneskesønnen skamme sig ved når han kommer i sin og sin Faders og de hellige englers herlighet.
2a091b0061	Jeg sier eder for sant: Nogen av dem som her står, skal ikke smake døden før de ser Guds rike.
2a091c0090	Og det skjedde omkring åtte dager efterat han hadde talt dette, at han tok med sig Peter og Johannes og Jakob og gikk op i fjellet for å bede.
2a091d0067	Og mens han bad, blev hans åsyn anderledes å se til, og hans klædning blev hvit og skinte som lynet.
2a091e0038	Og se, to menn talte med ham, og det var Moses og Elias;
2a091f0059	de viste sig i herlighet og talte om hans bortgang, som han skulde fullbyrde i Jerusalem.
2a09200083	Peter og de som var med ham, var tunge av søvn; men da de blev fullt våkne, så de hans herlighet og de to menn som stod hos ham.
2a092100c6	Og det skjedde da de skiltes fra ham, da sa Peter til Jesus: Mester! det er godt at vi er her; la oss gjøre tre boliger, en til dig, og en til Moses, og en til Elias! - han visste ikke hvad han sa.
2a0922005c	Som han sa dette, kom en sky og overskygget dem; og de blev forferdet da de kom inn i skyen.
2a09230054	Og det kom en røst ut av skyen: Dette er min Sønn, den utvalgte; ham skal I høre!
2a09240085	Og da røsten kom, var ingen å se, uten Jesus alene. Og de tidde stille og fortalte ingen i de dager noget av det som de hadde sett.
2a09250058	Og det skjedde dagen derefter, da de kom ned fra fjellet, at meget folk kom ham i møte.
2a0926005d	Og se, en mann av folket ropte: Mester! jeg ber dig: Se til min sønn! for han er min eneste,
2a092700a2	og se, en ånd griper ham, og straks setter han i et skrik, og den sliter i ham så han fråder; og det er så vidt den slipper ham, og ille farer den da med ham;
2a09280046	og jeg bad dine disipler at de skulde drive den ut, men de kunde ikke.
2a09290074	Jesus svarte og sa: Du vantro og vrange slekt! hvor lenge skal jeg være hos eder og tåle eder? Før din sønn hit!
2a092a0099	Ennu mens han var på veien til ham, rev og slet den onde ånd i ham; men Jesus truet den urene ånd og helbredet gutten og gav ham tilbake til hans far.
2a092b0033	Og alle var slått av forundring over Guds storhet.
2a092c009b	Men mens alle undret sig over alt det han gjorde, sa han til sine disipler: Gjem disse ord i eders ører: Menneskesønnen skal overgis i menneskers hender!
2a092d0081	Men de skjønte ikke dette ord, og det var skjult for dem, så de ikke fattet det, og de fryktet for å spørre ham om dette ord.
2a092e0046	Men det kom en tanke op i dem om hvem som vel var den største av dem.
2a092f0059	Men da Jesus så deres hjertes tanke, tok han et lite barn og stilte det ved siden av sig
2a093000c4	og sa til dem: Den som tar imot dette lille barn for mitt navns skyld, tar imot mig, og den som tar imot mig, tar imot ham som sendte mig; for den som er den minste iblandt eder alle, han er stor.
2a0931008b	Da svarte Johannes og sa: Mester! vi så en som drev ut onde ånder i ditt navn, og vi forbød ham det, fordi han ikke er i følge med oss.
2a09320051	Og Jesus sa til ham: Forbyd det ikke! for den som ikke er imot eder, er med eder.
2a09330072	Og det skjedde da det led mot tiden at han skulde optas, da vendte han sitt åsyn mot Jerusalem for å dra der op,
2a0934006d	og han sendte bud foran sig. De gikk da avsted, og kom inn i en samaritansk by for å gjøre i stand for ham;
2a09350042	og de tok ikke imot ham, fordi hans åsyn var vendt mot Jerusalem.
2a0936008e	Da hans disipler Jakob og Johannes så det, sa de: Herre! vil du vi skal byde ild fare ned fra himmelen og fortære dem, likesom Elias gjorde?
2a09370053	Men han vendte sig om og talte strengt til dem og sa: I vet ikke av hvad ånd I er.
2a0938006f	For Menneskesønnen er ikke kommet for å ødelegge menneskeliv, men for å frelse. Og de gikk til en annen by.
2a0939005f	Og det skjedde mens de vandret på veien, da sa en til ham: Jeg vil følge dig hvorhen du går.
