2800000006	Matius
3302120190	Jangan biarkan seorangpun menipu kalian sehingga kalian tidak bisa memperoleh hadiah kemenangan, dengan memaksa bahwa kalian harus mengalahkan diri sendiri, atau menyembah para malaikat. Mereka berpikir bahwa mereka lebih baik daripada orang lain oleh karena penglihatan-penglihatan yang mereka katakan mereka dapatkan, dan menjadi sangat angkuh sampai memalukan dalam pikiran mereka yang penuh dosa.
3302130110	Orang-orang seperti itu tidaklah mengikuti Kristus sebagai kepala yang memimpin kita, jemaat, sebagai tubuh-Nya, dipelihara dan bersatu melalui urat dan otot tubuh. Dan ketika tubuh itu bersatu bersama, tubuh itu bertumbuh dengan cara yang Allah ingin tubuh itu bertumbuh.
33021400c7	Jika kita sudah mati bersama dengan Kristus untuk tuntutan-tuntutan agamawi yang dunia ini paksakan, mengapa kalian tunduk kepada tuntutan-tuntutan itu seakan-akan kalian masih bagian dari dunia ini?
3302150062	Mereka meributkan hal-hal seperti: jangan lakukan seperti itu, jangan makan itu, jangan sentu itu!
33021600aa	Perintah-perintah seperti ini tidaklah berguna lagi sebab mereka hanya hal-hal yang habis dipakai, dan mereka mendasarkan pengajaran mereka atas dasar pengajaran manusia.
3302170147	Beberapa aturan mungkin terdengar masuk di akal untuk mereka yang melakukan pengajaran kesalehan yang berpusat pada diri sendiri, yang begitu bangga untuk merendahkan diri, dan yang “menyiksa diri,” tetapi dalam kenyataannya, pengajaran itu sama sekali tidak menolong dalam mengatasi keinginan-keinginan untuk berbuat dosa.
33030100a2	Jadi jika kalian sudah dihidupkan kembali bersama dengan Kristus, carilah hal-hal yang berasal dari atas, tempat Kristus ada, sedang duduk di sebelah kanan Allah.
330302004d	Tetapkan pikiran kalian dengan hal-hal yang di surga, bukan yang di bumi ini.
330303005f	Kalian sudah mati, dan hidup kalian sudah aman bersama Kristus yang sudah bersatu dengan Allah.
3303040071	Ketika Kristus yang adalah hidup kalian dinyatakan, maka kalian juga akan turut ambil bagian dalam kemuliaan-Nya.
33030500ab	Jadi matikanlah sifat-sifat duniawi kalian — dosa seksual, perselingkuhan, hawa nafsu, keinginan yang jahat, ketamakan — ini adalah pekerjaan dari penyembahan berhala.
330306004f	Karena sifat-sifat itu, mereka yang tidak taat akan menerima penghakiman Allah.
3303070058	Dahulu kalian juga melakukan perbuatan-perbuatan itu ketika kita masih dikuasai olehnya,
3303080067	tetapi sekarang kita haruslah menyingkirkan segala rasa marah, murka, kejahatan, penyiksaan, caci maki.
3303090074	Jangan berbohong satu sama lain, karena kalian telah membuang diri Anda yang lama dan apa yang biasa kalian lakukan,
33030a0086	dan memulai hidup yang baru yang selalu diperbaharui menjadi lebih serupa dengan Pencipta kalian, memahami Dia dengan lebih baik lagi.
33030b00dd	Sekarang ini tidak ada lagi orang Yahudi dan orang bukan Yahudi, yang disunat maupun yang tidak disunat, orang asing, barbar, budak ataupun orang merdeka, sebab Kristus adalah segalanya, dan Dia hidup di dalam kita semua.
33030c00a9	Karena kalian adalah manusia pilihan Allah, yang kudus dan sangat dikasihi-Nya, mengambil sifat-sifat penuh belas kasihan yaitu baik hati, rendah hati, lembut dan sabar.
33030d00a4	Biarlah kalian saling sabar antara saudara seiman, saling memaafkan jika ada perseteruan. Sama seperti Tuhan sudah memaafkan kalian, haruslah kita saling memaafkan.
33030e007a	Dan yang paling penting, biarlah kalian saling mengasihi, yang merupakan ikatan yang sempurna yang akan menyatukan kalian.
33030f00a4	Kiranya kedamaian yang dari Kristus langsung cara kalian berpikir, sebab kalian dipanggil menjadi satu tubuh oleh Allah yang mempersatukan kalian, dan bersyukurlah!
33031000f6	Biarkan pesan Kristus sepenuhnya hidup di dalam kalian. Dengan cara yang bijak saling mengajar dan mendidiklah di antara kalian dengan mazmur dan puji-pujian dan lagu-lagu rohani, menyanyikan pujian kepada Allah dalam ucapan syukur dan ketulusan.
33031100a0	Apapun yang kalian lakukan, baik dalam perkataan maupun perbuatan, lakukanlah semua itu untuk Tuhan Yesus, dengan demikian kalian memuji Allah Bapa melalui Dia.
3303120048	Hai kalian para istri, hormatilah suami kalian dengan benar dalam Tuhan.
3303130053	Dan para suami, sayangilah istri-istri kalian dan perlakukanlah mereka dengan baik.
3303140056	Hai anak-anak, taatilah selalu orang tua kalian sebab hal itu menyenangkah hati Tuhan.
3303150062	Hai ayah-ayah, janganlah membuat anak-anak kalian hilang akal, agar mereka tidak merasa putus asa.
33031600bd	Bagi para pelayan, lakukanlah perintah tuan yang kepadanya kalian bekerja di dunia ini, bukan hanya ketika mereka lihat saja, tetapi dengan jujur dan tulus, karena kalian menghormati Tuhan.
3303170071	Lakukanlah pekerjaan kalian dengan baik, seakan-akan kalian mengerjakan itu untuk Allah, dan bukan untuk manusia,
3303180075	sebab kalian tahu bahwa Tuhanlah yang akan memberikan upahmu — sebuah warisan! Sebab kalian melayani Kristus Tuhan!
3303190089	Siapa pun yang melakukan apa yang salah akan dibayar kembali untuk kesalahan yang telah mereka lakukan, dan Allah tidak memiliki favorit.
3304010089	Para majikan, perlakukanlah pekerja kalian dengan cara yang benar dan adil, dengan menyadari bahwa kalian juga memiliki Majikan di surga.
330402006a	Ingatlah untuk selalu berdoa, disertai dengan pikiran yang penuh dengan ucapan syukur dan penuh perhatian!
33040300b6	Berdoalah juga untuk kami agar Allah membukakan kesempatan untuk memberitakan Firman, menyatakan rahasia yang sudah dibukakan yaitu Kristus — yang menjadi penyebab saya di penjara.
3304040053	Berdoalah agar saya dapat membuatnya sejelas yang seharusnya ketika saya berbicara.
3304050057	Berperilaku bijaksana dengan orang luar, memanfaatkan setiap kesempatan sebaik-baiknya.
330406008d	Biarlah perkataanmu terdengar menenangkan. Pastikan agar ucapanmu terdengar enak, dan berpikirlah tentang cara terbaik untuk memberi jawaban.
3304070098	Tikikus akan memberitahu kalian semua yang terjadi padaku. Dia seorang saudara terkasih, pelayan yang dapat dipercaya dan rekan sepelayanan dalam Tuhan.
3304080086	Saya mengutus dia kepada kalian karena hal ini, yaitu agar kalian bisa tahu kabar saya dan hal ini akan memberi sukacita untuk kalian.
33040900d4	Onesimus juga akan turut serta bersama dengan Tikikus, seorang yang bisa dipercaya dan terkasih, yang juga salah satu dari kalian. Mereka berdua akan menjelaskan kepada kalian semua kejadian yang terjadi di sini.
33040a00c8	Aristarkus yang bersama denganku di dalam penjara mengirimkan salamnya, demikian juga Markus, sepupu Barnabas (kalian sudah mendapatkan petunjuk untuk menyambut dia jika nanti dia mengunjungi kalian),
33040b00e7	dan Yesus — yang juga bernama Yustus — satu-satunya orang Yahudi yang percaya kepada Yesus di antara mereka yang bekerja bersamaku di sini bagi kerajaan Allah, orang-orang yang sudah menjadi penolong yang luar biasa untuk saya.
33040c0128	Epafras yang juga salah seorang dari jemaat dan pelayan dari Kristus Yesus, mengirimkan salamnya. Dia selalu sepenuh hati dalam doanya ketika mendoakan kalian, agar kalian selalu bertahan sebagai orang percaya yang dewasa, sungguh-sungguh yakin tentang segala sesuatu seperti yang Allah inginkan.
33040d009b	Sebagai catatan untuk kalian saya bisa katakan bahwa dia sudah banyak bekerja keras untuk kalian, dan juga untuk mereka yang ada di Laodikea dan Herapolis.
33040e0043	Lukas, dokter kita yang terkasih, dan Demas juga mengirimkan salam.
33040f006d	Salam untuk orang-orang percaya yang ada di Laodikea, juga kepada Nimfa, dan jemaat yang bertemu di rumahnya.
33041000c4	Dan ketika surat ini sudah dibacakan kepada kalian, pastikanlah surat ini juga dibaca oleh jemaat yang di Laodikea juga, dan kalian juga membaca surat yang saya kirimkan kepada jemaat di Laodikea.
3304110074	Katakan kepada Arkipus, “Perhatikan baik-baik agar kamu menyelesaikan pelayanan yang Allah berikan kepada kamu.”
3304120091	Saya, Paulus, menulis salam penutup ini dengan tangan saya sendiri. Ingatlah bahwa saya berada di dalam penjara. Kebaikan Allah menyertai kalian.
340000000c	1 Tesalonika
34010100b2	Surat ini datang dari Paulus, Silas, dan Timotius kepada jemaat Tesalonika yang adalah milik Allah Bapa dan Tuhan kita Yesus Kristus. Semoga kalian memiliki rahmat dan kedamaian!
3401020077	Kami selalu berterima kasih kepada Allah untuk kalian semua, dan kami tidak pernah melupakan kalian dalam doa-doa kami.
340103010f	Kami selalu bersyukur kepada Allah Bapa karena mengingat apa yang kamu lakukan — bagaimana kamu percaya penuh kepada-Nya, bagaimana kamu bekerja keras dengan penuh kasih, dan bagaimana kamu dengan sabar menunggu dengan pengharapan penuh kepada Tuhan kita Yesus Kristus.
340104005a	Saudara-saudariku, kami sudah tahu bahwa kamu dikasihi Allah dan sangat istimewa bagi-Nya.
3401050161	Sebab ketika kami sampaikan Kabar Baik tentang Kristus kepada kalian, itu bukan hanya kata-kata biasa saja, tetapi Firman Allah yang berkuasa. Dan Roh Kudus memberi keyakinan penuh kepada kalian bahwa kabar itu benar. Dengan cara yang sama kalian tahu orang macam apa kami sejak kami menunjukkan kepada kalian bahwa kami bekerja untuk keuntungan kalian.
3401060097	Kalian meniru kami dan Tuhan ketika kalian menerima pesan itu, karena terlepas dari masalah kalian, kalian mengalami sukacita yang diberikan Roh Kudus.
340107006a	Dengan demikian, kalian sudah menjadi teladan bagi semua orang percaya yang berada di Makedonia dan Akaya!
3401080107	Melalui kalian, berita keselamatan dari Tuhan itu tersebar. Tidak hanya di Makedonia dan Akaya saja, tetapi di semua tempat di mana-mana orang sudah mendengar tentang keyakinan kalian kepada Allah. Jadi kami tidak perlu menceritakan kepada mereka tentang hal itu!
34010900d0	Bahkan mereka berbicara tentang sambutan yang luar biasa yang kalian berikan kepada kami, bagaimana kalian meninggalkan berhala dan berbalik kepada Allah, bagaimana kalian melayani Allah yang benar dan hidup,
34010a00b4	pada waktu kalian menantikan kedatangan Anak-Nya dari surga Yesus, satu-satunya yang Allah bangkitkan dari kematian, yang akan menyelamatkan kita dari penghakiman yang akan datang.
3402010077	Saudara-saudari, kalian sendiri sudah tahu bahwa kunjungan kami kepada kalian di Tesalonika bukan sesuatu yang sia-sia!
340202011f	Kalian juga tahu bahwa sebelum kami datang kepada kalian, kami dihina dan dianiaya karena kami memberitakan Kabar Baik dari Allah di Filipi. Tetapi dengan pertolongan Allah kami masih berani memberitakan tentang Kabar Baik Allah yang sama kepada kamu, meskipun kami menghadapi tentangan.
34020300a5	Jadi kalian bisa melihat bahwa kami mengajak kalian untuk percaya kepada Kabar Baik, bukan dengan alasan tidak benar atau tidak murni, dan bukan untuk menipu kalian.
34020400db	Sebaliknya, kita mendapat persetujuan Allah atas apa yang kita katakan — Dia mempercayakan kita untuk membagikan kabar baik. Kami tidak berangkat untuk menyenangkan orang, tetapi Allah. Dialah yang menilai motif kita.
34020500cf	Seperti yang kalian ketahui bahwa kami tidak pernah mempengaruhi kalian dengan kata-kata manis. Kami juga tidak mengajar kalian dengan alasan untuk menerima uang dari kalian — karena Allah adalah saksinya!
340206008d	Kami tidak pernah mencari pujian dari manusia — baik dari kalian maupun orang lain. Kami tidak mau membebani kalian sebagai utusan Kristus,
340207006d	tetapi sebaliknya kami bersikap baik di antara kalian, seperti seorang ibu yang merawat anak-anaknya sendiri.
34020800b5	Kami sangat mencintai kalian sehingga kami senang berbagi dengan kalian bukan hanya kabar baik Allah, tetapi juga diri kami sendiri, karena kalian telah menjadi sangat kami sayangi.
34020900f5	Saudara-saudari, pasti kalian masih ingat, bagaimana kerja keras kami siang dan malam untuk memenuhi keperluan kami sendiri. Kami melakukan itu supaya kami tidak menjadi beban bagi kalian saat kami membagikan Kabar Baik dari Allah kepada kalian.
34020a00bb	Kalian adalah saksi dan juga Allah sendiri, tentang bagaimana kami bertindak, bagaimana kami memperlakukan kalian orang percaya kepada Kristus dengan sikap suci, adil dan tanpa kesalahan.
34020b00b6	Kalian tahu bagaimana kami merawat kalian masing-masing seperti seorang bapak yang merawat anak-anaknya sendiri. Kami menasehati, menghibur dan berbagi pengalaman kami dengan kalian,
34020c007c	supaya kalian dapat hidup seperti yang Allah inginkan — Allah yang memanggil kalian ke kerajaan dan kemuliaan-Nya sendiri.
34020d00f7	Hal ini yang membuat kami selalu bersyukur kepada Allah bahwa ketika kalian mendengar berita keselamatan dari kami, kalian menerimanya sebagai Firman Allah, dan bukan sebagai kata-kata manusia. Inilah yang bekerja pada kalian yang percaya padanya.
34020e00e1	Pengalaman saudara-saudara sekalian meniru pengalaman gereja-gereja Allah milik Kristus Yesus di Yudea. Sama seperti rekan-rekan Kristen Yahudi kalian, kalian menderita seperti yang mereka alami di tangan para pemimpin Yahudi
34020f0075	yang membunuh Tuhan Yesus dan para nabi, dan mengusir kami. Mereka tidak menyenangkan Allah dan memusuhi semua orang,
34021000bb	berusaha mencegah kita berbicara dengan bangsa laina untuk mencegah mereka diselamatkan. Mereka selalu berbuat dosa sampai batas maksimum, tetapi bagi mereka penghakiman penuh telah tiba!
340211010f	Saudara-saudari, untuk sementara waktu kami merasa terpisah dengan kalian secara badani (terpisah secara fisik meskipun tidak secara roh), tetapi kami berusaha lebih keras untuk datang dan bertemu lagi dengan kalian secara langsung karena itu apa yang ingin kami lakukan.
34021200b2	Kami benar-benar ingin datang dan mengunjungi kalian, lebih-lebih saya, Paulus, saya sudah berusaha berulangkali untuk mengunjungi kalian — tetapi iblis terus menghalangi kami.
34021300af	Kalian adalah harapan kami, yang membuat kami sukacita dan bahagia, karena kalian adalah kebanggaan kami. Itu yang kami rasakan ketika Tuhan kita Yesus Kristus datang kembali!
3402140034	Sungguh, kalian adalah kebanggaan dan sukacita kami!
3403010067	Jadi ketika kami tidak tahan lagi menunggu lama sehingga kami memutuskan untuk tetap tinggal di Athena,
34030200de	dan mengutus Timotius kepadamu. Dia adalah saudara kita dan rekan sekerja Allah dalam memberitakan Kabar Baik tentang Kristus. Kami mengutus dia untuk menguatkan dan mendorong kalian untuk tetap percaya penuh kepada Allah,
340303008a	agar tidak ada di antara kalian yang kecewa dengan masalah kalian — karena kalian tahu kami seharusnya mengharapkan hal-hal seperti itu.
34030400a6	Bahkan saat kami bersamamu, kami terus memperingatkanmu bahwa kami akan segera menderita penganiayaan — dan seperti yang kamu tahu persis itulah yang telah terjadi.
34030500f4	Saya tidak tahan lagi dan ingin mendengar berita tentang kalian jadi saya mengutus Timotius untuk melihat apakah kalian masih percaya penuh kepada Allah. Saya khawatir bahwa Iblis telah berhasil menggoda kalian dan semua pekerjaan kami sia-sia!
3403060153	Sekarang Timotius baru saja kembali dari mengunjungi kalian dan dia sudah membawa kami kabar baik tentang kepercayaan kalian kepada Kristus dan kalian terus saling mengasihi. Dia menceritakan kepada kami bahwa kalian masih memiliki kenangan indah tentang kami, rindu bertemu lagi dengan kami, seperti kami juga ingin bertemu dengan kalian.
34030700c3	Jadi saudara-saudari, dalam penderitaan dan kesukaran yang sedang kami alami, kami merasa terhibur sekarang ini karena kami tahu bahwa kalian terus berpegang pada kepercayaan kalian kepada Allah.
3403080081	Sekarang kami merasa hidup kam benar-benar disegarkan kembali karena kalian masih tetap berdiri teguh dan bersatu di dalam Tuhan!
34030900a7	Kami sangat bersukacita dan bersyukur kepada Allah karena kalian. Bahkan ketika kami berdoa kepada-Nya dan mendoakan kalian, hati kami selalu dipenuhi dengan sukacita.
34030a00c8	Siang dan malam kami berdoa sungguh-sungguh untuk kalian, kami berharap dapat bertemu lagi dengan kalian secara langsung, dan untuk membantu kalian terus mengembangkan kepercayaan kalian kepada Allah.
34030b0061	Semoga Allah Bapa kita dan Tuhan kita Yesus memungkinkan kami untuk segera datang menemui kalian.
34030c007e	Semoga Tuhan menambah kasih kalian sehingga meluap satu sama lain, dan kepada semua orang, sama seperti kami mengasihi kalian.
