2800000005	Matta
3a0c0f007a	yilam ki chi ni kange a lere lima kwama, kange nitito tweitweye a kire kari kwau dotange, kari nubo ki la yila kayam chuko
3a0c10006b	yila ki chi ni buroka a nore kange bwini bwangka kwama na Isuwa, wo ka timi ker chari miyem dur boka cheke.
3a0c110074	mun nyimom nyo bidob chi chwiti na chi fiya kwali bwiyer chero, chi fiyabo dã yi loka, duwaleu chin do ki mwem num.
3a0c120053	mu boubo banga wo mwa te tiye bang twika kirak, kumtachile, kange yuwa, kumtachile.
3a0c13005c	mu boubo chume chu ka konin, kebo diro wo tokker nawo nuwari mani a kenkange kerti a tokken.
3a0c14004a	mani chiya mwirum wefuner: bwentano bichirteibangeri chiyan ma bangum Musa
3a0c150045	di diger twaiyer bi kolewo Musa tokki min nuwa taimin chwa chi ko.”
3a0c160088	nyeu, notin bou bang zetune kange chi narlor kwama ki dume, zerusalembo di kwama, kange biben tomange wuchakeu dikate kwob chi bilengti.
3a0c170068	mun bou mwor mwerkangka bi bei kaba, wo mulam mulange di kwama. mun bo kwama nin, ni bwolange dongdonge.
3a0c180054	mu bo Yeesu nin ni werfunero fwire kange bwiyale chori tokker yore la bwiyale Abila.
3a0c190094	to kore ni wo tokkertiyeu. chati no chi bubo no chi ko ni wuro werang chi dor bitinere, bi duware che mani ba buti nabi ko niwo werangbo di kwamari.
3a0c1a0089	kini win, dirchero mor dor bitinero. dila na weu chi mabiner nor choki kum kiritti win mani ma makti ka dor bitine, di la kange di kwama.
3a0c1b007f	kerowo kiritti winneu, ki dang kwobka digero na a moktiyeu, ni chi cho digerowo fwelfwele, dila dige wuro mani a mokyeu na nowi
3a0c1c0070	dila yoka liyare mani. a moktiyeu, be yilam ki. buka kangek nyeu in wabka kwamako yoryore kange wo tennengi nye.
3a0c1d0015	kwama be kire twikak.
3a0d010019	cwika bwiti ko a ca kaba.
3a0d02005c	ko tabre yoka fabubeko, makako nyeu kangem bo nung nob tomangebo wuchake nin yoka la nyombo.
3a0d030087	kom kwa nubo bro fusunau na dike mwini ko bwam ka-nge ciye. kom kwa ki nubo bro nuwa dotange tiyeu, na mwi ko wani ka-nge ci mor bwiye.
3a0d04007d	naka ayilam ki dur nubo nin gwam la kwangni nakako a yilam cak-cak, wori kwama ma nob burotum ka-nge ka ya tumbo nin boulang.
3a0d05007a	dume ne kume a cerum cwika kiyemek, bwa ne'er ki dike ko cikeu, kwama ki bwici toki mani ma dob komti. kaka mirang kom wi.
3a0d06006f	bo bwa ner na bo fiya bikwan tokkar boki, Teluwe co nii tikalimiu, mani ma cwa taiti. ye nii a ma yeti cike?”
3a0d070066	kom to nubo dur kumero, nubo yi kom ker kwamar tiyeu na ko yakaka ci fiyeu, kom merang bilengke ciyeu.
3a0d080032	Yeesu kiritti dong-dong wure, duwen, kwatti diiri.
3a0d090088	kom tiyanum re ki fabe merangkako kila-kilau, la yori kabo ne'ero a fiya bikwan ki luma kebo ki cari wo tikang bo nubo manangenti cikeu.
3a0d0a0050	bon we ki tanjilando wuchakeu wo nubo manangen ti kur wabereu mani a cati wiyeu.
3a0d0b008c	la bwiyal bisirembo wo twalang na bwiran ke ceu, nii wabe durko an doken ciko mor fiye wuchakeu, kambo bwici twirangum kale fiye nubo wiyeu.
3a0d0c005c	la Yeesu ken nuwa dotange bwingom nyilok cinan lorok, na co nirum nubo wuchak ki bwiyale ce.
3a0d0d003d	na nyori bi ya ka-nge co tar mwer kanka bo tum ki kwenduwece.
3a0d0e0051	bo man ki cinanloro ka-nge fo bak-nin-bakeu. la nyeu boki to co wuro a bou tiyeu.
3a0d0f0063	more ce la bo ne twikako ficang caklang kwamati. caklangkako co bituti nyiyeu, wo duktang co tiyeu.
3a0d10005a	bo tabre ki maka dike ko yor yoreu, ba tikang bwitibeti, la kin cowo kwama nuwa luma tiye.
3a0d1100d3	kom bwangten na ko ne nubo durkumero dur ci. ci to dume kume tiye, na nubo a ne kiye kati dor kumere, kom bwangten na nubo kumero ma wuro ki for ne'ered, la kebo ki fir ne'ered, wo yilam ti manki nangen kumeneu.
3a0d12005f	ko kwob nyinen dilo, nyo nyomom nyon wi ki dumene ken, la daten nyo yi dong-dong mor dike gwam.
3a0d13004f	ma ne kom bikwan neered, tikom mani a la wo nan yila kumen fo neereu, kutangbo.
3a0d14006d	la kwama for neereu, wo kungu nii to ka kwameko durko bwareu, Teluwe be Yeesu kiristi ki bwiyale wore diiyeu,
3a0d1500a8	Adum kom ki wi dike bro yor-yoreu gwam nako ma dike co cwitiyeu, kom manangenti more nye. dike wo a lom cinen tiyeu, mor Yeesu kiristi, wo duktangka na ce diiri atinyo.
3a0d16005a	na weu ma ne kom bikwan neeredti kebmibo ko mwirumum bwere to wo ma mulang kumen bi dabeu.
3a0d17004d	kom nyomom cin kwim yibe Timoti yama to kom ka-nge co na co bou fo kutanbori.
3a0d180056	yarum nubo dur kumero gwam ka-nge nob kwama bo cak-cakeu. nubo bro taliya yarum komti.
3a0d19001a	luma a yi ka-nge kom gwam.
3c00000008	1 Bitrus
3c0101006b	Biru bwe tomange Yecu fabubo wo kwama coki watanum watange Buntu, galatiya kaya dki ya aciya kange bitiiya.
3c01020094	Wo ki nyomka kwama teu kange yuwa tangbek kwama wo nii nirkau kange lomjome kange cor ka bwieyalek Yecu Kritti luma a fiya nen filang mweko ayukten.
3c01030085	Bibwiyer ano kwamanin Te cer Yecu Kritti ki cini ceu tenang tenangeu, co ca nebo fwir na yim yonerimbo ki dumeu ki kwenka Yecuk bwar.
3c01040054	on co kwatlito manki kayakakeu ca kume mau a ta ti, manki diika, yom dikwama ki kom.
3c0105003f	Kwama cer kom ki bilenker cer kakowe komti kambo kume boutiyeu.
3c01060052	Bilanka ki kom wo bwan no duwal tam koom ko ma fir nerer kidotange nure kila kila.
3c01070048	Wo co cuwa ka bilenker kumero fiya nka durek kange duktanka Yecu kritti.
3c0108006f	Mwa to co bou la mon cwito ci mwa toco nawo la mon nee bilenker cimen mun nuwa luma kero ca tokbeu mon bilange.
3c01090046	Na wo moke yoo na mwe diker mwamaneu kibilenker kange cerka dume mweu.
3c010a004e	Ker cero kako tok ka dor cereu kange luma kwamakeu, kume tii na ce fuwa kumen.
3c010b0090	Cin doo naci yumom fyan yuwatangbe Yecu cemen a tok tiye. wo ciki yici dikero fiya ci na co ca yii ciyeu, dotange Yecu, wabker diker nanimde co.
3c010c00bb	Yii ci ti nagen do wo ci matiyeu kebo na ciye na kume cin tok ker dor diker wo ca yiim kom waber kwama ki yuwa tangbek kwama yiram dikwama nob tomange ce kwama wuccakkeu ci tokkan ti yoo.
3c010d0065	Na cori ki bwa dume kume ki mwa for neret cer ki luma ceko a boo kumen tiyeu kakuko Yecu a bou tiyeu.
3c010e0045	Bibeyo com zomeu ko yare ki dor kumero dikero kom mati ka yumbo fiye.
3c010f0041	La na co wo coneneri wi wuccak kom ken ko yi wuccak mor yimekume.
3c0110002e	Mulangum -mulange kiyi wuccak nan ma wucakken.
3c01110081	No mon co muke “Tehri” mun manki bulang cek ti manki cwi k duwek dong dong nagen do ni maneu ko yim kalembo ki cwii kang tai.
3c01120054	Mon yumom kiwo kebo wo kayati kayau fan kom cike ki kulen dameroka tebkume bo neneu.
3c0113004c	Nye for kom ki bwiyale kritti wo na be kwame man ki bwiranke kange tekcanka.
3c01140045	Kritti cokum coke kwar dor bitinero na weu mukimen ki kalewo yautiye.
3c01150075	Kercer ba niye bilenker kwama nen. wo kung co bwareu neco dotange na bilenker kumeu kange yim yonerem ki no kwama nen
3c0116005f	kom yoke dume kume cak-cak ki lomzome bilenkerero ker cwikanka ki cwikan bwitici mor nere kume.
3c0117006f	Na wo mo yiloteneu kebo ki dumbo wo kaya ti kaya, dumbo wo mani fwiyereu ki ker kwama, wii ki dume bak nin bak.
3c01180052	Yorak ceko na bwi yere yorka ceko na fu tiyer, yorako kwicim di fun tiyero tikkam.
3c0119003e	Dii ker kwamaro t kwatti diim kerowo co fule kero ca yi kumeu.
3c02010056	Nyori yoken firen gwam dikero bwir, gwam biboler, mantum nerkiyet kange yilaka bwiyek.
3c0202005a	Na bibeyo biduwartini do yiim yuwa tangbe wusakeu, no mobwanten cori mwan dwii mor fuloka.
3c02030028	No mun twii teluwe be wiki luma nerekdi.
3c02040053	Bo fiye ciwiyeu, con ter dumero nobo kowe, nyori kwama cokum cona dikero ken cinen.
3c020500a1	Mo keneu na terenti dume ci mu loyuwa tangbe wucakeu na yilam nii wabe kwama wucakeu wo a nee twika nuwang yuwa tangbe wo kwama ciya cikeu fiye yecu kritti nineu
3c0206007d	Bifimer tum ki o: “To mi yoti mor ciyona ter lunger ci cokum kange ci ciyacike wo ciya kange ceri mani a nuwa kwenduweti”
3c0207006a	Durko na mwe mone bilenkere, boro nebo bilenkere, “tero wuro nob mukabo kowe co an yilam dor lungero”.
3c02080071	Kange “ter yaret kange cwelako a dok ci yare tiye” cin yari wori cin ma bongtu kero nen- wo ci yoci ca maneu.
3c020900ad	Na co duwaleu cin cokum kom nob liyar wabe kwama, bitine wucake, nobo kwama tam ki ciye naki yi nobo fulen kerero kendo nii wo cuwokom mor kumtacileu ka doken mor filang ca.
3c020a006a	Kwatti ki kebo nbo ki wiine, nawe kom nob kwamab, kwatti ka nwabo cire duwe ce, nawe ka yuwo cire duwe ce.
3c020b0067	Kom mi cwiiticweu mi cuwo komti na fabub kange cangam, kom cwaa dilanka bwiye wo te kwenti kange dumeu.
3c020c0097	Ko yilam ki muleng do ken, mor nobe, Naci toi ci tokomti ki kere bwire, ciyan to muleng do ken kimen na ci ne kwama duttonka bi diye kwama a yilautiye.
3c020d004c	Ciya kange nob bikwaneb keret ker teluwe ber, ciya kange liyab bo lami Nyeu.
3c020e004b	Kange liyabo bo dur w ci twomina mwe nob bwiranke kange caklang nobo kendo.
3c020f0064	Wo maka kwama, maka dikero kendo an nungum nyi nobo tok ker fandaker tiye kange nobo ki kulen nereu.
3c02100065	Kom na nob cyerka, ko mare nange ki cyerka kime ko na ki cumom nero bwir, nyori ki yilam canga kwama.
3c0211003d	Ne nobo gwam dur, cwi kebmibo nuwa tai kwama, ne liyabbo dur.
3c02120088	Canngabo ki ciya kange teluwe kimebbo, ki neci dur gwam, ko ciyare koni ka nobbo kenko kange wo cocowe, ki ciya, kange nobbo bwirko ken.
3c02130072	Nyo la diker caklakar, no mun nyimum kwama ri niwo birumum ner mor dikero bwiireu nuwa dotange ti mor bileker cer.
3c02140098	Nyori mwa fiya nyi nomo ma bwirankerer di mu mwirumum mweka? dii la muma dikero kendi mo nuwa dotange no ci mwenentiri, wo lam caklanka fiye kwama wiye.
3c02150065	Na cuwo ci cuwo nene, wori kritti nuwa dotange dor mwer, cin dob mwen nure kange na bwangteng naceko.
3c02160033	Co mabo bwiranker kakka cin fiya kerbiboler nyi co!
3c0217007c	Fiya cuwo cin to co ci tobo nii, fiyaco con nuwa dotange, co yabo cunero cwo, dila, conne bwici nio ma bolangti dong-dongeu.
3c02180084	Coki bwici tu bwiran keret bero bwici dor tiyer, nabo fiyare fiye mor bwiran kere, na bo fulo mor cakcake, kideti cero ba fiya lima.
3c02190072	Bo gwam bi watangum na kwame lerange, la canneu ba yilanrangu fiye nii yuwa bi cir tiye karge nii to dume be tiye.
3c030100f4	Mwor nure wuro nobo woo non nawori natubo komkwamredor bwetub kumebbo nen, natubo kom neken ner kumero bwetub kumebonen, tano kannyem cimbo mani ciya bwanka ker kwama kotiri, mulen natubo locinbo tamci, cimanki kertak, Yiilam natubo lociye men.
3c0302002b	Nyo cin tom fwor nere mwe bijin kemwo nene.
3c03030058	Yori kabo bwayilen kumero ayilare na toka nuwe koce kakaa-natobwinnece mwin kange kulen.
3c03040054	No daten maka mwor neret na dige yorako manki diika na fwor neret na nimde kwama ce.
3c03050065	Nyo dige natubo dimce kako cume wo yoo ner kii kwama di ciki bwici cin neken nabarub cibo bilinkerer.
3c03060092	mwor nure woo cera ciya lan cuwo Abraham ki teluwe ce na moo caneu co bi beyo loce no mun maa dignge dateneri dii kange no mu man ki tai dotangeri
3c030700c8	Mwor nure win, koom nabarubo kom yi kange natub kumebbo ano mwor cwikanka kimek, na bulendo won corbo bwiniyeu, na nawiye, kom neci biduwed na luma kwali dume. Kamati nyo naci nuwa luma dilo kumekoti.
3c03080073	Takka ker gwam kume kii dume cerkang bwitiyeu nyo ri nob cwikangka bwiti kume ko neka ciyaka nerkumer kange kungne.
3c03090099	Mani mwa ya cuner bwiranketti ki bwiranket, mani mwa ya cunet ti kibi tor ko bitor nyo naki yaken kange bilanka, nawo ci cuneneu nawo mwati fiya bilanka.
3c030a0053	Nii wo cwiti ci nwa luma tiyeri an to kume ken ca dubum biyen cero tokka kero bwid.
3c030b004b	Nacuri dubom nure bwira yeu naci ma diker yoriyeu la ca do luma na cilamco.
3c030c005c	Dii nuwe kwama nii ken la too ceu nuwa bicorcero la tikob kwama boki no nubo ma biran kereu.
3c030d003f	Wee woo nii wora woo anuwam tiye no man mwaa mwe dikero yoradi?
3c030e0052	Na no mu nuwa dotange ki den bilenkerdi, cware diker ci cwa tiyeu, ciyare dotange.
3c030f00a7	Nyori neken yecu kritti mor neremweu ki nero wucak. Tii kibati na ciya cowe nii menen ki yee muntim kibikwan fiye kwama wiye. ma yoki mor luma kunde dor bwangten naco.
3c03100091	Fiyam yumkako daten nubo ma kukla mweko tiyeu, yim kale mwembo keneu mwor kritti catin nuwa kwenduwe diker bwiyeu na dikero muke ma bweran keret.
3c0311004f	Daten na kwama cwinki mwan nuwa dotange bilenker na nubo ma bwiran kerer tiyeu.
3c031200d1	Kritti na bwiyaka kiritti win ki den bwiran kerer. Niwo ki bilenkeu a nuwa dota-nge dorber, nobo manki bilenkereu, nyori naci bou kibo kwama nen. cin dokken co bwar mwor bwiye la ci macodi dume ki yuwa tangbe.
3c0313003c	Ki yuwa tangbe cin nya ci bweldo biro bwaban'ngum bwaba-nge.
3c03140091	Diger dateneu be nwo birom nerem kwama cenciti ki cur nowa ki kumeni nuwa ywel tokombe, la kwama fulo nubo cwabce nubo narub ceri ki kwama mweme.
3c0315008b	Woo co dankako yuka mwengek cokom nen na we kebo na yuka mwengek ko cokum dwitito bwimweu, La daten kinonka kwama kange kong yecu Almaciya.
3c0316007b	Kritti ki no kanko cattiyed kwamar incuuken firen di kwama, bwatomange kwama bikwan keret kange bikwan tom nyo an neken co.
3c0401007e	Nawori kiritti nuwa dotange mor nage kom koywellum bwikume nacokken niwo nuwa dotan-nge mor bwiye ceri cerum mor bwiran kerer.
3c0402006c	Na wori niwo yi yimbiroti wu yak kala cewoninneu mani fiya ciyaka fiye nubo wiyeu kifiya ciyaka kwama wuyeu.
3c040300b0	Kadim yimkumembo kaleweu kwarub nawo nubo ywombo kwama cwi makatiyeu yim cwikaduwek, noramkatini noka diker bilantumer, meranka cika ko bwir, kan-nge meranka diker dilangtumer.
3c04040092	citotiri lomcinenbo kambo mumwereu. Kangbo dor kan'nge ci mordikero yuran'nge maci kwadiker ciya fiyati dor dikerowo. Nyori ciyantok ker dor mwer.
3c0405004c	Ciyati kiye diker cimaneu kabum niwo a ma dumenen kan'nge bwar bolang tiyeu.
3c04060070	Woncoo dikebwi ker kwamaro ya lam nubomanki dume, dila cin macimen bolang ko mor biye naci fiya cerka kwama nen.
3c0407004d	Dikerogwam wi bouti bidom, nawori kom mwerum dorkumero nakom kwob dillotinim.
3c04080053	Dor diker gwam, kom yilamki cwika bwitikikumek, wori cwika cumwom bweranketi ducce.
3c04090028	Kom ci bwini bwitikumero, manki kwanere.
3c040a00b4	Komma bwitikumenen naniwo wab ker kwamarti kibilenkereu. No nii atintok kerdi ayilam ciki tok ker kwamar, tano nii atin wabwabkari, ayilam dong-dong bikwan nero rowo kwama netiyeu.
3c040b0054	Mawuro gwam na kwama fiya caklanka mor denbiwecr yecu caklanka na yecuce diri atiyo.
3c040c0063	Kum kebmibo, komkware komk dotan'ngewo kan'nge cwarumbowo fiya komeu nan dikero fwir fiya komwiyeu.
3c040d007c	Tano dila kom mwerkan dorti kan'nge meciya mor nuwaka dotan'ngecekri, kom yilam kibilangtum morece, cano duktankaceko bouri.
3c040e0077	Bibwiyer kikuom cano nubo tokomti kiden kirittiddi wori yuwa duktankak kwama ko kange yuwa tangbe kwama noti dor kumer.
3c040f009e	Nuwaka dotan'nge kumekowe, kan'nge more kume ceu ayilare amwerum twalka dorekocue, kan'nge kwiito ceu, kange na'ngendo bwirkoceu, kan-nge ni mwerka dorekoceu.
3c0410005f	Tano ninuwa dotan-nge ti wori cin kiritari ciya nuware kwenduwe ciya duktang kwma kidendo curo.
3c04110076	kwamalam nawuro bolango biyaterti dor nob kwamabeb cano aterdorberri, ayila nyi kange nubowo bwangtenbo kerr kwamareu?
3c04120067	Tano atin bwai naniwo caccakeu fiya certakri, ayilayi kan-nge niwo manki kwama kan-nge ni bwiran kerer?
3c04130068	Nawori n ubowo nuwa dotan-nge ker kwamareu ciya yoken dumeceu nii fuleenin ciyama diker dong dong ngeti.
3c0501008d	Ma mwe nubo woti more kume min kekume dur. Mor bwanka kwama wo nyomom dotan-nge kritti, take mawi win mor nobo ya fiya duktanka wo abo tiyeu.
3c0502009c	Kom yilam nob bi yuware kwama wo wari kan-nge kom me, kebo ki bi kwan, ayilam mo cwi kwama ti kom wabtiye, kebo na diker kwenduer fiyaka, a yilam mor cwika.
3c0503005c	Kom yilare teluwe dor nobo kang kumekeu, na cuwori kom yilam na dangke fiye bi yuwaro wiyeu.
3c05040045	Na liya biyuware cerkangu di mwan yo needuwe duktankako manki ciraka.
3c05050088	Kom bi kalfundo kom nuwa nobo durko gwam kume kom yilam ki lom cumee kom bwanten bwiti. kwama ko nii kunka duwek, cone nob lomkome luma.
3c05060042	Kum daken ki dor kumero kan kwama, can kungken kom wori citokomti.
3c0507002d	Kom cur cinen dotange kume wori co cerkumenti
3c0508005a	Kom tiki bati bwekelkele kentangenti tulti na tirome, do nii woti ca wootiyeu, cung cimen.
3c0509006c	Tiki bi kwan bilenker mwer nin, nyomom keb kume mor bilenker wi dor bitine ciki bi ner dotan-nge nenna kume.
3c050a0077	Biko kom nuwa dotan-nge be dob, kwama nii luma wo cokkom mor liyar duktanka ce fiye kritti an ne kom bi kwan na mwekom.
3c050b0020	Liyar nace diri diri. Dong dong.
3c050c0091	Ma tiu cilas yii be nii bilenker ma mulang kume nyo bi dob mor kange ce, mayarum komti, ma nungi diker ma mulang bilenker luma kwama wo titi nyo.
3c050d0052	Na wiye wo babila, woci cokkom wariyeu, yaru komti. kan-nge Marku yarum komti ken.
3c050e005f	Kom yarkan bwiti kom ki cwikanka fwor neret na yi wari kan-nge kom gwam kume nii wo mor kritti.
3d00000008	2 Bitrus
3d010100d4	cimon Bitru bwe changa kangye bwe tomange yeecu kiriti ki nobo wo yo digyer lumar bilenkerer nawo bi yoweu mulangum ki nobo woyo diger tumar bilenkerer nawo bi yow mwor kwaamar kange nii chokka beko yeecu kiriti.
3d01020045	Luma kanga damnerem wo bi fiya yeecu nin nii cok beu a cobten dutche.
3d0103008a	ki bi kwan chero cin nebo degero gwam wo dumecheu kangye yimbo wucakeu mwor nyomka kwa'amak wo cuwobo mor dugtunkak kangye tenenka chekeu.
3d01040099	mwor wuro nyeu, cin nebo norre dur nyeri nabi yilam mor nobo fiya norre mulen kwa'amar nabi cokum dor ki kaya kako kale wo cuika dikero bwir bou ti cikeu
3d01050064	ki digerowo bwiyeu, mani kambo mwa dolum tiyeu na cobten neroken ki bilen kereronindi cobten nyomka.
3d0106006f	kinyom kako nin di chobten taka dorer. ki takadore konin chobten birom nerem, ki birom di chobten yimbo wucake,
3d0107004c	ki yimbo wucakeu choten ki cuikanka bwitik ki chwika bwitik chobten ki cwika
3d01080084	No mulendo buro gwam wi kumendi yila duyom kumendi mani kom yila chombulome ti kaga digero bwiir mwor nyomka Teluwe bek yeecu kriti.
3d0109007c	dila nii wo manki digero buro weri la weltantigti weitagye nyori cin fugma, tabum kange bwiren kerer cerowo nirom ki bwiyeu.
3d010a007c	nyori kebmibo komma digero kom dollum tiye nakom nyomom chwor kumero na ti yila ce no batin ma digero birodi, mani ba yarti.
3d010b00e6	nure wuro nin, batin fiya doka mor liyar kwama beg kange nii fulo bew yecu kriti. nyori man nyilam ki bati kang nami kulom kumen digero biro, bwenno nyilam kom nyumom duwaleu bwenno kom tinkiti kwan dor bilenkerero kom ciko naweu.
3d010c0093	nyori mannyilam ki bati kang nami kulom kumen digero biro, bwen nonyilanm kom nyumom duwaleu bwen nokom tinkibi kwan dor bilenkerero kom ciko nawu.
3d010d006a	mi kwa tiri dong dong fiye mi wiyeu nomatin nomwor bwiye wurori, mi kwatiri yori kabo in kulom kimen nawo.
3d010e0023	mi mwor bwiye wuroweu wori min nyu.
3d010f0065	matin ma digero madullum tiyeu nanto di ki kwama wo makuberi katin kwa digero biro ki neer kang kang.
3d01100099	nyori nyi bwangtengbo yulando wo bibwe nifire bow cikeu ki kwama wo nyo yikom bikwan kange boka teluwe beko yecu kriti nyori nyon tomdur ceroki nuwe nye.
3d0111008d	lacin yo dur kangye dugtanka fiye Teekwama wiyeu ki kwama wo diro bo cinen fiye dugtanka kodur wo yiki wo bwenere mi nuwa luma chek ti dutce.
3d0112006c	nyo nyiki bwinyo nyin nuwam dirowo yirau dii kwama tunwo ki kwama wo nyi wari kange cwo dor bangero wucakeu.
