0100000008	Suencuek
30030d00a2	Khrih loh mamih he olkhueng kah rhunkhuennah lamloh n'tlan tih mamih yueng la rhunkhuennah a yook. “Rhunkhuen boeih tah thing dongah a hoei,” tila a daek pai.
30030e0093	Te daengah ni Abraham kah yoethennah tah Khrih Jesuh lamloh namtom taengah a pha eh. Te daengah ni Mueihla kah olkhueh te tangnah lamloh n'dang eh.
30030f0069	Manuca rhoek hlang vanbangla ka thui. Hlang loh a cak sak paipi pataeng hnawt pawt tih a thap bal moenih.
30031000c6	Te dongah Abraham neh a tiingan ham olkhueh a thui uh vaengah a yet ham bangla, “Tiingan rhoek te,” a ti moenih. Tedae pakhat ham bangla, “Na tiingan taengah,” a ti nah. Te tah Khrih dae ni.
30031100a4	Te dongah he he ka thui. Pathen loh a cak sak phoeikah kum yali sawmthum ah aka thoeng olkhueng loh paipi a hmil moenih. Te vanbangla olkhueh te khaw a phae moenih.
300312006f	Rho tah olkhueng lamloh om koinih olkhueh dongah om mahpawh. Tedae Pathen loh olkhueh nen ni Abraham te a rhen.
300313009c	Te koinih olkhueng te ta? A caeng tangtae tiingan te ha pawk duela boekoeknah rhoek te a thap. Tekah te rhikhangkung kut longah puencawn lamloh a uen coeng.
3003140046	Rhikhangkung tah pakhat kah la om pawh. Tedae Pathen tah pakhat la om.
30031500a0	Te koinih olkhueng loh Pathen kah olkhueh te a kingkalh a? Tlam te om mahpawh. Olkhueng a paek loh hing sak thai koinih olkhueng dongah duengnah rhep n'dang ni.
3003160097	Tedae a cungkuem he cacim loh tholhnah hmuiah a up coeng. Te daengah ni olkhueh tah Jesuh Khrih kah tangnah lamloh aka tangnah rhoek taengah a paek eh.
3003170064	Tedae tangnah ha pawk hlan lamloh tangnah a pumphoe tom duela olkhueng hmuiah a uup tih n'khoembael.
3003180069	Te dongah mamih kah cakhoem olkhueng loh Khrih taengla n'om sak. Te daengah ni tangnah lamloh n'tang sak.
3003190045	Tedae tangnah ha pawk vaengah tah cakhoem kut hmuiah om uh voel pawh.
30031a0045	Jesuh Khrih dongkah tangnah lamloh Pathen ca rhoek la boeih na om uh.
30031b0030	Khrih ah naka nuem boeih loh Khrih te na bai uh.
30031c008f	Judah khaw Greek khaw om pawh. Sal khaw hlang loeih khaw om pawh. Tongpa neh huta om pawh. Nangmih tah Jesuh Khrih ah pakhat la boeih na om uh.
30031d0063	Nangmih khaw Khrih kah coeng atah rhopangnah olkhueh vanbangla Abraham kah tiingan la na om uh van.
3004010076	Rhopangkung te cahmang la a om khui boeih atah sal khaw, boei khaw, aka om boeih te a tanglue tloe moenih ka ti coeng.
3004020045	Tedae pa kah a tuetang duela imtawt neh hnokhoem kut hmuiah a om sak.
300403005d	Te dongah mamih khaw cahmang la n'om uh vaengah Diklai kah a niing hmuiah sal aka bi la n'om?
3004040072	Tedae a tue a soepnah loh ha pawk vaengah Pathen loh a capa te han tueih. Huta lamloh om tih olkhueng hmuiah phoe.
3004050058	Te daengah ni olkhueng hmuikah rhoek te a tlan eh. Te daengah ni a cacah la m'phaeng eh.
3004060078	Te dongah ca rhoek la na om uh coeng. Abba apa tila aka pang a capa kah Mueihla te Pathen loh mamih thinko ah han tueih.
300407005f	Te dongah sal voel pawt tih ca la na om uh coeng. Ca tah Pathen rhangneh rhopangkung la om van.
300408005f	Tedae Pathen ana ming pawt vaengah a coengnah loh pathen la aka om pawt rhoek kah sal na bi uh.
30040900bd	Tedae Pathen te mingpha coeng ta. Te dongah Pathen loh lat m'ming ta. Metlae tattloel neh a niing aka khodaeng taengla koep na mael uh. Te rhoek taengah salbi ham koekhoek koep na ngaih uh.
30040a0040	Khohnin khaw, hla khaw, khoning khaw, kum khaw na yaeh uh coeng.
30040b0051	Nangmih ham ka thakthae he a hoeihae pawt khaming tila nangmih taengah ka birhih.
30040c0071	Kai bangla om uh lah. Kai khaw nangmih vanbang ni tila manuca rhoek nangmih te kan hloep. Kai nan veet uh moenih.
30040d005a	Tedae a cuekca kah nangmih taengah ka phong te pumsa kah vawtthoek dongah tila na ming uh.
30040e009e	Ka pumsa ah nangmih ham noemcainah om cakhaw nan hnaelcoe uh pawt tih nan tuei uh moenih. Tedae Pathen kah puencawn bangla, Jesuh Khrih bangla kai nan doe uh.
30040f008e	Te koinih nangmih kah yoethennah tah menim? A phoeng mai koinih na mik te na koeih uh tih kai nan paek uh mako tila nangmih taengah ka laipai.
3004100040	Nangmih ham oltak ka thui dongah nangmih kah rhal la ka coeng a?
3004110075	Nangmih taengah a thatlai uh te thuem pawh. Tedae nangmih te khoe a ngaih uh daengah amih te na thatlai thil uh mako.
3004120067	Tedae a then la thatlai ham tah then yoeyah ngawn. Te dongah nangmih taengkah ka om rhuet bueng moenih.
3004130046	Ka ca rhoek nangmih ah Khrih a kap duela u ham nim ka bung a tloh bal.
3004140069	Te dongah nangmih taengah om laeh ka ngaih coeng. Ka ol te thovael ham khaw nangmih soah ka ingang coeng.
300415005d	Kai taengah thui uh lah. Olkhueng hmuiah om ham aka ngaih rhoek, olkhueng te na ya uh mahnim?
3004160069	Abraham loh capa panit a khueh te a daek coeng ta. Pakhat te salnu kah tih pakhat te aka loeih nu kah ta.
3004170054	Tedae salnu kah te tah pumsa la a cun. Aka loeih nu kah te tah olkhueh lamloh a cun.
3004180084	Amih rhoi loh a tueng sak te om. Amih rhoi tah paipi panit la om. Pakhat tah Sinai tlang lamkah tih sal la a cun. Anih tah Hagar ni.
3004190067	Hagar tah Arabia kah Sinai tlang coeng ni. Tahae kah Jerusalem banghui la, a ca rhoek taengah sal a bi.
30041a0043	Tedae soben Jerusalem tah aka loeih ni. Anih tah mamih kah manu ni.
30041b0098	A daek coeng te ta, Cakol la cacun mueh aw uum khungdaeng lamtah bung aka tlo pawt aw tamhoe lah. Va aka khueh lakah khosoek kah camoe tah taoe ping ta.
30041c004d	Manuca rhoek nangmih ngawn tah Isaak bangla olkhueh kah ca rhoek la na om uh.
30041d005f	Tedae pumsa la a cun loh mueihla la cun te a hnaemtak vanbangla tahae ah khaw om van tangloeng.
30041e0090	Tedae cacim loh, “Salnu neh a capa te haek laeh. Salnu kah a capa te aka loeih nu kah capa taengah phaeng loengloeng boel saeh,” a ti te ta.
30041f0051	Te dongah manuca rhoek salnu kah voel pawt tih aka loeih kah ca rhoek la n'om uh.
3005010069	Mamih kah poenghalnah ham Khrih loh n'loeih sak dongah khak pai lamtah sal kah hnamkun te koep ngai boeh.
3005020078	Kai, Paul loh nangmih taengah, “Yahvin na rhet uh pueng atah Khrih he nangmih ham a phu om mahpawh,” ka ti coeng he.
3005030062	Te phoeiah yahvin aka rhet hlang boeih tah olkhueng te boeih vai ham laiba om tila koep ka laipai.
3005040054	Khrih lamkah naka nong tih olkhueng neh aka tang long tah lungvatnah na hlong coeng.
300505004a	Mamih loh duengnah dongkah ngaiuepnah te tangnah mueihla neh n'lamtawn uh.
300506008b	Te dongah Jesuh Khrih ah yahvinrhet khaw tloe pawh, pumdul khaw pakhat pataeng a tloe moenih. Tedae tangnah tah lungnah dongah pongthoo ta.
3005070044	Balh na yong uh tih oltak te ngaitang pawt ham unim nangmih aka mah.
3005080036	Hloihhlamnah tah nangmih aka khue taeng lamkah moenih.
300509002e	Tolrhu thamap ca vaidam hlom boeih a rhoi sak.
30050a0098	Kai loh Boeipa dongah nangmih kan pangtung thil te a tloe la poek uh boeh. Tedae nangmih aka hinghuen tah u khaw om mai saeh laitloeknah a phueih bitni.
30050b008d	Tedae ka manuca rhoek aw, yahvinrhetnah ka hoe pueng atah balae tih vawk n'hnaemtaek. Te dongah thangkui long tah thinglam dongkah ni a hmil.
30050c0034	Nangmih aka palet rhoek tah hlueng pataeng ka ngaih.
30050d009e	Te dongah manuca rhoek, poenghalnah khuila nangmih n'khue. Tedae rhoidoengnah he pumsa rhoidoengnah dawk ham moenih ta. Lungnah lamloh khat neh khat salbi uh.
30050e0067	Olkhueng boeih he ol pakhat dongah soep coeng. Te khuiah, “Na imben te namah bangla lungnah,” a ti.
30050f0070	Tedae khat neh khat na nget uh tih na yoop uh thae atah ana noek uh, khat khat neh na hlawp uh thae mahpawt nim.
300510005a	Te phoeiah Mueihla neh pongpa uh lamtah pumsa hoehhamnah te hoem uh loengloeng boeh ka ti.
300511008b	Pumsa ngaih loh mueihla te a koek tih Mueihla loh pumsa te a koek. Te tah khat neh khat kingkalh uh. Te dongah na ngaih pawt te na saii uh.
300512003c	Tedae Mueihla loh m'mawt atah olkhueng hmuiah na om uh pawh.
300513005a	Pumsa kah khoboe tah mingpha la om coeng. Te rhoek tah Cukhalnah, rhongingnah, omthenbawn,
300514006d	Mueibawknah, rhunsi khuehnah, thunkhanah, tohhaemnah, kohlopnah, thinsanah, koevoeinah, paekboenah, buhlaelh,
30051500b1	uethnetnah, rhuihahnah, omngaihlawn he ni. Hekah phek la om. Tekah te thui tangtae bangla te bang kho aka boe rhoek loh Pathen kah ram pang mahpawh tila nangmih taengah ka thui.
3005160066	Tedae Mueihla kah a thaih tah lungnah, omngaihnah, rhoepnah, thinsennah, rhennah, boethennah, tangnah,
3005170048	muelhtuetnah, kuemsuemnah ni. Tebang te olkhueng loh a kingkalh om pawh.
3005180059	Tedae Jesuh Khrih kah rhoek long tah pumsa patangnah neh hoehhamnah te hmaih a tai coeng.
300519003a	Mueihla neh n'hing uh atah Mueihla lamloh m'vai uh van ni.
30051a004f	Hoemdawk la khat neh khat takloh neh, khat neh khat uethnet neh om uh boel sih.
30060100be	Manuca rhoek hlang loh tholhdalhnah khatkhat khuiah a buek atah nangmih mueihla hlang rhoek loh amih te muelhtuetnah mueihla neh tlaihvong uh. Namah khaw cuekcawn pawt ham na paelki uh mako.
3006020068	Khat neh khat kah hnorhih te na yingyawn uh daengah ni Khrih kah olkhueng te nasoep sak uh tangloeng eh.
3006030050	Pakhat loh pakhat la om ham a poek akhaw a om hae moenih. Amah ni a vuelvaek uh.
300604007f	Tedae khat rhip loh amah kah khoboe te noem saeh. Te daengah ni amah bueng ah thangpomah a khueh vetih hlang soah a om pawt eh.
300605003d	Ba dongah, hlang boeih loh amah kah hnophueih ni a phueih eh.
3006060058	Te phoeiah boethen cungkuem neh aka thuituen te olka neh aka thuituen loh boek pah saeh.
3006070059	N'rhaithi uh boel saeh. Pathen loh a hliphen moenih. Hlang loh a tuh te tah koep a ah ni.
300608007b	Amah kah pumsa la aka tuh loh pumsa kah hmawnnah a ah ni. Tedae Mueihla ah aka tuh tah Mueihla kah dungyan hingnah a ah ni.
300609005a	Te dongah a then saii he thathae uh boel sih. Amah tuetang ah n'ah uh ham te yawk uh boeh.
30060a0077	Te dongah a tuetang n'dang uh vanbangla hlang boeih taeng neh olpuei la tangnah imhuikho taengah a then la saii uh sih.
30060b004a	Nangmih taengkah capat he hmu uh lah, kamah kut neh ka daek tih bahoeng a.
30060c008f	Pumsa ah sawtthen aka ngaih boeih tah amih loh nangmih te yahvinrhet ham n'tanolh. Te daengah ni Khrih kah thinglam te a hnaemtaek pawt pai eh.
30060d0089	Yahvin aka rhet amamih nawn loh olkhueng te tuem uh pawh. Tedae nangmih te pumsa dongah pomsang ham ni nangmih yahvinrhet sak a ngaih uh.
30060e00a3	Tedae mamih Boeipa Jesuh Khrih kah thinglam nen pawt atah pomsang ham ka khueh pawh. Anih lamloh kai ham Diklai te a tai coeng tih kai khaw Diklai ham n'tai coeng.
30060f0069	Pakhat loh yahvinrhetnah khaw olpuei moenih, pumdul khaw olpuei la om pawh. Tedae suentae thai ni olpuei.
3006100083	Te phoeiah he kah ollam aka vai boeih tah amih soah Pathen kah ngaimongnah om saeh lamtah Israel rhoek soah khaw a rhennah om saeh.
3006110067	He lamkah tah thakthaenah loh kai n'toeh boel saeh. Kai tah Jesuh kah kutha ni ka pum dongah ka phueih.
3006120059	Mamih Boeipa Jesuh Khrih kah lungvatnah te manuca rhoek nangmih mueihla ah om saeh. Amen.
3100000006	Ephisa
3101010082	Pathen kah kongaih neh Jesuh Khrih kah caeltueih Paul loh Ephisa kah aka om hlang cim rhoek neh Jesuh Khrih ah uepom kan yaak sak.
3101020063	Boeipa Jesuh Khrih neh a pa Pathen taengkah lungvatnah neh ngaimongnah tah nangmih taengah om saeh.
310103009a	Pathen neh mamih kah Boeipa Jesuh Khrih kah a napa tah uemom la om pai saeh. Amah loh Khrih ah vaan kah mueihla yoethennah cungkuem neh mamih n'uem coeng.
310104007e	Mamih he Lungnah neh amah hmuh ah cimcaih tih cuemthuek la om ham Diklai a tong hlanah amah dongah mamih n'tuek pataeng coeng.
310105005c	Amah kah kongaih, kolonah vanbangla amah ham Jesuh Khrih lamloh cacah la mamih n'nuen coeng.
3101060060	A lungvatnah dongkah thangpomnah he koehnah la om pai. Te nen ni lungnah dongah mamih n'lungvat.
310107008c	A thii lamloh amah dongah tlannah n'dang uh. A lungvatnah dongkah khuehtawn vanbangla tholhdalhnah dongkah khodawkngainah te khaw n'dang uh.
3101080043	Tekah te mamih ah cueihnah cungkuem, lungcueinah neh a baetawt sak.
3101090031	A kongaih kah olhuep te mamih taengah phoe coeng.
31010a00aa	A kolonah bangla amah khuiah a hmoel te a tuetang a soepnah dongah hnokhoemnah la om coeng. A cungkuem he vaan kah neh diklai kah khaw, Khrih amah dongah cuii sak ham om.
31010b0089	A kongaih kah mangtaengnah bangla boeih pongthoo tih, a mangtaengnah vanbangla a nuen rhoek long tah amah dongkah te m'pang uh van coeng.
31010c004c	Te dongah amah kah thangpomnah Khrih ah koehnah la mamih n'om ham n'ngaiuep.
31010d00a7	Nangmih khaw amah dongah ni namamih kah khangnah olthangthen oltak olka te na yaak uh. Amah aka tangnah tah olkhueh dongkah Mueihla Cim neh kutnoek n'daeng thil coeng.
31010e0060	Te tah dangnah dongah tlannah duela a thangpomnah dongkah koehnah te mamih kah rho cungah la om.
31010f006f	Te dongah Boeipa Jesuh dongah tangnah neh hlangcim rhoek boeih taengah lungnah te nangmih taeng lamloh ka yaak.
310110005a	Te dongah nangmih ham toeng kolla aka uem loh ka thangthuinah dongah poekkoepnah ka khueh.
3101110091	Te daengah ni mamih Boeipa Jesuh Khrih kah Pathen, thangpomnah a pa loh amah mingnah dongah pumphoenah neh cueihnah mueihla te nangmih m'paek eh.
310112009d	Amah kah khuenah dongah ngaiuepnah aka om te na ming hamla nangmih thinko mik tueng uh. Amah rho dongkah thangpomnah khuehtawn te tah hlangcim rhoek soah om.
310113006a	A thaomnah, a lennah aka baekhawk te tah a thadueng kah thaomnah bibi bangla aka tangnah mamih taengah om.
310114006a	Te tah duek lamkah aka thoo Khrih amah khuiah a tueng sak. Te dongah vaan ah khaw a bantang ah ngol coeng.
3101150089	Boeilu neh saithainah khaw, thaomnah neh taemrhainah khaw, ming khue boeih te ta kumhal bueng kah pawt tih hmailong kah khaw boeih a poe.
3101160066	A cungkuem la a kho hmuiah boe a ngai sak tih amah te hlangboel taengah cungkuem soah a lu la a khueh.
310117004b	Te tah amah pum la om tih cungkuem kah a soepnah tah cungkuem taengah soep.
3102010042	Nangmih khaw tholhdalhnah neh na tholhnah ah aka duek la na om uh.
31020200b3	Hnukbuet ah khaw ta kumhal kah Diklai khosing neh yilh dongkah saithainah boei banglam ni te dongah te na pongpa uh. Althanah kah a ca rhoek te a khuiah mueihla a tueng pah coeng.
31020300be	Hnukbuet ah mamih boeih khaw pumsa hoehhamnah neh amih taengah kho n'sak uh. Pumsa neh kopoek kah kongaih te n'saii uh dongah a tloe rhoek kah a coengnah bangla kosi kah ca rhoek la n'om uh.
310204005f	Tedae rhennah neh kuirhang la aka om Pathen tah a lungnah a cungkuem dongah ni mamih n'lungnah.
3102050079	Mamih he tholhdalhnah ah duek la aka om rhoek pataeng Khrih neh n'thoh sak tih lungvatnah lamloh khang la na om uh coeng.
310206003f	Amah neh n'thoh tih Khrih Jesuh rhangneh vaan ah n'ngoltun sak.
3102070086	Te daengah ni Khrih Jesuh lamloh mamih taengah rhennah neh aka thoeng ham a lungvatnah khuehtawn te a baetawt la kumhal ah a tueng eh.
3102080065	Lungvatnah neh tangnah lamloh khang la na om uh coeng. Te te namamih kah moenih Pathen kah kutdoe ni.
310209003b	Khoboe kah moenih. Te dongah pakhat khaw hoemdam boel saeh.
31020a007f	Mamih tah Jesuh Khrih ah a suen a kutngo la n'om uh. Tekah khoboe then te Pathen loh a hmoel pai tih ni a soah m'pongpa pai eh.
31020b008d	Te dongah pumsa ah nangmih namtom loh hnukbuet kah te poek uh. Pumdul la a khue rhoek tah pumsa neh kutsai lamloh yahvinrhetnah te ni a thui.
31020c00b2	Te vaeng tue ah Khrih mueh la na om uh te ta. Israel kah khokung khomah te na hai uh tih olkhueh kah paipi te na kholong tak uh. Ngaiuepnah om pawt bangla Diklai ah na dalrha uh.
31020d0069	Tedae nangmih hnukbuet kah Khrih Jesuh ah lakhla la aka om te Khrih thii dong lamloh rhep na om uh coeng.
31020e008f	Amah tah mamih kah rhoepnah la om. Panit pakhat la aka saii amah loh a pumsa dongkah thunkha la aka om vongtung pangbueng te khaw a phil coeng.
31020f0092	Oltloek dongkah olpaek kah olkhueng te a hmil coeng. Te daengah ni panit te amah ah hlang thai pakhat la a suen vetih rhoepnah khaw a saii pai eh.
310210006f	Te daengah ni thunkha te thinglam lamloh a ngawn vetih panit te Pathen taengah pum pakhat la a moeithen sak eh.
3102110065	Ha pawk vaengah lakhla kah nangmih taengah khaw rhoepnah, a yoei rhoek taengah khaw rhoepnah a phong.
3102120049	Amah lamloh pa taengah mueihla thikat neh boktlap la kunnah te n'dang uh.
3102130089	Te dongah kholong neh yinlai la na om uh voel tangloeng pawh. Tedae hlangcim rhoek kah pilnam neh Pathen kah imkhuikho la na om uh coeng.
3102140071	Caeltueih rhoek neh tonghma rhoek kah khoengim te a tlingtlawn thil uh coeng tih Khrih Jesuh amah he imkil la om.
310215003e	Amah dongah im pum te kiba tih Boeipa ah bawkim cim la rhoeng.
310216004e	Nangmih khaw Mueihla ah Khrih amah dongah Pathen kah khosaknah hmuen la n'dun.
310301004f	Te dongah kai Paul tah nangmih namtom rhoek ham Jesuh Khrih kah thongtla ka om.
310302005b	Nangmih ham Pathen kah lungvatnah dongkah hnokhoemnah he kai m'paek te na yaak uh mak atah.
3103030056	Atoi la ka daek noek vanbangla tekah olhuep tah pumphoenah neh kai taengah phoe coeng.
310304005d	Te cadaek bangla tae rhangneh Khrih kah olhuep soah kai kah yakmingnah te na yakming uh thai.
310305009d	Te tah Mueihla lamloh a caeltueih rhoek neh tonghma hlangcim taengah a pumphoe coeng bangla hlang ca rhoek taengah rhuirhong a tloe lam khaw ana phoe moenih.
3103060072	Olthangthen lamloh namtom khaw Khrih Jesuh dongah olkhueh te pumkhat la cut hmaih tih rho aka pang hamla om coeng.
310307007d	A thaomnah kah bibi vanbangla Pathen kah lungvatnah kutdoe te kai m'paek coeng dongah te olthangthen kah tueihyoeih la ka om.
31030800aa	Hlangcim rhoek boeih khuiah a yit cadih koek kai taengah he lungvatnah he m'paek coeng. Khrih kah a khuehtawn toeklek toekna mueh te namtom rhoek taengah aka thui ham ni.
3103090065	Cungkuem aka suen Pathen dongah yan lamkah a thuh olhuep kah hnokhoemnah te hlang boeih tueng ham ni.
31030a0076	Te daengah ni Pathen kah cueihnah a comluem te hlangboel lamloh vaan kah boeilu rhoek neh saithainah dongah a phoe eh.
31030b004f	Te tah kumhal kah mangtaeng vanbangla mamih Boeipa Khrih Jesuh ah a saii coeng.
31030c005d	Amah dongah sayalhnah n'dang uh tih amah kah tangnah lamloh pangtungnah neh kunnah n'dang uh.
31030d0072	Te dongah nangmih ham kai kah phacip phabaem dongah thathae pawt ham kan hloep. Te tah nangmih kah thangpomnah ni.
31030e0031	He dongah ni a pa taengah ka khuklu ka cungkueng.
31030f0040	Amah lamloh vaan neh diklai hman kah nurhui parhui boeih a khue.
3103100090	Te daengah ni amah kah mueihla lamloh hlang ko khuiah rhaang sak ham a thaomnah dongkah thangpomnah khuehtawn te a tarhing la nangmih m'paek eh.
3103110056	Tangnah lamloh nangmih thinko ah Khrih loh kho a sak. Lungnah dongah m'pael tih n'sut.
310312006d	Te daengah ni hlagcim boeih taengkah lungnah a daang neh a yun, a sang neh a dung te tuuk ham na noeng uh eh.
310313007a	Mingnah aka baetawt Khrih kah lungnah khaw ming ham om. Te daengah ni Pathen kah a soepnah te a cungkuem la na cung uh eh.
3103140071	Amah tah a puehdaih la a saii ham boeih coeng thai hlai coeng. M'bih neh n'yakming te mamih ah thaomnah la tueng.
310315007b	Amah thangpomnah tah hlangboel so neh Khrih Jesuh dong lamloh cadil cahma boeih taengah kumhal kah kumhal ah om saeh. Amen.
310401006a	Tedongah Boeipa ah thongtla kai loh nangmih aka khue kah khuenah neh a tingtawk la pongthoh ham kan hloep.
3104020065	Tlayaenah neh muelhtuetnah cungkuem neh, thinsennah neh lungnah dongah khat neh khat yaknaem uh thae.
310403004c	Rhoepnah kah pinyennah dongah Mueihla kah kodoknah te khoem ham haam uh lah.
310404006a	Nangmih kah khuenah te ngaiuepnah pakhat dongah n'khue uh vanbangla pum pakhat neh mueihla pakhat ni a om.
3104050037	Boeipa pakhat, tangnah pakhat, baptisma pakhat ni a om.
