0100000006	1 Mose
1a2401005f	“Onipa ba, hyɛ nkɔm kyerɛ Israel mmepɔ na ka sɛ: ‘Israel mmepɔ, montie Awurade asɛm.
1a2402007e	Yei ne deɛ Otumfoɔ Awurade seɛ: Sɛe na ɔtamfoɔ no ka faa wo ho, “Ahaa! Tete sorɔnsorɔmmea no abɛyɛ yɛn dea.”’
1a240300e2	Ɛno enti, hyɛ nkɔm na ka sɛ, ‘Yei ne deɛ Otumfoɔ Awurade seɛ: Esiane sɛ wɔasɛe mo na wɔataataa mo wɔ afa nyinaa, na ɛno enti mobɛyɛɛ aman a aka no agyapadeɛ ne ahohoradeɛ a ɛda wɔn a wɔsi wo atwetwe ano,
1a240400ff	ɛno enti, Israel mmepɔ, montie Otumfoɔ Awurade asɛm: Yei ne deɛ Otumfoɔ Awurade ka kyerɛ mmepɔ ne nkokoɔ, subɔnka ne bɔnhwa, mmubuiɛ a ada mpan ne deɛ ayɛ afo, fomfa nkuro a animguaseɛ aka wɔn wɔ aman no nkaeɛ a atwa wɔn ho ahyia no mu.
1a240500d8	Yei ne deɛ Otumfoɔ Awurade seɛ: Mefiri anem a emu yɛ den mu akasa atia amanaman a aka no ne Edom nyinaa, ɛfiri sɛ wɔde fɛdie ne adwemmɔne ayɛ me ɔman wɔn agyapadeɛ sɛdeɛ wɔbɛtumi afom nʼadidibea.’
1a240600da	Ɛno enti, hyɛ nkɔm a ɛfa Israel asase ho, na ka kyerɛ mmepɔ ne nkokoɔ, subɔnhwa ne bɔnhwa sɛ, ‘Yei ne deɛ Otumfoɔ Awurade seɛ: Mede ninkunutweɛ mu anibereɛ kasa, ɛfiri sɛ amanaman no abu wo animtiaa.
1a2407007e	Enti yei ne deɛ Otumfoɔ Awurade seɛ: Mema me nsa so ka ntam sɛ amanaman a atwa wo ho ahyia no nso, wɔbɛbu wɔn animtiaa.
1a24080079	“‘Nanso mo, Israel mmepɔ, mobɛnya mman, aso aba ama me nkurɔfoɔ Israelfoɔ, ɛfiri sɛ ɛrenkyɛre wɔbɛba efie.
1a24090049	Mo ho hia me na mɛhunu mo mmɔbɔ; wɔbɛfuntum mo na wɔadua mo so aba,
1a240a0077	na mɛma wo so nnipa adɔɔso. Israel efie nyinaa mpo, nnipa bɛtena wo nkuro no so bio, na wɔbɛsisi mmubuiɛ no nso.
1a240b00c2	Israel mmepɔ, mɛma mmarima ne mmoa adɔɔso mo so na wɔbɛwowo na wɔadɔre, mɛma nnipa atena wo mu te sɛ kane no na wɔbɛma woadi yie asene kane no. Na afei mobɛhunu sɛ mene Awurade no.
1a240c0080	Mɛma nkurɔfoɔ, me nkurɔfoɔ Israelfoɔ, anante wo so. Wɔbɛfa wo na wobɛyɛ wɔn agyapadeɛ na woremma wɔnni mmakuna bio.
1a240d009f	“‘Yei ne deɛ Otumfoɔ Awurade seɛ: Esiane sɛ nkurɔfoɔ ka kyerɛ wo sɛ, “Israel asase, wokum nnipa we na woma wo ɔman no hwere nʼadehyeɛ” enti,
1a240e005e	worenkum nnipa nwe bio na woremma wo ɔman nhwere nʼadehyeɛ bio, Otumfoɔ Awurade asɛm nie.
1a240f0093	Meremma wo nte amanaman no fɛdie bio, na worenhunu nkurɔfoɔ no animtiabuo bio, na wo ɔman nso renhwe ase bio, Otumfoɔ Awurade asɛm nie.’”
1a24100020	Awurade asɛm baa me nkyɛn sɛ,
1a241100b1	“Onipa ba, ɛberɛ a Israelfoɔ te wɔn ankasa asase soɔ no, wɔde wɔn abrabɔ ne wɔn nneyɛɛ guu asase no ho fi. Na wɔn abrabɔ te sɛ ɔbaa bosome nsabuo wɔ mʼani so.
1a2412006f	Enti mehwiee mʼabufuhyeɛ guu wɔn so ɛfiri sɛ wahwie mogya agu asase no so na wɔde wɔn abosom agu hɔ fi.
1a2413007e	Mebɔɔ wɔn petee amanaman no so na wɔhwetee wɔn guu nsase no so; megyinaa wɔn abrabɔ ne wɔn nneyɛɛ so buu wɔn atɛn.
1a241400b8	Na baabiara a wɔkɔɔ wɔ amanaman mu no, wɔguu me din kronkron ho fi, ɛfiri sɛ wɔkaa wɔ wɔn ho sɛ, ‘Yeinom yɛ Awurade nkurɔfoɔ, nanso na ɛsɛ sɛ wɔfiri nʼasase so.’
1a24150057	Me din kronkron ho hia me, deɛ Israel efie guu ho fi wɔ amanaman a wɔkɔɔ so mu no.
1a241600db	“Ɛno enti, ka kyerɛ Israel efie sɛ, ‘Yei ne deɛ Otumfoɔ Awurade seɛ: Israel efie, ɛnyɛ mo enti na merebɛyɛ saa nneɛma yi, na mmom me din kronkron no enti, deɛ moguu ho fi wɔ amanaman a mokɔɔ so mu no.
1a241700f2	Mɛda me din kɛseyɛ no kronkronyɛ a woagu ho fi wɔ amanaman mu no adi, edin a woagu ho fi wɔ wɔn mu no. Sɛ mefa wo so da me ho adi sɛ ɔkronkronni ma wɔhunu a, afei amanaman no bɛhunu sɛ mene Awurade no, Otumfoɔ Awurade asɛm nie.
1a24180075	“‘Na mɛyi wo afiri amanaman no mu, mɛboaboa mo ano afiri nsase no nyinaa so de mo asane aba mo ankasa asase so.
1a24190062	Mede nsuo korɔgyenn bɛpete mo so na mo ho ate: Mɛte mo ho afiri nkekaawa ne mo ahoni nyinaa ho.
1a241a0092	Mɛma wo akoma foforɔ na mede honhom foforɔ ahyɛ wo mu. Mɛyi akoma a ɛte sɛ ɛboɔ no afiri wo mu na mama wo akoma foforɔ a ɛte sɛ honam.
1a241b0059	Na mede me Honhom bɛhyɛ wo mu na mama woadi mʼahyɛdeɛ so na woahwɛ adi me mmara so.
1a241c005c	Mobɛtena asase a mede maa mo agyanom no so. Mobɛyɛ me nkurɔfoɔ na mayɛ mo Onyankopɔn.
1a241d0053	Mɛprapra mo ho fi nyinaa. Mɛma aduane aba ama abu so na meremma ɛkɔm mma mo so.
1a241e0076	Mɛma nnua so aba ayɛ bebree na mfuo nso abɔ nnɔbaeɛ sɛdeɛ ɛkɔm enti mo anim rengu ase bio wɔ amanaman no mu.
1a241f0063	Afei, wobɛkae wʼakwammɔne ne wʼamumuyɛ, na wo bɔne ne akyiwadeɛ enti, wo ho bɛyɛ wo nwunu.
1a24200090	Mepɛ sɛ mohunu sɛ ɛnyɛ mo enti na mereyɛ yei, Otumfoɔ Awurade asɛm nie. Momfɛre na momma mo ani nnwu wɔ mo abrabɔ ho, Ao Israel efie.
1a24210092	“‘Yei ne deɛ Otumfoɔ Awurade seɛ: Ɛda a mɛte mo ho afiri mo bɔne ho no, mɛma nnipa atena mo nkuro so bio na wɔbɛsisi mmubuiɛ no bio.
1a24220078	Asase a ada mpan no, wɔbɛdua so nneɛma na ɛrenna hɔ kwa sɛdeɛ na ɛteɛ wɔ wɔn a na wɔtwam hɔ no ani soɔ no.
1a242300a0	Wɔbɛka sɛ, “Saa asase a ada mpan yi ayɛ sɛ Eden turo. Nkuropɔn a na adane mmubuiɛ, ayɛ afoafo na asɛe yi, wɔabɔ ho ban na nnipa abɛtenatena mu.”
1a2424009d	Afei aman a aka a atwa wo ho ahyia no bɛhunu sɛ me Awurade, makyekyere deɛ na asɛeɛ na madua wɔ deɛ na ada mpan soɔ, me Awurade na maka na mɛyɛ.’
1a24250083	“Yei ne deɛ Otumfoɔ Awurade seɛ: Mɛtie Israel efie abisadeɛ na mayɛ yei ama wɔn; Mɛma wɔn nkurɔfoɔ adɔɔso sɛ nnwan,
1a242600bd	wɔbɛdɔɔso sɛ nnwankuo a wɔde wɔn kɔ Yerusalem sɛ afɔrebɔdeɛ wɔ afahyɛ nna. Saa ara na nnipa dodoɔ bɛhyɛ nkuropɔn a abubuo no so ma. Afei wɔbɛhunu sɛ mene Awurade no.”
1a25010073	Na Awurade nsa wɔ me so na ɔde ne Honhom yii me firii adi de me bɛsii bɔnhwa no mfimfini, na nnompe ayɛ no ma.
1a2502005f	Ɔde me dii akɔneaba wɔ mu na mehunuu nnompe bebree wɔ bɔnhwa no ase, nnompe a ɛho akokwa.
1a25030080	Ɔbisaa me sɛ, “Onipa ba, saa nnompe yi bɛtumi anya nkwa anaa?” Mekaa sɛ, “Ao Otumfoɔ Awurade, wo nko ara na wonim.”
1a25040080	Afei ɔka kyerɛɛ me sɛ, “Hyɛ nkɔm wɔ nnompe yi ho na ka kyerɛ wɔn sɛ, ‘Nnompe a mo ho akokwa, montie Awurade asɛm!
1a2505005f	Yei ne deɛ Otumfoɔ Awurade ka kyerɛ saa nnompe yi: Mɛma ahomeɛ aba mo mu na mobɛnya nkwa.
1a250600a2	Mɛma ntini abɛsosɔ mo mu, na mede ɛnam agu mo so na mede wedeɛ akata mo so. Mede ahomeɛ bɛgu mo mu na moaba nkwa mu. Afei wobɛhunu sɛ mene Awurade.’”
1a250700a1	Ɛno enti mehyɛɛ nkɔm sɛdeɛ wɔhyɛɛ me no. Na megu so rehyɛ nkɔm no, ɛnne bi baeɛ, awosoɔ bi, na nnompe no keka bobɔɔ mu, dompe bɛkaa ne dompe ho.
1a2508006c	Na mehwɛeɛ hunuiɛ sɛ ntini baa so, na ɛnam baa ho na wedeɛ bɛkataa so, nanso na ahomeɛ biara nni mu.
1a250900d7	Afei ɔka kyerɛɛ me sɛ: “Hyɛ nkɔm kyerɛ ahome, hyɛ nkɔm onipa ba, na ka kyerɛ no sɛ, ‘Sei na Otumfoɔ Awurade seɛ: Ahome, firi mframa ɛnan no mu bra bɛhome gu saa awufoɔ yi mu na wɔnya nkwa.’”
1a250a0095	Enti mehyɛɛ nkɔm sɛdeɛ ɔhyɛɛ me no, na ahome hyɛnee wɔn mu; na nkwa baa wɔn mu ma wɔsɔre gyinagyinaa wɔn nan so, ɛdɔm kɛseɛ pa ara.
1a250b00a6	Afei ɔka kyerɛɛ me sɛ, “Onipa ba, saa nnompe yi yɛ Israel efie nyinaa. Wɔka sɛ: ‘Yɛn nnompe ho akokwa na yɛn anidasoɔ asa. Wɔatwa yɛn agu korakora.’
1a250c00b8	Ɛno enti hyɛ nkɔm na ka kyerɛ wɔn sɛ: ‘Yei ne deɛ Otumfoɔ Awurade seɛ: Me nkurɔfoɔ, merebɛbuebue mo adamena na mayi mo afiri mu apue. Mede mo bɛsane aba Israel asase so.
1a250d0066	Afei mo, me nkurɔfoɔ, sɛ mebuebue mo adamena na meyiyi mo firi mu a, mobɛhunu sɛ mene Awurade no.
1a250e00a5	Mede me Honhom bɛhyɛ mo mu na mobɛnya nkwa, na mede mo bɛtena mo ankasa asase so. Afei mobɛhunu sɛ me, Awurade na makasa na mayɛ nso, Awurade asɛm nie.’”
1a250f0020	Awurade asɛm baa me nkyɛn sɛ:
1a251000d3	“Onipa ba, fa dua na twerɛ ho sɛ, ‘Yei gyina hɔ ma Yudafoɔ ne Israelfoɔ a wɔka ne ho no.’ Afei fa dua foforɔ na twerɛ ho sɛ, ‘Efraim dua a ɛyɛ Yosef ne Israel efie a wɔka ne ho nyinaa dea.’
1a25110034	Ka ne mmienu bɔ mu na ɛnyɛ dua baako wɔ wo nsam.
1a25120050	“Sɛ wo nkurɔfoɔ ka sɛ, ‘Worenkyerɛ yɛn deɛ wode yei kyerɛ anaa a,’
1a251300dc	ka kyerɛ wɔn sɛ, ‘Yei ne deɛ Otumfoɔ Awurade seɛ: Merebɛfa Yosef dua a ɛhyɛ Efraim ne Israel mmusuakuo a wɔka ne ho no nsa, na mede abɔ Yuda dua no mu ayɛ mmienu no baako, na wɔbɛyɛ baako wɔ me nsam.’
1a2514002e	Ma nnua a woatwerɛtwerɛ ho no so kyerɛ wɔn
1a251500c5	na ka kyerɛ wɔn sɛ, ‘Yei ne deɛ Otumfoɔ Awurade seɛ: Mɛyi Israelfoɔ afiri amanaman a wɔkɔ soɔ no so. Mɛboaboa wɔn ano afiri afanan nyinaa na mede wɔn asane aba wɔn ankasa asase so.
1a251600a8	Mɛyɛ wɔn ɔman baako wɔ asase no so wɔ Israel mmepɔ so. Ɔhene baako bɛdi wɔn nyinaa so na wɔrenyɛ aman mmienu bio, na wɔrenkyɛ mu nyɛ wɔn ahennie mmienu.
1a251700d7	Wɔremfa wɔn ahoni ne nsɛsodeɛ tantane no anaasɛ wɔn nnebɔne no mu bi ngu wɔn ho fi bio, na mɛgye wɔn nkwa afiri wɔn akyirisane bɔne mu na mɛte wɔn ho. Wɔbɛyɛ me nkurɔfoɔ na mayɛ wɔn Onyankopɔn.
1a2518008c	“‘Me ɔsomfoɔ Dawid bɛdi wɔn so ɔhene na wɔn nyinaa bɛnya odwanhwɛfoɔ baako. Wɔbɛdi me mmara so na wɔahwɛ mʼahyɛdeɛ ayɛ.
1a251900bb	Wɔbɛtena asase a mede maa me ɔsomfoɔ Yakob, asase a mo agyanom tenaa soɔ. Wɔne wɔn mma ne wɔn mma mma bɛtena hɔ afebɔɔ, na me ɔsomfoɔ Dawid bɛyɛ wɔn ɔberempɔn afebɔɔ.
1a251a008f	Me ne wɔn bɛyɛ asomdwoeɛ apam, ɛbɛyɛ apam a ɛte hɔ daa. Mɛma wɔatim na mama wɔadɔre na mede me kronkronbea bɛsi wɔn mu afebɔɔ.
1a251b004c	Me tenabea bɛwɔ wɔn mu, mɛyɛ wɔn Onyankopɔn na wɔayɛ me nkurɔfoɔ.
1a251c0079	Afei amanaman no bɛhunu sɛ me Awurade, me na meyɛ Israel kronkron, ɛberɛ a me kronkronbea si wɔn mu afebɔɔ.’”
1a26010020	Awurade asɛm baa me nkyɛn sɛ,
1a2602006d	“Onipa ba, fa wʼani si Gog, a ɛwɔ Magog asase so no so, Mesek ne Tubal ɔberempɔn no; hyɛ nkɔm tia no
1a26030060	na ka sɛ: ‘Yei ne deɛ Otumfoɔ Awurade seɛ: Me ne wo anya, Gog, Mesek ne Tubal ɔberempɔn.
1a260400f6	Mɛkyinkyim wo na mede nnarewa asosɔ wʼapantan mu, na mede wo ne wʼakodɔm nyinaa, wʼapɔnkɔ, wʼapɔnkɔtesofoɔ a wɔhyehyɛ akotaadeɛ ne ɛdɔm kɛseɛ a wɔkurakura akokyɛm akɛseɛ ne nketewa a wɔn nyinaa rehinhim wɔn akofena, apue.
1a26050060	Persia, Kus ne Put a wɔn nyinaa kurakura akokyɛm na wɔhyehyɛ wɔn dadeɛ kyɛ bɛka wɔn ho,
1a2606007c	afei Gomer ne nʼasraafoɔ nyinaa ne Bet-Togarma a wɔfiri atifi fam akyirikyiri ne nʼasraafoɔ ne aman bebree bɛka wo ho.
1a26070073	“‘Siesie wo ho, yɛ krado, wo ne nipakuo a wɔaboaboa wɔn ho ano wɔ wo nkyɛn nyinaa na yɛ wɔn so hwɛfoɔ.
1a26080101	Nna bebree akyi no, wobɛtwe atuo. Mfeɛ bi akyi no wobɛko afa asase bi a wafiri ɔko mu afirie na wɔaboaboa ɛso nnipa afiri amanaman so aba Israel mmepɔ a ada mpan akyɛre no so. Wɔde wɔn fifiri amanaman no mu, na seesei wɔn nyinaa te asomdwoeɛ mu.
1a26090088	Wo ne wʼasraafoɔ nyinaa ne aman bebrebe a wɔwɔ wo nkyɛn no bɛforo akɔ mo anim sɛ ahum. Mobɛyɛ sɛ omununkum akata asase no so.
1a260a0074	“‘Yei ne deɛ Otumfoɔ Awurade seɛ: Saa ɛda no, nsusuiɛ bi bɛba wo tirim na wobɛdwene nhyehyɛeɛ bɔne bi.
1a260b00ae	Wobɛka sɛ, “Mɛko afa asase a wɔntoo ɛso nkuraa ho fasuo. Mɛto ahyɛ nnipa a wɔwɔ asomdwoeɛ na wɔnnwene hwee ho, a wɔn mu biara nni ɔfasuo, apono ne akyi adaban.
1a260c00bf	Mɛfom na mawia na madane me nsa atia amanfo a nnipa abɛtena soɔ ne nnipa a wɔaboa wɔn ano afiri amanaman so, nnipa a ayɛmmoa ne adwadideɛ abu wɔn soɔ na wɔtete asase no mfimfini.”
1a260d00f2	Seba ne Dedan ne Tarsis adwadifoɔ ne ne nkuraase nyinaa bɛbisa wo sɛ, “Woaba sɛ worebɛfom anaa? Woaboa wo dɔm ano sɛ morebɛwia na moasoa dwetɛ ne sikakɔkɔɔ, ayɛmmoa ne adwadideɛ akɔ na moafa afodeɛ bebree abranso anaa?”’
1a260e00b4	“Ɛno enti, onipa ba hyɛ nkɔm kyerɛ Gog sɛ, ‘Yei ne deɛ Otumfoɔ Awurade seɛ: Saa ɛda no, ɛberɛ a me nkurɔfoɔ Israelfoɔ te hɔ asomdwoeɛ mu no, worennwene ho anaa?
1a260f0088	Wobɛfiri wʼasase so wɔ atifi fam nohoa tɔnn, wo ne aman bebree a wɔn nyinaa tete apɔnkɔ soɔ, nipadɔm kɛseɛ, asraadɔm a ɛso.
1a261000ef	Mobɛtu atene akɔtia me nkurɔfoɔ Israelfoɔ te sɛ omununkum a ɛkata asase no so. Nna a ɛbɛba no mu, Gog, mɛma woasɔre atia mʼasase, sɛdeɛ aman no bɛhunu me, ɛberɛ a menam wo so bɛda me ho adi sɛ ɔkronkronni wɔ wɔn anim.
1a261100d3	“‘Yei ne deɛ Otumfoɔ Awurade seɛ: Ɛnyɛ wo ne deɛ menam mʼasomfoɔ Israel adiyifoɔ so kaa wo ho asɛm nna a atwam no anaa? Saa ɛberɛ no, wɔde mfeɛ bebree hyɛɛ nkɔm sɛ mɛma wo so de atia wɔn.
1a26120077	Yei ne deɛ ɛbɛsi saa ɛda no. Sɛ Gog to hyɛ Israel asase so a, mʼabufuhyeɛ bɛsɔre, Otumfoɔ Awurade asɛm nie.
1a26130067	Mʼanem ne mʼabufuhyeɛ mu, mepae mu ka sɛ, saa ɛberɛ no asasewosoɔ kɛseɛ bɛba Israel asase so.
1a261400c9	Ɛpo mu mpataa, ewiem nnomaa, wiram mmoa, abɔdeɛ biara a ɛwea asase soɔ ne nnipa a wɔwɔ asase so nyinaa ho bɛpopo wɔ mʼanim. Mmepɔ bɛtutu agu, abotan bɛdwiri na afasuo nyinaa abubu agu fam.
1a2615007d	Mɛfrɛ akofena abɛtia Gog wɔ me mmepɔ nyinaa so, Otumfoɔ Awurade asɛm nie. Wɔde akofena bɛsɔre atia wɔn ho wɔn ho.
1a261600a1	Mede ɔyaredɔm ne mogyahwiegu bɛbu no atɛn, mɛhwie osubrane, ampariboɔ, ogya ne sɔfe a ɛdɛre agu ɔno ne nʼasraafoɔ ne aman bebree a wɔka ne ho no so.
1a26170070	Enti mɛda me kɛseyɛ ne me kronkronyɛ adi, na mama amanaman ahunu me. Afei wɔbɛhunu sɛ mene Awurade no.’
1a27010080	“Onipa ba, hyɛ nkɔm tia Gog na ka sɛ: ‘Yei ne deɛ Otumfoɔ Awurade seɛ: Me ne wo anya, Gog, Mesek ne Tubal ɔberempɔn.
1a27020063	Mɛkyinkyim wo na matwe wʼase. Mede wo bɛfiri atifi fam nohoa tɔnn na mede aba Israel mmepɔ so.
1a2703005b	Afei, mɛbɔ wo tadua afiri wo nsa benkum mu na mama wʼagyan afiri wo nsa nifa mu agu fam.
1a2704009d	Wo ne wʼakodɔm nyinaa ne aman a wɔka wo ho bɛtotɔ wɔ Israel mmepɔ so. Mede wo bɛma nnomaa ahodoɔ a wɔpɛ deɛ aporɔ ne wiram mmoa sɛ wɔn aduane.
1a27050046	Mobɛtotɔ wɔ mfuo so, ɛfiri sɛ makasa, Otumfoɔ Awurade asɛm nie.
1a27060076	Mɛtɔ ogya agu Magog so ne wɔn a wɔtete hɔ asomdwoeɛ mu wɔ mpoano nsase so no na wɔbɛhunu sɛ mene Awurade no.
1a270700c1	“‘Mɛma me nkurɔfoɔ Israelfoɔ ahunu me din kronkron wɔ wɔn mu na meremma ho ɛkwan mma wɔnngu me din kronkron ho fi, na aman no bɛhunu sɛ me Awurade mene Ɔkronkronni no wɔ Israel.
1a27080055	Ɛreba! Na ampa ara ɛbɛsi, Otumfoɔ Awurade asɛm nie. Ɛda a maka ho asɛm no nie.
1a270900c2	“‘Afei wɔn a wɔtete Israel nkuro soɔ bɛfiri adi na wɔde akodeɛ no bɛsɔ ogya, akokyɛm nketewa ne akɛseɛ, tadua ne agyan, mporibaa ne mpea. Wɔde bɛyɛ anyina asɔ ogya mfeɛ nson.
1a270a00c9	Ɛrenhia sɛ wɔbɛkɔ anyina wɔ mfuo no so anaasɛ wɔbɛpɛ bi wɔ kwaeɛ mu, ɛfiri sɛ wɔde akodeɛ no bɛsɔ ogya. Na wɔbɛfom wɔn a wɔfom wɔn nneɛma no nneɛma, Otumfoɔ Awurade asɛm nie.
1a270b010e	“‘Saa ɛda no, mɛyɛ amusieeɛ wɔ Israel ama Gog, wɔ bɔnhwa a ɛda baabi a wɔn a wɔtu ɛkwan kɔ apueeɛ fam wɔ ɛpo no ho fa. Ɛbɛsi akwantufoɔ ɛkwan ɛfiri sɛ Gog ne ne nipadɔm no, wɔbɛsie wɔn wɔ hɔ. Ɛno enti wɔbɛfrɛ hɔ sɛ Hamon Gog bɔnhwa.
1a270c0044	“‘Na Israel efie de abosome nson bɛsie wɔn de adwira asase no.
1a270d0083	Nnipa a wɔwɔ asase no so bɛsie wɔn, na ɛda a wɔbɛhyɛ me animuonyam no bɛyɛ nkaeɛda ama wɔn, Otumfoɔ Awurade na ɔseɛ.
1a270e00d8	Ɛberɛ biara, wɔbɛfa mmarima daa ama wɔaprapra asase no so. Ebinom bɛfa asase no so nyinaa, na ebinom nso asie wɔn a wɔda so gugu asase no so. “‘Abosome nson akyi no, wɔbɛfiri aseɛ ahwehwɛ asase no so.
1a270f00a1	Ɛberɛ a wɔrekyinkyin asase no so no, sɛ wɔn mu bi hunu onipa dompe a, ɔbɛhyɛ hɔ agyiraeɛ akɔsi sɛ asiefoɔ bɛfa akɔsie wɔ Hamon Gog bɔnhwa no mu.
1a2710004a	(Kuro bi bɛba hɔ a ne din de Hamona). Na sei na wɔbɛdwira asase no.’
1a27110114	“Onipa ba, yei ne deɛ Otumfoɔ Awurade seɛ: Frɛ nnomaa ahodoɔ ne wiram mmoadoma nyinaa na ka kyerɛ wɔn sɛ, ‘Mommoaboa mo ho ano mfiri mmeammea mmra afɔrebɔ a meresiesie ama mo no ase, afɔrebɔ kɛseɛ wɔ Israel mmepɔ so. Ɛhɔ na mobɛwe ɛnam na moanom mogya.
1a271200b7	Mobɛwe nnɔmmarima nam wɔ hɔ na moanom asase so mmapɔmma mogya te sɛ deɛ wɔyɛ nnwennini ne nnwammaa, mpapo ne anantwinini a wɔn nyinaa yɛ Basan ayɛmmoa a wɔadɔre sradeɛ.
1a27130071	Afɔdeɛ a meresiesie ama mo no, mobɛdi sradeɛ kɔsi sɛ mobɛyɛ pintinn na moanom mogya akɔsi sɛ mobɛbobo.
1a27140081	Mobɛwe apɔnkɔ ne sotefoɔ, nnɔmmarima ne asraafoɔ ahodoɔ nyinaa ɛnam amee wɔ me ɛpono so,’ Otumfoɔ Awurade asɛm nie.
1a27150066	“Mɛda mʼanimuonyam adi wɔ amanaman no mu na wɔn nyinaa bɛhunu asotwe ne nsa a mede ato wɔn so.
1a27160056	Ɛfiri saa ɛda no rekorɔ, Israel efie bɛhunu sɛ mene Awurade, wɔn Onyankopɔn no.
1a271700d8	Na amanaman no bɛhunu sɛ Israelfoɔ kɔɔ nkoasom mu wɔn bɔne enti, ɛfiri sɛ wɔanni me nokorɛ. Ɛno enti mede mʼanim hintaa wɔn, na mede wɔn hyɛɛ wɔn atamfoɔ nsa na wɔn nyinaa totɔɔ wɔ akofena ano.
1a27180054	Me ne wɔn diiɛ sɛdeɛ wɔn ho fi ne wɔn mfomsoɔ teɛ, mede mʼanim hintaa wɔn.
1a271900a2	“Ɛno enti sei na Otumfoɔ Awurade seɛ: Mede Yakob bɛfiri nkoasom mu aba na manya ahummɔborɔ ama Israelfoɔ nyinaa, na mɛtwe me din kronkron no ho ninkunu.
1a271a008b	Wɔn werɛ bɛfiri wɔn animguaseɛ ne nokorɛ a wɔanni me ɛberɛ a na wɔte hɔ asomdwoeɛ mu wɔ wɔn asase so a obiara nhunahuna wɔn.
1a271b00a1	Sɛ mede wɔn firi amanaman no so sane ba na meboaboa wɔn ano firi wɔn atamfoɔ nsase so a, mɛfa wɔn so ada me kronkronyɛ adi wɔ amanaman no nyinaa ani so.
1a271c00d8	Afei wɔbɛhunu sɛ mene Awurade wɔn Onyankopɔn no, ɛfiri sɛ ɛwom sɛ mede wɔn kɔɔ nnommumfa mu wɔ amanaman no mu deɛ, nanso mɛboaboa wɔn ano akɔ wɔn ankasa asase so a merennya wɔn mu biara wɔ akyire.
1a271d0070	Meremfa mʼanim nhinta wɔn bio, ɛfiri sɛ mɛhwie me Honhom agu Israel efie so, Otumfoɔ Awurade asɛm nie.”
1a280100cd	Yɛn nnommumfa afe a ɛtɔ so aduonu enum, afe no ahyɛaseɛ bosome ɛda a ɛtɔ so edu a ɛyɛ kuropɔn no asehweɛ afe a ɛtɔ so dunan no, saa ɛda no ara no Awurade nsa baa me so, na ɔde me kɔɔ hɔ.
1a2802009e	Onyankopɔn anisoadehunu mu no, ɔde me kɔɔ Israel asase so, na ɔde me kɔgyinaa bepɔ tenten bi so; nʼanafoɔ fam no na adan bi wɔ hɔ a ɛsɛ kuropɔn.
1a28030093	Ɔde me kɔɔ hɔ na mehunuu ɔbarima bi a ne tebea te sɛ kɔbere mfrafraeɛ; na ɔgyina ɔpono no ano, kura serekye ahoma ne susudua wɔ ne nsam.
1a280400e1	Ɔbarima yi ka kyerɛɛ me sɛ, “Onipa ba, fa wʼani hwɛ na fa wʼaso tie na biribiara a merebɛkyerɛ wo no, fa wʼadwene di akyire, ɛfiri sɛ ɛno enti na wɔde wo aba ha. Ka biribiara a wobɛhunu kyerɛ Israel efie.”
1a280500e1	Mehunuu ɔfasuo a atwa asɔredan no mfefaremu nyinaa ho ahyia. Susudua a ɛhyɛ ɔbarima no nsam no tenten yɛ anammɔn edu ne fa. Ɔsusuu ɔfasuo no hunuu sɛ ne pipiripie yɛ anammɔn edu ne fa, na ne ɔsorokɔ nso saa ara.
1a2806008c	Afei, ɔkɔɔ abɔntenpono a ɛkyerɛ apueeɛ fam no ano. Ɔforoo nʼatrapoe no na ɔsusuu aboboano na ne tɛtrɛtɛ yɛ anammɔn edu ne fa.
1a2807011d	Awɛmfoɔ adan no mu biara tentene mu yɛ anammɔn edu ne fa na ne tɛtrɛtɛ mu nso yɛ anammɔn edu ne fa. Afasuo ntiantia a ɛtwitwa awɛmfoɔ adan no ntam mu pipiripie yɛ anammɔn nson ne fa. Ntwonoo a anim kyerɛ asɔredan no aboboano ɛpono no tɛtrɛtɛ yɛ anammɔn edu ne fa.
1a2808001f	Afei ɔsusuu ɛpono no ntwonoo;
1a28090089	na ne tentene mu yɛ anammɔn dumienu, na nʼadum mu biara nso pipiripie yɛ anammɔn mmiɛnsa. Ɛpono no ntwonoo anim hwɛ asɔredan no.
1a280a00a9	Na awɛmfoɔ adan mmiɛnsa mmiɛnsa wɔ apueeɛ ɛpono no benkum so ne nifa so; na ne nyinaa kɛseɛ yɛ pɛ na afasuo ntiantia a ɛtwitwa ntam no nso pipiripie yɛ pɛ.
1a280b007d	Afei ɔsusuu abɔntenpono no ano ɛkwan, na ne tɛtrɛtɛ yɛ anammɔn dunum na ne tentene mu nso yɛ anammɔn dunkron ne fa.
1a280c00a3	Awɛmfoɔ adan no mu biara anim wɔ ɔfasuo tiawa a ne sorokɔ yɛ ɔnamɔn ne fa, na awɛmfoɔ adan no mu biara yɛ ahinanan a ɔfa biara susu anammɔn edu ne fa.
1a280d00c9	Afei ɔsusuu ɛpono no firi awɛmfoɔ adan no mu baako ɔfasuo a ɛwɔ akyire no atifi kɔsii ɛdan a ɛne no di nhwɛanim no akyire ɔfasuo atifi; na ɛkwan a ɛda ntam yɛ anammɔn aduasa nson ne fa.
