0100000005	Camba
30031c009f	Wa Yawuut haa, wa nikaaɗi Yawuut haa, wa ñaam haa, wa raakiɗ haf ce haa, wa ƴaar haa, wa ɓitiɓ haa, ɗu jen ɗu yino ŋ niki ɗu nik ŋ Kiristaani Yeesu.
30031d006b	Nik ne ɗu ɓaah ŋ Kiristaani ɗah, ɗu ɓaah ŋ ɓi rimkoh ŋ Ibrahiima, te ɗu hey lame findi wa gapohu.
3004010080	Te inii weɗ ŋ woo: Lamohi, feeh a komaaki ƴin ɗah, a na ñaami, ɓa ɗalohɗi ali in, ali nik ne sah, a yi raak lamaahi jen.
300402005f	A na nike ŋ yaah ɓooɓi na taambkohee ɗe na raak-raak kiŋ ɗe po ŋ jamanooni baabi woyoha.
3004030057	Wa mand ɗaa nga ɓoo. Wa ɓoo nik ƴin, ɓoo nikee ñaam ciŋ in ci na tiindɗe Adina.
3004040076	Waaye wi jamanooniŋ wa ree, Kooh woossa Kuɓkiŋ ɗe, yi rimkoh ŋ ɓitiɓ, te wi a rimuk, a waasiŋMusaa yilfee ɗe,
3004050049	ne a on ɓi waasi yilif, ɓa raak haf ɓa. Jaar ɓoo nik kuɓuuciŋ Kooh.
3004060082	Ini teeɓoh ne ɗu kuɓu Kooh weɗ woosi a woos Fuuɗsiŋ Kuɓkiŋ ɗe ŋ keeñ ciŋ ɓoo, yi na tahe ɓoo woo an: «Abba! Baab!»
300407006b	Ŋ ineem, fu nikisɗi ñaam, fu kuɓu; te nik ne fu kuɓu ɗah, fu hey rahse in ci Kooh gap kuɓuuciŋ ɗe.
3004080047	Ɗeɓgaan, ɗu inheeɗi Kooh, ɗu nikee ñaam ciŋ kooh ci nikaaɗiici.
30040900d8	Waaye ɗiski wa nik ɗu inhiɗ Kooh - te ini uup raak njiriñ sah, weɗ ne Kooh inhohiɗ na ɗu - ɗu min na wiirkoh ŋ in ci na tiindɗe Adina, ci raakaaɗi hatil na njiriñ ceem, po ɗu waaɗee nikis ñaam ciŋ ca?
30040a0065	Ɗu ɓii yakiɗ ɓi mbeh, na ɓi caɓin na ɓi kiis na ɓi jamano, ɗu liiɓ haa ne ɗu joya joy tum!
30040b0044	Ŋ neƴƴohiɗ ne yaaɓi ŋ yaaɓee nga ɗu jen nik ɓarang ɓarang.
30040c0075	Ŋ kiim ɗu wa kiim ɓaah ciŋ ngo, mandaat na so, findi ŋ mandee na ɗu wa ŋ nik na ɗu. Ɗu ɗalɗi so waas yino.
30040d004a	Ɗu inhiɗa, a kosaay ɓayee so nga ɗu wa ŋ koc ɗu woo Yegɗohiŋ Muci.
30040e00a6	Moona kosaay keem mineen tah po ɗu heef fo, wala ɗu sepeƴnuk ko, waaye ɗu tumɗaa; ɗu teyɗuk ko teyɗuk moɗoɗ po haa ŋ malaaka, po haa ñam Kiristaani Yeesu.
30040f007e	Waam, ɗu sumeen! Mi yii seede ne wa mineen nik ɗah, ɗu heen nihse has ciŋ ɗu, ɗu eɗ to ca. Wa ye rahas ɗu ŋ harmbani?
300410003a	Ini ŋ woo ɗu keeh joyiɗ tah po ŋ nik sangiɗiŋ ɗu e?
300411006f	Ɓooɓi sawar nga ɗu ɓeem, liiɓohaaɗ ciŋ ɓa baahɗi. Ɓa waaɗ ɗu saɓsoh na ɓoo, ne ɗu sawar nga ɓa.
3004120079	Wa in baahiɗ ne ɗu gen raak ɓooɓi sawaran nga ɗu, ali ŋ nikɗi nga sah, waaye wa nikaat ne a in baahiɗ taha kuruk.
3004130090	Kuɓuuciŋ ngo, ɗu tahiɗ po mi yii raakis miskiɗ findi ɓitɓi na ɓasle, te wa genan gen po mbaɗna mandohaaɗiŋ Kiristaani rimkan nga ɗu.
300414007c	Ŋ mineen ɗah, ŋ hee nikee ŋ ɗooƴ ɗu kotii, ne ŋ uup min woo na ɗu baahiɗ, laam, ŋ inhisɗi findi ŋ tuman na ɗu.
3004150056	Woyaat to, ɗu ɓi waaɗ ne waasiŋ Musaa yilif ɗu, ɗu kerahɗi ini waasi na woye e?
3004160057	Wa woo ne Ibrahiima raakee kuɓu kanak, yinni rimkoh ŋ ñaam, yinoori rimkohha ŋ gor.
300417005d	Waaye yi ñaami rim, a rimuk findi ɓo' na rimkohe, te yi gori rim, a rimuk ŋ gapohiŋ Kooh.
30041800ad	Ineem raakiɗ ini wa waaɗ woo: Ɓitiɓ ci kanak ceem ɓa nikiɗ findi ambtiɗoh kanak. Yinoori, a yi ambtiɗohi tufkiɗohu tangooraŋ Sinaay, a na rime ñaam, a yi Haajara.
3004190080	Haajara yeem, a yi tangooraŋ Sinaay, wa nik ŋ Arabi - te a yi nam nik Yerusalemi woti-woti, wa ñaam, wa na kuɓuuciŋ wa jen.
30041a003f	Waaye Yerusalemaŋ ɗafka raakiɗ haf wa, te weɗ yaayiŋ ɓoo.
30041b00c7	Wa fiisuuɗ ne: «Suma, fu yi ɓitɓi jaasir, fu yi raakɗi kuɓu! Leehka sagu sum, fu yi moosɗi yegoh miskiɗ ciŋ ɓasil! Kuɓuuciŋ ɓitɓi faɗu ɓeɗ uupan laay ɓiŋ ɓitɓi nik na ƴaar ce.»
30041c0046	Ini kaɗ nga ɗu, ɓaah ciŋ ngo, ɗu kuɓuuciŋ gapohi findi Isaahha.
30041d0091	Waaye ŋ jamanoonaam, kuɓki rimuk findi ɓo' na rimkohe, meeɗeen tolfiɗ yi rimuk ŋ tumohaaɗ ciŋ Fuuɗsi Hoolohngaani, te wa mand ɗaa woti.
30041e0079	Waaye Fiis ci woo ye nga? Ca woo ne: «Aaña ñaami na kuɓkiŋ ɗe, laam, kuɓkiŋ ñaami joyɗi lam na kuɓkiŋ gori.»
30041f003a	Mbaa ɓaah ciŋ ngo, ɓoo kuɓu ñaam haa, ɓoo kuɓu gor.
3005010063	Kiristaani naafiɗ ɓoo ne ɓoo raak haf ɓoo. Kon, ndengɗukaat, te kinaat dokkis ɗu nikis ñaam.
3005020073	Sikɗukaat to! Mi yi Pool, ñam na woyee ɗu wa: Ɗu teyɗuk nguɗu ɗah, Kiristaani heyɗi ɗu raakɗisse njiriñ.
3005030074	Te mi woytohis ɓo' nu teyɗuk nguɗu ɗah: Ɓoyeem inhaat ne a joy joy taambiɗ nakoh ciŋ waasi findi ca hend jen.
3005040070	Ɗu ɓi na waake kiyurah taamboh ŋ nakoh ciŋ waasi, ɗu saɓsohuuɗ na Kiristaani; ɗu ñakiɗ baahohiŋ Kooh.
300505008d	Ɓoo nak, e Fuuɗsi Hoolohngaani on ɓoo oolki ɓoo ooluk ne Kooh hey ɓoo one kiyurah taamboh ŋ kosi ɓoo kos, te ɓoo ɓii seka na seesuk.
3005060075	Ini raak njiriñ ngaŋ ɓi nik ŋ Kiristaani Yeesu, wa nguɗuk haa, wa nguɗkaaɗi haa, wa kosi na tume sagu waaɗoh.
3005070051	Ɗu nikee ŋ waas baahiɗ! Ya ɓa tufkiɗ ɗu, po a hondohha ɗu kerhiɗ keeh ki?
3005080036	Ini ɓek ɗu ŋ inii pulohɗi ŋ Kooh yi ɓeeɗuk ɗu.
3005090039	Findi wa na woyohse: Lawiir ƴissuut na guufɗe muni jen.
30050a00a0	Mi, ŋ oolkiɗ ɗu, ŋ niki ɓoo nik ŋ Heɗi. Ŋ inhiɗ ne ɗu hunan na so. Waaye ɓoyi yahroh hel ciŋ ɗu, ɓo' nu a min ki nik ɗah, Kooh hey ɗe wa wirnde.
30050b00c6	Ɓaah ciŋ ngo, ini kaɗ nga so, nikee ne ŋ ris ɓeeɗkoh nguɗuk ɗah, kon, ŋ heeɗi tolfiɗasse poyi. Mbaa, yegɗohi mi na yegɗohe kakaan kiŋ Kiristaani ŋ kurwaana, heeɗi kafndisse ali ɓo'!
30050c0054	Ɓi na ɓaye ɗuuɗ ŋ ɗooƴ ɗu, cey, ɓa mineen nguɗuk po ɓa ɓuc haf ɓa ɗah!
30050d00c7	Ɗu nak, ɓaah ciŋ ngo, Kooh ɓeeɗkiɗ ɗu ne ɗu raak haf ɗu; waaye kinaat tonduk ŋ ineem, ɗu taambɗee kiñin ciŋ ɗu; yaa nu nga ɗu ɗah, waaɗi a waaɗ morom ce tahaat po a taambkohee ɗe.
30050e006b	Nakoh ciŋ waasi jen, ɓo' miniɗ ca rohƴiɗ ŋ woo yino, an: «Waaɗa morom fu findi fu waaɗoh haf fu.»
30050f004b	Waaye ɗu ɗoɓtiɗohe, ɗu sifiñsohtiɗohee ɗah, wortukaat yahrohtiɗoh.
3005100057	Inii weɗ ŋ woo: Pesohaat Fuuɗsi Hoolohngaani, mbaa ɗu taambɗanɗi kiñin ciŋ ɗu.
30051100b7	Laam, ɓoo taambiɗ kiñin ciŋ ɓoo ɗah, in ci ɓoo waaɗ na ci Fuuɗsi waaɗ suftiɗkoh suftiɗkoh; waaɗ-waaɗ ci kanak ci suftiɗkoh suftiɗkoh, po ɗu na tumeeɗi ini ɗu waaɗ.
3005120049	Waaye ɗu faɗ Fuuɗsi, a adgiɗ ɗu ɗah, nakoh ciŋ waasi yilifɗi ɗu.
300513005b	Ɓooɓi jen inhiɗ ini taambiɗ kiñin na rime: Faankoh sangohuuɗ, usɓiɗ haf fu, cakaay,
300514008c	ñaamuk kooh ci nikaaɗiici, honjomoh, sangtiɗoh, lahtoh, siisoh, yooɓ ayruk, nook ŋ haf fu, saɓsoh ɓo', ɓek kerhiɗohaaɗi ŋ mboolo,
300515009c	siis, [apoh,] laar, mbuumbaay na in ci mand na ca. Findi ŋ woytohee ɗu, mi yii woytohis ɗu: Ɓooɓi na tume in ceem, ɓa raakanɗi ɓak ŋ Nguuriŋ-Kooh.
300516006d	Waaye ini Fuuɗsi na rime ŋ ɓoyi, weɗ in cii: Waaɗoh, sum, jam, min muñ seke, baah, haltukoh, car oolku,
300517003b	nik ɓo' soosiɗ, min amb haf fu; ali waas sangɗi in ceem.
3005180097	Ɓi ɓaah ŋ Kiristaani Yeesu nak, ɓa daaƴiɗ ŋ kurwaa ini meeɗ ɓa ɓek ŋ taambiɗ kiñin ciŋ ɓa na waaɗ-waaɗ ciŋ ɓa na maɗ-maɗ ciŋ ɓa.
3005190038	Ɓoo pesohee Fuuɗsi ɗah, ɓoo namaat taambiɗ Fuuɗsi.
30051a0044	Ɓoo kinaat hotsiɗuk; ɓoo faɗaat waak lahtoh, ɓoo kinaat siisoh.
30060100d7	Ɓaah ciŋ ngo, ɓo' telu tumee ini yurahɗi ɗah, ɗu ɓi na pesohe Fuuɗsi Hoolohngaani, ɓaatɗohaat ɗe po a dokuk ŋ waas, wa hun na woo soosiɗ. Te yaa nu nga ɗu ɗah, marak haf ce baahiɗ po a namuu kafnduk.
3006020062	Yaa nu nga ɗah raankohaat morom ce ɓitki a ɓituk. Ɗu tuma ɗah, ɗu mitiɗ waasiŋ Kiristaani.
3006030041	Yi amb ne a yi uupiɗ njiriñ, te a ali in haa, a na leye haf ce.
300604006d	Yaa nu nga markisaat ini a na tume, a hot ini neɓ ɗe nga ɗah, a neɓsaat, waaye a ɓeesuu wa ŋ ɓinooɓi;
3006050023	in nu ɓo' tum ɗah, a tuma haf ce.
3006060052	Yi na jangɗasse woo kiŋ Kooh, eɗaat yi na jangɗee ɗe ngaŋ baahiɗ ci a raak.
300607004a	Kinaat lee haf ɗu; Kooh na njembtasseeɗi. Ini ɓoyi sok, weɗ a nguɗan.
30060800d0	Yi sok wuu ini neɓ faaniŋ ɗe, nguɗan ini puloh ŋ neɓiɗ ciŋ faaniŋ ɗe, maanaam ɗumbu, waaye yi sok wuu Fuuɗsi Hoolohngaani, nguɗan ini puloh ŋ Fuuɗsi Hoolohngaani, maanaam kipes ki heyɗi reehe.
300609006a	Ɓoo kinaat yaaɓ ŋ tum in baahiɗ, laam, ɓoo hey nguɗe ŋ jamanooniŋ wa, ne ɓoo faɗsukɗi nga ɗah.
30060a006f	Mbaa, ɓoo tumɗaat ɓooɓi jen in baahiɗ, ŋ woyisɗi ɗa ɓaah ciŋ ɓoo kosiɗ ci feeh ɓoo ɓii mina ɗah.
30060b0043	Ɗu hotiɗ fiis ci yakak ci mi na fiisootee wuu ɗu na yaahiŋ ngo.
30060c00bf	Ɓi waaɗ hotaat to ŋ ini kaɗ ŋ in ci min hotu, findi ɓa hend jen, ɓeɗ ɓi na woyee ɗu ne ɗu nguɗuk. Ɓa waaɗ in yino dong nga, weɗ ne ɓa sang tolfiɗu sagu kurwaaniŋ Kiristaani.
30060d0079	Ɓeɗ ɓi nguɗuk, ŋ haf ɓa sah, ɓa taambiɗɗi waasiŋMusaa; waaye ɓa waaɗ ne ɗu nguɗuk ne ɓa min yaksiɗuk nga.
30060e00fa	Waaye, ini kaɗ nga so, ŋ heyɗi waake muk yaksiɗkoha ŋ ali in wiiriis ɗal ŋ kurwaaniŋ Heɗ ɓoo Yeesu Kiristaa. Sagu kurwaani, findi ŋ hotoh Adina, wa mand na ini daaƴu ŋ kurwaa, wa raakisɗi njiriñ nga so, te Adina na namee so hotoh ɗaa.
30060f005e	Ini raak njiriñ, wa nguɗuk haa, wa nguɗkaaɗi haa, waaye nik feruuɗ as, weɗ raak njiriñ.
3006100062	Jam na yirmoh nikaat na ɓo' nu na taambɗe ini ŋ nakoh wii ɗah, ca nam nik na Israayeliŋ Kooh!
3006110075	Ini kooɗoh ndii, ali ɓo' kinaat to yaaɓiɗ; mi, ŋ raak ŋ faaniŋ ngo muuy-gaañ ci teeɓoh ne ŋ ɓaah ŋ Yeesu.
3006120048	Ɓaah ciŋ ngo, baahohiŋ Heɗ ɓoo Yeesu Kiristaa nikaat na ɗu! Amiin!
3100000008	Ɓi Efes
31010100ce	Mi yii kañiɗ ɗu, ɗu ɓi ɓo'-Kooh ci nik [ŋ Efes]. Mi yi Pool, ApootariŋKiristaani Yeesu ŋ ini Kooh waaɗ, mi yii fiis ɗu, ɗu ɓi hool wuu Kooh te ɗu carra oolku ŋ niki ɗu nik ŋ Yeesu Kiristaa.
3101020060	Kooh Baabiŋ ɓoo baahohaat ɗu, a on ɗu jam; Yeesu Kiristaa Heɗi baahohaat ɗu, a on ɗu jam!
31010300bc	Eey Kooh, yi nik Koohiŋ Heɗ ɓoo Yeesu Kiristaa, a nammba nik Baabiŋ ɗe, a yakɗaah; ŋ niki ɓoo nik ŋ Kiristaani, a barke'ɗiɗ ɓoo ŋ Fuuɗsi Hoolohngaani, barke nu nik ŋ ɗafki.
310104007a	Ŋ Kiristaani, Kooh taniɗ ɓoo bala Adina camban, ne ɓoo hool wuu ce te ɓoo raakuu sikka ŋ fikiice. Ŋ waaɗohiŋ ɗe,
310105006a	a ambeen ne a hey ɓoo tume kuɓuuciŋ ɗe taamboh ŋ Yeesu Kiristaa. Ineem weɗ a waaɗ ŋ baah kiŋ ɗe,
3101060066	ne ɓoo ƴeek yaki baahohi a baahoh ɓoo yak, wi a on ɓoo ŋ niki ɓoo nik ŋ Kiristaani, yi a waaɗ.
3101070074	Ŋ aami a aam ñif miŋ ɗe, a pulɗohiɗ ɓoo ŋ baahaaɗi, ɓoo ɗaasuuɗ bakaaɗ ci. Weɗ yakkiŋ baahohiŋ Kooh,
3101080055	a eɗta ɓoo nga laayiɗ, wa hunnda na liiɓohaaɗ moɗiɗ nu nik na kiñaañ nu nik.
310109007b	A inhiɗiɗ ɓoo ini ɗasɗukiɗiŋ ini a waaɗee tum. A tufkiɗeen ŋ baah kiŋ ɗe ne, a heya tume taamboh ŋ Kiristaani.
31010a007a	Ineem, a hey wa tume ŋ jamanoonaŋ wa, weɗ ne a ambsoh in ci nik ŋ Eel ci na kehƴi jen, a deg Kiristaani ŋ hafiŋ ca.
31010b00d9	Ɓaatta nga, ŋ niki ɓoo nik nga ɗe, ɓoo rahsiɗ ɓakiŋ ɓoo ŋ gapohi, laam, Kooh taniɗ ɓoo maañ, wa nikee ini a tufkiɗee tum sagu ne a waaɗee wa waaɗ. Te in nu Kooh tufuk tum ɗah, a tuma findi a waaɗoha.
31010c0039	Ɓoo ƴeekaat yaki a yak, ɓoo, ɓi koc ooluk Kiristaani.
31010d00be	Ɗu, wa ɗu kerah woo kiŋ keeh ki, Yegɗohiŋ Muciŋ ɗu, ɗu nameen ɗe kos, te ŋ niki ɗu nik nga ɗe, Kooh eɗiɗ ɗu Fuuɗsi Hoolohngaani gapohse ne a nik ñaasi teeɓoh ne ɗu wuu ce.
31010e00a6	Fuuɗsi Hoolohngaani a yi firnde ne in ci Kooh gap cuuɓiŋ ɗe, ɓoo hey ca rahse. Ɓoo hey ca rahse mbeha ɓoo pulɗassan ŋ miskiɗ. Kon, ɓoo ƴeekaat yaki a yak.
31010f0062	Ineem weɗ tah po, wa ŋ kerah poyi kosi ɗu kos Yeesu Heɗi na waaɗi ɗu waaɗ ɓo'-Kooh ci jen,
3101100058	ŋ gen corkiɗ Kooh ŋ ini kaɗ nga ɗu. Ŋ ɓaahndohee ɗu ŋ kiim ci mi na kiimee ɗe.
31011100c8	Ini mi na kiimɗee ɗu, weɗ ne Koohiŋ Heɗ ɓoo Yeesu Kiristaa, Baabi raak kiyak ki, on ɗu Fuuɗsi Hoolohngaani yi onan ɗu liiɓohaaɗ moɗiɗ te a teeɓ ɗu ya ɓa Kooh po ɗu inah ɗe keeh-keeh.
3101120093	A ñiinɗaat has ciŋ ɗu na keeñ ciŋ ɗu, ne ɗu inah yaakaari a on ɗu wa a ɓeeɗuk ɗu, ɗu nam inah findi gapohiŋ ɗe yakoh ŋ ɓo'-Kooh ci
3101130062	na findi hatiliŋ ɗe yakoh ŋ ɗooƴ ɓa, maanaam ŋ ɗooƴ ɓoo ɓi kos. Weɗ hatili yakohngaani
310114005c	Kooh hultiɗoh Kiristaani, weɗ hatili a nam ɗe ɓoofɗoh ŋ yaah ñaahmiŋ ɗe, ŋ ɗafka.
31011500bc	Kiristaani ɓoofɗuuɗ ŋ ɗafuk ki'adug nu nik, ŋ ɗafuk kikilifa nu nik, ŋ min-min nu nik, ŋ hatil nu nik na in nu raak tiik ɗah, ngaŋ adinaanii dong haa, waaye na adinaani na haye.
3101160079	Kooh on Kiristaani ne a adgoh in ci jen, a degga ɗe ŋ ɗafuk in ci jen, a onnda Janguuni ɗe, ne a nik hafiŋ Janguuni.
3101170064	Janguuni weɗ faaniŋ Kiristaani; ŋ ɗooƴ Janguuni, a yii nga keeh-keeh, te a yi mitiɗ in ci jen.
310201004b	Ini kaɗ nga ɗu, ɗu nikee kaaniɗ sagu ɗal ciŋ ɗu na bakaaɗ ciŋ ɗu.
31020200a7	Ɗu taambɗee pesohaaɗiŋ adinaanii, ɗu taambɗee Seytaani yi adgoh feruuɗ ci baahaaɗiici raak hatil ŋ harmban kehƴi na Eel ci, a yi na tumɗukohe ɓi sang Kooh.
31020300dc	Ɓoo jen, ɓoo ɓaahee ŋ ɓi sang Kooh, ɓoo pesohee taambiɗ kiñin ciŋ ɓoo ɗeɓgaan, ɓoo meeɗ tum ini faan ciŋ ɓoo na liiɓ ciŋ ɓoo waaɗ, te findi ɓoo nikohee, ɓoo sekɗohsee ayrukiŋ Kooh findi ɓinooɓi.
3102040048	Waaye Kooh laayiɗ yirmoh, te waaɗi keeh-keehi a waaɗ ɓoo, tahiɗ po,
310205007f	ali ɓoo nikee kaaniɗ sagu ɗal ci sah, a ambsohiɗ ɓoo na Kiristaani, a onnda ɓoo kipes; inhaat ne a baahoh tah ɗu mucɗu.
310206006a	Ŋ niki ɓoo nik ŋ Kiristaani Yeesu, a hultiɗiɗ ɓoo na Kiristaani, a ɓoofiɗta ɓoo na ɗe ŋ Eel ci.
3102070080	Ineem na teeɓohe baahohiŋ ɗe laayohngaani ŋ jamanooci na haye, taamboh ŋ baahi a baah nga ɓoo ŋ ini Kiristaani Yeesu tum.
3102080051	A baahoh tah ɗu mucɗu, taamboh ŋ kos. Ineem pulohɗi nga ɗu, wa onohiŋ Kooh;
3102090030	tumohaaɗ ci tahɗi, ne ali ɓo' yaksiɗkuu nga.
31020a008c	Laam ɓoo haɓɗuuɗ ciŋ Kooh, a feris ɓoo ŋ Kiristaani Yeesu, ne ɓoo tum in ci baahiɗ ci a kooɗkiɗ ɓoo po ƴutta, ne ɓoo pesoh ca.
31020b00ae	Ɗu nikeeɗi Yawuut ngaŋ ñif. Ɓi na woye haf ɓa nguɗkiɗ ci te ɓa nguɗuk ŋ faan - e yaah ɓo' nguɗ ɓa - ɓa woyeeɗa ɗu nguɗkaaɗiici. Ŋ ineem, naandsukaat inii:
31020c00be	Ɗu raakeeɗi Kiristaani ŋ jamanoonaam, ɗu ɓaaheeɗi ŋ cuuɓiŋ Israayel na ambtiɗoh ciŋ Kooh na ɓa, na gapohi ca puloh. Ɗu nikee ŋ Adina, ɗu raakeeɗi yaakaar, ɗu raakeeɗi Kooh.
31020d0065	Waaye kotii, ŋ niki ɗu nik ŋ Kiristaani Yeesu, ɗu ɓi use, ɗu reɓiɗ, taamboh ŋ ñif miŋ ɗe.
31020e00ad	Laam a Kiristaani ŋ haf ce jamiŋ ɓoo, a yi ambsoh Yawuut na nikaaɗi Yawuut, a tummba ɓa yino; wa a eɗoh faaniŋ ɗe, a sannja ɗingi saɓsohee ɓa, maanaam sangtiɗoh.
31020f00a4	A ɓarngiɗta nakoh ciŋ waasiŋMusaa na tumaah ciŋ wa, ne a tum Yawuut na nikaaɗi Yawuut yino, a feris ɓa ɓo' as ŋ niki ɓa nik nga ɗe; a tufkiɗoh jam ɗaa.
3102100093	Ini a waaɗee tum, weɗ ne kanak ci nik yino, a tummba po ɓa kerhiɗohha na Kooh, te taamboh ŋ kurwaani, a appa sangtiɗohi nikee ŋ harmban ɓa.
310211004d	A hayya woye yegɗoh baahiɗ, jam wuu ɗu, ɗu ɓi use, na jam wuu ɓi reɓe.
310212005f	Taamboh nga ɗe, ɓoo miniɗ reɓ Baabi, ɓii na ɓum ngaŋ Fuuɗis yino, Fuuɗsi Hoolohngaani.
310213007b	Ŋ ineem, ɗu nikisɗi hanhe wala ɓooɓi genohaah; waaye ɗu gentoh ciŋ ɓo'-Kooh ci, ɗu ɓaah ŋ ɓi gen na Kooh kotii.
3102140076	Ɗu taɓahu ŋ fondamaani, maanaam Apootar ci na woosuuɗ ci, te Kiristaani Yeesu ŋ haf ce nikka atoh fi amb taɓahi.
3102150079	A yi amb taɓahi jen, po ɓak ci jen taɓahsee moɗoɗ, wa ɓaatee yak po wa nik kahan Kooh, hoolɗuuɗ taamboh ŋ Heɗi.
310216008a	Ŋ niki ɗu nik nga ɗe, ɗu na name taɓahu ne ɗu hun na kosiɗ ci jen, ɗu nik genoha, wi Kooh genohan taamboh ŋ Fuuɗsi Hoolohngaani.
3103010071	Ineem weɗ tah, mi Pool, mi yi ambu ŋ kaso sagu pangki ŋ pangkiɗ Kiristaani Yeesu wuu ɗu ɓi nikɗi Yawuut...
3103020052	A', ɗu kerhiɗ pangki Kooh deg go de'! Pangki a deg go wuu ɗu, ŋ baahohiŋ ɗe.
3103030066	Kooh ŋ haf ce, a inhiɗiɗ to ini ɗasɗukiɗi a tufuk tum maañiɗ, te ŋ fiissa ɗu wa ŋ rohƴiɗ.
3103040058	Ɗu janga ɗah, ɗu hey hote inhi ŋ inah ini ɗasɗukiɗeem, ŋ ini kaɗ ŋ Kiristaani.
310305008a	Kooh teeɓɗi ɓooɓi ɗeɓgaan wa findi a teeɓoha woti-woti Apootar ci na woosuuɗ ci a hooliɗ wuu ce, taamboh ŋ Fuuɗsi Hoolohngaani.
31030600df	Ini ɗasɗukiɗeem weɗ ne, ŋ niki ɓa nik ŋ Kiristaani Yeesu, taamboh ŋ Yegɗohiŋ Muci, ɓi nikɗi Yawuut ɓaah lamaahi na Yawuut ci, ɓa ɓaah ŋ faaniŋ Kiristaani, maanaam Janguuni te ɓa namiɗ raak ɓak ŋ gapohi.
310307005a	Yegɗoheem weɗ mi na pangkiɗe kotii; weɗ ini Kooh baahoh ho, a tummbaa na hatiliŋ ɗe.
310308008f	A ñam uup ƴissuut ŋ ɓo'-Kooh ci jen, moona Kooh baahohiɗ to ne ŋ yegiɗ ɓi nikɗi Yawuut in ci baahiɗ ciŋ Kiristaani ɓo' minɗi kind.
31030900ad	Kooh namiɗ to baahoh ne ŋ ñiiniɗ wuu ɓooɓi [jen], findi a na tiindɗohe ini a tufuk tum. Kooh yi fer in ci jen, a yi ɗasɗee ineem ŋ ɗooƴ ce ŋ jamanooci coot jen.
31030a00a6	In ceem ñiinɗuuɗ kotii ne, heɗ hatil ci nik ŋ ɗafki, ci raak kikilifa na min-min, inah findi liiɓohaaɗiŋ Kooh moɗoh ŋ ɓak ciŋ wa jen taamboh ŋ Janguuni.
31030b0092	Ineem jen hun na ini Kooh tufkiɗee bala jamanooci coot jen. A tufkeen ne a heya tume, te a tumiɗa kotii, taamboh ŋ Kiristaani Yeesu, Heɗ ɓoo.
31030c0073	Ŋ niki ɓoo nik nga ɗe, ɓoo oolkiɗ Kooh po ɓoo miniɗ ɗe reɓ supkaaɗi, taamboh ŋ kosi ɓoo kos Kiristaani.
31030d006e	Kon, kinaat faɗsuk, ali nik ne ŋ raakiɗ miskiɗ ŋ pangkiŋ ngo wuu ɗu sah, ambaat ne wa wuu yakɗiŋ ɗu.
31030e0025	Ineem weɗ tah, mi yii ƴekiɗ Baabi,
31030f0038	yi cuuɓ ciŋ Eel ci na kehƴi jen kooɗoh tiik ciŋ ca.
3103100072	Mi yii kiim ɗe ne a on ɗu ŋ findi yakkiŋ ɗe hend, ɗu ndeng na hatil ŋ ɗooƴ ɗu, taamboh ŋ Fuuɗsiŋ ɗe.
3103110063	Mi yii kiim ne Kiristaani gen ŋ keeñ ciŋ ɗu taamboh ŋ kos. Ɗu deƴuk te ɗu ndeng ŋ waaɗoh,
3103120079	po ɗu ambsukoh na ɓo'-Kooh ci jen, ɗu min inah findi waaɗohiŋ Kiristaani angoh, wa hutta, wa ɗafukka te wa nooɗta.
310313006c	Ee, ɗu min inah waaɗi a waaɗ ɓoo, ineem weɗ uup ki'inah nu nik, te ɗu hey riife jameet na Kooh haf ce.
310314006c	Kooh, ŋ hatiliŋ ɗe, na pangke ŋ ɗooƴ ɓoo, te a miniɗ tum ini uup fuuf ini ɓoo na kiime wala liiɓe.
3103150063	A yakɗaah ŋ Janguuni, a nam yakɗaah ŋ Kiristaani Yeesu ŋ gomal nu gomal, wa gen po faw! Amiin!
310401007f	Kon ineem weɗ tah, mi yi taƴu ŋ kaso sagu Heɗi, mi yii ñaah ɗu keeh-keeh, ne ɗu pes pes huniɗ na ɓeeɗki ɗu ɓeeɗku,
3104020071	ɗu gen eɗfiɗ, ɗu nik ɓo' soosiɗ, ɗu min muñ ɗu seke, yaa nu nga ɗu ɗah teyɗukaat morom ce ŋ waaɗoh.
3104030070	Te ɗu ndengɗuk ɗu amb baahiɗ niki ɗu nik yino, wi Fuuɗsi Hoolohngaani eɗ ɗu, taamboh ŋ jami ambsoh ɗu.
3104040093	A faan yino dong raak, wa nikka kosiɗ ci, a Fuuɗis yino dong raak; wa yaakaar yino dong nam raak, te yaakaareem, Kooh ɓeeɗuk ɗu ne ɗu rahasa.
3104050032	A Heɗ yino dong raak na kos yino na ɓoktuk yino.
310406008f	A Kooh yino dong nam raak, Baabiŋ ɓooɓi jen, yi na nguurke ŋ ɓooɓi jen, a yi na pangke taamboh ŋ ɓooɓi jen te a yi nik ŋ ɓooɓi jen.
3104070057	Waaye yaa nu nga ɓoo ɗah, na onohi Kooh baahoh ɗe findi Kiristaani ɓeesɗoh ɗe wa.
310408007a	Ineem weɗ Fiis ci woo an: «A rapiɗ ŋ ɗafka ɗafka, a ɓayndohha feruuɗ ci a deg yaah te raakka in ci a on ɓo' ci.»
3104090045	"A rapiɗ" wa tokis ye? Wa joy tokis ne a ruhseen po ŋ kehƴi haa e?
