1300000006	Psalms
2e0e090077	A iduen komail, ma komail pan lokaia ki nil toror, ap jota kaweweda, ij me pan dedeki? Pwe omail lokaia pan me mal kot.
2e0e0a0034	Jon en lokaia toto nan jappa, a jota eu me jo puloi.
2e0e0b0078	A ma i jaja wewe en lokaia eu, i pan rajon men wai men on me kin kaparok, o me kin kaparok, pan rajon men wai men on ia.
2e0e0c0080	A pil dueta komail, pwe komail kin anane pai nenin akan, komail ari pil nonki kakairida ni mepukat, pwen kamauie kila momodijou.
2e0e0d0043	A ma amen lokaia kida nil en wai, i en kapakap ap pil kajiriwukila.
2e0e0e0057	Pwe ma i wia kapakap ki lokaia nil en wai eu, nen i kin kapakap ap jota katepa on amen.
2e0e0f0081	Ari, da me i pan wia? I pan kapakap ni nen i ap pil pan kapakap ni ai lamelam; i pan kapina ni nen i ap pil kapina ni ai lamelam.
2e0e100073	A ma koe pan kapaiada ki nen o, iaduen me jota dedeki pan kak inda amen murin om kapina? Pwe a jaja me koe indinda.
2e0e110038	Ei me mau melel om kapikapina, a jota kadepa on me teio.
2e0e12003b	I kin danke Kot, pweki i kin lokaiaki nil toror jan komail.
2e0e13008b	Ari jo nan momodijou i men kida lep in lokaia limau, me pwili jan ai lamelam jan lep in lokaia nen ni nil toror, pwen padaki on me tei kan.
2e0e140082	Ri ai kan, komail der wiala jeri ni omail lamelam, a ni me jued komail en rajon kijin jeri, a ni omail lamelam komail en unjokela.
2e0e150089	A intinidier nan kapun: Lokaia o kil en aua toror, me I pan lokaiaki on kainok wet, a re pil jota pan duki on ia, me Kaun o kotin majani.
2e0e16008e	Nan i me lokaia toror mia, pwen kileledi kaidin me pojon akan, a me jopojon akan; a deideikop kaidin on me jopojon akan, pwe on me pojon akan.
2e0e1700a5	A ma momodijou pan pokon pena waja kij, o ma karoj pan lokaia ni nil toror, a ma akai ian me jota dedeki, de akai me jopojon, irail jota pan inda, me komail iakalar?
2e0e180083	A ma karoj kin kokop, o amen pan pwarado, me jopojon, o me jota dedeki, karoj pan kajanjale on i dip a, o a pan pakajaui ren karoj.
2e0e190083	Iduen a me rir akan nan monion i pan janjaleda, o a pan tairokedi ni maj a, kaudoki on Kot, o pan inda, melel Kot kotikot re omail.
2e0e1a00c3	Ri ai kan, iaduen komail ni omail pokon pena, kaidin amen amen kin kida pjalm eu? A amen kin kawewe, a amen nil toror, a amen kajanjal eu, a amen kin kajiriwukila; a karoj en wiaui, en kamauiada.
2e0e1b0077	A ma amen pan wia nil en wai, me ta riamen, de ma me toto, re pan jilimen, a irail pan irok wei a amen en kajirawukila.
2e0e1c0054	A ma jota men kajiriwuk mia, i en nenenla nan momodijou; a en kajoi on pein i o Kot.
2e0e1d004f	A riamen de jilimen ren jaukop akan pan kak kaparok, a me tei kan en kajauiada.
2e0e1e004d	A ma amen, ren me momod waja o, pan diar kajanjal eu, men maj ap pan nenenla.
2e0e1f0047	A komail karoj kak kokop, irok weida, pwe karoj en padakki o kamaitala.
2e0e20002d	A nen en jaukop akan kin duki on jaukop akan.
2e0e210054	Pwe kaidin komoan me pin men Kot, a en popol duen ni momodijou en jaraui akan karoj.
2e0e22007c	Omail li akan en nenenla nan momodijou kan, pwe a jota muei on irail, en kaparok; a irail en papa, duen kapun me pil majani.
2e0e230080	A ma irail men aja okotme, irail en kalelapok ren arail warok kan ni deu ’rail, pwe me kanamenok, li en kaparok nan momodijou.
2e0e240038	De majan en Kot tapi jan komail? De a ko won komail eta?
2e0e25007d	A ma amen lamelame, me a jaukop amen, de me a nenin, a en aja wewe en me i intinki won komail, pwe mepukat kujoned en Kaun o.
2e0e260020	A ma amen lolepon, i en lolepon.
2e0e270043	Ari ri ai kan en inon ion kokop, o ender kainapwi lokaia nil toror.
2e0e280027	A meakaroj en wiaui nin tiak mau o pun.
2e0f01006d	RI ai kan i men kataman kin komail ronamau, me i padaki on komail er, me komail pil aleer o pil tinain kidar.
2e0f02006d	O me komail pil dore kila, ma komail pan dadaurata majan o, me i padaki on komail er, ma komail jo pojon mal.
2e0f03006b	Pwe i ujaki on komail er, me i pil aleer duen Krijtuj, me kamata kilar dip atail akan duen kijin likau kan.
2e0f040042	O me a jaredier o kaiajadar ni kajilu en ran duen kijin likau kan,
2e0f050033	O me a pwara won Kepaj, ap on irail me ekriamen ko,
2e0f06006c	Ap kotin pwara won jaulan limepuki jama ni anjau takij; kij arail me toto mimieta lei met, a akai mairedier.
2e0f07003f	Murin met a kotin pwara won Iakopuj, ap on wanporon akan karoj.
2e0f08002e	A ikmuri a kotin pwara don ia mon ai ip japal,
2e0f09006e	Pwe pokindidi ren wanporon akan nai, me jota war on kaindinda wanporon amen, pweki ai pei on momodijou en Kot.
2e0f0a008a	A mak en Kot, me i wanoron kilar. A kaidin mak mal eu on ia, pwe i dodok laud jan irail karoj, ari kaidik nai, pwe mak en Kot, me mi re i.
2e0f0b0047	Ari, ma nai de irail, pwe iduen at padaki wei, o iduen komail pojonlar.
2e0f0c008a	A ma i aude pan at padak, me Krijtuj iajadar jan ren me melar akan, a da me akai re omail kin inda, dene me melar akan jolar pan mauredar?
2e0f0d0042	A ma me melar akan jota pan maureda, nan Krijtuj pil jota iajadar.
2e0f0e0045	O ma Krijtuj jota iajadar, at padak me mal, o omail pojon pil me mal.
2e0f0f00a5	O kitail pil pan diarokada, me je jaunkadede likam ren Kot, aki at kadededar, me Kot kotin kaiajadar Krijtuj, me a jo kaiajadar, ma me melar akan jota pan kamaureda.
2e0f100046	Pwe ma me melar akan jota pan kamaureda, nan Krijtuj pil jo kaiajadar.
2e0f11004d	A ma Krijtuj jo kaiajadar, omail pojon me mal, o komail mimieta ni dip omail.
2e0f120037	Iduen pil irail, me melar ren Krijtuj akan, lokidokila.
2e0f13005b	A ma kitail kaporoporeki Krijtuj nan maur et eta, nan kitail me jued jan aramaj akan karoj.
2e0f14005f	A melel, Krijtuj kaiajadar jan ren me melar akan, ap wiala mejeni nan pun en ir me mamair akan.
2e0f15005c	Pwe mela tapi jan aramaj ta men, iduen maureda jan ren me melar akan tapi jan aramaj ta men.
2e0f16004a	Pwe duen karoj me mela ki Adam, nan iduen karoj pan kamaurela ren Krijtuj,
2e0f170059	A amen amen ni kakairokdo: Krijtuj maj ap me japwilim en Krijtuj, ni a pan kotin pwarado;
2e0f180079	A murin mepukat pan imwi, a lao kotiki on Kot o Jam a wei, a lao kaloedier kaun akan karoj, o me poe kan, o manaman akan.
2e0f190048	Pwe a pan kotin kaunda, lao a imwintiti karoj lodi on pan aluwilu a kan.
2e0f1a001d	A ikmurin imwintiti iei mela.
2e0f1b0090	Pwe a kotin mueid on meakaroj pan aluwilu a. Ari ni a kotin majanier me karoj lodier a janjaledar, me i jota ian me kotin kaloedi on i meakaroj.
2e0f1c0076	A meakaroj lao lodi on i, Na ap pil pan upan i, me kotin kaloedi on i meakaroj, pwe Kot en kotin poedi meakan karujia.
2e0f1d007d	A ma me melar akan jolar pan kamaureda, da me irail en wia, me kin paptaijeki on me melar akan? Menda re paptaijeki on irail?
2e0f1e0026	O menda kit kin kalokolok anjau karoj?
2e0f1f0054	Pwe ran karoj i kin mela, pweki kapin pa i, me i aleer ren Krijtuj Iejui atail Kaun.
2e0f2000a7	A ma i pei on man laualo nan Epijuj, duen aramaj akan kin wiada, da kadepa on ia, ma me melar akan jota pan kamaureda? Kitail en mana o nim, pwe lakap kitail pan mela.
2e0f210041	Der duki on, me kajonejon komail! Kajoi jued kin kawela tiak mau.
2e0f220078	Komail ari punala, o pirida o der wiada dip! Pwe akai jaja duen Kot. Mepukat i indai on komail, pwen kanamenokki komail.
2e0f230061	A ele amen pan inda: Iaduen me melar akan ar pan kamaureda? O iaduen war ar, me re pan maur kida?
2e0f240050	Pweipwei men koe! Pwe me koe kin kamoredi, jota pan maureda, ma a jota pan mela.
2e0f25005e	O me koe kamoredi, kaidin war ota me pan para, pwe wan korn eu ta, ele wan wit de eu wa toror.
2e0f260057	A Kot pan kotiki on war a, duen a kotin kupura, o eu eu en war akan pan ale udan mom a.
2e0f270087	Uduk karoj kaidin jon ta ieu, pwe eu jon uduk en aramaj akan, a eu jon uduk en man akan, a eu jon en manpir akan, a eu jon en mam akan.
2e0f280054	A war lan o war pwel akan mia, a linan en war lan eu jon o linan en war pwel eu jon.
2e0f290077	A eu jon linan en katipin, o eu linan en maram, o eu linan en uju kan, pwe nan uju kan me wuki pajan ki ar linan eu eu.
2e0f2a0069	Nan iduen en me melar akan ar pan maureda. A kin kamoremoredi ap mor pajan, o pan kamaureda jo mor pajan.
2e0f2b006d	A kin kamoremoredi ni jo linan, o pan maureda ni linan; a kin kamoremoredi ni luet, o pan maureda ni manaman;
2e0f2c0064	A pan kamoremoredi war pwel o pan kamaureda war nenin; pwe ma war pwel mia, nan a pil pan war nenin.
2e0f2d0065	Duen a intinidier: Tapin aramaj Adam wiauier, pwen nen maur amen, a Adam tia mur, pwen nen en kamaur.
2e0f2e003b	A war nenin kaidin i men maj pwe war pwel, a muri me nenin.
2e0f2f0042	Tapin aramaj wiaui kida pwel, a aramaj kariamen kotido jan nanlan.
2e0f300068	A duen tapin aramaj wiauiki pwel, iduen karoj me wiauiki pwel o duen men nanlan o, iduen men nanlan kan.
2e0f310041	O duen kitail wa mom en pwel, iduen kitail pil pan wa mom en lan.
2e0f320076	Ri ai kan, iet me i men inda: Uduk o nta jota kak jojoki wein Kot; o me mor pajan kan jota pan jojoki me jo mor pajan.
2e0f33006a	Kilan, nai me kadiarok on komail kaponepon eu: Kaidin kitail karoj pan mela, a kitail karoj pan nitwilida.
2e0f340095	Madan ni marep ta ieu, koronete en muri lao popeuk. Pwe koronete pan popeuk, a me melar akan ap pan kamauredan jomor pajan a kitail pan kawilikapada.
2e0f35004c	Pwe mor pajan wet pan kiawikilan jo mor pajan; o mela wet kiawikilan jomela.
2e0f360084	A mor pajan wet lao kia wikilan jo mor pajan o mela wet kiawikilan jomela, majan o ap pan pwaida, me intinidier: Maur kadalala mela.
2e0f370027	Mela koe, ia om tata? Mela ia om poedi?
2e0f380029	Mana en mela dip, a manaman en dip kapun.
2e0f39004a	Danke on Kot, pwe a kotiki on kitail, en poediki atail Kaun Iejuj Krijtuj.
2e0f3a00a2	Ari ri ai kompok kan, komail kelail kaukaule o der wukiwuk jili, a kakairida ni omail wiawia en Kaun o, pwe komail aja, me omail dodok on Kaun o kaidin dodok mal.
2e10010079	A DUEN kijakij on jaraui kan, me komail pan ki pena, i men, komail en wiada, duen i kakaliki on momodijou en Kalejia kan.
2e1002007c	Ni at en ran en wik kan amen amen re omail en nikidala ekij, o ki pena duen wan a kak on pwe onop de wiaui, i lao pwara won.
2e10030082	I lao pwara weilar, meakai, me komail pan kileledi, irail me i pan ilakewei, en walan Ierujalem omail kijakij ianiaki kijin likau.
2e10040042	O ma a kon on, i en pil jailok wei; irail ap pan ian ia jailokala.
2e1005004f	A i pan pwara won komail ni ai dauli Majetonien, pwe i pan weid nan Majetonien.
2e1006006b	Ele i pan mimieta re omail, anjaun kapau lao nikier, pwe komail en kalua ia la waja, me i pan jailokala ia.
2e1007007e	Pwe anjau wet i jota pan jup re omail, pwe i kaporoporeki, me I pan mimieta re omail anjau kij, ma Kaun pan kotin mueid on ia.
2e10080024	A i pan mimieta Epijuj lao pentikoj.
2e10090044	Pwe wanim talap ritida mo i, me kareda wa toto; a imwintiti me toto.
2e100a006c	A Timoteuj lao pwara won komail, apwali i, pwen jondi mau re omail, pwe a kin ian ia wiawia dodok en Kaun o.
2e100b0056	Jota amen en mamaleki i, a kalua i don ia popol, pwe nai o ri atail akan kin auiaui i.
2e100c009c	A duen ri atail Apoloj, nai me poeki re a pan pak toto, en ian ri atail akan pwara won komail, a a kan pwara wei anjau wet; a a pan pwara wei lao anjau mau.
2e100d0054	Komail majamajan o dadaurata ni pojon, komail wia duen ol melel, o komail en kelail.
2e100e001b	Meakaroj en wiaui ni limpok
2e100f0090	I ari panaui komail, ri ai kan, pwe komail aja penainai en Jtepanaj, me ir tapida jaulan en Akaia, o me pein irail inon ion dodok on jaraui kan,
2e1010004b	Pwe komail en peiki on irail, o on irail karoj me ian ni ar wiawia o dodok.
2e10110071	I peren kida en Jtepanaj, o Portunatuj, o Akaiuj ar pwarador, pwe mekij, me komail jo ki on ia mepukat ki don ia.
2e10120045	Irail kaperenda nen i o pil nen omail; komail ari wauneki me due met.
2e1013007c	En momotijou en Ajien akan ar ranamau won komail. A Akwila o Prijila kin ranamau won komail pan Kaun o momodijou nan im ara.
2e10140052	Ri atail ol akan karoj kin ranamau won komail. Komail ranamauki pena metik jaraui.
2e10150039	Nai Pauluj me intin kilan komail ai ranamau ki pein pa i.
2e1016006e	Ma amen jota kin pok on Kaun Iejuj Krijtuj, a pan anatema! Maranata! let wewe; A pan riala! Atail Kaun kotido.
2e1017002e	Mak en Kaun Iejuj Krijtuj en mimieta re omail!
2e10180041	Ai limpok on komail pan Krijtuj Iejuj pan mimieta re omail! Amen.
2f0000000d	Men Korint II
2f0101008d	PAULUJ wanporon en Iejuj Krijtuj amen pan kupur en Kot o ri atail Timoteuj on momodijou en Kot, me mi Korint o jaraui kan karoj, me mi Akaia.
2f0102004c	Mak o popol jan ren Kot Jam atail o atail Kaun Iejuj Krijtuj en mi re omail.
2f0103005c	Meid iajanai Kot o Jam en atail Kaun Iejuj Krijtuj, o Jam en kalanan, o Kot en kamait pokon,
2f0104009c	Me kin kamakamait kit ni at kamekam kan karoj, pwe kit en pil kak kamait ir ala, me mi nan jon en kamekam akan karoj, ki kamait, me kit kamait kila ren Kot.
2f0105005a	Pwe duen Krijtuj a kamekam me muladok on kit, iduen kamait ren Krijtuj pil itar penan kit.
2f01060091	A ma kit pai olar, nan a kin wiaui, pwen kamait o kamaur komail la, mepukat kin wiaui ni omail kanonama ni kalokolok ota, me kit kin kalokolokki.
2f01070066	O at kaporopor kin komail me teneten, pwe je aja, ma komail ian kamekam, komail pil pan ian kamaitala.
2f01080078	Ri ai ol akan, je jota men, komail en jaja duen at kamekam nan Ajien o at patau kaualap, lao jolar kaporopor en maur at.
2f0109007d	Ari, kit lamedar, me je pan mela. A mepukat wiauier, pwe jen der keleki pein kit, pwe Kot eta, me kin kaiajada me melar akan.
2f010a007a	Me kotin dore kit ala jan mela wet, o a pil pan dore kit ala; o je kaporoporeki, me a pil pan kotin dore kit ala kokolata.
2f010b0056	Komail pil jauaja kit ni omail nidinid, pwe me toto en danke pweki at pai me je aleer.
2f010c00a3	Pwe iet kapin pat: Injen at kin kadede on kit, me je weweideki karakarak o melel en Kot nin jappa o nan pun omail, kaidin ni lolekon en pali uduk, a ki mak en Kot.
2f010d009b	At intin won komail kaidin toror jan me komail kin wadok o kamelele. A i kaporoporeki me komail pan kamelele kit kokolata duen akai komail kamelele kit er.
2f010e004a	Pwe kit me kapin pa omail, dueta komail me kapin pat ni ran en Kaun Iejuj.
2f010f0055	A ni kaporopor wet, me i men pwar kilan komail maj o, pwe komail en pur on pereperen.
2f0110007f	I ap pan daulul lan komail ni ai pan kolan Majetonien, ap pil puredo re omail jan Majetonien, a komail pan kalua ia lan Iudiia.
2f01110086	A iaduen, nai me japun ni ai kileledier mepukat? De i kin kileledi mepukat ni tiak en pali uduk, pwen ei ei o jo jo tapi jan pein nai?
2f01120037	A Kot me melel, pwe me je indan komail me jota ei o jo.
2f0113007c	Pwe japwilim en Kot Iejuj Krijtuj, me kit padaki on komail er, nai, o Jilwanuj, o Timoteuj, I kaidin ei o jo, a ei eta re a,
2f01140054	Pwe inau en Kot akan karoj me ei eta re a o me amen re a, pwe kit en kaliwanada Kot.
2f01150044	A me kin katinai kit o komail pan Krijtuj o keie kitail er, iei Kot,
2f01160051	Me pil kotin kileledier kitail o kotiki on kitail er komoan Nen nan monion atail.
2f01170073	A i kin likwir on Kot me jaunkadede en nen i, me i jaikenta pwara wow komail nan Korint, pwe i de katoutoui komail.
2f01180059	Kit jota men poedi omail pojon, a kit men jauaja ta omail peren, pwe komail keleki pojon.
2f02010048	IET me pein wai kileledier, i jolar men pwar won komail ni ai injenjued.
2f02020068	Pwe ma i kainjenjuedi komail, ij me pan kak kainjenemau ia la? Ma kaidin i eta, me kainjenjuedelar re i.
2f020300ac	Mepukat i intin won komail er, pwe i ender injenjuede kin irail, me i en peren kida, ni ai pan pwara won komail. A i kamelele komail karoj, me ai peren pil pan omail karoj.
2f020400a3	Pwe ni lokolok o majak en nan monion i me lapalap, me i intin kilan janejan, kaidin pwen kamauki komail, a pwe komail en ajada, duen ai limpok on komail kaualapia.
2f02050072	A ma meamen wiada kainjenjued eu, kaidin nai eta, me a kainjenjuedi, pwe i ender non kapun on, a ele komail karoj.
2f02060026	A kalokolok jan ren me toto itar on i.
2f02070049	Mak eta komail en maki on I o kamaitala, pwe a de lodi on injenjued laud.
2f02080038	I ari panaui komail, komail en kajale on i omail limpok.
2f02090055	I karepen ai intin won komail, pwe i en aja, ma komail me pun o peiki on ni meakaroj.
2f020a0087	A ma komail pan makeki ow meamen meakot, nai pil pan maki on i. A ma i makeki on amen meakot, i makekier pweki komail wilianti Krijtuj.
2f020b003f	Pwe Jatan ender kotaue kitail, pwe kitail ajaer duen a lamelam.
2f020c005e	A ni ai pwaralawer Troaj, pwen padaki ronamau en Krijtuj, o wanim eu me ritida mo i on Kaun O,
2f020d006c	I jota injenemaula, ni nen i, pweki ai jota diar ri ai Tituj. I ap kamurimur on irail daulul won Majetonien.
2f020e0068	A danke on Kot, me kotin kaloe kitail di pan Krijtuj, ap kajanjaleki kitail pomau en a erpit waja karoj.
2f020f0051	Pwe kit me pomau en Krijtuj on Kot ren me pan dorela o ren me pan lokidokila kan.
2f02100062	On iet akan po en mela on kamela, a on me tei kan po en maur on kamaurela. A ij me kon on mepukat?
2f02110083	Pwe kit jo dueta me toto, me kin liliajojaki majan en Kot; a at padak me melel, o a pwili jan Kot, o kin wiaui mon Kot pan Krijtuj.
2f03010066	A IADUEN kit pil kaindan deki pein kit? De nai me mau on kijin likau en kapin on komail de jan komail?
2f0302005a	At kijin likau komail, me intinidi on nan monion it, me aramaj akan karoj kin aja o wadok.
2f030300c0	Pwe komail janjaleda, me komail kijin likau en Krijtuj, me wiauier re at ni at papa, me kaidin intinidier ki ink, a Nen en Kot ieiaj; pil kaidin pon jlet takai, pwe jlet uduken en monion akan.
2f03040027	lel atail kaporoporeki Krijtuj mon Kot.
2f0305006b	Pwe kaidin udan at koiok, me je kak lamelameki meakot, me tapi jan pein kit, pwe at koiok tapi jan ren Kot,
2f0306008c	Me pil kotin kaiane kin kit, en papa en inau kap kaidin inau, me intinidier, a inau en nen. Pwe intin kin kamela, a nen kin kotin kamaureda.
2f030700ac	A ma dodok en mela, me intinidier nan pali en takai, me linan, pwe jeri en Ijrael akan jota kak kilan jilan en Mojej, pweki linan en jilan i, a linan wet eu, me pan joredi,
2f03080031	Daduen, dodok en nen a jota pan linan jikida jan?
2f03090052	Ari, ma dodok en kadeik o me linan, nan melel kaualap, dodok en pun me lman melel.
2f030a0038	Pwe men moa me kalinanadar jota kak paroki on linan wet.
2f030b0045	A ma linan mia ren me pan jorela, iaduen wan linan en me pan mimieta!
2f030c002f	Ni at kaporoporeki mepukat, kit kin aima melel.
