2800000006	Methiu
42120300f9	Zab pha sohthek ne airo phuii niing ne phuiithiig ne—Hò-amuii ro gang siulao pha phuii ji ro. Sohnyiak pha sajathek ne hò-amuii shii siulao rek ro, chiih-è sohkhung pha chongjaipho ne ai è bangchiie chid pha ji re-è ithek ne bukho rey dun ro.
42120400dd	Chiihphado gai goh yi hamangkhung re-è yao pha gu è yoi, “Fuang hà khia bo, gu branthek! hò-amuii ji re-è fuang khia bo! Nathek ne hò-amuii layog shii ichua arek rabo; Nathek ne hò-amuii ro lago shii athang rabo!
4212050099	Hò-amuii ro layogthek ne khudungkhudung ne hamangkhung hà thog sha dun ro, chiih-è Hamangkhung-aphuii ne airo awie pha lumuiithek shii ne nowkhlei ro.
42120600dc	Hò-amuii è nathek shii khui pha duiine aishii de khui bo; Ho-amuii è rek pha zab shii nyirang è iidoh phi bo. Ai è nathek shii phuiikho saro pha duiine. Nathek ne ji è de weg phuiikho shii airo gog shii ley phi bo.
42120700e3	Ai awai shii biisiie nane ichad chai sieng pha duiine hò-amuii ai ro khama um pha diig nane duhug phi bo. Ho-amuii awai è yao pha: ‘Ichiih gu ne sajamuii ro! Gu ne misiungmuii asi ro, Gu ne duhug ne khuchungde athieg ro!’
4212080106	Nyieliieshii ji ne, inai jia hò-amuii ne awie pha muathek rog shii è diig ruii phro miiriiethek, duhug nane nokhonosiie. Rey ruii phro. Chiih-è aishii ne bai re-è ziao ruii phro, Nyieliieshii hò-amuii shii chua pha Ithong Hamangkhung-aphuii ne zabboh ro.”
42120900db	Sohnyiak pha sajathek ne hanyie è ai rog shii siulao nane chid pha ji shii thang gieng pho ne ziak ruii phro chiih-è aishii ziao pha ji re-è mukham yi ithek è riig mage shii ji pha rajan lakhung shii choh ruii phro.
42120a00ed	Nyieliieshii ithek ne airo diig shii thang pha ji rum ne, ithek ne ruang hà riu ro. Ithek è yao, “Khinyama buii ro! Khinyama buii ro! Hìpha riichaiboh nane bajoboh pha rajan Babylon! Nathek shii ne ishak jia shii Lago phijong ro!”
42120b0077	Sohnyiak pha chongjaiphothek airo chiang cho ne zo ruii phro, nyieliieshii ithek ro manathek shii hanyie de apheg phro;
42120c0112	ithek ro manathek san, liiman, igong lubaothek, chiih-è mukhothek ne; ithek ro manathek pha igong yung imo, iphi yung, yungsiu nane, ishaig yung; zab ithua hà amua pha hingthek zab pha ichuathek nyathong shiinyin re-è rab pha chiih-è igong hing, dau, shiie, nane marble,
42120d00d8	chiih-è dalchini, masala, bisi, siiriie, chiih-è rem no; phuii nane thiiliie, muhab nane phiug, shuwuii nane shiishai, sthuhthek chiih-è hanthek, khiaothek nane tharohthamang chaithek shii rang de hanyie apheg ro.
42120e00c7	Chongjaiphothek è aishii yao, “Zab wie mana nawai chid pha jine san dun ro, chiih-è zab naro nuruii nane biisiie nyuii pha jine san dun ro, chiih-è nane jithek shii din ne amua sha ruii phro!”
42120f00b7	Chongjaiphothek, hanyie yi ji pha rajan re-è chong rek ne bukho rey pha jine ruang riu dun phro, nyieliieshii ithek ne ai ro diig pha ji thang pha rum. Ithek ne choh ne zo ruii phro,
42121000e0	chiih-è yao, “Khinyama buii ro! Boh rajan shii ne khama buii ro! Ai ne awai shii igong pha yung, iphi, chiih-è yung shaig, chiih-è ai ne awai shii san mukhothek, igong lubaothek, chiih-è mukhothek re-è cheg ruii phro!
42121100aa	Ai ne ishak jia shii awairo nuruii ne zab mua dun ro!” Zab pha runboh dumuii nane inphothek, khiyidpho chiih-è gai hanyie khamuii è wiang pho ne ruang hà riu dun ro,
421212007f	Bai miriak pha mukham hò-amuii shii ziao pha ji riig ne gang ziak mage: “Hì è rek pha boh rajan duiine gai rajan oi ro!”
4212130103	ithek è ai khrugthek shii nyiak hà fen muii ro, ithek ziak ne zo ne yao, “Khama buii ro! Rajan boh ne khama buii ro! Ai ne rajan ro zab hanyie yi khamuii hà runboh khiyidpho ne airo nuruii è bukho rey ro! Chiih-è ishak jia shii ai ne zab mua dun ro!”
42121400cf	Sang bo, hamangkhung, nyieliieshii ai ne mua dun ro! Sang bo, Hamangkhung-aphuii ro branthek nane guaphasamoythek chiih-è chaigthek! Hamangkhung-aphuii ne ai è nathek shii nyie rek pha ji shii the muii ro!
42121500dc	Chiihphado riichaiboh pha hamangkhliie è rathak nyaboh lubao jia chiing ne khamuiiboh lakhung shii fen mage ne, yao, “Hì pha boh rajan Babylon ne khama awiedang pha fen muii ne chiih-è khuchungde adoh sha ruii phro.
4212160104	Benthek pha thiibiingkhinkheb nane tharohthamang goh pha, flui boi pha ji nane thu-ung ne nathek ro iliing shii khuchungde din ne ayoi sha ruii phro; chiih-è chongjai rek pha ne nathek ro iliing shii adoh sha phro, chiih-è rathak pha roh ne oi sha ruii phro!
4212170126	Din ne khuchungde muchuang pha ichuang ne nathek shii adoh sha ruii phro; phiyiybufuiithek nane phiyiybimithek ro goh roh pha ne nathek shii ayoi sha ruii phro. Nathek ro chongjai ne sohkhung shii bajo blu um, chiih-è nathek ro biidiie pha jadu è sohkhung pha zab branthek shii khinrin ro!”
42121800bb	Babylon shii ne lago phi ro nyieliieshii chaigthek nane Hamangkhung-aphuii branthek ro ifai ne ji pha rajan hà doh ro; um, jithek pha ifai ne hanyie shii sohnyiak shii ua muii pha ji ro.
42130100bc	Ji pha iidoh shii hamangkhung hà boh iphiing bran ro goh roh pha duiine gu è yoi, “Hamangkhung-aphuii shii chiong bo! Giawo, biisiie, nane blu ne gethek ro Hamangkhung-aphuii ro ro.”
42130200d5	Airo chuathek ne izai nane zai chak ro! Hò-amuii ro siulao ro è sohnyiak shii awie pha rek ji è ai ne they jong ro. Hamangkhung-aphuii è aishii ne lago phi ro nyieliieshii ai è airo khiaothek shii ua muii ro.
421303008f	Dinne ithek è ziak, “Hamangkhung-aphuii shii chiong bo! Bai è boh rajan shii hùb pha mukham ne idang nane idang laziung kham ramuii ro!”
42130400be	Ichiignawi dukhothek nane wi isieng misepho yi chiih-è hanyie yi biang shii dug pho ne Hamangkhung-aphuii shii misiasia muii ro. Ithek è yao, “Amen! Hamangkhung-aphuii shii chiong bo!”
42130500d0	Chiihphado biang re-è ro pha goh jine thiichiih wuiithok ne, yao, “Zab airo khiaothek nane zab airo branthek, nyimanyi bo nane ìu, hanyie aishii rum pho ne, gethek ro Hamangkhung-aphuii shii Chiong bo!”
42130600f6	Chiihphado gu è nyie yi iphiing re-è roh pha duiine, hakhliing chiie pha duiine chiih-è khasuang duiine khriie ro. Gu è ithek yao pha yoi, “Hamangkhung-aphuii shii chiong bo! Chiih-è Ithong, gethek ro Bohblu Hamangkhung-aphuii, ne Saja ro!
42130700b2	Cho gethek ne sang ne lised haro; cho gethek ne airo bajoboh shii chiong rai haro! Shiishaiduii ro phiyiy pha ishak ne thog sha chiih-è airo phiyiybimi è awai shii saro phi ro.
4213080081	Aishii ne sang khlieng igong pha yung guii pha phijong ro.” (Yung igong jine Hamangkhung-aphuii ro branthek ro blia wie ji ro.)
42130900dd	Chiihphado hamangkhliie re-è gu shii yao “Hì zey bo: Hanyie shii shiishaiduii ro phiyiy michie shii ho pho ne sang ro.” Chiih-è hamangkhliie è chodo ne yao, “Hì ne Hamangkhung-aphuii ro izai miyaogamthek ro.”
42130a013c	Gu ne aishii misiasia ai lai shii chiih, jishii ai è gu shii yao, “Ji arek rabo! gu de na rog shii khiao ro chiih-è gai migiphothek rog shii hanyie Isu è dong pha izai shii khoh muii pha rog shii khiao ro. Hamangkhung-aphuii shii misia bo!” Chiih-è ji pha izai Isu re-è dong pha jine chaigthek ro ragung ro.
42130b00c3	Chiihphado hamangkhung hong pha gu è doh, chiih-è thiisa hàne sthuh imo um. Ji pha inpho ne isiie nane Izai ji ro; hìne rangsua rog shii ai è chua chiih-è awairo mak shii mak rek pha ji ro.
42130c00c1	Airo mieg ne bai pha ihang duiine ro, chiih-è ai awai khrug shii bajo rago khak ro. Aishii ne ibeng de zey ne um ro, jimagunde jine nyie ga hanyie de athieg ro jishii awai jia è thieg bie ro.
42130d0061	Ai guii pha yung ne ifai re-è cheg muii ro. Ai ibeng ne “Hamangkhung-aphuii ro miyaogam ro.”
42130e0066	Hamangkhung pha armingthek ne sang imo yung guii chiih-è sthuhthek imo shii in ne aishii luagieng ro.
42130f0103	Ai è hanyie sohthek shii yang pha ji rog shii airo sem re-è ikhire khamriie khiathog. Ai ne ithek rog shiie nane shiiesig rog khoh ruii phro, chiih-è ai ne Bohblu Hamangkhung-aphuii ro buii lijieg pha phuii shii ne angur chui pha iliing shii dia muii phro.
4213100069	“Sajathek pha Saja nane ithongthek pha Ithong rone: airo yung nane airo laphak shii ne ibeng zey ro.”
42131100c7	Chiihphado hamangkhliie yi hasiang shii riu pha gu è doh. Ai è hasam shii khey pha zab pha fuiithek shii boh goh re-è ziak: “Thawuii ne Hamangkhung-aphuii ro boh michie shii ò khiirab rai haro!
42131200c1	Thawuii ne sajathek ro, siphahi ro dumuiithek ro, chiih-è siphahithek ro, sthuhthek ro nane ithek ro inphothek ro ibey, zab branthek ro ibey, khiao nane ichad, boh nane ìu ro ibey chie bo!”
42131300c0	Chiihphado gu è buii ibeymuthung nane sohnyiak pha sajathek shii doh chiih-è hanyie yi sthuh shii inpho shii gidieg mak rek pha arming ò shii khrab. Chiih-è airo arming shii gidieg rek ro.
4213140176	Biidiie pha chaigthek hanyie è ai moe shii buangthek rek pha chiih-è buii ibeymuthung shii phatheg hà noh dun ro. (Hì ne ji pha buangthek re-è hanyie è buii ibeymuthung pha cheb rek yi ne chiih-è buii ibeymuthung ro jangbang shii misiasia yi pha khinrin pha ji ro.) Buii ibeymuthung nane biidiie chaig shii ne isieng barud rog shii bai pha khabang pha jihà fen muii.
42131500a8	Ithek ro arming shii ne hanyie è sthuh inpho pha jia sem re-è khia pha khamriie re-è ua muii; chiih-è zab fuiithek è ithek ro ibey khama chie mua pha ji chie muii.
4214010088	Chiihphado hamangkhliie yi awai wad shii jam ihiung pha ziuwad nane boh shiirnai khoh ne hamangkhung re-è thazam wuii pha gu è doh ro.
421402007e	Ai è ji pha ihèg pham hakhliingmuii shii zum—jine, Sakhathong ro—Chiih-è aishii ne itham jia idamthek joi ne ruii muii.
42140300ec	Hamangkhliie è aishii jam ihiung hà fen ne, bin muii, chiih-è nab rek, ji è ai ne idamthek itham ajong sapho shii ne sohthek pho hanyie shii khinrin arek mua phro. Ji pha iidoh shii aishii ne ìujia ishak sey ne thoh chid ruii phro.
42140401f8	Chiihphado gu è biangthek shii doh, chiih-è thiisa hà dugpho ithek shii ne chua pha blu phijong ro. Gu è ithek shii Isu dong pha izai nane Hamangkhung-aphuii ro miyaogam ji yao pha chiang re-è hanyie ua muii pha ithek ro luruakthek shii gu è doh ro. Ithek ne buii ibeymuthung chiih-è ji pha jangbang shii misiasia asia ro, chiih-è awaithek khuwuangthek nane awaithek ro wadthek shii buii ibeymuthung cheb de arek ro. Ithek ne isieng rey ne Isu rog shii itham jia idamthek sajathek khoh ruii phro.
4214050072	(Ikhe iy dun pho ne Idamthek itham athog sapho shii ne chai hà awuii ruii phro.) Jine iy ne hòi pha igobi ji ro.
4214060116	Hanyie è igobi pha iy pha ji re-è hòi pha ji shii chodo pho ne sang nane boh khirzey ji ro. Dinpha iy pha jine ithek lakhung shii nyie blu oi ro; ithek ne Hamangkhung-aphuii ro nane Masi ro phabithek rey ruii phro, chiih-è ithek ne ai rog shii itham idamthek khoh ruii phro.
4214070061	Itham idamthek jong pha iidoh shii, Sakhathong shii ne awairo phatheg re-è se ne thoh ruii phro,
42140800e3	chiih-è ai ne wuii srane sohjambling shii dayiingdayang um pha sohthek shii khinrin ruii phro, jine, Gog nane Magog ro. Khamuiiring pha bajo bali igamthek duiine ithek shii mak rek yi pha Sakhathong è ò shii khrab ruii phro.
42140900c6	Ithek ne sohnyiak shii shiiy ne chiih-è ai miie muii pha rajan shii Hamangkhung-aphuii ro branthek ro giabrang shan ruii phro. Jishii hamangkhung re-è bai wuii srane ithek shii srobro rek muii ro.
42140a00f2	Chiihphado hanyie è ithek shii khinrin rek pha Sakhathong shii ne, khi hà buii ibeymuthung nane biidiie pha chaig shii fenjong bsa hà bai khabang nane barud hà fen muii ro; chiih-è ithek ne habiu nane inai idang nane idang sud ruii phro.
42140b0085	Chiihphado hanyie yi boh imo biang shii dug pha gu è doh. Sohnyiak nane hamangkhung ne ai moe re-è khey dun ne adoh pha rey dun ro.
42140c00e4	Chiih-è gu iyiy doh, boh nane ìu duiine, biang ibi shii riu. Jigithek ne hong ge, chiih-è chai pha gai jigi ne hongjong ro. Jigithek shii zey ne ruii pha duiine, Iy-iy shii ne awaithek è khi-èrek pha ji duiine chua muii ro.
42140d00b7	Chiihphado khamuii è iy pha ji phi muii. Iyiy chiih-è iy-iy pha sohjambling de awaithek è rek pha ji shii phi muii. Chiih-è zab shii ne awaithek è nyie rek pha ji duiine chua ro.
42140e007a	Chiihphado iy-iy nane iy-iy pha sohjambling shii ne bai khabang hà fen muii. (Hì pha bai khabang ne dinpha iy-iy ji ro.)
42140f0056	Chai pha jigi shii hanyie ro ibeng zey ne oi pho shii ne bai pha khabang hà fen muii.
4215010093	Chiihphado gu è iwo hamangkhung nane iwo sohnyiak doh. Igobi pha hamangkhung nane igobi pha sohnyiak ne san dun ro, chiih-è khamuii ne ùadun ro.
42150200ce	Chiih-è gu è So Rajan nyie yi iwo Jerusalem ji shii doh chiih-è Hamangkhung-aphuii re-è hamangkhung wuii ne, phiyiybimi ne awairo gey shii si pha chiakhua pha duiine saro ne khriig rek pha gu è doh ro.
4215030115	Gu è gang goh yi biang re-è yao pha yoi: “Thuh shii Hamangkhung-aphuii ro hò ne bran rog shii ro! Ai ne ithek rog shii rai ruii phro, chiih-è ithek ne airo branthek ro. Hamangkhung-aphuii awai ne ithek rog shii um ruii phro, chiih-è ai ne ithek ro Hamangkhung-aphuii ro.
42150400a0	Ai ne ithek ro mieg re-è miegkho sad ruii phro. Thiisa hàne a-iy sha ruii phro, zo chiih-è ziak chiih-è riie ne oi sha ro. Ihèg manathek ne sandjong ro.”
42150500d9	Chiihphado hanyie biang shii dug pha ji è yao, “Chiih-è thuh gu ne zab manathek shii iwo rab pha ro!” Ai è de gu shii yao, “Hì zey bo, nyieliieshii hìpha miyaogamthek ne izai nane migi rek mua ruii phro.”
42150600d8	Chiih-è ai è yao, “Hì ne rekjong ro! Gu ne igobi nane iidohè ro, jao pha nane jong pha ro. Hanyie magunde khahang-hang pho ne nyie de igong aphi chid pha chai pha khokhrug è niing yi pha rangsua phi ruii phro.
421507009b	Hanyie è yang shii mua pho ne gu re-è ji choi ruii phro: Gu ne ithek ro Hamangkhung-aphuii rey ruii phro, chiih-è ithek ne guro aniphiing rey ruii phro.
42150800f6	Jimagunde murumdumthek, khinrin rek, khiijai blia rekpho, sgohthek, siulao, hanyie è jadu rek, hanyie è jangbangthek shii misiasia, chiih-è zab pha khlamthek—ithek ro ithua ne barud rog shii hang pha bai khabang nyie jine dinpha iy ji ro.”
42150900dd	Miley pha hamangkhliie yi hanyie shii iidohè pha miley muathek è ley pha miley shiikhiiakhjam um pha ji è jia è gu shii wuii ne yao, Thawuii bo, chiih-è gu ne shiishaiduii ro yiy ji pha phiyiybimi shii doh yi pha ro.
42150a00de	Ragung è gu shii phrai dun, chiih-è hamangkhliie re-è gu shii ne bajo giu phiing lakhung hà noh dun. Ai è gu shii Jerusalem riig yi, jine So Rajan ro, jine Hamangkhung-aphuii re-è hamangkhung è thazam wuiiramuii ro.
42150b009c	Jine Hamangkhung-aphuii ro biisiie rog shii khlieng ro. Rajan ne jasphar pha igong lubao duiine khlieng ramuii ro, chiih-è sang grasthal duiine, doh yi ro.
42150c00bb	Ji ne boh, giu muthua snanyi gakthek rog shii chiih-è gakthek pha ilkhi snanyi hamangkhliiethek rog shii ro. Ji pha gakthek shii ne Israel pha bran snanyi jadthek ibengthek zey ne um ro.
42150d0074	Thiichiih shii ne jijia ikhichiug hà gak uom um ro: Bichiu hà uom, hayang hà uom, hakhoi hà uom, nugo hà um ro.
42150e007b	Rajan pha sarong shii ne snanyi lubaothek è rab ro, ji shii ne shiishaiduii ro guaphasamoythek snanyi ro ibeng zeyjong ro.
42150f0072	Hamangkhliie hanyie gu shii yao pha ji shii ne rajan pha gakthek, nane muthua shii chua pha ne san muchuang um ro.
42151000c8	Rajan ne riie nane phiang ne ò ikhichiung ro. Hamangkhliie re-è rajan shii awairo chua pha miichang re-è chua: Jine itham nyi è wieng wi labiang um ro, jine ji nyama giu chiih-è ji nyama riiy ro.
421511006f	Hamangkhliie è muthua shii de chua, chiih-è jine 216 giia giu ro, jine ai è kho pha chua pha ji duiine chua.
421512005f	Muthua ne jasphar re-è rab chiih-è rajan shii ne igang san è rab, jine gang sasia duiine ro.
421513011a	Rajan pha muthua pha sarong lubaothek ne igong pha lubaothek pha zab ichuathek re-è chiakhua ro. Igobi pha sarong lubao ne jasphar lubao ro, dinpha ne saphir pha igong lubao ro, uomchiieng pha jine agathe beng pha igong lubao ro, wichiieng pha jine emerald beng pha igong lubao ro,
4215140197	guiichiieng pha jine onyz pha igong lubao ro, riigchiieng pha jine kharnelian pha igong lubao ro, mileychiieng pha jine ijoi gardz pha igong lubao ro, mileochiieng pha jine beryl pha igong lubao ro, digeychiieng pha jine thophaz pha igong lubao ro, suachiieng pha jine chalsedony pha igong lubao ro, suanajiachiieng pha jine thurguois pha igong lubao ro, suananyichiieng pha jine amethys pha igong lubao ro.
4215150095	Gak snanyi jine mukhothek snanyi ro; zab pha jijia gak ne iphen mukho è rab ro. Rajan pha lumuii ne igang san è rab ro, jine sasia duiine isang ro.
421516007c	Gu ne rajan shii misiahò adoh ro, nyieliieshii ji pha misiahò ne Ithong Hamangkhung-aphuii Bohblu nane shiishai duiine ro.
42151700b8	Rajan ne ai lakhung shii chuang pha hasiang nane habie ne achiid ro, nyieliieshii Hamangkhung-aphuii ro biisiie ne ai lakhung shii chuang ro, chiih-è Shiishaiduii awai ne muchuang ro.
4215180088	Zab sohnyiak pha bran ne airo muchuang re-è lua ruii phro, chiih-è sohnyiak pha sajathek ne awaithek ro nuruii ne jihà yie ruii phro.
4215190080	Rajan pha gakthek ne zab pha inai hong ruii phro; ithek ne khuchungde abin ruii phro, nyieliieshii thiisa hàne habiu oi sha ro.
42151a0041	Zabèboh nane sohthek pha nuruii shii ne rajan hà yie ruii phro.
42151b00ca	Jishii izea chiih-è hanyie è biwo manathek rek, chiih-è biidiie yao pho ne ji pha rajan shii akhud ruii phro. Hanyie ro ibeng ne shiishaiduii ro chai pha jigi shii zeyjong pho khud mua bie ruii phro.
42160100a2	Hamangkhliie è gu shii khoboh pha kho pha chai ne khrysthal duiine khlieng pha ji riig yi, chiih-è Hamangkhung-aphuii nane shiishaiduii ro biang re-è wuii ruii
42160200f6	chiih-è rajan duchoi pha lumuii re-è noi yi ro. Kho pha nyimanyi ithua shii ne chai pha hingmuii um ro, nyie jine idam jia shii ne snanyi ishak iwoi woi ro, habie shii luang jia iwoi woi ro; chiih-è irab ne sohthek shii gang rek phi pha ji ro.
42160300d6	Ji pha rajan shii ne Hamangkhung-aphuii è thamai pha adoh ruii phro. Hamangkhung-aphuii pha biang nane shiishaiduii ro biang ne ji pha rajan hà rey ruii phro, chiih-è airo khiaothek ne aishii misiasia ruii phro.
4216040064	Ithek ne airo mizia riig ruii phro, chiih-è airo ibeng ne ithek ro khuwuangthek shii zey ruii phro.
42160500ed	Thiisa hàne habiu oi sha phro, chiih-è ithek ne muchuangthek nane hasiang muchuangthek ne achid sha phro, nyieliieshii Ithong Hamangkhung-aphuii ne ithek ro ichuang ro, chiih-è ithek ne sajathek duiine idang nane idang khoh ruii phro.
421606011a	Chiihphado hamangkhliie è gu shii yao, “Hì pha miyaogam ne izai nane migi rek mua ruii phro. Chiih-è Ithong Hamangkhung-aphuii, hanyie è awairo Ragung yi chaigthek shii phi, pha ji è awairo hamangkhliie ren gey ne khthiie nyie rey ruii pha ji awairo khiaothek shii doh yi.”
