2800000003	Mat
2a11170052	Aromo neyo bele ying na, ‘Kaya ka niini, kona kaya kaana.’ Kana e tare nee ne.
2a1118007d	Lengme le Kena ka Oromo, ya deya a yizi komana nangka mawere malmizi, ama nya masanto a kuruwǝ azaa shili ka koonang bekazo.
2a11190059	Zongka aye nyimi Kena ka Oromo kayo zitǝ cak kanza aromo a were aana, ne kang nyana kai.
2a111a0053	“Nangka waze a tomore te Ogonggong Nuhu, nyimi wayo za a tomore te Kena ka Oromo.
2a111b00fc	A nyimi o nyana a Ashili one, a aromo neya lyeeza, ane sosoza, a anza andaye asau, andaye kang aleze a todo na dukǝ lengme leeka Ogonggong Nuhu wa lyǝ a nyimi o onggo manyi o gong. Zora o rosa saseya na o wena manyi mame zale nama wonge aromo a pate.
2a111c008d	“Nyimia waze aza o nyana a Ashili a tomore te Lotu. Aromo neya lyelyeza, ane sosoza, neya eesa, ane lisizi, neya gasa ebelo ane sooze todo.
2a111d008b	Lengme leeka Lotu wa baya apeng a Saduma, zora orosa na ola ka arantaane wai a japi a surǝ azaa shili na wonze aromo a pate a lengme leme.
2a111e0078	“Azaa o nyana a Ashili aromo a wereena, nyimia wayo za zora o rosa one lengme leeka Kena ka Oromo kayo wore okpwe kai.
2a111f00c3	A lengme leng name ondo waya aza akwilǝ a wai, ka magogoro ma wai a nyimi kwilǝ me, kana wa japi kawa jeke mai ne. Nyimia, ondo waya o wake, kana wa kuri akwilǝ a kazo jeka magogoro ma wai ne.
2a11200024	Rintǝ epa eka e mana ondaye o Lotu.
2a1121005c	Pate ondooka wa yeme ebeene wai wayo dera e, ondooka wa dera ebeene wai aza ong, wayo cǝ e.
2a11220069	“Ang bele ying, a lengme lo deya ong, aromo leere neyo ya ara o tete yende, a yo jeka ondo a baya ondo.
2a1123004b	A yo mana andaye leere a nyanta eroko legwa, a yo jeka ondo a baya ondo.”
2a11240041	A yo mana andaleme leere ara a ogole, a yo jeka ondo a baya ondo.
2a11250090	Nane pirkǝ na, “A ruwǝme Ateokora?” Naka kabare ne ka angmǝ a gerpo na, “Ara a ka e keze zene, arakanamea ejogale kurkǝnǝzǝng ne.”
2a12010086	Na Yeso beke atoma kai angmǝ a gerpo adorana ka wore ne obena ne gwara ane beye angmǝ ka Ashili a gweregwere kana ne poro anyong ne.
2a12020071	Naka bekaana, “Apeng yende ondo cora angmǝ wa zene, oka wata ka boome ba Ashili ne, kanza awata bala aromo ne.
2a120300ab	A ondaye yende wa zene apeng ame, omea ogbwǝri waze, na wa aleze a ondo o cora ngmǝ ba gweregwere kale bose na, ‘Nyang epa eka e gwara a tera ong ka ondo nyana ong.’
2a120400b1	“O bora na wa nyane. Malo oka ondaye me wa gare wai a deesa a gweregwere, na wa beka okpwe wai na, ‘Pate ka o bekaana anta kona boome ba Ashili ne, kanza anta bala aromo ne.
2a12050083	Aza o bena ondaye ona wa garang ka o deesa a gweregwere, eyang ya wai epa eka e gwara aye wai, adorana wa bayang ang teeseke.’”
2a12060069	Na Ateokora me ka bekaana, “Kona na epa eka ondo o cora ngmǝ oka wata kona boome ba Ashili ne wa beke.
2a12070082	Ashili a era a ta nya andaaka wa Zaka ne epa eka e gwara ka neya gera me a wai a letereme kale lyaare ne? Wayo nyana o nya one na?
2a1208009f	Eyang baala o ying, wayo nya epa e rere ba kwarte. Nyimia waaza, a were aka Kena ka Oromo ka deya, kayo cǝ ondooka wa kabare ka kai a lerambo le Ashili na?”
2a1209007d	Yeso ka beke angmǝ a gerpo aza aromo aka ne jeka tokpwe tone o bena neye ka boome ba Ashili kanza ane zeele o dangare aromo.
2a120a0094	Naka bekaana, “Anda leere ne ale ba akwilǝ Ashili kane beye angmǝ ka Ashili. Ondo o bora oParisa wai, a o leere me ondo o eesa emate makeke wai.
2a120b0102	Na oParisa me wa ere a itǝ, na wa bore o beya ngmǝ ka Ashili a wa beye na, ‘Ashili ma zanta ka bo o bena mi anta ya na o dangare aromo ne. Anta ya na akǝri, ana o irizi aromo, ana o gera andaye aromo, mi anta ya na oromo ona ondo o eesa emate makeke ne.
2a120c006b	A nyimi le sondaare le yende, ang pateze ongmǝ ka leere, ang nyaza be yende a nyimi be tuuru o cǝ ong.’
2a120d00a4	“Ondo o eesa emate makeke na wa itǝ a macang. Wata wa ara okpwe ka wa laka azaa Ashili ne, a wa beye na, ‘Ashili kona egonegone ong, mi ondo madinǝ wai.’”
2a120e00f3	Na Yeso bekaana, “Eyang baala o ying, ondo o eesa emate makeke wa kurǝ ba akwilǝ a wai ka o bena Ashili a kwizǝ madinǝ ma wai, wata na oParisa ne. Pate ondooka wa ara okpwe wai, a yo nata wai. Ondo oka wa nata okpwe wai, a yo ara wai.”
2a120f0080	Na aromo ne deese ka ayana ane ara a Yeso adorana ka eke ne taara kane cǝ o leba. Ka o laka o nyimi na atoma kai, ne zurki ane.
2a1210008f	Na Yeso ka rare a bana ayana me, aka bekaa atoma a kai na, “Baya na a bana yana ane deye a mi, tana e nare ne ne, togomo te Ashili tatone te.
2a1211008d	Ang bele ying epeng eme, pate ondooka wata kabare ka togomo te Ashili nangka ka bana kena ka kabare ne, wa era wata lyǝ ba nyimi o te ne.”
2a12120090	Ondoono dandaro o gwarzanang maYahuda yende wa pirkǝ Yeso na, “Ondo o baala o lenyong le sangsang, ma wiini a ang cǝ ebeene odera o maro?”
2a121300b6	Na Yeso pirkǝ wai na, “Eyaka oya beya mi na ondo o baala o lenyong le sangsang, ondo o baala o lenyong le sangsang ta zene ne, Ashili aya belle ondo o baala o lenyong le sangsang.
2a121400c9	O rose epa eka angmǝ aka Ashili a nya Mosa wa wele, ‘Tana o eze leyau ka andaye ne, tana o wong ondo ne, tana o eze bekǝri ne, tana o beye majakari aza ondo ne, nya ate ka iini o togomo tene.’”
2a12150057	Na oromo me bekaana, “Ma tare epa eka a beka pate a were ame ma tata ka bana kena.”
2a121600bc	Ka o kona nyimi, na Yeso bekaa wai na, “Epa e yendea tata ka ba dera. Lisǝ epa eka oye ka e ba pate, ka o areseze ana o dera, oyo itǝ ondo le'eke a cake aza shili. O de ka o tareng.”
2a12170050	Nangka wa kone nyimi, na lenyong le wai caro aza o bekaana, waya ka ocǝ a cake.
2a1218006c	Ka o laka lenyong le wai a le caro, na Yeso bekaana, “Wayo poba a cak ana ocǝ ne lyǝ a togomo te Ashili.
2a1219005f	Mara o rankome wa lyǝ a le'o le beberkena aza o bena, ondo ocǝ wa lyǝ a togomo te Ashili.”
2a121a0062	Aromo amea ne kone orooka ona nane pirkǝ kai na, “Nyimia waaza, mana wa era a wa cǝ o boza?”
2a121b0058	Na Yeso kabare na, “Epa eka e kala legoone le aromo, eta kala legoone le Ashili ne.”
2a121c005a	Na Biturusu bekaana, “Gwukuu. Aro naana a te baya tokwilǝ tero ka e keeya a te taro.”
2a121d009d	Na Yeso bekaana, “Eyang dongdong bele o ying, ondo ta zene omea wa baya akwilǝ wai, ka ondaye, ka arone, ka anate, ka ayana, aza ogole o togomo te Ashili,
2a121e0050	a wa dera ocǝ magogoro nanname. A izi a wa kang cǝ ebeene o dera o maro ne.”
2a121f00b5	Na Yeso ale ka atoma kai ba e daki, naka bekaa ne na, “Teya zala a ale a Urushalima, a sanamea angmǝ aka ana o beya angmǝ ka mawo ma Ashili, ne wele aza Kena ka Oromo a yo pena.
2a1220007e	A yo nya kai a legoone le taara te Aworme. Neyo zeela kai, ane eseze kai, ane kareze kai mawo. Ane ole kai ane kang wonga kai.
2a12210028	Malo nyimi a lengme lo taaro aka ere.”
2a1222007b	A atoma kai neta ne cǝ masanto ma epa eka ka baale ne ne. Masanto mame a baasa ba ne, neta ne rose epa eka ka baale ne ne.
2a12230067	A were aka Yeso ka amara ka apeng a Yariko, a urǝ yende waya cikǝ ba e daki be orona a wa eze lebose.
2a1224003f	Nangka wa kone aromo aneya kala, na wa pirkǝ epa emea eya ale.
2a12250040	Na beka wai na, “Yeso karomo ka apeng Nazarat kaya ya kala.”
2a12260057	Nawa rare ka lengmelo a jǝng na, “Yeso kena ka abuudu a Daoda kona egonegone eng.”
2a12270097	Aromo amea neya izi nane zurki wai na wa kome, na wa wale o ara lengmelo ba jǝng kanza, a wa beya na, “Kena ka buudu a Daoda, kona egonegone eng.”
2a1228005f	Na Yeso itǝ aka ote na a de ka oromo ome ara kai. Nangka wa deya ma'amo na Yeso pirkǝ wai na,
2a12290062	“Eya oya yeme ang ezo?” Na urǝ ome kabare na, “Ateokora, eyang yeme ang cǝ o gonta ara.”
2a122a004f	Na Yeso beke a wai na, “Cǝ o gonta ara, o kabare ka Ashili au wa wongzau.”
2a122b0094	Ka o beka o Yeso nyimi, a wa ong cǝ o gonta ara a saseya, na wa tare kai, a wa sabe Ashili. Nangka aromo ne laka nyimi, na pate one ne sabe Ashili.
2a13010038	Yeso ka lyǝ a Yariko, aka ya kala a nyimi apeng naname,
2a1302005e	na ondooka beya wai na Zaka, oromo ogong a nyimi ana o eesa emate makeke, wai ondo ocǝ kanza.
2a1303006e	Wa gere o laka o bena mana Yeso, na wata ama ne, aza o bena aromo ne gong arame, a wai kanza waya kpwentiring.
2a1304006c	Nawa lyǝ izi kato song, na wa zala uti o urǝrǝ orona ka Yeso kaya kala arame, adorana wa cǝ wa laka kai.
2a13050089	Nangka Yeso ka dukǝ rame, naka ara okpwe naka beka wai na, “Zaka, jipi a saseya, o ngmeengme, akwilǝ au wa eyang dongdong jipi ne.”
2a13060035	Nawa jipi a kwarte, a wa embe kai ka lenyong leyende.
2a13070077	Nangka aromo ne laka nyimi, na pate one bebeya a tokpwe tone, nane bekaana, “Gwukuu. Ka jipi akwilǝ ondo madinǝ.”
2a130800d7	Na Zaka ere a itǝ, na wa bekaa Ateokora na, “Ateokora, laka. Nannamena pate epa eka eyang ka e eyang ara a tera kang nya ana o dera, a pate ondooka ma iri wai, eyang kuriyǝ wai ka naaze epa eka ma emba a wai.”
2a13090085	Yeso ka beka wai na, “Ngmeengme na, o boza wa lyǝ akwilǝ ana, o bekaana ba kurǝ a Ashili kanza bo kena ka akora na Ibraheng wai.
2a130a004d	Kena ka Oromo ka deya dakememe a gera epa eka e wilǝ, ka ka boza e kanza.”
2a130b00b3	Nangka neya konaza epa me, na Yeso ka lyǝ izi ka o baala one angmǝ a gerpo, aka ya ma'amo ka o Urushalima, aneya madoola ma o bena togomo te Ashili taya wore okpwe te nannamena.
2a130c0078	Naka bena, “Oromo yende akwilǝ togomo wa ale a makeke ma yende ma macangcang adorana a nya wai togomo zongka wa kuri.
2a130d0078	Nawa rare azara wai betuuru, na wa nya komana one emate, a wa kang bekaa ne na, ‘Wangara na emate me seeka ma kuri.’
2a130e00b1	“Na aromo apeng wai ne nyane wai, nyimia nane tong atoma a malo wai ara ondooka waye ka o bare o nya wai togomo kane bekaana, ‘Teta yeme oromo ona a wa itǝ ogomo oro ne.’
2a130f00a4	“Pate ka nyimi na nya wai togomo, malo oka wa cǝ te na wa kuri, a wa ote na a rare wai azara name ka wa nya ne emate, ka wa laka epa eka ne cǝ aza o wangara me.
2a13100067	“Na obora me de a wa bekaana, ‘Ondoogong, bemate be yende beeka ba nyang be windi emate betuuru.’
2a1311007e	“Nawa kabare ozara me na, ‘Gajeya, ozara ogashe. Nangka ba wore edang aza epa e baate, ma nyau togomo to apeng betuuru.’
2a1312005e	“Na o leere ome de, na wa bekaana, ‘Ondoogong, bemate beka ba nyang be windi emate esu.’
2a13130042	“Nawa kabare wai na, ‘Bo kanza ma nyau togomo to apeng esu.’
2a1314006c	“Kanza na oyende de na wa bekaana, ‘Ondoogong emba bemate bo. Mashe tere e a kajembelea, nang baasa suk.
2a13150077	Aza o bena eyang kona boome bo, obena bo o pobe. O jeeze epa eka ota ba eke ne o kang shende epa eka ota ba gata ne.’
2a131600d1	“Na ondoogong me kabare na, ‘Bo ozara a ara a buru. Eyang core o angmǝ aza epa eka ba beka, O rose bena mi oromo o poba, ondo omea wa jeeze epa eka wata wa eke ne, ang kang shende epa eka anta ma gata ne?
2a13170064	Nyimia waaza, eyaka ota ba eke emate eng ara o eese emate ne, ka ma kurǝ ang cǝ eyapa azame ne?’
2a1318006f	“Nawa beka aromo ka neya itǝ arame, ‘Emba na bemate beena a wai ka e nya ondoname ka waya ka e betuuru.’
2a13190040	“Nane beka wai na, ‘Ondoogong, wa ya ka emate betuuru pa.’
2a131a008a	“Eyang baala o ying, pate ondooka waye ka eyapa cake, a yo wala wai ne, ondooka waye ka eya baate kanza, a embe kapa ka mea waya ka kai.
2a131b0078	A ana o nyana ong ka neta yeme ong na ang eze togomo aza one ne, deya na ka ne arakana ka e wongze ne ang yang gonta.”
2a131c0039	Nangka Yeso ka beka nyimi, na ka kala aka ale Urushalima.
2a131d007b	Nangka ka amara ka kapeng ka Betapaji ka ko Beta nya, kane ya e daki zuwǝ o mati ma Zaitun, na ka tonga atoma kai a leere,
2a131e00bf	aka bekaa ne na, “Lyǝ na a kapeng kaanini a izi o ying. Ka o lyǝ o ying, eyo laka ka bana ka kurungzǝ ka yende ka o tera, kame a ta a tukǝ ozalame ne. Dinggǝ na kai ka e deene arakana.
2a131f006a	Ondo oka wa pirkǝ ying na, ‘Eyaka eya dinggǝ a kai?’ E bekaana, ‘Ateokora aro ya yeme a kai.’”
2a1320003b	Na andaaka atong ne ale, nane mana nangka Yeso ka bekaa ne.
2a1321006d	Neya aza o dinggǝ kai naname, na ana kurungzǝ kame pirkǝ ne na, “Eyaka eya dinggǝ ka kurungzǝ kana?”
2a1322002b	Nane bekaana, “Ateokora ya yeme a kai.”
2a13230061	Nane de ka kai ba Yeso, ane nata madibi mane azaa kurungzǝ kame, ane ana Yeso nane eke azaa kai.
2a1324003c	Kaya aza o ale naname, na aromo nasa madibi mane azaa orona.
2a132500d4	Nangka Yeso ka amara ka Urushalima araaka orona wa jipi o zuwǝ o mati ma Zaitun, na o kurkǝnǝng ana o tare okai a cake ne bore o kona oleba, ane saba Ashili kale ngmelo ajǝng aza e pate epa e moole kane laka.
2a1326008b	Nane bekaana, “Ondo kona o leba ogomo oka waya deya a nyimi leze le Ateokora.” “O cikǝ a cammo aza shili, a o saba itǝ a Ashili.”
2a13270095	Pate ka nyimi na maParisa ma yende a nyimi o kurkǝnǝng aromo ne bekaa kai na, “Ondo baala, zurki a o kurkǝnǝng ana o tare o kane kome seete.”
2a1328006b	Naka kabare na, “Eyang baala o ying, aromo na ne kome a seete, acale ka tokpwe to ai neya saba Ashili.”
2a13290041	Nangka ka amara, naka laka apeng a Urushalima, naka ruuzi aza ai.
2a132a006c	Naka bekaana, “Aiya e rose o ngmeengme na epa eka aya gerame aza o cikǝ a cammo. A nanname a baasa aying.
2a132b00a1	A were ya deya ka ana o nyana o ying neyo ringgari ying ka o sowa lebonggo, ane kang eza o kara ka ying. A ana o tesa a geza a moole neyo ringgari ying a koruwa.
2a132c00b7	Neyo wonza aromo aying a pate. Neto kang baya lecale leyende leeka a soo tedo to ying ne aza le yende ne. A yo ya nyimia aza o bena eta e kabare o bena Ashili a de ka boze ying ne.”
2a132d0057	Na ka lyǝ a atatara a akwilǝ Ashili, na ka bore o taranggaza ana o lisǝzǝ magororo.
2a132e0082	Na ka beya ne na, “A wele na, ‘Akwilǝ ang a yo itǝ akwilǝ o beya angmǝ ka Ashili. Na ying e kuriyǝ ai obake akǝri.’”
2a132f00b5	Koonang lengme, ka baale aromo a akwilǝ Ashili. A ana magame ma Ashili ma moole, ka ana o baala angmǝ aka Ashili a nya Mosa, ka ana o togomo aza aromo ne gere orona o wongnga kai.
2a1330005f	Nane dere nangka neyo wongnga kai, obena angmǝ a kai a embe anyong aromo a pate ka neya arame.
2a140100c3	Ngmende a Yeso ka lyǝ atatara akwilǝ Ashili ka ka baale kanza aka zoole aromo aza orooka o lebo, na ana magame ma Ashili ma moole, ana o baala angmǝ aka Ashili nya Mosa ka anateandaasau ne de.
2a14020064	Nane bekaa kai na, “Bele ro orona legoone leeka o ezeze epa ena ne. Mana wa nyau legoone leena?”
2a14030039	Na Yeso kabare na, “Eyang eza ying be pirǝ, beleng na,
2a14040047	Legoone le ngmǝ a Yohana ondo batisma a suri a Ashili na, aromo ai?”
2a14050086	Nane beya tokpwe tone, nane laka o bekaana, “Te bekaana, ‘Wa suri a Ashili,’ a kayo bekaana, ‘Eyaka eta e kabare ka wai ne?’
2a14060093	Kanza te bekaana, ‘Wa suri aromo,’ aromo a cake neyo teza ro ka cale, o bekaana komana rose Yohana ondo o beya angmǝ ka mawo ma Ashili wai.”
2a14070041	Nane maare ko bekaa kai na, “Teta rosa araaka le suri ne ne.”
2a14080066	Na Yeso bekaa ne na, “Mima anta bele o ying ka legoone le mana eyang eza epa eka eya gonta me ne.”
2a140900ba	Na Yeso ka lyǝ izi ka o baala aromo angmǝ a gerpo na, “Ondo wa rene amea waye ka ara o inabi, na wa nya ana ondo ogole arame a wa ale a begere a makeke ma yende, na wa rabo a saname.
2a140a00b6	Nangka a were o shende e inabi waye, na wa tong ozara wai oyende ana ogole me kawa mangka ayana o inabi me ba ne. Na ana ogole me ne ole wai, aane tarangga wai na wa kuri zora eyapa.
2a140b0090	Na oromo me wa tong ozara o leere, na ana ogole me kang ola wai na o bora, aane eze wai epa ezǝng aane kang tarangga wai na wa kuri zora eyapa.
2a140c0063	Na oromo me wa tong ozara o taaro, na ana ogole me ne ole wai aane juki wai aane were wai o yangga.
2a140d008c	“Na ondo ara o inabi me wa bekaana, ‘Eya eyang ya naname? Eyang tonga kena kang ka lome kamea ang yeme, ang rose obena neyo tare kai.’
2a140e00aa	“Pate ka nyimi nangka ana ogole me ne laka kai nane bekaa tokpwe to ne na, ‘Kando kamea kayo jeka ocǝ me kaana, baya ate wong kai, a ocǝ ondo arame wa itǝ aoro.’
2a140f0051	Nane wong kai ane tare e keze kai a malo ara inabi. “Eya ondo arame wayo ya ne?
2a141000a7	Wayo deya ka wa wong ana ogole me, a wa nya ana ondo ara ame.” Nangka aromo ka neya akwilǝ a Ashili ne kone nyimi nane bekaana, “Kana Ashili baya nyimi aye ne.”
2a141100dd	Na Yeso karene a yizi a dongdong aka pirkǝ na, “Eya bekazo ba ngmǝ epa ena a ana o beya angmǝ ka mawo ma Ashili ne wela? “‘Lecale leemea ana o sowa ne nyana, leya le itǝ leeme a waale a yeme me a were o sowa.’
2a141200dd	Bekazo be angmǝ ana a beya, pate ondooka wa rizi baaza lecale leme a wayo jukǝ okpwe wai a wa poso a nyokonyoko. A lecale leme le taru a wai a were amea a yo core angmǝ azaa wai, a yo nyanta wai kawa itǝ na ma'ena.”
2a141300e6	Aza o bekaana ne rose na angmǝ a gerpo na aza o bena neta ne kabare ka o baala o kai ne. Na ana o baala angmǝ aka Ashili a nya Mosa ka ana magame ma Ashili ma moole ne gere orona o meke o Yeso a saseya, nane kone boome ba aromo.
2a1414011d	Na ne gere orona o meke o kai kane ote kai ka ka rizi aza epa eka ka yo beka. Adorana ka lyǝ a taara te ogomo makeke mame. Nane nya aromo anyong a buru yende emate kane itǝ ana o kare o kai a yizi, na aromo me wore o bena ne aromo a rere ne. Na tong ne ba Yeso kane eze kai be pirǝ.
2a141500aa	Andaaka atong, ne pirkǝ Yeso na, “Ondobaala, te rose o bena o beeze o kang baala e peng, o takang wore o bena o kala yeme a ondo ne, kanza o baale orona Ashili ba kap.
2a1416004e	Wa rere o bena te are emate makeke a Ogomo ogong o Roma Kaisar na te bayai?”
2a14170036	Na Yeso ka ka rose anyong ane a buru naka bekaa ne na,
2a1418004a	“Woreng na beyo bemate. O ululu ka leze le mana a aza beyo bemate me?”
2a141900bc	Nane bekaana, “O Ogomo ogong o Roma Kaisar wai.” Naka bekaa ne na, “Nyimi waaza nyana Ogomo ogong o Roma Kaisar epa eka e Ogomo ogong o Roma Kaisar e, e nya Ashili epa e Ashili e.”
2a141a009d	Nane ta cǝ orona o meke o kai ne aza epa eka ka beka arakaname a nyimi aromo. Na epa eme tere ne okpwe aza o kabare o kap o be pirǝ be ne, nane kome a set.
2a141b006a	MaSadukiya ma yende, kane beeze na malo o gbwǝ a era ta era ne, ne deye a Yeso ka be pirǝ. Nane bekaana,
2a141c00be	“Ondo baala, Mosa ondo o beya a ngmǝ ka mawo ma Ashili wa wele ro oroka o bena, ondo wa gbwǝ a wa baya ondaye zora ayana, wa gwara o bena orone o wai ana ondaye me kawa ngmeng wai ayana.
2a141d0068	A bena, arone yende ne zene neya a sondaare. Ondo o bora a nyimi one wa ana ondaye na wa gbwi zora kena.
2a141e0031	Na o leere wa ana ondaye me na wa gbwi zora kena.
2a141f0068	Na o taaro one wa ana ondaye me, nyimia ne anza ondaye me a ale orone o sondaare nane gbwizi zora ayana.
2a1420001d	O maare na ondaye me wa gbwi.
2a1421007a	A lengme lo era andaaka ne gbwizǝ, wayo itǝ ondaye mana a nyimi one, nangka pate one a sondaare ne tukǝ o ana o wai?”
2a1422005c	Na Yeso bekaa ne na, “Aromo a were ana andaleme anza andaye, andaye kanza ne aleze a todo.
2a14230093	Pate ka nyimi andaaka neya kap ka were name ane kang bare o era a malo gbwǝ, ne era neta ana andaye ne a andaye kanza ne era ane ta ale a todo ne,
2a14240080	ne era neta gbwǝ kanza ne, aza o bena ne itǝ na atoma a surǝ a zaa shili. Ne itǝ ayana Ashili, o bena ne era a malo o gbwǝ.
2a142500c2	Eta e kabare a kap ne, Mosa wa wore o bena andaaka ne gbwǝ neyo era, wa wele epa eka Ashili a beke, a epa eka Ashili a beke naana, ‘Mea Ashili Ibraheng, ka Ashili Ishaku, a Ashili a Yakub.’
2a14260071	Ai Ashili ana o gbwǝ taza ne, ai Ashili a pate andaaka ne gbwǝ a neya tare o kai ka e edang, neye ka ebeene.”
2a14270064	Na ana ondo ba nyimi ana o baala angmǝ aka Ashili a Mosa ne bekaana, “Ondo baala ba bekaa kap.”
2a1428002b	Ondo ta zene kanza kawa ama pirǝ o kai ne.
2a14290091	Na Yeso ka pirkǝ aromo a cak na, “Eyaka ana o baala angmǝ aka a Ashili a nya Mosa ne beeze na Ondooka Ashili a zake kena ka abuudu Daoda kai?
