0100000008	Génesis
290817009a	Y Él, tomando de la mano al ciego, lo condujo fuera de la aldea, le escupió en los ojos, y le impuso las manos; después le preguntó: “¿Ves algo?”
2908180056	Él alzó los ojos y dijo: “Veo a los hombres; los veo como árboles que caminan”.
2908190071	Le puso otra vez las manos sobre los ojos, y el hombre miró con fijeza y quedó curado, y veía todo claramente.
29081a004f	Y lo envió de nuevo a su casa y le dijo: “Ni siquiera entres en la aldea”.
29081b00b7	Jesús se marchó con sus discípulos para las aldeas de Cesarea de Filipo. Por el camino hizo esta pregunta a sus discípulos: “¿Quién soy Yo, según el decir de los hombres?”.
29081c005c	Le respondieron diciendo: “Juan el Bautista; otros: Elías; otros: uno de los profetas”.
29081d0074	Entonces, les preguntó: “Según vosotros, ¿quién soy Yo?” Respondiole Pedro y dijo: “Tú eres el Cristo”.
29081e003d	Y les mandó rigurosamente que a nadie dijeran (esto) de Él.
29081f00f3	Comenzó entonces, a enseñarles que era necesario que el Hijo del hombre sufriese mucho; que fuese reprobado por los ancianos, por los sumos sacerdotes, y por los escribas; que le fuese quitada la vida, y que, tres días después, resucitase.
2908200056	Y les hablaba abiertamente. Entonces, Pedro, tomándolo aparte, empezó a reprenderlo.
29082100b3	Pero Él, volviéndose y viendo a sus discípulos, increpó a Pedro y le dijo: “¡Vete de Mí, atrás, Satanás! porque no sientes las cosas de Dios, sino las de los hombres”.
2908220096	Y convocando a la muchedumbre con sus discípulos les dijo: “Si alguno quiere venir en pos de Mí, renúnciese a sí mismo, tome su cruz, y sígame.
290823006d	Quien quiere salvar su vida, la perderá, y quien pierde su vida a causa de Mí y del Evangelio, la salvará.
2908240050	En efecto: ¿de qué servirá al hombre ganar el mundo entero, y perder su vida?
2908250039	Pues ¿qué cosa puede dar el hombre a cambio de su vida?
29082600e0	Porque quien se avergonzare de Mí y de mis palabras delante de esta raza adúltera y pecadora, el Hijo del hombre también se avergonzará de él cuando vuelva en la gloria de su Padre, escoltado por los santos ángeles”.
2909010097	Y les dijo: “En verdad, os digo, entre los que están aquí, algunos no gustarán la muerte sin que hayan visto el reino de Dios venido con poder”.
2909020094	Y seis días después, tomó Jesús consigo a Pedro, a Santiago y a Juan, y los llevó solos, aparte, a un alto monte, y se transfiguró a su vista.
290903007f	Sus vestidos se pusieron resplandecientes y de tal blancura; que no hay batanero sobre esta tierra, capaz de blanquearlos así.
290904003f	Y se les aparecieron Elías y Moisés y conversaban con Jesús.
29090500a4	Entonces, Pedro dijo a Jesús: “Rabí, es bueno que nos quedemos aquí. Hagamos, pues, aquí tres pabellones, uno para ti, uno para Moisés, y uno para Elías”.
2909060046	Era que no sabía lo que decía, porque estaban sobrecogidos de temor.
290907008a	Vino, entonces, una nube que los cubrió con su sombra, y de la nube una voz se hizo oír: “Este es mi Hijo, el Amado. ¡Escuchadlo!”.
2909080056	Y de repente, mirando todo alrededor, no vieron a nadie con ellos, sino a Jesús solo.
2909090095	Cuando bajaban del monte, les prohibió referir a nadie lo que habían visto, mientras el Hijo del hombre no hubiese resucitado de entre los muertos.
29090a007a	Y conservaron lo acaecido dentro de sí, discurriendo “qué podría significar eso de resucitar de entre los muertos”.
29090b0066	Y le hicieron esta pregunta: “¿Por qué, pues, dicen los escribas que Elías debe venir primero?”
29090c00a5	Respondioles: “Elías, en efecto, vendrá primero y lo restaurará todo. Pero ¿cómo está escrito del Hijo del hombre, que debe padecer mucho y ser vilipendiado?
29090d0077	Pues bien, Yo os declaro: en realidad Elías ya vino e hicieron con él cuanto les plugo, como está escrito de él”.
29090e0076	Llegaron, entretanto, a los discípulos y vieron un gran gentío que los rodeaba, y escribas que discutían con ellos.
29090f004e	Toda esta multitud en cuanto lo vio se quedó asombrada y corrió a saludarlo.
2909100032	Preguntoles: “¿Por qué discutís con ellos?”
290911005f	Respondiole uno de la multitud: “Maestro, te he traído a mi hijo, que tiene un demonio mudo.
29091200aa	Y cuando se apodera de él, lo zamarrea y él echa espumarajos, rechina los dientes y queda todo rígido. Y pedí a tus discípulos que lo expulsasen, y no han podido”.
29091300a1	Entonces, Él les respondió y dijo: “Oh raza incrédula, ¿hasta cuándo habré de estar con vosotros? ¿Hasta cuándo habré de soportaros? ¡Traédmelo!”.
2909140085	Y se lo trajeron. En cuanto lo vio, el espíritu lo zamarreaba (al muchacho); y caído en el suelo, se revolvía echando espumarajos.
2909150067	Y preguntó al padre: “¿Cuánto tiempo hace que esto le sucede?” Respondió: “Desde su infancia;
2909160092	y a menudo lo ha echado, ora en el fuego, ora en el agua, para hacerlo morir. Pero si Tú puedes algo, ayúdanos, Y ten compasión de nosotros”.
290917004a	Replicole Jesús: “¡Si puedes! ... Todo es posible para el que cree”.
290918005e	Entonces, el padre del niño se puso a gritar: “¡Creo! ¡Ven en ayuda de mi falta de fe!”
29091900b5	Y Jesús viendo que se aproximaba un tropel de gente, conminó al espíritu diciéndole: “Espíritu mudo y sordo, Yo te lo mando, sal de él, y no vuelvas a entrar más en él”.
29091a007d	Y, gritando y retorciéndole en convulsiones, salió. Y quedó el niño como muerto, y así muchos decían que había muerto.
29091b0045	Pero Jesús, tomándolo de la mano, lo levantó y él se tuvo en pie.
29091c007f	Cuando hubo entrado en casa, los discípulos le preguntaron en privado: “¿Por qué, pues, no pudimos nosotros expulsarlo?”
29091d0052	Les dijo: “Esta casta no puede ser expulsada sino con la oración y el ayuno”.
29091e004e	Partiendo de allí, pasaron a través de Galilea, y no quería que se supiese;
29091f00ae	porque enseñó esto a sus discípulos: “El Hijo del hombre va a ser entregado en manos de los hombres y lo harán morir; y tres días después de su muerte resucitará?”
2909200041	Pero ellos no comprendieron estas palabras y temían preguntarle.
2909210079	Entretanto, llegaron a Cafarnaúm; y cuando estuvo en su casa, les preguntó: “¿De qué conversabais en el camino?”.
2909220071	Mas ellos guardaron silencio, porque habían discutido entre sí, durante el camino, sobre quien sería el mayor.
290923008f	Entonces, sentose, llamo a los Doce y les dijo: “Si alguno quiere, ser el primero, deberá ser el último de todos y el servidor de todos”.
290924004a	Y tomando a un niño, lo puso en medio de ellos, y abrazándolo, les dijo:
2909250092	“El que recibe a uno de estos niños en mi nombre, a Mí me recibe; y el que a Mí me recibe, no me recibe a Mí, sino a Aquel que me envió”.
290926009b	Díjole Juan: “Maestro, vimos a un hombre que expulsaba demonios en tu nombre, el cual no nos sigue; y se lo impedíamos, porque no anda con nosotros”.
290927007e	Pero Jesús dijo: “No se lo impidáis, porque nadie, haciendo milagro por mi nombre, será capaz de hablar luego mal de Mí.
290928003a	Porque quien no está contra nosotros, por nosotros está.
290929007a	Quien os diere a beber un vaso de agua, por razón de que sois de Cristo, en verdad os digo, no perderá su recompensa”.
29092a00b7	Quien escandalizare a uno de estos pequeñitos que creen, más le valdría que le atasen alrededor de su cuello una piedra de molino de las que mueve un asno, y que lo echasen al mar.
29092b0091	Si tu mano te escandaliza, córtala: más te vale entrar en la vida manco, que irte, con tus dos manos, a la gehenna, al fuego que no se apaga. [
29092d007d	Y si tu pie te escandaliza, córtalo: más te vale entrar en la vida cojo que ser, con tus dos pies, arrojado a la gehenna. [
29092f0091	Y si tu ojo te escandaliza, sácalo: más te vale entrar en el reino de Dios teniendo un solo ojo que con tus dos ojos ser arrojado a la gehenna,
290930003f	donde “el gusano de ellos no muere y el fuego no se apaga”.
29093100b9	Porque cada uno ha de ser salado con el fuego. La sal es buena; mas si la sal se vuelve insípida, ¿con qué la sazonaréis? Tened sal en vosotros mismos y estad en paz unos con otros.
290a01009e	Partiendo de allí, fue al territorio de Judea y de Transjordania. De nuevo, las muchedumbres acudieron a Él, y de nuevo, según su costumbre, los instruía.
290a020082	Y viniendo a Él algunos fariseos que, con el propósito de tentarlo, le preguntaron si era lícito al marido repudiar a su mujer,
290a03003b	les respondió y dijo: “¿Qué os ha ordenado Moisés?”
290a040047	Dijeron: “Moisés permitió dar libelo de repudio y despedir (la)”.
290a05005d	Mas Jesús les replicó: “En vista de vuestra dureza de corazón os escribió ese precepto.
290a060045	Pero desde el comienzo de la creación, Dios los hizo varón y mujer.
290a07004a	Por esto el hombre dejará a su padre y a su madre y se unirá a su mujer,
290a080058	y los dos vendrán a ser una sola carne. De modo que no son ya dos, sino una sola carne.
290a09003c	¡Y bien! ¡lo que Dios ha unido, el hombre no lo separe!”
290a0a0047	De vuelta a su casa, los discípulos otra vez le preguntaron sobre eso.
290a0b005f	Y les dijo: “Quien repudia a su mujer y se casa con otra, comete adulterio contra la primera;
290a0c0050	y si una mujer repudia a su marido y se casa con otro, ella comete adulterio”.
290a0d0050	Le trajeron unos niños para que los tocase; mas los discípulos ponían trabas.
290a0e0091	Jesús viendo esto, se molestó y les dijo: “Dejad a los niños venir a Mí y no les impidáis, porque de tales como estos es el reino de Dios.
290a0f005a	En verdad, os digo, quien no recibe el reino de Dios como un niño, no entrará en él”.
290a100043	Después los abrazó y los bendijo, poniendo sobre ellos las manos.
290a110097	Cuando iba ya en camino, vino uno corriendo y, doblando la rodilla, le preguntó: “Maestro bueno, ¿qué he de hacer para heredar la vida eterna?”.
290a120052	Respondiole Jesús: “¿Por qué me llamas bueno? Nadie es bueno, sino solo Dios.
290a130093	Tú conoces los mandamientos: “No mates, no cometas adulterio, no robes, no des falso testimonio, no defraudes, honra a tu padre y a tu madre”;
290a14004c	y él le respondió: “Maestro, he cumplido todo esto desde mi juventud”.
290a1500cc	Entonces, Jesús lo miró con amor y le dijo: “Una cosa te queda: anda, vende todo lo que posees y dalo a los pobres, y tendrás un tesoro en el cielo; después, vuelve, y sígueme, llevando la cruz”.
290a160057	Al oír estas palabras, se entristeció, y se fue apenado, porque tenía muchos bienes.
290a17008d	Entonces, Jesús, dando una mirada a su rededor, dijo a sus discípulos: “¡Cuán difícil es para los ricos entrar en el reino de Dios!”
290a1800bb	Como los discípulos se mostrasen asombrados de sus palabras, volvió a decirles Jesús: “Hijitos, ¡cuán difícil es para los que confían en las riquezas, entrar en el reino de Dios!
290a190066	Es más fácil a un camello pasar por el ojo de una aguja que a un rico entrar en el reino de Dios”.
290a1a0064	Pero su estupor aumentó todavía; y se decían entre sí: “Entonces, ¿quién podrá salvarse?”
290a1b008f	Mas Jesús, fijando sobre ellos su mirada, dijo: “Para los hombres, esto es imposible, mas no para Dios, porque todo es posible para Dios”.
290a1c0064	Púsose, entonces, Pedro a decirle: “Tú lo ves, nosotros hemos dejado todo y te hemos seguido”.
290a1d00b1	Jesús le contestó y dijo: “En verdad, os digo, nadie habrá dejado casa, o hermanos, o hermanas, o madre, o padre, o hijos, o campos, a causa de Mí y a causa del Evangelio,
290a1e00aa	que no reciba centuplicado ahora, en este tiempo, casas, hermanos, hermanas, madre, hijos y campos —a una con persecuciones—, y, en el siglo venidero, la vida eterna.
290a1f0044	Mas muchos primeros serán últimos, y muchos últimos, primeros”.
290a2000ca	Iban de camino, subiendo a Jerusalén, y Jesús se les adelantaba; y ellos se asombraban y lo seguían con miedo. Y tomando otra vez consigo a los Doce, se puso a decirles lo que le había de acontecer:
290a2100b2	“He aquí que subimos a Jerusalén, y el Hijo del hombre va a ser entregado a los sumos sacerdotes y a los escribas, y lo condenarán a muerte, y lo entregarán a los gentiles;
290a220066	y lo escarnecerán, lo escupirán, lo azotarán y lo matarán, mas tres días después resucitará”.
290a230095	Acercáronsele Santiago y Juan, los hijos de Zebedeo, y le dijeron: “Maestro, queremos que Tú hagas por nosotros cualquier cosa que te pidamos”.
290a240041	Él les dijo: “¿Qué queréis, pues, que haga por vosotros?”
290a250068	Le respondieron: “Concédenos sentarnos, el uno a tu derecha, el otro a tu izquierda, en tu gloria”.
290a26008f	Pero Jesús les dijo: “No sabéis lo que pedís. ¿Podéis beber el cáliz que Yo he de beber, o recibir el bautismo que Yo he de recibir?”
290a27009b	Le contestaron: “Podemos”. Entonces, Jesús les dijo: “El cáliz que Yo he de beber, lo beberéis; y el bautismo que Yo he de recibir lo recibiréis.
