010000000c	ਉਤਪਤ
30040700e7	ਸੋ ਤੁਸੀਂ ਹੁਣ ਗੁਲਾਮ ਨਹੀਂ ਸਗੋਂ ਪੁੱਤਰ ਹੋ ਅਤੇ ਜੇ ਪੁੱਤਰ ਹੋ ਤਾਂ ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਹੀਂ ਵਾਰਿਸ ਵੀ ਹੈਂ।
3004080107	ਪਰ ਉਸ ਵੇਲੇ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਅਣਜਾਣ ਹੋਣ ਦੇ ਕਾਰਨ ਤੁਸੀਂ ਉਹਨਾਂ ਦੀ ਗੁਲਾਮੀ ਵਿੱਚ ਸੀ ਜਿਹੜੇ ਅਸਲ ਵਿੱਚ ਈਸ਼ਵਰ ਨਹੀਂ ਸਨ।
3004090224	ਪਰ ਹੁਣ ਜੋ ਤੁਸੀਂ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਜਾਣ ਗਏ ਹੋ ਸਗੋਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੁਹਾਨੂੰ ਜਾਣ ਲਿਆ ਤਾਂ ਕਿਉਂ ਤੁਸੀਂ ਫਿਰ ਉਨ੍ਹਾਂ ਨਿਰਬਲ ਅਤੇ ਨਿਕੰਮੀਆਂ ਮੂਲ ਗੱਲਾਂ ਦੀ ਵੱਲ ਮੁੜੇ ਜਾਂਦੇ ਹੋ ਜਿੰਨ੍ਹਾ ਦੇ ਬੰਧਨ ਵਿੱਚ ਤੁਸੀਂ ਦੁਬਾਰਾ ਨਵੇਂ ਸਿਰਿਓਂ ਆਉਣਾ ਚਾਹੁੰਦੇ ਹੋ?
30040a0083	ਤੁਸੀਂ ਦਿਨਾਂ, ਮਹੀਨਿਆਂ, ਸਮਿਆਂ ਅਤੇ ਸਾਲਾਂ ਨੂੰ ਮੰਨਦੇ ਹੋ!
30040b00eb	ਮੈਂ ਤੁਹਾਡੇ ਲਈ ਡਰਦਾ ਹਾਂ ਭਈ ਕਿਤੇ ਇਸ ਤਰ੍ਹਾਂ ਨਾ ਹੋਵੇ ਜੋ ਮੈਂ ਤੁਹਾਡੇ ਲਈ ਐਂਵੇਂ ਹੀ ਮਿਹਨਤ ਕੀਤੀ ਹੋਵੇ।
30040c0152	ਹੇ ਭਰਾਵੋ, ਮੈਂ ਤੁਹਾਡੇ ਅੱਗੇ ਬੇਨਤੀ ਕਰਦਾ ਹਾਂ ਕਿ ਤੁਸੀਂ ਮੇਰੇ ਜਿਹੇ ਬਣੋ ਇਸ ਲਈ ਜੋ ਮੈਂ ਵੀ ਤੁਹਾਡੇ ਜਿਹਾ ਬਣਿਆ ਹਾਂ। ਤੁਸੀਂ ਮੇਰੇ ਨਾਲ ਬੁਰੇ ਨਹੀਂ ਵਰਤੇ,
30040d00d1	ਪਰ ਤੁਸੀਂ ਜਾਣਦੇ ਹੋ ਜੋ ਮੈਂ ਸਰੀਰ ਦੀ ਕਮਜ਼ੋਰੀ ਕਰਕੇ ਪਹਿਲੀ ਵਾਰ ਤੁਹਾਨੂੰ ਖੁਸ਼ਖਬਰੀ ਸੁਣਾਈ।
30040e01a7	ਅਤੇ ਉਹ ਜੋ ਮੇਰੇ ਸਰੀਰ ਵਿੱਚ ਤੁਹਾਡੇ ਲਈ ਇੱਕ ਪਰਤਾਵਾ ਸੀ ਉਹ ਨੂੰ ਤੁਸੀਂ ਤੁਛ ਨਾ ਜਾਣਿਆ, ਨਾ ਉਸ ਤੋਂ ਸੂਗ ਕੀਤੀ ਪਰ ਮੈਨੂੰ ਪਰਮੇਸ਼ੁਰ ਦੇ ਦੂਤ ਦੀ ਤਰ੍ਹਾਂ ਸਗੋਂ ਮਸੀਹ ਯਿਸੂ ਦੀ ਤਰ੍ਹਾਂ ਕਬੂਲ ਕੀਤਾ।
30040f0128	ਤਾਂ ਹੁਣ ਤੁਹਾਡਾ ਉਹ ਅਨੰਦ ਕਿੱਥੇ ਗਿਆ? ਮੈਂ ਤੁਹਾਡਾ ਗਵਾਹ ਹਾਂ, ਕਿ ਜੇ ਹੋ ਸਕਦਾ ਤਾਂ ਤੁਸੀਂ ਆਪਣੀਆਂ ਅੱਖਾਂ ਵੀ ਕੱਢ ਕੇ ਮੈਨੂੰ ਦੇ ਦਿੰਦੇ
300410008d	ਫਿਰ ਕੀ ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚੀ ਗੱਲ ਆਖਣ ਨਾਲ ਤੁਹਾਡਾ ਵੈਰੀ ਬਣ ਗਿਆ?
3004110165	ਉਹ ਤੁਹਾਨੂੰ ਮਿੱਤਰ ਤਾਂ ਬਣਾਉਣਾ ਚਾਹੁੰਦੇ ਹਨ ਪਰ ਚੰਗੀ ਸੋਚ ਨਾਲ ਨਹੀਂ ਸਗੋਂ ਉਹ ਤੁਹਾਨੂੰ ਅਲੱਗ ਕਰਨਾ ਚਾਹੁੰਦੇ ਹਨ ਕਿ ਤੁਸੀਂ ਉਹਨਾਂ ਨੂੰ ਹੀ ਆਪਣੇ ਮਿੱਤਰ ਬਣਾ ਲਓ।
300412012b	ਪਰ ਇਹ ਵੀ ਚੰਗਾ ਹੈ ਜੋ ਭਲੀ ਗੱਲ ਵਿੱਚ ਹਰ ਸਮੇਂ ਮਿੱਤਰ ਬਣਾਉਣ ਦਾ ਯਤਨ ਕੀਤਾ ਜਾਵੇ ਅਤੇ ਨਾ ਕੇਵਲ ਉਸੇ ਵੇਲੇ ਜਦੋਂ ਮੈਂ ਤੁਹਾਡੇ ਕੋਲ ਹੋਵਾਂ।
3004130125	ਹੇ ਮੇਰੇ ਬੱਚਿਓ, ਜਿੰਨਾਂ ਚਿਰ ਤੁਹਾਡੇ ਵਿੱਚ ਮਸੀਹ ਦੀ ਸੂਰਤ ਨਾ ਬਣ ਜਾਵੇ ਉਦੋਂ ਤੱਕ ਮੈਂ ਤੁਹਾਡੇ ਲਈ ਫਿਰ ਪੀੜਾਂ ਸਹਿੰਦਾ ਰਹਿੰਦਾ ਹਾਂ।
3004140125	ਅਤੇ ਮੈਂ ਚਾਹੁੰਦਾ ਤਾਂ ਹਾਂ ਜੋ ਹੁਣ ਤੁਹਾਡੇ ਕੋਲ ਆ ਕੇ ਹੋਰ ਤਰ੍ਹਾਂ ਬੋਲਾਂ ਕਿਉਂ ਜੋ ਤੁਹਾਡੀ ਵੱਲੋਂ ਮੈਂ ਦੁਬਧਾ ਵਿੱਚ ਪਿਆ ਹੋਇਆ ਹਾਂ।
30041500d8	ਤੁਸੀਂ ਜੋ ਬਿਵਸਥਾ ਦੇ ਅਧੀਨ ਹੋਣਾ ਚਾਹੁੰਦੇ ਹੋ ਮੈਨੂੰ ਦੱਸੋ, ਕੀ, ਤੁਸੀਂ ਬਿਵਸਥਾ ਨੂੰ ਨਹੀਂ ਸੁਣਦੇ?
30041600ec	ਕਿਉਂ ਜੋ ਇਹ ਲਿਖਿਆ ਹੋਇਆ ਹੈ ਜੋ ਅਬਰਾਹਾਮ ਦੇ ਦੋ ਪੁੱਤਰ ਹੋਏ, ਇੱਕ ਦਾਸੀ ਤੋਂ ਅਤੇ ਦੂਜਾ ਅਜ਼ਾਦ ਇਸਤ੍ਰੀ ਤੋਂ।
3004170110	ਪਰ ਜਿਹੜਾ ਦਾਸੀ ਤੋਂ ਹੋਇਆ ਉਹ ਸਰੀਰ ਦੇ ਅਨੁਸਾਰ ਜੰਮਿਆ ਪਰੰਤੂ ਜਿਹੜਾ ਅਜ਼ਾਦ ਇਸਤ੍ਰੀ ਤੋਂ ਹੋਇਆ ਉਹ ਵਾਇਦੇ ਦੇ ਕਾਰਨ ਜੰਮਿਆ।
3004180124	ਇਹ ਦ੍ਰਿਸ਼ਟਾਂਤ ਦੀਆਂ ਗੱਲਾਂ ਹਨ। ਅਰਥਾਤ ਇਹ ਦੋ ਤੀਵੀਆਂ ਦੋ ਨੇਮ ਹਨ, ਇੱਕ ਤਾਂ ਸੀਨਈ ਪਹਾੜ ਦੀ ਜੋ ਗੁਲਾਮੀ ਲਈ ਜਣਦੀ ਹੈ। ਇਹ ਹਾਜਰਾ ਹੈ।
3004190128	ਅਤੇ ਇਹ ਹਾਜਰਾ ਅਰਬ ਵਿੱਚ ਸੀਨਈ ਪਹਾੜ ਹੈ ਅਤੇ ਹੁਣ ਦਾ ਯਰੂਸ਼ਲਮ ਉਹ ਦੇ ਤੁੱਲ ਹੈ ਕਿਉਂ ਜੋ ਇਹ ਆਪਣੇ ਬੱਚਿਆਂ ਦੇ ਨਾਲ ਗੁਲਾਮੀ ਵਿੱਚ ਪਈ ਹੈ।
30041a0087	ਪਰ ਯਰੂਸ਼ਲਮ ਜੋ ਉਤਾਹਾਂ ਹੈ ਉਹ ਅਜ਼ਾਦ ਹੈ, ਉਹ ਸਾਡੀ ਮਾਤਾ ਹੈ।
30041b01b8	ਕਿਉਂ ਜੋ ਲਿਖਿਆ ਹੋਇਆ ਹੈ, ਹੇ ਬਾਂਝ, ਜੈਕਾਰਾ ਗਜਾ, ਤੂੰ ਜੋ ਨਹੀਂ ਜਣੀ ਖੁੱਲ੍ਹ ਕੇ ਗਾ ਅਤੇ ਚਿੱਲਾ, ਤੂੰ ਜਿਸ ਨੂੰ ਪੀੜਾਂ ਨਹੀਂ ਲੱਗੀਆਂ! ਕਿਉਂ ਜੋ ਤਿਆਗੀ ਹੋਈ ਦੇ ਬੱਚੇ ਸੁਹਾਗਣ ਦੇ ਬੱਚਿਆਂ ਨਾਲੋਂ ਵੀ ਵੱਧ ਹਨ।
30041c0082	ਪਰ ਹੇ ਭਰਾਵੋ, ਅਸੀਂ ਇਸਹਾਕ ਵਾਂਗੂੰ ਵਾਇਦੇ ਦੀ ਸੰਤਾਨ ਹਾਂ।
30041d0136	ਪਰ ਜਿਵੇਂ ਉਸ ਸਮੇਂ ਉਹ ਜਿਹੜਾ ਸਰੀਰ ਦੇ ਅਨੁਸਾਰ ਜੰਮਿਆਂ ਉਹ ਨੂੰ ਸਤਾਉਂਦਾ ਸੀ ਜਿਹੜਾ ਆਤਮਾ ਦੇ ਅਨੁਸਾਰ ਜੰਮਿਆਂ ਸੀ, ਤਿਵੇਂ ਹੁਣ ਵੀ ਹੁੰਦਾ ਹੈ।
30041e0141	ਪਰ ਪਵਿੱਤਰ ਗ੍ਰੰਥ ਕੀ ਆਖਦਾ ਹੈ? ਦਾਸੀ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰ ਨੂੰ ਕੱਢ ਦੇ ਕਿਉਂ ਜੋ ਦਾਸੀ ਦਾ ਪੁੱਤਰ ਅਜ਼ਾਦ ਇਸਤਰੀ ਦੇ ਪੁੱਤਰ ਨਾਲ ਵਾਰਿਸ ਨਹੀਂ ਹੋਵੇਗਾ।
30041f0095	ਇਸ ਲਈ, ਹੇ ਭਰਾਵੋ, ਅਸੀਂ ਦਾਸੀ ਦੀ ਨਹੀਂ ਸਗੋਂ ਅਜ਼ਾਦ ਦੀ ਸੰਤਾਨ ਹਾਂ।
30050100f2	ਅਜ਼ਾਦੀ ਲਈ ਮਸੀਹ ਨੇ ਸਾਨੂੰ ਅਜ਼ਾਦ ਕੀਤਾ, ਇਸ ਲਈ ਦ੍ਰਿੜ੍ਹ ਰਹੋ ਅਤੇ ਗੁਲਾਮੀ ਦੇ ਜੂਲੇ ਹੇਠਾਂ ਮੁੜ ਕੇ ਨਾ ਜਾਵੋ।
3005020100	ਵੇਖੋ, ਮੈਂ ਪੌਲੁਸ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਜੇ ਤੁਸੀਂ ਸੁੰਨਤ ਕਰਾਵੋ ਤਾਂ ਮਸੀਹ ਕੋਲੋਂ ਤੁਹਾਨੂੰ ਕੁਝ ਲਾਭ ਨਾ ਹੋਵੇਗਾ।
3005030109	ਸਗੋਂ ਮੈਂ ਹਰੇਕ ਮਨੁੱਖ ਉੱਤੇ ਜਿਹੜਾ ਸੁੰਨਤ ਕਰਾਉਂਦਾ ਹੈ ਫਿਰ ਗਵਾਹੀ ਭਰਦਾ ਹਾਂ ਜੋ ਉਹ ਨੂੰ ਸਾਰੀ ਬਿਵਸਥਾ ਮੰਨਣੀ ਪਵੇਗੀ।
30050400e6	ਤੁਸੀਂ ਜੋ ਬਿਵਸਥਾ ਨਾਲ ਧਰਮੀ ਬਣਨਾ ਚਾਹੁੰਦੇ ਹੋ, ਸੋ ਮਸੀਹ ਤੋਂ ਅਲੱਗ ਹੋ ਗਏ ਅਤੇ ਕਿਰਪਾ ਤੋਂ ਡਿੱਗ ਗਏ ਹੋ।
30050500bc	ਅਸੀਂ ਤਾਂ ਆਤਮਾ ਦੇ ਕਾਰਨ ਵਿਸ਼ਵਾਸ ਨਾਲ ਆਸ ਕੀਤੀ ਹੋਈ ਧਾਰਮਿਕਤਾ ਦੀ ਉਡੀਕ ਕਰਦੇ ਹਾਂ।
3005060125	ਕਿਉਂ ਜੋ ਮਸੀਹ ਯਿਸੂ ਵਿੱਚ ਨਾ ਤਾਂ ਸੁੰਨਤ, ਨਾ ਹੀ ਅਸੁੰਨਤ ਕੁਝ ਕੰਮ ਦੀ ਹੈ; ਪਰ ਸਗੋਂ ਵਿਸ਼ਵਾਸ ਜੋ ਪਿਆਰ ਦੇ ਰਾਹੀਂ ਪ੍ਰਭਾਵੀ ਹੁੰਦਾ ਹੈ।
30050700d8	ਤੁਸੀਂ ਤਾਂ ਚੰਗੀ ਤਰ੍ਹਾਂ ਦੌੜਦੇ ਸੀ! ਕਿਸ ਨੇ ਤੁਹਾਨੂੰ ਰੋਕ ਦਿੱਤਾ ਕਿ ਤੁਸੀਂ ਸਚਿਆਈ ਨੂੰ ਨਾ ਮੰਨੋ?
3005080087	ਇਸ ਤਰ੍ਹਾਂ ਦੀ ਸਿੱਖਿਆ ਤੁਹਾਡੇ ਸੱਦਣ ਵਾਲੇ ਦੀ ਵੱਲੋਂ ਨਹੀਂ।
300509009e	ਥੋੜ੍ਹਾ ਜਿਹਾ ਖ਼ਮੀਰ ਸਾਰੇ ਗੁੰਨੇ ਹੋਏ ਆਟੇ ਨੂੰ ਖ਼ਮੀਰਾ ਕਰ ਦਿੰਦਾ ਹੈ।
30050a0166	ਮੈਨੂੰ ਪ੍ਰਭੂ ਵਿੱਚ ਤੁਹਾਡੀ ਵੱਲੋਂ ਭਰੋਸਾ ਹੈ ਜੋ ਤੁਸੀਂ ਕੋਈ ਹੋਰ ਵਿਚਾਰ ਨਾ ਕਰੋਗੇ, ਪਰ ਜਿਹੜਾ ਤੁਹਾਨੂੰ ਡਰਾਉਂਦਾ ਹੈ ਉਹ ਭਾਵੇਂ ਕੋਈ ਵੀ ਹੋਵੇ ਆਪਣੀ ਸਜ਼ਾ ਭੋਗੇਗਾ!
30050b0129	ਪਰ ਹੇ ਭਰਾਵੋ, ਜੇ ਮੈਂ ਹੁਣ ਤੱਕ ਸੁੰਨਤ ਦਾ ਪ੍ਰਚਾਰ ਕਰਦਾ ਹਾਂ ਤਾਂ ਹੁਣ ਤੱਕ ਸਤਾਇਆ ਕਿਉਂ ਜਾਂਦਾ ਹਾਂ? ਤਦ ਸਲੀਬ ਦੀ ਠੋਕਰ ਤਾਂ ਜਾਂਦੀ ਰਹੀ।
30050c00a4	ਕੀ ਹੁੰਦਾ ਕਿ ਉਹ ਜਿਹੜੇ ਤੁਹਾਨੂੰ ਡਰਾਉਂਦੇ ਹਨ, ਆਪਣਾ ਅੰਗ ਹੀ ਵੱਢ ਲੈਂਦੇ!।
30050d0146	ਹੇ ਭਰਾਵੋ, ਤੁਸੀਂ ਤਾਂ ਅਜ਼ਾਦੀ ਲਈ ਸੱਦੇ ਗਏ ਹੋ ਪਰ ਆਪਣੀ ਅਜ਼ਾਦੀ ਨੂੰ ਸਰੀਰ ਲਈ ਮੌਕਾ ਜਾਣ ਕੇ ਨਾ ਵਰਤੋ ਸਗੋਂ ਪਿਆਰ ਦੇ ਰਾਹੀਂ ਇੱਕ ਦੂਜੇ ਦੀ ਸੇਵਾ ਕਰੋ।
30050e0104	ਕਿਉਂ ਜੋ ਸਾਰੀ ਬਿਵਸਥਾ ਇੱਕੋ ਗੱਲ ਵਿੱਚ ਸਮਾਪਤ ਹੁੰਦੀ ਹੈ ਅਰਥਾਤ ਇਸ ਵਿੱਚ ਕਿ ਆਪਣੇ ਗੁਆਂਢੀ ਨਾਲ ਆਪਣੇ ਜਿਹਾ ਪਿਆਰ ਕਰ।
30050f00fb	ਪਰ ਜੇ ਤੁਸੀਂ ਇੱਕ ਦੂਜੇ ਨੂੰ ਦੰਦਾਂ ਨਾਲ ਪਾੜ ਖਾਓ ਤਾਂ ਚੌਕਸ ਰਹੋ ਕੀ ਕਿਤੇ ਤੁਸੀਂ ਇੱਕ ਦੂਜੇ ਦਾ ਨਾਸ ਨਾ ਕਰ ਦੇਵੋਂ!।
30051000d2	ਪਰ ਮੈਂ ਆਖਦਾ ਹਾਂ, ਤੁਸੀਂ ਆਤਮਾ ਦੇ ਦੁਆਰਾ ਚੱਲੋ ਤਾਂ ਸਰੀਰ ਦੀ ਲਾਲਸਾ ਨੂੰ ਕਦੇ ਪੂਰਾ ਨਾ ਕਰੋਗੇ।
3005110140	ਕਿਉਂ ਜੋ ਸਰੀਰ ਆਤਮਾ ਦੇ ਵਿਰੁੱਧ, ਅਤੇ ਆਤਮਾ ਸਰੀਰ ਦੇ ਵਿਰੁੱਧ ਹੈ ਕਿਉਂ ਜੋ ਇਹ ਇੱਕ ਦੂਜੇ ਦੇ ਵਿਰੁੱਧ ਹਨ ਤਾਂ ਜੋ ਤੁਸੀਂ ਜੋ ਚਾਹੁੰਦੇ ਹੋ ਨਾ ਕਰ ਸਕੋ।
30051200aa	ਪਰ ਜੇ ਤੁਸੀਂ ਆਤਮਾ ਦੀ ਅਗਵਾਈ ਨਾਲ ਚੱਲਦੇ ਹੋ ਤਾਂ ਬਿਵਸਥਾ ਦੇ ਅਧੀਨ ਨਹੀਂ ਹੋ।
30051300a8	ਹੁਣ ਸਰੀਰ ਦੇ ਕੰਮ ਤਾਂ ਪਰਗਟ ਹਨ। ਉਹ ਇਹ ਹਨ - ਹਰਾਮਕਾਰੀ, ਗੰਦ-ਮੰਦ, ਲੁੱਚਪੁਣਾ,
30051400a5	ਮੂਰਤੀ ਪੂਜਾ, ਜਾਦੂਗਰੀ, ਵੈਰ, ਝਗੜੇ, ਈਰਖਾ, ਕ੍ਰੋਧ, ਵਿਰੋਧ, ਫੁੱਟਾਂ, ਬਿਦਤਾਂ,
30051501de	ਖਾਰ, ਨਸ਼ੇ, ਬਦਮਸਤੀਆਂ, ਅਤੇ ਹੋਰ ਇਹੋ ਜਿਹੇ ਕੰਮ। ਇਹਨਾਂ ਗੱਲਾਂ ਦੇ ਵਿਖੇ ਮੈਂ ਤੁਹਾਨੂੰ ਸਾਫ਼ ਆਖਦਾ ਹਾਂ ਜਿਵੇਂ ਮੈਂ ਪਹਿਲਾਂ ਵੀ ਆਖਿਆ ਸੀ ਕਿ ਜਿਹੜੇ ਇਹੋ ਜਿਹੇ ਕੰਮ ਕਰਦੇ ਹਨ ਉਹ ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਜ ਦੇ ਵਾਰਿਸ ਨਹੀਂ ਹੋਣਗੇ।
30051600ae	ਪਰ ਆਤਮਾ ਦਾ ਫਲ ਇਹ ਹੈ - ਪਿਆਰ, ਅਨੰਦ, ਸ਼ਾਂਤੀ, ਧੀਰਜ, ਦਿਆਲਗੀ, ਭਲਿਆਈ, ਵਫ਼ਾਦਾਰੀ,
300517009b	ਨਰਮਾਈ, ਸੰਜਮ। ਇਹੋ ਜਿਹੀਆਂ ਗੱਲਾਂ ਦੇ ਵਿਰੁੱਧ ਕੋਈ ਬਿਵਸਥਾ ਨਹੀਂ ਹੈ।
3005180100	ਅਤੇ ਜਿਹੜੇ ਮਸੀਹ ਯਿਸੂ ਦੇ ਹਨ ਉਨ੍ਹਾਂ ਨੇ ਸਰੀਰ ਨੂੰ ਉਹ ਦੀਆਂ ਕਾਮਨਾਵਾਂ ਅਤੇ ਲਾਲਸਾ ਸਣੇ ਸਲੀਬ ਉੱਤੇ ਚੜ੍ਹਾ ਦਿੱਤਾ।
300519008e	ਜੇ ਅਸੀਂ ਆਤਮਾ ਦੁਆਰਾ ਜਿਉਂਦੇ ਹਾਂ ਤਾਂ ਆਤਮਾ ਦੁਆਰਾ ਚੱਲੀਏ ਵੀ।
30051a00b4	ਅਸੀਂ ਘਮੰਡੀ ਹੋ ਕੇ ਨਾ ਇੱਕ ਦੂਜੇ ਨੂੰ ਖਿਝਾਈਏ ਅਤੇ ਨਾ ਇੱਕ ਦੂਜੇ ਨਾਲ ਖਾਰ ਰੱਖੀਏ।
30060101df	ਹੇ ਭਰਾਵੋ, ਜੇ ਕੋਈ ਮਨੁੱਖ ਕਿਸੇ ਅਪਰਾਧ ਵਿੱਚ ਫੜਿਆ ਵੀ ਜਾਵੇ ਤਾਂ ਤੁਸੀਂ ਜਿਹੜੇ ਆਤਮਿਕ ਹੋ ਅਜਿਹੇ ਮਨੁੱਖ ਨੂੰ ਨਰਮਾਈ ਦੇ ਸੁਭਾਓ ਨਾਲ ਸੁਧਾਰੋ ਅਤੇ ਤੁਸੀਂ ਆਪਣੀ ਵੀ ਚੌਕਸੀ ਰੱਖੋ ਕਿਤੇ ਤੁਸੀਂ ਵੀ ਪਰਤਾਵੇ ਵਿੱਚ ਨਾ ਪੈ ਜਾਵੋ।
30060200ad	ਤੁਸੀਂ ਇੱਕ ਦੂਜੇ ਦੇ ਭਾਰ ਚੁੱਕ ਲਵੋ ਅਤੇ ਇਉਂ ਮਸੀਹ ਦੀ ਬਿਵਸਥਾ ਨੂੰ ਪੂਰਾ ਕਰੋ।
30060300dd	ਕਿਉਂਕਿ ਜੇ ਕੋਈ ਆਪਣੇ ਆਪ ਨੂੰ ਕੁਝ ਸਮਝੇ ਅਤੇ ਹੋਵੇ ਕੁਝ ਵੀ ਨਾ ਤਾਂ ਉਹ ਆਪਣੇ ਆਪ ਨੂੰ ਧੋਖਾ ਦਿੰਦਾ ਹੈ।
300604010d	ਪਰ ਹਰੇਕ ਆਪਣੇ ਹੀ ਕੰਮ ਨੂੰ ਪਰਖੇ ਤਦ ਉਹ ਨੂੰ ਕੇਵਲ ਆਪਣੀ ਹੀ ਵੱਲੋਂ, ਨਹੀਂ ਸਗੋਂ ਦੂਸਰੇ ਦੀ ਵੱਲੋਂ ਵੀ ਆਦਰ ਪ੍ਰਾਪਤ ਹੋਵੇਗਾ।
300605006e	ਕਿਉਂ ਜੋ ਹਰੇਕ ਨੂੰ ਆਪਣਾ ਹੀ ਭਾਰ ਚੁੱਕਣਾ ਪਵੇਗਾ।
30060600d5	ਪਰ ਜਿਹੜਾ ਬਚਨ ਦੀ ਸਿੱਖਿਆ ਲੈਂਦਾ ਹੈ ਉਹ ਸਿਖਾਉਣ ਵਾਲੇ ਨੂੰ ਸਾਰਿਆਂ ਪਦਾਰਥਾਂ ਵਿੱਚ ਸਾਂਝੀ ਕਰੇ।
3006070103	ਤੁਸੀਂ ਧੋਖਾ ਨਾ ਖਾਓ, ਪਰਮੇਸ਼ੁਰ ਠੱਠਿਆਂ ਵਿੱਚ ਨਹੀਂ ਉਡਾਇਆ ਜਾਂਦਾ ਕਿਉਂਕਿ ਮਨੁੱਖ ਜੋ ਕੁਝ ਬੀਜਦਾ ਹੈ ਉਹ ਹੀ ਵੱਢੇਗਾ।
3006080154	ਜਿਹੜਾ ਆਪਣੇ ਸਰੀਰ ਲਈ ਬੀਜਦਾ ਹੈ ਉਹ ਸਰੀਰ ਦੇ ਰਾਹੀਂ ਬਿਨਾਸ ਦੀ ਵਾਢੀ ਵੱਢੇਗਾ, ਅਤੇ ਜਿਹੜਾ ਆਤਮਾ ਲਈ ਬੀਜਦਾ ਹੈ ਉਹ ਆਤਮਾ ਤੋਂ ਸਦੀਪਕ ਜੀਵਨ ਦੀ ਵਾਢੀ ਵੱਢੇਗਾ।
30060900f2	ਅਤੇ ਭਲਿਆਈ ਕਰਦਿਆਂ ਅਸੀਂ ਹੌਂਸਲਾ ਨਾ ਹਾਰੀਏ ਕਿਉਂਕਿ ਜੇ ਅਸੀਂ ਢਿੱਲੇ ਨਾ ਪਈਏ ਤਾਂ ਵੇਲੇ ਸਿਰ ਵਾਢੀ ਵੱਢਾਂਗੇ।
30060a00db	ਉਪਰੰਤ ਜਿਵੇਂ ਸਾਨੂੰ ਮੌਕਾ ਮਿਲੇ ਅਸੀਂ ਸਭਨਾਂ ਨਾਲ ਭਲਾ ਕਰੀਏ ਪਰ ਖ਼ਾਸ ਕਰਕੇ ਵਿਸ਼ਵਾਸੀਆਂ ਦੇ ਨਾਲ।
30060b009e	ਵੇਖੋ, ਮੈਂ ਆਪਣੇ ਹੱਥੀਂ ਕਿੱਡੇ ਮੋਟੇ ਅੱਖਰਾਂ ਨਾਲ ਤੁਹਾਨੂੰ ਲਿਖਿਆ ਹੈ।
30060c016e	ਜਿੰਨੇ ਲੋਕ ਸਰੀਰ ਵਿੱਚ ਵੱਡਾ ਵਿਖਾਵਾ ਵਿਖਾਉਣਾ ਚਾਹੁੰਦੇ ਹਨ ਉਹ ਜ਼ਬਰਦਸਤੀ ਤੁਹਾਡੀ ਸੁੰਨਤ ਕਰਾਉਂਦੇ ਹਨ ਸਿਰਫ਼ ਇਸ ਕਰਕੇ ਜੋ ਉਹ ਮਸੀਹ ਦੀ ਸਲੀਬ ਦੇ ਕਾਰਨ ਸਤਾਏ ਨਾ ਜਾਣ।
30060d014b	ਕਿਉਂਕਿ ਜਿਹੜੇ ਸੁੰਨਤੀ ਹਨ ਉਹ ਆਪ ਵੀ ਬਿਵਸਥਾ ਦੀ ਪਾਲਨਾ ਨਹੀਂ ਕਰਦੇ ਪਰ ਉਹ ਤੁਹਾਡੀ ਸੁੰਨਤ ਕਰਾਉਣਾ ਚਾਹੁੰਦੇ ਹਨ ਭਈ ਤੁਹਾਡੇ ਹੀ ਸਰੀਰ ਉੱਤੇ ਘਮੰਡ ਕਰਨ।
30060e01bf	ਪਰ ਮੇਰੇ ਤੋਂ ਇਹ ਨਾ ਹੋਵੇ ਜੋ ਮੈਂ ਕਿਸੇ ਹੋਰ ਗੱਲ ਉੱਤੇ ਘਮੰਡ ਕਰਾਂ ਬਿਨ੍ਹਾਂ ਸਾਡੇ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਦੀ ਸਲੀਬ ਦੇ ਜਿਹ ਦੇ ਰਾਹੀਂ ਸੰਸਾਰ ਮੇਰੀ ਵੱਲੋਂ ਅਤੇ ਮੈਂ ਸੰਸਾਰ ਦੀ ਵੱਲੋਂ ਸਲੀਬ ਉੱਤੇ ਚਾੜ੍ਹਿਆ ਗਿਆ।
30060f0098	ਕਿਉਂ ਜੋ ਨਾ ਤਾਂ ਸੁੰਨਤ, ਨਾ ਹੀ ਅਸੁੰਨਤ ਕੁਝ ਹੈ, ਸਗੋਂ ਨਵੀਂ ਸਰਿਸ਼ਟ।
3006100104	ਅਤੇ ਜਿੰਨੇ ਇਸ ਨਿਯਮ ਉੱਤੇ ਚੱਲਣਗੇ ਉਨ੍ਹਾਂ ਨੂੰ ਸ਼ਾਂਤੀ ਅਤੇ ਕਿਰਪਾ ਪ੍ਰਾਪਤ ਹੋਵੇ ਨਾਲੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਇਸਰਾਏਲ ਨੂੰ।
