010000000c	Ӂенеза
1e09040100	Де ар мерӂе ын робие кяр ынаинтя врэжмашилор лор, ши аколо вой порунчи сабией сэ-й пярдэ; вой пуне астфел окий пе ей ка сэ ле фак рэу, ну бине.”
1e09050103	Домнул Думнезеул оштирилор атинӂе пэмынтул ши се топеште ши тоць локуиторий луй желеск. Се ыналцэ ка рыул Нил ши се кобоарэ ка рыул Еӂиптулуй.
1e09060103	Ел Шь-а зидит кэмара ын черурь, Шь-а ынтемеят болта дясупра пэмынтулуй; кямэ апеле мэрий ши ле варсэ пе фаца пэмынтулуй. Домнул есте Нумеле Луй!
1e09070157	„Ну сунтець вой оаре пентру Мине ка ши копиий етиопенилор, копий ай луй Исраел?”, зиче Домнул. „Н-ам скос Еу пе Исраел дин цара Еӂиптулуй ка ши пе филистень дин Кафтор ши пе сириень дин Кир?
1e09080130	Ятэ, Домнул Думнезеу аре окий пирониць песте ымпэрэция ачаста виноватэ, ка с-о нимическ де пе фаца пэмынтулуй; тотушь ну вой нимичи де тот каса луй Иаков”, зиче Домнул.
1e090900f7	„Кэч, ятэ, вой порунчи ши вой вынтура каса луй Исраел ынтре тоате нямуриле, кум се вынтурэ ку чурул, фэрэ сэ кадэ ун сингур боб ла пэмынт!
1e090a00cc	Тоць пэкэтоший попорулуй Меу вор мури де сабие, чей че зик: ‘Ну не ва ажунӂе ненорочиря ши ну ва вени песте ной.’
1e090b010b	Ын время ачея вой ридика дин кэдеря луй кортул луй Давид, ый вой дреӂе спэртуриле, ый вой ридика дэрымэтуриле ши-л вой зиди ярэшь кум ера одиниоарэ,
1e090c00f5	ка сэ стэпыняскэ рэмэшица Едомулуй ши тоате нямуриле песте каре а фост кемат Нумеле Меу”, зиче Домнул, каре ва ымплини ачесте лукрурь.
1e090d0156	„Ятэ, вин зиле”, зиче Домнул, „кынд плугарул ва ажунӂе пе сечерэтор ши чел че калкэ стругурий, пе чел че ымпрэштие сэмынца, кынд мустул ва пикура дин мунць ши ва курӂе де пе тоате дялуриле.
1e090e0154	Вой адуче ынапой пе принший де рэзбой ай попорулуй Меу Исраел; ей вор зиди ярэшь четэциле пустиите ши ле вор локуи, вор сэди вий ши ле вор бя винул, вор фаче грэдинь ши ле вор мынка роаделе.
1e090f00ba	Ый вой сэди ын цара лор ши ну вор май фи смулшь дин цара пе каре ле-ам дат-о”, зиче Домнул Думнезеул тэу.
1f0000000c	ОБАДИЯ
1f01010194	Пророчия луй Обадия. Аша ворбеште Домнул Думнезеу деспре Едом: (Ной ам аузит о весте дин партя Домнулуй ши ун сол а фост тримис ку еа принтре нямурь, зикынд: „Скулаци-вэ сэ мерӂем ымпотрива Едомулуй ка сэ не рэзбоим ку ел!”)
1f01020073	„Ятэ, те вой фаче мик принтре нямурь, вей фи чел май диспрецуит.
1f01030146	Кэч мындрия инимий тале те-а дус ын рэтэчире пе тине, каре локуешть ын крэпэтуриле стынчилор ши домнешть ын ынэлциме, де ачея ту зичь ын тине ынсуць: ‘Чине мэ ва арунка ла пэмынт?’
1f010400fa	Дар, кяр дакэ ай локуи тот атыт де сус ка вултурул, кяр дакэ ць-ай ашеза куйбул ынтре стеле, тот те вой арунка жос ши де аколо”, зиче Домнул.
1f01050197	„Дакэ ар фи интрат ла тине ниште хоць сау ниште тылхарь де ноапте – кум ешть де пустиит! – ар фи луат ей оаре май мулт декыт ар фи путут? Дакэ ар фи венит ниште кулегэторь де вие ла тине, н-ар фи лэсат ей ничун стругуре пе урмэ?
1f0106006b	Вай! Че скормонит есте Есау! Кум и с-ау дескоперит комориле!
