2800000005	Mateu
2f070700cf	Mi kasa mu kwiiya kwaye fela, kono kame ni kweyo ana kumyombaombisa kanyi aba ana otwambele eyi no kulakaza kwenu, ni ku lila kwenu, mane ninyolelo yenu kwa mene nji cwale okuwabelelwa kwange kusiliko onene.
2f070800b1	Kakuli naba nina kumyenisa ni lin̄olo lyange, ka niku nyaza, Kame nina kuku nyaza aba nina kumona nji elin̄olo elyo kame lina ku myenisa, naba ku nakutenda mu nako icana fela.
2f070900d3	Kanyi omo kwikalele kame ni wabelelwa, kasa mulibaka nji kame muna kweena onene, kono kakuli kame muna kweena mulibaka no kubaka, kakuli okweena kwa nyambe no litunga ninji cwale mulese okuyanda esinjili mwaaci.
2f070a0088	Kakuli okweena kwa Nyambe kame kulita okubaka oko kutwala ku kuyoyisiwa mi kakwisa oukunyaza, kono okweena no litunga kame kulita elifu.
2f070b0128	Komumone eso anatende Nyambe mwaanyi mulibaka no kweena kwenu, ka kutukufalelwa no ngaibi omo musingela oukukenisa mwenyene, oukukataza kwenu, ni oku tambwela kwa ngaibi, ni takazo no ngaibi, ni kulukisa no ngaibi, kakoto no ngaibi! Kweyo yonje kame muna tumonisa nji ka mu siikalamo mu taba eyo.
2f070c00d7	Cwale simba nji kame nina ku mi n̄olela ngeso elin̄olo, kasa mulibaka lya woyo ona kufosa, simba mulibaka lya woyo ona ku fosezwa. Kono neli nji ku monahale kwanyi enyolelo yenu mulibaka lyetu balubala lwa Nyambe.
2f070d00b3	Cwalehe natu ombaombiwa. Simba nji natuku ombaombiwa, kame tuna kuwabelelwa onene mulibaka lya Tite ona kuwabelelwa kakuli eminahano yaye kame ina kukatuluha mulibaka lyenu monje.
2f070e00bd	Kakuli naba nina ku kuyeema kwa yonyene mulibaka lyenu, kanisi kwenisiwa. Kono kanyi einu yonje tuna kwamba kwanyi neli ya niti, cwalehe oukuyeema kwetu balubala lwa Tite naku monisa eniti.
2f070f0077	Elilato lya Tite kwaanyi lisi ekezeha, aba apuluka oukukuteka kwenu monje ni kucila ni kunjanjata muna kumu tambwelamo.
2f07100042	Kame niwabelelwa kakuli kame nili ni tumelo no kupetahala mwaanyi.
2f08010063	Abange, kame tusinga nji mulimuke esishemo sa Nyambe eso sina monisiwa mu tikeleke namu Mesodoniya.
2f08020074	Kakuli mu kwetekiwa onene no mayando, okuwabelelwa koo no kupula ni kusheba koo kame ana tundisa oufumu mu kuba koo.
2f08030080	Kakuli kame anabi okukumanena nomo ana kutweseta, kanyi aba nitwesa okupaka mane ni kubitelela omo ana kutweseta mu kusinga koo,
2f08040072	kame ana tukumbele mu ku tundamena onene nji twa lumelele okwingena mu tuso eyi itendelwa aanu a Nyambe no kukena.
2f08050083	Kame ana tende okubita esi tuna kusepa, kakuli kame ana tangisa oweli oukubeeka kunji wa Mbumu ni kunji wetu mu kusinga kwa Nyambe.
2f0806007e	Kame tuna kumbela Tite woyo ona kutateka omusebezi oweli, nji afanene oku umanenena ngeso mukaci kenu owo musebezi no sishemo.
2f080700af	Cwale kanyi aba muna pulelwe mu inu yonje, mu tumelo, mu kwamba, mu zibo, mu niti yonje mane ni mu lilato lyenu mulibaka lyetu, mu mone nji mupulelwe ni mu musebezi no utokwa.
2f08080065	Ka naamba eyi kanyi etaelo. Kono mukulimuka mulibaka no niti no yenu nji elilato lyenu no niti ngeso.
2f080900a0	Kakuli kame muyii esishemo sa Mbumu wetu Jesu Kilesite nji naaba ana kufuma, cwale mulibaka lyenu natende osikusheba nji cwale mukusheba kwaye mufanene okufuma.
2f080a0091	Cwale mu taba eyi kame niba ekelezo yange nji kwa kuwaba aanyi cwale okumanenena eyo munaku tateka mwakuyu kasa mu kutenda fela kono muku lakaza,
2f080b005f	cwale nji okutukiseta kwenu mu kulakza kufanene okwendelela ni kumanenena kwenu kweyo mu kwite.
2f080c0075	Kakuli nji okutukiseta kwakuli kame kulumelelwe okukumanena kweso akwite omunu, kasa okukumanena kweso aulwile omunu.
2f080d0030	Kani talusa nji anjili atusiwe mi anyi muimelwe,
2f080e0090	kono ku tendwe mu kufanenena eyo mukwite ba nako ino mufanene okwekeza eyo asinga, nji cwale eyo akwite yekeze eyo musinga nji cwale kufanenene.
2f080f0078	Kanyi omo kun̄olelwe nji, “Woyo ona ungeke onene kasi siyalelwa esinjili mi woyo ona ungeke mbicani alese okuulwa.”
2f08100060	Kono kame tukutumela kwa Nyambe woyo ona beeke epabalelo inene mulibaka lyenu mu mucima wa Tite.
2f0811006b	Kakuli katambula fela oku kumbela kwetu, kono mu koongola kwaye onene kame ata ni kwaanyi mu kusinga kwaye.
2f0812007c	Bamweya ni yonyene kame tu tuma omwabetu, woyo olimukiwa onene elibubo lyaye mu tikeleke tonje muku kutaza eliywi no kuwaba.
2f081300ad	Mane kasa eyo fela, kono naku ketiwa ku tikeleke nji aende naaci mu musebezi waye no sishemo owo tu shimbile mulibaka no kanya ya Mbumu ni kumonisa okusinga kwetu no kuwaba.
2f08140059	Tu tende ngeso nji kuulwe omunu woyo sotunyaza mulibaka no tuso no mpo eyi, eyo twendisa.
2f0815005c	Kakuli kame tusinga okutenda wino, kasa mu miyo a Mbumu fela, kono ni mu miyo no aanu ngeso.
2f081600b1	Natu tumu omwabetu bamweya nonyene woyo tuna eteke aka no kupula ni kuwana eniti yaye mu titaba no kupula. Kono kame alakaza onene bano ni kubitelela mulibaka noku misepa onene.
2f0817008e	Kakuli Tite kame atendile omulikani wange mane niku sebeza naye mu misebezi yenu, mi kwaabetu kame ali atumiwa no tikeleke ekanya ya Kilesite.
2f0818006c	Cwale mu monise balubala no tikeleke oupaki no lilato lyenu mane ni ukuyeema kwetu mulibaka lyenu kwaanu aa.
2f09010056	Cwale kasikwite outokwa nji kame mene ni min̄olele mulibaka no nubu no aanu a Nyambe,
2f090200cb	kakuli kame niyii okutukiseta kwenu, oko nikuyeema mulibaka lyenu kwaanu no Mesodoniya okwamba nji, “Akaya kame ano kutukiseta kale mwakuyu.” Mane oku tukufalelwa kwenu kame kuna susuweze ano kupula.
2f090300c2	Cwale kame nituma abaange, nji cwale okuyeema kwetu mulibaka lyenu kulese okutenda oko nambulwa tuso mu taba eyi, nji cwale mufanene okutukiseta kanyi omo ninambele kame mufanene okutenda ngeso.
2f090400a8	Anjili mwendi ano Masodoniya kame saiye ni mene mi cwale aba samiwane nji kamwasi kutukiseta kale, kame satwenisiwe, kono anyi mbamwenisiwa onene, mulibaka noku misepa.
2f090500d2	Cwale kame ninahana nji kwakuwaba oku kumbela abetu okuta kwaanyi balubala lwange nji akalukise oweli mulibaka no mpo eyo muna kusepisa nji cwale ifanene okulukisiwa kasa okukandimekwa kono itendiwe mu kusinga.
2f09060067	Etaba neyi, woyo okuna muku caniba kame sayangule muku caniba mi woyo okuna onene kame sayangule onene.
2f0907008b	Munu ni munu atende omo ana nahanele mu mucima waye, kasa mu kubilaela simba okukandimekwa kakuli Nyambe kame asinga woyo oba yo wabelelwe.
2f090800b7	Mi Nyambe kame atwesa okumiba embuyoti yonje mu kupula nji cwale enako yonje mufanene okwikala ni inu no kupula mane kame atwesa okumiba mu kupula mulibaka no musebezi onje no kuwaba.
2f09090086	Kanyi omo kun̄olelwe nji, “Kame ana kwaa mukupula, kame anabi asikusheba, okuluka kwaye kwikala enako yonje okuta okuno kwaabwa.”
2f090a007c	Woyo oba omukuni embuto ni sinkwa okutenda esilya mbabi onene ni kubitelela eyo mukwite mane aekeze ekutulo no kuluka kwenu.
2f090b0070	Kame sa mu fumisiwe mu mikwa yonje no kuba onene eyo okubitela mwaaci mbaitundisa enubu no okutumela kwa Nyambe.
2f090c009d	Kakuli okwendisa ekoleko eyo kasa nji fela oku tusa aanu a Nyambe awo aulwile eyo asaela, kono ngeso ni kwekeza mu tinubu no kupula no oukutumela kwa Nyambe.
2f090d00a7	Munji no kweteka omusebezi ou, kame samuyeme Nyambe nukubeeka kwenu mu kulimuka eliywi no kuwaba lya Kilesite mane ni sishemo senu no kuba kwa onyene ni kwanjili onje.
2f090e005b	Cwale muku minyolelwa ni kumilapelela mulibaka no sishemo no kupula sa Nyambe sili mwaanyi.
2f090f0040	Kulumbiwe Nyambe mulibaka no mpo yaye no kwatwesiwa okutalusiwa.
2f0a0100b5	Time Paulusi, kame ni mikumbela ni musa ni mucima no kuwaba wa Kilesite mene woyo no kukokobeza aba niku mona olubala ni lubala naanyi, kono kame nibambabile aba nili oku no kuleba.
2f0a0200bb	Kame ni mikumbela nji aba sani ikaleko kwaanyi nilese okumonisa okubambaba awo ali ni tumelo kanyi omo sani monisete okubambaba kwanjili awo atuyambuteta nji kame tutenda einu no litunga.
2f0a03004c	Kakuli naba tuyoya mu litunga katulwi endwaa kanyi omo atendela asi litunga.
2f0a040063	Kakuli eilwiso no ndwaa yetu kasa ya litunga kono kame ili ni maata no kusinya amakwakwa aongolile,
2f0a050082	kame tusinya etin̄ananyi neyo no kukumusa ikwangwisa aanu okulimuka Nyambe, mi kame tununga emihupulo yonje nji ikuteke Kilesite.
2f0a060084	Munyima no kupumena okupetahala kwenu, mi mbatukutukisete okuba ekoto ku kezo no mbulwa okupumena nji okupumena kwenu na kupetahala.
2f0a07009b	Mwalikete kweyo ili balubala no miyo enu. Nji omunu kame akolwa nji ni wa Kilesite alemuhe yonyene nji kanyi aba ali wa Kilesite naaci kame tuli aye ngeso.
2f0a080086	Kakuli naaba sani kuyeeme kanyonyo mulibaka no maata etu awo tubilwe kwa Mbumu ano ku miyaka, kasa ano kumi sinya, kani tamba okweena.
2f0a09003c	Kani singi okutenda kanyi kame nimi cilisa ni man̄olo ange.
2f0a0a0095	Kakuli kame aamba nji, “Aman̄olo aye ni akulema ni maata, kono olutu lwaye no unu olo luliko kame lufokola, mi okwamba kwaye kakukwite etaluso!”
2f0a0b006a	Mulesele aanu no ngeso ayupisise nji eso twamba ni man̄olo aba tuli kundina, kame tusitenda naaba tuliko.
2f0a0c00c0	Aci kame tu cila ouku bala simba oukufaniketa twenyene nanjili awo akukulisa onyene. Kono aba akubeeka ba sikala omunjili ku munjili, mane nukubapanya onyene ku munjili ni munjili, kayupisisa.
2f0a0d007c	Cwale aci katu tamba oukuyeema okumatuka esikala, kono kame satute ba sikala eso ana tutabele Nyambe, okukeela simba baanyi.
2f0a0e0088	Kakuli katukukulisa twenyene, simba nji katukeela ba siyemo senu, kono aaci ano matatekelo okulita eliywi no kuwaba lya Kileste kwaanyi.
2f0a0f00a1	Katu kuyeeme okubitelela esikala mu musebezi no akwetu, kono esepo yetu ninji kanyi etumelo yenu aba yekeza, elitema lyetu mukaci kenu mwendi mba lineneba onene,
2f0a100098	nji cwale tuka kutaze eliywi no kuwaba mu tinaha tinjili okusiya omo muli, metu ulwile oukuyeema ku musebezi owo ona tendiwa oweli mu litema no munjili.
2f0a11003c	“Cwale mulese woyo okuyema, akuyeme mulibaka lya Mbumu.”
2f0a120060	Kakuli kasa nji munu woyo okukulisa yonyene nji natambulwa, kono omunu woyo okulisiwa kwa Mbumu.
2f0b010043	Kambe kame samuni pumenene kanyonyo mu weelo wange. Mulumele ngeso!
2f0b020076	Kakuli kame ni mifela omuna no ulumeli, kakuli kame nimiba kwa Kilesite kanyi omukwaliwa no niti kwa mbumwaye mumweya.
2f0b0300a2	Kono kame nicila nji kanyi nyoka aba ina koonga Eba ku mapwa ayo no kwiiba, emihupulo yenu kame saite kundina okutunda mu niti ni tukufalo no kukena kwa Kilesite.
2f0b040103	Kakuli omunu nji kame aiya muku mikutaza Jesu mundina okubita woyo tuna mikutaza, simba nji kame mu tambula emebo indina okutunda kweyo muna tambula, simba nji kame mupumena eliywi no kuwaba lindina okutunda kwelyo muna pumene kame mukubeeka kwa yonyene luli.
2f0b050047	Kame ni nahana nji kanili munyonyo kwatumiwa no kuneneba ni kubitelela.
2f0b060076	Simba nji kani sikwiyeta wino mu kwamba, kani kwite ezibo, mu ndila yonje natutende omuhupulo ou mwaanyi mu inu yonje.
2f0b070098	Kana kame ninatende esibi aba nina kukukokobeza, nji cwale anyi mu kulisiwe, kakuli kame nina kutaza eliywi no kuwaba lya Nyambe okuulwile eso munanibi?
2f0b080061	Kame nina itele etikeleke tinjili okutambula etuso okutunda kwa onyene mulibaka no kumi sebeleza.
2f0b0900e0	Mi naba nina kwikala naanyi ni kuulwa einu, kanisi kwimezwa omunu, kakuli eyo nina kusaela kame ina kutunda kwabaange ana kutunda mu Mesodoniya. Cwale kame nina lesele oku miimezwa mane nisilesele okumi imezwa mu mukwa onje.
2f0b0a0072	Mi kanyi eniti ya Kilesite aba ili mwa mene, oukuyeema kwange oko kakutamba okondoka mu ilalanda yonje namu Akaya.
2f0b0b004f	Iikene nambela esi? Kakuli kani misingi? Nyambe yo limukile nji kame nimisinga!
2f0b0c00b8	Mi eso nitenda kame sani twalelele okusitenda mulibaka no kukwangwisa awo asinga okuwana elibaka nji mu musebezi no kuyeema koo kame asebeza ba sinu sikufekile kanyi eso tutenda naaci.
2f0b0d007f	Aanu no ngeso kame atendile atumiwa no mapwa, kame asebeza ni tingana no kwiiba, kame akutenda onyene kanyi atumiwa a Kilesite.
2f0b0e0058	Ka kukomokisa, kakuli simba Satani kame ana kukutenda yonyene kanyi elingeloi no liseli!
2f0b0f0082	Cwale kaku komokisa nji abika aye nonyene ngeso kame akutenda kanyi abika no kuluka. Amamaneneno oo kame sakufeke ni misebezi yoo.
2f0b10009b	Kame niukela kame nji omunu alese oku nahana nji nili mweelo. Kono simba nji kame munahana ngeso, muni tambule kanyi mweelo, nji cwale ni kuyeeme kanyonyo.
2f0b110050	Eyi naamba kani yaamba ni maata a Mbumu kono kanyi mweelo mu ukuyeema ni sepile.
2f0b12005a	Abakulingeso ano kupula kame akuyeema mu inu no litunga, ni mene kame sa ni kuyeeme ngeso.
2f0b130049	Kakuli kame muwabelelwa naelo, anyi mwenyene me mutendile ano kushangama.
2f0b140098	Kakuli kame mupumena nji omunu amitende abika aye, simba okumiputelela, simba oku mibyangula eyenu, simba okwikala beulu yenu, simba okumiyaa mu lubala.
2f0b1500a6	Mu kweena kwange kame naamba nji natuku fokola onene kweeyo! Kono eso sonje atenda omunu okuyeema naso, kame naamba kanyi omweelo ni mene kame nitwesa okuyeema ngeso.
2f0b16007f	Okame Amahebelu? Cwale nimene kame nili ngeso. Okame Amaisilaele? Ni mene ngeso. Kalokame olusika lwa Abulahama? Ni mene ngeso.
2f0b1700b1	Ninji okame abika a Kilesite? Kame nili wino, Kame naamba kanyi sipulumuki ni ku sebeza onene ni kwikala mu tolongo onene ni kufuliwa no kwabalwa mane ni kwikala abeebi ni lifu.
2f0b180080	Mu tinako titanu kame nina kutambulanga ku maoko no aendisi no Majuda etinupa no kakwana makumi anee okutundisiko olupa lumweya.
2f0b1900a7	Kame ni na shapiwa kaatu ni lunupa, kame nina kondiwa ni mawee kamweya, kame ni na kufelwa ku sisepa kaatu, kame nina koonda eliywaa limweya ni usiku umweya mu liwate.
2f0b1a00d5	Mu misipili no kupula kame nina kwiyelwa etikozi mu misindi, etikozi kwa mbuyi, etikozi kwaanu ange, etikozi kwa simacaba, etikozi mu mulenen̄i, etikozi mu mahalaupa, etikozi mu liwate, ekozi kwa baange no mapwa,
2f0b1b009e	mu kusebeza onene ni utata, mu kwalangana wino aka no kupula ousiku, mu lishebo ni linyotwa, mu kuulwa eilya no kupula, mu kufa esenge ni mu kuulwa eikumango.
2f0b1c0077	Cwale okutundisako einu injili, kame kuli outata kwa mene oniyela mu liywaa ni liywaa no kutukufalelwa etikeleke tonje.
2f0b1d0050	Anyini no kufokola, mi mene si fokola, anyine sokwisetwa mu sibi mi mene sitini?
2f0b1e0048	Nji kame nikuyeema, kame sani kuyeeme ku inu eyo imonisa oufokoli wange.
2f0b1f0055	Nyambe ni Sitaye Mbumu Jesu, woyo ofuyolilwe mu nako yonje kame alimuka nji kanoongo.
2f0b200061	Ku Damaseka, omubusisi no Mbumu Aletasi kame ana kutatelela omulenen̄i no Damaseka nji aninunge.
2f0b21006f	Kono kame nina kubeekiwa mu litanda okushulumukisetwa mu lihaulo ba limota mane sebeli ni banduka mu maoko aye.
2f0c010075	Kame nifanena okuyeema, kakwisa eso ni wanabo kono cwale kame sa nilite neyi nina mono, neyi nina shotwelwe ya Mbumu.
2f0c0200b2	Kame ni yii omunu mwa Kilesite woyo sebeli emyaka likumi ni tunee inabu ona ku shimbelwa ku liwilu no waatu, kuune nji mu lutu nji kundee no lutu kaniyii kono Nyambe yo limukile.
2f0c030088	Cwale kame niyii nji omunu woyo kame ana kushimbelwa mu Paladaisi nji neli mu lutu simba mukuulwa olutu kaniyii kono Nyambe yo limukile.
2f0c040051	Mi na kuyupa einu eyo nokwa twesiwa okwambeliwa, eyo no kwatwesiwa omunu okwamba.
2f0c05006a	Mu kwimanena woyo munu mbani kuyeeme kono muukwimanena menyene kanitamba okuyeema konji mu mifokolo yange.
2f0c0600d9	Simba nji kame nisinga okuyeema, si tamba okutenda omweelo, kono kame sanambe mu niti. Kono kame sanitundemo nji cwale kuulwe omunu woyo sonahana onene eyange okubita eyo ana mono mwa mene simba eyo ana yupu kwa mene.
2f0c0700b2	Mi okuni tundisa ku ukuyeema onene mulibaka no kupulelwa kweyi nina shotwelwe, omunguya nauku biwa mene mu lutu, omutumiwa wa Satani okuni fula okuni kanisa nji nilese oukuyeema.
2f0c08004a	Kame nina lapele Ombumu twaatu mulibaka no taba eyi nji itwese okuni siya.
2f0c0900e1	Kono Ombumu sebeli wamba kwa mene nji, “Esishemo sange kame siku likana kakuli amaata ange kame apetahalile mu mifokolo.” Kame sani wabelelwe onene oukuyeema mu mifokolo yange, nji amaata a Kilesite apumulele beula yange.
2f0c0a009c	Kakuli mulibaka lya Kilesite cwale kame ni wabelelwa mu mifokolo, mutingangu, mu matata, mu mayando ni mu kubambaba kakuli aba ni fokola cwale kame nongola.
2f0c0b00cd	Kame nina kutende kanyi omweelo, kame muna kuni kandimeka okwitenda, kakuli kame nina kufanena okukulisiwa kwaanyi. Kakuli kani bitiwa ku inu yonje kwaa atumiwa no kuneneba simba nji kakwisa omo niikalele.
2f0c0c007f	Eisupo no mutumiwa no niti kame tina kumonisiwa mukaci kenu mu mucima onje no kuwaba ni isupo ni timakazo ni misebezi no maata.
2f0c0d0087	Kana mu iikene omo muna kuulwa okusingiwa okubita etikeleke tinjili, konji eyo mene menyene kanisi miimezwa? Muni lemene omo nina foso!
2f0c0e00dd	Bano sebeli aka no waatu aka nikutukiseta okwiiya kwaanyi, mi kanitamba okumiimezwa kakuli kani saele eyenu, kono kame nisaela aanyi, kakuli kasa aana awo afanene oku babalela ashemi, kono ashemi okame awo ababalela aana.
2f0c0f0078	Kame sani wabelelwe onene okutundisa ni kusebeleza emyoyo yenu. Nji kame nimi singa onene, mene kame nisingiwa kanyonyo?
2f0c100071	Kono kame mupumena nji mene kanisi kumiimezwa, mbili wa kushangama omo mwambela, mi kame nina mileme mu kumyonga.
2f0c110031	Ninji kame munakongiwa kwawo nina kutuma kwaanyi?
2f0c1200a9	Kame nina kumbele Tite nji aka mi mone, mi kame nina tumu abange ni yonyene. Ninji Tite kame ana ku myonga? Katusiku tenda mu mebo imweya? Katusi kushimba endila imweya?
2f0c1300ad	Mwendi kame mu yambuta nji kame tuku sileleza twenyene kwaanyi? Kame twamba balubala lwa Nyambe mwa Kilesite, kakuli eyi tutenda yonje asingiwa, kame tuitenda nji mu yakiwe.
2f0c140129	Kono kame nicila nji enako eyi sani iye kame sani miwane nji omu mwikalele kasa omo ni singela mi ni mene muni wane nji omu niikalele kasa omo mu singela. Mwendi kame sani wane omufilifili mwaanyi, nuuku fela omuna, ni kutina, nuukusinga mwenyene, ni kobana, nuukulwisa, nuuku kumusa, nukwakuyupa.
2f0c1500de	Kame nicila nji abasa niiye kwaanyi kame, Nyambe wange kame sani kokobeze balubala lwenu, mi kame sani lile mulibakalya ano kupula awo anatende esibi oweli, mi ka siibakela okukena, ouhule, ni titakazo no kwiiba ana tende.
2f0d010066	Aka ni kawaatu aka niiya kwaanyi. “Ekatulo yonje kame ifanena okupakiwa kwaanu ayiili simba aatu.”
2f0d0200dc	Kame nina kuba emamela kwaanu awo ana kutenda esibi oweli nanjili onje, mi nisaaba emamela nibano naba niulwileko kanyi omo nina kutendela aba nina kupota aka no wiili nji cwale aba saniiye kame sitamba okwafela amakeke.
2f0d03007a	Kakuli kame musaela eniti nji Kilesite kame aamba mwa mene, kafokola muku tenda mwaanyi kakuli kame akwite amaata mwaanyi.
2f0d0400aa	Kakuli kame ana kungongotelwa mu ku fokola, kono kame ayoya ni maata a Nyambe. Kakuli kame tufokola mwa yonyene, kono mukutenda naanyi kame tuyoya naye mu maata a Nyambe.
2f0d0500b0	Mu kutatube mwenyene oku mona nji musongotite mu tumelo yenu. Mu kweteke mwenyene, kamu lemuha nji Jesu Kilesite kame ali mwaanyi? Konji mwendi luli aba samu kwangwe oukweteka.
2f0d060031	Kame nisepa nji kame samuwane nji katusi kwangwa.
2f0d070099	Kono kame tulapela Nyambe nji mulese oku tenda ouyi kasanji tu monahale nji natutwese etatubo kono mutende eso silukile naba tumonahala nji natu kwangwa.
2f0d08004c	Kakuli katu twese okutenda esinjili okulwisa eniti, kono konji ba niti fela.
2f0d090071	Kakuli kame tu wabelelwa aba tu fokola mi anyi kame mongolile. Cwale eso tu lapela ninji mu tende ano kupetahala.
2f0d0a00a5	Kame ni n̄ola etitaba eti abo me sisako kwanyi, nji cwale aba saniiye nilese oukutusisa onene etukelo eyo ananibi Mbumu eyo no kumiyaka mi kasa eyo no kumishandola.
2f0d0b00a1	Abaange amamaneneno kame ni milaana, mulukise etindila tenu, muyupe eyi naamba, mukuyupe mukaci kenu, muyoye mu kozo mi Nyambe no lilato ni kozo mbaikala naanyi.
2f0d0c0036	Muku keete omunjili ku munjili mu ukutubeta no kukena.
2f0d0d002b	Aanu a Nyambe onje no kukena kame amikeeta.
2f0d0e0066	Esishemo sa Mbumu Jesu Kilesite ni lilato lya Nyambe, nuumweya no Mebo No Kukena iikale naanyi moonje.
3000000008	Magalata
30010100a0	Okutunda kwa Paulisi, omutumiwa kasa okutunda kwaanu simba okubitela mu munu, kono okubitela mwa Jesu Kilesite ni mwa Nyambe Sitange woyo ona kumwingula kwaafu.
