0100000007	Genesis
3a0a010112	Malamulo ndi chithunzithunzi cha zinthu zabwino zimene zikubwera, osati madalitso enieniwo. Pa chifukwa chimenechi sizingatheke konse kuti nsembe zimodzimodzi, zoperekedwa kawirikawiri, kosalekeza ndi chaka ndi chaka, kuti nʼkusandutsa angwiro amene amabwera kudzapembedza.
3a0a0200b0	Ngati zikanamatero iwowo akanasiya kupereka nsembezo. Pakuti opembedzawo akanamayeretsedwa kamodzi kokha, sibwenzi chikumbumtima chawo chikuwatsutsabe chifukwa cha machimo awo.
3a0a030041	Koma nsembezo zimawakumbutsa anthuwo machimo awo chaka ndi chaka.
3a0a040058	Chifukwa nʼkosatheka kuti magazi angʼombe yayimuna ndi mbuzi yayimuna achotse machimo.
3a0a05007b	Nʼchifukwa chake Khristu atabwera pa dziko lapansi anati, “Simunafune nsembe kapena zopereka, koma thupi munandikonzera.
3a0a06004d	Simunakondwere nazo nsembe zopsereza ndi nsembe zopereka chifukwa cha tchimo.
3a0a07007c	Tsono, Ine ndinati, ‘Ndili pano Ine, Inu Mulungu, ndabwera kudzachita zimene mukufuna monga zinalembedwa mʼMalemba.’”
3a0a0800c2	Poyamba Iye anati, “Nsembe kapena zopereka zopsereza ndi nsembe zopereka chifukwa cha tchimo, Inu simunazifune kapena kukondwera nazo.” Ngakhale kuti Malamulo ndiye amanena kuti ziperekedwe.
3a0a0900ab	Pamenepo Iye anati, “Ndili pano Ine, ndabwera kudzachita zimene mukufuna.” Khristu anachotsa nsembe zoyamba zija kuti mʼmalo mwake ayikemo nsembe za mtundu wachiwiri.
3a0a0a0098	Chifukwa chakuti Yesu Khristu anachita zimene Mulungu anafuna kuti achite, ndife oyeretsedwa ndi nsembe ya thupi lake, limene analipereka kamodzi kokha.
3a0a0b009c	Wansembe aliyense amayimirira tsiku ndi tsiku nʼkutumikira, ndipo amapereka nsembe imodzimodzi mobwerezabwereza, nsembe zimene sizingathe kuchotsa machimo.
3a0a0c008b	Koma pamene wansembe uyu anapereka kamodzi kokha nsembe imodzi yokha chifukwa cha machimo, Iye anakhala pansi ku dzanja lamanja la Mulungu.
3a0a0d0058	Kumeneko akudikira tsono kuti Mulungu asandutse adani ake kukhala chopondapo mapazi ake.
3a0a0e0054	Chifukwa cha nsembe imodzi Iye anasandutsa angwiro kwamuyaya iwo amene akuwayeretsa.
3a0a0f004e	Mzimu Woyera nayenso akuchitira umboni za zimenezi kwa ife. Poyamba Iye anati,
3a0a1000ac	“Ili ndi pangano limene ndidzachita nawo atapita masiku amenewo,” akutero Yehova. “Ndidzayika malamulo anga mʼmitima mwawo, ndipo ndidzawalemba mʼmaganizo mwawo.”
3a0a11004e	Ndipo akutinso: “Sindidzakumbukiranso konse machimo awo ndi zolakwa zawo.”
3a0a12005c	Ndipo pamene machimo akhululukidwa, sipafunikanso nsembe yoperekedwa chifukwa cha machimowo.
3a0a130060	Ndipo tsono abale, molimba mtima timalowa mʼMalo Opatulika kwambiri chifukwa cha magazi a Yesu.
3a0a140062	Iye anatitsekulira njira yatsopano ndi yamoyo kudutsa chinsalu chotchinga, chimene ndi thupi lake.
3a0a150043	Ndiponso tili ndi wansembe wamkulu woyangʼanira nyumba ya Mulungu.
3a0a1600d1	Tsono tiyeni tiyandikire kwa Mulungu ndi mtima woona ndi wodzaza ndi chikhulupiriro. Popeza mitima yathu yayeretsedwa, ndi yopanda chikumbumtima chotitsutsa, ndiponso matupi athu asambitsidwa ndi madzi woyera.
3a0a17007c	Tiyeni tigwiritsitse mosagwedezeka zimene timaziyembekezera ndi kuzivomereza, pakuti amene anatilonjezayo ndi wokhulupirika.
3a0a18005d	Tiziganizira mmene tingalimbikitsirane wina ndi mnzake pokondana ndi kuchita ntchito zabwino.
3a0a19008c	Tiyeni tisaleke kusonkhana kwathu pamodzi monga mmene ena amachitira, koma tizilimbikitsana makamaka poona kuti tsiku la Ambuye layandikira.
3a0a1a0084	Ngati ife tipitirira kuchimwa mwadala pamene tikudziwa choona, palibenso nsembe ina imene ingaperekedwe chifukwa cha machimo athuwo.
3a0a1b0064	Koma kumangodikira kokha ndi mantha chiweruzo ndiponso moto woopsa umene udzawononga adani a Mulungu
3a0a1c0077	Aliyense amene amakana malamulo a Mose amaphedwa popanda nʼchifundo chomwe, malingana pali mboni ziwiri kapena zitatu.
3a0a1d00d0	Koposa kotani nanga ululu wachilango chimene adzalandire munthu amene amapeputsa Mwana wa Mulungu, amene amayesa magazi a pangano, amene anamuyeretsa, kukhala chinthu chodetsedwa, ndi kunyoza Mzimu wachisomo?
3a0a1e0087	Pakuti timadziwa amene anati, “Kubwezera chilango nʼkwanga; ndidzawalanga ndine.” Iye anatinso, “Ambuye adzaweruza anthu ake.”
3a0a1f0033	Nʼchinthu choopsa kugwa mʼmanja a Mulungu wamoyo.
3a0a200068	Kumbukirani masiku akale aja mutangowunikiridwa chatsopano, pa nthawi imeneyi munapirira zowawa zambiri.
3a0a210076	Nthawi zina ankakunyozani pagulu ndi kukuzunzani. Nthawi zina munkamva zowawa pamodzi ndi amene ankasautsidwa chotere.
3a0a2200a5	Munkawamvera chisoni amene anali mʼndende ndiponso munkalola mokondwera kuti akulandeni katundu wanu chifukwa munkadziwa kuti muli nacho chuma choposa ndi chosatha.
3a0a230051	Tsono musataye kulimbika mtima kwanuko pakuti mudzalandira nako mphotho yayikulu.
3a0a240067	Nʼkofunika kuti mupirire kuti pamene muchita chifuniro cha Mulungu mudzalandire zimene Iye analonjeza.
3a0a250055	Pakuti nʼkanthawi kochepa chabe, Iye amene akubwera adzabwera ndipo sadzachedwa ayi.
3a0a26008e	Koma wolungama wangayo adzakhala ndi moyo mwachikhulupiriro. Ndipo ngati iye abwerera mʼmbuyo chifukwa cha mantha, Ine sindidzakondwera naye.
3a0a270088	Koma ife sindife amodzi a iwo obwerera mʼmbuyo mwa mantha ndi owonongedwa, koma ndife amodzi a amene akukhulupirira ndi wopulumutsidwa.
3a0b010089	Tsopano chikhulupiriro ndi kusakayika konse pa zinthu zimene tikuziyembekeza, ndi kutsimikiza kuti zinthu zimene sitiziona zilipo ndithu.
3a0b02003d	Ndi chikhulupiriro chimenechi makolo athu akale anayamikidwa.
3a0b03009d	Ndi chikhulupiriro timazindikira kuti dziko lapansi ndi la mmwamba zinapangidwa ndi Mawu a Mulungu, ndikuti zinthu zoonekazi zinachokera ku zinthu zosaoneka.
3a0b0400ed	Ndi chikhulupiriro Abele anapereka kwa Mulungu nsembe yoposa imene Kaini anapereka. Ndi chikhulupiriro anatchedwa munthu wolungama Mulungu atayamikira zopereka zake. Ngakhale iye anafa, akuyankhulabe chifukwa cha chikhulupiriro chakecho.
3a0b0500b0	Ndi chikhulupiriro Enoki anatengedwa wamoyo, motero iye sanalawe imfa; sanapezeke chifukwa Mulungu anamutenga. Pakuti asanatengedwe anayamikiridwa kuti ankakondweretsa Mulungu.
3a0b0600ce	Ndipo popanda chikhulupiriro nʼkosatheka kukondweretsa Mulungu, chifukwa aliyense amene amabwera kwa Iye ayenera kukhulupirira kuti Mulungu alipodi ndi kuti Iye amapereka mphotho kwa amene akumufunitsitsa.
3a0b0700fd	Ndi chikhulupiriro, Nowa atachenjezedwa za zinthu zimene zinali zisanaoneke, anachita mantha napanga chombo kuti apulumutsire banja lake. Ndi chikhulupiriro chake anatsutsa dziko lapansi ndipo analandira chilungamo chimene chimabwera ndi chikhulupiriro.
3a0b08009f	Ndi chikhulupiriro Abrahamu atayitanidwa kuti apite ku dziko limene anamulonjeza kuti lidzakhala lake, anamvera ndi kupita, ngakhale sanadziwe kumene ankapita.
3a0b0900b7	Ndi chikhulupiriro chomwecho anakhala ngati mlendo mʼdziko lija limene Mulungu anamulonjeza. Anakhala mʼmatenti monganso anachitira Isake ndi Yakobo, amene nawonso analonjezedwanso.
3a0b0a0056	Pakuti amadikira mudzi wokhala ndi maziko, umene mmisiri ndi womanga wake ndi Mulungu.
3a0b0b00b2	Ndi chikhulupiriro Sara analandira mphamvu zokhala ndi pakati ngakhale kuti zaka zake zobala mwana zinali zitapita kale, popeza anamutenga amene analonjeza kukhala wokhulupirika.
3a0b0c00a1	Nʼchifukwa chake mwa munthu mmodzi, amene anali ngati wakufa, munatuluka mibado yochuluka ngati nyenyezi ndi yosawerengeka ngati mchenga wa mʼmbali mwa nyanja.
3a0b0d00d7	Onsewa anakhalabe mwachikhulupiriro mpaka anafa. Iwo sanalandire zimene Mulungu anawalonjeza; iwo anangozionera chapatali ndi kuzilandira. Ndipo iwo anavomereza kuti analidi alendo ndi osakhazikika pa dziko lapansi.
3a0b0e0050	Anthu amene amanena zinthu zotere amaonekeratu kuti akufuna dziko lawo lenileni.
3a0b0f0055	Akanakhala kuti akuganizira za dziko limene analisiya akanapeza mpata obwerera kwawo.
3a0b1000a2	Mʼmalo mwake, iwo amafunitsitsa dziko labwino, ndilo lakumwamba. Nʼchifukwa chake Mulungu sachita manyazi kutchedwa Mulungu wawo, pakuti Iye anawalonjeza mudzi.
3a0b1100bc	Ndi chikhulupiriro Abrahamu, Mulungu atamuyesa, anapereka Isake ngati nsembe. Ngakhale anali munthu woti Mulungu anamulonjeza, anakhala wokonzeka kupereka nsembe mwana wake mmodzi yekhayo.
3a0b120059	Za mwana ameneyu Mulungu anamuwuza iye kuti, “Zidzukulu zako zidzachokera mwa Isake.”
3a0b13008f	Abrahamu amazindikira kuti Mulungu angathe kuukitsa akufa, ndipo tingathe kunena mofanizira kuti iye analandiranso Isake ngati wouka kwa akufa.
3a0b140046	Ndi chikhulupiriro Isake anadalitsa Yakobo ndi Esau pa zatsogolo lawo.
3a0b15007d	Ndi chikhulupiriro, pamene Yakobo ankamwalira anadalitsa ana awiri a Yosefe, ndipo anapembedza Mulungu atatsamira ndodo yake.
3a0b16008c	Ndi chikhulupiriro Yosefe ali pafupi kumwalira anayankhula za kutuluka kwa Aisraeli mu Igupto ndipo anawawuza zoti adzachite ndi mafupa ake.
3a0b170099	Ndi chikhulupiriro Mose atabadwa makolo ake anamubisa miyezi itatu, chifukwa iwo anaona kuti mwanayo anali wokongola ndipo sanaope konse lamulo la mfumu.
3a0b180053	Ndi chikhulupiriro Mose atakula, anakana kutchedwa mwana wa mwana wamkazi wa Farao.
3a0b190077	Iye anasankha kuzunzika nawo limodzi anthu a Mulungu kuposa kusangalala ndi zokondweretsa za uchimo kwa nthawi yochepa.
3a0b1a0087	Anaona kuti kuzunzika chifukwa cha Khristu kunali kwa mtengowapatali kuposa chuma cha ku Igupto, chifukwa amaona mphotho ya mʼtsogolo.
3a0b1b007c	Ndi chikhulupiriro anachoka ku Igupto wosaopa ukali wa mfumu. Iye anapirira chifukwa anamuona Mulungu amene ndi wosaonekayo.
3a0b1c0083	Ndi chikhulupiriro anachita Paska ndi kuwaza magazi, kuti mngelo wowononga ana oyamba kubadwa asaphe ana oyamba kubadwa a Aisraeli.
3a0b1d0074	Ndi chikhulupiriro Aisraeli anawoloka Nyanja Yofiira ngati pa mtunda powuma, koma Aigupto atayesa kutero anamizidwa.
3a0b1e0056	Ndi chikhulupiriro mpanda wa Yeriko unagwa, Aisraeli atawuzungulira kasanu ndi kawiri.
3a0b1f0081	Ndi chikhulupiriro Rahabe, mkazi wadama sanaphedwe pamodzi ndi osamvera aja chifukwa analandira bwino ozonda aja ku nyumba kwake.
3a0b20007b	Kodi ndinenenso chiyani? Nthawi yandichepera yoti ndinene za Gideoni, Baraki, Samsoni, Yefita, Davide, Samueli ndi aneneri,
3a0b210087	amene ndi chikhulupiriro anagonjetsa mafumu, anakhazikitsa chilungamo ndi kulandira zimene zinalonjezedwa. Anatseka pakamwa pa mikango,
3a0b2200b5	anazimitsa moto waukali, ndipo anapulumuka osaphedwa ndi lupanga. Anali ofowoka koma analandira mphamvu; anasanduka amphamvu pa nkhondo, nathamangitsa magulu a ankhondo a adani awo.
3a0b23008c	Amayi ena analandira anthu awo amene anafa, ataukitsidwanso. Enanso anazunzidwa ndipo anakana kumasulidwa, kuti adzaukenso ndi moyo wabwino.
3a0b24004e	Ena anawaseka ndi kuwakwapula, pamenenso ena anamangidwa ndi kupita ku ndende.
3a0b2500ae	Anagendedwa miyala; anachekedwa pakati; ena anaphedwa ndi lupanga. Iwo anayendayenda atavala zikopa zankhosa ndi zikopa zambuzi, umphawi okhaokha, ozunzidwa ndi kuvutitsidwa.
3a0b260066	Dziko lapansi silinawayenere. Anayendayenda mʼzipululu ndi mapiri, ndiponso mʼmapanga ndi mʼmaenje.
3a0b270072	Onsewa anayamikidwa chifukwa cha chikhulupiriro chawo, komabe palibe wa iwo amene analandira zimene analonjezedwa.
3a0b280050	Mulungu anatikonzera ife kanthu koposa, kuti iwo asayesedwe angwiro popanda ife.
3a0c0100d2	Tsono popeza ifenso tazunguliridwa ndi gulu lalikulu la mboni, tiyeni titaye chilichonse chimene chimatitchinga, makamaka tchimo limene limatikola mosavuta, ndipo tithamange ndi khama mpikisano umene tayambawu.
3a0c02010c	Tiyeni tiyangʼanitsitse Yesu, amene ndi woyamba ndi wotsiriza wa chikhulupiriro chathu. Chifukwa cha chimwemwe chimene chimamudikira anapirira zowawa zapamtanda. Iye ananyoza manyazi a imfa yotere ndipo tsopano akukhala ku dzanja lamanja la mpando waufumu wa Mulungu.
3a0c030079	Muzilingalira za Iye amene anapirira udani waukulu chotere wochokera kwa anthu ochimwa, kuti musafowoke ndi kutaya mtima.
3a0c040037	Polimbana ndi uchimo, simunafike mpaka pokhetsa magazi.
3a0c0500c1	Kodi mwayiwala mawu olimbitsa mtima aja, amene Mulungu anayankhula kwa inu ngati ana ake? Mawuwo ndi awa: “Mwana wanga, usapeputse kulanga kwa Ambuye ndipo usataye mtima pamene akukudzudzula.
3a0c06005b	Chifukwa Ambuye amadzudzula amene amawakonda ndipo amalanga aliyense amene amamulandira.”
3a0c070080	Pamene mukupirira masautso monga chilango, Mulungu achitira inu monga ana ake. Kodi ndi mwana wotani amene abambo ake samulanga?
3a0c080066	Ngati inu simulangidwa, komatu aliyense amalangidwa, ndiye kuti sindinu ana enieni koma amʼchigololo.
3a0c09009f	Komanso, tonsefe tinali ndi abambo athu otibala amene amatilanga ndipo timawapatsa ulemu. Nanga kodi sitidzagonjera Atate a mizimu yathu kuti tikhale ndi moyo?
3a0c0a008d	Abambo athu ankatilanga kwa kanthawi kochepa monga amaonera kufunika kwake, koma Mulungu amatilanga kuti tipindule, kuti tikhale oyera mtima.
3a0c0b00c0	Palibe chilango chimene chimaoneka kuti ndi chabwino pa nthawiyo, komatu chowawa. Koma pambuyo pake, chimabweretsa chipatso chachilungamo ndi mtendere kwa iwo amene aleredwa mwa njira imeneyi.
3a0c0c0045	Nʼchifukwa chake limbitsani manja anu otopa ndi mawondo anu ogowoka.
3a0c0d0089	Muziyenda mʼnjira zowongoka, kuti iwo amene akukutsatirani ngakhale ndi olumala ndi ofowoka asapunthwe ndi kugwa koma adzilimbikitsidwa.
3a0c0e0084	Yesetsani kukhala pa mtendere ndi anthu onse ndi kukhala oyera mtima, pakuti popanda chiyero palibe ndi mmodzi yemwe adzaona Ambuye.
3a0c0f0099	Yangʼanitsitsani kuti wina aliyense asachiphonye chisomo cha Mulungu ndiponso kuti pasaphuke muzu wamkwiyo umene udzabweretsa mavuto ndi kudetsa ambiri.
3a0c100097	Yangʼanitsitsani kuti pasakhale wina wachigololo. Kapena wosapembedza ngati Esau, amene chifukwa cha chakudya cha kamodzi kokha anagulitsa ukulu wake.
3a0c11009f	Monga inu mukudziwa, pambuyo pake pamene anafuna kuti adalitsidwe anakanidwa. Sanapezenso mpata woti asinthe maganizo, ngakhale anafuna madalitsowo ndi misozi.
3a0c120062	Inu simunafike ku phiri limene mungathe kulikhudza, loyaka moto wa mdima bii, la mphepo yamkuntho;
3a0c13007e	limene pali kulira kwa lipenga, ndiponso kumveka kwa mawu. Anthu amene amamva mawuwo anapempha kuti asawayankhulenso mawu ena.
3a0c14006a	Iwo anachita mantha ndi lamulo lija lakuti, “Ngakhale nyama ikangokhudza phirilo, iphedwe ndi miyala.”
3a0c150074	Maonekedwenso a Mose anali woopsa kwambiri, ngakhale Mose yemwe anati, “Ine ndinachita mantha ndi kunjenjemera.”
3a0c160090	Koma inu mwafika ku Phiri la Ziyoni, ku mzinda wa Mulungu wamoyo, Yerusalemu wakumwamba. Mwafika mu msonkhano wa angelo osangalala osawerengeka.
3a0c1700c5	Mwafika mu mpingo wa ana oyamba kubadwa, amene mayina awo analembedwa kumwamba. Inu mwafika kwa Mulungu, woweruza anthu onse, ndiponso kwa mizimu ya anthu olungama ndi osandutsidwa kukhala angwiro.
3a0c180086	Kwa Yesu mʼkhalapakati wa pangano latsopano, ndiponso mwafika ku magazi owazidwa amene amayankhula mawu abwino kuposa magazi a Abele.
3a0c1900fe	Chenjerani kuti musakane kumvera amene akuyankhula nanu. Anthu amene anakana kumvera iye amene anawachenjeza uja pa dziko lapansi pano, sanapulumuke ku chilango ayi, nanga tsono ife tidzapulumuka bwanji ngati tikufulatira wotichenjeza wochokera kumwamba?
3a0c1a009d	Pa nthawiyo mawu ake anagwedeza dziko lapansi, koma tsopano Iye walonjeza kuti, “Kamodzi kenanso ndidzagwedeza osati dziko lapansi lokha komanso thambo.”
3a0c1b009d	Mawu akuti, “Kamodzi kenanso,” akuonetsa kuchotsedwa kwa zimene zitha kugwedezeka, zonse zolengedwa, kotero kuti zimene sizingatheke kugwedezeka zitsale.
3a0c1c0082	Popeza tikulandira ufumu umene sungagwedezeke, tiyeni tikhale oyamika ndi kupembedza Mulungu movomerezeka ndi mwaulemu ndi mantha.
3a0c1d0029	Pakuti Mulungu wathu ndi moto wonyeketsa.
3a0d010021	Pitirizani kukondana monga abale.
3a0d020065	Musayiwale kusamalira alendo, pakuti pochita zimenezi anthu ena anasamalira angelo amene samawadziwa.
3a0d030077	Muzikumbukira amene ali mʼndende ngati kuti inunso ndi omangidwa, ndiponso amene akusautsidwa ngati inunso mukuvutika.
3a0d040083	Ukwati muziwulemekeza nonse, ndipo mwamuna ndi mkazi azikhala wokhulupirika, pakuti anthu adama ndi achigololo Mulungu adzawalanga.
3a0d05008a	Mtima wanu usakonde ndalama koma mukhutitsidwe ndi zimene muli nazo, chifukwa Mulungu anati, “Sadzakusiyani, kapena kukutayani konse.”
3a0d06007d	Kotero ife tikunena molimba mtima kuti, “Ambuye ndiye mthandizi wanga; sindidzachita mantha. Munthu angandichitenji ine?”
3a0d070080	Muzikumbukira atsogoleri anu, amene amakulalikirani Mawu a Mulungu. Ganizirani zamoyo wawo ndipo tsatirani chikhulupiriro chawo.
3a0d080038	Yesu Khristu ndi yemweyo dzulo, lero ndi kunthawi zonse.
3a0d0900b6	Musasocheretsedwe ndi ziphunzitso zosiyanasiyana zachilendo. Nʼkwabwino kuti mitima yathu ilimbikitsidwe ndi chisomo osati ndi chakudya, chimene sichipindulitsa iwo amene amachidya.
3a0d0a006b	Ife tili ndi guwa lansembe, ndipo ansembe otumikira mʼtenti cha Ayuda, saloledwa kudya zochokera pamenepo.
3a0d0b0073	Mkulu wa ansembe amatenga magazi kukapereka nsembe chifukwa cha machimo, koma nyamayo imawotchedwa kunja kwa msasa.
3a0d0c0061	Nʼchifukwa chakenso Yesu anafera kunja kwa mzinda kuti ayeretse anthu ake kudzera mʼmagazi ake.
3a0d0d0047	Tiyeni tsono, tipite kwa iye kunja kwa msasa, titasenza chitonzo chake.
3a0d0e004b	Pakuti ife tilibe mzinda wokhazikika koma tikudikira mzinda umene ukubwera.
3a0d0f0083	Tsono, tiyeni kudzera mwa Yesu tipereke nsembe zachiyamiko kwa Mulungu osalekeza, chipatso cha milomo imene imavomereza dzina lake.
3a0d100064	Ndipo musayiwale kumachita zabwino ndi kuthandiza ena, pakuti Mulungu amakondwera ndi nsembe zotere.
3a0d1100fc	Muzimvera atsogoleri anu ndi kugonjera ulamuliro wawo, iwo amakuyangʼanirani monga anthu amene adzayenera kufotokoza za ntchito yawo pamaso pa Mulungu. Muziwamvera kuti agwire ntchito yawo ndi chimwemwe osati molemedwa pakuti izi sizingakupindulireni.
3a0d12007f	Mutipempherere ifenso. Pakuti tikutsimikiza kuti tili ndi chikumbumtima changwiro ndipo timafuna kuchita zinthu zonse mwaulemu.
3a0d130051	Ine ndikukupemphani kuti mundipempherere kuti Mulungu andibwezere kwa inu msanga.
3a0d14007f	Mulungu wamtendere, amene kudzera mʼmagazi a pangano lamuyaya anaukitsa Ambuye athu Yesu kwa akufa, amene ndi Mʼbusa wamkulu,
3a0d1500c0	akupatseni chilichonse chabwino kuti muchite chifuniro chake ndipo Mulungu achite mwa ife, chimene chingamukomere kudzera mwa Yesu Khristu. Kwa Iye kukhale ulemerero ku nthawi zanthawi, Ameni.
3a0d160060	Ndikukupemphani abale kuti mulandire mawu anga achilimbikitso, pakuti ndakulemberani mwachidule.
3a0d17007d	Ine ndikufuna kuti inu mudziwe kuti mʼbale wathu Timoteyo wamasulidwa. Ngati iye angafike msanga ndibwera naye kudzakuonani.
3a0d180072	Mupereke moni kwa atsogoleri anu onse ndiponso kwa anthu onse a Mulungu. Abale ochokera ku Italiya akupereka moni.
3a0d19001f	Chisomo chikhale ndi inu nonse.
3b00000006	Yakobo
3b0101008c	Yakobo, mtumiki wa Mulungu ndi wa Ambuye Yesu Khristu, kulembera mafuko khumi ndi awiri obalalikana ku mayiko osiyanasiyana. Landirani moni.
3b01020068	Abale, muchiyese ngati chimwemwe chenicheni nthawi zonse pamene mukukumana ndi mayesero amitundumitundu.
3b0103004d	Inu mukudziwa kuti kuyesedwa kwa chikhulupiriro chanu kumabweretsa chipiriro.
3b01040064	Chipiriro chiyenera kugwira ntchito yake kuti mukhale okhwima ndi angwiro, osasowa kanthu kalikonse.
3b01050080	Ngati wina pakati panu akusowa nzeru, apemphe kwa Mulungu amene amapereka kwa onse mwaulere ndi mosatonzera, ndipo adzapatsidwa.
3b01060094	Koma pamene mupempha, muyenera kukhulupirira osakayika, chifukwa amene amakayika ali ngati mafunde pa nyanja amene amawinduka nakankhika ndi mphepo.
3b01070046	Munthu wotere asayembekezere kulandira kalikonse kuchokera kwa Ambuye.
