0100000048	ମୋଶାଙ୍କ ଲିଖିତ ପ୍ରଥମ ପୁସ୍ତକ
2c0b1101fa	ଅତଏବ, ଆମ୍ଭେମାନେ ପ୍ରଭୁ ଯୀଶୁ ଖ୍ରୀଷ୍ଟଙ୍କଠାରେ ବିଶ୍ୱାସ କରିବା ସମୟରେ ଈଶ୍ବର ଯେପରି ଆମ୍ଭମାନଙ୍କୁ ଦାନ ଦେଇଥିଲେ, ସେହିପରି ଯେବେ ସେମାନଙ୍କୁ ସୁଦ୍ଧା ସମାନ ଦାନ ଦେଲେ, ମୁଁ କିଏ ଯେ ଈଶ୍ବରଙ୍କୁ ପ୍ରତିରୋଧ କରିପାରିଥାନ୍ତି?
2c0b1201a8	ଏହି ସମସ୍ତ କଥା ଶୁଣିବାରୁ ସେମାନେ ନିରୁତ୍ତର ହେଲେ ଓ ଈଶ୍ବରଙ୍କର ପ୍ରଶଂସା କରି କହିଲେ, ତେବେ ଈଶ୍ବର ଅଣଯିହୁଦୀମାନଙ୍କୁ ମଧ୍ୟ ଜୀବନପ୍ରାପ୍ତି ନିମନ୍ତେ ମନ-ପରିବର୍ତ୍ତନ ଦାନ କରିଅଛନ୍ତି।
2c0b130246	ଇତିମଧ୍ୟରେ ସ୍ତିଫାନଙ୍କ ସକାଶେ ଘଟିଥିବା କ୍ଲେଶ ହେତୁ ଯେଉଁମାନେ ଛିନ୍ନଭିନ୍ନ ହୋଇ ଯାଇଥିଲେ, ସେମାନେ ଫୈନୀକିଆ ଅଞ୍ଚଳ, ସାଇପ୍ରସ୍ ଦ୍ୱୀପ ଓ ଆନ୍ତିୟଖିଆ ସହର ପର୍ଯ୍ୟନ୍ତ ଭ୍ରମଣ କରି କେବଳ ଯିହୁଦୀମାନଙ୍କ ବିନା ଆଉ କାହାରି ନିକଟରେ ବାକ୍ୟ ପ୍ରଚାର କରୁ ନ ଥିଲେ।
2c0b140187	କିନ୍ତୁ ସେମାନଙ୍କ ମଧ୍ୟରୁ କେତେକ ସାଇପ୍ରସ୍ ଓ କୂରୀଣୀୟ ଲୋକ ଆନ୍ତିୟଖିଆକୁ ଗ୍ରୀକ୍‌ମାନଙ୍କ ନିକଟରେ ମଧ୍ୟ କଥା କହି ପ୍ରଭୁ ଯୀଶୁଙ୍କ ସୁସମାଚାର ପ୍ରଚାର କରିବାକୁ ଲାଗିଲେ।
2c0b1500f4	ଆଉ ସେମାନଙ୍କ ସହିତ ପ୍ରଭୁଙ୍କର ହସ୍ତ ଥିଲା, ପୁଣି, ଅନେକ ଅନେକ ଲୋକ ବିଶ୍ୱାସ କରି ପ୍ରଭୁଙ୍କ ପ୍ରତି ଫେରିଲେ।
2c0b160149	ସେମାନଙ୍କ ବିଷୟକ ସମ୍ବାଦ ଯିରୂଶାଲମସ୍ଥ ମଣ୍ଡଳୀର କର୍ଣ୍ଣଗୋଚର ହେଲା, ସେଥିରେ ସେମାନେ ଆନ୍ତିୟଖିଆ ପର୍ଯ୍ୟନ୍ତ ବର୍ଣ୍ଣବ୍ବାଙ୍କୁ ପ୍ରେରଣ କଲେ।
2c0b17019b	ସେ ଉପସ୍ଥିତ ହୋଇ ଈଶ୍ବରଙ୍କର ଅନୁଗ୍ରହ ଦେଖି ଆନନ୍ଦିତ ହେଲେ, ଆଉ ଯେପରି ସେମାନେ ହୃଦୟର ଏକାଗ୍ରତାରେ ପ୍ରଭୁଙ୍କ ପ୍ରତି ଆସକ୍ତ ହୋଇ ରୁହନ୍ତି, ସେଥିନିମନ୍ତେ ସମସ୍ତଙ୍କୁ ଉତ୍ସାହ ଦେଲେ;
2c0b180153	କାରଣ ସେ ଜଣେ ଉତ୍ତମ ବ୍ୟକ୍ତି, ପୁଣି, ପବିତ୍ର ଆତ୍ମା ଓ ବିଶ୍ୱାସରେ ପରିପୂର୍ଣ୍ଣ ଥିଲେ। ଏହି ପ୍ରକାରେ ଅନେକ ଅନେକ ଲୋକ ପ୍ରଭୁଙ୍କଠାରେ ସଂଯୁକ୍ତ ହେଲେ।
2c0b19007c	ପରେ ସେ ଶାଉଲଙ୍କୁ ଖୋଜିବା ପାଇଁ ତାର୍ଷକୁ ବାହାରିଗଲେ,
2c0b1a01fd	ପୁଣି, ସେ ତାହାଙ୍କୁ ପାଇ ଆନ୍ତିୟଖିଆକୁ ଘେନି ଆସିଲେ। ସେମାନେ ସମ୍ପୂର୍ଣ୍ଣ ଏକ ବର୍ଷ ପର୍ଯ୍ୟନ୍ତ ମଣ୍ଡଳୀର ସହିତ ରହି ଅନେକ ଲୋକଙ୍କୁ ଶିକ୍ଷା ଦେଲେ, ପୁଣି, ଆନ୍ତିୟଖିଆରେ ଶିଷ୍ୟମାନେ ପ୍ରଥମରେ ଖ୍ରୀଷ୍ଟିୟାନ ବୋଲି ନାମିତ ହେଲେ।
2c0b1b00a7	ସେହି ସମୟରେ କେତେକ ଜଣ ଭାବବାଦୀ ଯିରୂଶାଲମ ସହରରୁ ଆନ୍ତିୟଖିଆକୁ ଆସିଲେ।
2c0b1c016f	ସେମାନଙ୍କ ମଧ୍ୟରୁ ଆଗାବ ନାମକ ଜଣେ ବ୍ୟକ୍ତି ଉଠି ସମୁଦାୟ ପୃଥିବୀରେ ମହାଦୁର୍ଭିକ୍ଷ ପଡ଼ିବ ବୋଲି ଆତ୍ମାଙ୍କ ଦ୍ୱାରା ଜଣାଇଲେ; ତାହା କ୍ଲାଉଦିଅଙ୍କ ସମୟରେ ଘଟିଲା।
2c0b1d014c	ସେଥିରେ ଶିଷ୍ୟମାନେ ପ୍ରତ୍ୟେକ ଜଣ ଆପଣା ଶକ୍ତି ଅନୁସାରେ ଯିହୂଦିୟା ପ୍ରଦେଶ ନିବାସୀ ଭାଇମାନଙ୍କ ନିମନ୍ତେ ସାହାଯ୍ୟ ପ୍ରେରଣ କରିବାକୁ ସ୍ଥିର କଲେ,
2c0b1e00e0	ଆଉ ସେମାନେ ମଧ୍ୟ ତାହା କରି ବର୍ଣ୍ଣବ୍ବା ଓ ଶାଉଲଙ୍କ ହସ୍ତରେ ପ୍ରାଚୀନମାନଙ୍କ ନିକଟକୁ ପଠାଇଦେଲେ।
2c0c0100ea	ପ୍ରାୟ ସେହି ସମୟରେ ହେରୋଦ ରାଜା ମଣ୍ଡଳୀର କେତେକ ଜଣଙ୍କୁ ଅତ୍ୟାଚାର କରିବା ନିମନ୍ତେ ହସ୍ତକ୍ଷେପ କଲେ।
2c0c020069	ସେ ଯୋହନଙ୍କ ଭାଇ ଯାକୁବଙ୍କୁ ଖଡ୍ଗରେ ବଧ କଲେ।
2c0c030150	ଆଉ ଯିହୁଦୀ ନେତାମାନଙ୍କୁ ସେଥିରେ ସନ୍ତୁଷ୍ଟ ହେବାର ଦେଖି ସେ ପିତରଙ୍କୁ ମଧ୍ୟ ଧରିବାକୁ ଅଗ୍ରସର ହେଲେ। ସେହି ସମୟରେ ଖମୀରଶୂନ୍ୟ ରୁଟିର ପର୍ବ ଥିଲା।
2c0c040249	ପରେ ସେ ତାହାଙ୍କୁ ଧରି କାରାଗାରରେ ନିକ୍ଷେପ କଲେ, ପୁଣି, ନିସ୍ତାର ପର୍ବ ଉତ୍ତାରେ ସେ ତାହାଙ୍କୁ ଲୋକମାନଙ୍କ ନିକଟକୁ ବାହାର କରି ଆଣିବା ନିମନ୍ତେ ମନସ୍ଥ କରି ପ୍ରତ୍ୟେକ ଦଳରେ ଚାରି ଜଣ ଲେଖାଏଁ ଥିବା ଚାରୋଟି ସେନାଦଳ ନିକଟରେ ତାହାଙ୍କୁ ଜଗିବା ପାଇଁ ସମର୍ପଣ କଲେ।
2c0c05014e	ଅତଏବ ପିତର କାରାଗାରରେ ରୁଦ୍ଧ ହୋଇ ରହିଲେ, କିନ୍ତୁ ତାହାଙ୍କ ନିମନ୍ତେ ମଣ୍ଡଳୀ ଦ୍ୱାରା ଏକାଗ୍ରଭାବେ ଈଶ୍ବରଙ୍କ ଛାମୁରେ ପ୍ରାର୍ଥନା କରାଯାଉଥିଲା।
2c0c0601e3	ପରେ ହେରୋଦ ଯେଉଁ ଦିନ ପିତରଙ୍କୁ ବାହାର କରି ଆଣିବା ପାଇଁ ଯାଉଥିଲେ, ସେହି ରାତିରେ ସେ ଦୁଇଟା ଜଞ୍ଜିରରେ ବନ୍ଧା ହୋଇ ଦୁଇ ଜଣ ସୈନ୍ୟଙ୍କ ମଧ୍ୟରେ ଶୋଇଥିଲେ, ଆଉ ପ୍ରହରୀମାନେ ଦ୍ୱାର ସମ୍ମୁଖରେ କାରାଗାର ରକ୍ଷା କରୁଥିଲେ।
2c0c0701bd	ଆଉ ଦେଖ, ପ୍ରଭୁଙ୍କର ଜଣେ ଦୂତ ଉପସ୍ଥିତ ହେଲେ, ପୁଣି, କୋଠରୀଟି ଆଲୋକମୟ ହେଲା, ଆଉ ସେ ପିତରଙ୍କ କକ୍ଷଦେଶରେ ଆଘାତ କରି ତାହାଙ୍କୁ ଉଠାଇ କହିଲେ, ଶୀଘ୍ର ଉଠ। ସେଥିରେ ତାହାଙ୍କ ହାତରୁ ଜଞ୍ଜିର ଖସିପଡ଼ିଲା।
2c0c080146	ପୁଣି, ଦୂତ ତାହାଙ୍କୁ କହିଲେ, କଟି ବନ୍ଧନ କର ଓ ପାଦୁକା ପିନ୍ଧ। ସେ ସେପରି କଲେ। ଆଉ ସେ ତାହାଙ୍କୁ କହିଲେ, ଆପଣା ବସ୍ତ୍ର ପିନ୍ଧି ମୋହର ପଛେ ପଛେ ଆସ।
2c0c090154	ସେ ବାହାରି ତାହାଙ୍କ ପଛେ ପଛେ ଗଲେ; କିନ୍ତୁ ଦୂତଙ୍କ ଦ୍ୱାରା ଯାହା କରାଗଲା, ତାହା ଯେ ପ୍ରକୃତ, ସେ ତାହା ନ ବୁଝି ଦର୍ଶନ ଦେଖୁଅଛନ୍ତି ବୋଲି ମନେ କରୁଥିଲେ।
2c0c0a02d3	ଯେତେବେଳେ ସେମାନେ ପ୍ରଥମ ଓ ଦ୍ୱିତୀୟ ପ୍ରହରୀ-ଦଳ ଅତିକ୍ରମ କରି, ଯେଉଁ ଲୌହଦ୍ୱାର ଦେଇ ନଗରକୁ ଯିବାକୁ ହୁଏ, ତାହା ନିକଟକୁ ଆସିଲେ, ସେତେବେଳେ ସେହି ଦ୍ୱାର ଆପଣା ମନକୁ ସେମାନଙ୍କ ନିମନ୍ତେ ମେଲା ହୋଇଗଲା, ଆଉ ସେମାନେ ବାହାରିଯାଇ ଗୋଟିଏ ଦାଣ୍ଡର ଶେଷ ମୁଣ୍ଡ ଯାଏ ଗଲେ, ପୁଣି, ସେହିକ୍ଷଣି ସେହି ଦୂତ ତାହାଙ୍କଠାରୁ ଅଦୃଶ୍ୟ ହୋଇଗଲେ।
2c0c0b01a9	ସେତେବେଳେ ପିତର ସଚେତନ ହୋଇ କହିଲେ, ପ୍ରଭୁ ଯେ ଆପଣା ଦୂତଙ୍କୁ ପଠାଇ ହେରୋଦଙ୍କ ହସ୍ତରୁ ଓ ଯିହୁଦୀ ଲୋକମାନଙ୍କ ସମସ୍ତ ଆକାଂକ୍ଷାରୁ ମୋତେ ଉଦ୍ଧାର କରିଅଛନ୍ତି, ଏହା ମୁଁ ଏବେ ନିଶ୍ଚୟ ଜାଣିଲି।
2c0c0c0151	ସେ ଏହି କଥା ଆଲୋଚନା କରି ମାର୍କ ଉପନାମପ୍ରାପ୍ତ ଯୋହନଙ୍କ ମାତା ମରୀୟମଙ୍କ ଗୃହକୁ ଆସିଲେ; ସେହି ସ୍ଥାନରେ ଅନେକେ ଏକତ୍ରିତ ହୋଇ ପ୍ରାର୍ଥନା କରୁଥିଲେ।
2c0c0d00bd	ସେ ବାହାର ଦ୍ୱାରରେ ଆଘାତ କରନ୍ତେ ରୋଦା ନାମକ ଜଣେ ଦାସୀ କିଏ ବୋଲି ପଚାରିବାକୁ ଗଲା।
2c0c0e011d	ସେ ପିତରଙ୍କର ସ୍ୱର ବାରି ଆନନ୍ଦ ସକାଶେ ଦ୍ୱାର ନ ଫିଟାଇ ଭିତରକୁ ଦୌଡ଼ିଯାଇ, ଦ୍ୱାର ପାଖରେ ପିତର ଠିଆ ହୋଇଅଛନ୍ତି ବୋଲି କହିଲା।
2c0c0f011b	ସେମାନେ ତାହାକୁ କହିଲେ, ତୁ ବାୟାଣୀ। କିନ୍ତୁ ସେ ତାହା ସତ ବୋଲି ଦୃଢ଼ରୂପେ କହିବାକୁ ଲାଗିଲା। ସେମାନେ କହିଲେ, ଏ ତାଙ୍କର ଦୂତ।
2c0c1000e8	କିନ୍ତୁ ପିତର ଦ୍ୱାରରେ ବାରମ୍ବାର ଆଘାତ କରୁଥିଲେ, ଆଉ ସେମାନେ ଫିଟାଇ ତାହାଙ୍କୁ ଦେଖି ଆଚମ୍ଭିତ ହେଲେ।
2c0c11026c	କିନ୍ତୁ ସେ ସେମାନଙ୍କୁ ତୁନି ହୋଇ ରହିବା ପାଇଁ ହାତରେ ଠାରି, ପ୍ରଭୁ କିପରି ତାହାଙ୍କୁ କାରାଗାରରୁ ବାହାର କରି ଆଣିଅଛନ୍ତି, ତାହା ସେମାନଙ୍କ ନିକଟରେ ବର୍ଣ୍ଣନା କଲେ। ପୁଣି, ସେ କହିଲେ, ଏହି ସମସ୍ତ କଥା ଯାକୁବ ଓ ଭାଇମାନଙ୍କୁ ଜଣାଅ। ଆଉ ସେ ପ୍ରସ୍ଥାନ କରି ଅନ୍ୟ ସ୍ଥାନକୁ ଚାଲିଗଲେ।
2c0c1200bc	ସକାଳ ହେବା ପରେ ପିତର କୁଆଡ଼େ ଗଲେ ବୋଲି ସୈନ୍ୟମାନଙ୍କ ମଧ୍ୟରେ ବଡ଼ ଚହଳ ପଡ଼ିଗଲା।
2c0c1301ad	ଆଉ ହେରୋଦ ତାହାଙ୍କୁ ଖୋଜି ନ ପାଇବାରୁ ପ୍ରହରୀମାନଙ୍କୁ ପ୍ରଶ୍ନ କଲା ଉତ୍ତାରେ ସେମାନଙ୍କୁ ବଧ କରିବା ପାଇଁ ଆଜ୍ଞା ଦେଲେ। ପରେ ସେ ଯିହୂଦିୟା ପ୍ରଦେଶରୁ କାଇସରିୟା ସହରକୁ ଯାଇ ସେଠାରେ ରହିଲେ।
2c0c1402a4	ସେତେବେଳେ ହେରୋଦ ସୋର ଓ ସୀଦୋନ ଲୋକଙ୍କ ଉପରେ ଭୟଙ୍କର ଅସନ୍ତୁଷ୍ଟ ଥିଲେ, ଆଉ ସେମାନେ ଏକମତ ହୋଇ ତାହାଙ୍କ ନିକଟକୁ ଆସିଲେ ଓ ରାଜାଙ୍କ ଶୟନାଗାରର ଅଧ୍ୟକ୍ଷ ବ୍ଲାସ୍ତଙ୍କୁ ଆପଣାମାନଙ୍କ ସପକ୍ଷ କରି ଶାନ୍ତି ପ୍ରାର୍ଥନା କରିବାକୁ ଲାଗିଲେ, କାରଣ ରାଜାଙ୍କ ଦେଶରୁ ସେମାନଙ୍କ ଦେଶକୁ ଖାଦ୍ୟସାମଗ୍ରୀ ଯାଉଥିଲା।
2c0c150105	ଏଣୁ ଗୋଟିଏ ନିରୂପିତ ଦିନରେ ହେରୋଦ ରାଜବସ୍ତ୍ର ପରିଧାନ କରି ସିଂହାସନରେ ବସି ସେମାନଙ୍କ ନିକଟରେ ଗୋଟିଏ ଭାଷଣ ଦେଲେ;
2c0c1600cd	ସେଥିରେ ଲୋକମାନେ ପାଟି କରି କହିବାକୁ ଲାଗିଲେ, ଏ ତ ଦେବତାଙ୍କ ସ୍ୱର ମନୁଷ୍ୟର ସ୍ୱର ନୁହେଁ।
2c0c17013e	ତତ୍‌କ୍ଷଣାତ୍ ପ୍ରଭୁଙ୍କର ଜଣେ ଦୂତ ତାହାଙ୍କୁ ଆଘାତ କଲେ, କାରଣ ସେ ଈଶ୍ବରଙ୍କୁ ଗୌରବ ଦେଲେ ନାହିଁ, ଆଉ ତାହାଙ୍କୁ ପୋକ ଖାଇବା ଦ୍ୱାରା ସେ ମଲେ।
2c0c18009a	କିନ୍ତୁ ଈଶ୍ବରଙ୍କ ବାକ୍ୟ ବୃଦ୍ଧି ପାଇ ଅଧିକ ବ୍ୟାପିବାକୁ ଲାଗିଲା।
2c0c190156	ପରେ ବର୍ଣ୍ଣବ୍ବା ଓ ଶାଉଲ ଆପଣାମାନଙ୍କର ସେବାକାର୍ଯ୍ୟ ସମାପ୍ତ କରି ମାର୍କ ଉପନାମପ୍ରାପ୍ତ ଯୋହନଙ୍କୁ ସାଙ୍ଗରେ ଘେନି ଯିରୂଶାଲମ ସହରରୁ ବାହୁଡ଼ିଗଲେ।
2c0d0101d3	ସେତେବେଳେ ଆନ୍ତିୟଖିଆସ୍ଥିତ ମଣ୍ଡଳୀରେ ବର୍ଣ୍ଣବ୍ବା, ଶିମିୟୋନ, ଯାହାଙ୍କୁ ନିଗର ବୋଲି କହନ୍ତି, କୂରୀଣୀୟ ଲୂକୀୟ, ସାମନ୍ତରାଜା ହେରୋଦଙ୍କ ସହପାଳିତ ମନହେମ୍‍ ଓ ଶାଉଲ, ଏହିପରି ଭାବବାଦୀ ଓ ଶିକ୍ଷକମାନେ ଥିଲେ।
2c0d020192	ସେମାନେ ପ୍ରଭୁଙ୍କ ସେବା ଓ ଉପବାସ କରୁଥିବା ସମୟରେ ପବିତ୍ର ଆତ୍ମା କହିଲେ, ଯେଉଁ କର୍ମ ନିମନ୍ତେ ଆମ୍ଭେ ବର୍ଣ୍ଣବ୍ବା ଓ ଶାଉଲକୁ ଆହ୍ୱାନ କରିଅଛୁ, ସେଥିପାଇଁ ସେମାନଙ୍କୁ ପୃଥକ୍ କର।
2c0d0300fd	ସେଥିରେ ସେମାନେ ଉପବାସ ଓ ପ୍ରାର୍ଥନା କଲା ଉତ୍ତାରେ ସେମାନଙ୍କ ଉପରେ ହସ୍ତାର୍ପଣ କରି ସେମାନଙ୍କୁ ବିଦାୟ ଦେଲେ।
2c0d04013d	ଏହି ପ୍ରକାରେ ସେମାନେ ପବିତ୍ର ଆତ୍ମାଙ୍କ ଦ୍ୱାରା ପ୍ରେରିତ ହୋଇ ସେଲୂକିଆକୁ ଗଲେ; ସେଠାରୁ ସେମାନେ ଜାହାଜରେ ଚଢ଼ି ସାଇପ୍ରସ୍ ଦ୍ବୀପକୁ ଗଲେ।
2c0d05019d	ସେମାନେ ସାଲାମି ସହରରେ ପହଞ୍ଚିଲା ଉତ୍ତାରେ ଯିହୁଦୀମାନଙ୍କ ସମସ୍ତ ସମାଜଗୃହରେ ଈଶ୍ବରଙ୍କ ବାକ୍ୟ ପ୍ରଚାର କରିବାକୁ ଲାଗିଲେ; ଆଉ ଯୋହନ ମଧ୍ୟ ପରିଚାରକସ୍ୱରୂପେ ସେମାନଙ୍କ ସହିତ ଥିଲେ।
2c0d060146	ପୁଣି, ସେମାନେ ସମସ୍ତ ଦ୍ୱୀପ ପରିଭ୍ରମଣ କରି ପାଫ ସହରକୁ ଆସି ଜଣେ ମାୟାବୀ ଭଣ୍ଡ ଭାବବାଦୀଙ୍କୁ ଦେଖିଲେ; ସେ ଜଣେ ଯିହୁଦୀ, ଆଉ ତାହାର ନାମ ବର୍ଯୀଶୁ।
2c0d0701b5	ସେ ଶାସନକର୍ତ୍ତା ସେର୍ଗିୟ ପାଉଲଙ୍କ ସାଙ୍ଗରେ ଥିଲା, ସେହି ଶାସନକର୍ତ୍ତା ଜଣେ ବୁଦ୍ଧିମାନ ବ୍ୟକ୍ତି। ସେ ବର୍ଣ୍ଣବ୍ବା ଓ ଶାଉଲଙ୍କୁ ଆପଣା ନିକଟକୁ ଡାକି ଈଶ୍ବରଙ୍କ ବାକ୍ୟ ଶୁଣିବାକୁ ଇଚ୍ଛା କଲେ।
2c0d08018f	କିନ୍ତୁ ସେହି ମାୟାବୀ ଅଲ୍ଲୀମା (ଅନୁବାଦ କଲେ ଏହି ନାମର ଅର୍ଥ ମାୟାବୀ) ସେହି ଶାସନକର୍ତ୍ତାଙ୍କୁ ବିଶ୍ୱାସରୁ ବିମୁଖ କରିବା ଚେଷ୍ଟାରେ ସେମାନଙ୍କର ପ୍ରତିରୋଧ କରିବାକୁ ଲାଗିଲା।
2c0d0900ee	ମାତ୍ର ଶାଉଲ, ଯାହାକୁ ପାଉଲ ମଧ୍ୟ କହନ୍ତି, ପବିତ୍ର ଆତ୍ମାରେ ପୂର୍ଣ୍ଣ ହୋଇ ତାହାକୁ ନିରୀକ୍ଷଣ କରି କହିଲେ,
2c0d0a0191	ଆରେ ସମସ୍ତ ପ୍ରକାର ଛଳ ଓ ମନ୍ଦତାରେ ପରିପୂର୍ଣ୍ଣ ଆଉ ସମସ୍ତ ପ୍ରକାର ଧାର୍ମିକତାର ଶତ୍ରୁ, ଶୟତାନର ସନ୍ତାନ, ତୁମ୍ଭେ ପ୍ରଭୁଙ୍କର ସରଳ ପଥକୁ ବକ୍ର କରିବାରୁ କି କ୍ଷାନ୍ତ ହେବ ନାହିଁ?
2c0d0b026b	ଆଉ ଏବେ ଦେଖ, ପ୍ରଭୁଙ୍କର ହସ୍ତ ତୁମ୍ଭ ଉପରେ ରହିଅଛି, ତୁମ୍ଭେ ଅନ୍ଧ ହୋଇ କେତେକ ସମୟ ପର୍ଯ୍ୟନ୍ତ ସୂର୍ଯ୍ୟ ଦେଖିବ ନାହିଁ। ସେହିକ୍ଷଣି କୁହୁଡ଼ି ଓ ଅନ୍ଧକାର ତାହାକୁ ଘୋଡ଼ାଇ ପକାଇଲା, ତେଣୁ ତାହାକୁ ହାତ ଧରି ବାଟ କଢ଼ାଇବା ନିମନ୍ତେ ସେ ଏଣେ-ତେଣେ ଦରାଣ୍ଡି ଲୋକ ଖୋଜିବାକୁ ଲାଗିଲା।
2c0d0c00cd	ସେହି ଶାସନକର୍ତ୍ତା ଏହି ଘଟଣା ଦେଖି ପ୍ରଭୁଙ୍କ ଶିକ୍ଷାରେ ଆଶ୍ଚର୍ଯ୍ୟ ହୋଇ ବିଶ୍ୱାସ କଲେ।
2c0d0d018a	ପରେ ପାଉଲ ଓ ତାହାଙ୍କ ସଙ୍ଗୀମାନେ ପାଫ ସହରରୁ ଜଳଯାତ୍ରା କରି ପଂଫୂଲିଆ ଦେଶରେ ପର୍ଗୀ ସହରକୁ ଆସିଲେ; କିନ୍ତୁ ଯୋହନ ସେମାନଙ୍କୁ ପରିତ୍ୟାଗ କରି ଯିରୂଶାଲମ ସହରକୁ ବାହୁଡ଼ିଗଲେ।
2c0d0e0126	ସେମାନେ ପର୍ଗୀଠାରୁ ଯାତ୍ରା କରି ପିସିଦିଆ ଦେଶରେ ଆନ୍ତିୟଖିଆ ସହରରେ ପହଞ୍ଚିଲେ, ଆଉ ବିଶ୍ରାମବାର ଦିନରେ ସମାଜଗୃହକୁ ଯାଇ ବସିଲେ।
2c0d0f01f0	ପୁଣି, ମୋଶାଙ୍କ ବ୍ୟବସ୍ଥା ଓ ଭାବବାଦୀମାନଙ୍କ ଶାସ୍ତ୍ରପାଠ ପରେ ସମାଜଗୃହର ଅଧ୍ୟକ୍ଷମାନେ ସେମାନଙ୍କ ନିକଟକୁ ଏହା କହି ପଠାଇଲେ, ଭାଇମାନେ, ଲୋକମାନଙ୍କ ନିମନ୍ତେ ଯଦି ଆପଣମାନଙ୍କର କୌଣସି ଉପଦେଶର ବିଷୟ ଅଛି, ତେବେ କହନ୍ତୁ।
2c0d100120	ସେଥିରେ ପାଉଲ ଠିଆ ହୋଇ ହସ୍ତରେ ସଙ୍କେତ କରି କହିବାକୁ ଲାଗିଲେ, ହେ ଇସ୍ରାଏଲୀୟ ଲୋକମାନେ ଓ ଈଶ୍ବର ଭୟକାରୀମାନେ, ଶ୍ରବଣ କରନ୍ତୁ।
2c0d1101ed	ଏହି ଇସ୍ରାଏଲ ଜାତିର ଈଶ୍ବର ଆମ୍ଭମାନଙ୍କ ପିତୃପୁରୁଷମାନଙ୍କୁ ମନୋନୀତ କଲେ, ଆଉ ସେମାନେ ମିସର ଦେଶରେ ପ୍ରବାସ କରୁଥିବା ସମୟରେ ସେମାନଙ୍କୁ ଉନ୍ନତ କଲେ, ପୁଣି, ପରାକ୍ରମୀ ବାହୁ ଦ୍ୱାରା ସେଠାରୁ ସେମାନଙ୍କୁ କଢ଼ାଇ ଆଣିଲେ।
2c0d1200bf	ପରେ ପ୍ରାୟ ଚାଳିଶ ବର୍ଷ ପର୍ଯ୍ୟନ୍ତ ପ୍ରାନ୍ତରରେ ସେ ସେମାନଙ୍କ ବ୍ୟବହାର ସହ୍ୟ କଲେ,
2c0d130134	ପୁଣି, କିଣାନ ଦେଶରେ ସାତଗୋଟି ଜାତିକୁ ବିନାଶ କରି ପ୍ରାୟ ଚାରିଶହ ପଚାଶ ବର୍ଷ ପର୍ଯ୍ୟନ୍ତ ସେମାନଙ୍କୁ ଆପଣା ଦେଶ ଅଧିକାରସ୍ୱରୂପେ ଦେଲେ।
