0100000009	1 Mosebog
1d03100094	HERREN brøler fra Zion, fra Jerusalem løfter han sin Røst; Himmelen og Jorden skælver. Men HERREN er Ly for sit Folk og Værn for Israels Børn.
1d031100a1	Og I skal kende, at jeg er HERREN eders Gud, som bor paa Zion, mit hellige Bjerg. Jerusalem skal blive en Helligdom, og fremmede skal ikke mere drage derigennem.
1d031200b1	Paa hin Dag skal Bjergene dryppe af Most og Højene flyde med Mælk; alle Judas Bække skal strømme med Vand, og en Kilde skal vælde frem fra HERRENS Hus og vande Akaciedalen.
1d0313006f	Ægypten skal blive øde, Edom en øde Ørk for deres Vold mod Judæerne, i hvis Land de udgød uskyldigt Blod.
1d03140045	Og Juda skal være beboet evindelig, Jerusalem fra Slægt til Slægt.
1d0315004f	Jeg hævner deres Blod, som jeg endnu ikke har hævnet; og HERREN bor paa Zion.
1e00000004	Amos
1e010100af	De Ord, som Amos, der hørte til faarehyrderne fra Tekoa, skuede om Israel, i de Dage da Uzzija var Konge i Juda, og Jeroboam, Joas's Søn, i Israel, to Aar før Jordskælvet.
1e0102007e	Han sagde: HERREN brøler fra Zion, fra Jerusalem løfter han sin Røst; Hyrdernes Græsmarker sørger, vissen er Karmels Top.
1e01030088	Saa siger HERREN: For tre Overtrædelser af Damaskus, ja fire, jeg gaar ikke fra det: de tærskede Gilead med Tærskeslæder af Jern —
1e01040042	saa sender jeg Ild mod Hazaels Hus, den skal æde Benhadads Borge;
1e01050092	jeg knuser Damaskus's Portslaa, udrydder Bik'at-Avens Borgere og den, som bærer Scepter i Bet-Eden; Aramæerne skal føres til Kir, siger HERREN.
1e01060084	Saa siger HERREN: For tre Overtrædelser af Gaza, ja fire, jeg gaar ikke fra det: de bortførte hele Byer og solgte dem til Edom —
1e0107003b	saa sender jeg Ild mod Gazas Mur, den skal æde dets Borge;
1e0108009a	jeg udrydder Asdods Borgere og den, som bærer Scepter i Askalon; jeg vender min Haand imod Ekron, og den sidste Filister forgaar, siger den Herre HERREN.
1e01090097	Saa siger HERREN: For tre Overtrædelser af Tyrus, ja fire, jeg gaar ikke fra det: de solgte hele bortførte Byer til Edom uden at ænse Broderpagt —
1e010a003d	saa sender jeg Ild mod Tyrus's Mur, den skal æde dets Borge.
1e010b00c8	Saa siger HERREN: For tre Overtrædelser af Edom, ja fire, jeg gaar ikke fra det: med Sværd forfulgte han sin Broder og kvalte sin Medynk, holdt altid fast ved sin Vrede og gemte stadig paa Harme —
1e010c0039	saa sender jeg Ild mod Teman, den skal æde Bozras Borge.
1e010d00a0	Saa siger HERREN: For Ammoniternes tre Overtrædelser, ja fire, jeg gaar ikke fra det: de oprev Livet paa Gileads svangre Kvinder for at vinde sig mere Land —
1e010e007d	saa sætter jeg Ild paa Rabbas Mur, den skal æde dets Borge under Krigsskrig paa Stridens Dag, under Uvejr paa Stormens Dag.
1e010f0046	Landflygtig skal Kongen blive, han og alle hans Fyrster, siger HERREN.
1e0201007b	Saa siger HERREN: for tre Overtrædelser af Moab, ja fire, jeg gaar ikke fra det: de brændte Edoms Konges Ben til Kalk —
1e02020077	saa sender jeg Ild mod Moab, den skal æde Kerijots Borge; og Moab skal dø under Kampgny, Krigsskrig og Hornets Klang.
1e0203004e	Af hans Midte udrydder jeg Hersker og dræber alle hans Fyrster, siger HERREN.
1e020400c8	Saa siger HERREN: For tre Overtrædelser af Juda, ja fire, jeg gaar ikke fra det: de ringeagted HERRENS Lov og holdt ej hans Bud, ledet vild af deres Løgneguder, til hvilke deres Fædre holdt sig —
1e0205003c	saa sender jeg Ild mod Juda, den skal æde Jerusalems Borge.
1e02060091	Saa siger HERREN: For tre Overtrædelser af Israel, ja fire, jeg gaar ikke fra det: de sælger retfærdig for Sølv og Fattigmand for et Par Sko,
1e0207008b	træder ringes Hoved i Støvet og trænger sagtmodige fra Vejen. Søn og Fader gaar sammen til Skøgen og søler saaledes mit hellige Navn.
1e02080071	Paa pantede Kapper strækker de sig ved hvert et Alter, og i deres Guds Hus drikker de Vin, der er givet i Bøde.
1e020900a1	Og dog var det mig, som udrydded Amoriterne foran eder, høje som Cedertræer, stærke som Egetræer, udrydded deres Frugt foroven som og deres Rødder forneden.
1e020a0074	Det var mig, som førte jer op fra Ægypten og lod eder vandre i Ørken i fyrretyve Aar, saa I tog Amoriternes Land.
1e020b0077	Jeg tog blandt eders Sønner Profeter, Nasiræere blandt eders unge. Er det ej sandt, Israeliter? lyder det fra HERREN.
1e020c0040	Men I gav Nasiræerne Vin, og Profeterne bød I ej at profetere.
1e020d0056	Se, jeg lader Grunden vakle under jer, ligesom Vognen vakler, naar den er fuld af Neg.
1e020e0056	Den hurtige kan ikke undfly, den stærke ej bruge sin Kraft; ej redder Helten sit Liv,
1e020f005a	ej holder Bueskytten Stand; ej undslipper rapfodet Mand, ej bjærger nogen Rytter sit Liv;
1e02100057	den kækkeste Mand iblandt Helte skal den Dag vaabenløs fly, saa lyder det fra HERREN.
1e03010069	Hør dette Ord, som HERREN taler imod eder, Israeliter, imod hele den Slægt, jeg førte op fra Ægypten:
1e03020068	Kun eder kendes jeg ved blandt alle Jordens Slægter; derfor vil jeg paa eder hjemsøge al eders Brøde.
1e03030031	Vandrer vel to i Følge, naar det ikke er aftalt?
1e03040066	Brøler en Løve i Krattet, hvis den ikke har Bytte? Løfter en Ungløve Røsten, uden den har Fangst?
1e03050065	Falder en Fugl til Jorden, hvis den ikke er ramt? Klapper en Fælde vel sammen, uden noget er fanget?
1e03060067	Mon der stødes i Horn i en By, uden Folk farer sammen? Mon Ulykke sker i en By, uden HERREN staar bag?
1e03070066	Nej! Den Herre HERREN gør intet uden at have aabenbaret sin Hemmelighed for sine Tjenere, Profeterne.
1e03080050	Løven brøler, hvo frygter da ej? Den Herre HERREN taler, hvo profeterer da ej?
1e0309009e	Lad det høres over Asdods Borge og dem i Ægyptens Land! Sig: »Kom sammen paa Samarias Bjerg og se den vilde Tummel derinde, det haarde Tryk i dets Midte!«
1e030a0060	De ved ej at gøre det rette, lyder det fra HERREN, de, som opdynger Uret og Vold i deres Borge.
1e030b0081	Derfor, saa siger den Herre HERREN: Fjender skal fare gennem Landet, dit Værn skal tages fra dig, og udplyndres skal dine Borge.
1e030c00b0	Saa siger HERREN: Som en Hyrde redder af Løvens Gab to Skinneben eller en Ørelap, saaledes skal Israels Børn, som bor i Samaria, reddes med Lejets Bolster og Bænkens Hynde.
1e030d004e	Hør og vidn imod Jakobs Hus, lyder det fra den Herre HERREN, Hærskarers Gud:
1e030e007b	Den Dag jeg hjemsøger Israels Overtrædelser, hjemsøger jeg Betels Altre; Alterets Horn skal afhugges, styrte til Jorden.
1e030f0075	Baade Vinter— og Sommerhus knuser jeg da; Elfenbenshusene ødes, de mange Huse gaar tabt, saa lyder det fra HERREN.
1e04010095	Hør dette Ord, I basankøer, I, som bor paa Samarias Bjerg og kuer de ringe, knuser de fattige og byder eders Herrer: »Giv hid, at vi kan drikke!«
1e0402007d	Den Herre HERREN svor ved sin Hellighed: Se, over eder skal Dage komme, da I drages op med Hager, de sidste af jer med Kroge,
1e04030055	og slæbes gennem Murbrud een for een og slænges paa Mødding, lyder det fra HERREN.
1e04040066	Kom til Betel og synd, til Gilgal og synd end mer, bring Slagtofre næste Morgen, Tiender Tredjedagen,
1e0405007f	brænd syret Brød til Takoffer, byd højlydt til Frivilligofre! I elsker jo sligt, Israeliter, lyder det fra den Herre HERREN.
1e04060091	Og dog gav jeg eder tomme Munde i alle eders Byer og Brødmangel i alle eders Hjemsteder; men I omvendte eder ikke til mig, lyder det fra HERREN.
1e040700b2	Dog forholdt jeg eder Regnen, da der endnu var tre Maaneder til Høst; paa een By lod jeg det regne og ikke paa en anden; een Mark fik Regn, og en anden fik ikke og tørrede hen;
1e04080099	to tre Byer kom vankende hen til en anden for at faa Vand at drikke og fik ikke Tørsten slukket; men I omvendte eder ikke til mig, lyder det fra HERREN.
1e040900b9	Jeg slog eder med Kornbrand og Rust og udtørrede eders Haver og Vingaarde, og Græshopper aad eders Figentræer og Oliventræer; men I omvendte eder ikke til mig, lyder det fra HERREN.
1e040a00eb	Jeg sendte Pest iblandt eder som i Ægypten; jeg vog eders unge Mænd med Sværdet, og samtidig gjordes eders Heste til Bytte; jeg lod Stank fra eders Lejr stige op i eders Næse; men I omvendte eder ikke til mig, lyder det fra HERREN.
1e040b00b4	Jeg omstyrtede Byer iblandt eder, som da Gud omstyrtede Sodoma og Gomorra, og I blev som en Brand, der er reddet fra Baalet; men I omvendte eder ikke til mig, lyder det fra HERREN.
1e040c0086	Derfor vil jeg handle saaledes med dig, Israel. Fordi jeg vil handle saaledes med dig, saa gør dig rede til at møde din Gud, Israel!
1e040d00b8	Thi se: Bjergenes Skaber og Stormens Ophav, han, som kundgør et Menneske dets Tanker, som frembringer Gry og Mørke og vandrer paa Jordens Høje, HERREN, Hærskarers Gud er hans Navn.
1e05010046	Hør dette Ord, en Klagesang, som jeg istemmer over eder, Israels Hus:
1e05020063	Hun er faldet og rejser sig ikke, Israels Jomfru, henstrakt paa sin Jord, og ingen rejser hende op.
1e050300a0	Thi saa siger den Herre HERREN: Den By, som gaar i Leding med tusind, faar hundred tilbage, og den som gaar i Leding med hundred, faar ti tilbage i Israels Hus.
1e05040040	Thi saa siger HERREN til Israels Hus: Søg mig, saa skal I leve!
1e05050085	Søg ikke til Betel, gaa ikke til Gilgal, drag ikke til Be'ersjeba! Thi Gilgal skal blive landflygtig, og Betel skal blive til intet.
1e05060076	Søg HERREN, saa skal I leve, at ikke en Lue slaar ud, en ædende Ild mod Josefs Hus, og Betel har ingen, som slukker.
1e0507003d	Ve dem, som gør Ret til Malurt og kaster Retfærd i Støvet!
1e050800a8	Syvstjernens og Orions Skaber, han, som vender Mulm til Morgen og gør Dag til Nattemørke, som kalder ad Havets Vande og gyder dem ud over Jorden, HERREN er hans Navn!
1e05090053	Han lader Ødelæggelse bryde ind over Borge, Ødelæggelse komme over Fæstninger.
1e050a0042	De hader Rettens Talsmand i Porten og afskyr den, som taler sandt.
1e050b00b6	Derfor, da I træder paa den ringe og tager Afgift af hans Korn, skal I vel bygge Kvaderstenshuse, men ikke bo deri; I skal vel plante yndige Vingaarde, men Vinen skal I ikke drikke.
1e050c0086	Jeg ved, eders Overtrædelser er mange og uden Tal eders Synder, I Rettens Fjender, som tager mod Bøde og bortviser fattige i Porten.
1e050d0039	Derfor tier den kloge i denne Tid, thi det er onde Tider.
1e050e0073	Søg det gode, ej det onde, for at I maa leve, og HERREN, Hærskarers Gud, maa være med eder, som I siger, han er.
1e050f0081	Had det onde og elsk det gode, hold Retten i Hævd i Porten! Maaske vil da HERREN, Hærskarers Gud, være naadig mod Josefs Rest.
1e051000a0	Derfor, saa siger HERREN, Herren, Hærskarers Gud: Paa alle Torve skal klages, i alle Gader raabes: »Ve! Ve!« Bonden kalder til Sorg, til Ligklage Klagemænd;
1e05110050	i hver en Vingaard skal klages, naar jeg drager igennem din Midte, siger HERREN.
1e0512005a	Ve eder, som længes efter HERRENS Dag! Hvad vil I med HERRENS Dag? Mørke er den, ej Lys.
1e05130097	Da gaar det, som naar en Mand flyr for en Løve og møder en Bjørn og, naar han tyr ind i Huset og støtter sin Haand til Væggen, bides af en Slange.
1e0514003c	Ja, HERRENS Dag er Mørke, ej Lys, Bælgmørke uden Solskin.
1e05150046	Jeg hader, forsmaar eders Fester, er led ved eders festlige Samlinger,
1e0516006e	om ogsaa I bringer mig Brændofre. Eders Afgrødeofre behager mig ej, eders Fedekvægs-Takofre ser jeg ej til.
1e05170047	Spar mig dog for eders larmende Sang, eders Harpeklang hører jeg ikke.
1e05180042	Nej, Ret skal vælde frem som Vand og Retfærd som svulmende Bæk.
1e0519004d	Bragte I mig Slagtoffer og Afgrødeoffer de fyrretyve Ørkenaar, Israels Hus?
1e051a0065	Saa skal I da bære Sakkut, eders Konge, og Kevan, eders Gudestjerne, Billeder, som I har lavet eder.
1e051b005e	I Landflygtighed jager jeg eder hinsides Damaskus, siger HERREN; Hærskarers Gud er hans Navn.
1e0601007a	Ve Zions sorgløse Mænd og de trygge paa Samarias Bjerg, I ædle blandt Førstegrødefolket, hvem Israels Hus søger til;
1e06020096	(drag over til Kalne og se, derfra over til det store Hamat og ned til Filisternes Gat: Er de bedre end disse Riger, deres Omraade større end eders?)
1e0603003b	I, som afviser Ulykkesdagen og bringer Urettens Sæde nær.
1e06040068	De ligger paa Elfenbenslejer, henslængt paa deres Bænke; af Hjorden æder de Lam og Kalve fra Fedesti;
1e0605003b	de kvidrer til Harpeklang og opfinder Strengeleg som David;
1e0606005d	de drikker Vinen af Kander og salver sig med ypperste Olie, men sørger ej over Josefs Skade.
1e06070081	Derfor skal de nu føres bort forrest i landflygtiges Flok. Dagdrivernes Skraal faar Ende, lyder det fra HERREN, Hærskarers Gud.
1e06080082	Den Herre HERREN svor ved sig selv: Afsky har jeg for Jakobs Hovmod, hans Borge vækker mit Had; jeg prisgiver Byen og dens fylde.
1e0609003a	Og er der end hele ti Mænd i eet Hus — de skal dog dø.
1e060a00fe	Og levnes der een, saa trækkes han frem af sin Slægtning og den, som røger, naar Ligene hentes af Huse. Og han siger til ham inderst i Huset: »Er der flere hos dig?« Hin svarer: »Ingen!« Da siger han: »Tys!« Thi HERRENS Navn tør de ikke nævne.
1e060b0055	Thi HERREN, se, han byder og slaar det store Hus i Stykker, det lille Hus i Splinter.
1e060c0076	Løber mon Heste paa Klipper, pløjes mon Havet med Okser? Men I vender Retten til Gift og Retfærds Frugt til Malurt;
1e060d0058	I glæder jer over Lodebar og siger: »Mon ikke det var ved vor Styrke, vi tog Karnajim?
1e060e009a	Thi se, jeg rejser et Folk imod eder, Israels Hus, lyder det fra HERREN, Hærskarers Gud; Trængsel bringer det eder fra Egnen ved Hamat til Arababækken.
1e07010091	Saaledes lod den Herre HERREN mig skue: Se, Græshopper kom til Syne, da Efterslætten var ved at gro frem — Efterslætten efter Kongens Høst.
1e07020090	Og da de var ved helt at afæde Jordens Urter, sagde jeg: »Herre, HERRE, tilgiv dog! Hvorledes skal Jakob staa det igennem, saa lille han er?«
1e07030035	Og HERREN angrede. »Det skal ej ske!« sagde HERREN.
1e070400ac	Saaledes lod den Herre HERREN mig skue: Se, den Herre HERREN kaldte Ild frem til Straf, og den fortærede det store Verdensdyb; men da den vilde til at fortære Agerlandet,
1e07050060	sagde jeg: »Herre, HERRE, hold inde! Hvorledes skal Jakob staa det igennem, saa lille han er?«
1e07060046	Og HERREN angrede. »Ej heller det skal ske!« sagde den Herre HERREN.
1e0707004e	Saaledes lod han mig skue: Se, Herren stod paa en Mur med et Blylod i Haanden.
1e070800a8	Og HERREN sagde til mig: »Hvad ser du, Amos?« Jeg svarede: »Et Blylod!« Da sagde Herren: »Se, jeg sænker Loddet i mit Folk Israel; jeg vil ikke spare det længer.
1e07090062	Isaks Høje bliver øde, Israels Helligdomme styrtes, med Sværd staar jeg op mod Jeroboams Hus.«
1e070a00b3	Men Amazja, Betels Præst, sendte Bud til Kong Jeroboam af Israel og lod sige: »Amos stifter en Sammensværgelse imod dig midt i Israels Hus; Landet kan ikke bære alle hans Ord.
1e070b0062	Thi saaledes siger Amos: For Sværdet skal Jeroboam dø, og Israel skal bortføres fra sin Jord.«
1e070c0075	Og Amazja sagde til Amos: »Seer, gaa din Vej og se at komme til Judas Land! Der kan du tjene dit Brød og profetere.
1e070d005b	Men i Betel maa du ikke profetere længer, thi det er Kongens Helligdom og Rigets Tempel.«
1e070e006b	Amos svarede Amazja: »Jeg er hverken Profet eller Profetlærling: jeg er Faarehyrde og avler Morbærfigen;
1e070f005a	men HERREN tog mig fra Hjorden og sagde til mig: Gaa hen og profetér for mit Folk Israel!
1e07100061	Saa hør nu HERRENS Ord! Du siger: Du maa ikke profetere mod Israel, ej prædike mod Israels Hus!
1e071100d8	Derfor, saa siger HERREN: Din Hustru bliver Skøge i Byen, dine Sønner og Døtre skal falde for Sværd; din Jord skal udskiftes med Snor, og selv skal du dø paa uren Jord. Og bort fra sin Jord skal Israel føres.«
1e0801003e	Saaledes lod HERREN mig skue: Se, der var en Kurv Sommerfrugt.
1e080200b5	Og han sagde: »Hvad ser du, Amos?« Jeg svarede: »En Kurv Sommerfrugt!« Da sagde HERREN til mig: »Enden er kommet for mit Folk Israel; jeg vil ikke længer bære over med det.«
1e0803007a	Paladsets Sangerinder skal jamre paa denne Dag, saa lyder det fra den Herre HERREN, Dynger af Lig er henkastet alle Vegne.
1e08040040	Hør, I, som knuser de fattige, gør det af med de arme i Landet
1e080500b3	og siger: »Hvornaar er Nymaanen omme, saa vi kan faa solgt noget Korn, Sabbaten, saa vi kan aabne vort Kornsalg, gøre Efaen lille og Sekelen stor og med Svig gøre Vægten falsk
1e0806005a	for at købe den ringe for Sølv, den fattige for et Par Sko og faa Affaldskornet solgt?«
1e0807004b	HERREN svor ved Jakobs Stolthed: Aldrig glemmer jeg een af deres Gerninger!
1e0808007c	Maa Jorden ej skælve derover og enhver, som bor paa den, sørge? Den stiger overalt som Nilen og synker som Ægyptens Flod.
1e08090088	Paa hin Dag lader jeg det ske, saa lyder det fra den Herre HERREN, at Solen gaar ned ved Middag, og Jorden bliver mørk ved højlys Dag.
1e080a00b6	Jeg vender eders Fester til Sorg og alle eders Sange til klage, lægger Sæk om alle Lænder, gør hvert et Hoved skaldet, bringer Sorg som over en enbaaren, en bitter Dag til sidst.
1e080b00a4	Se, Dage skal komme, lyder det fra den Herre HERREN, da jeg sender Hunger i Landet, ikke Hunger efter Brød, ikke Tørst efter Vand, men efter at høre HERRENS Ord.
1e080c0064	Da vanker de fra Hav til Hav, flakker fra Nord til Øst for at søge HERRENS Ord, men finder det ej.
1e080d003e	Den Dag vansmægter af Tørst de fagre Jomfruer og unge Mænd,
1e080e0086	som sværger ved Samarias Synd, som siger: »Ved din Gud, o Dan!« »Ved din Skytsgud, o Be'ersjeba!« de skal falde, ej mere staa op.
1e090100dd	Herren saa jeg; han stod ved alteret og sagde: Til Søjlehovedet slaar jeg, saa Dørens Tærskel ryster. Jeg rammer dem alle i Hovedet, de sidste dræber jeg med Sværd; ingen af dem skal undfly, ingen af dem skal reddes.
