2800000006	iMatiu
34051c0037	Ni elela mgbi Otsɛ mgbi eyi iYesu iKrestu dzɛ yi ema.
3500000011	2 Emi iTesalonika
3501010099	Afɛ nɛ kyɛ mbi ani iPol, iSaila bɛyi iTimoti, le kɛ mbi emi odzimgbasho mi iTesalonika, ema nli mgbi Imgbasho Otseyi bɛyi Otsɛ iYesu iKrestu nani.
350102004e	Ni elela bɛyi iyu mgbi Imgbasho Otseyi bɛyi Otsɛ iYesu iKrestu dzɛ yi ema.
35010300bd	Dzɛ mbisɔ eyi ka ta Imgbasho angba alonɔ mi ikye mgbi ema, emi ongwuneyi, ma li ngha yɛyɛ, ikyesinɛ oyɛyɛ mgbi ema le sheeshe lu iyayi, okpitukwu mgbi ema mbi ewema kpaa le sheeshe.
35010400af	Nghanɛ, mi idzidzɛ okwakye mgbi emi iKrestu duu eyi li tsaabɔ igɛgɛ ikye ema mi itukwu oshiishi bɛyi oyɛyɛ onuunu mi isɔ yi ali imbadi ngwi ema to le nyɛ mi ele duu.
35010500a4	Ungwɔ ntonɛ duu li ambɛ otso gbɛɛ ikwɔ ogbɔɔgbɔ mgbi Imgbasho li ayin, ikyenghanɛ ema ka mɛ okaka esutɔ mgbi Imgbasho, ongwu ema le gyadzɛ ikyen nɛni.
3501060058	Mi ikwɔ mgbi Imgbasho ofwoofwo, o ka oyile mkpa adzɛ kpa ama nle nu ema adzɛ ntonani.
350107009a	O dika nu ama a le nu ma isɔ nɛ tonya bɛyi eyi kpaa. Ungwɔnɛ ka kyɔ mi onɔ ngwi Otsɛ iYesu ka kyɛ esho yi angbodzi engyesɔ mgban mi amoola mani.
3501080060	O ka kwo ama n ye Imgbasho ba di noyɛyɛ mi Esɔ Osuse mgbi Otsɛ mgbi eyi iYesu ba ntona adɔ.
350109005c	A ka kwo ma adɔ yi odzili-dzili igyegwu, a dika ba inai Otsɛ bɛyi mfye mgban okwɔkwɔ ba
35010a00c1	mi egbe ngwi o ka ba owa gbɛ okwɔkwɔ mbi inggisɛ mgban ama osaan bɛyi otsɛɛtsɛ mbi ama onoyɛyɛ duu mani. Ema kpaa ka wele yi ama, ikyesinɛ ema noyɛyɛ mi obwɛndɛ mgbi eyi mbi ema.
35010b00ba	Ikyenghanɛ, eyi bibɔ tonya ba ikye ema, gbɛɛ ni Imgbasho nu ema mɛ ela okwuukwu mgban, odi nu ali oweka mgbi ema osuse duu bɛyi ali idɔ mgbi oyɛyɛ onuunu mbwumbwo mi mfye mgban.
35010c00a7	Mi itɔ ofɛ nɛ iyi mgbi Otsɛ iYesu mgbi eyi ka tu okwɔkwɔ ikpewo ema, ongwu kpaa dika nu ema okwɔkwɔ, mi elela mgbi Imgbasho mgbi eyi bɛyi Otsɛ iYesu iKrestu.
350201008c	Mi ikye odzɛ oyɛɛyɛ mgbi Otsɛ mgbi eyi iYesu iKrestu, bɛyi owa gbe eyi kwakye mbonyi yan nɛ, ani tɛkyɛ nu ema emi ongwunani gbɛɛ,
35020200ad	ka wɛndɛ hona kye itukwu feesho ba na. Odzɛ ama ogbɛɛsɛ atsika gbɔ yi esɔ ema fwo hona afɛ ngwi a lɔ nu ema gbɛɛ, egbe mgbi Otsɛ teyi ba wa na, kyɛ mbi eyi ba.
35020300dd	Ka nu inggisɛ onyi kpaa kpagya ema wo mi ofɛ onyonyi ba, lubana egbe na ka ba ba sede inggisɛ ibyibyi ka kye afɔ twɛsɛ yi elodzimgbasho, a dika kye inggisɛ imbaali ongwu a kyon dzɛ ikye owa dzilin na tsɔɔnɔ se.
35020400c0	O ka fwa di kyile ewon esho ngha alungwɔ a li kwun di Imgbasho bɛyi ungwɔ a li sunu duu, jo o ka kye ewon tuo mi ozu okwukwo osunu Imgbasho mi iJerosalin, le tekpo gbɛɛ ongwu li Imgbasho.
350205004e	Ema wɛ dafi onɔ ngwi ani ka dzɛ yi ema ma ani li nya ema ungwɔ ntonɛ baa?
350206006a	Onɛnɛ ema di ye ungwɔ nkwu inggisɛ imbaali na kwulɛsɛ mani, ikye ni a wa kyon tso mi onɔ ma yɛyɛ.
35020700a8	Lubana mfye odaada mgbi inggisɛ imbaali na teyi le kyidɔ wa; kpaa ongwu nbwan kwulɛsɛ onɛnɛ nɛ ka kiyayi okyɔ ngha nghataa mbisɔ a kawa dulun tɔ mi ofɛ nani.
35020800ac	Ta a kawa kye ongwu nli ngyo ola ba na dɔ ododa, nghaduu Otsɛ iYesu ka kyi gbɛlun mfye mi mmyɛ ongwi ondu mgbi ongwu di dzilin mi okwɔkwɔ mgbi obaaba mgbi ongwu mani.
350209006e	Ongwu nli ngyo ola ba na ka ba yi mfye mgbi iSatan di wa kyɔ ali ambɛ ikpaflo bɛyi ungwɔ ama okwulewo duu,
35020a0091	dika kye ali itɔ ofɛ ibwubwe duu okpagya ama nkawa dzili ma wo. A ka dzili ikyekyɛ a fwa ogbɛ Esɔ Osuse nɛ yi atsa adzi ni a dulu ma watɔ.
35020b005c	Ikyenghanɛ Imgbasho kye onodzi owɛndɛ ofyumfye nu ma ikyegbɛɛ nu ma noyɛyɛ mi atsika,
35020c0045	adzi ni ama nnoyɛyɛ mi otsitsi ba kpaa gbela yi imbaali ma gyobube.
35020d0109	Nghaduu i tishi ngwi eyi kile ta Imgbasho angba alonɔ mi ikye ema, emi ongwuneyi ama nkpa Imgbasho itukwu, ikyesinɛ mi owita-wita ma Imgbasho sadu ema ikyegbɛɛ ni ema watɔ mi idɔ mgbi Onodzi Osaan ngwi a kyi salu ema bɛyi ikye oyɛyɛ onuunu mi otsitsi nani.
35020e007a	O kwu ema ela nyɛ mi Esɔ Osuse ngwi eyi le gbɔ nɛni, ikyegbɛɛ ni ema tu okwɔkwɔ mgbi Otsɛ mgbi eyi iYesu iKrestu.
35020f0096	Nghanɛ, emi ongwunani, kwudzɛ kpɔklɔɔ na di kye abɔ byi mi otsootso ngwi eyi tso ema nɛni, ki no li mi odzɛ ondu naadi mi afɛ olɔɔlɔ kpaa.
35021000a0	Ni Otsɛ mgbi eyi iYesu iKrestu abuon bɛyi Imgbasho Otseyi, ngwu eyi kpan itukwu bɛyi mi elela mgban nu eyi ɛwɛ okwuwo igyegwu bɛyi eka ogbe byiibyi osuse,
3502110059	kwu ewema ɛwɛ wo di fyumfye mi itukwu na mi ali idɔ osuse bɛyi odzɛ ogbɔɔgbɔ duu.
350301008b	Ongyɛɛngyɛ yɔ, emi ongwunani, bibɔ ikye eyi adzi ni esɔ mgbi Otsɛ gbɔfwɛ plɛ-plɛ di dzɛ yi mmwɛ, dafi i dzɛ yi ema nose mani.
350302007d	Di bibɔ na gbɛɛ nu ma dulu eyi mi abɔ emi imbaali bɛyi emi ibwubwe, lubana li inggisɛ tsatsa dzɛ yi oyɛyɛ onuunu ba.
3503030056	Nghaduu Otsɛ li ndu ba, o dika nu ema mfye di ngyo ema mi abɔ ibwubwe inggisɛ nani.
3503040068	Eyi dzɛ yi abɔ otsigɛgɛ mbi Otsɛ gbɛɛ ema le ngyo dika kiyayi okyungwɔ ngwi eyi wo ema ola nani.
3503050057	Ni Otsɛ kye ema itukwu byi okpitukwu mgbi Imgbasho bɛyi itukwu oshiishi mgbi iKrestu.
35030600b1	Mi iyi mgbi Otsɛ iYesu iKrestu, eyi wo ema emi ongwuneyi ola gbɛɛ, ni ema dzɛ mbombo yi ali emi ongwunema ama nli kyidɔ ba di dzɛ mi otsootso ngwi ema gbɛ mbi eyi ba duu.
3503070089	Lubana ema abuema ye dafi ema ka kyɛdɔ ambɛ mgbi okyɔɔkyɔ mgbi eyi. Eyi li ama odzɛ abɔ ayayi mi onɔ ngwi eyi dzɛ yi ema ma ba,
35030800ae	hona eyi gye ungwogye mbi inggisɛ onyi mi ayayi ba. Mi ayɛ oka yɔ, eyi li kyidɔ otu yi onɔ, le gyadzɛ dile kwunewo ikyegbɛɛ ni eyi ka li okye mbi inggisɛ onyonyi ba.
3503090082	Eyi kyungwɔnɛ, ikyegbɛɛ di eyi dzɛ yi ofɛ ngwi a ka ya eyi abɔ ba ba, nghaduu li ikye onu eyi li ambɛ ngwi ema ka kyɛdɔ.
35030a0081	Lubana onɔ ngwi eyi dzɛ yi ema ma kpaa, eyi wo ema ola nɛ gbɛɛ, “Kini inggisɛ ka kyidɔ bayɔ, non ka gye ungwogye ba.”
35030b006c	Eyi fwo gbɛɛ angbeka mi idzidzɛ ema li emi okwulo. A li gbela okyidɔ ba; sede okye ondu wo inggisɛ ewo.
35030c009d	Li itɔ inggisɛ ntona ngwi eyi le gbɔ yi ama dile wo ma ola mbi Otsɛ iYesu iKrestu gbɛɛ, nu ma yile igɛgɛ bɛsɛ di kyidɔ otu ungwogye ngwi a ka gye.
35030d0040	Nghaduu mbi ema, emi ongwunani yɔ, ka yama ndɛ okyɔ osuse ba.
35030e0084	Kini inggisɛ fwa ofwo odzɛ owɛɛwɛ ngwi eyi lɔ mi afɛ nɛ yɔ, kye ɛwɛ byin saan na, dzɛ enggengga yan, adzi ni ayiwi kwun.
35030f0054	Kpaa ka kyen dafi inggisɛ ikyili mgbi ema ba, nghaduu kwon adɔ dafi ongwunɔ mani.
3503100074	Ani bibɔ gbɛɛ ni Otsɛ Imgbasho mgbi iyu abuon nu ema iyu alonɔ bɛyi mi ali ofɛ duu. Otsɛ no dzɛ yi ema duu.
350311007d	Ani, iPol, lɔ angba nɛ mi abɔ mgbi ani, nli ambɛ otso idzidza mi afɛ ngwi ani lɔ duu. Ikye otso gbɛɛ li ani iPol lɔ.
3503120049	Elela mgbi Otsɛ mgbi eyi iYesu iKrestu no dzɛ yi ema duu. No dzɛ ngha.
3600000009	1 iTimoti
3601010093	Afɛ nɛ kyɛ mbi ani, iPol, ongye ogbikye iYesu iKrestu mi Ola mgbi Imgbasho Onagbɛ eyi bɛyi iYesu iKrestu nli ɛwɛ ogbe byiibyi mgbi eyi nani.
3601020091	N le lɔ mbi iTimoti ongwani mi oyɛyɛ onuunu na gbɛɛ: Ni Otseyi Imgbasho bɛyi Otsɛ iYesu iKrestu mgbi eyi na nu abu mse yi elela bɛyi iyu.
360103008a	Onɔ ngwi ani le lu iMasidonia ma, ani nya abu gbɛɛ ni abu tila dzɛ Efesu dile fwa yi ama ngwu otsootso mgbi ama li otsitsi ba ntonani.
36010400cb	Nu ma ka yama gbekabyi utsa otsaatsa bɛyi odzɛ etɔ ogbɔɔgbɔ nli dondu ba na ba. Ungwɔ ntonɛ li ba yi angwodzɛ ayayi ta, li yama ba yi okiyayi mgbi idɔ mgbi Imgbasho nli mi oyɛyɛ onuunu na ba.
3601050082	Itɔdzɛ mgbi otsootso nɛ yɔ, li okpitukwu, nkyɛ mi itukwu osaan, yi ewodzɛ osuse mi itukwu bɛyi oyɛyɛ onuunu otsitsi mani.
3601060042	Angbeka dzata ungwɔ ntonɛ di kyata le gbɔdzɛ ama nli ayayi ta.
3601070071	A mina oli etsetse mgbi ola, kpaa a ye ungwɔ ngwi a tole gbɔ ma ba, nghaduu a di tole gbɔn yi abɔ otsigɛgɛ.
360108004b	Eyi ye gbɛɛ ola mgbi iMose tishi, kini inggisɛ kyɔ oyabɔ yan saan yɔ.
3601090109	Eyi di ye dafi ola dzɛ mi ikye mgbi ama osaan ba mani, kpaa dzɛ mi ikye mgbi ama ofoola, yi ama onghaadɔ, yi ama n ye Imgbasho ba, bɛyi emi ali ibwubwe, yi ama nle saan ba, yi ama okyɔ Imgbasho idɔ ba, yi ama nngwɔ ama omba ma, bɛyi ama ogbɔngwɔ inggisɛ.
36010a00cb	Di dzɛ ikye inggisɛ ama okyɔ amah yi ali itɔ idza duu, yi ama ogbe ofyɛɛ gya, yi ama ogbatsika, bɛyi ama ofa mi otsitsi ba, bɛyi ama nli kyɔ alungwɔ angbeka duu ndzɛ idzidza yi otsootso osuse,
36010b005c	ngbela yi Esɔ Osuse okwɔkwɔ mgbi Imgbasho onghaangha, ngwi o kye wo ani abɔ nɛ ba mani.
36010c0094	Ani ta Otsɛ mgbi eyi iYesu iKrestu angba, ongwu nnu ani mfye di kye ani gbɛɛ ani li inggisɛ oyɛyɛ, di dulu ani gbɛɛ ni ani kyɔn idɔ nɛni.
36010d00b5	Ngwi ani nose li inggisɛ okwu iyi iYesu fyito di nu emidan isɔ kpakpa, yi ablodzɛ okyɔɔkyɔ nɛ kpaa, Imgbasho di ani elela ikyekyɛ n kyɔ mi inɛ obuubu yi oyɛyɛ onuunu ba.
36010e0082	Otsɛ Imgbasho mgbi eyi kye elela mgban yawo ani dzii, di kyɛ yi oyɛyɛ onuunu bɛyi okpitukwu ama ndzɛ mbi iYesu iKrestu nani.
36010f0096	Odzɛ nɛ, li odzɛ ogbelan mi itukwu onyi gbɛɛ: iYesu iKrestu ba ɛsɛ owa dulu emi ali ibwubwe ama ngwu ani nghao li inggisɛ obube mboma nɛ tɔ.
36011000c0	Mi itɔdzɛ nɛ, Imgbasho di ani nnghao li inggisɛ obube nɛ elela, adzi ni ani li ambɛ mgbi itukwu oshiishi mgbi iYesu iKrestu nle dzii mbi ama nkawa nun oyɛyɛ di tu oshishe igyegwu mani.
3601110097	Oshewo yi okwɔkwɔ duu no dzɛ yi Utɔ nli gyegwu, nka kwulu ba, ngwi inɛ li din kpaa ba, ongwu nli Imgbasho yuon nghataa mbinose nani. No dzɛ ngha.
3601120096	ITimoti, ongwani, ani le wo abu ola mi odzɛ ngwi a tsekise yegbɔ mi ikpewo abu ma, ikyegbɛɛ ni abu kyɔ mi ele yɔ, o ka li inggisɛ ogblika saan.
360113009c	Onu abu kyungwɔnɛ yɔ, o ka dzɛ yi oyɛyɛ onuunu kpɔklɔɔ yi ewodzɛ osuse mi itukwu, ngwi inggisɛ angbeka fwan ni oyɛyɛ onuunu mgbi ama ngwiingwi.
360114008d	Mi idzidzɛ ma, li iHimenayɔ yi Alekidzanda, ngwu ani kye ma wo iSatan abɔ ikye no ngwunu ma, adzi nu ma nya okwu Imgbasho shanyɛ ntonani.
3602010080	Nghanɛ ungwɔ ongwi ababɔ yɔ, n mina gbɛɛ ni abu bibɔ di tɛkyɛ yi angba otaata kpakpa nu Imgbasho ikye ali inggisɛ duu.
360202009a	Nɛ bibɔ ikye emi utɔ yi ama mfye byito abɔ ma duu adzi ni eyi dzɛ mi iyu yi oshishe oshilididi dafi eyi le sunu Imgbasho di kwakwafɔ esɛ nun nɛni.
360203003d	Ungwɔnɛ tishi di li ungwɔ okpa Imgbasho ongye Onagbɛ eyi,
360204004a	ongwu nmina gbɛɛ ni ali inggisɛ duu tu owatɔ-watɔ di ye otsitsi nani.
3602050064	Bana Imgbasho li onyi ta, inggisɛ oyile inggisɛ gyiide yi Imgbasho kpaa li onyi, li iYesu iKrestu,
3602060072	nkye ewon nu ikye odulu ali inggisɛ duu watɔ nani. Imgbasho kye ungwɔnɛ tso eyi ngwi onɔ wa gyɔ yɛyɛ mani.
3602070094	Di li itɔdzɛ nɛ ngwi a dulu ani oli inggisɛ ogbeesɔ di gbikye iYesu, otso Udzengye duu esɔ mgbi oyɛyɛ. N le gbɔ otsitsi, yama li atsika ba.
360208008b	Nghanɛ ani mina engyulɔ nu ma kyile abɔ mgbi ama osaan mi ali imbe ngwi a to duu bibɔ, no ka li mi itukwu owulu-wulu hona angwodzɛ ba.
36020900cc	Ani di mina gbɛɛ engyaa nu ma mɛ ewo saan, yi ozoyeye no di gyɔgyɔ kpaa. No ka li mi otu omɛɛmɛ mgbi ala hona mi abashi naadi mi ungwɔ ama ofyunfyummya hona tagwude naadi angwuto ofyunfyummya ba,
36020a004c	kpaa no li mi okyɔɔkyɔ osuse ngyɔ mbi engyaa ama nli sunu Imgbasho mani.
36020b0040	Ongyaa no kpayi ungwɔ shilididi yi ewo oyile esɛ mɛnɛmɛnɛ.
36020c0058	Ani nu ongyaa ofɛ otsungwɔ naadi dzɛ yi mfye mi ikye ongyulɔ ba, kpaa no dzɛ shili.
36020d001e	Lubana a teyi mɛ Adan se Ifa.
36020e004f	Li Adan ngwu a kpagyanwo ba, li Ifa ngwu a kpagyanwo di yɛɛ okyɔ obube aali.
36020f006f	Nghaduu engyaa ka watɔ mi onɔ ombimba kini a kiyayi yi oyɛyɛ onuunu yi okpitukwu yi osaan yi okwu blii yɔ.
3603010088	Elodzɛ nɛ li otsitsi gbɛɛ: kini inggisɛ kye itukwu mgban byi ogbe inggisɛ teyi mi okwakye mgbi emi iKrestu yɔ, o mina idɔ osuse.
3603020105	Nghanɛ inggisɛ ogbe inggisɛ teyi li ongwu ndzɛ yi iyi osuse kyɛmɛ-kyɛmɛ, o ka li inggisɛ ndzɛ yi ongyaa onyi, o ka li inggisɛ okyitingga ba, ka li inggisɛ obwa ewon fyii, inggisɛ ngwu a li nun mmwɛ, inggisɛ nle wawa, inggisɛ nka yagba otsungwɔ,
36030300a6	no ka li inggisɛ ngwu ɛbyɛ gban itukwu sɔ ba, inggisɛ ohaha ba kpaa inggisɛ ngwu dzɛ dumɔɔ, inggisɛ ogbɔnɔgbɛ ba, bɛyi inggisɛ nli tsɔɔshɔ awuya ba.
3603040078	O ka li inggisɛ nka gbɛwɛbyi etɔ mgban saan kyɛmɛ-kyɛmɛ diyɛ di gbɛɛ ɛngbɛ mgban siikyenun mi ofɛ oyɛyɛ.
3603050062	(Ni inggisɛ ye ogbɛwɛbyi etɔ mgban ba ma, kyɔnɛse o ka gbɛwɛbyi okwakye mgbi emi iKrestu?)
36030600a2	Ka dulu inggisɛ nkwa kyatitukwu nu ogbe inggisɛ teyi mi okwakye mgbi emi iKrestu ba, bana, o ka yɛɛ okyile ewo esho a dika ngwɔn ikwɔ dafi olodu tugbe nani.
3603070077	O ka li inggisɛ ngwu ama nnoyɛyɛ ba kpaa li nun mmwɛ, ikye ngwi o ka gyayiwi di gbɛsɛ mi ukya mgbi olodu ba mani.
360308009d	IDikin kpaa, ka li inggisɛ ama ndzɛ yi ali osuse, ama ndzɛ yi otsitsi, ama ngwu ɛbyɛ gbɛ ma itukwu sɔ ba, a dika li inggisɛ ama otsɔɔshɔ awuya ba.
3603090055	Li ikyɛmɛ ngwi a ka kye abɔ byi otsitsi mgbi oyɛyɛ onuunu kpini yi itukwu asisa.
36030a004b	A ka teyi mbadi ma kyɛmɛ se, ni a wɛndɛ bayɔ, ni a kye ma idɔ iDikin.
36030b00b0	Li ngha yɛyɛ ngwi owa ma kpaa ka dzɛ yi ali osuse aali, a ka li ama okye ondu wo inggisɛ ewo ba kpaa, a ka li ama nbwa ewoma fyii di li ama a nu ma oyɛyɛ mi alungwɔ duu.
36030c0065	IDikin ka li inggisɛ ndzɛ yi ongyaa onyi dika yagba gbɛwɛbyi ɛngbɛ mgban bɛyi etɔ mgban saan.
36030d0081	Ama nkyidɔ iDikin saan yɔ, a ka tu iyi osuse a dika nghao dzɛ yi abɔ otsigɛgɛ mi oyɛyɛ onuunu mgbi ama mbi iYesu iKrestu.
36030e004c	Ani dzɛ yi oweka oba mbi abu vla, kpaa n le lɔ abu afɛ ntonɛ ikyegbɛɛ,
36030f00bb	ni ani wa mbe onɔ kpaa, abu ka ye dafi inggisɛ ka kye ewoma dzɛ mi idzidzɛ emidi Imgbasho, ngwi li okwakye mgbi emi iKrestu mgbi Imgbasho oshishe, otlɛsɛ yi itozu mgbi otsitsi nani.
3603100108	Iba mgbi odzimgbasho mgbi eyi shewo, inggisɛ kpaa ka yagba tangwɛ ba: O ba dafi inggisɛ owamyɛ, Onodzi kyon tso gbɛɛ o li otsitsi mi inɛ Imgbasho, engyesɔ din, a kyon gbɔ kpatsɛ ali udzɛ mi ɛsɛ duu, a nun oyɛyɛ mi ɛsɛ, a kyon lu esho mi okwɔkwɔ.
36040100a5	Onodzi Osaan gbɔ saan gbɛɛ onɔ kyɛma ngwi inggisɛ angbeka ka dzata oyɛyɛ onuunu di kyɛdɔ onodzi ama okpagya inggisɛ wo bɛyi otsootso mgbi enedzi ibwubwe.
3604020085	Otsootso ntona kyɛ mbi emi ikpala ama omwonya, ngwi ewodzɛ mgbi ama li ikwukwɔ, a yama ye idzidza mgbi ungwɔ obube yi osuse wuba.
36040300c2	A li kwɔ inggisɛ ongyaa okyeekye di li wo inggisɛ ola gbɛɛ nu ma ka gye ungwogye angbeka ba, ungwogye ama Imgbasho ta gbɛɛ ni inggisɛ ama nnoyɛyɛ di ye otsitsi nu ma gye yi atsa nɛni.
3604040062	Bana alungwɔ ngwi Imgbasho ta duu tishi, unkonyi ngwi a ka fwan dzɛma ba ni a gbɛ yi angba yɔ,
360405003c	lubana a kye mɛlu dzɛkɛ saan mi ibɔ bɛyi elodzimgbasho.
36040600bd	Ni abu gbɔ ungwɔ ntonɛ nya ama onoyɛyɛ yɔ, abu ka li ongbidɔ osuse mgbi iYesu iKrestu, ngwu a nyɛ abu mi ofɛ otsitsi mgbi oyɛyɛ onuunu bɛyi otsootso osuse ngwi abu kyɛdɔ mani.
360407007e	Odzɛ no ka kwokyi abu yi utsa ayayi bɛyi utsa ogbugbe mgbi enengyaa ntona ba; tatase nyɛ ewabu ni abu li inggisɛ Imgbasho.
36040800ce	Lubana onyɛ ewabu mi mmbwɛ yi eyi dzɛ yi oyabɔ, kpaa onyɛ ewabu mi ofɛ mgbi Imgbasho yɔ, nghao yaabɔ duu, ikyekyɛ ondu odzɛɛdzɛ mgban dzɛ ikye oshishe ongwi onɛnɛ bɛyi oshishe nkawa ba nani.
360409003d	Elodzɛ nɛ li elodzɛ otsitsi, ngwi i wogyɔ ogban abɔ efa.
36040a00b9	Ikyenghanɛ, eyi le kyidɔ kpakpa dile gbili gbɛɛ ni eyi kye ɛwɛ mgbi eyi byi mbi Imgbasho oshishe, ongwu nli Onagbɛ mgbi inggisɛ duu, onghaangha duu yɔ, mgbi ama nnoyɛyɛ nani.
36040b003d	Tsungwɔ ntonɛ diyɛ di gbɛɛ ali inggisɛ duu kyɔ mi ele.
36040c00c2	Ka nu inggisɛ onyi kpaa kwu abu shanyɛ gbɛɛ abu li mmafa ba, nghaduu tso ama onoyɛyɛ ambɛ mi odzɛ ogbɔɔgbɔ yi oshishe mgbi abu yi okpitukwu yi oyɛyɛ onuunu bɛyi mi odzɛ saan kpaa.
36040d007a	Duuse ni ani wa ba yɔ, kye ewabu tswokɛ ole gbɔ Afɛ mgbi Imgbasho nya inggisɛ mi ododa, nu ma osa mi ele dile tso ma.
36040e007c	Ka dzita umba mgbi abu ngwi Imgbasho kye nu abu nyɛ mi esɔ mgbi oyegbɔ mi onɔ ngwi engyukwo kye abɔ dɔ abu ikye na ba.
36040f005c	Gbekabyi ungwɔ ntonɛni, kye ewabu duu nu mi efu, ikye ni ali inggisɛ di okiyayi mgbi abu.
3604100094	Kyidi oshishe yi otsootso mgbi abu saan. Byi ma kpɔklɔɔ, ikyekyɛ ni abu kyɔ ngha yɔ, abu ka dulu oshishe mgbi abu yi ama nle fwo abu ma watɔ.
360501007e	Ka kyɔkyɔ odzɛ yi ishongye mi okwushanyɛ ba, kpaa gbɔ yan mi iyu dafi o li otsabu mani. Kyɔ yi mmafa dafi emi ongwunabu,
360502005b	kyɔ yi enengyaa kpaa dafi emi onabu, yi engyaa ikyakyawa dafi emi ongwunabu mi ofɛ osaan.
360503002b	Gbɛwɛbyi owakwadɛ ama ndzɛ abubɔ mani.
36050400c3	Nghaduu ni owakwadɛ dzɛ yi ɛngbɛ naadi engwiba yɔ, ni ɛngbɛ ntona di mbi etɔ mgbi ama saan otso oyɛyɛ onuunu mgbi ama mbi Imgbasho di kpa ama nmba ma mkpa, bana li ungwɔ okpa Imgbasho.
360505008d	Owakwadɛ ngwu dzɛ abubɔ di dzɛ yi inggisɛ oyan abɔ bayɔ, no kye itukwu mgban byi mbi Imgbasho di bibɔ otu yi onɔ gbɛɛ no yan abɔ.
3605060069	Nghaduu owakwadɛ nkye ewon nu mi ɛsɛ ogyeegye yɔ, dafi o li oshishe nɛ kpaa o li ikwukwɔ mi onodzi.
3605070049	Tso ama onoyɛyɛ kpaa ungwɔ ntonɛni, ikye ni a ka nu ma obube ba mani.
3605080091	Kini inggisɛ ya odon abɔ ba, onghaangha duu etɔ mgban ongwi ozu yɔ, o tangwɛ oyɛyɛ onuunu di timbi ngha inggisɛ ngwu nu iYesu oyɛyɛ ba.
3605090083	Ka lɔ owakwadɛ onyi kpaa iyi mi mmbwo mgbi emi owakwadɛ ba, se ni onova mgban nyɛ ngwuseta, ongwu nsiikye nu oban mi eba mgban,
36050a00c8	a di yen yi ali osuse saan, dafi ongwu nnyɛ ɛngbɛ mgban saan, gbɛ ingyoga bɛyi ama onoyɛyɛ mi udɛ mgban, di ya ama nto yi okakewo abɔ di kye itukwu mgban nu mi alungwɔ osuse okyɔɔkyɔ duu.
36050b009f	Owakwadɛ ama nka li ikyakyawa yɔ, ka kye ma iyi wo mmbwo owakwadɛ ba na. Bana ni imina mgbi ongyulɔ wa lamyɛ ngha osunu iKrestu yɔ, a li mina obongyulɔ.
36050c0067	Nghanɛ ungwɔnɛ li nu ma mɛ ogbɔ ma ikwɔ, ikyekyɛ a mbe ondu odzɛɛdzɛ ngwi a dzɛ ababɔ mani.
36050d00b7	Ongyɛɛngyɛ yɔ, a li yɛɛ emi ewewa dile kyikyɛ mi udɛ udɛ kyɛ. Onghaangha yɔ, a li yɛɛ ama odziidzɛ di gbe abɔ sha odzɛ kyɛ di kye ondu wo odzɛ ngwi a kika kye wo ba.
36050e00be	Nghanɛ ani le wɛ owakwadɛ ama nka li ikyakyawa odzɛ gbɛɛ nu ma bongyulɔ, nu ma mba ɛngbɛ, nu ma kyinɛbyi udɛ mgbi ama dika nu engyikyili mgbi eyi ofɛ ogbɔdzɛ wɔɔ ikye eyi ba.
36050f003d	Mi odzimɔ yɔ, angbeka teyi kyata le kyɛdɔ iSatan kpaa wa.
36051000c7	Ni ongyaa ngwu noyɛyɛ dzɛ yi engyaa owakwadɛ mi etɔ mgban yɔ, non ya ma abɔ, nu ma ka yɛɛ undo mbi emi iKrestu ba, adzi ni okwakye mgbi emi iKrestu kyinɛbyi owakwadɛ ama ndzɛ abubɔ mani.
360511009b	Engyukwo ama nli di mi okwakye mgbi emi iKrestu saan ma, a mɛ onu ma mmwɛ dudɔ-dudɔ, onghaangha duu yɔ, ama ngwu idɔ mgbi ama li onu osa di tso mani.
360512006d	Bana Afɛ gbɛɛ, “Ka kye ikpɛlɛ wo mnda nle gbo ungwogyowe ondu ba,” Inggisɛ idɔ “Di mɛ okpan.”
360513006f	Ka yama gbela odzɛ ngwi a gbe tukwu ongyukwo ogbe emi iKrestu teyi ewo ba se ni obwɛndɛ mɛ efa hona eta se.
360514004e	Kyɔkyɔ yi engyukwo ama nkyɔ obube mi ododa, ikyegbɛɛ angbeka nu ma wimio.
36051500a3	N le wo abu ola mi inɛ Imgbasho yi iKrestu iYesu bɛyi engyesɔ ama a sadu ma gbɛɛ, ka ngyo tsootso ntonɛ yi ogbua-gbua ba, dika kyɔ unkonyi mi osadu-sadu ba.
3605160089	Ka kye abɔ dɔ inggisɛ ikye mi idɔ mgbi Imgbasho tsoli ba, dika gbe abɔ wo ali ibwubwe mgbi inggisɛ angbeka ba, kye ewabu dzɛ saan.
3605170085	Nya ole weni ɛwɛwɛ yuon, kpaa wa ɛbyɛ gwee mi ikye ifu owulu-wulu mgbi abu bɛyi ikye ootse nli kaka abu ewo alonɔ-alonɔ nani.
3605180091	Ali ibwubwe mgbi inggisɛ angbeka li daada ba, di li teyi ma kaka imbe ogbiikwɔ; kpaa ali ibwubwe mgbi angbeka li daada, li wa fwitɔ mi iyikpa.
3605190068	Li ngha ngwi ungwɔ ama osuse kpaa li tɔ esɛ gedee aali, ama ntɔ esɛ ba kpaa a ka kye ma da gbɛ ba.
